comparison,input_id,SYMBOL,ENTREZID,ENSEMBL,GENENAME,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,direction,significant
Microglia_3d_HI_vs_Control,E2f5,E2f5,13559,ENSMUSG00000027552,E2F transcription factor 5,67.51327685820468,-0.9211656445158659,0.314067221860446,-2.9330206414382864,0.0033568157374283428,0.012261811115816998,Down,TRUE
Microglia_3d_HI_vs_Control,Zfp91,Zfp91,109910,ENSMUSG00000024695,zinc finger protein 91,80.47456492726562,-0.8278454910323105,0.2823390393323702,-2.932097144588527,0.0033668141413793844,0.012294734227723722,Down,TRUE
Microglia_3d_HI_vs_Control,Isg20,Isg20,57444,ENSMUSG00000039236,interferon-stimulated protein,17.49295792806292,2.9763964286718703,1.0151538198861625,2.931965944831531,0.0033682367968679012,0.012296330822503707,Up,TRUE
Microglia_3d_HI_vs_Control,Aar2,Aar2,68295,ENSMUSG00000027628,AAR2 splicing factor homolog,95.34875252654064,1.083355513737508,0.36951386349100507,2.931839968066258,0.0033696033323158212,0.012297721667340398,Up,TRUE
Microglia_3d_HI_vs_Control,Gm13315,Gm13315,625342,NA,lactate dehydrogenase A pseudogene,12.822297481468201,1.586072503841487,0.5412146199541538,2.9305795619043753,0.003383303431950594,0.012344111176572957,Up,TRUE
Microglia_3d_HI_vs_Control,Chmp5,Chmp5,76959,ENSMUSG00000028419,charged multivesicular body protein 5,428.7874089114717,-0.44803610415372686,0.15289674832457564,-2.9303180679985226,0.0033861521085037146,0.012350893308947486,Down,TRUE
Microglia_3d_HI_vs_Control,Gpc1,Gpc1,14733,ENSMUSG00000034220,glypican 1,5.212480897246226,-4.061922628107645,1.3865215208286714,-2.929577772207955,0.003394228629714525,0.012376734319572718,Down,TRUE
Microglia_3d_HI_vs_Control,Ydjc,Ydjc,69101,ENSMUSG00000041774,YdjC homolog (bacterial),17.953201322341634,2.0671984564313712,0.7059510446713936,2.9282461893566736,0.003408800167204548,0.012426236776622364,Up,TRUE
Microglia_3d_HI_vs_Control,Nrde2,Nrde2,217827,ENSMUSG00000021179,"nrde-2 necessary for RNA interference, domain containing",53.91831621333747,1.0788617795285955,0.3684466797659515,2.928135436622529,0.003410014698246696,0.012427033704650196,Up,TRUE
Microglia_3d_HI_vs_Control,Zmym4,Zmym4,67785,ENSMUSG00000042446,"zinc finger, MYM-type 4",50.2858250917858,-1.0424784673847258,0.356102077408626,-2.9274708953424193,0.0034173104344487506,0.012449985284978543,Down,TRUE
Microglia_3d_HI_vs_Control,Sbf2,Sbf2,319934,ENSMUSG00000038371,SET binding factor 2,217.62794675484076,-0.6964704900278192,0.23793949680496804,-2.9270907074275923,0.0034214907548351108,0.012461576660488182,Down,TRUE
Microglia_3d_HI_vs_Control,Arhgef25,Arhgef25,52666,ENSMUSG00000019467,Rho guanine nucleotide exchange factor 25,12.253072782508458,-2.6949104889613706,0.9207913561738609,-2.9267330442364905,0.0034254276558124135,0.012470937925785717,Down,TRUE
Microglia_3d_HI_vs_Control,Klhl25,Klhl25,207952,ENSMUSG00000055652,kelch-like 25,190.89462900726465,0.7350936582726704,0.25117018357463977,2.9266756420322637,0.0034260598821600767,0.012470937925785717,Up,TRUE
Microglia_3d_HI_vs_Control,Gcsh,Gcsh,68133,ENSMUSG00000034424,glycine cleavage system protein H (aminomethyl carrier),154.30831163973548,-0.6153424060367576,0.2102750377782178,-2.9263692568481394,0.0034294361973537003,0.012479587305505826,Down,TRUE
Microglia_3d_HI_vs_Control,Slc30a3,Slc30a3,22784,ENSMUSG00000029151,"solute carrier family 30 (zinc transporter), member 3",3.716504560347287,-4.93708990411747,1.689286274439923,-2.9225892489740053,0.003471341193733343,0.012628395164841006,Down,TRUE
Microglia_3d_HI_vs_Control,Nova1,Nova1,664883,ENSMUSG00000021047,NOVA alternative splicing regulator 1,23.61190981383872,-1.8985678024054253,0.6496829927911807,-2.922298757196585,0.0034745807762520575,0.012635944726622569,Down,TRUE
Microglia_3d_HI_vs_Control,Polr1c,Polr1c,20016,ENSMUSG00000067148,polymerase (RNA) I polypeptide C,173.87984977129537,-0.6578140331390178,0.22510751216560268,-2.9222215945200887,0.0034754417616419822,0.012635944726622569,Down,TRUE
Microglia_3d_HI_vs_Control,Cnnm4,Cnnm4,94220,ENSMUSG00000037408,cyclin M4,106.59013093335308,0.9477278365342225,0.32436095556070954,2.9218308192979765,0.0034798050353826433,0.012648123283281276,Up,TRUE
Microglia_3d_HI_vs_Control,Cks1b,Cks1b,54124,ENSMUSG00000028044,CDC28 protein kinase 1b,275.2983936672599,-0.5266217299803186,0.18027036681963074,-2.9212883918255366,0.0034858698735587,0.012666477659366761,Down,TRUE
Microglia_3d_HI_vs_Control,Yap1,Yap1,22601,ENSMUSG00000053110,yes-associated protein 1,3.366791509739073,-5.272327225699711,1.8052339327777198,-2.9205783970541495,0.0034938228039540793,0.012691680043009898,Down,TRUE
Microglia_3d_HI_vs_Control,Tmem126b,Tmem126b,68472,ENSMUSG00000030614,transmembrane protein 126B,57.94793662456058,0.753436961351769,0.2580105857018243,2.9201784853218977,0.003498309638404953,0.012701578283127894,Up,TRUE
Microglia_3d_HI_vs_Control,Tnfaip8l2,Tnfaip8l2,69769,ENSMUSG00000013707,"tumor necrosis factor, alpha-induced protein 8-like 2",1035.8875527937964,-0.3897060982976889,0.13345394996190543,-2.9201540936699955,0.00349858347163893,0.012701578283127894,Down,TRUE
Microglia_3d_HI_vs_Control,Luc7l,Luc7l,66978,ENSMUSG00000024188,Luc7-like,119.10747207437691,0.8082877637632181,0.2768464019336723,2.919625316123379,0.0035045245972799392,0.012715865392719844,Up,TRUE
Microglia_3d_HI_vs_Control,Lpcat3,Lpcat3,14792,ENSMUSG00000004270,lysophosphatidylcholine acyltransferase 3,781.0704125560239,0.47836436050761016,0.16384459631229684,2.9196224426945476,0.003504556907001406,0.012715865392719844,Up,TRUE
Microglia_3d_HI_vs_Control,Nav2,Nav2,78286,ENSMUSG00000052512,neuron navigator 2,42.33465501525687,-1.6688407312894762,0.5717432836203961,-2.918863726254961,0.0035130976400813098,0.012743148939806563,Down,TRUE
Microglia_3d_HI_vs_Control,Akna,Akna,100182,ENSMUSG00000039158,AT-hook transcription factor,282.9848673846685,0.6780372206411716,0.2323276107122629,2.9184530351879645,0.0035177286112352047,0.012753774014052748,Up,TRUE
Microglia_3d_HI_vs_Control,Hectd3,Hectd3,76608,ENSMUSG00000046861,HECT domain E3 ubiquitin protein ligase 3,119.03256226543978,0.8599454442703811,0.29466103300849933,2.9184226889124374,0.003518071017500365,0.012753774014052748,Up,TRUE
Microglia_3d_HI_vs_Control,Lamtor3,Lamtor3,56692,ENSMUSG00000091512,"late endosomal/lysosomal adaptor, MAPK and MTOR activator 3",112.92927107437485,0.7274770554186588,0.24939522736033576,2.916964623254687,0.0035345585934048475,0.012809823447140775,Up,TRUE
Microglia_3d_HI_vs_Control,Wnt6,Wnt6,22420,ENSMUSG00000033227,"wingless-type MMTV integration site family, member 6",3.6680901505831875,5.266524281821848,1.8060075476592516,2.9161142148313486,0.003544207306170105,0.012841062359579143,Up,TRUE
Microglia_3d_HI_vs_Control,Irf3,Irf3,54131,ENSMUSG00000003184,interferon regulatory factor 3,243.3648959343431,0.5796129377149828,0.19877865733045977,2.9158710774034695,0.0035469703390336887,0.012847221456431454,Up,TRUE
Microglia_3d_HI_vs_Control,Bdnf,Bdnf,12064,ENSMUSG00000048482,brain derived neurotrophic factor,2.357923105057624,-4.779317239007788,1.6391193973362075,-2.915783466887665,0.003547966432029395,0.012847221456431454,Down,TRUE
Microglia_3d_HI_vs_Control,Aldh9a1,Aldh9a1,56752,ENSMUSG00000026687,"aldehyde dehydrogenase 9, subfamily A1",365.61286205950506,0.5777149029587719,0.1981917787335934,2.914928695076339,0.0035576981737188286,0.012878722892852783,Up,TRUE
Microglia_3d_HI_vs_Control,Hmgb2,Hmgb2,97165,ENSMUSG00000054717,high mobility group box 2,80.88546899579062,-0.6393215410116644,0.2193447968891668,-2.9146875151759746,0.0035604484425129724,0.012884940738305355,Down,TRUE
Microglia_3d_HI_vs_Control,Itgav,Itgav,16410,ENSMUSG00000027087,integrin alpha V,152.25636056131268,0.7435603792283747,0.2551593035158014,2.9141025586093425,0.003567126967401314,0.012904888679405974,Up,TRUE
Microglia_3d_HI_vs_Control,Slc17a6,Slc17a6,140919,ENSMUSG00000030500,"solute carrier family 17 (sodium-dependent inorganic phosphate cotransporter), member 6",3.4824902603517582,-5.285754802235655,1.8139025203552848,-2.9140236274661255,0.0035680290065676075,0.012904888679405974,Down,TRUE
Microglia_3d_HI_vs_Control,C1qc,C1qc,12262,ENSMUSG00000036896,"complement component 1, q subcomponent, C chain",24018.43304246503,0.2180225809412269,0.07483378509819244,2.9134244733865944,0.003574883014846465,0.012925931689149286,Up,TRUE
Microglia_3d_HI_vs_Control,Gfra4,Gfra4,14588,ENSMUSG00000027316,glial cell line derived neurotrophic factor family receptor alpha 4,7.078866441831985,-4.617710405725995,1.5851582431765894,-2.9130911223552673,0.0035787015591074636,0.012935990166437697,Down,TRUE
Microglia_3d_HI_vs_Control,Tubgcp4,Tubgcp4,51885,ENSMUSG00000027263,"tubulin, gamma complex component 4",41.10325583282467,1.2226266624565247,0.4197402639766439,2.9128172047953846,0.0035818420680675538,0.012943592622457844,Up,TRUE
Microglia_3d_HI_vs_Control,Pwp1,Pwp1,103136,ENSMUSG00000001785,"PWP1 homolog, endonuclein",163.41153122275654,0.7695252911963569,0.2642205979274012,2.912434901868613,0.003586229423884514,0.012955695064050655,Up,TRUE
Microglia_3d_HI_vs_Control,Arl6ip6,Arl6ip6,65103,ENSMUSG00000026960,ADP-ribosylation factor-like 6 interacting protein 6,89.82148633138107,-0.6940316843537092,0.23832395083362437,-2.9121356956616484,0.00358966656080969,0.012964358710791117,Down,TRUE
Microglia_3d_HI_vs_Control,Lmo3,Lmo3,109593,ENSMUSG00000030226,LIM domain only 3,3.4197678947288193,-5.2627367224173085,1.8072455697354002,-2.9120208180606184,0.0035909870152985904,0.01296537499331476,Down,TRUE
Microglia_3d_HI_vs_Control,Fcgr1,Fcgr1,14129,ENSMUSG00000015947,"Fc receptor, IgG, high affinity I",1126.9401619650853,0.4015351187625914,0.13794060565100072,2.9109276189384223,0.003603574859574013,0.013007060196055695,Up,TRUE
Microglia_3d_HI_vs_Control,Ap3m2,Ap3m2,64933,ENSMUSG00000031539,"adaptor-related protein complex 3, mu 2 subunit",128.6348056519138,-0.7575349765555424,0.26030074565728506,-2.910229759975108,0.0036116314598799294,0.013032370548404209,Down,TRUE
Microglia_3d_HI_vs_Control,Ang,Ang,11727,ENSMUSG00000072115,"angiogenin, ribonuclease, RNase A family, 5",398.4624746163016,-0.408237622358229,0.14032389740002407,-2.9092523078550054,0.0036229434338836326,0.01306520235594307,Down,TRUE
Microglia_3d_HI_vs_Control,Bcl2,Bcl2,12043,ENSMUSG00000057329,B cell leukemia/lymphoma 2,22.678787723946712,-1.5169035740072905,0.5214152029390869,-2.909204728701589,0.003623494885086001,0.01306520235594307,Down,TRUE
Microglia_3d_HI_vs_Control,Zfp563,Zfp563,240068,ENSMUSG00000067424,zinc finger protein 563,11.072473320636249,2.249663198988121,0.773300099672674,2.9091722604721877,0.0036238712416989073,0.01306520235594307,Up,TRUE
Microglia_3d_HI_vs_Control,Srgap3,Srgap3,259302,ENSMUSG00000030257,SLIT-ROBO Rho GTPase activating protein 3,13.122355254285885,-2.663969366180246,0.9158642507601624,-2.9086945625065783,0.003629412605166327,0.013081401065068004,Down,TRUE
Microglia_3d_HI_vs_Control,Rell1,Rell1,100532,ENSMUSG00000047881,RELT-like 1,61.34172418982936,1.3603135237792643,0.46769006764965654,2.908579031013902,0.0036307539434039847,0.013082456744382017,Up,TRUE
Microglia_3d_HI_vs_Control,Ublcp1,Ublcp1,79560,ENSMUSG00000041231,ubiquitin-like domain containing CTD phosphatase 1,36.547441196208034,-1.1169585336794556,0.38404260491069886,-2.9084234910321505,0.0036325604983342124,0.013085187614957939,Down,TRUE
Microglia_3d_HI_vs_Control,Thap6,Thap6,381650,ENSMUSG00000121865,THAP domain containing 6,33.97290930255757,1.0631158818073456,0.3655787749363609,2.9080350247150166,0.0036370760007257484,0.013096845548609895,Up,TRUE
Microglia_3d_HI_vs_Control,Trak2,Trak2,70827,ENSMUSG00000026028,"trafficking protein, kinesin binding 2",85.75187707153108,-0.8130167200869282,0.27958275043973785,-2.907964525022327,0.003637896030732641,0.013096845548609895,Down,TRUE
Microglia_3d_HI_vs_Control,Rdh10,Rdh10,98711,ENSMUSG00000025921,retinol dehydrogenase 10 (all-trans),44.24481695315306,-1.0622092711661724,0.36560039413879103,-2.905383276919913,0.003668036309840577,0.013201545161289508,Down,TRUE
Microglia_3d_HI_vs_Control,Cbx3,Cbx3,12417,ENSMUSG00000029836,chromobox 3,44.9432242837809,-0.8376656046811102,0.2885593569066069,-2.902923036913418,0.003696974782120788,0.013301860245473815,Down,TRUE
Microglia_3d_HI_vs_Control,Enoph1,Enoph1,67870,ENSMUSG00000029326,enolase-phosphatase 1,268.20159993980536,-0.6854856923713182,0.23616538362316186,-2.902566336585195,0.003701187640389555,0.013313179411006305,Down,TRUE
Microglia_3d_HI_vs_Control,Slc39a10,Slc39a10,227059,ENSMUSG00000025986,"solute carrier family 39 (zinc transporter), member 10",57.54737842932225,-0.9523802813163512,0.32815195291677524,-2.902253888331698,0.003704881438820796,0.013322625531298527,Down,TRUE
Microglia_3d_HI_vs_Control,Ccdc142,Ccdc142,243510,ENSMUSG00000107499,coiled-coil domain containing 142,43.59638926030679,1.1766914676540807,0.40550617365996056,2.9017843477786402,0.0037104387028421585,0.013338765235973625,Up,TRUE
Microglia_3d_HI_vs_Control,Zfp142,Zfp142,77264,ENSMUSG00000026135,zinc finger protein 142,25.058518929575392,1.9042896953269401,0.6563047203095608,2.901532834365018,0.0037134186146337476,0.013345632912845594,Up,TRUE
Microglia_3d_HI_vs_Control,Lhfpl3,Lhfpl3,269629,ENSMUSG00000106379,lipoma HMGIC fusion partner-like 3,4.8939954718383945,-4.24622970158502,1.4651492650719975,-2.8981550227077784,0.0037536500274900175,0.013486336033118468,Down,TRUE
Microglia_3d_HI_vs_Control,Coq7,Coq7,12850,ENSMUSG00000030652,demethyl-Q 7,199.8064747427121,0.7636631080339277,0.2637743065619264,2.8951383399984114,0.003789914680386454,0.013612418565005915,Up,TRUE
Microglia_3d_HI_vs_Control,Pigg,Pigg,433931,ENSMUSG00000029263,"phosphatidylinositol glycan anchor biosynthesis, class G",16.82982364586347,2.2714511611127404,0.784655280021025,2.8948395798112467,0.003793523458844395,0.013612418565005915,Up,TRUE
Microglia_3d_HI_vs_Control,Zdhhc12,Zdhhc12,66220,ENSMUSG00000015335,"zinc finger, DHHC domain containing 12",72.9658736200357,0.8275898316303413,0.2858902686455983,2.8947813983002573,0.003794226607035165,0.013612418565005915,Up,TRUE
Microglia_3d_HI_vs_Control,Clstn3,Clstn3,232370,ENSMUSG00000008153,calsyntenin 3,24.530926971225366,-3.584326709740597,1.2382585264140147,-2.8946513456448986,0.0037957987767120653,0.013612418565005915,Down,TRUE
Microglia_3d_HI_vs_Control,St6galnac6,St6galnac6,50935,ENSMUSG00000026811,"ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 6",88.84387683144742,-0.7413256457577418,0.2561058259892778,-2.8946067231941006,0.003796338341257547,0.013612418565005915,Down,TRUE
Microglia_3d_HI_vs_Control,Abcd4,Abcd4,19300,ENSMUSG00000021240,"ATP-binding cassette, sub-family D member 4",63.03992099875082,1.3797335046887196,0.47666456270728397,2.8945585903267648,0.0037969204311004093,0.013612418565005915,Up,TRUE
Microglia_3d_HI_vs_Control,Aldh3b1,Aldh3b1,67689,ENSMUSG00000024885,"aldehyde dehydrogenase 3 family, member B1",215.50405855524218,0.5470865297763456,0.1890079782042854,2.8945155383072687,0.0037974411449505033,0.013612418565005915,Up,TRUE
Microglia_3d_HI_vs_Control,Tsn,Tsn,22099,ENSMUSG00000026374,translin,667.7067262344287,-0.4792834950014712,0.16558345666875898,-2.8945131635961237,0.0037974698689522027,0.013612418565005915,Down,TRUE
Microglia_3d_HI_vs_Control,4931431C16Rik,4931431C16Rik,74364,ENSMUSG00000055061,RIKEN cDNA 4931431C16 gene,8.055125689784385,2.045162743220559,0.7065959416966741,2.8943878991290637,0.003798985321266493,0.013613939930718926,Up,TRUE
Microglia_3d_HI_vs_Control,Spata2,Spata2,263876,ENSMUSG00000047030,spermatogenesis associated 2,92.09221379298835,1.088447920682131,0.376161510241469,2.893565372978816,0.0038089499206050833,0.013643165299860328,Up,TRUE
Microglia_3d_HI_vs_Control,Trim56,Trim56,384309,ENSMUSG00000043279,tripartite motif-containing 56,60.70217322333165,-1.049609843777345,0.36274438612567267,-2.8935247075435315,0.003809443182841607,0.013643165299860328,Down,TRUE
Microglia_3d_HI_vs_Control,Trim2,Trim2,80890,ENSMUSG00000027993,tripartite motif-containing 2,62.10549112234024,-0.9713954527574099,0.3357229002772619,-2.8934441229810894,0.0038104208262552688,0.013643165299860328,Down,TRUE
Microglia_3d_HI_vs_Control,Chmp1a,Chmp1a,234852,ENSMUSG00000000743,charged multivesicular body protein 1A,393.39506472999454,0.3741879683930643,0.12935194961540486,2.8927895521143445,0.003818370462058685,0.013667707006760834,Up,TRUE
Microglia_3d_HI_vs_Control,Bahcc1,Bahcc1,268515,ENSMUSG00000039741,BAH domain and coiled-coil containing 1,8.910923240939029,-2.52789258219652,0.8743179754991522,-2.8912737162396027,0.0038368378832710744,0.013729871840394741,Down,TRUE
Microglia_3d_HI_vs_Control,Homer1,Homer1,26556,ENSMUSG00000007617,homer scaffolding protein 1,7.4937120453314225,-2.6389604785419247,0.9131634970582481,-2.889910171665122,0.003853519231403162,0.013785611516470371,Down,TRUE
Microglia_3d_HI_vs_Control,Crk,Crk,12928,ENSMUSG00000017776,v-crk avian sarcoma virus CT10 oncogene homolog,237.8541019527714,-0.5420235239245293,0.1875819317530592,-2.889529491774677,0.003858188148586338,0.013798358188036779,Down,TRUE
Microglia_3d_HI_vs_Control,Mpp5,Mpp5,NA,NA,NA,74.21829636860696,-0.7941739648381049,0.27485468825852666,-2.8894321209144143,0.003859383196135972,0.013798677226757783,Down,TRUE
Microglia_3d_HI_vs_Control,Spry2,Spry2,24064,ENSMUSG00000022114,sprouty RTK signaling antagonist 2,11.746132192899493,-2.5730492027512826,0.8908934311308677,-2.88816721825544,0.003874938129093335,0.013850323109374573,Down,TRUE
Microglia_3d_HI_vs_Control,Atp9b,Atp9b,50771,ENSMUSG00000024566,"ATPase, class II, type 9B",120.91255785994157,0.7414878325956671,0.2567500080869454,2.887975887987395,0.003877295934083753,0.013854781977519206,Up,TRUE
Microglia_3d_HI_vs_Control,Xiap,Xiap,11798,ENSMUSG00000025860,X-linked inhibitor of apoptosis,120.29330954249951,-0.6581401452408908,0.22794133915234863,-2.8873224474697468,0.0038853582546594613,0.013879616461964145,Down,TRUE
Microglia_3d_HI_vs_Control,Slc35c1,Slc35c1,228368,ENSMUSG00000049922,"solute carrier family 35, member C1",166.21447188490063,0.7242135161357752,0.25088993662512515,2.886578576556783,0.0038945548624969854,0.013908487571332966,Up,TRUE
Microglia_3d_HI_vs_Control,Nr6a1,Nr6a1,14536,ENSMUSG00000063972,"nuclear receptor subfamily 6, group A, member 1",3.429825160784759,5.248297330721237,1.8182711131747653,2.8864217732401443,0.0038964959711582942,0.013911438262693332,Up,TRUE
Microglia_3d_HI_vs_Control,Add1,Add1,11518,ENSMUSG00000029106,adducin 1,384.9467083571351,-0.4350778624371493,0.15076134536184235,-2.8858714506222984,0.0039033155130018026,0.013931799476898309,Down,TRUE
Microglia_3d_HI_vs_Control,2310039H08Rik,2310039H08Rik,NA,NA,NA,105.17926148537457,-0.6415349869901011,0.22234636154746995,-2.8852956375143397,0.003910462534500953,0.01395331755948038,Down,TRUE
Microglia_3d_HI_vs_Control,Acot4,Acot4,171282,ENSMUSG00000052392,acyl-CoA thioesterase 4,3.094253565054224,4.893723099771495,1.6963144180536218,2.8849151122506114,0.003915192153979154,0.013966200027830727,Up,TRUE
Microglia_3d_HI_vs_Control,Reep6,Reep6,70335,ENSMUSG00000035504,receptor accessory protein 6,3.9038574599827682,-5.167671430492076,1.7914282098446066,-2.8846656550866383,0.0039182955223736335,0.013973275658238981,Down,TRUE
Microglia_3d_HI_vs_Control,Cdk9,Cdk9,107951,ENSMUSG00000009555,cyclin dependent kinase 9,110.86365975019028,-0.6372149933866587,0.22092292538620417,-2.8843316838789717,0.003922453784292164,0.013984108091542179,Down,TRUE
Microglia_3d_HI_vs_Control,Sema3b,Sema3b,20347,ENSMUSG00000057969,"sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3B",4.4307289776952,-5.426334985880329,1.881639648507772,-2.883833251591858,0.003928667199077056,0.014000571018171579,Down,TRUE
Microglia_3d_HI_vs_Control,Nrsn1,Nrsn1,22360,ENSMUSG00000048978,neurensin 1,18.754376318161498,-6.621418062324956,2.296088855794318,-2.883781281205825,0.003929315571857418,0.014000571018171579,Down,TRUE
Microglia_3d_HI_vs_Control,Hist3h2ba,Hist3h2ba,NA,NA,NA,30.99218361103111,-1.1812757478079068,0.40967941783347717,-2.8834149249061403,0.003933888922116363,0.014012864964364253,Down,TRUE
Microglia_3d_HI_vs_Control,Tagln3,Tagln3,56370,ENSMUSG00000022658,transgelin 3,20.896183562783698,-2.2696147986012454,0.7873365411120834,-2.8826488802304278,0.003943467343941047,0.014042975318977276,Down,TRUE
Microglia_3d_HI_vs_Control,Zfp317,Zfp317,244713,ENSMUSG00000057551,zinc finger protein 317,49.66370985627859,1.1652014999886586,0.4042329817877144,2.8824998267968445,0.003945333528602528,0.014045612487846602,Up,TRUE
Microglia_3d_HI_vs_Control,Vldlr,Vldlr,22359,ENSMUSG00000024924,very low density lipoprotein receptor,3.0007886977811014,-4.718018096315687,1.636929817607255,-2.8822360284279886,0.003948638313180332,0.01405336818935088,Down,TRUE
Microglia_3d_HI_vs_Control,Morf4l2,Morf4l2,56397,ENSMUSG00000031422,mortality factor 4 like 2,277.4621143030754,0.4342873475309154,0.1508215899986351,2.8794773184319675,0.003983349493423824,0.014172864265452658,Up,TRUE
Microglia_3d_HI_vs_Control,E4f1,E4f1,13560,ENSMUSG00000024137,E4F transcription factor 1,100.69381370107965,0.7788265942456825,0.27050274164122495,2.8791818874747714,0.003987083098797033,0.01418210459144509,Up,TRUE
Microglia_3d_HI_vs_Control,Nek6,Nek6,59126,ENSMUSG00000026749,NIMA (never in mitosis gene a)-related expressed kinase 6,879.5115162067648,0.28020432788742833,0.09740046527766669,2.8768274062000545,0.004016952383132905,0.01428209046065318,Up,TRUE
Microglia_3d_HI_vs_Control,E330009J07Rik,E330009J07Rik,NA,NA,NA,3.3791036858567782,-4.80373640660275,1.6698276155230876,-2.8767858202524335,0.00401748176926532,0.01428209046065318,Down,TRUE
Microglia_3d_HI_vs_Control,Bet1,Bet1,12068,ENSMUSG00000032757,Bet1 golgi vesicular membrane trafficking protein,159.51336490370366,-0.5884752852247949,0.204567274863824,-2.876683407043136,0.004018785752143497,0.01428265696817048,Down,TRUE
Microglia_3d_HI_vs_Control,Wbp1l,Wbp1l,226178,ENSMUSG00000047731,WW domain binding protein 1 like,285.1485229582413,0.45067877059413025,0.15667323140853717,2.8765524687427404,0.004020453492274692,0.014284515568508998,Up,TRUE
Microglia_3d_HI_vs_Control,Ifi35,Ifi35,70110,ENSMUSG00000010358,interferon-induced protein 35,253.7737083230293,0.6434803025935338,0.22371594267589534,2.876327430655065,0.004023321234207291,0.014290635456999311,Up,TRUE
Microglia_3d_HI_vs_Control,Mrps21,Mrps21,66292,ENSMUSG00000054312,mitochondrial ribosomal protein S21,255.50433757241788,-0.5806240563288407,0.2019030456008324,-2.875756800007612,0.00403060131361421,0.014312419804006292,Down,TRUE
Microglia_3d_HI_vs_Control,Tmem97,Tmem97,69071,ENSMUSG00000037278,transmembrane protein 97,50.16226202161299,0.7942882069994969,0.27631981319748433,2.8745249854082062,0.004046357533104228,0.01436428145037683,Up,TRUE
Microglia_3d_HI_vs_Control,Slc25a10,Slc25a10,27376,ENSMUSG00000025792,"solute carrier family 25 (mitochondrial carrier, dicarboxylate transporter), member 10",280.50322421119466,0.589508031820537,0.20520880460457833,2.8727228978136385,0.004069508890118595,0.01444235834212168,Up,TRUE
Microglia_3d_HI_vs_Control,Gm14446,Gm14446,NA,NA,NA,3.310833571157194,5.216044353647877,1.815926204963276,2.87238784229856,0.004073826568037652,0.014453570632918345,Up,TRUE
Microglia_3d_HI_vs_Control,Klc1,Klc1,16593,ENSMUSG00000021288,kinesin light chain 1,306.04980855821617,-0.4093679085338008,0.1426071729839164,-2.8705983013909853,0.004096957893350924,0.014531506706433436,Down,TRUE
Microglia_3d_HI_vs_Control,Pcdhga12,Pcdhga12,93724,ENSMUSG00000102428,"protocadherin gamma subfamily A, 12",7.439633380960305,3.751760248446602,1.3085110188264086,2.8671980552456646,0.004141237616496828,0.014684388456563634,Up,TRUE
Microglia_3d_HI_vs_Control,Rrbp1,Rrbp1,81910,ENSMUSG00000027422,ribosome binding protein 1,1500.3805801132432,0.31080873638727124,0.10840728501559675,2.8670465858687875,0.004143220192330699,0.014687244761335925,Up,TRUE
Microglia_3d_HI_vs_Control,Agpat6,Agpat6,NA,NA,NA,240.35292497632778,0.6572002438100883,0.22923674179402267,2.8669062326867567,0.004145058037464279,0.014689586535495392,Up,TRUE
Microglia_3d_HI_vs_Control,Vangl2,Vangl2,93840,ENSMUSG00000026556,VANGL planar cell polarity 2,27.454241705054407,2.1737668621038138,0.7584017984468802,2.866246976939452,0.004153700517696729,0.014716034940323619,Up,TRUE
Microglia_3d_HI_vs_Control,Ccdc12,Ccdc12,72654,ENSMUSG00000019659,coiled-coil domain containing 12,218.7787187941048,-0.42238251915076785,0.14737736310176738,-2.865993190956356,0.00415703186835392,0.014723657012012552,Down,TRUE
Microglia_3d_HI_vs_Control,Cfh,Cfh,12628,ENSMUSG00000026365,complement component factor h,770.1865580451226,-0.39511781255809786,0.1378723103846577,-2.865824264899431,0.004159250639098161,0.014727335265228961,Down,TRUE
Microglia_3d_HI_vs_Control,4930506M07Rik,4930506M07Rik,NA,NA,NA,36.03712663510447,1.5989110317927044,0.5584640972957018,2.8630507127230693,0.004195834019315737,0.014852657274616104,Up,TRUE
Microglia_3d_HI_vs_Control,Prpf40a,Prpf40a,56194,ENSMUSG00000061136,pre-mRNA processing factor 40A,505.42849675501094,-0.42129664981127485,0.14716741114880716,-2.8627034105076707,0.004200435469389327,0.014864728810845156,Down,TRUE
Microglia_3d_HI_vs_Control,Sorbs1,Sorbs1,20411,ENSMUSG00000025006,sorbin and SH3 domain containing 1,15.238414962977496,-2.5016483123848063,0.8739051514044612,-2.862608497460375,0.004201693780301152,0.014864965974084994,Down,TRUE
Microglia_3d_HI_vs_Control,Ncmap,Ncmap,230822,ENSMUSG00000043924,noncompact myelin associated protein,3.2829115335820314,5.196613346644109,1.8154601789549853,2.862422104810573,0.004204165878349136,0.014869495983571575,Up,TRUE
Microglia_3d_HI_vs_Control,Irf2bpl,Irf2bpl,238330,ENSMUSG00000034168,interferon regulatory factor 2 binding protein-like,293.2934319865988,0.6039028801077843,0.21101248983045665,2.861929550203428,0.004210704908229908,0.0148884034697911,Up,TRUE
Microglia_3d_HI_vs_Control,Mal2,Mal2,105853,ENSMUSG00000024479,"mal, T cell differentiation protein 2",3.0428694988584737,-5.047178224847129,1.7647976327865813,-2.8599189680902577,0.004237492682967169,0.01497887640171794,Down,TRUE
