comparison,input_id,SYMBOL,ENTREZID,ENSEMBL,GENENAME,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,direction,significant
Microglia_3d_HI_vs_Control,2810004N23Rik,2810004N23Rik,NA,NA,NA,118.96199427900666,-0.2698513317962726,0.22782973583050006,-1.1844429824429747,0.2362377541011008,0.3766799481104666,Not_significant,FALSE
Microglia_3d_HI_vs_Control,Guk1,Guk1,14923,ENSMUSG00000020444,guanylate kinase 1,178.61023268861075,0.25014668594352835,0.21119540348609273,1.1844324346765462,0.23624192727314702,0.3766799481104666,Not_significant,FALSE
Microglia_3d_HI_vs_Control,Txnl4a,Txnl4a,27366,ENSMUSG00000057130,thioredoxin-like 4A,861.1112896243477,-0.12964293789654505,0.10945706760561603,-1.1844181534595881,0.23624757764966436,0.3766799481104666,Not_significant,FALSE
Microglia_3d_HI_vs_Control,Scn3b,Scn3b,235281,ENSMUSG00000049281,"sodium channel, voltage-gated, type III, beta",14.778118234461065,-1.1446867369164857,0.9666360779372045,-1.1841961654889193,0.2363354196823632,0.37677186237339055,Not_significant,FALSE
Microglia_3d_HI_vs_Control,Trnt1,Trnt1,70047,ENSMUSG00000013736,"tRNA nucleotidyl transferase, CCA-adding, 1",73.87910537164525,0.3625687286880926,0.30622261521391814,1.1840037628664777,0.23641157329000506,0.37684512155246336,Not_significant,FALSE
Microglia_3d_HI_vs_Control,Nf2,Nf2,18016,ENSMUSG00000009073,neurofibromin 2,162.2638268876039,-0.22279812048613803,0.1882558034141198,-1.1834860676036267,0.23661656497414707,0.37712370644365906,Not_significant,FALSE
Microglia_3d_HI_vs_Control,Mvd,Mvd,192156,ENSMUSG00000006517,mevalonate (diphospho) decarboxylase,79.45370999123682,-0.33612619751676137,0.28419802185393717,-1.182718286791991,0.2369208143155553,0.3775603985989143,Not_significant,FALSE
Microglia_3d_HI_vs_Control,Pglyrp2,Pglyrp2,57757,ENSMUSG00000079563,peptidoglycan recognition protein 2,2.863375441215137,-2.093847547290209,1.7706827130454383,-1.1825086063493284,0.23700395266128554,0.3776446585758551,Not_significant,FALSE
Microglia_3d_HI_vs_Control,Cflar,Cflar,12633,ENSMUSG00000026031,CASP8 and FADD-like apoptosis regulator,346.2404741757615,-0.16484948029620858,0.1394253725722076,-1.1823492184740907,0.23706716378411327,0.3776971488378658,Not_significant,FALSE
Microglia_3d_HI_vs_Control,Rpf1,Rpf1,70285,ENSMUSG00000028187,ribosome production factor 1 homolog,177.54350019531117,-0.26843803611576267,0.22712010283122414,-1.1819210751029046,0.23723701876453554,0.3779195097847408,Not_significant,FALSE
Microglia_3d_HI_vs_Control,Rpp14,Rpp14,67053,ENSMUSG00000023156,ribonuclease P 14 subunit,176.34554053526585,-0.25183212078063283,0.21310561947636344,-1.1817244491225851,0.23731505392299143,0.37795032842393556,Not_significant,FALSE
Microglia_3d_HI_vs_Control,Phldb1,Phldb1,102693,ENSMUSG00000048537,"pleckstrin homology like domain, family B, member 1",35.58280646016534,0.7513473542633152,0.6358084424393354,1.1817196880568375,0.23731694367699432,0.37795032842393556,Not_significant,FALSE
Microglia_3d_HI_vs_Control,Ptbp2,Ptbp2,56195,ENSMUSG00000028134,polypyrimidine tract binding protein 2,29.24862342326383,0.49467645617123995,0.4186756603474258,1.181526663768195,0.23739356749833182,0.3779777003196536,Not_significant,FALSE
Microglia_3d_HI_vs_Control,Slc25a1,Slc25a1,13358,ENSMUSG00000003528,"solute carrier family 25 (mitochondrial carrier, citrate transporter), member 1",271.8357072275108,-0.20472021993719489,0.17326796461610638,-1.1815237767164537,0.23739471368850182,0.3779777003196536,Not_significant,FALSE
Microglia_3d_HI_vs_Control,Sfxn4,Sfxn4,94281,ENSMUSG00000063698,sideroflexin 4,17.163855464124943,0.74336591864358,0.6294915976451947,1.1808988736694295,0.23764289884573586,0.3782611260019873,Not_significant,FALSE
Microglia_3d_HI_vs_Control,Lrrc56,Lrrc56,70552,ENSMUSG00000038637,leucine rich repeat containing 56,17.728917983656416,1.0160615628310308,0.8604380959589801,1.1808653842768366,0.23765620459338277,0.3782611260019873,Not_significant,FALSE
Microglia_3d_HI_vs_Control,Gpn3,Gpn3,68080,ENSMUSG00000029464,GPN-loop GTPase 3,77.37117978291516,0.33891697890391514,0.28701185880333147,1.1808466044469281,0.2376636662811012,0.3782611260019873,Not_significant,FALSE
Microglia_3d_HI_vs_Control,Zfp800,Zfp800,627049,ENSMUSG00000039841,zinc finger protein 800,76.61765486278233,-0.3613740918119438,0.3060570768609429,-1.1807408458525341,0.23770568985828722,0.37827975998618896,Not_significant,FALSE
Microglia_3d_HI_vs_Control,Lnx2,Lnx2,140887,ENSMUSG00000016520,ligand of numb-protein X 2,45.373649263211924,0.5715848908541535,0.48415191803873575,1.180589954429185,0.23776565622088783,0.378326939342545,Not_significant,FALSE
Microglia_3d_HI_vs_Control,Cyp2r1,Cyp2r1,244209,ENSMUSG00000030670,"cytochrome P450, family 2, subfamily r, polypeptide 1",18.348254648489437,-0.6311870425967816,0.5348353166748959,-1.1801521382711042,0.2379397109593876,0.37855561817560096,Not_significant,FALSE
Microglia_3d_HI_vs_Control,Nudt19,Nudt19,110959,ENSMUSG00000034875,nudix hydrolase 19,134.14380936858555,0.24921749640229646,0.21126354224603486,1.1796521716561057,0.23813858376050417,0.3788199437569092,Not_significant,FALSE
Microglia_3d_HI_vs_Control,Rgl3,Rgl3,71746,ENSMUSG00000040146,ral guanine nucleotide dissociation stimulator-like 3,61.99445660828593,0.3858680398942862,0.3271227373959987,1.1795818381990775,0.23816656986479826,0.3788199437569092,Not_significant,FALSE
Microglia_3d_HI_vs_Control,Smim4,Smim4,NA,NA,NA,137.1064734867668,-0.292244644513821,0.24780324570581458,-1.179341471825458,0.23826223061365717,0.37892379729763115,Not_significant,FALSE
Microglia_3d_HI_vs_Control,Stag1,Stag1,20842,ENSMUSG00000037286,STAG1 cohesin complex component,135.12503089128276,-0.28335404464598585,0.24029807114520393,-1.1791773579188018,0.23832756006845937,0.37897939270220926,Not_significant,FALSE
Microglia_3d_HI_vs_Control,Fam117a,Fam117a,215512,ENSMUSG00000038893,"family with sequence similarity 117, member A",11.804363101953195,-1.047649961104768,0.888559010203601,-1.179043765325967,0.2383807491215442,0.37900439810008213,Not_significant,FALSE
Microglia_3d_HI_vs_Control,Chmp2b,Chmp2b,68942,ENSMUSG00000004843,charged multivesicular body protein 2B,227.0425597859566,0.1916353660743669,0.16254262666306626,1.1789852914805345,0.23840403275264824,0.37900439810008213,Not_significant,FALSE
Microglia_3d_HI_vs_Control,Pspc1,Pspc1,66645,ENSMUSG00000021938,paraspeckle protein 1,150.39737749431595,0.2548485859352404,0.21621047391069861,1.1787060142169639,0.23851525997715947,0.37913291898025425,Not_significant,FALSE
Microglia_3d_HI_vs_Control,Fcgr2b,Fcgr2b,14130,ENSMUSG00000026656,"Fc receptor, IgG, low affinity IIb",725.9174300927866,0.17377192963199065,0.14746193878747538,1.1784188588652267,0.23862966297744145,0.37926645454496427,Not_significant,FALSE
Microglia_3d_HI_vs_Control,Esf1,Esf1,66580,ENSMUSG00000045624,ESF1 nucleolar pre-rRNA processing protein homolog,86.66298867671709,-0.3658031433822006,0.3105406993002765,-1.1779555601131955,0.23881432332884006,0.37951160551417046,Not_significant,FALSE
Microglia_3d_HI_vs_Control,Snhg10,Snhg10,69434,NA,small nucleolar RNA host gene 10,7.48865025971809,-0.8924719092101445,0.7579011054420297,-1.1775572074006004,0.23897317826356648,0.3797084929457858,Not_significant,FALSE
Microglia_3d_HI_vs_Control,Tstd3,Tstd3,77032,ENSMUSG00000028251,thiosulfate sulfurtransferase (rhodanese)-like domain containing 3,63.271365223718746,0.3931720902554436,0.33390630094671714,1.1774922759489457,0.23899907866614853,0.3797084929457858,Not_significant,FALSE
Microglia_3d_HI_vs_Control,Usp46,Usp46,69727,ENSMUSG00000054814,ubiquitin specific peptidase 46,39.52388412630277,-0.5171143075077964,0.43930879330906925,-1.1771089388233307,0.23915202775527203,0.37990311932912596,Not_significant,FALSE
Microglia_3d_HI_vs_Control,Pstk,Pstk,214580,ENSMUSG00000063179,phosphoseryl-tRNA kinase,71.41303941746948,-0.4184746531068614,0.355584029064554,-1.1768657164039558,0.2392491077565863,0.38000895705023985,Not_significant,FALSE
Microglia_3d_HI_vs_Control,Kat2b,Kat2b,18519,ENSMUSG00000000708,K(lysine) acetyltransferase 2B,23.576536446329325,-0.47459879690659834,0.4033451054435561,-1.176656888856219,0.23933248153457162,0.3800930004567118,Not_significant,FALSE
Microglia_3d_HI_vs_Control,Zfp629,Zfp629,320683,ENSMUSG00000045639,zinc finger protein 629,37.05313139784338,0.5187854639599037,0.4409575652863789,1.176497479123597,0.23939613918640845,0.38014571452888835,Not_significant,FALSE
Microglia_3d_HI_vs_Control,Tmem203,Tmem203,227615,ENSMUSG00000078201,transmembrane protein 203,107.15373670725404,-0.2890478186973799,0.24582619309576725,-1.1758218888610241,0.2396660575686605,0.3805259023211281,Not_significant,FALSE
Microglia_3d_HI_vs_Control,Ybey,Ybey,216119,ENSMUSG00000033126,ybeY metallopeptidase,20.47530751577171,0.8282931412295822,0.7047051336873149,1.1753754891717656,0.239844525196241,0.38076081239169146,Not_significant,FALSE
Microglia_3d_HI_vs_Control,Ankrd10,Ankrd10,102334,ENSMUSG00000031508,ankyrin repeat domain 10,158.88343662109497,-0.28956309956077037,0.24643297194976704,-1.175017682373262,0.23998764160029948,0.3809395486437523,Not_significant,FALSE
Microglia_3d_HI_vs_Control,Pak7,Pak7,NA,NA,NA,1.4331886824725264,-3.179658798904756,2.706366222037234,-1.1748812015955654,0.240042247358242,0.3809777617064543,Not_significant,FALSE
Microglia_3d_HI_vs_Control,Rab10os,Rab10os,74173,ENSMUSG00000079179,"RAB10, member RAS oncogene family, opposite strand",69.22560944360166,-0.3367625760593301,0.2866743572233216,-1.174721657427453,0.24010609184604428,0.38103062623107475,Not_significant,FALSE
Microglia_3d_HI_vs_Control,Ncbp2,Ncbp2,68092,ENSMUSG00000022774,nuclear cap binding protein subunit 2,187.43351249964874,-0.22876918037148677,0.19479774904144695,-1.1743933464180418,0.24023750909196723,0.38119069664923283,Not_significant,FALSE
Microglia_3d_HI_vs_Control,Zfp384,Zfp384,269800,ENSMUSG00000038346,zinc finger protein 384,81.53654985930831,0.34470215742540006,0.2935538236574058,1.1742383496516378,0.24029956924016874,0.38124068976208847,Not_significant,FALSE
Microglia_3d_HI_vs_Control,Nudt16,Nudt16,75686,ENSMUSG00000032565,nudix hydrolase 16,104.67918294331074,-0.3176335000364448,0.2705446172347631,-1.1740521888144635,0.24037412230171026,0.38131048793296984,Not_significant,FALSE
Microglia_3d_HI_vs_Control,Papd7,Papd7,NA,NA,NA,25.625363617153784,-0.9792046268556741,0.8344698122576754,-1.17344523728955,0.24061730537804188,0.3816477356688962,Not_significant,FALSE
Microglia_3d_HI_vs_Control,Ulk1,Ulk1,22241,ENSMUSG00000029512,unc-51 like kinase 1,92.55441359821624,-0.33968643186647957,0.2895089580386834,-1.1733192443084668,0.24066780783086228,0.3816793220784824,Not_significant,FALSE
Microglia_3d_HI_vs_Control,Gpr85,Gpr85,64450,ENSMUSG00000048216,G protein-coupled receptor 85,4.8430399682828416,-1.8089518758850531,1.5424089350398404,-1.1728095155506395,0.24087220139445006,0.38193929124506476,Not_significant,FALSE
Microglia_3d_HI_vs_Control,Sfmbt1,Sfmbt1,54650,ENSMUSG00000006527,Scm-like with four mbt domains 1,214.00880610489625,-0.23606433760223566,0.2012899335209238,-1.1727577900844064,0.24089294935876418,0.38193929124506476,Not_significant,FALSE
Microglia_3d_HI_vs_Control,Dicer1,Dicer1,192119,ENSMUSG00000041415,"dicer 1, ribonuclease type III",69.30412345743736,-0.44842499111922873,0.38241604392133566,-1.1726102977297452,0.24095211796232244,0.38198456713681356,Not_significant,FALSE
Microglia_3d_HI_vs_Control,Tmem263,Tmem263,103266,ENSMUSG00000060935,transmembrane protein 263,50.152234534510185,-0.4106193678737251,0.35029017716909266,-1.1722263273043771,0.24110620102610972,0.38218028155536043,Not_significant,FALSE
Microglia_3d_HI_vs_Control,Dnajb5,Dnajb5,56323,ENSMUSG00000036052,DnaJ heat shock protein family (Hsp40) member B5,53.783083492858125,-0.40443090352564925,0.3451055554864771,-1.171904934869983,0.2412352255689278,0.38233623074419926,Not_significant,FALSE
Microglia_3d_HI_vs_Control,Trip12,Trip12,14897,ENSMUSG00000026219,thyroid hormone receptor interactor 12,231.87368457560558,0.21364989157897574,0.18233280188011222,1.1717578481542514,0.24129429045233444,0.38238127460810634,Not_significant,FALSE
Microglia_3d_HI_vs_Control,Rdh14,Rdh14,105014,ENSMUSG00000020621,retinol dehydrogenase 14 (all-trans and 9-cis),134.50686232618662,-0.2525985963119116,0.21560758487822054,-1.1715663734862776,0.24137119523860076,0.38241228388735493,Not_significant,FALSE
Microglia_3d_HI_vs_Control,Ift52,Ift52,245866,ENSMUSG00000017858,intraflagellar transport 52,253.4328970807212,-0.20258144829183147,0.17291649554599745,-1.1715565230035723,0.2413751520994396,0.38241228388735493,Not_significant,FALSE
Microglia_3d_HI_vs_Control,Nbas,Nbas,71169,ENSMUSG00000020576,neuroblastoma amplified sequence,39.188982376093556,0.5743147681533048,0.49024879435690366,1.171476145916232,0.24140744064493616,0.38241488439348903,Not_significant,FALSE
Microglia_3d_HI_vs_Control,Copz1,Copz1,56447,ENSMUSG00000060992,"coatomer protein complex, subunit zeta 1",881.5645862916665,-0.1564564876801364,0.1336387633226196,-1.1707418101620124,0.24170257387783342,0.382833805134248,Not_significant,FALSE
Microglia_3d_HI_vs_Control,Rbm15b,Rbm15b,109095,ENSMUSG00000074102,RNA binding motif protein 15B,15.385043103402918,-0.9176673008381768,0.7838864470622114,-1.1706635626592843,0.24173403690678213,0.38283504410747904,Not_significant,FALSE
Microglia_3d_HI_vs_Control,Unc13a,Unc13a,382018,ENSMUSG00000034799,unc-13 homolog A,21.661082360241657,0.6134142894314456,0.5240329145579462,1.170564429047168,0.24177390230126686,0.382849587933402,Not_significant,FALSE
Microglia_3d_HI_vs_Control,Scamp4,Scamp4,56214,ENSMUSG00000113949,secretory carrier membrane protein 4,325.48263068258194,0.24242101882827632,0.20727955081371954,1.1695365890007072,0.24218750853867138,0.38342588988484616,Not_significant,FALSE
Microglia_3d_HI_vs_Control,2210408I21Rik,2210408I21Rik,72371,ENSMUSG00000071252,RIKEN cDNA 2210408I21 gene,12.495354690100594,0.8366297464099687,0.7153694064067615,1.1695073047815776,0.2421992998936013,0.38342588988484616,Not_significant,FALSE
Microglia_3d_HI_vs_Control,Med11,Med11,66172,ENSMUSG00000018923,mediator complex subunit 11,160.88217657677166,0.23268506285158458,0.19901053021784182,1.1692098031037945,0.24231911248689236,0.38351014527509897,Not_significant,FALSE
Microglia_3d_HI_vs_Control,Yars2,Yars2,70120,ENSMUSG00000022792,tyrosyl-tRNA synthetase 2 (mitochondrial),72.4580009427488,0.4201394779532583,0.35934377630117664,1.1691853474627232,0.24232896334008833,0.38351014527509897,Not_significant,FALSE
Microglia_3d_HI_vs_Control,Gm3258,Gm3258,NA,NA,NA,74.28125029285195,-0.2643181901987445,0.226077958966366,-1.169146215788632,0.24234472635792237,0.38351014527509897,Not_significant,FALSE
Microglia_3d_HI_vs_Control,Ddx17,Ddx17,67040,ENSMUSG00000055065,DEAD box helicase 17,365.0224588835623,-0.21120420634282344,0.18067658662445824,-1.1689627875349327,0.24241862452589105,0.38357844240858086,Not_significant,FALSE
Microglia_3d_HI_vs_Control,Neurl1a,Neurl1a,18011,ENSMUSG00000006435,neuralized E3 ubiquitin protein ligase 1A,251.37702927462843,-0.27191412324749376,0.23269090055222688,-1.168563629270339,0.2425794891106292,0.3837633943255451,Not_significant,FALSE
Microglia_3d_HI_vs_Control,Zfp518a,Zfp518a,72672,ENSMUSG00000049164,zinc finger protein 518A,45.41673293804225,0.38306885942642055,0.32782392759554485,1.1685201328532508,0.24259702311587594,0.3837633943255451,Not_significant,FALSE
Microglia_3d_HI_vs_Control,Gne,Gne,50798,ENSMUSG00000028479,glucosamine (UDP-N-acetyl)-2-epimerase/N-acetylmannosamine kinase,82.96212042250826,0.3751007051213673,0.3211446192502815,1.168011801029229,0.2428020047525155,0.3840389675880198,Not_significant,FALSE
Microglia_3d_HI_vs_Control,Rdh13,Rdh13,108841,ENSMUSG00000008435,retinol dehydrogenase 13 (all-trans and 9-cis),57.472583109353586,0.647567065094879,0.5544765340808804,1.1678890364013488,0.24285152707290683,0.38406861277765925,Not_significant,FALSE
Microglia_3d_HI_vs_Control,Zxda,Zxda,668171,NA,"zinc finger, X-linked, duplicated A",7.013169789967239,-1.1079704876676881,0.9495915909826673,-1.1667863302381662,0.24329666875499392,0.3847238414300867,Not_significant,FALSE
Microglia_3d_HI_vs_Control,Slc25a30,Slc25a30,67554,ENSMUSG00000022003,"solute carrier family 25, member 30",23.149736527374007,-0.6580617427558786,0.5640404733007012,-1.1666924164235513,0.24333460647093177,0.3847350759686121,Not_significant,FALSE
Microglia_3d_HI_vs_Control,Mkrn2,Mkrn2,67027,ENSMUSG00000000439,"makorin, ring finger protein, 2",85.86018480654177,-0.33739861842457536,0.2894062533349496,-1.165830435716539,0.24368300906488913,0.38517886581765126,Not_significant,FALSE
Microglia_3d_HI_vs_Control,Fam222a,Fam222a,433940,ENSMUSG00000041930,"family with sequence similarity 222, member A",4.812538314631553,-1.7514697531465484,1.5023873633888674,-1.1657910575045287,0.24369893364712045,0.38517886581765126,Not_significant,FALSE
Microglia_3d_HI_vs_Control,Ube2b,Ube2b,22210,ENSMUSG00000020390,ubiquitin-conjugating enzyme E2B,411.61206366762775,-0.1589785141638322,0.1363722391276529,-1.1657688924137883,0.24370789755011674,0.38517886581765126,Not_significant,FALSE
Microglia_3d_HI_vs_Control,Lenep,Lenep,57275,ENSMUSG00000078173,lens epithelial protein,6.642354157132388,1.0607790803567474,0.9102669597289633,1.1653494274609284,0.2438775792875568,0.38537589919529036,Not_significant,FALSE
Microglia_3d_HI_vs_Control,Qtrt1,Qtrt1,60507,ENSMUSG00000002825,queuine tRNA-ribosyltransferase catalytic subunit 1,58.971824100122994,0.4305624544977189,0.3694838149699779,1.1653080244738296,0.24389433210011285,0.38537589919529036,Not_significant,FALSE
Microglia_3d_HI_vs_Control,Ghitm,Ghitm,66092,ENSMUSG00000041028,growth hormone inducible transmembrane protein,967.3963843133711,0.1384103571330053,0.11885741574559175,1.1645075426279303,0.2442183884559793,0.3858390796598771,Not_significant,FALSE
Microglia_3d_HI_vs_Control,Nek3,Nek3,23954,ENSMUSG00000031478,NIMA (never in mitosis gene a)-related expressed kinase 3,10.365086906258474,-0.9394588592850919,0.8069766334853754,-1.1641710804283374,0.24435468751590406,0.3860055438439614,Not_significant,FALSE
Microglia_3d_HI_vs_Control,Nudt8,Nudt8,66387,ENSMUSG00000110949,nudix hydrolase 8,41.543776791268826,-0.6009860539824458,0.5163263968128609,-1.1639653864148054,0.24443803937513672,0.38608833611682986,Not_significant,FALSE
Microglia_3d_HI_vs_Control,Ube2e2,Ube2e2,218793,ENSMUSG00000058317,ubiquitin-conjugating enzyme E2E 2,8.365298450702193,-1.3973317279234596,1.2008893626860566,-1.1635807355292214,0.24459396215955476,0.3862857182416054,Not_significant,FALSE
Microglia_3d_HI_vs_Control,Exosc2,Exosc2,227715,ENSMUSG00000039356,exosome component 2,77.71307361477706,-0.41658198176421773,0.3581068790681876,-1.1632895264346368,0.2447120536354797,0.38639926750471415,Not_significant,FALSE
Microglia_3d_HI_vs_Control,Sf3b2,Sf3b2,319322,ENSMUSG00000024853,"splicing factor 3b, subunit 2",1281.3160394833833,-0.135278995401434,0.11630331802243221,-1.1631568015569584,0.24476588966732202,0.38639926750471415,Not_significant,FALSE
Microglia_3d_HI_vs_Control,Arid2,Arid2,77044,ENSMUSG00000033237,AT-rich interaction domain 2,77.12478293097897,-0.33519394180138457,0.2881904271584113,-1.1630988062526328,0.24478941640506474,0.38639926750471415,Not_significant,FALSE
Microglia_3d_HI_vs_Control,Ogn,Ogn,18295,ENSMUSG00000021390,osteoglycin,3.3898268646250322,-2.187193923311093,1.8804897312619682,-1.1630980414039807,0.24478972668895377,0.38639926750471415,Not_significant,FALSE
Microglia_3d_HI_vs_Control,Nup188,Nup188,227699,ENSMUSG00000052533,nucleoporin 188,69.68803495235888,0.36090177697282283,0.31037070250476967,1.1628087769246733,0.24490709532951846,0.3865356356592121,Not_significant,FALSE
Microglia_3d_HI_vs_Control,Rbak,Rbak,57782,ENSMUSG00000061898,RB-associated KRAB zinc finger,15.746694856479337,0.9673188317286234,0.8321290574544068,1.1624625087456748,0.2450476450612665,0.3867085512930926,Not_significant,FALSE
Microglia_3d_HI_vs_Control,Slc31a1,Slc31a1,20529,ENSMUSG00000066150,"solute carrier family 31, member 1",328.33773299164324,0.18019198326396058,0.15504653258982445,1.1621800259194341,0.2451623463249016,0.38679494331988085,Not_significant,FALSE
Microglia_3d_HI_vs_Control,Grhl1,Grhl1,195733,ENSMUSG00000020656,grainyhead like transcription factor 1,4.796403538150072,1.7205938454697531,1.480516338969299,1.1621579581266834,0.24517130846876045,0.38679494331988085,Not_significant,FALSE
Microglia_3d_HI_vs_Control,Dock2,Dock2,94176,ENSMUSG00000020143,dedicator of cyto-kinesis 2,431.60343804167934,0.1438281570658434,0.12376737206849624,1.1620846000207952,0.24520110222120448,0.38679494331988085,Not_significant,FALSE
Microglia_3d_HI_vs_Control,Med14,Med14,26896,ENSMUSG00000064127,mediator complex subunit 14,52.237936996280624,-0.4698824338570815,0.40436608600787943,-1.1620223607177715,0.24522638216088935,0.38679494331988085,Not_significant,FALSE
Microglia_3d_HI_vs_Control,Pogz,Pogz,229584,ENSMUSG00000038902,pogo transposable element with ZNF domain,58.63298379906016,-0.39940494197614884,0.3437787892173307,-1.1618079838068553,0.24531347032150957,0.38688340276438277,Not_significant,FALSE
Microglia_3d_HI_vs_Control,Rbms2,Rbms2,56516,ENSMUSG00000040043,"RNA binding motif, single stranded interacting protein 2",79.77865961621272,-0.3492646287541552,0.30093725210168326,-1.160589545876968,0.24580885882742692,0.38761568816487213,Not_significant,FALSE
Microglia_3d_HI_vs_Control,2610015P09Rik,2610015P09Rik,NA,NA,NA,29.454431288016536,0.7986459213208346,0.6882154257555967,1.160459198431938,0.24586189656966206,0.38763315304474294,Not_significant,FALSE
Microglia_3d_HI_vs_Control,Fam84b,Fam84b,NA,NA,NA,17.31158651140328,-0.8479674176290686,0.7307483413805168,-1.160409637094904,0.24588206494222956,0.38763315304474294,Not_significant,FALSE
Microglia_3d_HI_vs_Control,Wwc2,Wwc2,52357,ENSMUSG00000031563,"WW, C2 and coiled-coil domain containing 2",69.86086489567043,-0.3885149976065341,0.3349150583187659,-1.1600403981738938,0.24603235866338533,0.3878210929006723,Not_significant,FALSE
Microglia_3d_HI_vs_Control,Rnd3,Rnd3,74194,ENSMUSG00000017144,Rho family GTPase 3,4.335951937157504,2.0456687920414067,1.76374604962401,1.1598431602313135,0.24611266809048787,0.387898682889113,Not_significant,FALSE
Microglia_3d_HI_vs_Control,Mllt10,Mllt10,17354,ENSMUSG00000026743,"myeloid/lymphoid or mixed-lineage leukemia; translocated to, 10",59.66886445608026,-0.39701597014642565,0.3424006536074784,-1.1595070452218155,0.24624956646635834,0.38806543197363214,Not_significant,FALSE
Microglia_3d_HI_vs_Control,Kdm5a,Kdm5a,214899,ENSMUSG00000030180,lysine demethylase 5A,224.70888419252177,0.25601375924003983,0.22093920667323594,1.1587520526344532,0.24655726666597136,0.3885012720618753,Not_significant,FALSE
Microglia_3d_HI_vs_Control,Hmgb3,Hmgb3,15354,ENSMUSG00000015217,high mobility group box 3,6.613468046606887,-0.8321959353873981,0.718293370674221,-1.1585738771419583,0.2466299220642255,0.38856668781785425,Not_significant,FALSE
Microglia_3d_HI_vs_Control,Scrn2,Scrn2,217140,ENSMUSG00000020877,secernin 2,28.492575020029165,-0.7996381115361574,0.6903289509232001,-1.158343584557441,0.2467238516993685,0.388665600492958,Not_significant,FALSE
Microglia_3d_HI_vs_Control,Fam184a,Fam184a,75906,ENSMUSG00000019856,"family with sequence similarity 184, member A",1.6741809637903924,-3.3194817514075114,2.8673094917650612,-1.1576991465138635,0.24698683238702213,0.38902628611200446,Not_significant,FALSE
Microglia_3d_HI_vs_Control,Daam1,Daam1,208846,ENSMUSG00000034574,dishevelled associated activator of morphogenesis 1,34.024516580541004,0.5335087835234239,0.4608630598467846,1.1576297386490264,0.24701516788471,0.38902628611200446,Not_significant,FALSE
Microglia_3d_HI_vs_Control,Atg14,Atg14,100504663,ENSMUSG00000037526,autophagy related 14,97.22762200466696,0.432993153257869,0.37419858381017884,1.1571213040119765,0.24722280382702466,0.3893041577679977,Not_significant,FALSE
Microglia_3d_HI_vs_Control,Rundc1,Rundc1,217201,ENSMUSG00000035007,RUN domain containing 1,61.24825949959708,0.36148763919336924,0.312476026386123,1.1568491937576137,0.24733397916166436,0.3894300810068452,Not_significant,FALSE
Microglia_3d_HI_vs_Control,Jade1,Jade1,269424,ENSMUSG00000025764,jade family PHD finger 1,36.085940370250285,-0.5243399269381702,0.4534758337387905,-1.1562687312687066,0.247571254092772,0.38975449262801026,Not_significant,FALSE
Microglia_3d_HI_vs_Control,Ssu72,Ssu72,68991,ENSMUSG00000029038,Ssu72 RNA polymerase II CTD phosphatase homolog (yeast),583.2071571322153,0.17802892042090834,0.1540006374973641,1.1560271653028418,0.24767004565468662,0.3898220350278959,Not_significant,FALSE
Microglia_3d_HI_vs_Control,Tmem256,Tmem256,69186,ENSMUSG00000070394,transmembrane protein 256,680.5394316312548,0.24097334261902179,0.2084524565920261,1.156011047116821,0.24767663837964088,0.3898220350278959,Not_significant,FALSE
Microglia_3d_HI_vs_Control,Gpatch2l,Gpatch2l,70373,ENSMUSG00000021254,G patch domain containing 2 like,118.8060186664639,-0.2916281313756769,0.25231377804116867,-1.1558153250279242,0.24775670321434656,0.3898988703126014,Not_significant,FALSE
Microglia_3d_HI_vs_Control,Gm5523,Gm5523,433273,ENSMUSG00000097711,glyceraldehyde-3-phosphate dehydrogenase pseudogene,4.249089382181227,0.9301798787708627,0.805043253869788,1.1554408714060411,0.24790993296813998,0.39009081255692946,Not_significant,FALSE
Microglia_3d_HI_vs_Control,Dopey2,Dopey2,NA,NA,NA,123.90617763553708,-0.3058256309609036,0.2647019347246882,-1.1553585026833575,0.24794364787955825,0.3900946713202784,Not_significant,FALSE
Microglia_3d_HI_vs_Control,Stk38l,Stk38l,232533,ENSMUSG00000001630,serine/threonine kinase 38 like,17.84722846074451,0.5706738480767815,0.49410954619431185,1.1549541037451645,0.24810922175437106,0.39030595928530537,Not_significant,FALSE
Microglia_3d_HI_vs_Control,Ufsp2,Ufsp2,192169,ENSMUSG00000031634,UFM1-specific peptidase 2,354.3392407334584,0.15497472422834088,0.1342438262800267,1.154427198052821,0.24832506986789146,0.39059627150025833,Not_significant,FALSE
Microglia_3d_HI_vs_Control,Wtap,Wtap,60532,ENSMUSG00000060475,WT1 associating protein,297.44097320718464,-0.15376328503530334,0.13324597079315798,-1.1539807479356734,0.24850806195623965,0.39083483704183997,Not_significant,FALSE
Microglia_3d_HI_vs_Control,Pdpr,Pdpr,319518,ENSMUSG00000033624,pyruvate dehydrogenase phosphatase regulatory subunit,11.829562536806462,0.8250630964552097,0.7150809310282584,1.1538038012967304,0.24858061537995282,0.3908996746957847,Not_significant,FALSE
Microglia_3d_HI_vs_Control,Diexf,Diexf,NA,NA,NA,30.48155955913811,-0.6943419969267676,0.6018295673426162,-1.1537186515987257,0.24861553458703797,0.39090532265335937,Not_significant,FALSE
