comparison,input_id,SYMBOL,ENTREZID,ENSEMBL,GENENAME,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,direction,significant
Microglia_1d_HI_vs_Control,Prps1,Prps1,19139,ENSMUSG00000031432,phosphoribosyl pyrophosphate synthetase 1,204.37593725963401,0.9106550162343537,0.33858998023096754,2.689550989114193,0.007154821572544858,0.024891731182752036,Up,TRUE
Microglia_1d_HI_vs_Control,Cenpo,Cenpo,52504,ENSMUSG00000020652,centromere protein O,74.59829313582438,-1.3105030988881206,0.48726232707202655,-2.6895227192362103,0.007155427618936567,0.024891731182752036,Down,TRUE
Microglia_1d_HI_vs_Control,Gde1,Gde1,56209,ENSMUSG00000033917,glycerophosphodiester phosphodiesterase 1,519.5605135850207,0.5085542159612721,0.18920535843506936,2.6878425651765854,0.00719152942794503,0.02500997851525954,Up,TRUE
Microglia_1d_HI_vs_Control,Gpr160,Gpr160,71862,ENSMUSG00000037661,G protein-coupled receptor 160,155.58622067314855,-0.9258933390837929,0.34461602869517716,-2.6867390428399727,0.007215329901969672,0.02508538867648711,Down,TRUE
Microglia_1d_HI_vs_Control,Exosc10,Exosc10,50912,ENSMUSG00000017264,exosome component 10,380.8114107955482,0.6051866670276838,0.22536642034285526,2.68534534163075,0.00724548988706244,0.025182858106001182,Up,TRUE
Microglia_1d_HI_vs_Control,Rab3d,Rab3d,19340,ENSMUSG00000019066,"RAB3D, member RAS oncogene family",61.401909727147405,1.5308801985444578,0.570297988158552,2.6843513923090474,0.007267068220879542,0.02525045222921851,Up,TRUE
Microglia_1d_HI_vs_Control,Cnpy3,Cnpy3,72029,ENSMUSG00000023973,canopy FGF signaling regulator 3,625.8488449752991,-0.5386988061348361,0.20073427510385625,-2.683641375425912,0.007282517760921875,0.02529671761501936,Down,TRUE
Microglia_1d_HI_vs_Control,Hdac2,Hdac2,15182,ENSMUSG00000019777,histone deacetylase 2,264.2403216995939,-0.6554219859068471,0.24424393306531703,-2.683472943139884,0.00728618706840221,0.025302047798037793,Down,TRUE
Microglia_1d_HI_vs_Control,Bsn,Bsn,12217,ENSMUSG00000032589,bassoon,38.81469508409974,-1.8461083546754338,0.6880610307914112,-2.6830590195640505,0.007295211467189417,0.025324211178537007,Down,TRUE
Microglia_1d_HI_vs_Control,Spin1,Spin1,20729,ENSMUSG00000021395,spindlin 1,79.90201364473303,-1.0053750890215492,0.37472351727041786,-2.6829783632075164,0.007296971111368493,0.025324211178537007,Down,TRUE
Microglia_1d_HI_vs_Control,Galnt6,Galnt6,207839,ENSMUSG00000037280,polypeptide N-acetylgalactosaminyltransferase 6,123.01288008970869,3.173529403148679,1.182878817251548,2.6828863251795,0.007298979529689708,0.025324211178537007,Up,TRUE
Microglia_1d_HI_vs_Control,Hsd17b4,Hsd17b4,15488,ENSMUSG00000024507,hydroxysteroid (17-beta) dehydrogenase 4,544.2310561634421,-0.6178569610042325,0.23039382223851207,-2.6817427437989396,0.0073239757226788525,0.02540350022393613,Down,TRUE
Microglia_1d_HI_vs_Control,Terf2,Terf2,21750,ENSMUSG00000031921,telomeric repeat binding factor 2,106.71564705478771,-1.85130492823146,0.6905762035307899,-2.6808119346801647,0.007344377846695963,0.025466812825933455,Down,TRUE
Microglia_1d_HI_vs_Control,Kantr,Kantr,72997,ENSMUSG00000087403,Kdm5c adjacent non-coding transcript,30.312635044102734,-1.5458149653735318,0.5768255956500584,-2.6798654169142107,0.007365176555547794,0.02553146315775152,Down,TRUE
Microglia_1d_HI_vs_Control,Sez6l,Sez6l,56747,ENSMUSG00000058153,seizure related 6 homolog like,9.025249937575971,-4.4394182744736135,1.6572752974410914,-2.678745215914506,0.007389860028127376,0.02560953831969756,Down,TRUE
Microglia_1d_HI_vs_Control,Gstm1,Gstm1,14862,ENSMUSG00000058135,"glutathione S-transferase, mu 1",31.929218983655606,-1.3023522603677964,0.486233285777826,-2.6784514727008606,0.007396344887206165,0.025624519030449423,Down,TRUE
Microglia_1d_HI_vs_Control,Bard1,Bard1,12021,ENSMUSG00000026196,BRCA1 associated RING domain 1,8.976590568576526,-3.448990498560693,1.2879121390674295,-2.677970331934358,0.007406977880791528,0.02565385793195242,Down,TRUE
Microglia_1d_HI_vs_Control,Fbxo8,Fbxo8,50753,ENSMUSG00000038206,F-box protein 8,115.54658646466483,-1.0097199601637494,0.377114765890519,-2.6774872041390267,0.007417668581116411,0.02567191572516758,Down,TRUE
Microglia_1d_HI_vs_Control,Snrpc,Snrpc,20630,ENSMUSG00000024217,U1 small nuclear ribonucleoprotein C,105.24646478078115,0.6980989833102021,0.26073249467343856,2.6774529357553036,0.007418427400748789,0.02567191572516758,Up,TRUE
Microglia_1d_HI_vs_Control,Mfsd2a,Mfsd2a,76574,ENSMUSG00000028655,"MFSD2 lysolipid transporter A, lysophospholipid",6.464182269640084,-5.121607588710052,1.912890319524203,-2.6774183216024428,0.007419193947580402,0.02567191572516758,Down,TRUE
Microglia_1d_HI_vs_Control,Rap2c,Rap2c,72065,ENSMUSG00000050029,"RAP2C, member of RAS oncogene family",256.98992619592644,-0.9059721988612154,0.33838477218993357,-2.6773432888188538,0.0074208558280816845,0.02567191572516758,Down,TRUE
Microglia_1d_HI_vs_Control,Trappc12,Trappc12,217449,ENSMUSG00000020628,trafficking protein particle complex 12,170.84721645522566,-0.7107899123004856,0.26553422167081836,-2.676829780462907,0.007432238348247821,0.025703790167328034,Down,TRUE
Microglia_1d_HI_vs_Control,Xpnpep1,Xpnpep1,170750,ENSMUSG00000025027,"X-prolyl aminopeptidase (aminopeptidase P) 1, soluble",515.6718538422464,0.589589665491206,0.220280330194954,2.67654249913918,0.007438613107211766,0.02571833213146845,Up,TRUE
Microglia_1d_HI_vs_Control,Mlph,Mlph,171531,ENSMUSG00000026303,melanophilin,25.921296732479036,-3.062834895757955,1.1444168762291955,-2.6763279704943397,0.0074433766855994095,0.02572729672724532,Down,TRUE
Microglia_1d_HI_vs_Control,Hcst,Hcst,23900,ENSMUSG00000064109,hematopoietic cell signal transducer,78.06834404849488,-1.2837289322968228,0.47976974453742055,-2.675718814938102,0.007456917816778291,0.02576658599546831,Down,TRUE
Microglia_1d_HI_vs_Control,Mrps18a,Mrps18a,68565,ENSMUSG00000023967,mitochondrial ribosomal protein S18A,353.63736070544155,0.8058426279893808,0.30118308640998676,2.6755905771296336,0.007459771273214907,0.025768933002081922,Up,TRUE
Microglia_1d_HI_vs_Control,Sez6,Sez6,20370,ENSMUSG00000000632,seizure related gene 6,6.389166461206045,-4.061865248541778,1.5185265314283523,-2.6748727562376655,0.007475761802513878,0.02581664594504501,Down,TRUE
Microglia_1d_HI_vs_Control,Tceal8,Tceal8,66684,ENSMUSG00000051579,transcription elongation factor A (SII)-like 8,262.90669313392243,0.6825651150269436,0.25519353310969195,2.6746959717570546,0.007479704654537961,0.025822738003374285,Up,TRUE
Microglia_1d_HI_vs_Control,Ttc1,Ttc1,66827,ENSMUSG00000041278,tetratricopeptide repeat domain 1,344.3111892705522,0.588438917933422,0.22006034595860352,2.673988879596307,0.007495493695394542,0.025863372910949454,Up,TRUE
Microglia_1d_HI_vs_Control,Ppat,Ppat,231327,ENSMUSG00000029246,phosphoribosyl pyrophosphate amidotransferase,119.4738082875756,0.9025404338625581,0.3375278251724946,2.6739734224913523,0.007495839178966535,0.025863372910949454,Up,TRUE
Microglia_1d_HI_vs_Control,Eif2b5,Eif2b5,224045,ENSMUSG00000003235,"eukaryotic translation initiation factor 2B, subunit 5 epsilon",262.3100432143961,0.8017301296520652,0.2999669898310019,2.672727856167611,0.0075237259608314806,0.025952037278164933,Up,TRUE
Microglia_1d_HI_vs_Control,Fnip2,Fnip2,329679,ENSMUSG00000061175,folliculin interacting protein 2,54.456780028207305,1.153278357699377,0.43160068036614085,2.6720957824279,0.0075379129082744556,0.025993408143400887,Up,TRUE
Microglia_1d_HI_vs_Control,Adk,Adk,11534,ENSMUSG00000039197,adenosine kinase,149.67014531572235,0.7712262848365332,0.28866917801914477,2.671661346489111,0.0075476777627468935,0.026013729966891355,Up,TRUE
Microglia_1d_HI_vs_Control,Atxn1l,Atxn1l,52335,ENSMUSG00000069895,ataxin 1-like,43.52975448272784,-1.2553002689772763,0.469861606662938,-2.6716383104648598,0.007548195861975985,0.026013729966891355,Down,TRUE
Microglia_1d_HI_vs_Control,Cd68,Cd68,12514,ENSMUSG00000018774,CD68 antigen,6071.773457474584,0.49628817005493725,0.1858507722363517,2.6703583960565602,0.007577032347697168,0.026105519588635707,Up,TRUE
Microglia_1d_HI_vs_Control,Rbl2,Rbl2,19651,ENSMUSG00000031666,RB transcriptional corepressor like 2,102.13750842356762,-1.5369332036931176,0.5759588456155177,-2.6684774709044055,0.007619588844750392,0.02624451234756805,Down,TRUE
Microglia_1d_HI_vs_Control,Zfp275,Zfp275,27081,ENSMUSG00000031365,zinc finger protein 275,52.06902804745537,-1.0976060932236364,0.4113472567798514,-2.6683199538414897,0.007623162420117297,0.026249192621507902,Down,TRUE
Microglia_1d_HI_vs_Control,Bcas3,Bcas3,192197,ENSMUSG00000059439,BCAS3 microtubule associated cell migration factor,95.12380822255761,-1.2311340710044312,0.46144745856199065,-2.6679832084047357,0.007630807172968518,0.02626788458147629,Down,TRUE
Microglia_1d_HI_vs_Control,Asb3,Asb3,65257,ENSMUSG00000020305,ankyrin repeat and SOCS box-containing 3,99.94210649763257,-0.8120337329070825,0.3044172694381927,-2.6675021900226117,0.007641739111416132,0.026297878033828107,Down,TRUE
Microglia_1d_HI_vs_Control,Pim3,Pim3,223775,ENSMUSG00000035828,proviral integration site 3,349.0313223859309,0.7715557371102075,0.2894138216382305,2.665925672598519,0.007677666546634032,0.026413847289029475,Up,TRUE
Microglia_1d_HI_vs_Control,Wdtc1,Wdtc1,230796,ENSMUSG00000037622,WD and tetratricopeptide repeats 1,65.20860821108481,-1.3185445217033553,0.4946130752388971,-2.6658100800641007,0.007680306745537982,0.026415262782390064,Down,TRUE
Microglia_1d_HI_vs_Control,Eda2r,Eda2r,245527,ENSMUSG00000034457,ectodysplasin A2 receptor,3.777372416253865,5.016565126491135,1.8822344608438755,2.6652179794020046,0.007693843423303448,0.026454143386420794,Up,TRUE
Microglia_1d_HI_vs_Control,Hint1,Hint1,15254,ENSMUSG00000020267,histidine triad nucleotide binding protein 1,1332.866448918617,0.48918710008525007,0.18360727085851053,2.6643122453588575,0.007714591800083588,0.026517790607479896,Up,TRUE
Microglia_1d_HI_vs_Control,Mid1ip1,Mid1ip1,68041,ENSMUSG00000008035,Mid1 interacting protein 1 (gastrulation specific G12-like (zebrafish)),796.8800047340222,-0.5781652152438754,0.21701836827308607,-2.6641303215234693,0.007718765317747939,0.026524443765134405,Down,TRUE
Microglia_1d_HI_vs_Control,Gsk3a,Gsk3a,606496,ENSMUSG00000057177,glycogen synthase kinase 3 alpha,37.38030698443466,-1.9332010794724783,0.725705432861335,-2.6638922515023626,0.007724229942367375,0.026535528486069025,Down,TRUE
Microglia_1d_HI_vs_Control,Troap,Troap,78733,ENSMUSG00000032783,trophinin associated protein,81.36409159512834,-1.4603765752565563,0.5483593329410918,-2.6631744688722914,0.007740726810905852,0.02658449555573925,Down,TRUE
Microglia_1d_HI_vs_Control,Creb3,Creb3,12913,ENSMUSG00000028466,cAMP responsive element binding protein 3,357.4819600174703,0.7241167727322735,0.2720257739592127,2.6619417792405473,0.007769131518858366,0.02667431829707687,Up,TRUE
Microglia_1d_HI_vs_Control,Lefty1,Lefty1,13590,ENSMUSG00000038793,left right determination factor 1,42.73283985240005,-1.9558843266313501,0.734790510099672,-2.6618257853739027,0.007771809152222951,0.026675783976874142,Down,TRUE
Microglia_1d_HI_vs_Control,Ilf2,Ilf2,67781,ENSMUSG00000001016,interleukin enhancer binding factor 2,300.6259750435823,0.5438345288988565,0.2044245782555866,2.6603187030617947,0.0078066742859203234,0.026777495225381153,Up,TRUE
Microglia_1d_HI_vs_Control,Prkra,Prkra,23992,ENSMUSG00000002731,"protein kinase, interferon inducible double stranded RNA dependent activator",182.98551731779,-0.9464327886238048,0.35576570621979187,-2.660269868841993,0.007807806366427407,0.026777495225381153,Down,TRUE
Microglia_1d_HI_vs_Control,Arhgap12,Arhgap12,75415,ENSMUSG00000041225,Rho GTPase activating protein 12,215.71450853350697,-0.7994344095783971,0.30051077918103003,-2.6602520274216572,0.007808220004971082,0.026777495225381153,Down,TRUE
Microglia_1d_HI_vs_Control,Tmsb10,Tmsb10,19240,ENSMUSG00000079523,thymosin beta 10,143.20026076771566,-1.0125745548874572,0.38064776484772844,-2.6601352967159024,0.007810926794109432,0.02677902932131472,Down,TRUE
Microglia_1d_HI_vs_Control,9930021J03Rik,9930021J03Rik,NA,NA,NA,46.45100733740335,-1.8933407238537454,0.7117893739807791,-2.6599732913473817,0.00781468481967561,0.02678416555315076,Down,TRUE
Microglia_1d_HI_vs_Control,AI662270,AI662270,NA,NA,NA,70.8832199434358,1.1021735503050114,0.4146851357645571,2.657856419842318,0.007863938803225536,0.026939220828276583,Up,TRUE
Microglia_1d_HI_vs_Control,Rpl7l1,Rpl7l1,66229,ENSMUSG00000063888,ribosomal protein L7-like 1,550.3891137437247,0.6779488928567587,0.25507574444862474,2.6578336341709887,0.007864470474674062,0.026939220828276583,Up,TRUE
Microglia_1d_HI_vs_Control,Cdca5,Cdca5,67849,ENSMUSG00000024791,cell division cycle associated 5,88.66831660479535,-1.6290692593308518,0.6130154066440195,-2.6574687058018083,0.007872989951178702,0.02696061164442935,Down,TRUE
Microglia_1d_HI_vs_Control,Mxd1,Mxd1,17119,ENSMUSG00000001156,MAX dimerization protein 1,159.3325166090378,1.1694930666785979,0.44014404795215517,2.6570689121433375,0.007882332867900497,0.026984809113332377,Up,TRUE
Microglia_1d_HI_vs_Control,Adam22,Adam22,11496,ENSMUSG00000040537,a disintegrin and metallopeptidase domain 22,7.843956286395781,-4.0488262698810376,1.5238790443873917,-2.656921023222476,0.007885791450946736,0.026988853675027638,Down,TRUE
Microglia_1d_HI_vs_Control,Rassf2,Rassf2,215653,ENSMUSG00000027339,Ras association (RalGDS/AF-6) domain family member 2,540.1067790250644,-0.5250392461929757,0.19763920465370524,-2.656554134150289,0.00789437751943989,0.027010439480485444,Down,TRUE
Microglia_1d_HI_vs_Control,Stmn2,Stmn2,20257,ENSMUSG00000027500,stathmin-like 2,38.727361634223364,-2.338722420490664,0.8804115277855225,-2.6563968629229504,0.007898060599938132,0.027015242202154906,Down,TRUE
Microglia_1d_HI_vs_Control,Zpbp,Zpbp,53604,ENSMUSG00000020193,zona pellucida binding protein,8.895282463839244,-3.9793234019671684,1.4981521319066098,-2.6561544166432007,0.007903741380714792,0.027026873296085316,Down,TRUE
Microglia_1d_HI_vs_Control,Zfp961,Zfp961,234413,ENSMUSG00000052446,zinc finger protein 961,29.89458206636459,-1.4259802385155957,0.5368947044624657,-2.655977469443054,0.007907889756548119,0.027033259127374764,Down,TRUE
Microglia_1d_HI_vs_Control,Zbtb21,Zbtb21,114565,ENSMUSG00000046962,zinc finger and BTB domain containing 21,100.65492282361963,1.0591279581005166,0.3988121226139572,2.6557065295774196,0.007914245489298194,0.027047184988224393,Up,TRUE
Microglia_1d_HI_vs_Control,Trappc4,Trappc4,60409,ENSMUSG00000032112,trafficking protein particle complex 4,356.72154806781936,0.669390829282018,0.25215665639441254,2.6546625373830537,0.00793877835707612,0.027123205848390362,Up,TRUE
Microglia_1d_HI_vs_Control,Rtkn2,Rtkn2,170799,ENSMUSG00000037846,rhotekin 2,26.917487312243384,-2.373991080666432,0.8944102553358918,-2.654252974519942,0.007948421297679304,0.027148325423658533,Down,TRUE
Microglia_1d_HI_vs_Control,Cnbp,Cnbp,12785,ENSMUSG00000030057,cellular nucleic acid binding protein,3425.614273843661,0.6328220760400798,0.23845337837245803,2.653860810693267,0.007957664416553201,0.02717206530250318,Up,TRUE
Microglia_1d_HI_vs_Control,Mmp8,Mmp8,17394,ENSMUSG00000005800,matrix metallopeptidase 8,7.148360256563159,3.9202646579853346,1.4776985981347521,2.652952816585026,0.007979102370185403,0.027237419726796483,Up,TRUE
Microglia_1d_HI_vs_Control,Cnot4,Cnot4,53621,ENSMUSG00000038784,"CCR4-NOT transcription complex, subunit 4",206.3505928506769,-0.7950288522547554,0.2997438803656913,-2.6523605795881813,0.007993113077477866,0.027277390208542373,Down,TRUE
Microglia_1d_HI_vs_Control,Ccdc15,Ccdc15,245902,ENSMUSG00000034303,coiled-coil domain containing 15,9.969372896080543,-2.5155515810394466,0.9487449181308854,-2.6514519687708202,0.008014651151853614,0.027343018264757924,Down,TRUE
Microglia_1d_HI_vs_Control,Nek7,Nek7,59125,ENSMUSG00000026393,NIMA (never in mitosis gene a)-related expressed kinase 7,670.0032844475222,-0.5692763033423421,0.2147894154579388,-2.6503927213015803,0.008039825569087559,0.02742101083304338,Down,TRUE
Microglia_1d_HI_vs_Control,Smpd3,Smpd3,58994,ENSMUSG00000031906,"sphingomyelin phosphodiesterase 3, neutral",18.662552301113994,-1.9057411055078932,0.7190772205056732,-2.6502593200876645,0.008043001039799538,0.027423949460214075,Down,TRUE
Microglia_1d_HI_vs_Control,Mb21d1,Mb21d1,NA,NA,NA,141.05024415713598,-1.0680413539985165,0.4031006347429905,-2.6495650513660935,0.008059545487591756,0.027472457037370578,Down,TRUE
Microglia_1d_HI_vs_Control,Zfp212,Zfp212,232784,ENSMUSG00000052763,Zinc finger protein 212,64.56104360381342,-1.4689025623117808,0.554458798107125,-2.6492546737944984,0.008066951646143291,0.027489796121360058,Down,TRUE
Microglia_1d_HI_vs_Control,Pank2,Pank2,74450,ENSMUSG00000037514,pantothenate kinase 2,68.0622526713134,-1.530511203965097,0.5779930924126438,-2.6479749049880104,0.008097553592924009,0.027586146933985443,Down,TRUE
Microglia_1d_HI_vs_Control,Foxk1,Foxk1,17425,ENSMUSG00000056493,forkhead box K1,47.862620879695385,-1.8280932104416499,0.6906848547697326,-2.6467834031935125,0.008126138264425122,0.027675572043093837,Down,TRUE
Microglia_1d_HI_vs_Control,Srrt,Srrt,83701,ENSMUSG00000037364,serrate RNA effector molecule homolog (Arabidopsis),458.62409958133077,0.4834978714381965,0.18275924576989042,2.645545342460878,0.00815593555877556,0.02776172595415408,Up,TRUE
Microglia_1d_HI_vs_Control,Mobp,Mobp,17433,ENSMUSG00000032517,myelin-associated oligodendrocytic basic protein,4.3411311251229625,-5.700311326701407,2.1546891246364983,-2.6455377072843698,0.008156119623047967,0.02776172595415408,Down,TRUE
Microglia_1d_HI_vs_Control,Usp25,Usp25,30940,ENSMUSG00000022867,ubiquitin specific peptidase 25,118.67723648313626,-0.9182914808376201,0.3472255036947337,-2.644654471132812,0.008177437260700138,0.027826295266671845,Down,TRUE
Microglia_1d_HI_vs_Control,H2-K2,H2-K2,630499,ENSMUSG00000121503,"histocompatibility 2, K region locus 2",164.45242995722404,-1.459884895389535,0.5521095613028744,-2.644194192081155,0.008188566230685935,0.027856167326661796,Down,TRUE
Microglia_1d_HI_vs_Control,Eif5,Eif5,217869,ENSMUSG00000021282,eukaryotic translation initiation factor 5,1402.2859118889153,0.47791777325172385,0.18081534609341524,2.643126170302025,0.008214441890904266,0.02793617368464774,Up,TRUE
Microglia_1d_HI_vs_Control,Rgcc,Rgcc,66214,ENSMUSG00000022018,regulator of cell cycle,15.601313291319029,2.72083688041662,1.0294972492944172,2.6428792134038144,0.008220435482722744,0.02794853738991106,Up,TRUE
Microglia_1d_HI_vs_Control,Gabbr1,Gabbr1,54393,ENSMUSG00000024462,gamma-aminobutyric acid type B receptor subunit 1,24.664895849339207,-2.4099810096744334,0.9120141702555588,-2.64248197919899,0.008230084483494216,0.02797331841077529,Down,TRUE
Microglia_1d_HI_vs_Control,Epsti1,Epsti1,108670,ENSMUSG00000022014,epithelial stromal interaction 1,147.96422523322016,-0.9029366234717524,0.34184799990763204,-2.641339495084738,0.008257892463201882,0.0280597882665908,Down,TRUE
Microglia_1d_HI_vs_Control,Smek2,Smek2,NA,NA,NA,314.03773200270325,-0.683286316127841,0.2587944668938002,-2.6402663253547716,0.008284089880813465,0.02814073753723164,Down,TRUE
Microglia_1d_HI_vs_Control,Top2b,Top2b,21974,ENSMUSG00000017485,topoisomerase (DNA) II beta,261.03419218675407,-0.745895294413569,0.28251897317055796,-2.6401600078139484,0.008286689269123161,0.028141501781560947,Down,TRUE
Microglia_1d_HI_vs_Control,Ptges3,Ptges3,56351,ENSMUSG00000071072,prostaglandin E synthase 3,295.54925635242154,0.49726733617860164,0.1883710004107538,2.6398295655609494,0.00829477300684976,0.028160885040728546,Up,TRUE
Microglia_1d_HI_vs_Control,Slc35e1,Slc35e1,270066,ENSMUSG00000019731,"solute carrier family 35, member E1",111.27361784118757,-1.2212786689618946,0.46276176165008404,-2.6391088680429067,0.008312428190321379,0.028212743101858243,Down,TRUE
Microglia_1d_HI_vs_Control,Ptbp1,Ptbp1,19205,ENSMUSG00000006498,polypyrimidine tract binding protein 1,1137.066720484174,0.3444628219830909,0.13055298413718064,2.6384906040994136,0.008327600805623267,0.02825614793823274,Up,TRUE
Microglia_1d_HI_vs_Control,Pank3,Pank3,211347,ENSMUSG00000018846,pantothenate kinase 3,154.79024614319397,-0.9238620024883408,0.3501962760237629,-2.638126290142649,0.008336552912982553,0.028278427339630572,Down,TRUE
Microglia_1d_HI_vs_Control,Nudcd1,Nudcd1,67429,ENSMUSG00000038736,NudC domain containing 1,70.79538044657446,1.0086186715188712,0.38238905116815425,2.637676650096696,0.008347613565356203,0.028307844342375314,Up,TRUE
Microglia_1d_HI_vs_Control,Fosb,Fosb,14282,ENSMUSG00000003545,FBJ osteosarcoma oncogene B,601.9146729485889,-1.137910089801307,0.43155149230125583,-2.636788680148878,0.008369495221741954,0.028372898610266494,Down,TRUE
Microglia_1d_HI_vs_Control,Reep5,Reep5,13476,ENSMUSG00000005873,receptor accessory protein 5,1522.3160469636175,-0.5046243629045367,0.191384534081112,-2.6367039809531754,0.008371585086070025,0.028372898610266494,Down,TRUE
Microglia_1d_HI_vs_Control,Znf512b,Znf512b,NA,NA,NA,44.39504314563933,-1.9680679245257677,0.7465388270130486,-2.636256619632415,0.008382631005771744,0.028402213459235767,Down,TRUE
Microglia_1d_HI_vs_Control,Csnk2b,Csnk2b,13001,ENSMUSG00000024387,"casein kinase 2, beta polypeptide",945.0667859999035,0.43171597430196457,0.1637760805130332,2.6360135921533967,0.008388637126274344,0.028414440474593752,Up,TRUE
Microglia_1d_HI_vs_Control,Arid4b,Arid4b,94246,ENSMUSG00000039219,AT-rich interaction domain 4B,121.90550244240733,-1.0296587371571073,0.39071604090093803,-2.635312168865282,0.008405993519061792,0.028465095767977244,Down,TRUE
Microglia_1d_HI_vs_Control,Traf3,Traf3,22031,ENSMUSG00000021277,TNF receptor-associated factor 3,86.33713634440592,-1.1802582233040606,0.44789571533652933,-2.6351183610168407,0.008410794864156107,0.028473219288768403,Down,TRUE
Microglia_1d_HI_vs_Control,Blvra,Blvra,109778,ENSMUSG00000001999,biliverdin reductase A,340.84313253844635,0.6053273615169418,0.2297259796510874,2.634997410551151,0.008413792502343012,0.028475233791481838,Up,TRUE
Microglia_1d_HI_vs_Control,Cd47,Cd47,16423,ENSMUSG00000055447,"CD47 antigen (Rh-related antigen, integrin-associated signal transducer)",408.5279108203188,-0.6150543643177933,0.23345966722249845,-2.634520864503831,0.008425612528231128,0.028507096684155103,Down,TRUE
Microglia_1d_HI_vs_Control,Sat1,Sat1,20229,ENSMUSG00000025283,spermidine/spermine N1-acetyl transferase 1,1537.2082259741107,0.4794702502430388,0.18205917941437885,2.633595580213687,0.008448605268618906,0.028576732204244084,Up,TRUE
Microglia_1d_HI_vs_Control,Zfp503,Zfp503,218820,ENSMUSG00000039081,zinc finger protein 503,5.035067856631674,-5.645055415099521,2.1441026061532398,-2.632828950862283,0.008467698021160453,0.028626372889839637,Down,TRUE
Microglia_1d_HI_vs_Control,Rfwd3,Rfwd3,234736,ENSMUSG00000033596,ring finger and WD repeat domain 3,45.6424373977608,-1.0206918135503473,0.3876811863117958,-2.6328123457851973,0.008468111993906326,0.028626372889839637,Down,TRUE
Microglia_1d_HI_vs_Control,Seh1l,Seh1l,72124,ENSMUSG00000079614,SEH1-like (S. cerevisiae,210.96912611539335,0.6290791762561662,0.2389988673887161,2.632142918204754,0.00848481623268452,0.028674662671735653,Up,TRUE
Microglia_1d_HI_vs_Control,Rpl36a,Rpl36a,19982,ENSMUSG00000079435,ribosomal protein L36A,21.308616408844006,1.562383025101638,0.5936753806484396,2.6317126767074814,0.00849556760496215,0.02870281278620622,Up,TRUE
Microglia_1d_HI_vs_Control,Zfp157,Zfp157,72154,ENSMUSG00000036898,zinc finger protein 157,38.020969165847305,-1.5649562656178881,0.594731105825985,-2.631367773246731,0.008504195247117414,0.028723773744324763,Down,TRUE
Microglia_1d_HI_vs_Control,Ctbp2,Ctbp2,13017,ENSMUSG00000030970,C-terminal binding protein 2,163.28149905523458,-1.0587858172294047,0.40247406333559405,-2.6306932885425702,0.008521089895878901,0.028772637448990526,Down,TRUE
Microglia_1d_HI_vs_Control,Slc3a2,Slc3a2,17254,ENSMUSG00000010095,"solute carrier family 3 (activators of dibasic and neutral amino acid transport), member 2",2907.308176037354,0.3991263897830601,0.15175045668490802,2.630149513235397,0.008534732348816772,0.02880380179055772,Up,TRUE
Microglia_1d_HI_vs_Control,Hmga2-ps1,Hmga2-ps1,15365,ENSMUSG00000121135,"high mobility group AT-hook 2, pseudogene 1",274.7952220109021,-0.7410713563302747,0.2817787407563405,-2.6299761094152,0.008539086878258032,0.02880380179055772,Down,TRUE
Microglia_1d_HI_vs_Control,Pef1,Pef1,67898,ENSMUSG00000028779,penta-EF hand domain containing 1,229.03157269586373,-0.6848727871805171,0.26041555471431355,-2.6299227322724654,0.008540427688763065,0.02880380179055772,Down,TRUE
Microglia_1d_HI_vs_Control,Syn2,Syn2,20965,ENSMUSG00000009394,synapsin II,10.826746671580251,-4.184714028994341,1.5912101904621505,-2.6298939348666024,0.008541151145186426,0.02880380179055772,Down,TRUE
Microglia_1d_HI_vs_Control,Syt3,Syt3,20981,ENSMUSG00000030731,synaptotagmin III,4.120423925665387,-5.572954369284493,2.1191288813289115,-2.629832672465715,0.008542690378497796,0.02880380179055772,Down,TRUE
Microglia_1d_HI_vs_Control,2510039O18Rik,2510039O18Rik,77034,ENSMUSG00000044496,RIKEN cDNA 2510039O18 gene,146.18038182670563,-1.47611067645792,0.5613132993884749,-2.6297447041893984,0.008544901037428361,0.02880380179055772,Down,TRUE
Microglia_1d_HI_vs_Control,Aqp4,Aqp4,11829,ENSMUSG00000024411,aquaporin 4,25.97578105604923,-1.5620383462251901,0.5940255547852811,-2.6295810569796294,0.008549014882665774,0.02880947523154813,Down,TRUE
Microglia_1d_HI_vs_Control,Lin9,Lin9,72568,ENSMUSG00000058729,lin-9 DREAM MuvB core complex component,61.23196639098817,-1.7509492627678243,0.6665026438339262,-2.627070243406434,0.008612355351939077,0.02901467755292267,Down,TRUE
Microglia_1d_HI_vs_Control,Ppp5c,Ppp5c,19060,ENSMUSG00000003099,"protein phosphatase 5, catalytic subunit",700.557276227311,0.43432333698162223,0.1653983022421001,2.625923791804621,0.008641416221079888,0.029104309477760392,Up,TRUE
Microglia_1d_HI_vs_Control,Map3k9,Map3k9,338372,ENSMUSG00000042724,mitogen-activated protein kinase kinase kinase 9,6.587144822421643,-4.099437399639052,1.5612721643339846,-2.625703252313994,0.00864701661594932,0.029114897992111175,Down,TRUE
Microglia_1d_HI_vs_Control,Tsen34,Tsen34,66078,ENSMUSG00000035585,tRNA splicing endonuclease subunit 34,139.91726595946824,-0.768772203158805,0.2929298325781,-2.624424410422033,0.00867955560927718,0.029207001860196053,Down,TRUE
