gene_symbol,n_groups,mean_log2FC
Msantd2,3,5.18073453026642
Ptgs2,3,0.9744049674284163
Pde3a,3,7.1418989415792025
Ppp1ccb,2,0.377713874405235
Oas2,2,0.3913405733819143
Ppp1cb,2,-0.6176078654180251
Ppp1r17,2,11.200549192908607
Prrc2c,2,0.6154095635247435
Ppp1r3g,2,0.04090470913033001
Prkar2b,2,1.765598981397003
Ppm1b,2,1.5502076364164616
Prdx5,2,0.23552314891578816
Plekhf1,2,0.5159284054545049
Pou3f4,2,0.24887127984172613
Pisd-ps1,2,1.423255730217936
Pdlim2,2,0.6253723359958101
Pde1a,2,-0.4220095320413535
Pcp4,2,0.04609875796994737
Pbx4,2,-0.6277780392623389
Pgm5,2,0.13663840851442877
Pid1,2,0.821268858323338
Pacsin1,2,0.128115258112175
Pin4,2,0.3870503317398721
Pinx1,2,-0.5082979004312758
Oxld1,2,0.0069231564928028955
Pla2g3,2,0.6755857896866593
Pomc,2,0.09887596000390575
Plcg1,2,2.808043944153966
Oprd1,2,1.0327977698128141
Plekhh2,2,9.47626908750431
Plekho2,2,-0.5900867166768028
Odc1,2,2.739734226021773
Pnrc1,2,1.4876259967702286
Polq,2,0.8761154721773492
Polr2l,2,0.6404122656313933
Ocel1,2,0.08996177631998853
Oaz1-ps,2,-0.6212994778279507
Nudt3,2,1.1404534696313307
1110025M09Rik,2,0.16834669433497904
Nudt10,2,0.083964396164949
Mat2a,2,0.30363436570119895
Mcee,2,-0.00899648755560628
Mcph1,2,-0.005055139770419326
Med9os,2,0.7909642830787695
Mef2d,2,1.2042498126750745
Mien1,2,0.6500097199515239
Mmp14,2,0.2790573845903928
Mmp16,2,0.6630459859881526
Mob1b,2,0.21415741958504242
Mrpl14,2,0.26534838834126034
Mrpl52,2,0.6886628289012672
Mrpl54,2,0.28610564253836235
Mrps18c,2,0.42328620586470506
Mrps21,2,0.35268874621123564
Mrps36,2,0.02870759370467635
Mrs2,2,4.914029869383236
Matr3,2,-0.6154316422729311
Mapk1,2,1.798149206154873
Mtch1,2,-0.04238796944080145
Map3k9,2,-1.43250954306151
Loc108353107,2,0.6246161474575183
Loc364415,2,0.7985946626285381
Loc499235,2,1.009744485272632
Loc680113,2,0.7103858866689603
Loc681458,2,0.6288411239541106
Lonrf3,2,0.5693457320790248
Lor,2,0.7481160567522983
Lrrc58,2,0.601237912008648
Lrrk1,2,5.553885587698861
Ly6a,2,-0.6620748633537352
Lysmd3,2,0.2436966792522514
Macroh2a1,2,0.8485175643835419
Maff,2,0.2751431585222884
Magt1,2,0.22385135726975092
Map1lc3a,2,0.9695156427388041
Mt3,2,0.6312581207954232
Myh3,2,0.5985806969338845
Nt5c1a,2,0.5406200790271858
Nectin4,2,0.7248794545372983
Nell2,2,0.3477095870958333
Neto2,2,-0.5381173302226696
Neurl1a,2,2.202023453518989
Nfia,2,0.07347290491198832
Nfkbia,2,0.7811430501044804
Nkpd1,2,0.17987715487771605
Nlrp1c-ps,2,2.74799424398052
Nmbr,2,-0.07057449413165107
Nppc,2,0.0552490603440392
Npy,2,0.5604396854783373
Nr1d1,2,0.529895743969823
Nrap,2,1.0201611379936428
Nrros,2,0.7071172984205351
Nscme3l,2,0.6900615663054244
Nsmce4a,2,3.0593483060661826
Negr1,2,1.3481438107355879
Neat1,2,0.13239660778938167
Myh7b,2,0.649460834224045
Prrx1,2,0.022115640425096117
N4bp2l2,2,-1.2990431062535441
Naa38,2,0.9027312198748471
Nadk2,2,1.4025837598452706
Naip2,2,-0.6173132719970188
Nanos1,2,2.408618413518064
Nbeal1,2,-0.010164836277938905
Ncam2,2,0.8114415757585591
Ndufa13,2,0.35336366290027166
Ndufa2,2,0.8199220389593448
Ndufa3,2,0.563130966378386
Ndufa5,2,0.7762679730136351
Ndufb2,2,0.2765552846140372
Ndufb3,2,0.4773259346923573
Ndufb7,2,-0.005896397692541244
Ndufs5,2,0.3419504385085488
Prrt1,2,0.25061707866463323
Rpl36al,2,0.348569756924271
Prss56,2,-2.4761834780624588
Tlnrd1,2,3.3180861479222794
Tcp11l1,2,0.7497530913997952
Tenm1,2,0.5463900481218322
Tent5a,2,0.10809260980825453
Tfpt,2,0.7153035528851861
Thap3,2,0.6218375649534664
Thbs1,2,1.7510873991777562
Timm8b,2,0.23030732679407637
Tlcd4,2,-0.5463308769699121
Tlr7,2,0.04301612277257644
Tas2r137,2,-0.7097538077283989
Tmem256,2,0.8260963528891874
Tmem258,2,0.526161691975679
Tmem266,2,4.47844538378483
Tmem47,2,-0.6190117332420378
Tmem65,2,2.081729933203748
Tmem91,2,-0.20438811431363885
Tmsb10,2,0.7053935711423479
Tmsb4x,2,-0.6832278435355783
Tbx19,2,5.854567450464427
Taf10,2,2.9908131205767496
Tomm7,2,0.7357479944188704
Ssbp4,2,-0.012846194158565083
Sox6,2,1.128364197859472
Spa17,2,0.19380957706574167
Spata9,2,-0.9429371464853115
Spocd1,2,1.1950606495765692
Spx,2,1.7277416739535467
Srp54a,2,0.3436253259422862
Srpk3,2,11.054129135403402
Srsf10,2,0.12261442252021448
St3gal1,2,-0.016250547324901943
Tacr3,2,1.5001659605021844
Stard7,2,0.433840083775763
Stt3b,2,0.5437650013838422
Stxbp5l,2,0.9426168115752174
Styxl1,2,-2.314146292898871
Sulf1,2,-4.275105844162494
Syn3,2,0.8922129914252956
Syna,2,0.5938029060137212
Syndig1l,2,0.9271894074594416
Tnc,2,-21.914105068488233
Tprg1l,2,1.9193584729793054
Psmg4,2,0.023840454886432605
Zfand6,2,0.1563133240656022
Whrn,2,-0.0245569042651288
Wnt7a,2,-0.14842196930229135
Wsb2,2,1.6550373282684911
Xkr4,2,0.5180952431974684
Xpr1,2,0.4397406937085829
Zap70,2,0.5317585937757938
Zbed6,2,1.5501638378264306
Zbtb7c,2,0.5546881567817489
Zfp366,2,0.28565551944396433
Vstm4,2,4.770356013143237
Zfp516,2,0.6271714646417963
Zfp654,2,-0.5372828641781766
Zfp691,2,0.2734072451193059
Zfp825,2,-0.6016010869751822
Zfp934,2,-0.21570051079818045
Zfp938,2,-0.009763952530205178
Zfp976,2,-0.5243272784189036
Zxdb,2,-0.827430241819027
Wasf3,2,0.6510670837590826
Vsir,2,10.23403402781123
Trim30a,2,0.008551739554161775
Uncx,2,4.5454935969389325
Trim37,2,-0.7737561988375
Trpc5,2,0.7210921179653711
Trpm3,2,-0.20950573886756677
Ttc32,2,-0.6868495333198508
Ttr,2,0.3822406633360164
Tuba8,2,-1.3514734702066646
Tysnd1,2,2.5216695043921447
Ube3a,2,0.0881794614201854
Upp1,2,-0.5689201114496756
Vps37d,2,0.5574793254237431
Uprt,2,0.547148845590214
Uqcr10,2,0.27376243416765944
Uqcrb,2,0.003685414731845915
Uqcrq,2,0.38274925726524356
Uty,2,-0.5341731844269955
Vapa,2,0.24866125901111102
Vbp1,2,-0.6315441158530986
Vps33a,2,0.6727385460940047
Socs5,2,1.0743954883483635
Socs4,2,0.12039187011018682
Snrpg,2,0.22240609522464416
Rpl31,2,-0.04898056988698696
Rnf6,2,-0.6932934042387866
Rpl11,2,0.26857412825441895
Rpl17-ps10,2,-0.7149017184410936
Rpl21,2,0.2361539739593351
Rpl23,2,-0.28915157360464594
Rpl23a,2,0.5567451180920968
Rpl27,2,0.006574806780069553
Rpl30,2,0.25103371325049667
Rpl34,2,-0.015363344368856724
Ring1,2,0.5287738172363364
Rpl34-ps1,2,-0.9362101817197521
Rpl35,2,0.21989988433508167
Rpl35a,2,0.5219364613535006
Rpl36,2,0.43076097076486214
Rpl36a,2,0.5465659813842361
Loc102551889,2,-0.5760568168256628
Rpl37a,2,0.29747725013617515
Rpl6l,2,-0.8565546569661787
Rnd2,2,0.8366886111937537
Rgs5,2,0.09422927683210591
Snrpf,2,0.648203682876295
Rab26os,2,0.016265050363639344
Pten,2,0.11162206231109106
Ptgis,2,0.8178260945715393
Ptma,2,0.6626774918926519
Ptms,2,-0.03352833701199953
Ptov1,2,2.7967685847493313
Ptprc,2,0.5797090205262383
Qk,2,0.01733959378136224
Rab24,2,2.4118478325108295
Rab37,2,-3.420439010513823
Rgs10,2,-0.5958636100720119
Rab39,2,-0.5223917792936685
Rap1b,2,1.7923301187340488
Raph1,2,0.12484337308890203
Rbl1,2,5.203498809877581
Rfxap,2,2.0893362278160117
Rgd1562281,2,0.5555343792098935
Rgd1563709,2,0.6522712776990409
Rgma,2,-0.5876516680541668
Rplp1,2,-0.5672481292005435
Rplp2,2,0.2674145822486185
Rprml,2,0.6220117657319282
Slc2a1,2,0.5329139275416717
Sh3gl3,2,1.8103858338591534
Shank1,2,-0.6404301807784216
Shc3,2,0.7746635841280064
Slc10a4-ps,2,6.78320184433287
Slc19a3,2,-0.6076181458395855
Slc22a15,2,5.606325886965858
Slc23a2,2,0.28606651112777765
Slc26a6,2,10.67623119604275
Slc35d3,2,9.871345149524483
Rps15,2,0.25062975335043924
Slc6a20a,2,0.0017309134579329144
Slc6a3,2,6.362076137864926
Slfn8,2,-0.31058759649085516
Slmap,2,1.5600043270033324
Smim11,2,0.22201104318067233
Smim3,2,0.5918085614908171
Snrpd2,2,0.2622921011146426
Snrpe,2,0.5714736834292703
Sgpp1,2,4.507490892206924
Sgk1,2,0.7119864611460224
Sfxn5,2,0.8501657326436196
Sf3a2,2,-0.09039779830380773
Rps17,2,0.018305744636228694
Rps18,2,0.17668731805704785
Rps19,2,0.23554043461941196
Rps21,2,0.6337013170032119
Rps28,2,0.5005332140846133
Rps29,2,1.0157911022712738
Rskr,2,0.68719610786464
Rsph1,2,-0.014206827117706822
S100a13,2,0.294740679161499
Sac3d1,2,1.0740674162430612
Scai,2,0.23740367229098852
Scd4,2,1.0957626740744537
Scoc,2,-0.6458253960836159
Scube1,2,0.1841399169611535
Sdcbp2,2,-1.4625121201595461
Sema3g,2,0.5539480563050587
Serpina9,2,-7.411018216398652
Loc102556513,2,-1.1257829022837162
Klhl15,2,-0.6298523269067233
Loc102547029,2,1.3778895021690973
Ctf1,2,10.530920676811945
D330050I16Rik,2,0.30502022021326664
D830031N03Rik,2,1.8114221113928863
Dab2,2,0.26633304964347315
Dbf4,2,2.482156739538971
Dcaf10,2,2.0167028219829914
Ddx58,2,-0.5369238024058587
Ddx60,2,-0.02574796420128911
Dgki,2,0.5313165585172068
Dlgap3,2,0.18147465671655405
Dnajb14,2,0.645534351336746
Dok6,2,0.9778793224397685
Dpf2,2,-0.5878102781192655
Drd5,2,1.4261135905981055
Ecm2,2,-0.6360774470731403
Edf1,2,0.7599461304621724
Edn3,2,1.0974438683185312
Efhd2,2,2.4775855058637695
Egfl5,2,-0.8153070645125
Egr1,2,-1.3052745647462287
Cyrib,2,1.5558204184941942
Csrnp1,2,0.784660590147146
Cdk16,2,2.684821147972282
Creb3l1,2,5.446852282270479
Cdk5r1,2,-0.1846901909768516
Cdkl5,2,0.9878436836685116
Cdkn1c,2,1.3233726104295942
Cep131,2,0.5567844779101939
Cep57l1,2,4.133442486343693
Chka,2,2.2051057537931635
Chml,2,0.30102148213985375
Chrm5,2,2.23497180206913
Chrnb3,2,3.2119337296146617
Clk1,2,-0.10546338246642167
Cmtm4,2,-0.2471125222912518
Cnbd2,2,1.5857511181169666
Cnih2,2,0.02571948874383906
Cnksr2,2,1.8917802679586322
Cops9,2,0.542051892001706
Cox17,2,0.35224014668508524
Cox5b,2,0.6072887259086551
Cox6c,2,-0.49746802023508474
Cox7c,2,0.36680165369910905
Eif4ebp1,2,0.5853951686588451
Emc9,2,0.7020138150938108
Emx1,2,0.615978360324732
Epas1,2,0.9899376661864421
Gabrb2,2,-0.029128599132732913
Gale,2,0.5631349065514447
Galk1,2,0.6537164587032676
Galnt15,2,0.7151001438895803
Gar1,2,0.39673213242954425
Gcnt7,2,1.072146087241763
Gdf1,2,-0.07036842263859938
Gipc1,2,-0.0058369061838765
Gjc3,2,-0.8289954290030559
Glrx5,2,2.238315240198302
Gm10033,2,-0.5941903363609362
Gm12144,2,9.992370468830805
Gm12227,2,2.0456526588826436
Gm12701,2,1.900951892913904
Gm14377,2,1.6497428731261259
Gm14827,2,-0.5593286830121919
Gm15337,2,0.8127745921075407
Gm15421,2,-1.1513192319900278
Gm16386,2,-0.041935519220466455
Fyn,2,2.260464333866312
Fut9,2,0.21884872395022542
Foxo1,2,0.02937851860627468
Fam166b,2,0.061904096150885046
Epm2aip1,2,0.2425646707845861
Eps8l2,2,-0.7113717421075297
Erich2,2,0.190762432561413
Etfb,2,0.019657000360611743
F11r,2,9.888863559913142
F3,2,0.5332732718833596
F630048H11Rik,2,0.7676134028345094
Fam107b,2,0.9401631395761506
Fam186b,2,0.7712804947386677
Fosb,2,0.5959772256857931
Fam199x,2,0.48082671745687505
Fau,2,0.2779588208498887
Fbxl18,2,0.08818569967322842
Fbxo32,2,4.158414905648476
Fgf22,2,0.8370487492662932
Fmnl3,2,9.294806237303957
Fmo2,2,0.6264491705068292
Fnip2,2,6.821582101549018
Cdk17,2,1.885674951169933
Cdh6,2,0.7915682373915629
Gm16796,2,1.5632741876950005
A230107N01Rik,2,-0.6165073328898325
A630019I02Rik,2,2.826569213366267
AI504432,2,-0.6992956223210868
AY036118,2,0.860914183058249
Adam8,2,-0.6648526824055776
Adcy9,2,0.05307078692928363
Adgrl4,2,-0.03305395924579396
Adra1a,2,0.9353494868280967
Adra2c,2,8.620951497326477
Ago3,2,0.23847113153720573
Akap7,2,0.5563958174892946
Aknad1,2,2.7629958955621468
Alcam,2,-0.09001672403778734
Ammecr1,2,0.6787624964804257
Anapc13,2,0.4868154581153745
Angptl4,2,0.6981908203222167
Ankrd23,2,10.208040961690168
Ano2,2,-0.09642145385444734
Anxa4,2,3.5595402216389007
Ap1ar,2,3.108519224113414
A330076H08Rik,2,-0.7884710949746652
A230103L15Rik,2,-0.022652032094197194
Ccdc58,2,0.18812910861969112
A230020J21Rik,2,0.049585477647529574
1700086O06Rik,2,0.6982201886909114
1700102P08Rik,2,-0.7203519998569456
2210418O10Rik,2,-1.1311661427740751
2300009A05Rik,2,-0.07135767501576673
2410006H16Rik,2,0.10931594660450776
2610306M01Rik,2,0.574155517334865
2900093K20Rik,2,0.24734771024915195
3110070M22Rik,2,0.8657080836361734
4732491K20Rik,2,-0.6570609158618992
4930404H24Rik,2,1.4616401275350226
4930413G21Rik,2,0.8087547723652596
4930447C04Rik,2,-0.1347746088316144
4930522L14Rik,2,-0.006942583461629903
4933407L21Rik,2,0.8239696009612385
4933426B08Rik,2,1.4064206770543475
5930430L01Rik,2,0.617402940984282
6430548M08Rik,2,-0.17160054472757402
9030607L20Rik,2,1.770917927365064
9130221H12Rik,2,8.584349480447152
Apcdd1,2,0.5446567216388968
Apex2,2,0.003453315815192759
Apoc1,2,0.25518707664985546
Apoe,2,0.6808246007081271
Bmpr1b,2,0.6146437782657381
Bod1,2,3.2815744305061783
Bola2,2,0.35658352982155894
Brap,2,2.2932012429183297
Brwd1,2,1.2304322081329067
C030023E24Rik,2,-0.6735637230763598
C030034L19Rik,2,1.7790320269918898
C1galt1,2,-0.5747921829096674
C1qa,2,0.549269070126207
Cacng8,2,-0.11457757110478006
Cadm2,2,0.016817588839517728
Calml4,2,-1.0855622947978576
Calr,2,-0.8772075425639916
Camk2n2,2,0.6568306369111737
Car13,2,1.6558516697286092
Casc3,2,0.5977672705107637
Casq1,2,0.7665292243428373
Cbfa2t3,2,-0.5793711583124304
Ccdc124,2,0.5892370637465516
Bmpr1a,2,0.811313753553472
Bmp4,2,0.6531613660106049
Bmi1,2,-0.5406091583786092
Atp5j2,2,0.33162881112949166
Aqp1,2,0.5590144897740502
Arc,2,1.0176275899982015
Arhgef3,2,0.5343143679852562
Aspa,2,-0.010002089761005029
Atad2,2,-4.889353100730585
Atp1a4,2,-0.6893511863371005
Atp5e,2,0.3488566839099954
Atp5h,2,0.20480794163559599
Atp5l,2,0.5511745786342828
Bloc1s1,2,0.32155037481056575
Atp8a2,2,0.8736878448785612
Avpi1,2,0.5236263853395946
Bach1,2,-0.2080744844774238
Bag1,2,2.7151364045329167
Bbc3,2,0.6710384017419198
Bdkrb2,2,0.09902249334023994
Bean1,2,2.6269561102276526
Bfsp1,2,1.0059525943982428
Gm1673,2,0.5543784186812775
Gm19439,2,0.6517855997620478
Loc100910944,2,-0.6260656221074543
Iigp1,2,-0.1833491918754312
Il12rb2,2,6.691918275430423
Il1r1,2,0.7743088207169615
Inhba,2,-0.5706324143090553
Insm2,2,4.950457217922953
Insr,2,-3.8633621611456928
Irak3,2,0.9966532747495971
Irgm2,2,-0.18367693460292228
Irx5,2,6.563166796753817
Islr2,2,-4.497556458438283
Ism1,2,0.8742014146210564
Itpr2,2,0.5254121505001195
Itpr3,2,-8.930728033138454
Junb,2,0.9630857478566699
Jund,2,3.928290698391218
Kantr,2,0.16414589017155556
Kbtbd6,2,0.16933433186313507
Kcna5,2,0.7779757010050476
Kcnf1,2,0.8574636142752263
Kcng2,2,-0.19289503804638597
Ikzf1,2,0.8689769009435382
Ifi203,2,-0.2520366656526862
Gngt2,2,0.06791174435420988
Idh2,2,0.186995831277778
Gprin3,2,0.8054675857205409
Grasp,2,0.6172214988181499
Grk2,2,0.7397987111411922
Gtpbp6,2,0.5432855352226819
Gucd1,2,0.8702155190208994
Gulp1,2,-0.7272310763386345
Habp4,2,3.0588917858802067
Hace1,2,1.7208327183597534
Hes6,2,0.6483149737677301
Higd1b,2,0.3186423777977165
Hipk2,2,0.6197457812270202
Hnrnpab,2,2.950334838807856
Hr,2,0.01159654087912032
Hras,2,1.7856787053868848
Hs3st2,2,1.2730621547692473
Hs6st3,2,0.28434872666223077
Hspe1,2,0.5904720235566817
Hyi,2,0.5488069389881316
Hypk,2,0.7993934905968579
Kcnq1ot1,2,-0.004975921971272779
Kdelr2,2,-2.5687587103637064
Kif15,2,0.8508229199192572
Kif3b,2,1.0565772185305762
LOC118568137,2,1.05078650056814
LOC118568291,2,1.5045224452731711
LOC118568293,2,1.1101062935711494
LOC118568312,2,0.9743801964905894
LOC118568351,2,3.3260908449509037
LOC118568370,2,0.048786593413086554
LOC118568383,2,1.316549930700349
LOC118568526,2,0.9073547690559128
LOC118568618,2,0.18699093661695082
Lamb3,2,0.31440046061034604
Lamtor4,2,0.36456198837016
Lars2,2,0.9502370456469388
Lepr,2,-0.114505771686786
Lin7b,2,0.5214948620343796
Lingo4,2,-0.0993017155459558
Lipo3,2,-0.7063877614898322
Lnpep,2,1.8562730935478056
Loc100909586,2,1.111540207516774
Loc100909609,2,1.3849260511076515
LOC118567920,2,0.6161791177542278
LOC118567854,2,2.7404733294204293
LOC118567825,2,2.1818799614053153
LOC108168933,2,-0.8421758311712896
Kl,2,1.9248990393671706
Klc3,2,0.5443170877059649
Klf5,2,0.6036756455326046
Klhdc2,2,1.6924824159105776
1110065P20Rik,2,0.59156127163311
Kpnb1,2,0.023797331753117545
LOC108167518,2,0.5682502030980822
LOC108167553,2,0.7642532883203926
LOC115488769,2,1.7368581977731263
LOC118567801,2,1.3191631370997725
LOC115490354,2,1.0617062909006953
LOC118567340,2,0.23971902503831866
LOC118567342,2,0.9733810676675062
LOC118567533,2,1.3048286919752956
LOC118567559,2,0.06958324166433622
LOC118567609,2,0.8255251330272756
LOC118567631,2,-0.5837165258644932
LOC118567733,2,0.8429593864902624
Gpr26,2,1.2519663132086547
Gm9833,2,-0.6046776578637689
Gm19500,2,0.7690154585379386
Gm33190,2,0.7983425410931255
Gm33449,2,1.359888468158217
Gm33581,2,0.8703729332056708
Gm33763,2,2.5279971064678564
Gm33862,2,-0.6226065655686176
Gm34321,2,-0.1765497236164697
Gm34872,2,0.8256004789526228
Gm35365,2,1.344328737806606
Gm35956,2,1.1988870810046646
Gm3604,2,2.057106171147813
Gm36118,2,0.8245679083504346
Gm36127,2,0.9232389104197639
Gm36129,2,1.179428431330391
Gm36375,2,1.8110695451906993
Gm37292,2,-0.06620443558591571
Gm38501,2,1.7807611926567135
Gm38563,2,1.673595638772662
Gm38678,2,2.0641849015996625
Gm38900,2,1.7112237535638801
Gm39443,2,2.114540277641947
Gm33361,2,1.1397231769617817
Gm33050,2,1.4875536937317566
Gm8493,2,-0.5498888300070546
Gm32810,2,0.35119201349139667
Gm20346,2,0.0697965748326463
Gm20642,2,-0.100042406837338
Gm21119,2,1.46446187961031
Gm2192,2,-0.011368758097728582
Gm21986,2,0.03173417155178643
Gm26520,2,2.770975394327592
Gm26691,2,-1.7661825504962054
Gm27252,2,0.02000576574250612
Gm30970,2,-1.657264409150607
Gm31159,2,0.848761117426585
Gm31290,2,0.1198229463684487
Gm31623,2,1.3716062628752173
Gm31725,2,1.7670863104073058
Gm32234,2,0.7426606065027833
Gm32282,2,0.016014455548992834
Gm32497,2,2.3227453134912612
Gm32643,2,-0.2060924146416459
Gm32768,2,1.1777202671163707
Gm32807,2,2.091632307875292
Gm39450,2,2.0765136335541943
Gm39507,2,1.7252212533933058
Gm39628,2,2.234655802967299
Gm39752,2,1.1352830714631321
Gm46899,2,1.7252265162231104
Gm46949,2,2.763600909761581
Gm51531,2,0.9852065717519463
Gm51535,2,0.6521783627543974
Gm51554,2,1.6953373714222808
Gm51702,2,2.3799590496473715
Gm51891,2,1.7198432852034249
Gm51897,2,2.1815334491000886
Gm51929,2,2.325781162885914
Gm52132,2,0.9110993658957302
Gm52316,2,1.0533607773881535
Gm52320,2,2.591276834866357
Gm52430,2,0.42530992306055665
Gm52502,2,2.222767710465396
Gm52604,2,-0.1126842516229683
Gm52629,2,1.421798632861007
Gm52822,2,2.9698346928033255
Gm5415,2,-1.4116112616129524
Gm5914,2,0.6045208104903994
Gm46810,2,2.1918778935598353
Gm46367,2,1.021413249313633
Gm46289,2,1.275650016663563
Gm41694,2,3.589975893312185
Gm40055,2,1.4646045208640186
Gm40309,2,0.7762254258471285
Gm40537,2,1.2831192166146432
Gm40780,2,2.1880596562688313
Gm41018,2,0.6875241901225861
Gm41176,2,2.7088411816509286
Gm41498,2,3.8926140742418402
Gm41608,2,0.9746782141027295
Gm41810,2,0.640997391418692
Gm46265,2,1.0850506203239867
Gm41949,2,0.2501545220904039
Gm42339,2,0.553907626516866
