gene_symbol,n_groups,mean_log2FC
Ankrd52,4,0.36081990018738896
Anks3,4,0.05014901507174588
Appbp2,4,-0.12123165745727946
Cyb5r3,4,0.23795692411449204
Aprt,4,0.139209097955505
Cyb5d1,4,0.14149324650414755
Aptx,4,0.24898578714786707
Aqp4,4,-0.3180173664748698
Ankrd24,4,0.04830306906966886
Aqr,4,-0.05276683229140565
Cxxc4,4,-0.007308256396318723
1110038F14Rik,4,0.17726011468070269
Aldh1l2,4,-0.12155784063446737
Arap2,4,0.0024747409821225252
Zfp36l1,4,-0.204143767377254
Tspan12,4,-0.2922295619921218
Anapc11,4,0.00017544944204157532
Zfp382,4,0.15810490159455234
Ankib1,4,-0.13634861354955305
Ddah1,4,-0.2814545769193045
Tspan7,4,-0.15987183414658507
1110065P20Rik,4,0.28639222387883956
Apba1,4,0.33602529406918996
Zfp41,4,9.361087341644778
Ttc3,4,-0.25591755547045253
Dalrd3,4,-0.19552146808950452
Dag1,4,-0.17185699101771634
Ap3m1,4,-0.2536117415090985
Dad1,4,-0.16558315163811055
Ap3m2,4,0.21870767414991793
Ap2b1,4,-0.09719708887352678
Zfp280d,4,-0.2044343937118978
Ap1s1,4,0.32614294179766673
Dbi,4,0.062008502729881156
Ap5m1,4,-0.29137018962126116
Ttc39b,4,0.19577076742142996
Ttc17,4,-0.01519597551988415
Zscan30,4,-0.252774534060619
2010315B03Rik,4,-0.27588457249583065
Dcaf1,4,0.03611143442922225
Apba2,4,0.253530091116488
Zfp428,4,0.1466785984015829
Ap1g1,4,0.10870598333620832
Zfp385c,4,4.885976749177439
D5Ertd579e,4,-0.07238358575572694
Zfp316,4,0.29376355635949675
Ttbk2,4,0.02700069972217224
Alkbh5,4,0.02425536080018318
Zfp318,4,0.14232135686841968
D16Ertd472e,4,-0.15022528348733316
Ttll7,4,-0.05757025705764407
Zxdb,4,-0.4668053854118638
Dctn2,4,0.0897472946777286
1110008P14Rik,4,0.13765850389026907
Zfp397,4,-0.07043028350448972
Arfip1,4,-0.27817746709812063
Anapc13,4,0.40825781911179815
Arhgap23,4,0.12102267487885447
Cuedc1,4,0.3389479352517996
Arhgap5,4,-0.28275643113816973
Ctso,4,-0.12249375476395938
Arhgap20,4,-0.13676209658648045
Arfip2,4,0.1717219926469956
Ddx58,4,-0.12928338641549736
Adck5,3,0.18909773653556244
Rnf103,3,-0.12945869372223606
Wnk1,3,0.06731152250507107
Zfp692,3,-0.14609749105858916
Nrcam,3,0.3069421628817565
Slc35d1,3,0.17390752886970615
Peg10,3,0.2784138787701348
Anxa11,3,0.2849960947767823
Lats2,3,-0.1745377401370791
Pecr,3,0.23551281874989502
Lbr,3,-0.2180191456034177
Zfp319,3,0.23432883586042294
Snx12,3,0.1353595422523191
Angel2,3,-0.2508676294612895
Slc35f1,3,-0.07194869729345768
Wnk2,3,0.0495089417161664
Nrgn,3,0.3487220706485535
Large1,3,0.077826730368134
Laptm5,3,-0.13722366804772154
Peli2,3,0.11571242214345033
Bpgm,3,-0.004891060253592205
Lancl3,3,0.42686209295723326
Lancl2,3,-0.05824653756792026
Lamtor4,3,0.32651668069026785
Nrip1,3,-0.09836413796342665
Antkmt,3,0.1882644113570608
Cbs,3,0.1728773793031515
Lcorl,3,-0.42826966283071555
Lcor,3,0.4645439904934456
Nr2f6,3,0.23623271720931333
Rplp0,3,-0.10686183435804512
Slc25a5,3,-0.14025539686434377
Ap1ar,3,2.0230074147741077
Slc26a6,3,5.508268570471375
Lgi3,3,0.21198120761887632
Lgi2,3,4.417514148157006
Lgalsl,3,-0.23388957254873913
Bok,3,-0.018267600506359154
Rps5,3,0.07196992464560553
Pds5a,3,-0.19496386077807312
Bola1,3,0.09093616713420095
Leprotl1,3,-0.09103385513431922
Ikbkg,3,0.07843923217654337
Zfp292,3,-0.09789393404318514
Anp32e,3,0.09614160287384665
Leng9,3,0.3990444725223125
Nr3c2,3,-0.11226056792543042
Zfp68,3,-0.26518530940482254
Cbx3,3,-0.05161445832485323
Bola2,3,0.3110657830161692
Lemd2,3,0.19528683601666322
Bola3,3,0.23975213540055818
Pdzd2,3,0.37026178815395727
Slc30a9,3,0.04188876037260144
Adcy3,3,0.06922480620599837
Slc33a1,3,-0.32598534899559184
Rpp25,3,0.3637441831502796
Rps4x,3,-0.21092507457708876
Slc36a4,3,-0.19647371306748931
Ocel1,3,0.2006604294093126
Slc38a1,3,-0.020229511595149435
Rnasek,3,-0.1209378016840374
LOC118567348,3,-0.08320099354793546
Slc6a7,3,0.2567893617475207
Acox3,3,0.08347989180573696
LOC118567340,3,0.009297806718543189
LOC115490443,3,0.6614819715964864
Il1rl1,3,0.16524489742384216
LOC115490200,3,-0.14738852959532317
Slc7a2,3,0.6505163731017533
Slc7a4,3,0.08670957940798074
Pfdn2,3,0.2062586935724343
Brf1,3,0.2326887322255298
Pfdn4,3,-0.1225523327323591
L3mbtl2,3,0.24167558173072956
L1cam,3,-0.4814023926372901
Nrxn3,3,-0.22193509829528263
Ky,3,0.054109129117925425
Kxd1,3,0.05619879484538637
Adam8,3,-0.3124771780213571
Nsa2,3,0.13739243932740874
Adam23,3,0.01871708357206972
Whrn,3,0.06405688009886096
Pfkfb2,3,-0.05111171912010598
Wfs1,3,0.09998116374956673
Brk1,3,0.21801196300455977
Anln,3,-0.31869038843307945
Wee1,3,-0.026843177669266763
Kptn,3,0.24723321243231938
Pfkl,3,0.18967923279947738
Zfp334,3,0.02469736558775576
Slc6a6,3,-0.09272541265157656
Zfp707,3,0.3449141316951101
Wipf3,3,0.1728318959935096
LOC118568277,3,-0.1269870735224499
Snx32,3,0.11423910573801943
Lage3,3,0.183013135468621
LOC432842,3,0.08049711953037952
Slc38a2,3,0.06548977033390353
Nrp1,3,-0.37492842308735447
Slc39a12,3,-0.24398436995495376
Rps27l,3,-0.09300464922665992
LOC118568500,3,-0.36794417497627346
Rnaseh2c,3,0.3849520711211632
Slc39a7,3,0.3173585538266233
Anp32b,3,-0.12236704107001795
Rnaseh1,3,0.2011903195785041
Slc43a2,3,-0.030414448192279758
Nrsn1,3,0.07195204294517803
Cbll1,3,-0.30688867664130676
LOC118568120,3,-0.016924631497115167
Slc4a3,3,0.1666974179927192
Slc4a4,3,-0.0400051507092608
Zfp322a,3,-0.22843020490173674
Slc4a8,3,0.1315655787797869
Pik3ip1,3,0.27906425896201237
Zfp704,3,0.6250830834960974
Slc5a11,3,-28.530123964013793
Pik3cb,3,-0.2139270668059332
Zfp706,3,-0.2569595044905577
Zfp326,3,-0.2423558046037125
Slc6a11,3,0.49077738334798315
Zfp329,3,-0.05501199355871039
Rpp25l,3,0.45578857418254465
Lias,3,-0.11596016512336153
Nr1d2,3,-0.3030493596383665
Adk,3,-0.20356982164116727
Rpsa,3,0.014673102351278167
Sod1,3,0.2584673035345729
Anapc16,3,0.10902815806975913
Lrig2,3,-0.12481675951640663
Lrig1,3,0.0789653777039939
Ap2m1,3,-0.0667690808085364
Xkr4,3,0.2913110789316456
Slc11a2,3,0.11114559573227133
Socs6,3,-0.29904097983128936
Bhlhb9,3,-0.25127624008547905
Pik3r1,3,-0.06908434872317787
Lrch3,3,-0.25066599895338143
Lrch2,3,-0.42897464265002666
Lrba,3,0.2495172308771131
Lrp8,3,-0.19444528138431308
Lpin2,3,0.05940834352334978
Xiap,3,-0.1121964447459705
Pde3b,3,-0.30492276721458084
Npm1,3,-0.14446745167919267
Zfp652,3,0.2579809797638287
Cc2d1a,3,0.05313278162910937
Pde4d,3,0.14130872810323314
Rps6kl1,3,0.2116251929446921
Odc1,3,1.2320552219608867
Lor,3,0.5153314756642237
Bicra,3,-0.17661078074882938
Nptn,3,-0.3933512423152981
Ap2a1,3,0.5138998554029905
Lrp11,3,-0.29524832735952833
Odf2,3,0.186560842906239
Slc16a1,3,-0.3685314550414592
Lrrc61,3,0.27673382950072706
Sirt3,3,0.13834429728916187
Igfbp2,3,9.920649458766581
Lrrk1,3,3.764516688865907
Pdcd10,3,-0.0751802023242708
Lrrc8c,3,-0.15045198941986032
Acot13,3,-0.15834462382776276
Becn1,3,-0.13372326341220095
Adnp,3,-0.004599526651186854
Pdcd6ip,3,-0.12490900758087103
Xpnpep1,3,0.17526587019156625
Ap3b2,3,0.13089104409613347
Zfp277,3,-0.11404821141066869
Lrrc7,3,0.1808212768030474
Nupr2,3,8.533561740255942
Lrpap1,3,0.21731485589485003
Bend4,3,-0.8630369396400291
Lrrc57,3,-0.23185611873475923
Lrrc4c,3,-0.04565348979956763
Bend6,3,-0.22257327628474555
Lrrc45,3,0.1425784146651404
Npat,3,-0.13632740046285258
Rgs7bp,3,-0.14964591480609096
Pdcd7,3,0.22082710304489309
Pdcl,3,-0.24066980105965827
Zfp386,3,-0.21849311823763193
Skiv2l,3,0.21509304279464966
Lrrc1,3,0.006363333249486647
Lrpprc,3,-0.14386251301965736
Slc15a4,3,-0.12322771117356637
Slc16a11,3,0.12264401584777355
Bnip2,3,-0.18820067821363062
Add1,3,0.23648911059443123
Zfp664,3,-0.03568093542612253
Rps6ka3,3,-0.30202132346286253
Lix1,3,-0.27270951940561894
Lipt2,3,6.466207965606629
Add3,3,-0.134392142180459
Ik,3,0.1122959162102808
Lipe,3,0.03845085765135535
Lingo4,3,0.09866974200082068
Slc25a29,3,0.1892612590938946
Lingo1,3,0.045127263339073694
Pdp1,3,-0.22458107952723982
Nr1d1,3,0.33213183533877977
Lin7b,3,0.40930681287380566
Slc25a34,3,0.3240839662072935
Slc25a20,3,-0.042477641473927824
Slc25a36,3,-0.27727473848776873
Adcy9,3,0.20133979608241684
Limk1,3,0.10607517505730589
Anapc5,3,-0.0342482660980381
Lime1,3,-0.10911200954087617
Slc25a4,3,0.30845062764603026
Snx5,3,-0.11979809301458763
Slc25a40,3,-0.13320652252347795
Limch1,3,0.05963608982029559
Wnt7b,3,0.14241237772254697
Wnt7a,3,-0.08974370720778158
Nsfl1c,3,0.29228342092363885
Slc25a46,3,-0.3124160634012591
Rps6ka4,3,0.32885908795360314
Snx6,3,-0.181393830939691
Pde4dip,3,-0.12837043211104024
Slc24a5,3,-0.3845683064393131
Rnf166,3,0.18096386345587412
Wwox,3,0.22236392386784212
Cby1,3,0.2841925607198527
Slc19a3,3,-0.36122343062432316
Slc1a1,3,-0.17593373496917422
Pde7b,3,-0.28252353285323833
Slc1a4,3,0.274671251303161
Pde8b,3,0.011925620615319507
Slc22a23,3,-0.08912164527959589
Adgrl1,3,0.013598086951977367
Slc24a2,3,0.15625243606177788
Ap1g2,3,-0.3310548861208897
Cbx4,3,0.6561946854612729
Slc25a1,3,0.26067667197517824
Igsf8,3,0.33548963233980267
Rnf139,3,-0.33452922728942763
Slc25a12,3,0.1287261693399942
Bloc1s4,3,-0.1053776223916781
Rps6kb1,3,-0.21860357233437983
Lmtk2,3,-0.08689162122169526
Slc25a15,3,-0.10471148909248294
Pdik1l,3,-0.232732837530507
Pdk3,3,-0.01439374523492488
Rps6ka6,3,-0.18004869103356214
Rnf130,3,1.7306578162287274
Rps6ka5,3,-0.1753510494880341
Lmbrd1,3,-0.11128868854563137
Lmbr1,3,-0.21858323804834368
Snx27,3,0.049677553701269
Kmt2c,3,0.005080120818805304
Bscl2,3,-0.1374403912747117
Ankrd13d,3,0.31466198910651555
Nucks1,3,-0.07941906608555056
Jsrp1,3,-1.7656803847065927
Jrkl,3,-0.16756393806873687
Smpd2,3,-0.014597150731780903
Actn4,3,0.2577546085576508
Washc1,3,0.10836208743461784
Pi4k2a,3,0.3743043603896564
Inhba,3,-0.22326105047970257
Camk2n1,3,-0.0013843543586199714
Jmjd8,3,0.15668007108089765
Jmjd4,3,0.22242316272192653
Jazf1,3,-0.13352184857469435
Zfp760,3,-0.4291285888643917
Inka2,3,-0.0877751531637411
Nudcd1,3,-0.2985957514632643
Jakmip2,3,0.17009602192676854
Cbfa2t2,3,0.061591154865985785
Camk4,3,0.2341411345191726
Jak1,3,-0.07593559679301563
Nudcd3,3,0.49891806188400495
Nudt1,3,0.39600772841204923
Snap91,3,-0.2425914764848301
Jade2,3,0.57869877106143
Snapc2,3,-0.32132244864513887
Camkv,3,0.10874083366535967
Snapc3,3,-0.24449697686293273
Camsap1,3,0.07436023336848244
Vps72,3,-0.22228967627562302
Zfp369,3,-0.08049186765817251
Inha,3,0.21753807000112768
Actr10,3,-0.05109377959955564
Nucb1,3,0.14562733854024312
Phpt1,3,0.19761311064927684
Calcoco1,3,0.11417328911143929
Inafm1,3,0.29881540585789024
Anapc1,3,0.053329957179226097
Smim11,3,0.10422040206486027
Ntpcr,3,0.24631093208138605
Vps53,3,0.03174672197588057
Calcr,3,8.393146088816707
Phlda1,3,0.08462745905965031
Phlda3,3,0.3203200832443439
Ank,3,-0.18562956564847669
Calcrl,3,-0.2582947199179183
Phlpp1,3,-0.13733754907504428
Smim15,3,-0.3328163272714745
Katnal1,3,0.2522215852925132
Camk1d,3,-0.11382393307775791
Calm2,3,-0.13998381247653152
Calm3,3,0.03498757118107206
Caln1,3,0.3673313877026843
Smim3,3,0.5073479385839751
Ntrk2,3,-0.05855126286884743
Nuak1,3,-0.05515584705399631
Phtf1os,3,-0.2732414723706254
Snx17,3,0.02084980061125608
Kank1,3,-0.23004033473374155
Ankfy1,3,-0.015876802617659634
Smndc1,3,-0.30393948171919577
Nub1,3,0.12850979480177982
Washc5,3,-0.10008586888070738
Camta1,3,-0.11383202515619925
Numbl,3,0.37618222139333646
Insr,3,-2.528126513536711
Canx,3,-0.18432069162380596
Snrpa1,3,0.02734293491562724
Irf2bp2,3,-0.22841780684100235
Cav2,3,-0.4402316276373217
Vti1a,3,0.34079157669139026
Ankrd10,3,-0.2029345284525489
Irak3,3,0.612843859766398
Snrpb,3,0.28341445792848285
Snrpc,3,-0.008141940361635222
Iqsec1,3,0.12970294387887463
Iqcb1,3,0.040856614356293286
Snrpd2,3,0.12886438381309195
Cask,3,0.2319415815360585
Ipo5,3,-0.11127517600217965
Caskin2,3,0.028923764235647687
Snrpf,3,0.6048895929242133
Snrpg,3,0.09303257861468048
Ip6k2,3,0.06088956318568265
Ints8,3,-0.3547993688729034
Pigg,3,-0.06614544643388834
Snta1,3,0.2649912859622778
Ints6,3,-0.24051978159023588
Pign,3,-0.2730601615986256
Ankhd1,3,0.11660709430632905
Insig2,3,-0.24812707765126127
Numa1,3,0.21321780815567823
Pigt,3,0.11959338994389439
Pigp,3,-0.33560925305299844
Rhbdl1,3,0.1210841159667929
Snx10,3,-0.33625975542969244
Carmil2,3,0.13729361840524976
Nudt3,3,0.7508684639882085
Zfp770,3,-0.29078751687888893
Itfg1,3,-0.2532016973613506
Nudt12,3,-0.3055425618797465
Sncb,3,0.25464632005031423
Sncg,3,0.20144995784005104
Cap1,3,-0.020293650914191164
Vps8,3,0.1843547675376543
Itgbl1,3,-0.37468600082645187
Nudt14,3,0.15158795389351198
Itgb3bp,3,-0.1095480964471817
Capza1,3,-0.28604513503082796
Nudt16l1,3,0.17084632751017223
Snx16,3,-0.33320476973968427
Capza2,3,-0.23471997984119727
Snhg20,3,0.4120950879872416
Inpp5f,3,-0.30399244189403973
Vwa8,3,0.21487720779281247
Capzb,3,0.12580929332706162
Pick1,3,0.3105733471559719
Pid1,3,0.4617069059537209
Isoc2a,3,0.28108220246074855
Ism1,3,0.6853125428808703
Nudt2,3,0.14721242912567295
Car13,3,0.9743234887641462
Snrk,3,-0.009425321175558787
Snrnp200,3,0.22715725754933533
Zfp36l2,3,-0.3687926478506241
Snrnp25,3,0.16352374575574874
Rhobtb2,3,0.11967999008121892
Insc,3,-0.3463195008983971
Kcna2,3,0.3093300533867724
Phkg2,3,0.19285362829947333
Wbp2,3,-0.16786148780775978
Phkb,3,-0.22984207792803085
Wdr47,3,-0.06574102022159457
C1qa,3,0.45348677216310346
Ado,3,0.08439024602399021
Klf10,3,-0.37105374331557023
Ada,3,1.056897627245306
Klc2,3,0.5739176804448093
Acp1,3,-0.1297110321845413
Slitrk1,3,0.07088209500803501
Nsun5,3,0.2287784627755654
Kitl,3,-0.23825567647206897
C1qtnf4,3,0.38170348142168886
C2cd3,3,-0.050484862400326264
Kifap3,3,-0.23989632563805804
Kif5c,3,-0.05074081878210926
C2cd4d,3,7.197142854449617
C2cd5,3,-0.16740765767740354
C330018D20Rik,3,-0.10446397963589488
Pgls,3,-0.007093782144178343
Wdr37,3,-0.28565365437882334
Kif2a,3,-0.25215835235057077
Kif26b,3,-0.02433599644441129
Slk,3,-0.0069455397407888015
Wdr34,3,0.06430789132797282
Zfp719,3,-0.22942658634320034
Cabp7,3,-0.05546628298269628
Cachd1,3,-0.0996336649042796
Kif17,3,0.24271558237399107
Acyp1,3,0.0601699092627153
Pgm5,3,-0.019926030142785614
Adal,3,-0.287442475752876
Nsun2,3,0.07200575788731589
Oaz1-ps,3,-0.5328506134887773
Ilk,3,0.20300385746587885
Anks1,3,0.003577085094225807
Bsn,3,0.15626688468144648
Ankrd6,3,-0.22228910545509972
Btbd3,3,-0.3170655107105376
Ilf3,3,0.02882664801795904
Klhl4,3,-0.30329227169645645
Klhl36,3,0.1326405508188972
Adam11,3,0.3306035478725185
Btf3,3,0.0206328695232555
Btg2,3,0.44162327835754595
Wdr78,3,-0.4547796472669412
Klhl23,3,-0.10228911156529881
Slc9b2,3,9.471728850079712
Wdr77,3,-0.07359509980959418
Wdr7,3,-0.08876264470628359
Ilkap,3,-0.08779791974488564
Immp1l,3,-0.07291210969418298
Wdr74,3,0.1350925745471968
Klhdc7a,3,0.03967156867230918
Slco1c1,3,-0.31177574460037155
Klhdc3,3,0.32229533933591786
C030023E24Rik,3,-0.6132143494892195
Rit1,3,0.21461221844814435
Klf9,3,0.13633616838275597
Pgap1,3,0.21774846484404894
Slirp,3,0.4080838268065037
Immt,3,-0.18294822768810848
Ripk4,3,13.429159457699198
Smad3,3,0.09590036670152789
Nt5c,3,0.3895617907021083
Kidins220,3,0.19543553064222885
Snx18,3,-0.0412748372984821
Kcnma1,3,0.08540657912707549
Kcnk9,3,0.23148975934930466
Kcnk3,3,0.455091824155243
Kcnk13,3,-0.3392918345888066
Kcnj9,3,0.3024299758922358
Cacul1,3,-0.22784697661545303
Kcnj4,3,0.3057834880364898
Smchd1,3,-0.20059520089975422
Kcnj2,3,-0.2831804265996272
Nyap1,3,0.126475825424582
Actr3,3,-0.2807511530819192
Ntn4,3,0.4020024379884259
Actr2,3,-0.05159177761078108
Zfp758,3,-0.1685216309375701
Kcnn2,3,0.15402567595493385
Cad,3,0.04214894917442479
Smg6,3,0.17516721308138913
Cadm1,3,0.16711842251566242
Kcng2,3,0.00893761243524486
Ankrd28,3,-0.06486417908219999
Kcnf1,3,0.47570649628613454
Wdfy2,3,-0.0956730910792948
Ric3,3,0.06448251564565556
Kcnc3,3,0.03932319128274394
Angptl6,3,0.04315413053533966
Kcnc1,3,-0.11454340976448259
Ric1,3,0.14163886896787906
Kcnab2,3,-0.24427311232098706
Ntmt1,3,0.3442931369681653
Kcnq1ot1,3,-0.16750958512045133
Pgpep1l,3,-0.11477084965892324
Smarca1,3,-0.26556748941050046
Khk,3,0.2609931629407169
Cblb,3,-0.28598766539726955
Ring1,3,0.4154021837736579
Ampd3,3,-0.1878193431148583
Nt5c3,3,0.13551878737950526
Wdr26,3,-0.205811469472317
Rin2,3,0.1245420737662646
Kdm5a,3,0.2847652865763196
Smad9,3,-0.06404986317940853
Amy1,3,-0.08318221340314336
Rims2,3,0.0760797778989537
Oard1,3,0.3052868472009747
Kdelr2,3,-1.622663880683494
Kctd4,3,-0.5287127331705629
Kcnq2,3,0.14343459528681188
Kctd3,3,0.3978622481893078
Pih1d1,3,0.2462894109892607
Smarca4,3,0.18948816416468256
Smarca5,3,-0.206669057975793
Phf10,3,-0.2529946260481629
Smarcad1,3,-0.15356526271874005
Cacng4,3,0.12922785327082145
Angptl4,3,0.5539079569481445
Cacng8,3,0.020486866042656333
Phf12,3,0.2509637222585699
Smarcc2,3,0.03592347198455442
Rif1,3,0.07432249551123862
Smarcd3,3,0.015559503538611038
Arhgef1,3,0.18824768449696339
Rrn3,3,-0.14499071290648743
Lrrn3,3,-0.26488007946889597
Mrps30,3,-0.20850003965276578
Zc3hc1,3,0.005818760089000234
Zfp592,3,-0.0959905872511963
Mrps24,3,0.04367670269647697
S100a1,3,0.13116422306408507
Mrps26,3,0.28644340595716
Nf2,3,-0.07041317235918737
Mrps33,3,-0.015583525993719063
Zfp60,3,-0.21169393434934372
Atf7,3,-0.22921508130411664
Atf6,3,-0.05966152581693787
Ahcyl1,3,-0.24283295608270916
Ahdc1,3,0.10598965464558881
Mrps9,3,0.17211056529584845
Mrtfa,3,0.07695329616923025
Papss1,3,0.11552018755952051
Papss2,3,-0.024351551927463373
Nfat5,3,-0.018434331131024894
Rph3a,3,0.2594588626323583
Sdk2,3,0.06728256123556638
Mrps12,3,0.20534756070831495
Zc3h4,3,0.043032414620768344
Nfatc3,3,-0.23979056943307472
Mrps10,3,0.19772337469724427
Mrpl58,3,-0.03891094009956767
Atl2,3,-0.07848212244096303
Mrpl53,3,0.11866582861415509
Zc3h13,3,0.19766436250917507
Mrpl48,3,0.15230748166355357
Aldh5a1,3,0.03147654137067774
Sdsl,3,0.34986795611826516
Mrpl46,3,0.2683135099210999
Mrtfb,3,0.06761850642439476
Mrto4,3,-0.3034266160209365
Atad2b,3,0.1183814497205792
Mtcl3,3,0.16853258090551435
Asic2,3,0.010987440319884625
Scp2,3,-0.10695080709478315
Mtmr6,3,-0.02911025334649833
Mtmr4,3,0.049396508400180755
Scrn1,3,0.2011916193261627
Zfp553,3,0.1486608053619407
Aqp11,3,0.2321189062036269
Mtm1,3,-0.14002683115149558
Palm,3,0.4470512468169285
Scyl1,3,0.03757820075828602
Asph,3,-0.07269771395528027
Sdc4,3,0.23832448501876197
Mterf2,3,-0.08105697184256405
Mtcp1,3,-0.5696806008576193
Sdcbp,3,-0.3103067166226511
Zfp580,3,0.1034154446922826
Zfp574,3,0.14979860515325039
Palmd,3,0.01585928611415286
Sdf2,3,0.18079979926523554
Pals1,3,-0.10313545965695015
Astn1,3,-0.058456095365239456
Astn2,3,0.18266244929199438
Asxl2,3,0.10971592050865503
S100pbp,3,-0.0011481240665458063
Mt-Rnr1,3,-0.416216426455764
Msrb2,3,-0.12138368411610463
Aldh2,3,0.1257878323155956
Osgep,3,-0.13104029729768435
Msmo1,3,-0.288796944876691
Sdhaf1,3,0.3533646198989939
Mrpl45,3,-0.09163051932875561
Rpe,3,-0.29234722793407875
Atmin,3,0.4860673835688985
Zbtb7c,3,0.2487664294838757
Sec61g,3,0.18489609614832947
Sec62,3,-0.05665114963189181
Secisbp2l,3,-0.09905588059861592
Seh1l,3,-0.13409023320859279
Mpp5,3,-0.34197742525255453
Mpp2,3,0.2673323603612964
Atp2b4,3,0.3974119235942302
Atp2c1,3,-0.2030076483548389
Rp9,3,0.38219823413171705
Rp2,3,-0.41782081862909715
Mospd3,3,0.1850276034613562
Selenok,3,0.023194010352113298
Nfu1,3,0.15919319781186225
Apoc1,3,0.2862405513665703
Ruvbl1,3,0.2262186266241052
Os9,3,0.331089000891453
Pawr,3,10.876390514029806
Morn2,3,0.378241950695141
Rusc2,3,0.12685503822428712
Morf4l2,3,-0.026066525972380274
Ngef,3,0.18168009847531036
Morf4l1,3,-0.08907341734393352
Atp5e,3,0.3084089688824966
Ngrn,3,0.07948681544027518
Paxbp1,3,-0.2104495199352376
Mocs3,3,0.40492606450190793
Rusc1,3,0.12884680622011457
Selenos,3,0.04737487268826392
Atp5g2,3,0.24122970079540665
Mob3b,3,-0.5007894468379009
Sec61b,3,0.31404037015925684
Nfkbib,3,0.2907849134619487
Atosa,3,0.20434691011410835
Atp13a3,3,-0.1719248212373301
Mrpl40,3,0.2019461258140302
Mrpl39,3,-0.06070759083266842
Rpap1,3,-0.03276795133908758
Agtpbp1,3,-0.0831234877548541
Atox1,3,0.0026556808173193356
Mrpl33,3,0.1882133001968891
Mrpl30,3,0.0006558291120948995
Osbpl6,3,-0.06247632977469444
Nfia,3,-0.13644873143420538
Mrpl27,3,0.1066798645788917
Aldoc,3,-0.10772920117211453
Rpa3,3,-0.2009824030460898
Agpat5,3,-0.19018239046248803
Zc3h12b,3,0.4205270985544805
Parp14,3,0.19292648740062163
Mras,3,0.16388772712037541
Mrpl18,3,0.003990295836159813
Osbpl11,3,-0.19254146146452356
Mrpl13,3,0.08540804436124187
Zc3h11a,3,-0.35902628405638937
Sec23b,3,-0.08513875269445348
Sec23ip,3,-0.12424666032422868
Mro,3,-0.12447327668617336
Osbp2,3,0.23597561671305112
Parp8,3,-0.2690449461023525
Parvb,3,0.08212915369019723
Mrgbp,3,0.10745334779988969
Atp1b3,3,-0.2849522170746481
Mreg,3,4.758004623283353
Nfkbia,3,0.5281966704022402
Nes,3,1.4995065476212213
Mtor,3,0.0773273216302473
Nepro,3,-0.2083488724401661
Naxd,3,0.018912187685452442
Sarnp,3,0.11184173041088202
Ncapg2,3,-0.3920792773952364
Arhgap12,3,-0.11752358645444132
Akirin2,3,-0.25932689601739006
Akirin1,3,-0.24548255737829208
Nbr1,3,0.04643853643703607
Nbl1,3,0.08315378074229023
Sars2,3,0.22498643880132804
Arfrp1,3,0.06634184447284423
Nbeal1,3,-0.0980213358601187
Nbea,3,0.174610835852376
Ndufs4,3,-0.19977588318650816
Zfas1,3,0.3363763005872316
Arl6ip4,3,0.3046891392743048
Sash1,3,-0.20294929559237862
Sarm1,3,0.2761361668053351
Nat14,3,0.29455125249796155
Sat2,3,0.2391126029593604
Rpl22,3,-0.037496592983669016
Sbf1,3,-0.08171226543155934
Ndufs6,3,0.5309567110460042
Napg,3,-0.23559186689878303
Napb,3,-0.2426719328048512
Nap1l4,3,-0.027201857093840077
Arl8b,3,-0.22792324782329831
Armc1,3,-0.253328052619762
Nampt,3,-0.049351431737790816
Scaf1,3,0.2564663211378499
Zfand2b,3,0.1807348670271797
Armcx1,3,-0.19469004098760057
Ncdn,3,0.10146295229498914
Saraf,3,0.1164049674498632
Nae1,3,-0.08984602559655415
Oxr1,3,-0.32954139655107045
Ndufb11,3,0.04217498297994948
Otud6b,3,-0.21898134813571518
Arhgef10,3,0.22021170700702364
Ndufb2,3,0.1581969874835261
Otud7a,3,0.08846260310647842
Rpl29,3,0.21427493128826405
Alcam,3,-0.16065559193123716
Zfp13,3,0.10331322668311159
Zfp120,3,-0.2135622515703927
Ndufa6,3,0.22554411519302872
Ndufa4,3,-0.0024838364528989437
Ndufb5,3,0.016996715337542573
Arhgef28,3,0.34182932002928595
Arhgap35,3,-0.0723335306891404
Arhgap32,3,-0.06245598759262652
Pa2g4,3,-0.22682244279251287
Arhgef9,3,-0.059054145343858395
Arid1a,3,0.2528162314802637
Ndp,3,-0.34896838908164357
Arhgap29,3,-0.3906227160439782
Akt3,3,-0.07112581214109753
Ndfip2,3,-0.31726490479958525
Samhd1,3,0.3217076169247138
Samm50,3,0.09656628175199371
Arid5b,3,0.21982881368422133
Ncoa6,3,0.006329597531333031
Ncoa3,3,-0.05699365814501256
Ostm1,3,-0.03495029961550735
P4ha2,3,0.21559243309157483
Ncl,3,0.059677772363780426
Akap8,3,-0.0507542850057458
Nadsyn1,3,-0.23096301755361814
Neo1,3,0.06686445179316526
Nelfcd,3,0.2131301221098274
Arrb2,3,0.17150991212601818
Zfp536,3,0.28804421369010313
Scg3,3,-0.03876988209421714
Arrdc3,3,0.12656075081972487
Arsb,3,0.09289287434666148
Myl12b,3,0.07208924147814791
Myh7b,3,0.5783382100620775
Paip1,3,-0.1934011011926006
Myg1,3,0.009280297087012659
Paip2,3,-0.35631478682173423
Osmr,3,0.12633704936340526
Aip,3,0.2963023404060452
Scmh1,3,0.10731792674483065
Scn1a,3,-0.34353518959216034
