symbol,mean_lfc
0610009J22Rik,0.5239858349
0610010K14Rik,-0.09192246636028217
0610012G03Rik,0.5078269071709516
0610039H22Rik,-2.077456753002446
0610042G04Rik,0.3783689198311323
1110002E23Rik,0.7627860107000001
1110006O24Rik,-0.008536752334364683
1110007C05Rik,0.5395698698
1110008P14Rik,0.5909010721061803
1110012E06Rik,0.5888325934
1110018N20Rik,0.8602922384800182
1110019L22Rik,0.5533107912749999
1110020A21Rik,1.0293713373195172
1110025M09Rik,0.19117147221796485
1110038B12Rik,1.044195406728905
1110038F14Rik,-0.7085845389488292
1110046J04Rik,-0.6302942643858377
1110059E24Rik,-0.504175733427691
1110059G10Rik,-0.5128467601941761
1110065P20Rik,0.40484280364595426
1190005I06Rik,1.3957666403256168
1190007I07Rik,0.5695521096614671
1300003K24Rik,0.64187097795
1300017J02Rik,2.8234969365200304
1300018P11Rik,0.5099455834
1500002F19Rik,0.9428138536750424
1500003O03Rik,-0.6593969692
1500015O10Rik,-1.1492580595
1500026H17Rik,0.5954133472848542
1500031H04Rik,-0.536464705725
1600023A02Rik,-1.15434422215
1700001O22Rik,-0.5442679092920638
1700008J07Rik,0.5480905086247974
1700008O03Rik,0.8870809026781693
1700016K19Rik,-1.2319016873838775
1700019D03Rik,-0.8074686039170894
1700020A23Rik,1.6984516545298451
1700022N22Rik,0.5573894176488495
1700024G13Rik,2.000880364949134
1700027J05Rik,0.53964905885
1700028K03Rik,-0.8515613710419745
1700037C18Rik,0.36978317072972683
1700037H04Rik,1.0545173424156293
1700047G03Rik,-1.4309694756994993
1700049J03Rik,2.3790196680736804
1700056E22Rik,-0.16175129697353208
1700066M21Rik,-0.6129992069438247
1700071M16Rik,0.7769487424098854
1700084C01Rik,0.535909099175
1700086O06Rik,0.6982201886909114
1700102P08Rik,-0.7203519998569456
1700123O20Rik,0.9329408898333323
1810009A15Rik,0.3343841306928841
1810010H24Rik,0.6447821767342986
1810014B01Rik,0.9970587665321528
1810015A11Rik,0.5392976327666666
1810019D21Rik,-0.6871854419549724
1810035L17Rik,0.51168551145
1810044D09Rik,1.2462454412068884
1810064F22Rik,-0.5983660083000001
1810073G14Rik,0.6890250650333334
2010001A14Rik,-0.04440311379215761
2010003K11Rik,1.169992810669862
2010010A06Rik,-1.2944108908389798
2010016I18Rik,0.8823269864060966
2010106E10Rik,1.816984715970024
2010315B03Rik,-0.6696478884397157
2010320M18Rik,-0.7814198173725876
2210016L21Rik,0.5119823946762143
2210403B10Rik,0.5170688066
2210416O15Rik,1.0225369383121206
2210418O10Rik,-1.1311661427740751
2300009A05Rik,0.1627392021848648
2310003L22Rik,0.50922361645
2310009B15Rik,0.9308086201191303
2310011J03Rik,0.2873143774510807
2310022B05Rik,-0.5076561494
2310030G06Rik,0.5822622569590175
2310034O05Rik,2.0936884548998105
2310036D22Rik,-0.7858731747
2310039H08Rik,0.7793007955330977
2310040G24Rik,1.4238126003821818
2310047M10Rik,0.5222361773833333
2310061N23Rik,0.6570452100999999
2310066E14Rik,0.55072040595
2310067G05Rik,0.56773233315
2310068J16Rik,0.6971028134144256
2310075A12Rik,0.696117836025
2310075K07Rik,0.8643122303700559
2400003C14Rik,0.5528897622
2410006H16Rik,0.26120679080879877
2410021H03Rik,4.733128024833875
2410022M11Rik,0.8875869501170744
2410066E13Rik,-0.504032801
2410127E16Rik,0.5610203394000001
2510002D24Rik,-0.6609808107545406
2510004L01Rik,0.6134736004
2510017J16Rik,-0.6181155096186302
2510022D24Rik,-0.2599339480831425
2600006K01Rik,-0.24785404451816834
2600013N14Rik,0.5413345698
2610014H22Rik,0.5197118955
2610020C07Rik,-0.6569965077382542
2610035D17Rik,-0.8061689025039481
2610039E05Rik,0.5827836467666666
2610306M01Rik,0.2828729483827861
2700052C19Rik,-0.6886796448535348
2700078K21Rik,0.531801980825
2810001G20Rik,0.5180369105054049
2810025M15Rik,0.43429415008114464
2810049E08Rik,0.8414226501294318
2810410L24Rik,0.44658687033633965
2810410P22Rik,-0.5797584633
2810442O16Rik,-0.555385050575
2810454H06Rik,-0.964282858003212
2810459M11Rik,1.2206747453523943
2900009J06Rik,0.8343639901412203
2900041A09Rik,0.6346476822
2900046G09Rik,-0.61098533605
2900064A13Rik,0.5237600365499999
2900064F13Rik,-1.1995471335211672
2900089D17Rik,0.5902249258389257
2900093K20Rik,0.24734771024915195
3000002C10Rik,-0.7182482241630882
3010033P07Rik,0.525232093
3110009E18Rik,0.5638340623051875
3110040N11Rik,0.5954921500178428
3110045C21Rik,-0.5972201600504053
3110053B16Rik,-0.737990396184401
3110070M22Rik,0.8657080836361734
3110082I17Rik,-0.944463665037848
3300002A11Rik,2.64516175614298
4631403P03Rik,-0.50858298
4732465J04Rik,-0.9894655845738222
4732471J01Rik,0.6038834871530965
4732491K20Rik,-0.6570609158618992
4831440E17Rik,-0.6178610133057877
4833412K13Rik,-0.5612563296151701
4833420G17Rik,0.5156788238
4833422M21Rik,-0.5356593418569185
4833438C02Rik,0.6199307154242326
4833439F03Rik,0.5569339155105741
4922502B01Rik,-0.5216067659034878
4930404H24Rik,1.4616401275350226
4930404N11Rik,-0.9395403754796088
4930405H06Rik,3.895882294751636
4930413G21Rik,0.6392434145142004
4930430E12Rik,2.4975748937601296
4930431P03Rik,-1.1693670743987374
4930445K14Rik,-0.5758879768388269
4930447C04Rik,-0.1347746088316144
4930455C21Rik,-0.5204765888
4930473A02Rik,-1.9788348448129844
4930480G23Rik,-0.8686547414612594
4930480K23Rik,-0.9811647292264638
4930502C15Rik,1.258166850838531
4930503L19Rik,-0.5810555975860833
4930511E03Rik,1.4234402869719365
4930512J16Rik,2.0794965326617336
4930522L14Rik,-0.18713792527643405
4930526I15Rik,0.017093806288277114
4930538D17Rik,0.5840702100833334
4930562F07Rik,-0.9226307591111478
4930572J05Rik,0.564650033975
4930579G24Rik,0.6134475409183928
4930579K19Rik,1.0302300450932602
4930598N05Rik,-1.0036392547625392
4931408D14Rik,1.0750181152707603
4931422A03Rik,1.5559320946594142
4931440P22Rik,0.8927930885073627
4933407L21Rik,0.8239696009612385
4933411K16Rik,1.5305143017982097
4933426B08Rik,1.4064206770543475
4933427D14Rik,0.7670247022
4933427I04Rik,1.1882468466544645
4933430I17Rik,-0.9197106254662486
4933431E20Rik,1.403684990352527
4933432I03Rik,1.5278441803361444
4933432I09Rik,-0.5825645246850524
4933439C10Rik,-0.545667056158598
4933439C20Rik,0.52050751105
4933440N22Rik,0.5825642501211183
5031425E22Rik,0.7353836531952377
5033430I15Rik,-1.3289122752350155
5330410G16Rik,0.5828430273999999
5330414D10Rik,0.5531948252
5430401H09Rik,3.5372777666327337
5430403G16Rik,-0.7192177450910194
5430416N02Rik,0.9025227421301382
5430425K12Rik,-0.9323595274767836
5530601H04Rik,-0.7712120534695802
5730405A17Rik,-0.5022322172266918
5730405O15Rik,0.7565407640307001
5730408K05Rik,1.0740204794608457
5730420D15Rik,2.318209362959246
5730480H06Rik,-0.5640584321620041
5730555F13Rik,-0.5483087078
5830418P13Rik,-0.8895139160145364
5830448L01Rik,0.6264494800221169
5830454E08Rik,1.114706262547193
5930409G06Rik,-0.6601163871117497
5930430L01Rik,0.617402940984282
6030458C11Rik,1.1126905113518042
6230400D17Rik,-0.5663252970788178
6330410L21Rik,-0.797047813666547
6330415B21Rik,2.912299528193897
6330415G19Rik,0.6442493823229053
6330548O06Rik,0.6369981549
6330549D23Rik,-7.6159855882514815
6430548M08Rik,-0.17160054472757402
6430550D23Rik,-0.7907477171374591
6430571L13Rik,0.5003080383030972
6720427I07Rik,-0.750790134068767
6820431F20Rik,-0.6228281046171477
8030453O22Rik,0.5169894243452609
9030607L20Rik,1.770917927365064
9030612M13Rik,-0.8469666051
9130002K18Rik,-1.5693887119567014
9130221H12Rik,8.584349480447152
9130401M01Rik,-0.7414366853901052
9230114K14Rik,0.8800058628976768
9330020H09Rik,0.4507504135898344
9330117O12Rik,-0.5997620108269711
9330121K16Rik,-0.8470366501833071
9330133O14Rik,0.995820128757304
9330162012Rik,0.8548280732810101
9330162G02Rik,-0.6128572374127362
9430038I01Rik,0.601548458557901
9430041J12Rik,0.6622073683733496
9430078G10Rik,0.5490156221235034
9430083A17Rik,0.6463508963846124
9530077C05Rik,1.1051256312429576
9630001P10Rik,-0.8452209812111858
9630009A06Rik,0.8825168973783726
9630013A20Rik,-0.7346709855723204
9630050M13Rik,0.5265608646
9930012K11Rik,0.7713787713155805
9930017N22Rik,-0.5820607811299096
9930021J03Rik,0.5786182584236662
9930111J21Rik1,0.8045292360785105
A130010J15Rik,-0.5551113680772544
A230009B12Rik,-5.954947094152372
A230020J21Rik,0.3343637682407459
A230045G11Rik,0.004969297808240125
A230051N06Rik,1.3319247696937557
A230103L15Rik,-0.022652032094197194
A230107N01Rik,-0.6165073328898325
A330001L22Rik,1.7057672286601693
A330008L17Rik,-9.794818021179127
A330015K06Rik,1.2058157585542748
A330023F24Rik,-3.0913669765694594
A330040F15Rik,0.9383627089833924
A330070K13Rik,0.9336757843934343
A330074K22Rik,0.22931789437078196
A330076H08Rik,-0.7884710949746652
A430035B10Rik,-0.0076153177666496985
A430057M04Rik,-0.5812574961487234
A430093F15Rik,-1.4672575662385203
A430106J12Rik,0.7230295752
A4galt,-0.04319992394151795
A530016L24Rik,0.8974399255379097
A630019I02Rik,2.826569213366267
A630026N12Rik,-0.5551424167960362
A630039O03Rik,1.0534571704984974
A630076J17Rik,-6.501425649476066
A730020M07Rik,-0.8649998602562272
A730035I17Rik,0.9746263823954116
A730036I17Rik,3.1543419331050826
A730063M14Rik,1.534077730806247
A730098A19Rik,0.6147320492260293
A830019P07Rik,0.7269868704029638
A830021M18Rik,-0.642105688028863
A830052D11Rik,0.8724875261775965
A930001C03Rik,0.5812574325262664
A930003O13Rik,-0.7455601445896846
A930004D18Rik,-1.434646136564269
A930005H10Rik,0.5532377935719728
A930033H14Rik,0.5636746999850286
A930037H05Rik,0.9834138557091118
A930038C07Rik,-0.5285775793666666
AA386476,-0.5909538537024728
AA543186,1.2930261380528818
AB010352,-0.18538588632858818
AB124611,0.6518563015858372
AI115009,0.5993430667646346
AI197445,0.7928105776443619
AI225912,-0.912853100040079
AI413414,0.555585549975
AI413582,0.09962551029958455
AI427515,-0.5744187579
AI429214,-0.6570641557586776
AI450353,-0.7882057873340618
AI480556,0.81387558065
AI481100,0.5906162152000001
AI504432,-0.7043012323994177
AI506816,4.253782048500547
AI507597,-0.8823480767514805
AI661453,1.096251891622947
AI839920,0.5473805525
AI840980,0.5318204378
AL024210,0.5230516524
AL033326,0.52804459285
AU018091,1.0311465975196377
AU022754,0.5513857467170209
AU022793,1.4690267246458788
AU041133,0.4520396274106289
AW011752,-0.51722654345
AW060766,-0.17919140988333335
AW538196,0.553762364925
AW549877,-0.5073672515486781
AW551984,0.7418811796706227
AW742319,-0.5624012803833337
AY036118,0.860914183058249
Aacs,1.2680150401927552
Aamdc,0.5588080786992072
Aamp,0.15917540601172284
Aarsd1,-0.570990814168756
Aatk,-0.5671053177272349
Abat,0.8255264936182262
Abca13,1.5250828593014667
Abca5,0.7268438195932125
Abca6,0.7350674572344562
Abca7,0.53819691255
Abca8a,0.8542074288494983
Abca9,1.6204279031962343
Abcb10,2.2875559919712427
Abcb4,2.097651382379655
Abcb6,0.51883416525
Abcb7,0.27651106395636366
Abcb8,0.5173332511
Abcb9,0.537403054052944
Abcc3,0.8971242492725144
Abcc5,-0.5324931925296555
Abcd2,1.1582040351401384
Abcg2,-0.5159828188803468
Abcg3,-0.8638993684504856
Abcg4,3.3382127351115134
Abhd11os,1.6416313965724378
Abhd12,1.53051497662148
Abhd17b,-0.5276688209495941
Abhd18,-0.5316931936579026
Abhd2,1.2078172358313948
Abhd5,0.5361428703392094
Abhd6,-0.7532686657344604
Abi1,-0.522121529899999
Abi2,-0.906645375147846
Ablim1,0.5684562089826103
Abracl,-0.6162492502097915
Abt1,-0.6437952283768642
Acaa1a,0.6012302724639578
Acaa1b,0.03417282819241002
Acaca,1.2123338563122665
Acacb,1.7558693594286536
Acad10,0.5617494714576551
Acad11,0.7393286412494122
Acadsb,0.540534746575
Acadvl,0.5488525857758652
Acat2,0.7596738925424905
Acbd6,0.3047970641290502
Accn2,0.556059626325
Ace,0.11203185059652171
Acer2,0.5797361375181971
Acer3,-0.6811036032508726
Ackr1,0.777925728632625
Ackr2,0.5514825697204281
Ackr3,0.7323473692077024
Acly,1.567561840262174
Aco2,0.6092212290178902
Acod1,1.5270949755932637
Acot1,1.5698404484869553
Acot11,1.157112739748796
Acot2,1.2359458316876917
Acot3,2.4982740451872725
Acot4,1.5001598449568816
Acot6,1.0382187857575975
Acot7,-0.500780054074504
Acox1,0.5764660426567902
Acoxl,-0.5790691302477582
Acp4,-0.24006159128848664
Acp5,0.8060683378057952
Acp6,0.5856216992845473
Acpp,0.5750485447577953
Acsf2,0.9687800031138234
Acsf3,0.6283119391917104
Acsl1,0.6215229779419995
Acsl3,0.7632033799982605
Acsl6,1.994913705884572
Acsm3,1.5078578737335575
Acss2,1.370382979333294
Acss3,0.5783459483354093
Acta2,0.5700596541338245
Actb,-0.5897116012875
Actg1,-0.7406334661776152
Actg2,-0.5437693978851694
Actl6,0.575445388725
Actn2,-1.03755984255582
Actn4,0.5565315295
Actr2,-0.5712096918101676
Actr3b,-0.6320146233264129
Acvr1b,1.054041065055577
Acvr1c,3.7870434447429897
Acvr2a,0.5381812241013998
Acvrl1,0.8201411018218794
Acy1,0.6303058494452262
Acy3,0.5593152553864095
Acyp1,0.6723693828506047
Ada,0.9620322823623125
Adam10,0.5187362832379379
Adam11,0.14241019767829088
Adam12,-0.7676756585494182
Adam15,1.006657621723598
Adam22,-0.5910628895205897
Adam33,2.0756097883785856
Adam8,-0.6648526824055776
Adam9,0.5503935928
Adamts10,0.5277439408048183
Adamts13,1.3100064407000758
Adamts14,0.6997840322532265
Adamts2,-0.6571513593256864
Adamts3,-0.7570820012570847
Adamts4,1.6600568739708417
Adamts5,1.0542290321852914
Adamts6,-0.6565235551152546
Adamts7,0.673548726358032
Adamtsl1,0.7433696588443823
Adamtsl4,0.6538943795782107
Adamtsl5,0.5837059448128216
Adap2,4.408673921656705
Adarb2,0.541652031077961
Adck5,0.58626391045
Adcy4,0.5530584674542183
Adcy5,0.6299401596250886
Adcy9,0.05307078692928363
Add2,2.109393429522246
Adgra2,1.000222423263477
Adgre1,0.5524965298840371
Adgrg7,1.9641684274595357
Adgrl1,-0.6333908351780702
Adgrl4,0.16757899242715354
Adgrv1,-6.856759286350177
Adh1,0.7495497995652083
Adhfe1,0.6238951091415669
Adig,1.0602358450795244
Adipoq,0.8433448087932416
Adipor2,0.701343699540559
Adm2,1.101156762837939
Adnp,0.5302782414892309
Adora2a,0.6693315029222654
Adora3,1.662883125855489
Adprhl2,0.6392218760413975
Adra1a,0.9353494868280967
Adra1b,0.8532223968690275
Adra1d,1.261580743504799
Adra2a,0.31896144397534937
Adra2c,8.620951497326477
Adrb3,0.8851572551059911
Adrm1,0.2443066243781015
Aebp1,0.6602504041488535
Afap1,1.018516582328145
Afap1l2,0.8395299536743288
Aff2,0.27884697540308795
Afp,-0.5872102064093639
Agap2,0.5832757132864289
Ager,0.8630683050132965
Ago2,0.8155908100674208
Ago3,0.23847113153720573
Agpat1,0.5487787632495111
Agpat2,0.2619652868928772
Agpat3,0.5293247935663823
Agpat4,0.7723077210095405
Agps,0.3042501466463266
Agrp,1.140151434198657
Agt,0.9259284620899356
Agtr1a,0.6290043572310609
Agtr2,-0.516618954355364
Ahi1,1.3030083483110126
Ahnak2,0.7324749961467747
Ahr,1.2585960579040945
Ahsa1,-0.653398571037328
Ahsp,2.859705656467002
Aip,-0.5365877835398601
Ajuba,-6.932379332794344
Ak2,0.5538421665250601
Ak4,0.0908963724304317
Ak5,1.0706155149576329
Ak6,0.5749377623921909
Akain1,-7.437421033327964
Akap10,0.5511651111718847
Akap17a,0.3950910688990099
Akap6,0.5757196152331717
Akap7,0.5563958174892946
Akap8l,-0.6517240482629084
Akip1,0.5167692808387659
Aknad1,2.7629958955621468
Akr1b7,0.7580288122208297
Akr1c14,-0.6600205444041065
Akr7a5,0.22722143190233268
Akt1s1,0.5906906595281255
Akt3,0.5608350091819541
Alas2,1.0223257405753903
Alb,-0.8828468610531527
Alcam,-0.22695666823715194
Aldh16a1,0.6888947566314925
Aldh18a1,0.52404805205
Aldh1a1,0.7258749618304324
Aldh1a2,-0.0975778108297728
Aldh1a3,1.349448206906994
Aldh1b1,0.5353866763094256
Aldh1l1,0.9199496995582084
Aldh2,1.191397072153559
Aldh3b1,0.8792376017097256
Aldh3b2,1.0046164535340285
Aldh3b3,3.0378577697096123
Aldh4a1,0.6080812078194762
Aldh6a1,-0.228732587133333
Aldoa,0.8168134850953116
Aldoart1,-0.4326717354920988
Aldoc,0.828490345488554
Alg10,1.245608481102343
Alg2,0.50456506765
Alk,0.6271149174638603
Alkbh2,-0.8084846589431774
Alkbh6,-0.5813669736782129
Alkbh7,0.6765196821306363
Alms1,1.019824914366097
Alox12b,-10.065304434718207
Alox5,1.0386949937144383
Alox5ap,-0.597943012692479
Alpk1,0.7344294652156427
Alyref,-0.7161422530473658
Amd1,-0.6575545174382258
Amd2,-0.8467879563389608
Amer1,1.377777597276115
Amer2,0.96112541974694
Amhr2,-0.7467660227329894
Amigo3,-0.5483626712855034
Ammecr1,0.37027536851800935
Amn,0.6863466770427176
Amotl2,0.541187386450474
Anapc11,-0.6310152878679095
Anapc13,0.2184891084629026
Ang,0.2709872642027725
Angel2,-1.074827218208244
Angpt1,0.9534232116082104
Angptl2,0.5968898412405059
Angptl4,0.6981908203222167
Angptl6,-0.875283546413197
Angptl8,-1.573364711509898
Ank1,3.5118597497632185
Ank3,0.5061081159533795
Ankdd1a,-1.437759209664826
Ankmy1,0.5530859840319751
Ankrd12,0.5313536939937339
Ankrd13b,0.5802255836226862
Ankrd13d,0.501811124
Ankrd17,0.5836610808
Ankrd23,10.208040961690168
Ankrd24,0.5641524706183869
Ankrd29,-0.9970267811890652
Ankrd34,0.51535780105
Ankrd35,0.12297065225326394
Ankrd37,0.04352493928326828
Ankrd44,-0.6804443033163208
Ankrd45,-0.5367032728308551
Ankrd52,1.270452017843324
Ankrd55,1.860707749380695
Ankrd61,0.9860221344182006
Ankrd9,-0.5732010467065709
Anks1b,-1.307990661384172
Ankub1,1.1348268827522725
Anln,2.1483106292024283
Ano1,-0.5257366419826477
Ano2,-0.09642145385444734
Ano5,-0.680510133266705
Ano8,-0.023055782136171876
Antkmt,0.5295703369584558
Anxa2,-0.6751799355212794
Anxa4,2.1883292157207457
Anxa8,-0.11867618676597608
Aoah,0.739977210422851
Aoc1,-0.5397488128868473
Aox3,0.8259066494682096
Ap1ar,3.108519224113414
Ap1g1,0.6094419250404571
Ap1g2,-1.0138546395850747
Ap1s1,0.5036800521014938
Ap1s3,-0.5406103236737028
Ap2a1,0.7768263757000001
Ap2s1,-0.9600771508194224
Ap3m2,0.6970086648412358
Ap3s1,-0.030364425618292834
Ap4e1,0.005831273243539159
Apaf1,-0.5072463874145684
Apba1,0.8356952849789951
Apba2,-0.7785097289381501
Apba3,0.5999873498234886
Apbb1ip,0.5126444074727143
Apc,0.5201741739086585
Apcdd1,0.5446567216388968
Apex1,-0.6555445060939015
Apex2,0.003453315815192759
Apg3l,-0.6470451927
Aph1a,0.5609306696497786
Aph1b,0.7387088217650551
Aph1c,-0.6904120562626792
Aplf,0.858639956709229
Apln,-0.7399877920143405
Aplp1,0.8106808846812278
Apmap,2.0986367134527986
Apoa1,1.7469351118007617
Apobec1,0.9119992108788592
Apobec2,1.9068229165640889
Apobr,0.7243908250737613
Apoc1,0.8761890037900196
Apoc2,1.8403947708449016
Apoe,0.5883319825076018
Apol7c,1.539690081704855
Apol8,3.4016599812244515
Apold1,0.9394919395529788
Apom,0.9188251859959397
Aprt,0.7244273978276666
Aptx,0.5319369424698843
Aqp1,1.0427756114356583
Aqp11,1.0177358113425865
Aqp4,-0.7713808470030442
Aqp5,2.346796265602001
Aqp9,1.4651945667156103
Ar,1.2113837413936142
Arap2,0.547490680109987
Arc,1.11633876796959
Areg,0.12240639063275327
Arf5,-0.5253332535004086
Arfgef3,1.4651702790405137
Arfip1,-0.569217530003048
Arg1,2.224225769361196
Arhgap11a,0.5779779210579024
Arhgap19,0.7026678433926798
Arhgap23,0.6480364287509329
Arhgap28,0.8620969498373151
Arhgap29,-0.5526720048064518
Arhgap31,0.12222746362175474
Arhgap5,0.09324597237152454
Arhgdig,-0.3022702066808457
Arhgef10l,1.0978883462983642
Arhgef12,0.6937331204136139
Arhgef25,0.5117089469415411
Arhgef3,0.5343143679852562
Arhgef37,1.301364314778782
Arhgef38,0.7251869807492528
Arhgef6,-0.018994562726826314
Arid5a,0.6906093788905746
Arid5b,0.962757517423922
Arl10b,-0.6270265577500007
Arl11,0.11196726734750401
Arl2,0.08760063917348998
Arl3,0.17480937234835933
Arl4d,0.8823257591277297
Arl5a,-0.5763444948227365
Arl5b,0.5702484394144715
Arl5c,0.656798051408715
Arl6ip4,0.27277227039255164
Armc5,-0.5453888578592081
Armcx4,0.877467078150613
Armt1,-1.9083080722361183
Arnt2,1.2529278072319372
Arntl,-0.6392623862013328
Arrb1,0.54301825115
Arrb2,-0.5432825985593996
Arrdc2,0.9049995094372549
Ars2,0.5236227455833333
Arsa,0.6471211686195517
Arsb,0.668353827110276
Arsk,0.0032675190854810077
Art3,-0.0004566616852663685
Art4,1.4597787498862265
Arx,0.9341067891480658
Arxes2,-0.7660787002771631
Asah1,0.5080427894149466
Asap1,0.6284845222886409
Asb11,0.6077506868472049
Asb13,0.6160247627921555
Asb17os,3.5773938048177376
Asb2,0.2378723449158059
Asb4,-0.40911549130809904
Asb6,0.5968294129666667
Ascl2,-0.7985726495827309
