Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
GO_Biological_Process_2023,Translation (GO:0006412),173/234,3.3326417722967525e-30,1.7529695722280918e-26,0,0,4.8378115146822855,328.3605905932543,RPL4;RPL5;RPL30;RPL3;RPL32;RPL31;RPL34;RPL8;RPL10A;RPL9;RPL6;RPL7;RPS15;EEF1B2;RPS14;RPS17;RPS16;RPL18A;RPS19;RPL36AL;RPS18;RPL36;RPL35;RPL38;RPL37;RPS11;RPL39;RPS10;CHCHD1;RPS13;RPS9;RPL21;RPS7;RPS8;RPS5;RPL22;RPS6;MRPS18B;MRPS18A;RPSA;GTPBP2;GTPBP1;MRPS18C;TUFM;EEF1A1;LARS2;EEF1A2;RPL24;RPL27;RPL26;AURKAIP1;RPL29;RPL28;UBA52;MRPL18;EIF5A2;MRPL19;MRPL17;MRPL14;MRPL12;MRPL13;GSPT1;MRPL11;MRPL20;EIF4EBP2;RPL41;MRPL27;MRPL28;MRPL23;EEF2;MRPL24;MRPL21;MRPL30;RPS26;RPS25;RPS28;RPS27;COPS5;RPS29;RPL27A;AGO2;RPS20;RPS21;RPS24;FARSB;RPS23;EIF4G1;HBS1L;MRPS15;MRPS16;MRPS14;MRPS11;RPLP1;MRPS12;RPLP0;MRPL38;MRPL39;MRPS10;MRPL36;MRPL34;FARS2;MRPL33;MRPL41;MRPL4;RPS4X;RPL7A;MRPL2;MRPL40;EEF2K;MRPL1;RACK1;RPLP2;MRPS28;EIF5A;TSFM;MRPS26;MRPS24;MRPS25;MRPS22;PABPC4;MARS2;DHPS;MRPS21;RPL13A;MRPL47;MRPL48;MRPL45;MRPS7;MRPL46;MRPS6;MRPL43;MRPS5;MRPL44;MRPL52;EEF1G;MRPL53;MRPS9;EEF1D;RPL37A;ETF1;RPL10;MRPS33;RPL12;MRPS34;RPL11;MRPL58;MRPS30;MRPL57;MRPL54;MRPL55;RPS15A;RPL14;RPS3;RPL13;IARS2;RPL15;RPS2;RPL18;RPS27A;RPL17;RPL19;ABCF1;GADD45GIP1;RWDD1;NDUFA7;RPL35A;RPL23A;TNIP1;RPS6KB2;DRG2;RPL22L1;FAU;ABCE1
GO_Biological_Process_2023,Macromolecule Biosynthetic Process (GO:0009059),141/183,5.155231092678351e-28,1.3558257773744064e-24,0,0,5.710391557468019,358.797438944157,RPL4;RPL5;RPL30;RPL3;RPL32;RPL31;RPL34;RPL10A;RPL8;RPL9;RPL6;RPL7;EEF1B2;RPS15;RPS14;RPS17;RPS16;RPL18A;RPS19;RPL36AL;RPS18;RPL36;RPL35;RPL38;RPL37;LARGE1;RPS11;RPL39;RPS10;RPS13;RPS9;RPL21;RPS7;RPS8;RPS5;RPL22;RPS6;MRPS18B;MRPS18A;RPSA;GTPBP2;GTPBP1;MRPS18C;TUFM;EEF1A1;EEF1A2;RPL24;RPL27;RPL26;RPL29;RPL28;MRPL18;EIF5A2;MRPL14;MRPL12;MRPL13;GSPT1;MRPL11;FUT9;EIF4EBP2;APOE;RPL41;MRPL27;MRPL28;INHBA;EEF2;MRPL23;MRPL24;RPS26;RPS25;RPS28;COPS5;RPS27;B4GAT1;RPS29;RPL27A;AGO2;RPS20;RPS21;EIF4G2;RPS24;EIF4G1;FARSB;RPS23;HBS1L;MRPS15;ALAS1;MRPS16;MRPS14;MRPS11;RPLP1;MRPS12;RPLP0;MRPL36;MRPL34;MRPL41;RPS4X;RPL7A;EEF2K;RPLP2;EIF5A;TSFM;PABPC4;DHPS;MRPS21;RPL13A;MRPS7;MRPS6;MRPL43;MRPS5;EEF1G;MRPL52;EEF1D;RPL37A;B4GALT5;RPL10;MRPS33;RPL12;RPL11;TYMS;MRPL55;POLD3;RPS15A;POLD2;RPL14;RPS3;RPL13;RPL15;RPS2;RPL18;RPS27A;RPL17;ABCF1;RPL19;RPL35A;RPL23A;GOLPH3;TNIP1;RPS6KB2;FAU;INHA
GO_Biological_Process_2023,Cytoplasmic Translation (GO:0002181),85/93,9.392513980611374e-28,1.6468207846005274e-24,0,0,17.984749086974166,1119.2353511223605,EIF4A2;RPL4;EIF4A1;RPL5;RPL30;RPL3;RPL32;RPL31;RPL34;RPLP1;MRPS12;RPLP0;RPL10A;RPL8;RPL9;RPL6;RPL7;RPS15;RPS4X;RPL7A;RPS14;RPS17;RPS16;RPL18A;RPS19;RPL36AL;RPS18;RACK1;RPL36;RPL35;RPLP2;RPL38;RPL37;RPS11;RPL39;RPS10;RPS13;RPS9;RPL21;RPS7;RPS8;RPS5;RPL22;RPS6;RPL13A;RPSA;RPL37A;RPL24;ETF1;RPL27;RPL26;RPL29;RPL28;UBA52;RPL10;RPL12;RPL11;RPS15A;RPL14;RPS3;RPL13;RPL15;RPS2;RPL18;RPS27A;RPL17;RPL19;RWDD1;RPL41;RPL35A;RPL23A;RPS26;RPS25;RPS28;RPS27;RPS29;EIF3I;RPL27A;DRG2;RPL22L1;RPS20;FAU;RPS21;RPS24;RPS23
GO_Biological_Process_2023,Gene Expression (GO:0010467),192/296,4.99547853294277e-22,6.569054270819742e-19,0,0,3.1465191410291604,154.33153698305188,RPL4;RPL5;RPL30;RPL3;RPL32;RPL31;RPL34;FMR1;ADARB1;CASC3;RPL8;RPL10A;RPL9;RPL6;RPL7;RPS15;RPS14;ALKBH5;RPS17;RPS16;RPL18A;RPS19;RPL36AL;RPS18;MAGOH;RPL36;RPL35;RPL38;KPNA4;RPL37;RPS11;RPL39;RPS10;RPS13;AGFG1;DDX17;NUP214;RPS9;RPL21;RPS7;RPS8;RPS5;RPL22;RPS6;MRPS18B;THOC1;MRPS18A;RPSA;THOC2;THOC7;MRPS18C;THOC6;EEF1A1;DDX39B;HNRNPUL1;DKC1;SARNP;EEF1A2;RPL24;SRSF3;RPL27;RPL26;RPL29;RPL28;DHX8;RBM8A;MRPL18;MRPL14;MRPL12;MRPL13;GSPT1;NUP160;MRPL11;TPR;EIF4EBP2;RPL41;CHTOP;RBPMS;MRPL27;MRPL28;MRPL23;MRPL24;HNRNPL;RPS26;SETX;RPS25;RPS28;RPS27;COPS5;RPS29;HNRNPF;RPL27A;AGO2;RPS20;RPS21;RPS24;FARSB;RPS23;EIF4G1;HBS1L;MRPS15;SMG1;MRPS16;MRPS14;MRPS11;RPLP1;CELF2;MRPS12;RPLP0;ELAVL4;MRPL36;ADAR;MRPL34;SMG7;NXT2;BICD1;SMG5;SMG6;MRPL41;DUSP11;RBM3;RPS4X;SYNCRIP;RBM4;RPL7A;XPO1;RPLP2;RBM5;RBM6;UPF2;NCBP1;NUP133;DIS3;PABPC4;TESC;DHPS;MRPS21;DDX54;RPL13A;TFIP11;MRPS7;MRPS6;MRPL43;MRPS5;MRPL52;HNRNPH1;RPL37A;RBMS1;HNRNPH3;FYTTD1;RPL10;DDX25;MRPS33;RPL12;RPL11;DDX20;NOL9;MRPL55;EXOSC7;NXF1;EXOSC5;EXOSC10;EXOSC4;RPS15A;PABPN1;RPL14;RPS3;RPL13;RPL15;RPS2;RPL18;RPS27A;EXOSC2;RAE1;RPL17;RPL19;ABCF1;MBTPS1;RNGTT;GALNT2;RPL35A;RPL23A;SORL1;GOLPH3;MCM3AP;TSPAN14;TNIP1;HNRNPA2B1;RPS6KB2;STUB1;FAU;MBTPS2
GO_Biological_Process_2023,Peptide Biosynthetic Process (GO:0043043),117/158,5.795675692861757e-21,6.097050828890568e-18,0,0,4.8385426158296365,225.46241645153847,RPL4;RPL5;RPL30;RPL3;RPL32;RPL31;RPL34;RPL10A;RPL8;RPL9;RPL6;RPL7;RPS15;RPS14;RPS17;RPS16;RPL18A;RPS19;RPL36AL;RPS18;RPL36;RPL35;RPL38;RPL37;RPS11;RPL39;RPS10;RPS13;RPS9;RPL21;RPS7;RPS8;RPS5;RPL22;RPS6;MRPS18B;MRPS18A;RPSA;MRPS18C;EEF1A1;EEF1A2;RPL24;RPL27;RPL26;RPL29;RPL28;MRPL18;MRPL14;MRPL12;MRPL13;GSPT1;MRPL11;EIF4EBP2;RPL41;MRPL27;MRPL28;MRPL23;MRPL24;RPS26;RPS25;RPS28;COPS5;RPS27;RPS29;RPL27A;AGO2;RPS20;RPS21;RPS24;EIF4G1;FARSB;RPS23;HBS1L;PCSK1;MRPS15;MRPS16;MRPS14;MRPS11;RPLP1;MRPS12;RPLP0;MRPL36;MRPL34;MRPL41;RPS4X;RPL7A;RPLP2;PABPC4;DHPS;MRPS21;RPL13A;MRPS7;MRPS6;MRPL43;MRPS5;MRPL52;RPL37A;RPL10;MRPS33;RPL12;RPL11;MRPL55;RPS15A;RPL14;RPS3;RPL13;RPL15;RPS2;RPL18;RPS27A;RPL17;RPL19;RPL35A;RPL23A;TNIP1;RPS6KB2;FAU
GO_Biological_Process_2023,Ubiquitin-Dependent Protein Catabolic Process (GO:0006511),224/367,1.8201374572629515e-20,1.595653837533854e-17,0,0,2.673129462211348,121.50119164944468,KEAP1;UBE2L6;CCAR1;UBE2L3;PSMD8;HERC4;PSMD9;HERC3;NUB1;CDC23;PSMD7;PSMD4;PSMD2;PSMD1;TRIM25;BTRC;FBXO8;SKP2;RNF111;SKP1;RC3H1;RC3H2;CDC34;RNF128;WDR81;DDIT3;KCTD13;NHLRC1;RBCK1;CLOCK;RNF122;VPS28;ANAPC11;RNF216;PCBP2;RNF217;NDFIP2;XBP1;ZRANB1;HACE1;NDFIP1;SIAH3;SIAH2;NPLOC4;UBAP1L;FBXL4;UBXN1;PPP1R11;TGFB1I1;ZFAND2B;OTUD7A;OTUD7B;HERPUD1;TRIM9;UCHL1;CHMP1B;TRIM2;CHMP1A;TRIM3;ARIH2;UBXN7;ARIH1;UBL7;APC2;SIRT1;SIRT2;DDB1;PSMA5;RNF168;RNF167;PSMA3;PSMA4;PSMA2;RNF166;WDR26;NEDD8;PSMA7;PSMB6;PSMB7;PSMB4;SH3BGRL;PSMB5;OS9;PSMB2;PSMB3;PSMB1;SPOP;ZSWIM8;TBL1X;RNF130;MARCHF6;ANKIB1;CRBN;CSNK1A1;USP9X;SYVN1;WWP1;UBE2G1;WWP2;UBE2G2;MIB1;SPSB3;ITCH;PSMC5;SPSB1;KBTBD6;PSMC6;PSMC3;PSMC4;NEDD4;TTC3;RLIM;CTNNB1;TRIP12;KBTBD7;UBE3C;UBXN2B;UBXN2A;UBE2D3;RNF19B;UBE3B;FBXO21;RNF19A;FBXW4;MYLIP;AREL1;FBXW5;FBXW11;FBXW7;UBE4A;KCTD2;UBE4B;FBXO11;TRPC4AP;RNF40;KLHL42;RBX1;TBL1XR1;PLAA;SQSTM1;VCP;PSMD14;KLHL15;UBA6;CUL3;RHOBTB3;UBR3;BAG6;ATXN3;COP1;SHARPIN;NAE1;KLHDC2;KLHDC3;UBE2H;SMURF2;UBE2B;KLHL22;UBE2A;CNOT4;NSFL1C;UBE2W;APPBP2;UBXN11;UBE2S;CHMP2B;CHMP2A;MDM2;UBA1;NFE2L2;RNF187;GSK3B;GSK3A;RNF11;RNF13;RNF14;USP33;ARRB1;ARRB2;GET4;DTX3L;AXIN1;VPS37D;RAD23A;VPS37A;AXIN2;PPP2R5C;PJA2;UBE2R2;SPOPL;CHMP6;CHMP7;CHMP5;VPS4B;RNF6;AMBRA1;RNF7;CBL;RCHY1;RNF4;RNF5;RMND5B;HECTD1;MTA1;RMND5A;ZNRF3;KCTD21;MVB12B;MVB12A;FEM1C;ATE1;FEM1A;FEM1B;RNF25;FBXL19;RNF26;FBXL17;USP28;PML;PINK1;APC;STUB1;TRIM32;TAF1
GO_Biological_Process_2023,Protein Modification Process (GO:0036211),384/711,3.858034107334064e-20,2.89903705779674e-17,0,0,2.018710733712169,90.23948689778472,EPHB6;APP;GMFB;PGAP1;ARAF;PPP2R2A;UBE2L6;UBE2L3;DCAF1;GOLGA2;RPS6KA4;LIPE;PPP4R1;TBK1;RPS6KA5;PPP4R2;CHEK2;OGFOD1;AKT3;PDK4;AKT1;PDK3;KAT7;PRKACA;BTRC;EPHB2;SEPHS1;PRKACB;EPHB1;EPHB3;EPHA5;EPHA4;JMJD4;COG7;EPHA6;CSNK2A1;PRKCB;PRKCE;CSNK2A2;DAPK3;PRKAB1;ATG12;CDC34;ADPRH;CSNK2B;SIK3;PRKD2;ULK1;SIK2;ALG10B;UBA52;TRIB2;EPHA3;MTMR2;MTMR3;RPN2;EPHA10;CTBP1;PRKDC;PIK3R4;MTMR4;EVPL;MTMR6;TTBK1;MTMR7;PPP3R1;NUAK1;HLCS;ST8SIA4;STK38L;ST3GAL6;RCE1;ST3GAL1;ATG5;ST3GAL3;CDK17;LYN;PRRT1;SRPK2;CDK19;ICMT;YES1;ST8SIA1;INSR;PMM2;ST8SIA3;EIF2AK3;BRAF;PTK2;MEX3B;PPP5C;WNK1;WNK2;WNK3;CDK10;ATM;CDK14;CDK16;ATR;PIGS;PTPRT;SMG1;PIGT;GPAA1;PRKAG1;PTPRJ;IKBKB;ING4;SERP2;PPP3CA;PPP3CB;SERP1;B3GALT2;FASTK;JAK2;JAK1;BRD2;DUSP5;MAP4K2;PARP1;MINK1;FN3KRP;SIRT6;BAZ1B;UCHL3;SDHAF2;INCENP;FAM20B;PICK1;SGK3;FAM20A;GAS6;SGK1;CTDP1;ALOX12B;NEDD8;PPP2CA;PPP2CB;PDPR;PAK6;MAP4K5;PAK3;LCMT1;PAK2;MAP4K3;MAP3K1;CSNK1A1;RYK;MCRS1;WWP2;KRT10;HIPK1;HIPK3;HIPK2;PPP1CA;PDP1;TMEM59;TAOK1;CAMK4;STK17B;TAOK2;PKN2;COQ8A;CAMK1;ERO1A;CCNT1;AMHR2;PRAG1;UBE2D3;PLOD2;STK19;JADE3;PARK7;JADE2;CDC14B;PPP1CB;PTAR1;STK11;PIM3;MAP3K9;PIM2;LARGE1;MAP3K6;SBF1;CDKL2;CSNK1G3;MORC3;CDKL5;FBXW11;IGFBP3;DYRK1A;LMTK3;DYRK1B;ADAM10;LMTK2;PRPF4B;VRK1;PPP4R3A;PPP4R3B;FBXO11;FBXW2;CDC25B;RBX1;CTDNEP1;ILF3;CCNE1;MAPKAPK2;TNIK;PHPT1;CSNK1G2;BRSK1;BRSK2;PXK;STK39;STK4;CSF2RA;RSKR;MTM1;STK3;TIMM50;PORCN;GRK2;GRK5;MAN2A2;ATG101;OARD1;STK36;FUT9;GRK4;MAN2A1;STK38;ABL1;ABL2;MARK4;MARK3;MARK2;MARK1;FN3K;NEK7;B3GALT5;SSH2;CLK3;CLK2;CDK9;PTPRD;CDK8;PTPRE;TBCK;COPS5;PTPRC;CDK5;GGCX;STK24;ATG16L2;CDK4;PTPRA;STK25;UBE2S;COPS2;STK26;STT3A;TAF4B;STT3B;TAB1;COPS8;MAP3K13;BMPR1B;MAP3K12;BMPR1A;FGFR1;UBE2M;GSK3B;GSK3A;BMPR2;LRRK2;MAST2;LRRK1;PTEN;ILK;DUSP16;DUSP11;GMPPB;PPP6C;PPP2R5E;RB1CC1;SENP8;TLK1;PRKG1;ILKAP;PPP1R12A;TBP;CHUK;PDPK1;PPP2R5B;PPP2R5A;WIPI1;IRAK3;PPP2R5D;WIPI2;OXSR1;PPP2R5C;DUSP26;YWHAZ;TGFBR1;TGFBR2;LATS1;PPM1A;ZAP70;PPM1B;CREB1;LATS2;NPC1;DAD1;CTDSP2;ATG4C;ATG4B;PFDN1;BIRC6;PIK3C3;ATG4A;CILK1;B4GALT5;CAMK2B;BECN1;NIM1K;PRKAA1;CAMK2D;LTK;PRKAA2;PPM1L;ROCK1;PPM1M;ROCK2;TAF9;PPM1H;PDXP;GLRX;RNF7;PPM1D;ACVR1B;PPM1E;TTL;THBS1;PPM1F;RNF2;PPM1G;MAPK9;MAPK8;ACVR1C;PTPRZ1;MAPK1;CSK;FYN;MAPK6;FNIP2;FKTN;ARFGEF1;ATE1;USP25;LIMK2;TAF10;LIMK1;TAF11;PTPN11;CDC42BPB;PTPN12;PPP2R3A;CDC42BPA;ACVR2B;CDK11B;MTOR;ACVR2A;BCKDK;PINK1;SNRK;MGAT4A;MGAT4B;AQP11;TAF6;TAF5;PTPN5;TAF2;METAP2;TAF1
GO_Biological_Process_2023,Proteasome-Mediated Ubiquitin-Dependent Protein Catabolic Process (GO:0043161),194/319,1.1502109059250244e-17,7.562636706457035e-15,0,0,2.641425590334981,103.02616705066912,PSMD8;CDC23;PSMD7;PSMD4;PSMD2;CDC27;FBXO3;PSMD1;TRIM25;FBXO6;BTRC;SKP2;SKP1;YOD1;CDC34;DDIT3;KCTD13;NHLRC1;RBCK1;CLOCK;RNF122;RNF121;ANAPC13;ANAPC16;ANAPC11;UBE2J1;RNF216;PCBP2;SIAH3;EDEM1;SIAH2;TRIP4;NPLOC4;RNF103;FBXL3;CALR;FBXL5;FBXL4;FBXL6;UBXN1;ZFAND2B;HERPUD1;TRIM9;UCHL1;TRIM2;TRIM3;UBXN8;UBXN7;SEC61B;APC2;SIRT1;SIRT2;DDB1;PSMA5;PSMA3;PSMA4;PSMA2;CANX;WDR26;DMAC2;DERL2;PSMA7;ECPAS;PSMB6;PSMB7;PSMB4;SH3BGRL;PSMB5;OS9;PSMB2;PSMB3;PSMB1;SPOP;ZSWIM8;TBL1X;MARCHF6;CRBN;CSNK1A1;SYVN1;TMUB1;WWP1;UBE2G1;WWP2;UBE2G2;TMUB2;SPSB3;ITCH;PSMC5;SPSB1;KBTBD6;PSMC6;PSMC3;PSMC4;CTNNB1;TRIP12;KBTBD7;UBXN2B;UBXN2A;UBE2D3;LTN1;AUP1;FBXW4;FBXW5;ANAPC7;FBXW11;FBXW7;UBE4A;KCTD2;UBE4B;TRPC4AP;KLHL42;RBX1;SELENOS;TBL1XR1;PLAA;ANAPC5;FAM8A1;ANAPC1;VCP;PSMD14;KLHL15;CUL3;SEL1L;RHOBTB3;UBR3;UBR2;UBR1;HSP90B1;BAG6;ATXN3;COP1;SHARPIN;ANKZF1;KLHDC10;KLHDC2;AKIRIN2;KLHDC3;HSPA5;SMURF2;UBE2B;RHBDD2;WFS1;FBXO38;KLHL22;UBE2A;FBXO31;NSFL1C;UBE2W;APPBP2;UBXN11;UBE2S;DNAJC10;MDM2;STT3B;NFE2L2;RNF187;GSK3B;GSK3A;ARRB1;ARRB2;AXIN1;RAD23A;AXIN2;PPP2R5C;PJA2;NEMF;SPOPL;AMBRA1;RNF4;RNF5;RMND5B;FOXRED2;FZR1;HECTD1;MTA1;RMND5A;UBQLN1;DNAJB9;FEM1C;ASCC3;DCAF12;UBQLN2;FEM1A;FEM1B;FBXL19;SGTA;FBXL17;FBXL18;FBXL15;FBXL16;PML;APC;STUB1;TAF1
GO_Biological_Process_2023,Protein Phosphorylation (GO:0006468),277/500,9.961572088126542e-17,5.821985464838403e-14,0,0,2.121543283412929,78.16871136899292,EPHB6;ATF2;APP;GMFB;RPS6KA4;LIPE;RPS6KA3;PPP4R1;TBK1;RPS6KA5;CHEK2;AKT3;KDR;PDK4;AKT1;PDK3;PRKACA;EPHB2;PRKACB;EPHB1;EPHB4;EPHB3;EPHA5;EPHA4;EPHA6;CSNK2A1;PRKCB;PRKCE;CSNK2A2;DAPK3;PRKAB1;UHMK1;CSNK2B;TYRO3;SIK3;ULK3;ULK2;PRKD2;ULK1;SIK2;TRIB2;EPHA3;EPHA10;CTBP1;PRKDC;PIK3R4;TTBK1;TTBK2;NUAK1;STK38L;CDK17;LYN;PRRT1;SRPK2;SRPK3;CDK19;INSR;EIF2AK3;BRAF;CDC7;PTK2;MEX3B;WNK1;WNK2;WNK3;CDK10;ATM;CDK12;CDK14;CDK16;ATR;DDR1;SMG1;PRKAG1;IKBKB;PPP3CB;CAMKV;FASTK;JAK2;JAK1;HTATIP2;BRD2;MAP4K2;MINK1;INCENP;FAM20B;PICK1;SGK3;TLR7;FAM20A;GAS6;SGK1;TLR4;TLR3;PRKX;EGFR;RELN;PAK6;RICTOR;MAP4K5;PAK3;PAK2;MAP4K3;MAP3K1;CSNK1A1;RYK;DAB2IP;HIPK1;HIPK3;HIPK2;ABI2;ABI3;TAOK1;CAMK4;STK17B;TAOK2;PKN2;COQ8A;CAMK1;CDK5R1;CCNT1;AMHR2;PRAG1;STK19;IGF1R;STK11;PIM3;MAP3K9;PIM2;MAP3K6;MAP3K7;STK32C;CDKL2;CSNK1G3;MORC3;CDKL5;IGFBP3;DYRK1A;LMTK3;DYRK1B;ADAM10;LMTK2;PRPF4B;VRK1;CDC25B;ILF3;CCNE1;DGKQ;MAPKAPK2;TNIK;CSNK1G2;CSNK1G1;BRSK1;CSF1R;BRSK2;PXK;TNKS;STK39;STK4;CSF2RA;RSKR;STK3;GRK2;GRK5;ATG101;STK36;GRK4;STK38;ABL1;ABL2;CLSPN;MARK4;MARK3;MARK2;MARK1;NEK7;CLK4;CLK3;CLK2;CDK9;BMP4;CLK1;CDK8;TBCK;CDK5;STK24;CDK4;STK25;COPS2;STK26;MAP3K10;TAF4B;COPS8;MAP3K13;BMPR1B;FGFR3;FGFR2;MAP3K12;BMPR1A;FGFR1;ALK;GSK3B;GSK3A;BMPR2;FLT1;MAST4;MAST3;LRRK2;MAST2;LRRK1;ILK;EEF2K;RB1CC1;TLK1;ERC1;PRKG1;CAMK1D;TBP;CHUK;PDPK1;CAD;IRAK3;OXSR1;YWHAZ;TGFBR1;TGFBR2;LATS1;TGFBR3;ZAP70;CREB1;LATS2;BIRC6;PIK3C3;TOP1;CAMK1G;CILK1;CAMK2B;BECN1;NIM1K;PRKAA1;CAMK2D;LTK;USP15;PRKAA2;ROCK1;ROCK2;TAF9;ACVR1B;MAPK9;MAPK8;ACVR1C;ERBB4;MAPK1;CSK;FYN;MAPK6;FNIP2;NTRK2;LIMK2;TAF10;LIMK1;TAF11;CDC42BPB;CDC42BPA;MAPK14;ACVR2B;CDK11B;MTOR;ACVR2A;BCKDK;PINK1;SNRK;RPS6KB1;TAF6;TAF5;TAF2;TAF1
GO_Biological_Process_2023,Phosphorylation (GO:0016310),242/429,5.273775005545992e-16,2.774005652917191e-13,0,0,2.206044938705167,77.60560570806798,EPHB6;APP;GMFB;PANK3;RPS6KA4;LIPE;PPP4R1;TBK1;RPS6KA5;CHEK2;AKT3;PDK4;AKT1;PDK3;PRKACA;EPHB2;PRKACB;EPHB1;EPHB3;EPHA5;EPHA4;EPHA6;CSNK2A1;PRKCB;PRKCE;CSNK2A2;DAPK3;PRKAB1;CSNK2B;SIK3;PRKD2;ULK1;SIK2;TRIB2;EPHA3;EPHA10;CTBP1;PRKDC;PIK3R4;TTBK1;NUAK1;STK38L;CDK17;LYN;PRRT1;SRPK2;CDK19;INSR;EIF2AK3;BRAF;PTK2;GNPTG;MEX3B;WNK1;WNK2;WNK3;CDK10;ATM;CDK14;CDK16;ATR;SMG1;PRKAG1;LIMD1;IKBKB;PPP3CB;FASTK;JAK2;JAK1;BRD2;MAP4K2;MINK1;INCENP;FAM20B;PICK1;SGK3;FAM20A;GAS6;SGK1;PAK6;RICTOR;MAP4K5;PAK3;PAK2;MAP4K3;MAP3K1;CSNK1A1;RYK;HIPK1;HIPK3;GCK;HIPK2;TAOK1;CAMK4;STK17B;TAOK2;PKN2;COQ8A;CAMK1;DGKG;DGKE;CCNT1;AMHR2;PRAG1;DGKB;DGKA;STK19;STK11;GNPTAB;PIM3;MAP3K9;PIM2;MAP3K6;CDKL2;MORC3;CDKL5;IGFBP3;DYRK1A;LMTK3;DYRK1B;ADAM10;LMTK2;PRPF4B;VRK1;CDC25B;ILF3;CCNE1;DGKQ;MAPKAPK2;TNIK;CSNK1G2;DGKI;BRSK1;BRSK2;PXK;STK39;STK4;CSF2RA;RSKR;STK3;GRK2;GRK5;ATG101;STK36;GRK4;STK38;ABL1;PGK1;MARK4;MARK3;NADK;MARK2;MARK1;TNK2;NEK7;CLK3;CLK2;CDK9;CDK8;TBCK;CDK5;STK24;CDK4;STK25;COPS2;STK26;PI4KA;TAF4B;COPS8;MAP3K13;BMPR1B;MAP3K12;BMPR1A;FGFR1;ALK;PRR5;GSK3B;GSK3A;BMPR2;LRRK2;MAST2;LRRK1;ILK;PIK3CB;HK1;RB1CC1;TLK1;PRKG1;TBP;CHUK;PDPK1;IRAK3;OXSR1;YWHAZ;TGFBR1;TGFBR2;LATS1;ZAP70;CREB1;LATS2;PIK3CA;HKDC1;BIRC6;PIK3C3;TOP1;CILK1;CAMK2B;BECN1;NIM1K;PRKAA1;CAMK2D;LTK;PRKAA2;ROCK1;ROCK2;TAF9;ACVR1B;MAPK9;MAPK8;ACVR1C;MAPK1;CSK;FYN;MAPK6;FNIP2;LIMK2;TAF10;LIMK1;TAF11;CDC42BPB;CDC42BPA;ACVR2B;CDK11B;MTOR;ACVR2A;BCKDK;PINK1;SNRK;TAF6;TAF5;TAF2;TAF1
