Accession,Condition,GeneSet,Term,NES,FDR
Acc4,Obesity/GLP-1R,KEGG,prerank,1.309759190229713,0.4332070537749766
Acc4,Obesity/GLP-1R,KEGG,prerank,1.3083324602116289,0.42753412246473277
Acc4,Obesity/GLP-1R,KEGG,prerank,1.3015390293243763,0.4382523292272521
Acc4,Obesity/GLP-1R,KEGG,prerank,1.2990565271464602,0.4333091117757312
Acc4,Obesity/GLP-1R,KEGG,prerank,1.2932343796328811,0.4394193375352018
Acc4,Obesity/GLP-1R,KEGG,prerank,-1.2919496822866836,0.6680622792097344
Acc4,Obesity/GLP-1R,KEGG,prerank,1.2886447937827867,0.43829213416178686
Acc4,Obesity/GLP-1R,KEGG,prerank,1.2878949890022675,0.4301269306341867
Acc4,Obesity/GLP-1R,KEGG,prerank,1.2824849423681248,0.43511451470701523
Acc4,Obesity/GLP-1R,KEGG,prerank,1.2797635976744501,0.4341474453533592
Acc4,Obesity/GLP-1R,KEGG,prerank,1.278147859770193,0.4298932929749612
Acc4,Obesity/GLP-1R,KEGG,prerank,1.2746926805115202,0.42906933083009247
Acc4,Obesity/GLP-1R,KEGG,prerank,-1.2699369202112518,0.6971520781543024
Acc4,Obesity/GLP-1R,KEGG,prerank,1.2649065030106204,0.4469625854901435
Acc4,Obesity/GLP-1R,KEGG,prerank,1.261517201657559,0.44777106693762186
Acc4,Obesity/GLP-1R,KEGG,prerank,1.2563619591431574,0.4513879576237092
Acc4,Obesity/GLP-1R,KEGG,prerank,-1.2535364953734605,0.7283848560179843
Acc4,Obesity/GLP-1R,KEGG,prerank,1.2254289235889355,0.5305666065690204
Acc4,Obesity/GLP-1R,KEGG,prerank,1.2218632168076076,0.5295829422019579
Acc4,Obesity/GLP-1R,KEGG,prerank,-1.2178852275352188,0.830498495355227
Acc4,Obesity/GLP-1R,KEGG,prerank,1.2164847449777954,0.5331124638403034
Acc4,Obesity/GLP-1R,KEGG,prerank,-1.20651334129756,0.836645187317371
Acc4,Obesity/GLP-1R,KEGG,prerank,1.2019164329880574,0.5732539071965821
Acc4,Obesity/GLP-1R,KEGG,prerank,1.196358992466525,0.5834751425413751
Acc4,Obesity/GLP-1R,KEGG,prerank,1.1800645251395672,0.624164986601146
Acc4,Obesity/GLP-1R,KEGG,prerank,1.1799490078476058,0.6145981404496893
Acc4,Obesity/GLP-1R,KEGG,prerank,1.1793274212256455,0.6069893619593868
Acc4,Obesity/GLP-1R,KEGG,prerank,1.1756606089094093,0.6085243568502425
Acc4,Obesity/GLP-1R,KEGG,prerank,1.1684453923289015,0.6213550280869578
Acc4,Obesity/GLP-1R,KEGG,prerank,-1.1657658491995688,0.9759125997644904
Acc4,Obesity/GLP-1R,KEGG,prerank,1.165601088384284,0.6206584417326003
Acc4,Obesity/GLP-1R,KEGG,prerank,1.1619488163335878,0.6224909996802179
Acc4,Obesity/GLP-1R,KEGG,prerank,1.161651562972862,0.6136292521568101
Acc4,Obesity/GLP-1R,KEGG,prerank,1.1588029387443812,0.6145763071460453
Acc4,Obesity/GLP-1R,KEGG,prerank,1.1578442217758427,0.6084886683652944
Acc4,Obesity/GLP-1R,KEGG,prerank,1.1489786153942745,0.6312889552273615
Acc4,Obesity/GLP-1R,KEGG,prerank,1.1447721391512382,0.6362420736029426
Acc4,Obesity/GLP-1R,KEGG,prerank,1.1359504858992364,0.6564198116147603
Acc4,Obesity/GLP-1R,KEGG,prerank,-1.1341306246572405,1.0
Acc4,Obesity/GLP-1R,KEGG,prerank,1.1324733509986828,0.6568809321591943
Acc4,Obesity/GLP-1R,KEGG,prerank,1.1225050310955376,0.6832653331153407
Acc4,Obesity/GLP-1R,KEGG,prerank,1.1193843081500503,0.6838595333968808
Acc4,Obesity/GLP-1R,KEGG,prerank,1.1191947133427005,0.6754101291851058
Acc4,Obesity/GLP-1R,KEGG,prerank,1.1162276714246722,0.6760920505635821
Acc4,Obesity/GLP-1R,KEGG,prerank,1.115498394097665,0.6700798865878657
Acc4,Obesity/GLP-1R,KEGG,prerank,1.1124316876254674,0.6717771634293024
Acc4,Obesity/GLP-1R,KEGG,prerank,-1.1096212106036565,1.0
Acc4,Obesity/GLP-1R,KEGG,prerank,1.1091172220165897,0.6740663347496108
Acc4,Obesity/GLP-1R,KEGG,prerank,-1.1017351578462022,1.0
Acc4,Obesity/GLP-1R,KEGG,prerank,1.101283303289563,0.6910310781815744
Acc4,Obesity/GLP-1R,KEGG,prerank,1.1001332917886415,0.68683414539657
Acc4,Obesity/GLP-1R,KEGG,prerank,1.0995831199954198,0.6804459388297787
Acc4,Obesity/GLP-1R,KEGG,prerank,1.0920054815002578,0.6985334391071056
Acc4,Obesity/GLP-1R,KEGG,prerank,-1.0906589191655562,1.0
Acc4,Obesity/GLP-1R,KEGG,prerank,1.0887731001680592,0.7002185546338692
Acc4,Obesity/GLP-1R,KEGG,prerank,1.0870840070695453,0.6978811854633231
Acc4,Obesity/GLP-1R,KEGG,prerank,1.0839431628784868,0.6998262908894718
Acc4,Obesity/GLP-1R,KEGG,prerank,-1.0821347538282766,1.0
Acc4,Obesity/GLP-1R,KEGG,prerank,-1.0806823084522617,1.0
Acc4,Obesity/GLP-1R,KEGG,prerank,-1.0798587900066086,1.0
Acc4,Obesity/GLP-1R,KEGG,prerank,1.0792852768708776,0.7053297141157193
Acc4,Obesity/GLP-1R,KEGG,prerank,1.0777412633055485,0.7024440123374011
Acc4,Obesity/GLP-1R,KEGG,prerank,-1.0765663807010772,1.0
Acc4,Obesity/GLP-1R,KEGG,prerank,1.0685946420783017,0.7223052617780141
Acc4,Obesity/GLP-1R,KEGG,prerank,1.0653825376869934,0.7243104912610075
Acc4,Obesity/GLP-1R,KEGG,prerank,1.0633432721182978,0.722689205658228
Acc4,Obesity/GLP-1R,KEGG,prerank,1.0621339508744654,0.7202854335873501
Acc4,Obesity/GLP-1R,KEGG,prerank,1.0570490980080438,0.725618275964995
Acc4,Obesity/GLP-1R,KEGG,prerank,-1.05059709702912,1.0
Acc4,Obesity/GLP-1R,KEGG,prerank,-1.0502107790168749,1.0
Acc4,Obesity/GLP-1R,KEGG,prerank,-1.0492284982017692,1.0
Acc4,Obesity/GLP-1R,KEGG,prerank,-1.0492119273376348,1.0
Acc4,Obesity/GLP-1R,KEGG,prerank,-1.0487510762137158,1.0
Acc4,Obesity/GLP-1R,KEGG,prerank,1.0451816153937472,0.7543140958516772
Acc4,Obesity/GLP-1R,KEGG,prerank,1.038739054524949,0.7684154062237529
Acc4,Obesity/GLP-1R,KEGG,prerank,1.0361343653033876,0.7704680445666263
Acc4,Obesity/GLP-1R,KEGG,prerank,1.0360612938314548,0.7627836019294125
Acc4,Obesity/GLP-1R,KEGG,prerank,-1.0335560488388422,1.0
Acc4,Obesity/GLP-1R,KEGG,prerank,-1.0282420577710196,1.0
Acc4,Obesity/GLP-1R,KEGG,prerank,1.0241493818787148,0.7924878144901517
Acc4,Obesity/GLP-1R,KEGG,prerank,-1.0225451626113282,1.0
Acc4,Obesity/GLP-1R,KEGG,prerank,-1.0189023896071707,1.0
Acc4,Obesity/GLP-1R,KEGG,prerank,-1.0176232827656189,1.0
Acc4,Obesity/GLP-1R,KEGG,prerank,1.0137092851231868,0.8184256403379375
Acc4,Obesity/GLP-1R,KEGG,prerank,-0.9944909415691712,1.0
Acc4,Obesity/GLP-1R,KEGG,prerank,0.982293289535849,0.919828349202092
Acc4,Obesity/GLP-1R,KEGG,prerank,0.9821004055615639,0.9110935701321238
Acc4,Obesity/GLP-1R,KEGG,prerank,0.9811503029172896,0.9048656743104913
Acc4,Obesity/GLP-1R,KEGG,prerank,0.9750695150344808,0.9176274068412945
Acc4,Obesity/GLP-1R,KEGG,prerank,0.9597591010951168,0.9647453090023829
Acc4,Obesity/GLP-1R,KEGG,prerank,0.9594875455265967,0.956870821280101
Acc4,Obesity/GLP-1R,KEGG,prerank,0.9573844352673094,0.9562422037290529
Acc4,Obesity/GLP-1R,KEGG,prerank,0.9517846832647066,0.964999956134799
Acc4,Obesity/GLP-1R,KEGG,prerank,-0.9453959768959105,1.0
Acc4,Obesity/GLP-1R,KEGG,prerank,-0.9434051474443733,1.0
Acc4,Obesity/GLP-1R,KEGG,prerank,0.9383045006066388,1.0
Acc4,Obesity/GLP-1R,KEGG,prerank,0.9358403980225762,1.0
Acc4,Obesity/GLP-1R,KEGG,prerank,-0.932231248254997,1.0
Acc4,Obesity/GLP-1R,KEGG,prerank,-0.9288307190308933,1.0
Acc4,Obesity/GLP-1R,KEGG,prerank,0.927022331380092,1.0
Acc4,Obesity/GLP-1R,KEGG,prerank,0.9246380146208272,1.0
Acc4,Obesity/GLP-1R,KEGG,prerank,-0.9206616453355108,1.0
Acc4,Obesity/GLP-1R,KEGG,prerank,-0.9177241425852947,1.0
Acc4,Obesity/GLP-1R,KEGG,prerank,0.9148529838359486,1.0
Acc4,Obesity/GLP-1R,KEGG,prerank,-0.9144182554867804,1.0
Acc4,Obesity/GLP-1R,KEGG,prerank,-0.9125927537410681,1.0
Acc4,Obesity/GLP-1R,KEGG,prerank,-0.9100234408509777,1.0
Acc4,Obesity/GLP-1R,KEGG,prerank,0.9065812032022976,1.0
Acc4,Obesity/GLP-1R,KEGG,prerank,0.897651429652854,1.0
Acc4,Obesity/GLP-1R,KEGG,prerank,-0.8922977238593803,1.0
Acc4,Obesity/GLP-1R,KEGG,prerank,0.8913562644214272,1.0
Acc4,Obesity/GLP-1R,KEGG,prerank,0.8865039044420582,1.0
Acc4,Obesity/GLP-1R,KEGG,prerank,0.8813942461895997,1.0
Acc4,Obesity/GLP-1R,KEGG,prerank,0.8811073738535824,1.0
Acc4,Obesity/GLP-1R,KEGG,prerank,-0.8762861767641991,1.0
Acc4,Obesity/GLP-1R,KEGG,prerank,0.8760575027270036,1.0
Acc4,Obesity/GLP-1R,KEGG,prerank,-0.8754636909122501,1.0
Acc4,Obesity/GLP-1R,KEGG,prerank,-0.8735720590432432,1.0
Acc4,Obesity/GLP-1R,KEGG,prerank,-0.8710357816083144,1.0
Acc4,Obesity/GLP-1R,KEGG,prerank,0.8690584884563288,1.0
Acc4,Obesity/GLP-1R,KEGG,prerank,0.8678072754698589,1.0
Acc4,Obesity/GLP-1R,KEGG,prerank,0.8605260371292018,1.0
Acc4,Obesity/GLP-1R,KEGG,prerank,-0.8603028332537278,1.0
Acc4,Obesity/GLP-1R,KEGG,prerank,0.8554703857242649,1.0
Acc4,Obesity/GLP-1R,KEGG,prerank,0.8519341400618387,1.0
Acc4,Obesity/GLP-1R,KEGG,prerank,-0.8401589112145035,1.0
Acc4,Obesity/GLP-1R,KEGG,prerank,0.8366998992028885,1.0
Acc4,Obesity/GLP-1R,KEGG,prerank,-0.8366075701372019,1.0
Acc4,Obesity/GLP-1R,KEGG,prerank,0.8363280576642581,1.0
Acc4,Obesity/GLP-1R,KEGG,prerank,-0.8344420747274933,1.0
Acc4,Obesity/GLP-1R,KEGG,prerank,-0.8300092506471856,1.0
Acc4,Obesity/GLP-1R,KEGG,prerank,0.8286666336875563,1.0
Acc4,Obesity/GLP-1R,KEGG,prerank,-0.8283696719757998,1.0
Acc4,Obesity/GLP-1R,KEGG,prerank,0.8226216620557207,1.0
Acc4,Obesity/GLP-1R,KEGG,prerank,0.8171838105418712,1.0
Acc4,Obesity/GLP-1R,KEGG,prerank,-0.814812816486517,1.0
Acc4,Obesity/GLP-1R,KEGG,prerank,0.8134960176820886,1.0
Acc4,Obesity/GLP-1R,KEGG,prerank,0.8090937416325326,1.0
Acc4,Obesity/GLP-1R,KEGG,prerank,0.8028350627743049,1.0
Acc4,Obesity/GLP-1R,KEGG,prerank,-0.7994881628577697,1.0
Acc4,Obesity/GLP-1R,KEGG,prerank,-0.7987296653120172,1.0
Acc4,Obesity/GLP-1R,KEGG,prerank,-0.7954931019458222,1.0
Acc4,Obesity/GLP-1R,KEGG,prerank,-0.7950321211270976,1.0
Acc4,Obesity/GLP-1R,KEGG,prerank,0.7914386292360875,1.0
Acc4,Obesity/GLP-1R,KEGG,prerank,0.7900735183616674,1.0
Acc4,Obesity/GLP-1R,KEGG,prerank,0.7867864429780773,1.0
Acc4,Obesity/GLP-1R,KEGG,prerank,0.7826813864661887,1.0
Acc4,Obesity/GLP-1R,KEGG,prerank,-0.7805679688792303,1.0
Acc4,Obesity/GLP-1R,KEGG,prerank,-0.7795682757489755,1.0
Acc4,Obesity/GLP-1R,KEGG,prerank,0.7771342219811906,1.0
Acc4,Obesity/GLP-1R,KEGG,prerank,-0.7770483809201089,1.0
Acc4,Obesity/GLP-1R,KEGG,prerank,-0.7740489410313718,1.0
Acc4,Obesity/GLP-1R,KEGG,prerank,-0.7685471319295154,1.0
Acc4,Obesity/GLP-1R,KEGG,prerank,0.7685385683954421,1.0
Acc4,Obesity/GLP-1R,KEGG,prerank,-0.7657640387502673,1.0
Acc4,Obesity/GLP-1R,KEGG,prerank,-0.7651657949195112,1.0
Acc4,Obesity/GLP-1R,KEGG,prerank,0.7615188619432197,1.0
Acc4,Obesity/GLP-1R,KEGG,prerank,-0.7613595052657417,1.0
Acc4,Obesity/GLP-1R,KEGG,prerank,0.7584384733652573,1.0
Acc4,Obesity/GLP-1R,KEGG,prerank,-0.7562257859498549,1.0
Acc4,Obesity/GLP-1R,KEGG,prerank,0.7506387708677468,1.0
Acc4,Obesity/GLP-1R,KEGG,prerank,0.7456044595117371,1.0
Acc4,Obesity/GLP-1R,KEGG,prerank,0.7376470744935167,1.0
Acc4,Obesity/GLP-1R,KEGG,prerank,0.7347463585045193,1.0
Acc4,Obesity/GLP-1R,KEGG,prerank,0.7335226153733588,1.0
Acc4,Obesity/GLP-1R,KEGG,prerank,0.7331635499411877,1.0
Acc4,Obesity/GLP-1R,KEGG,prerank,-0.7262350889573327,1.0
Acc4,Obesity/GLP-1R,KEGG,prerank,-0.7250120378459,1.0
Acc4,Obesity/GLP-1R,KEGG,prerank,0.7221776903734481,1.0
Acc4,Obesity/GLP-1R,KEGG,prerank,0.7197022308521044,1.0
Acc4,Obesity/GLP-1R,KEGG,prerank,0.7169133634531497,1.0
Acc4,Obesity/GLP-1R,KEGG,prerank,0.7159884931574173,1.0
Acc4,Obesity/GLP-1R,KEGG,prerank,0.7127803091143788,1.0
Acc4,Obesity/GLP-1R,KEGG,prerank,-0.7093840817436261,1.0
Acc4,Obesity/GLP-1R,KEGG,prerank,-0.7061201700059428,1.0
Acc4,Obesity/GLP-1R,KEGG,prerank,0.7046349703419905,1.0
Acc4,Obesity/GLP-1R,KEGG,prerank,0.692195840556756,1.0
Acc4,Obesity/GLP-1R,KEGG,prerank,0.6919791336143217,1.0
Acc4,Obesity/GLP-1R,KEGG,prerank,-0.6912977859424103,1.0
Acc4,Obesity/GLP-1R,KEGG,prerank,-0.691272599362513,1.0
Acc4,Obesity/GLP-1R,KEGG,prerank,0.6888346002340469,1.0
Acc4,Obesity/GLP-1R,KEGG,prerank,-0.6865297925615143,1.0
Acc4,Obesity/GLP-1R,KEGG,prerank,0.6797235804017395,1.0
Acc4,Obesity/GLP-1R,KEGG,prerank,0.6787312173161846,1.0
Acc4,Obesity/GLP-1R,KEGG,prerank,-0.676558744691946,1.0
Acc4,Obesity/GLP-1R,KEGG,prerank,-0.6764442444020108,1.0
Acc4,Obesity/GLP-1R,KEGG,prerank,-0.6728009500108418,1.0
Acc4,Obesity/GLP-1R,KEGG,prerank,-0.6645242103726732,1.0
Acc4,Obesity/GLP-1R,KEGG,prerank,0.6643675015626487,1.0
Acc4,Obesity/GLP-1R,KEGG,prerank,0.6634072705495495,1.0
Acc4,Obesity/GLP-1R,KEGG,prerank,-0.6502030836688902,1.0
Acc4,Obesity/GLP-1R,KEGG,prerank,0.6466550860139834,1.0
Acc4,Obesity/GLP-1R,KEGG,prerank,-0.6462112616832295,1.0
Acc4,Obesity/GLP-1R,KEGG,prerank,-0.6367644892269151,1.0
Acc4,Obesity/GLP-1R,KEGG,prerank,0.6341836899623398,1.0
Acc4,Obesity/GLP-1R,KEGG,prerank,-0.6323882662233306,1.0
Acc4,Obesity/GLP-1R,KEGG,prerank,0.626840753176443,1.0
Acc4,Obesity/GLP-1R,KEGG,prerank,0.6266184251957285,1.0
Acc4,Obesity/GLP-1R,KEGG,prerank,0.6134791867457063,1.0
Acc4,Obesity/GLP-1R,KEGG,prerank,-0.6087869998252488,1.0
Acc4,Obesity/GLP-1R,KEGG,prerank,0.6008402522675312,1.0
Acc4,Obesity/GLP-1R,KEGG,prerank,-0.5868793425795015,1.0
Acc4,Obesity/GLP-1R,KEGG,prerank,0.5809010056274555,1.0
Acc4,Obesity/GLP-1R,KEGG,prerank,0.5788024494450857,1.0
Acc4,Obesity/GLP-1R,KEGG,prerank,0.5786397451249401,1.0
Acc4,Obesity/GLP-1R,KEGG,prerank,0.5751040316695041,1.0
Acc4,Obesity/GLP-1R,KEGG,prerank,-0.5734075457431361,1.0
Acc4,Obesity/GLP-1R,KEGG,prerank,-0.5666853879019772,1.0
Acc4,Obesity/GLP-1R,KEGG,prerank,-0.5638401508817326,1.0
Acc4,Obesity/GLP-1R,KEGG,prerank,0.5583213247781141,1.0
Acc4,Obesity/GLP-1R,KEGG,prerank,0.5580593124391319,1.0
Acc4,Obesity/GLP-1R,KEGG,prerank,-0.5579409237797758,1.0
Acc4,Obesity/GLP-1R,KEGG,prerank,0.5509876363532629,1.0
Acc4,Obesity/GLP-1R,KEGG,prerank,-0.5509249595876134,1.0
Acc4,Obesity/GLP-1R,KEGG,prerank,-0.5385475047494847,1.0
Acc4,Obesity/GLP-1R,KEGG,prerank,-0.5344419723237509,1.0
Acc4,Obesity/GLP-1R,KEGG,prerank,0.5310950052287825,1.0
Acc4,Obesity/GLP-1R,KEGG,prerank,-0.5308892621032861,1.0
Acc4,Obesity/GLP-1R,KEGG,prerank,-0.5230356942080325,1.0
Acc4,Obesity/GLP-1R,KEGG,prerank,-0.5208080932773973,1.0
Acc4,Obesity/GLP-1R,KEGG,prerank,-0.5043027972324491,1.0
Acc4,Obesity/GLP-1R,KEGG,prerank,0.4970583761283819,1.0
Acc4,Obesity/GLP-1R,KEGG,prerank,0.4962658824965371,1.0
Acc4,Obesity/GLP-1R,KEGG,prerank,0.4949192977691603,1.0
Acc4,Obesity/GLP-1R,KEGG,prerank,-0.4913638161055933,1.0
Acc4,Obesity/GLP-1R,KEGG,prerank,-0.4863192695044082,1.0
Acc4,Obesity/GLP-1R,KEGG,prerank,-0.48474243209971657,1.0
Acc4,Obesity/GLP-1R,KEGG,prerank,0.47786329894547047,1.0
Acc4,Obesity/GLP-1R,KEGG,prerank,0.47689634044720103,1.0
Acc4,Obesity/GLP-1R,KEGG,prerank,-0.47196298952971943,1.0
Acc4,Obesity/GLP-1R,KEGG,prerank,0.4715712097898878,1.0
Acc4,Obesity/GLP-1R,KEGG,prerank,-0.4641271892895798,1.0
Acc4,Obesity/GLP-1R,KEGG,prerank,0.46008736375615633,1.0
Acc4,Obesity/GLP-1R,KEGG,prerank,0.45969090599324325,1.0
Acc4,Obesity/GLP-1R,KEGG,prerank,0.4426519091558519,1.0
Acc4,Obesity/GLP-1R,KEGG,prerank,0.4370497759503017,1.0
Acc4,Obesity/GLP-1R,KEGG,prerank,0.434471934998721,1.0
Acc4,Obesity/GLP-1R,KEGG,prerank,0.41384209602157046,1.0
Acc4,Obesity/GLP-1R,KEGG,prerank,-0.4122493367940649,1.0
Acc4,Obesity/GLP-1R,KEGG,prerank,-0.408135189772104,1.0
Acc4,Obesity/GLP-1R,KEGG,prerank,-0.40504412540403145,1.0
Acc4,Obesity/GLP-1R,KEGG,prerank,-0.39131974698253696,0.9997383226481747
Acc4,Obesity/GLP-1R,KEGG,prerank,0.38813892770254715,1.0
Acc4,Obesity/GLP-1R,KEGG,prerank,0.36301572979845986,0.9998658978141344
Acc5,Obesity/GLP-1R,KEGG,prerank,2.3994949288310408,0.01
Acc5,Obesity/GLP-1R,KEGG,prerank,-1.9395118566379141,0.11089761185835849
Acc5,Obesity/GLP-1R,KEGG,prerank,1.9058495343011594,0.046945907881696315
Acc5,Obesity/GLP-1R,KEGG,prerank,-1.8574199257511248,0.1201390795132217
Acc5,Obesity/GLP-1R,KEGG,prerank,1.8088925481113902,0.1356215116582338
Acc5,Obesity/GLP-1R,KEGG,prerank,-1.7715730058962185,0.12630005794979718
Acc5,Obesity/GLP-1R,KEGG,prerank,-1.697368822744097,0.15479458321895873
Acc5,Obesity/GLP-1R,KEGG,prerank,1.6950757419762505,0.3390537791455845
Acc5,Obesity/GLP-1R,KEGG,prerank,-1.6787339741672338,0.15156006953975662
Acc5,Obesity/GLP-1R,KEGG,prerank,1.6439618645202505,0.4360753221010902
Acc5,Obesity/GLP-1R,KEGG,prerank,-1.6206767940737299,0.2125537560618538
Acc5,Obesity/GLP-1R,KEGG,prerank,1.6206656081585022,0.44859423086954253
Acc5,Obesity/GLP-1R,KEGG,prerank,-1.6117505370179124,0.190110191757186
Acc5,Obesity/GLP-1R,KEGG,prerank,1.6004245711491265,0.4411424994597494
Acc5,Obesity/GLP-1R,KEGG,prerank,1.59971699784275,0.3873037400239946
Acc5,Obesity/GLP-1R,KEGG,prerank,-1.5928125222082654,0.19176045383841156
Acc5,Obesity/GLP-1R,KEGG,prerank,1.5877502255253797,0.37440810483426934
Acc5,Obesity/GLP-1R,KEGG,prerank,1.582927642620719,0.3432267487350686
Acc5,Obesity/GLP-1R,KEGG,prerank,1.5718569227455115,0.34616679549129603
Acc5,Obesity/GLP-1R,KEGG,prerank,-1.5709570678669298,0.1961244802309859
Acc5,Obesity/GLP-1R,KEGG,prerank,1.5565507923005442,0.3547024151061499
Acc5,Obesity/GLP-1R,KEGG,prerank,1.546975542632874,0.3498874501952067
Acc5,Obesity/GLP-1R,KEGG,prerank,1.5261556738180073,0.369605877925736
Acc5,Obesity/GLP-1R,KEGG,prerank,-1.5202101328969841,0.24305059932290235
Acc5,Obesity/GLP-1R,KEGG,prerank,1.5197511561641666,0.3665258289430216
Acc5,Obesity/GLP-1R,KEGG,prerank,1.5113288172932358,0.360570653591362
Acc5,Obesity/GLP-1R,KEGG,prerank,1.5106371327786703,0.3405879591417183
Acc5,Obesity/GLP-1R,KEGG,prerank,-1.5019046621982384,0.2511998935276454
Acc5,Obesity/GLP-1R,KEGG,prerank,-1.4972085949654437,0.23796779211272762
Acc5,Obesity/GLP-1R,KEGG,prerank,-1.494165530114493,0.2210843415894198
Acc5,Obesity/GLP-1R,KEGG,prerank,-1.4898647682180928,0.21255375606185375
Acc5,Obesity/GLP-1R,KEGG,prerank,1.4896256130127001,0.37788557949217283
Acc5,Obesity/GLP-1R,KEGG,prerank,1.477602762443423,0.3892941367031893
Acc5,Obesity/GLP-1R,KEGG,prerank,1.475764458051285,0.37400239945751396
Acc5,Obesity/GLP-1R,KEGG,prerank,1.4757635623750565,0.35619276138810857
Acc5,Obesity/GLP-1R,KEGG,prerank,1.4612296752483491,0.3760414641432846
Acc5,Obesity/GLP-1R,KEGG,prerank,1.459586882539074,0.3646812554288293
Acc5,Obesity/GLP-1R,KEGG,prerank,1.4553226166058133,0.36383078608314645
Acc5,Obesity/GLP-1R,KEGG,prerank,1.439905477755106,0.3855823900683324
Acc5,Obesity/GLP-1R,KEGG,prerank,1.4386050060375544,0.3739622747499228
Acc5,Obesity/GLP-1R,KEGG,prerank,1.4338932324921188,0.37170340232256666
Acc5,Obesity/GLP-1R,KEGG,prerank,1.431713271945196,0.36252673308643263
Acc5,Obesity/GLP-1R,KEGG,prerank,-1.4266191688026313,0.3111294110470614
Acc5,Obesity/GLP-1R,KEGG,prerank,1.426143607734176,0.3586595414410056
Acc5,Obesity/GLP-1R,KEGG,prerank,1.4175194274212755,0.36756907134039263
Acc5,Obesity/GLP-1R,KEGG,prerank,1.415482523886346,0.3621060708294282
Acc5,Obesity/GLP-1R,KEGG,prerank,1.4131807632862297,0.35665849460122057
Acc5,Obesity/GLP-1R,KEGG,prerank,1.4001677448755943,0.37272205651528584
Acc5,Obesity/GLP-1R,KEGG,prerank,-1.3999796876967265,0.35290854607008876
Acc5,Obesity/GLP-1R,KEGG,prerank,1.3978266965363508,0.3660553470775405
Acc5,Obesity/GLP-1R,KEGG,prerank,-1.3957690566852785,0.3386726087635164
Acc5,Obesity/GLP-1R,KEGG,prerank,-1.3918638467991666,0.3260184422687854
Acc5,Obesity/GLP-1R,KEGG,prerank,-1.3826247354770593,0.3297744773682766
Acc5,Obesity/GLP-1R,KEGG,prerank,-1.3788929918532904,0.3211410010064965
Acc5,Obesity/GLP-1R,KEGG,prerank,-1.3768905986509588,0.30804892182877364
Acc5,Obesity/GLP-1R,KEGG,prerank,-1.3759410376741747,0.2957269649556227
Acc5,Obesity/GLP-1R,KEGG,prerank,-1.3722968783365315,0.28969992083288576
Acc5,Obesity/GLP-1R,KEGG,prerank,1.3686363191969406,0.43071007548603923
Acc5,Obesity/GLP-1R,KEGG,prerank,1.3677793483377165,0.42019485449666455
Acc5,Obesity/GLP-1R,KEGG,prerank,1.35983945908292,0.4268835107080373
Acc5,Obesity/GLP-1R,KEGG,prerank,1.3441069501307283,0.4617720295731766
Acc5,Obesity/GLP-1R,KEGG,prerank,-1.3289725784478976,0.3557965047122335
Acc5,Obesity/GLP-1R,KEGG,prerank,1.3196666399850325,0.5229586889385544
Acc5,Obesity/GLP-1R,KEGG,prerank,1.3189652043742848,0.5106671535131188
Acc5,Obesity/GLP-1R,KEGG,prerank,-1.3166643887480285,0.3644834843078049
Acc5,Obesity/GLP-1R,KEGG,prerank,1.3090004659977459,0.5315447239288
Acc5,Obesity/GLP-1R,KEGG,prerank,1.3086172944869763,0.5216211986855146
Acc5,Obesity/GLP-1R,KEGG,prerank,1.3053333734131518,0.5179819810202668
Acc5,Obesity/GLP-1R,KEGG,prerank,1.30475397081532,0.5081064676286626
Acc5,Obesity/GLP-1R,KEGG,prerank,1.3026048445814242,0.5040019937521372
Acc5,Obesity/GLP-1R,KEGG,prerank,1.2983954227217815,0.5050653954228873
Acc5,Obesity/GLP-1R,KEGG,prerank,1.292454129990061,0.506971411828815
Acc5,Obesity/GLP-1R,KEGG,prerank,1.2918495120990527,0.4985829290769044
Acc5,Obesity/GLP-1R,KEGG,prerank,-1.2909573722408225,0.40449193043208964
Acc5,Obesity/GLP-1R,KEGG,prerank,-1.2871521274266766,0.40046359837740564
Acc5,Obesity/GLP-1R,KEGG,prerank,1.286865916462213,0.5011821639615108
Acc5,Obesity/GLP-1R,KEGG,prerank,-1.2733150592691898,0.41454583480386387
Acc5,Obesity/GLP-1R,KEGG,prerank,1.272544437147545,0.529132543946586
Acc5,Obesity/GLP-1R,KEGG,prerank,1.2722033804394934,0.5193710680245182
Acc5,Obesity/GLP-1R,KEGG,prerank,-1.2718984045035824,0.40407520642643274
Acc5,Obesity/GLP-1R,KEGG,prerank,1.2705434805343978,0.5145993748570558
Acc5,Obesity/GLP-1R,KEGG,prerank,-1.2690750536865714,0.39738310915911795
Acc5,Obesity/GLP-1R,KEGG,prerank,1.2676557998195883,0.5153223766636518
Acc5,Obesity/GLP-1R,KEGG,prerank,1.2625123229166166,0.5206552335027637
Acc5,Obesity/GLP-1R,KEGG,prerank,-1.2587957201064506,0.4069226886738155
Acc5,Obesity/GLP-1R,KEGG,prerank,1.2556834261406589,0.5284496943773976
Acc5,Obesity/GLP-1R,KEGG,prerank,1.252798518970239,0.5292592233805524
Acc5,Obesity/GLP-1R,KEGG,prerank,1.2512943676470094,0.5249156483614231
Acc5,Obesity/GLP-1R,KEGG,prerank,1.2479743183112462,0.5253984556415131
Acc5,Obesity/GLP-1R,KEGG,prerank,1.2456343916713686,0.5240966891199543
Acc5,Obesity/GLP-1R,KEGG,prerank,-1.2435658629374844,0.4256851038521365
