input_id,SYMBOL,ENTREZID,ENSEMBL,GENENAME
Mir3062,Mir3062,100526545,ENSMUSG00000092727,microRNA 3062
Mir3063,Mir3063,100526468,ENSMUSG00000093358,microRNA 3063
Mir3064,Mir3064,100526469,ENSMUSG00000093273,microRNA 3064
Mir3065,Mir3065,100526518,ENSMUSG00000105524,microRNA 3065
Mir3066,Mir3066,100526470,ENSMUSG00000093037,microRNA 3066
Mir3067,Mir3067,100526532,ENSMUSG00000092673,microRNA 3067
Mir3068,Mir3068,100526546,ENSMUSG00000105428,microRNA 3068
Mir3069,Mir3069,100526471,ENSMUSG00000106366,microRNA 3069
Mir3070a,Mir3070a,100526472,ENSMUSG00000119229,microRNA 3070a
Mir3070b,Mir3070b,100526519,ENSMUSG00000119223,microRNA 3070b
Mir3071,Mir3071,100526473,ENSMUSG00000070129,microRNA 3071
Mir3072,Mir3072,100499517,ENSMUSG00000093351,microRNA 3072
Mir3073a,Mir3073a,100526547,ENSMUSG00000093090,microRNA 3073a
Mir3073b,Mir3073b,100885836,ENSMUSG00000106228,microRNA 3073b
Mir3074-1,Mir3074-1,100526474,ENSMUSG00000092741,microRNA 3074-1
Mir3074-2,Mir3074-2,100526528,ENSMUSG00000105458,microRNA 3074-2
Mir3075,Mir3075,100526533,ENSMUSG00000093081,microRNA 3075
Mir3076,Mir3076,100526475,ENSMUSG00000093156,microRNA 3076
Mir3077,Mir3077,100526476,ENSMUSG00000092784,microRNA 3077
Mir3078,Mir3078,100526520,ENSMUSG00000092972,microRNA 3078
Mir3079,Mir3079,100526548,ENSMUSG00000093169,microRNA 3079
Mir3081,Mir3081,100526478,ENSMUSG00000093046,microRNA 3081
Mir3082,Mir3082,100526479,ENSMUSG00000093076,microRNA 3082
Mir3083,Mir3083,100526534,ENSMUSG00000093118,microRNA 3083
Mir3084 Mir3084-2 Snora19,Mir3084 Mir3084-2 Snora19,NA,NA,NA
Mir3085,Mir3085,100526549,ENSMUSG00000093234,microRNA 3085
Mir3086,Mir3086,100526480,ENSMUSG00000092813,microRNA 3086
Mir3087,Mir3087,100526555,ENSMUSG00000104741,microRNA 3087
Mir3088,Mir3088,100526498,ENSMUSG00000092832,microRNA 3088
Mir3089,Mir3089,100526499,ENSMUSG00000093091,microRNA 3089
Mir3091,Mir3091,100526556,ENSMUSG00000092827,microRNA 3091
Mir3092,Mir3092,100526525,ENSMUSG00000092695,microRNA 3092
Mir3093,Mir3093,100526540,ENSMUSG00000092988,microRNA 3093
Mir3094,Mir3094,100526501,ENSMUSG00000092862,microRNA 3094
Mir3095,Mir3095,100526502,ENSMUSG00000093293,microRNA 3095
Mir3097,Mir3097,100526557,ENSMUSG00000093097,microRNA 3097
Mir3098,Mir3098,100526526,ENSMUSG00000093157,microRNA 3098
Mir3099,Mir3099,100499513,ENSMUSG00000092815,microRNA 3099
Mir30a,Mir30a,387225,ENSMUSG00000065405,microRNA 30a
Mir30b,Mir30b,387226,ENSMUSG00000065476,microRNA 30b
Mir30c-1,Mir30c-1,387227,ENSMUSG00000065490,microRNA 30c-1
Mir30c-2,Mir30c-2,723964,ENSMUSG00000065567,microRNA 30c-2
Mir30d,Mir30d,387228,ENSMUSG00000065437,microRNA 30d
Mir30e Mir30f,Mir30e Mir30f,NA,NA,NA
Mir31,Mir31,723895,ENSMUSG00000065408,microRNA 31
Mir3100,Mir3100,100526504,ENSMUSG00000092659,microRNA 3100
Mir3101,Mir3101,100526505,ENSMUSG00000093348,microRNA 3101
Mir3102,Mir3102,100526508,ENSMUSG00000093296,microRNA 3102
Mir3103,Mir3103,100526559,ENSMUSG00000093215,microRNA 3103
Mir3104,Mir3104,100526509,ENSMUSG00000092652,microRNA 3104
Mir3106,Mir3106,100526464,ENSMUSG00000093142,microRNA 3106
Mir3107,Mir3107,100526510,ENSMUSG00000106471,microRNA 3107
Mir3108,Mir3108,100526511,ENSMUSG00000093241,microRNA 3108
Mir3109,Mir3109,100526560,ENSMUSG00000093042,microRNA 3109
Mir3110,Mir3110,100526512,ENSMUSG00000092794,microRNA 3110
Mir3112,Mir3112,100526514,ENSMUSG00000093172,microRNA 3112
Mir32,Mir32,723837,ENSMUSG00000065544,microRNA 32
Mir320,Mir320,723838,ENSMUSG00000065528,microRNA 320
Mir322,Mir322,723907,ENSMUSG00000065418,microRNA 322
Mir323,Mir323,723839,ENSMUSG00000065617,microRNA 323
Mir324,Mir324,723896,ENSMUSG00000065534,microRNA 324
Mir325,Mir325,723929,ENSMUSG00000065425,microRNA 325
Mir326,Mir326,723840,ENSMUSG00000065571,microRNA 326
Mir328,Mir328,723841,ENSMUSG00000070130,microRNA 328
Mir329,Mir329,723842,ENSMUSG00000065577,microRNA 329
Mir33,Mir33,723897,ENSMUSG00000065465,microRNA 33
Mir330,Mir330,724063,ENSMUSG00000065543,microRNA 330
Mir331,Mir331,723908,ENSMUSG00000065607,microRNA 331
Mir335,Mir335,723930,ENSMUSG00000065501,microRNA 335
Mir337,Mir337,723843,ENSMUSG00000065526,microRNA 337
Mir338,Mir338,723844,ENSMUSG00000065600,microRNA 338
Mir339,Mir339,723898,ENSMUSG00000065593,microRNA 339
Mir340,Mir340,723845,ENSMUSG00000065417,microRNA 340
Mir341,Mir341,723846,ENSMUSG00000070101,microRNA 341
Mir343,Mir343,100124438,ENSMUSG00000076315,microRNA 343
Mir344,Mir344,723931,ENSMUSG00000065568,microRNA 344
Mir344-2,Mir344-2,100124439,ENSMUSG00000093187,microRNA 344-2
Mir344b,Mir344b,100526558,ENSMUSG00000092921,microRNA 344b
Mir344c,Mir344c,100526506,ENSMUSG00000077107,microRNA 344c
Mir344d-1,Mir344d-1,100526544,ENSMUSG00000092847,microRNA 344d-1
Mir344d-2,Mir344d-2,100526531,ENSMUSG00000119641,microRNA 344d-2
Mir344d-3,Mir344d-3,100526543,ENSMUSG00000119499,microRNA 344d-3
Mir344e,Mir344e,100526541,ENSMUSG00000077869,microRNA 344e
Mir344f,Mir344f,100526527,ENSMUSG00000093108,microRNA Mir344f
Mir344g,Mir344g,100526507,ENSMUSG00000092850,microRNA 344g
Mir344h-1 Mir344h-2,Mir344h-1 Mir344h-2,NA,NA,NA
Mir344i,Mir344i,100885843,ENSMUSG00000119672,microRNA 344i
Mir345,Mir345,723946,ENSMUSG00000065429,microRNA 345
Mir346,Mir346,723847,ENSMUSG00000065481,microRNA 346
Mir3470a,Mir3470a,100499518,ENSMUSG00000118678,microRNA 3470a
Mir3470b,Mir3470b,100499519,ENSMUSG00000119636,microRNA 3470b
Mir3471-1,Mir3471-1,100499521,ENSMUSG00000092880,microRNA 3471-1
Mir3473a,Mir3473a,100499528,ENSMUSG00000092752,microRNA 3473a
Mir3473c,Mir3473c,100628582,ENSMUSG00000093003,microRNA 3473c
Mir3473d,Mir3473d,100628592,ENSMUSG00000093087,microRNA 3473d
Mir3473e,Mir3473e,102466677,ENSMUSG00000099301,microRNA 3473e
Mir3473f,Mir3473f,102466254,ENSMUSG00000098344,microRNA 3473f
Mir3473g,Mir3473g,102466258,ENSMUSG00000098896,microRNA 3473g
Mir3474,Mir3474,100499529,ENSMUSG00000093120,microRNA 3474
Mir3475,Mir3475,100499512,ENSMUSG00000093102,microRNA 3475
Mir34a,Mir34a,723848,ENSMUSG00000065493,microRNA 34a
Mir34b,Mir34b,723849,ENSMUSG00000065492,microRNA 34b
Mir34c,Mir34c,723932,ENSMUSG00000065587,microRNA 34c
Mir350,Mir350,723921,ENSMUSG00000065573,microRNA 350
Mir351,Mir351,723910,ENSMUSG00000065503,microRNA 351
Mir3535,Mir3535,102465895,ENSMUSG00000104627,microRNA 3535
Mir3544,Mir3544,100885823,ENSMUSG00000105210,microRNA 3544
Mir3547,Mir3547,102465583,ENSMUSG00000093202,microRNA 3547
Mir3569,Mir3569,102465774,ENSMUSG00000098553,microRNA 3569
Mir3572,Mir3572,100628594,ENSMUSG00000093290,microRNA 3572
Mir362,Mir362,723851,ENSMUSG00000070100,microRNA 362
Mir3620,Mir3620,102465782,ENSMUSG00000099172,microRNA 3620
Mir363,Mir363,723852,ENSMUSG00000070106,microRNA 363
Mir365-1,Mir365-1,723899,ENSMUSG00000065449,microRNA 365-1
Mir365-2,Mir365-2,723853,ENSMUSG00000065489,microRNA 365-2
Mir367,Mir367,723911,ENSMUSG00000065413,microRNA 367
Mir369,Mir369,723933,ENSMUSG00000065561,microRNA 369
Mir370,Mir370,723854,ENSMUSG00000065433,microRNA 370
Mir374b,Mir374b,751546,ENSMUSG00000076269,microRNA 374b
Mir374c,Mir374c,100526513,ENSMUSG00000106465,microRNA 374c
Mir375,Mir375,723900,ENSMUSG00000065616,microRNA 375
Mir376a,Mir376a,723855,ENSMUSG00000105178,microRNA 376a
Mir376b,Mir376b,723934,ENSMUSG00000105853,microRNA 376b
Mir376c,Mir376c,723856,ENSMUSG00000076006,microRNA 376c
Mir377,Mir377,723857,ENSMUSG00000065438,microRNA 377
Mir378a,Mir378a,723889,ENSMUSG00000105200,microRNA 378a
Mir378b,Mir378b,100628571,ENSMUSG00000092985,microRNA 378b
Mir378c,Mir378c,102465206,ENSMUSG00000099036,microRNA 378c
Mir379,Mir379,723858,ENSMUSG00000065498,microRNA 379
Mir380,Mir380,723859,ENSMUSG00000104582,microRNA 380
Mir381,Mir381,723935,ENSMUSG00000098838,microRNA 381
Mir382,Mir382,723912,ENSMUSG00000065428,microRNA 382
Mir383,Mir383,723860,ENSMUSG00000065457,microRNA 383
Mir384,Mir384,723861,ENSMUSG00000065499,microRNA 384
Mir3960,Mir3960,100628606,ENSMUSG00000105841,microRNA 3960
Mir3962,Mir3962,100628615,ENSMUSG00000092633,microRNA 3962
Mir3963,Mir3963,100628568,ENSMUSG00000092830,microRNA 3963
Mir3964,Mir3964,100628607,ENSMUSG00000092639,microRNA 3964
Mir3965,Mir3965,100628570,ENSMUSG00000093311,microRNA 3965
Mir3966,Mir3966,100628616,ENSMUSG00000105557,microRNA 3966
Mir3967,Mir3967,100628608,ENSMUSG00000106199,microRNA 3967
Mir3968,Mir3968,100628623,ENSMUSG00000093096,microRNA 3968
Mir3969,Mir3969,100628573,ENSMUSG00000106074,microRNA 3969
Mir3970,Mir3970,100628575,ENSMUSG00000106278,microRNA 3970
Mir3971,Mir3971,100628624,ENSMUSG00000093100,microRNA 3971
Mir409,Mir409,723862,ENSMUSG00000105849,microRNA 409
Mir410,Mir410,723863,ENSMUSG00000065497,microRNA 410
Mir411,Mir411,723936,ENSMUSG00000065477,microRNA 411
Mir412,Mir412,723913,ENSMUSG00000065570,microRNA 412
Mir421,Mir421,100124494,ENSMUSG00000065509,microRNA 421
Mir423,Mir423,751519,ENSMUSG00000065518,microRNA 423
Mir425,Mir425,723864,ENSMUSG00000065579,microRNA 425
Mir429,Mir429,723865,ENSMUSG00000065427,microRNA 429
Mir431,Mir431,723866,ENSMUSG00000070080,microRNA 431
Mir432,Mir432,100316735,ENSMUSG00000087855,microRNA 432
Mir433,Mir433,723937,ENSMUSG00000070072,microRNA 433
Mir434,Mir434,723867,ENSMUSG00000070133,microRNA 434
Mir448,Mir448,723914,ENSMUSG00000065450,microRNA 448
Mir449a,Mir449a,723868,ENSMUSG00000065575,microRNA 449a
Mir449b,Mir449b,100190765,ENSMUSG00000078027,microRNA 449b
Mir449c,Mir449c,735309,ENSMUSG00000076146,microRNA 449c
Mir450-1,Mir450-1,723869,ENSMUSG00000065486,microRNA 450-1
Mir450-2,Mir450-2,723938,ENSMUSG00000076399,microRNA 450-2
Mir450b,Mir450b,751532,ENSMUSG00000076050,microRNA 450b
Mir451a Mir451b,Mir451a Mir451b,NA,NA,NA
Mir452,Mir452,723919,ENSMUSG00000070138,microRNA 452
Mir453,Mir453,100124484,ENSMUSG00000077925,microRNA 453
Mir455,Mir455,735262,ENSMUSG00000070102,microRNA 455
Mir463,Mir463,723887,ENSMUSG00000070078,microRNA 463
Mir465,Mir465,723888,ENSMUSG00000070071,microRNA 465
Mir465b-1 Mir465b-2,Mir465b-1 Mir465b-2,NA,NA,NA
Mir465c-1 Mir465c-2,Mir465c-1 Mir465c-2,NA,NA,NA
Mir465d,Mir465d,102466239,ENSMUSG00000106642,microRNA 465d
Mir466,Mir466,723922,ENSMUSG00000070099,microRNA 466
Mir466b-2,Mir466b-2,100124442,ENSMUSG00000118692,microRNA 466b-2
Mir466b-3,Mir466b-3,100124474,ENSMUSG00000076994,microRNA 466b-3
Mir466d,Mir466d,100124465,ENSMUSG00000078031,microRNA 466d
Mir466f-1,Mir466f-1,100124486,ENSMUSG00000077972,microRNA 466f-1
Mir466f-2,Mir466f-2,100124445,ENSMUSG00000077998,microRNA 466f-2
Mir466f-3,Mir466f-3,100124475,ENSMUSG00000077981,microRNA 466f-3
Mir466g,Mir466g,100124495,ENSMUSG00000078025,microRNA 466g
Mir466h,Mir466h,100124446,ENSMUSG00000077941,microRNA 466h
Mir466i,Mir466i,100316665,ENSMUSG00000080574,microRNA 466i
Mir466n,Mir466n,100526524,ENSMUSG00000077991,microRNA 466n
Mir466o,Mir466o,100526482,ENSMUSG00000078026,microRNA 466o
Mir466p,Mir466p,100526497,ENSMUSG00000077113,microRNA 466p
Mir467a-1 Mir467a-2 Mir467a-4 Mir467a-5 Mir467a-7 Mir467a-8 Mir467a-9,Mir467a-1 Mir467a-2 Mir467a-4 Mir467a-5 Mir467a-7 Mir467a-8 Mir467a-9,NA,NA,NA
Mir467a-10 Mir467a-3 Mir467a-6,Mir467a-10 Mir467a-3 Mir467a-6,NA,NA,NA
Mir467b,Mir467b,735257,ENSMUSG00000119508,microRNA 467b
Mir467c,Mir467c,100124487,ENSMUSG00000077049,microRNA 467c
Mir467d,Mir467d,100124447,ENSMUSG00000077021,microRNA 467d
Mir467e,Mir467e,100124448,ENSMUSG00000076948,microRNA 467e
Mir467f,Mir467f,100316749,ENSMUSG00000080573,microRNA 467f
Mir468,Mir468,723871,ENSMUSG00000106253,microRNA 468
Mir470,Mir470,723873,ENSMUSG00000070073,microRNA 470
Mir471,Mir471,723939,ENSMUSG00000070104,microRNA 471
Mir483,Mir483,723874,ENSMUSG00000070140,microRNA 483
Mir484,Mir484,723916,ENSMUSG00000070074,microRNA 484
Mir485,Mir485,723875,ENSMUSG00000070128,microRNA 485
Mir486,Mir486,723876,ENSMUSG00000070084,microRNA 486
Mir487b,Mir487b,723940,ENSMUSG00000076219,microRNA 487b
Mir488,Mir488,735253,ENSMUSG00000070103,microRNA 488
Mir489,Mir489,723877,ENSMUSG00000070107,microRNA 489
Mir490,Mir490,735279,ENSMUSG00000070075,microRNA 490
Mir491,Mir491,735282,ENSMUSG00000070077,microRNA 491
Mir493,Mir493,100124466,ENSMUSG00000077025,microRNA 493
Mir494,Mir494,723878,ENSMUSG00000070141,microRNA 494
Mir495,Mir495,751522,ENSMUSG00000070105,microRNA 495
Mir496a,Mir496a,751524,ENSMUSG00000070136,microRNA 496a
Mir496b,Mir496b,102465218,ENSMUSG00000098718,microRNA 496b
Mir497,Mir497,751537,ENSMUSG00000105220,microRNA 497
Mir497b,Mir497b,102465891,ENSMUSG00000070109,microRNA 497b
Mir499,Mir499,735275,ENSMUSG00000076312,microRNA 499
Mir500,Mir500,723974,ENSMUSG00000070108,microRNA 500
Mir501,Mir501,751560,ENSMUSG00000076251,microRNA 501
Mir503,Mir503,723879,ENSMUSG00000076122,microRNA 503
Mir504,Mir504,100124476,ENSMUSG00000070110,microRNA 504
Mir5046,Mir5046,100628576,ENSMUSG00000104884,microRNA 5046
Mir505,Mir505,751545,ENSMUSG00000070081,microRNA 505
Mir509,Mir509,100124449,ENSMUSG00000106233,microRNA 509
Mir5098,Mir5098,100628577,ENSMUSG00000093061,microRNA 5098
Mir5100,Mir5100,100628625,ENSMUSG00000092734,microRNA 5100
Mir5101,Mir5101,100628610,ENSMUSG00000092922,microRNA 5101
Mir5103,Mir5103,100628580,ENSMUSG00000092852,microRNA 5103
Mir5104,Mir5104,100628581,ENSMUSG00000093060,microRNA 5104
Mir5106,Mir5106,100628618,ENSMUSG00000092677,microRNA 5106
Mir5107,Mir5107,100628611,ENSMUSG00000093327,microRNA 5107
Mir5108,Mir5108,100628583,ENSMUSG00000093017,microRNA 5108
Mir511,Mir511,100124488,ENSMUSG00000077897,microRNA 511
Mir5112,Mir5112,100628586,ENSMUSG00000092638,microRNA 5112
Mir5113,Mir5113,100628612,ENSMUSG00000092868,microRNA 5113
Mir5114,Mir5114,100628619,ENSMUSG00000093315,microRNA 5114
Mir5116,Mir5116,100628628,ENSMUSG00000092787,microRNA 5116
Mir5119,Mir5119,100628613,ENSMUSG00000093176,microRNA 5119
Mir5120,Mir5120,100628590,ENSMUSG00000092761,microRNA 5120
Mir5121,Mir5121,100628629,ENSMUSG00000105913,microRNA 5121
Mir5122,Mir5122,100628620,ENSMUSG00000092745,microRNA 5122
Mir5123,Mir5123,100628614,ENSMUSG00000096377,microRNA 5123
Mir5124a,Mir5124a,100628630,ENSMUSG00000093269,microRNA 5124a
Mir5125,Mir5125,100628593,ENSMUSG00000092981,microRNA 5125
Mir5126,Mir5126,100628595,ENSMUSG00000093254,microRNA 5126
Mir5127,Mir5127,100628596,ENSMUSG00000093036,microRNA 5127
Mir5128,Mir5128,100628597,ENSMUSG00000092958,microRNA 5128
Mir5129,Mir5129,100628598,ENSMUSG00000092679,microRNA 5129
Mir5130,Mir5130,100628599,ENSMUSG00000092901,microRNA 5130
Mir5131,Mir5131,100628600,ENSMUSG00000093167,microRNA 5131
Mir5132,Mir5132,100628601,ENSMUSG00000092907,microRNA 5132
Mir5133,Mir5133,100628602,ENSMUSG00000092696,microRNA 5133
Mir5134,Mir5134,100628603,ENSMUSG00000093270,microRNA 5134
Mir5135,Mir5135,100628604,ENSMUSG00000092738,microRNA 5135
Mir5136,Mir5136,100628605,ENSMUSG00000093314,microRNA 5136
Mir532,Mir532,751544,ENSMUSG00000070139,microRNA 532
Mir539,Mir539,723917,ENSMUSG00000076063,microRNA 539
Mir540,Mir540,723880,ENSMUSG00000072900,microRNA 540
Mir541,Mir541,723941,ENSMUSG00000076052,microRNA 541
Mir542,Mir542,723901,ENSMUSG00000076140,microRNA 542
Mir543,Mir543,723881,ENSMUSG00000076241,microRNA 543
Mir544,Mir544,100124450,ENSMUSG00000077001,microRNA 544
Mir546,Mir546,723882,ENSMUSG00000072837,microRNA 546
Mir547,Mir547,723918,ENSMUSG00000076005,microRNA 547
Mir551b,Mir551b,791072,ENSMUSG00000076120,microRNA 551b
Mir5615-1,Mir5615-1,100885825,ENSMUSG00000106347,microRNA 5615-1
Mir5615-2,Mir5615-2,100885826,ENSMUSG00000093498,microRNA 5615-2
Mir5616,Mir5616,100885828,ENSMUSG00000093403,microRNA 5616
Mir5617,Mir5617,100885829,ENSMUSG00000093408,microRNA 5617
Mir5618,Mir5618,100885830,ENSMUSG00000093615,microRNA 5618
Mir5619,Mir5619,100885831,ENSMUSG00000093690,microRNA 5619
Mir5620,Mir5620,100885832,ENSMUSG00000093599,microRNA 5620
Mir5621,Mir5621,100885833,ENSMUSG00000093539,microRNA 5621
Mir5622,Mir5622,100885834,ENSMUSG00000093746,microRNA 5622
Mir5623,Mir5623,100885835,ENSMUSG00000093757,microRNA 5623
Mir5624,Mir5624,100885837,ENSMUSG00000093480,microRNA 5624
Mir5625,Mir5625,100885838,ENSMUSG00000093710,microRNA 5625
Mir5626,Mir5626,100885839,ENSMUSG00000093763,microRNA 5626
Mir5627,Mir5627,100885842,ENSMUSG00000093618,microRNA 5627
Mir568,Mir568,100124467,ENSMUSG00000076372,microRNA 568
Mir5709,Mir5709,100885844,ENSMUSG00000093508,microRNA 5709
Mir5710,Mir5710,100885845,ENSMUSG00000093441,microRNA 5710
Mir574,Mir574,100124451,ENSMUSG00000077042,microRNA 574
Mir582,Mir582,100124489,ENSMUSG00000076946,microRNA 582
Mir592,Mir592,735266,ENSMUSG00000076067,microRNA 592
Mir598,Mir598,100124452,ENSMUSG00000076049,microRNA 598
Mir599,Mir599,100316736,ENSMUSG00000076333,microRNA 599
Mir615,Mir615,751557,ENSMUSG00000076010,microRNA 615
Mir6236,Mir6236,102465959,ENSMUSG00000098973,microRNA 6236
Mir6237,Mir6237,102466147,ENSMUSG00000098408,microRNA 6237
Mir6238,Mir6238,102466619,ENSMUSG00000099176,microRNA 6238
Mir6239,Mir6239,102465148,ENSMUSG00000098648,microRNA 6239
Mir6241,Mir6241,102465149,ENSMUSG00000098612,microRNA 6241
Mir6244,Mir6244,102465150,ENSMUSG00000099311,microRNA 6244
Mir6335,Mir6335,102466627,ENSMUSG00000098734,microRNA 6335
Mir6336,Mir6336,102465171,ENSMUSG00000098660,microRNA 6336
Mir6337,Mir6337,102466151,ENSMUSG00000099184,microRNA 6337
Mir6338,Mir6338,102465172,ENSMUSG00000098658,microRNA 6338
Mir6339,Mir6339,102466628,ENSMUSG00000098347,microRNA 6339
Mir6340,Mir6340,102465173,ENSMUSG00000098588,microRNA 6340
Mir6341,Mir6341,102465961,ENSMUSG00000098555,microRNA 6341
Mir6342,Mir6342,102465174,ENSMUSG00000099257,microRNA 6342
Mir6343,Mir6343,102465175,ENSMUSG00000098611,microRNA 6343
Mir6344,Mir6344,102466629,ENSMUSG00000098797,microRNA 6344
Mir6345,Mir6345,102466630,ENSMUSG00000098689,microRNA 6345
Mir6348,Mir6348,102465178,ENSMUSG00000098407,microRNA 6348
Mir6349,Mir6349,102466631,ENSMUSG00000098833,microRNA 6349
Mir6350,Mir6350,102466969,ENSMUSG00000098876,microRNA 6350
Mir6352,Mir6352,102465180,ENSMUSG00000099141,microRNA 6352
Mir6353,Mir6353,102465181,ENSMUSG00000098851,microRNA 6353
Mir6354,Mir6354,102466632,ENSMUSG00000098829,microRNA 6354
Mir6355,Mir6355,102465182,ENSMUSG00000098287,microRNA 6355
Mir6356,Mir6356,102465183,ENSMUSG00000099300,microRNA 6356
Mir6357,Mir6357,102466152,ENSMUSG00000098721,microRNA 6357
Mir6358,Mir6358,102465184,ENSMUSG00000098276,microRNA 6358
Mir6359,Mir6359,102466633,ENSMUSG00000098676,microRNA 6359
Mir6360,Mir6360,102465185,ENSMUSG00000098607,microRNA 6360
Mir6361,Mir6361,102465186,ENSMUSG00000098252,microRNA 6361
Mir6362,Mir6362,102465962,ENSMUSG00000098448,microRNA 6362
Mir6363,Mir6363,102466634,ENSMUSG00000098482,microRNA 6363
Mir6364,Mir6364,102465188,ENSMUSG00000098675,microRNA 6364
Mir6365,Mir6365,102466153,ENSMUSG00000099214,microRNA 6365
Mir6366,Mir6366,102465189,ENSMUSG00000099293,microRNA 6366
Mir6367,Mir6367,102465190,ENSMUSG00000099308,microRNA 6367
Mir6368,Mir6368,102466635,ENSMUSG00000099158,microRNA 6368
Mir6369,Mir6369,102465191,ENSMUSG00000098258,microRNA 6369
Mir6370,Mir6370,102465192,ENSMUSG00000099149,microRNA 6370
Mir6372,Mir6372,102466154,ENSMUSG00000099015,microRNA 6372
Mir6373,Mir6373,102466636,ENSMUSG00000098533,microRNA 6373
Mir6374,Mir6374,102465194,ENSMUSG00000099045,microRNA 6374
Mir6375,Mir6375,102465195,ENSMUSG00000119306,microRNA 6375
Mir6376,Mir6376,102465196,ENSMUSG00000099095,microRNA 6376
Mir6378,Mir6378,102466155,ENSMUSG00000098862,microRNA 6378
Mir6380,Mir6380,102466638,ENSMUSG00000099011,microRNA 6380
Mir6381,Mir6381,102465200,ENSMUSG00000098871,microRNA 6381
Mir6382,Mir6382,102465963,ENSMUSG00000119174,microRNA 6382
Mir6383,Mir6383,102465201,ENSMUSG00000098493,microRNA 6383
Mir6384,Mir6384,102465202,ENSMUSG00000105738,microRNA 6384
Mir6385,Mir6385,102466639,ENSMUSG00000098886,microRNA 6385
Mir6386,Mir6386,102465203,ENSMUSG00000098766,microRNA 6386
Mir6387,Mir6387,102465204,ENSMUSG00000098480,microRNA 6387
Mir6388,Mir6388,102465205,ENSMUSG00000098336,microRNA 6388
Mir6389,Mir6389,102466156,ENSMUSG00000099203,microRNA 6389
Mir6390,Mir6390,102465207,ENSMUSG00000098780,microRNA 6390
Mir6391,Mir6391,102465208,ENSMUSG00000098433,microRNA 6391
Mir6392,Mir6392,102466642,ENSMUSG00000098882,microRNA 6392
Mir6393,Mir6393,102465209,ENSMUSG00000098938,microRNA 6393
Mir6394,Mir6394,102465210,ENSMUSG00000099030,microRNA 6394
Mir6395,Mir6395,102465211,ENSMUSG00000098785,microRNA 6395
Mir6396,Mir6396,102466643,ENSMUSG00000098500,microRNA 6396
Mir6397,Mir6397,102465213,ENSMUSG00000098980,microRNA 6397
Mir6398,Mir6398,102465214,ENSMUSG00000099005,microRNA 6398
Mir6399,Mir6399,102466907,ENSMUSG00000098513,microRNA 6399
Mir6400,Mir6400,102466644,ENSMUSG00000098929,microRNA 6400
Mir6401,Mir6401,102465215,ENSMUSG00000098619,microRNA 6401
Mir6402,Mir6402,102466157,ENSMUSG00000098563,microRNA 6402
Mir6403,Mir6403,102465216,ENSMUSG00000099289,microRNA 6403
Mir6404,Mir6404,102465217,ENSMUSG00000099321,microRNA 6404
Mir6405,Mir6405,102466645,ENSMUSG00000098952,microRNA 6405
Mir6406,Mir6406,102465219,ENSMUSG00000099174,microRNA 6406
Mir6407,Mir6407,102465220,ENSMUSG00000098730,microRNA 6407
Mir6408,Mir6408,102466158,ENSMUSG00000099279,microRNA 6408
Mir6409,Mir6409,102466646,ENSMUSG00000098817,microRNA 6409
Mir6410,Mir6410,102465221,ENSMUSG00000098932,microRNA 6410
Mir6411,Mir6411,102465222,ENSMUSG00000099264,microRNA 6411
Mir6412,Mir6412,102465223,ENSMUSG00000098522,microRNA 6412
Mir6413,Mir6413,102466647,ENSMUSG00000098887,microRNA 6413
Mir6414,Mir6414,102465225,ENSMUSG00000098264,microRNA 6414
Mir6415,Mir6415,102466159,ENSMUSG00000099160,microRNA 6415
Mir6416,Mir6416,102465226,ENSMUSG00000098910,microRNA 6416
Mir6417,Mir6417,102466648,ENSMUSG00000098726,microRNA 6417
Mir6418,Mir6418,102465227,ENSMUSG00000098597,microRNA 6418
Mir6419,Mir6419,102465964,ENSMUSG00000099161,microRNA 6419
Mir6420,Mir6420,102465228,ENSMUSG00000098984,microRNA 6420
Mir6481,Mir6481,102465230,ENSMUSG00000098918,microRNA 6481
Mir6516,Mir6516,102465258,ENSMUSG00000104740,microRNA 6516
Mir653,Mir653,100124468,ENSMUSG00000076357,microRNA 653
Mir6537,Mir6537,102465968,ENSMUSG00000098441,microRNA 6537
Mir6538,Mir6538,102466676,ENSMUSG00000098771,microRNA 6538
Mir6539,Mir6539,102465310,ENSMUSG00000098866,microRNA 6539
Mir654,Mir654,100124453,ENSMUSG00000077980,microRNA 654
Mir6540,Mir6540,102466172,ENSMUSG00000098300,microRNA 6540
Mir6541,Mir6541,102465311,ENSMUSG00000098858,microRNA 6541
Mir6546,Mir6546,102466998,ENSMUSG00000118979,microRNA 6546
Mir664,Mir664,100316737,ENSMUSG00000105770,microRNA 664
Mir665,Mir665,751555,ENSMUSG00000076313,microRNA 665
Mir666,Mir666,751521,ENSMUSG00000076272,microRNA 666
Mir667,Mir667,751552,ENSMUSG00000076396,microRNA 667
Mir668,Mir668,751523,ENSMUSG00000099236,microRNA 668
Mir669a-1,Mir669a-1,735256,ENSMUSG00000119292,microRNA 669a-1
Mir669a-10,Mir669a-10,100526494,ENSMUSG00000119908,microRNA 669a-10
Mir669a-11,Mir669a-11,100526495,ENSMUSG00000119044,microRNA 669a-11
Mir669a-12,Mir669a-12,100526496,ENSMUSG00000119447,microRNA 669a-12
Mir669a-2,Mir669a-2,735258,ENSMUSG00000076014,microRNA 669a-2
Mir669a-3,Mir669a-3,735272,ENSMUSG00000076028,microRNA 669a-3
