input_id,SYMBOL,ENTREZID,ENSEMBL,GENENAME
ERCC_0.22888184:mix1_0.45776367:mix2,ERCC_0.22888184:mix1_0.45776367:mix2,NA,NA,NA
ERCC_0.45776367:mix1_0.11444092:mix2,ERCC_0.45776367:mix1_0.11444092:mix2,NA,NA,NA
ERCC_0.45776367:mix1_0.45776367:mix2,ERCC_0.45776367:mix1_0.45776367:mix2,NA,NA,NA
ERCC_0.45776367:mix1_0.68664551:mix2,ERCC_0.45776367:mix1_0.68664551:mix2,NA,NA,NA
ERCC_0.45776367:mix1_0.91552734:mix2,ERCC_0.45776367:mix1_0.91552734:mix2,NA,NA,NA
ERCC_0.91552734:mix1_0.22888184:mix2,ERCC_0.91552734:mix1_0.22888184:mix2,NA,NA,NA
ERCC_0.91552734:mix1_0.91552734:mix2,ERCC_0.91552734:mix1_0.91552734:mix2,NA,NA,NA
ERCC_0.91552734:mix1_1.37329102:mix2,ERCC_0.91552734:mix1_1.37329102:mix2,NA,NA,NA
ERCC_0.91552734:mix1_1.83105469:mix2,ERCC_0.91552734:mix1_1.83105469:mix2,NA,NA,NA
ERCC_1.83105469:mix1_0.45776367:mix2,ERCC_1.83105469:mix1_0.45776367:mix2,NA,NA,NA
ERCC_1.83105469:mix1_1.83105469:mix2,ERCC_1.83105469:mix1_1.83105469:mix2,NA,NA,NA
ERCC_1.83105469:mix1_2.74658203:mix2,ERCC_1.83105469:mix1_2.74658203:mix2,NA,NA,NA
ERCC_1.83105469:mix1_3.66210938:mix2,ERCC_1.83105469:mix1_3.66210938:mix2,NA,NA,NA
ERCC_117.1875:mix1_117.1875:mix2,ERCC_117.1875:mix1_117.1875:mix2,NA,NA,NA
ERCC_117.1875:mix1_175.78125:mix2,ERCC_117.1875:mix1_175.78125:mix2,NA,NA,NA
ERCC_117.1875:mix1_234.375:mix2,ERCC_117.1875:mix1_234.375:mix2,NA,NA,NA
ERCC_117.1875:mix1_29.296875:mix2,ERCC_117.1875:mix1_29.296875:mix2,NA,NA,NA
ERCC_14.6484375:mix1_14.6484375:mix2,ERCC_14.6484375:mix1_14.6484375:mix2,NA,NA,NA
ERCC_14.6484375:mix1_21.9726563:mix2,ERCC_14.6484375:mix1_21.9726563:mix2,NA,NA,NA
ERCC_14.6484375:mix1_29.296875:mix2,ERCC_14.6484375:mix1_29.296875:mix2,NA,NA,NA
ERCC_14.6484375:mix1_3.66210938:mix2,ERCC_14.6484375:mix1_3.66210938:mix2,NA,NA,NA
ERCC_15000:mix1_15000:mix2,ERCC_15000:mix1_15000:mix2,NA,NA,NA
ERCC_15000:mix1_22500:mix2,ERCC_15000:mix1_22500:mix2,NA,NA,NA
ERCC_15000:mix1_30000:mix2,ERCC_15000:mix1_30000:mix2,NA,NA,NA
ERCC_1875:mix1_468.75:mix2,ERCC_1875:mix1_468.75:mix2,NA,NA,NA
ERCC_234.375:mix1_234.375:mix2,ERCC_234.375:mix1_234.375:mix2,NA,NA,NA
ERCC_234.375:mix1_351.5625:mix2,ERCC_234.375:mix1_351.5625:mix2,NA,NA,NA
ERCC_234.375:mix1_468.75:mix2,ERCC_234.375:mix1_468.75:mix2,NA,NA,NA
ERCC_234.375:mix1_58.59375:mix2,ERCC_234.375:mix1_58.59375:mix2,NA,NA,NA
ERCC_29.296875:mix1_29.296875:mix2,ERCC_29.296875:mix1_29.296875:mix2,NA,NA,NA
ERCC_29.296875:mix1_43.9453125:mix2,ERCC_29.296875:mix1_43.9453125:mix2,NA,NA,NA
ERCC_29.296875:mix1_58.59375:mix2,ERCC_29.296875:mix1_58.59375:mix2,NA,NA,NA
ERCC_29.296875:mix1_7.32421875:mix2,ERCC_29.296875:mix1_7.32421875:mix2,NA,NA,NA
ERCC_3.66210938:mix1_0.91552734:mix2,ERCC_3.66210938:mix1_0.91552734:mix2,NA,NA,NA
ERCC_3.66210938:mix1_3.66210938:mix2,ERCC_3.66210938:mix1_3.66210938:mix2,NA,NA,NA
ERCC_3.66210938:mix1_5.49316406:mix2,ERCC_3.66210938:mix1_5.49316406:mix2,NA,NA,NA
ERCC_3.66210938:mix1_7.32421875:mix2,ERCC_3.66210938:mix1_7.32421875:mix2,NA,NA,NA
ERCC_30000:mix1_7500:mix2,ERCC_30000:mix1_7500:mix2,NA,NA,NA
ERCC_3750:mix1_3750:mix2,ERCC_3750:mix1_3750:mix2,NA,NA,NA
ERCC_3750:mix1_5625:mix2,ERCC_3750:mix1_5625:mix2,NA,NA,NA
ERCC_3750:mix1_7500:mix2,ERCC_3750:mix1_7500:mix2,NA,NA,NA
ERCC_468.75:mix1_117.1875:mix2,ERCC_468.75:mix1_117.1875:mix2,NA,NA,NA
ERCC_468.75:mix1_468.75:mix2,ERCC_468.75:mix1_468.75:mix2,NA,NA,NA
ERCC_468.75:mix1_703.125:mix2,ERCC_468.75:mix1_703.125:mix2,NA,NA,NA
ERCC_468.75:mix1_937.5:mix2,ERCC_468.75:mix1_937.5:mix2,NA,NA,NA
ERCC_58.59375:mix1_117.1875:mix2,ERCC_58.59375:mix1_117.1875:mix2,NA,NA,NA
ERCC_58.59375:mix1_14.6484375:mix2,ERCC_58.59375:mix1_14.6484375:mix2,NA,NA,NA
ERCC_58.59375:mix1_58.59375:mix2,ERCC_58.59375:mix1_58.59375:mix2,NA,NA,NA
ERCC_58.59375:mix1_87.890625:mix2,ERCC_58.59375:mix1_87.890625:mix2,NA,NA,NA
ERCC_7.32421875:mix1_1.83105469:mix2,ERCC_7.32421875:mix1_1.83105469:mix2,NA,NA,NA
ERCC_7.32421875:mix1_10.9863281:mix2,ERCC_7.32421875:mix1_10.9863281:mix2,NA,NA,NA
ERCC_7.32421875:mix1_14.6484375:mix2,ERCC_7.32421875:mix1_14.6484375:mix2,NA,NA,NA
ERCC_7.32421875:mix1_7.32421875:mix2,ERCC_7.32421875:mix1_7.32421875:mix2,NA,NA,NA
ERCC_7500:mix1_1875:mix2,ERCC_7500:mix1_1875:mix2,NA,NA,NA
ERCC_937.5:mix1_1406.25:mix2,ERCC_937.5:mix1_1406.25:mix2,NA,NA,NA
ERCC_937.5:mix1_1875:mix2,ERCC_937.5:mix1_1875:mix2,NA,NA,NA
ERCC_937.5:mix1_234.375:mix2,ERCC_937.5:mix1_234.375:mix2,NA,NA,NA
ERCC_937.5:mix1_937.5:mix2,ERCC_937.5:mix1_937.5:mix2,NA,NA,NA
EU599041,EU599041,100170401,ENSMUSG00000074887,expressed sequence EU599041
Eaf1,Eaf1,74427,ENSMUSG00000021890,ELL associated factor 1
Eaf2,Eaf2,106389,ENSMUSG00000022838,ELL associated factor 2
Eapp,Eapp,66266,ENSMUSG00000054302,E2F-associated phosphoprotein
Ear1,Ear1,13586,ENSMUSG00000072601,"eosinophil-associated, ribonuclease A family, member 1"
Ear10,Ear10,93725,ENSMUSG00000090166,"eosinophil-associated, ribonuclease A family, member 10"
Ear12,Ear12,503845,NA,"eosinophil-associated, ribonuclease A family, member 12"
Ear14,Ear14,503847,ENSMUSG00000050766,"eosinophil-associated, ribonuclease A family, member 14"
Ear2,Ear2,13587,ENSMUSG00000072596,"eosinophil-associated, ribonuclease A family, member 2"
Ear3,Ear3,53876,NA,"eosinophil-associated, ribonuclease A family, member 3"
Ear4,Ear4,53877,ENSMUSG00000050766,"eosinophil-associated, ribonuclease A family, member 4"
Ear6,Ear6,93719,ENSMUSG00000062148,"eosinophil-associated, ribonuclease A family, member 6"
Ear7,Ear7,53873,NA,"eosinophil-associated, ribonuclease A family, member 7"
Ears2,Ears2,67417,ENSMUSG00000030871,"glutamyl-tRNA synthetase 2, mitochondrial"
Ebag9,Ebag9,55960,ENSMUSG00000022339,estrogen receptor-binding fragment-associated gene 9
Ebf1,Ebf1,13591,ENSMUSG00000057098,early B cell factor 1
Ebf2,Ebf2,13592,ENSMUSG00000022053,early B cell factor 2
Ebf3,Ebf3,13593,ENSMUSG00000010476,early B cell factor 3
Ebf4,Ebf4,228598,ENSMUSG00000053552,early B cell factor 4
Ebi3,Ebi3,50498,ENSMUSG00000003206,Epstein-Barr virus induced gene 3
Ebna1bp2,Ebna1bp2,69072,ENSMUSG00000028729,EBNA1 binding protein 2
Ebp,Ebp,13595,ENSMUSG00000031168,EBP cholestenol delta-isomerase
Ebpl,Ebpl,68177,ENSMUSG00000021928,emopamil binding protein-like
Ecd,Ecd,70601,ENSMUSG00000021810,ecdysoneless cell cycle regulator
Ece1,Ece1,230857,ENSMUSG00000057530,endothelin converting enzyme 1
Ece2,Ece2,107522,ENSMUSG00000022842,endothelin converting enzyme 2
Ecel1,Ecel1,13599,ENSMUSG00000026247,endothelin converting enzyme-like 1
Ech1,Ech1,51798,ENSMUSG00000053898,"enoyl coenzyme A hydratase 1, peroxisomal"
Echdc1,Echdc1,52665,ENSMUSG00000019883,enoyl Coenzyme A hydratase domain containing 1
Echdc2,Echdc2,52430,ENSMUSG00000028601,enoyl Coenzyme A hydratase domain containing 2
Echdc3,Echdc3,67856,ENSMUSG00000039063,enoyl Coenzyme A hydratase domain containing 3
Echs1,Echs1,93747,ENSMUSG00000025465,"enoyl Coenzyme A hydratase, short chain, 1, mitochondrial"
Eci1,Eci1,13177,ENSMUSG00000024132,enoyl-Coenzyme A delta isomerase 1
Eci2,Eci2,23986,ENSMUSG00000021417,enoyl-Coenzyme A delta isomerase 2
Eci3,Eci3,69123,ENSMUSG00000021416,enoyl-Coenzyme A delta isomerase 3
Ecm1,Ecm1,13601,ENSMUSG00000028108,extracellular matrix protein 1
Ecm2,Ecm2,407800,ENSMUSG00000043631,"extracellular matrix protein 2, female organ and adipocyte specific"
Ecscr,Ecscr,68545,ENSMUSG00000073599,endothelial cell surface expressed chemotaxis and apoptosis regulator
Ecsit,Ecsit,26940,ENSMUSG00000066839,ECSIT signalling integrator
Ect2,Ect2,13605,ENSMUSG00000027699,ect2 oncogene
Ect2l,Ect2l,100045792,ENSMUSG00000071392,epithelial cell transforming sequence 2 oncogene-like
Eda,Eda,13607,ENSMUSG00000059327,ectodysplasin-A
Eda2r,Eda2r,245527,ENSMUSG00000034457,ectodysplasin A2 receptor
Edar,Edar,13608,ENSMUSG00000003227,ectodysplasin-A receptor
Edaradd,Edaradd,171211,ENSMUSG00000095105,EDAR associated via death domain
Edc3,Edc3,353190,ENSMUSG00000038957,enhancer of mRNA decapping 3
Edc4,Edc4,234699,ENSMUSG00000036270,enhancer of mRNA decapping 4
Eddm3b,Eddm3b,219026,ENSMUSG00000072575,epididymal protein 3B
Edem1,Edem1,192193,ENSMUSG00000030104,"ER degradation enhancer, mannosidase alpha-like 1"
Edem2,Edem2,108687,ENSMUSG00000038312,"ER degradation enhancer, mannosidase alpha-like 2"
Edem3,Edem3,66967,ENSMUSG00000043019,"ER degradation enhancer, mannosidase alpha-like 3"
Edf1,Edf1,59022,ENSMUSG00000015092,endothelial differentiation-related factor 1
Edil3,Edil3,13612,ENSMUSG00000034488,EGF-like repeats and discoidin I-like domains 3
Edn1,Edn1,13614,ENSMUSG00000021367,endothelin 1
Edn2,Edn2,13615,ENSMUSG00000028635,endothelin 2
Edn3,Edn3,13616,ENSMUSG00000027524,endothelin 3
Ednra,Ednra,13617,ENSMUSG00000031616,endothelin receptor type A
Ednrb,Ednrb,13618,ENSMUSG00000022122,endothelin receptor type B
Edrf1,Edrf1,214764,ENSMUSG00000039990,erythroid differentiation regulatory factor 1
Eea1,Eea1,216238,ENSMUSG00000036499,early endosome antigen 1
Eed,Eed,13626,ENSMUSG00000030619,embryonic ectoderm development
Eef1a1,Eef1a1,13627,ENSMUSG00000037742,eukaryotic translation elongation factor 1 alpha 1
Eef1a2,Eef1a2,13628,ENSMUSG00000016349,eukaryotic translation elongation factor 1 alpha 2
Eef1b2,Eef1b2,55949,ENSMUSG00000025967,eukaryotic translation elongation factor 1 beta 2
Eef1d,Eef1d,66656,ENSMUSG00000055762,eukaryotic translation elongation factor 1 delta
Eef1e1,Eef1e1,66143,ENSMUSG00000001707,eukaryotic translation elongation factor 1 epsilon 1
Eef1g,Eef1g,67160,ENSMUSG00000071644,eukaryotic translation elongation factor 1 gamma
Eef2,Eef2,13629,ENSMUSG00000034994,eukaryotic translation elongation factor 2
Eef2k,Eef2k,13631,ENSMUSG00000035064,eukaryotic elongation factor-2 kinase
Eefsec,Eefsec,65967,ENSMUSG00000033216,"eukaryotic elongation factor, selenocysteine-tRNA-specific"
Eepd1,Eepd1,67484,ENSMUSG00000036611,endonuclease/exonuclease/phosphatase family domain containing 1
Efcab1,Efcab1,NA,NA,NA
Efcab10,Efcab10,75040,ENSMUSG00000020562,EF-hand calcium binding domain 10
Efcab11,Efcab11,78767,ENSMUSG00000021176,EF-hand calcium binding domain 11
Efcab12,Efcab12,212516,ENSMUSG00000030321,EF-hand calcium binding domain 12
Efcab14,Efcab14,230648,ENSMUSG00000034210,EF-hand calcium binding domain 14
Efcab2,Efcab2,68226,ENSMUSG00000026495,EF-hand calcium binding domain 2
Efcab3,Efcab3,70894,ENSMUSG00000020690,EF-hand calcium binding domain 3
Efcab4a,Efcab4a,NA,NA,NA
Efcab4b,Efcab4b,NA,NA,NA
Efcab5,Efcab5,319634,ENSMUSG00000050944,EF-hand calcium binding domain 5
Efcab6,Efcab6,77627,ENSMUSG00000022441,EF-hand calcium binding domain 6
Efcab7,Efcab7,230500,ENSMUSG00000073791,EF-hand calcium binding domain 7
Efcab8,Efcab8,100504221,ENSMUSG00000044083,EF-hand calcium binding domain 8
Efcab9,Efcab9,69306,ENSMUSG00000044056,EF-hand calcium binding domain 9
Efcc1,Efcc1,58229,ENSMUSG00000068263,EF hand and coiled-coil domain containing 1
Efemp1,Efemp1,216616,ENSMUSG00000020467,epidermal growth factor-containing fibulin-like extracellular matrix protein 1
Efemp2,Efemp2,58859,ENSMUSG00000024909,epidermal growth factor-containing fibulin-like extracellular matrix protein 2
Efhb,Efhb,211482,ENSMUSG00000023931,"EF hand domain family, member B"
Efhc1,Efhc1,71877,ENSMUSG00000041809,EF-hand domain (C-terminal) containing 1
Efhc2,Efhc2,74405,ENSMUSG00000025038,EF-hand domain (C-terminal) containing 2
Efhd1,Efhd1,98363,ENSMUSG00000026255,EF hand domain containing 1
Efhd2,Efhd2,27984,ENSMUSG00000040659,EF hand domain containing 2
Efna1,Efna1,13636,ENSMUSG00000027954,ephrin A1
Efna2,Efna2,13637,ENSMUSG00000003070,ephrin A2
Efna3,Efna3,13638,ENSMUSG00000028039,ephrin A3
Efna4,Efna4,13639,ENSMUSG00000028040,ephrin A4
Efna5,Efna5,13640,ENSMUSG00000048915,ephrin A5
Efnb1,Efnb1,13641,ENSMUSG00000031217,ephrin B1
Efnb2,Efnb2,13642,ENSMUSG00000001300,ephrin B2
Efnb3,Efnb3,13643,ENSMUSG00000003934,ephrin B3
Efr3a,Efr3a,76740,ENSMUSG00000015002,EFR3 homolog A
Efr3b,Efr3b,668212,ENSMUSG00000020658,EFR3 homolog B
Efs,Efs,13644,ENSMUSG00000022203,embryonal Fyn-associated substrate
Eftud1,Eftud1,NA,NA,NA
Eftud2,Eftud2,20624,ENSMUSG00000020929,elongation factor Tu GTP binding domain containing 2
Egf,Egf,13645,ENSMUSG00000028017,epidermal growth factor
Egfbp2,Egfbp2,13647,NA,epidermal growth factor binding protein type B
Egfem1,Egfem1,75740,ENSMUSG00000063600,EGF-like and EMI domain containing 1
Egfl6,Egfl6,54156,ENSMUSG00000000402,"EGF-like-domain, multiple 6"
Egfl7,Egfl7,353156,ENSMUSG00000026921,EGF-like domain 7
Egfl8,Egfl8,81701,ENSMUSG00000015467,EGF-like domain 8
Egflam,Egflam,268780,ENSMUSG00000042961,"EGF-like, fibronectin type III and laminin G domains"
Egfr,Egfr,13649,ENSMUSG00000020122,epidermal growth factor receptor
Egln1,Egln1,112405,ENSMUSG00000031987,egl-9 family hypoxia-inducible factor 1
Egln2,Egln2,112406,ENSMUSG00000058709,egl-9 family hypoxia-inducible factor 2
Egln3,Egln3,112407,ENSMUSG00000035105,egl-9 family hypoxia-inducible factor 3
Egr1,Egr1,13653,ENSMUSG00000038418,early growth response 1
Egr2,Egr2,13654,ENSMUSG00000037868,early growth response 2
Egr3,Egr3,13655,ENSMUSG00000033730,early growth response 3
Egr4,Egr4,13656,ENSMUSG00000071341,early growth response 4
Ehbp1,Ehbp1,216565,ENSMUSG00000042302,EH domain binding protein 1
Ehbp1l1,Ehbp1l1,114601,ENSMUSG00000024937,EH domain binding protein 1-like 1
Ehd1,Ehd1,13660,ENSMUSG00000024772,EH-domain containing 1
Ehd2,Ehd2,259300,ENSMUSG00000074364,EH-domain containing 2
Ehd3,Ehd3,57440,ENSMUSG00000024065,EH-domain containing 3
Ehd4,Ehd4,98878,ENSMUSG00000027293,EH-domain containing 4
Ehf,Ehf,13661,ENSMUSG00000012350,ets homologous factor
Ehhadh,Ehhadh,74147,ENSMUSG00000022853,"enoyl-Coenzyme A, hydratase/3-hydroxyacyl Coenzyme A dehydrogenase"
Ehmt1,Ehmt1,77683,ENSMUSG00000036893,euchromatic histone methyltransferase 1
Ehmt2,Ehmt2,110147,ENSMUSG00000013787,euchromatic histone lysine N-methyltransferase 2
Ei24,Ei24,13663,ENSMUSG00000062762,etoposide induced 2.4 mRNA
Eid1,Eid1,58521,ENSMUSG00000091337,EP300 interacting inhibitor of differentiation 1
Eid2,Eid2,386655,ENSMUSG00000046058,EP300 interacting inhibitor of differentiation 2
Eid2b,Eid2b,434156,ENSMUSG00000070705,EP300 interacting inhibitor of differentiation 2B
Eid3,Eid3,66341,ENSMUSG00000109864,EP300 interacting inhibitor of differentiation 3
Eif1,Eif1,20918,ENSMUSG00000035530,eukaryotic translation initiation factor 1
Eif1a,Eif1a,13664,ENSMUSG00000057561,eukaryotic translation initiation factor 1A
Eif1ad,Eif1ad,69860,ENSMUSG00000024841,eukaryotic translation initiation factor 1A domain containing
Eif1ax,Eif1ax,66235,ENSMUSG00000067194,"eukaryotic translation initiation factor 1A, X-linked"
Eif1b,Eif1b,68969,ENSMUSG00000006941,eukaryotic translation initiation factor 1B
Eif2a,Eif2a,229317,ENSMUSG00000027810,eukaryotic translation initiation factor 2A
Eif2ak1,Eif2ak1,15467,ENSMUSG00000029613,eukaryotic translation initiation factor 2 alpha kinase 1
Eif2ak2,Eif2ak2,19106,ENSMUSG00000024079,eukaryotic translation initiation factor 2-alpha kinase 2
Eif2ak3,Eif2ak3,13666,ENSMUSG00000031668,eukaryotic translation initiation factor 2 alpha kinase 3
Eif2ak4,Eif2ak4,27103,ENSMUSG00000005102,eukaryotic translation initiation factor 2 alpha kinase 4
Eif2b1,Eif2b1,209354,ENSMUSG00000029388,"eukaryotic translation initiation factor 2B, subunit alpha"
Eif2b2,Eif2b2,217715,ENSMUSG00000004788,"eukaryotic translation initiation factor 2B, subunit 2 beta"
Eif2b3,Eif2b3,108067,ENSMUSG00000028683,"eukaryotic translation initiation factor 2B, subunit 3"
Eif2b4,Eif2b4,13667,ENSMUSG00000029145,"eukaryotic translation initiation factor 2B, subunit 4 delta"
Eif2b5,Eif2b5,224045,ENSMUSG00000003235,"eukaryotic translation initiation factor 2B, subunit 5 epsilon"
Eif2d,Eif2d,16865,ENSMUSG00000026427,eukaryotic translation initiation factor 2D
Eif2s1,Eif2s1,13665,ENSMUSG00000021116,"eukaryotic translation initiation factor 2, subunit 1 alpha"
Eif2s2,Eif2s2,67204,ENSMUSG00000074656,eukaryotic translation initiation factor 2 subunit 2 beta
Eif2s3x,Eif2s3x,26905,ENSMUSG00000035150,"eukaryotic translation initiation factor 2, subunit 3, structural gene X-linked"
Eif2s3y,Eif2s3y,26908,ENSMUSG00000069049,"eukaryotic translation initiation factor 2, subunit 3, structural gene Y-linked"
Eif3a,Eif3a,13669,ENSMUSG00000024991,"eukaryotic translation initiation factor 3, subunit A"
Eif3b,Eif3b,27979,ENSMUSG00000056076,"eukaryotic translation initiation factor 3, subunit B"
Eif3c,Eif3c,56347,ENSMUSG00000030738,"eukaryotic translation initiation factor 3, subunit C"
Eif3d,Eif3d,55944,ENSMUSG00000016554,"eukaryotic translation initiation factor 3, subunit D"
Eif3e,Eif3e,16341,ENSMUSG00000022336,"eukaryotic translation initiation factor 3, subunit E"
Eif3f,Eif3f,66085,ENSMUSG00000031029,"eukaryotic translation initiation factor 3, subunit F"
Eif3g,Eif3g,53356,ENSMUSG00000070319,"eukaryotic translation initiation factor 3, subunit G"
Eif3h,Eif3h,68135,ENSMUSG00000022312,"eukaryotic translation initiation factor 3, subunit H"
Eif3i,Eif3i,54709,ENSMUSG00000028798,"eukaryotic translation initiation factor 3, subunit I"
Eif3j1,Eif3j1,78655,ENSMUSG00000027236,"eukaryotic translation initiation factor 3, subunit J1"
Eif3j2,Eif3j2,100042807,ENSMUSG00000043424,"eukaryotic translation initiation factor 3, subunit J2"
Eif3k,Eif3k,73830,ENSMUSG00000053565,"eukaryotic translation initiation factor 3, subunit K"
Eif3l,Eif3l,223691,ENSMUSG00000033047,"eukaryotic translation initiation factor 3, subunit L"
Eif3m,Eif3m,98221,ENSMUSG00000027170,"eukaryotic translation initiation factor 3, subunit M"
Eif4a1,Eif4a1,13681,ENSMUSG00000059796,eukaryotic translation initiation factor 4A1
Eif4a2,Eif4a2,13682,ENSMUSG00000022884,eukaryotic translation initiation factor 4A2
Eif4a3,Eif4a3,192170,ENSMUSG00000025580,eukaryotic translation initiation factor 4A3
Eif4b,Eif4b,75705,ENSMUSG00000058655,eukaryotic translation initiation factor 4B
Eif4e,Eif4e,13684,ENSMUSG00000028156,eukaryotic translation initiation factor 4E
Eif4e1b,Eif4e1b,218268,ENSMUSG00000074895,eukaryotic translation initiation factor 4E family member 1B
Eif4e2,Eif4e2,26987,ENSMUSG00000026254,eukaryotic translation initiation factor 4E member 2
Eif4e3,Eif4e3,66892,ENSMUSG00000093661,eukaryotic translation initiation factor 4E member 3
Eif4ebp1,Eif4ebp1,13685,ENSMUSG00000031490,eukaryotic translation initiation factor 4E binding protein 1
Eif4ebp2,Eif4ebp2,13688,ENSMUSG00000020091,eukaryotic translation initiation factor 4E binding protein 2
Eif4ebp3,Eif4ebp3,108112,ENSMUSG00000090264,eukaryotic translation initiation factor 4E binding protein 3
Eif4enif1,Eif4enif1,74203,ENSMUSG00000020454,eukaryotic translation initiation factor 4E nuclear import factor 1
Eif4g1,Eif4g1,208643,ENSMUSG00000045983,"eukaryotic translation initiation factor 4, gamma 1"
Eif4g2,Eif4g2,13690,ENSMUSG00000005610,"eukaryotic translation initiation factor 4, gamma 2"
Eif4g3,Eif4g3,230861,ENSMUSG00000028760,"eukaryotic translation initiation factor 4 gamma, 3"
Eif4h,Eif4h,22384,ENSMUSG00000040731,eukaryotic translation initiation factor 4H
Eif5,Eif5,217869,ENSMUSG00000021282,eukaryotic translation initiation factor 5
Eif5a,Eif5a,276770,ENSMUSG00000078812,eukaryotic translation initiation factor 5A
Eif5a2,Eif5a2,208691,ENSMUSG00000050192,eukaryotic translation initiation factor 5A2
Eif5b,Eif5b,226982,ENSMUSG00000026083,eukaryotic translation initiation factor 5B
Eif6,Eif6,16418,ENSMUSG00000027613,eukaryotic translation initiation factor 6
Elac1,Elac1,114615,ENSMUSG00000036941,elaC ribonuclease Z 1
Elac2,Elac2,68626,ENSMUSG00000020549,elaC ribonuclease Z 2
Elane,Elane,50701,ENSMUSG00000020125,"elastase, neutrophil expressed"
Elavl1,Elavl1,15568,ENSMUSG00000040028,ELAV like RNA binding protein 1
Elavl2,Elavl2,15569,ENSMUSG00000008489,ELAV like RNA binding protein 1
Elavl3,Elavl3,15571,ENSMUSG00000003410,ELAV like RNA binding protein 3
Elavl4,Elavl4,15572,ENSMUSG00000028546,ELAV like RNA binding protein 4
Eldr,Eldr,72735,ENSMUSG00000087060,Egfr long non-coding downstream RNA
Elf1,Elf1,13709,ENSMUSG00000036461,E74 like ETS transcription factor 1
Elf2,Elf2,69257,ENSMUSG00000037174,E74-like factor 2
Elf3,Elf3,13710,ENSMUSG00000003051,E74-like factor 3
Elf4,Elf4,56501,ENSMUSG00000031103,E74 like ETS transcription factor 4
Elf5,Elf5,13711,ENSMUSG00000027186,E74-like factor 5
Elfn1,Elfn1,243312,ENSMUSG00000048988,"leucine rich repeat and fibronectin type III, extracellular 1"
Elfn2,Elfn2,207393,ENSMUSG00000043460,"leucine rich repeat and fibronectin type III, extracellular 2"
Elk1,Elk1,13712,ENSMUSG00000009406,"ELK1, member of ETS oncogene family"
Elk3,Elk3,13713,ENSMUSG00000008398,"ELK3, member of ETS oncogene family"
Elk4,Elk4,13714,ENSMUSG00000026436,"ELK4, member of ETS oncogene family"
Ell,Ell,13716,ENSMUSG00000070002,elongation factor RNA polymerase II
Ell2,Ell2,192657,ENSMUSG00000001542,elongation factor for RNA polymerase II 2
Ell3,Ell3,269344,ENSMUSG00000027246,elongation factor RNA polymerase II-like 3
Elmo1,Elmo1,140580,ENSMUSG00000041112,engulfment and cell motility 1
Elmo2,Elmo2,140579,ENSMUSG00000017670,engulfment and cell motility 2
Elmo3,Elmo3,234683,ENSMUSG00000014791,engulfment and cell motility 3
Elmod1,Elmod1,270162,ENSMUSG00000041986,ELMO/CED-12 domain containing 1
Elmod2,Elmod2,244548,ENSMUSG00000035151,ELMO/CED-12 domain containing 2
Elmod3,Elmod3,232089,ENSMUSG00000056698,ELMO/CED-12 domain containing 3
Elmsan1,Elmsan1,NA,NA,NA
Eln,Eln,13717,ENSMUSG00000029675,elastin
Elof1,Elof1,66126,ENSMUSG00000013822,"ELF1 homolog, elongation factor 1"
Elovl1,Elovl1,54325,ENSMUSG00000006390,ELOVL fatty acid elongase 1
Elovl2,Elovl2,54326,ENSMUSG00000021364,ELOVL fatty acid elongase 2
Elovl3,Elovl3,12686,ENSMUSG00000038754,ELOVL fatty acid elongase 3
Elovl4,Elovl4,83603,ENSMUSG00000032262,ELOVL fatty acid elongase 4
Elovl5,Elovl5,68801,ENSMUSG00000032349,ELOVL fatty acid elongase 5
Elovl6,Elovl6,170439,ENSMUSG00000041220,ELOVL fatty acid elongase 6
Elovl7,Elovl7,74559,ENSMUSG00000021696,ELOVL fatty acid elongase 7
Elp2,Elp2,58523,ENSMUSG00000024271,elongator acetyltransferase complex subunit 2
Elp3,Elp3,74195,ENSMUSG00000022031,elongator acetyltransferase complex subunit 3
Elp4,Elp4,77766,ENSMUSG00000027167,elongator acetyltransferase complex subunit 4
Elp5,Elp5,54351,ENSMUSG00000018565,elongator acetyltransferase complex subunit 5
Elp6,Elp6,72341,ENSMUSG00000054836,elongator acetyltransferase complex subunit 6
Eltd1,Eltd1,NA,NA,NA
Emb,Emb,13723,ENSMUSG00000021728,embigin
Emc1,Emc1,230866,ENSMUSG00000078517,ER membrane protein complex subunit 1
Emc10,Emc10,69683,ENSMUSG00000008140,ER membrane protein complex subunit 10
Emc2,Emc2,66736,ENSMUSG00000022337,ER membrane protein complex subunit 2
Emc3,Emc3,66087,ENSMUSG00000030286,ER membrane protein complex subunit 3
Emc4,Emc4,68032,ENSMUSG00000027131,ER membrane protein complex subunit 4
Emc6,Emc6,66048,ENSMUSG00000047260,ER membrane protein complex subunit 6
Emc7,Emc7,73024,ENSMUSG00000055943,ER membrane protein complex subunit 7
Emc8,Emc8,18117,ENSMUSG00000031819,ER membrane protein complex subunit 8
Emc9,Emc9,85308,ENSMUSG00000022217,ER membrane protein complex subunit 9
Emcn,Emcn,59308,ENSMUSG00000054690,endomucin
Emd,Emd,13726,ENSMUSG00000001964,emerin
Eme1,Eme1,268465,ENSMUSG00000039055,essential meiotic structure-specific endonuclease 1
Eme2,Eme2,193838,ENSMUSG00000073436,essential meiotic structure-specific endonuclease subunit 2
Emg1,Emg1,14791,ENSMUSG00000004268,EMG1 N1-specific pseudouridine methyltransferase
