SYMBOL,ENTREZID,ENSEMBL,GENENAME
B4galt3,57370,ENSMUSG00000052423,"UDP-Gal:betaGlcNAc beta 1,4-galactosyltransferase, polypeptide 3"
Tmco1,68944,ENSMUSG00000052428,transmembrane and coiled-coil domains 1
Bmpr1b,12167,ENSMUSG00000052430,"bone morphogenetic protein receptor, type 1B"
Cebpe,110794,ENSMUSG00000052435,CCAAT/enhancer binding protein epsilon
Zfp961,234413,ENSMUSG00000052446,zinc finger protein 961
Get3,56495,ENSMUSG00000052456,"guided entry of tail-anchored proteins factor 3, ATPase"
Atp6v1a,11964,ENSMUSG00000052459,"ATPase, H+ transporting, lysosomal V1 subunit A"
Tcp10c,100041352,ENSMUSG00000052469,t-complex protein 10c
C130026I21Rik,NA,NA,NA
A330008L17Rik,234624,ENSMUSG00000052479,RIKEN cDNA A330008L17 gene
Gm8174,666579,ENSMUSG00000052482,glyceraldehyde-3-phosphate dehydrogenase pseudogene
Tmem171,380863,ENSMUSG00000052485,transmembrane protein 171
Cherp,27967,ENSMUSG00000052488,calcium homeostasis endoplasmic reticulum protein
Pkdrej,18766,ENSMUSG00000052496,polycystin (PKD) family receptor for egg jelly
Epha3,13837,ENSMUSG00000052504,Eph receptor A3
Nav2,78286,ENSMUSG00000052512,neuron navigator 2
Robo2,268902,ENSMUSG00000052516,roundabout guidance receptor 2
Cyp2j5,13109,ENSMUSG00000052520,"cytochrome P450, family 2, subfamily j, polypeptide 5"
Spdya,70891,ENSMUSG00000052525,"speedy/RINGO cell cycle regulator family, member A"
Nup188,227699,ENSMUSG00000052533,nucleoporin 188
Pbx1,18514,ENSMUSG00000052534,pre B cell leukemia homeobox 1
Magi3,99470,ENSMUSG00000052539,"membrane associated guanylate kinase, WW and PDZ domain containing 3"
St6galnac3,20447,ENSMUSG00000052544,"ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 3"
Adarb2,94191,ENSMUSG00000052551,"adenosine deaminase, RNA-specific, B2"
Gan,209239,ENSMUSG00000052557,giant axonal neuropathy
Cpne8,66871,ENSMUSG00000052560,copine VIII
Slc22a30,319800,ENSMUSG00000052562,"solute carrier family 22, member 30"
D930048N14Rik,97775,ENSMUSG00000052563,RIKEN cDNA D930048N14 gene
H1f3,14957,ENSMUSG00000052565,"H1.3 linker histone, cluster member"
Hook2,170833,ENSMUSG00000052566,hook microtubule tethering protein 2
Dlg2,23859,ENSMUSG00000052572,discs large MAGUK scaffold protein 2
Lrrtm4,243499,ENSMUSG00000052581,leucine rich repeat transmembrane neuronal 4
Serp2,72661,ENSMUSG00000052584,stress-associated endoplasmic reticulum protein family member 2
Adam17,11491,ENSMUSG00000052593,a disintegrin and metallopeptidase domain 17
Isoc2b,67441,ENSMUSG00000052605,isochorismatase domain containing 2b
Plekhg3,263406,ENSMUSG00000052609,"pleckstrin homology domain containing, family G (with RhoGef domain) member 3"
Pcdh15,11994,ENSMUSG00000052613,protocadherin 15
Terb1,320022,ENSMUSG00000052616,telomere repeat binding bouquet formation protein 1
Sh2d6,71130,ENSMUSG00000052631,SH2 domain containing 6
Asap2,211914,ENSMUSG00000052632,"ArfGAP with SH3 domain, ankyrin repeat and PH domain 2"
Rnf103,22644,ENSMUSG00000052656,ring finger protein 103
5830454E08Rik,76100,ENSMUSG00000052658,RIKEN cDNA 5830454E08 gene
Zfp112,57745,ENSMUSG00000052675,zinc finger protein 112
Zmat1,215693,ENSMUSG00000052676,"zinc finger, matrin type 1"
Rap1b,215449,ENSMUSG00000052681,RAS related protein 1b
Jun,16476,ENSMUSG00000052684,jun proto-oncogene
Rab7b,226421,ENSMUSG00000052688,"RAB7B, member RAS oncogene family"
Tln2,70549,ENSMUSG00000052698,talin 2
Tnrc6a,233833,ENSMUSG00000052707,trinucleotide repeat containing 6a
BC004004,80748,ENSMUSG00000052712,cDNA sequence BC004004
Zfp608,269023,ENSMUSG00000052713,zinc finger protein 608
Kcnt2,240776,ENSMUSG00000052726,"potassium channel, subfamily T, member 2"
Map1b,17755,ENSMUSG00000052727,microtubule-associated protein 1B
Gm5111,330305,ENSMUSG00000052730,predicted gene 5111
Suclg1,56451,ENSMUSG00000052738,"succinate-CoA ligase, GDP-forming, alpha subunit"
Swt1,66875,ENSMUSG00000052748,SWT1 RNA endoribonuclease homolog (S. cerevisiae)
Trim30b,244183,ENSMUSG00000052749,tripartite motif-containing 30B
Repin1,58887,ENSMUSG00000052751,replication initiator 1
Traf7,224619,ENSMUSG00000052752,TNF receptor-associated factor 7
Gpr25,383563,ENSMUSG00000052759,G protein-coupled receptor 25
A630001G21Rik,319997,ENSMUSG00000052760,RIKEN cDNA A630001G21 gene
Zfp212,232784,ENSMUSG00000052763,Zinc finger protein 212
Oas1a,246730,ENSMUSG00000052776,2'-5' oligoadenylate synthetase 1A
Grk4,14772,ENSMUSG00000052783,G protein-coupled receptor kinase 4
1700030K09Rik,72254,ENSMUSG00000052794,RIKEN cDNA 1700030K09 gene
Nup107,103468,ENSMUSG00000052798,nucleoporin 107
Atad2b,320817,ENSMUSG00000052812,"ATPase family, AAA domain containing 2B"
Best2,212989,ENSMUSG00000052819,bestrophin 2
Cysltr1,58861,ENSMUSG00000052821,cysteinyl leukotriene receptor 1
Sae1,56459,ENSMUSG00000052833,SUMO1 activating enzyme subunit 1
Junb,16477,ENSMUSG00000052837,jun B proto-oncogene
C130026L21Rik,330164,ENSMUSG00000052848,RIKEN cDNA C130026L21 gene
Reep1,52250,ENSMUSG00000052852,receptor accessory protein 1
Nrk,27206,ENSMUSG00000052854,Nik related kinase
Dnah6,330355,ENSMUSG00000052861,"dynein, axonemal, heavy chain 6"
Prkcb,18751,ENSMUSG00000052889,"protein kinase C, beta"
Ubxn8,108159,ENSMUSG00000052906,UBX domain protein 8
Lamb2,16779,ENSMUSG00000052911,"laminin, beta 2"
Smarca5-ps,545700,ENSMUSG00000052912,"SNF2 related chromatin remodeling ATPase 5, pseudogene"
Cyp2j6,13110,ENSMUSG00000052914,"cytochrome P450, family 2, subfamily j, polypeptide 6"
Msl1,74026,ENSMUSG00000052915,male specific lethal 1
Senp7,66315,ENSMUSG00000052917,SUMO1/sentrin specific peptidase 7
Prkg1,19091,ENSMUSG00000052920,"protein kinase, cGMP-dependent, type I"
Arhgef15,442801,ENSMUSG00000052921,Rho guanine nucleotide exchange factor 15
Bpi,329547,ENSMUSG00000052922,bactericidal permeablility increasing protein
Rnaseh2a,69724,ENSMUSG00000052926,"ribonuclease H2, large subunit"
Ctif,269037,ENSMUSG00000052928,CBP80/20-dependent translation initiation factor
Fbxo31,76454,ENSMUSG00000052934,F-box protein 31
Glis3,226075,ENSMUSG00000052942,GLIS family zinc finger 3
Rnf157,217340,ENSMUSG00000052949,ring finger protein 157
Cpvl,71287,ENSMUSG00000052955,"carboxypeptidase, vitellogenic-like"
Gas1,14451,ENSMUSG00000052957,growth arrest specific 1
Mrpl35,66223,ENSMUSG00000052962,mitochondrial ribosomal protein L35
Cyp2f2,13107,ENSMUSG00000052974,"cytochrome P450, family 2, subfamily f, polypeptide 2"
Ube2ql1,76980,ENSMUSG00000052981,ubiquitin-conjugating enzyme E2Q family-like 1
Uba2,50995,ENSMUSG00000052997,ubiquitin-like modifier activating enzyme 2
Hrh1,15465,ENSMUSG00000053004,histamine receptor H1
Creb5,231991,ENSMUSG00000053007,cAMP responsive element binding protein 5
Krcc1,57896,ENSMUSG00000053012,lysine-rich coiled-coil 1
Cntn2,21367,ENSMUSG00000053024,contactin 2
Sv2b,64176,ENSMUSG00000053025,synaptic vesicle glycoprotein 2b
Spink2,69982,ENSMUSG00000053030,"serine peptidase inhibitor, Kazal type 2"
Aph1c,68318,ENSMUSG00000053040,"aph1 homolog C, gamma secretase subunit"
Cd8b1,12526,ENSMUSG00000053044,CD8 subunit beta 1
Brsk2,75770,ENSMUSG00000053046,BR serine/threonine kinase 2
Gm15413,791381,ENSMUSG00000053049,predicted gene 15413
Jam2,67374,ENSMUSG00000053062,junction adhesion molecule 2
Clec12a,232413,ENSMUSG00000053063,"C-type lectin domain family 12, member a"
Cfap300,234912,ENSMUSG00000053070,cilia and flagella associated protein 300
2700081O15Rik,NA,NA,NA
Lins1,72635,ENSMUSG00000053091,lines homolog 1
Myh7,140781,ENSMUSG00000053093,"myosin, heavy polypeptide 7, cardiac muscle, beta"
Tmem248,71667,ENSMUSG00000053094,transmembrane protein 248
Gpr141,353346,ENSMUSG00000053101,G protein-coupled receptor 141
Yap1,22601,ENSMUSG00000053110,yes-associated protein 1
Fank1,66930,ENSMUSG00000053111,fibronectin type 3 and ankyrin repeat domains 1
Socs3,12702,ENSMUSG00000053113,suppressor of cytokine signaling 3
E330013P04Rik,107376,NA,RIKEN cDNA E330013P04 gene
Chmp3,66700,ENSMUSG00000053119,charged multivesicular body protein 3
Rnf26,213211,ENSMUSG00000053128,ring finger protein 26
Gsx1,14842,ENSMUSG00000053129,GS homeobox 1
Supt7l,72195,ENSMUSG00000053134,"SPT7-like, STAGA complex gamma subunit"
Mapk11,19094,ENSMUSG00000053137,mitogen-activated protein kinase 11
Ptprt,19281,ENSMUSG00000053141,protein tyrosine phosphatase receptor type T
Spag16,66722,ENSMUSG00000053153,sperm associated antigen 16
Fes,14159,ENSMUSG00000053158,feline sarcoma oncogene
Daw1,71227,ENSMUSG00000053161,dynein assembly factor with WDR repeat domains 1
Gpr21,338346,ENSMUSG00000053164,G protein-coupled receptor 21
Cdh22,104010,ENSMUSG00000053166,cadherin 22
Rpl18-ps2,652986,ENSMUSG00000053173,"ribosomal protein L18, pseudogene 2"
Bcl3,12051,ENSMUSG00000053175,B cell leukemia/lymphoma 3
Mterf1b,208595,ENSMUSG00000053178,mitochondrial transcription termination factor 1b
A830005F24Rik,442803,NA,RIKEN cDNA A830005F24 gene
Gm609,NA,NA,NA
Mllt11,56772,ENSMUSG00000053192,"myeloid/lymphoid or mixed-lineage leukemia; translocated to, 11"
Prx,19153,ENSMUSG00000053198,periaxin
Arhgap20,244867,ENSMUSG00000053199,Rho GTPase activating protein 20
Styx,56291,ENSMUSG00000053205,serine/threonine/tyrosine interaction protein
Kat2b-ps,100504388,NA,"K(lysine) acetyltransferase 2B, pseudogene"
Gm9899,100502829,ENSMUSG00000053214,predicted gene 9899
Btn2a2,238555,ENSMUSG00000053216,"butyrophilin, subfamily 2, member A2"
Raet1e,379043,ENSMUSG00000053219,retinoic acid early transcript 1E
Dand5,23863,ENSMUSG00000053226,"DAN domain family member 5, BMP antagonist"
Ceacam3,384557,ENSMUSG00000053228,CEA cell adhesion molecule 3
Olfr212,NA,NA,NA
Ndfip2,76273,ENSMUSG00000053253,Nedd4 family interacting protein 2
Dspp,666279,ENSMUSG00000053268,dentin sialophosphoprotein
Aldh1a1,11668,ENSMUSG00000053279,"aldehyde dehydrogenase family 1, subfamily A1"
Trmt1l,98685,ENSMUSG00000053286,tRNA methyltransferase 1 like
Ddx10,77591,ENSMUSG00000053289,DEAD box helicase 10
Rab4b,19342,ENSMUSG00000053291,"RAB4B, member RAS oncogene family"
Pom121,107939,ENSMUSG00000053293,nuclear pore membrane protein 121
AI854703,243373,ENSMUSG00000053297,expressed sequence AI854703
Nrgn,64011,ENSMUSG00000053310,neurogranin
Sec61b,66212,ENSMUSG00000053317,SEC61 translocon subunit beta
Slamf8,74748,ENSMUSG00000053318,SLAM family member 8
Gatd3a,28295,ENSMUSG00000053329,glutamine amidotransferase like class 1 domain containing 3A
Gas5,14455,ENSMUSG00000053332,growth arrest specific 5
Dis3l2,208718,ENSMUSG00000053333,DIS3 like 3'-5' exoribonuclease 2
Ficd,231630,ENSMUSG00000053334,FIC domain containing
Tarm1,245126,ENSMUSG00000053338,"T cell-interacting, activating receptor on myeloid cells 1"
Zfp943,74670,ENSMUSG00000053347,zinc finger prtoein 943
2310001K24Rik,69517,NA,RIKEN cDNA 2310001K24 gene
Epp13,NA,NA,NA
Rxfp2,140498,ENSMUSG00000053368,relaxin/insulin-like family peptide receptor 2
Atp6v1e2,74915,ENSMUSG00000053375,"ATPase, H+ transporting, lysosomal V1 subunit E2"
Trim50,215061,ENSMUSG00000053388,tripartite motif-containing 50
Zfp952,240067,ENSMUSG00000053390,zinc finger protein 952
Cacng8,81905,ENSMUSG00000053395,"calcium channel, voltage-dependent, gamma subunit 8"
Phgdh,236539,ENSMUSG00000053398,3-phosphoglycerate dehydrogenase
Adamts18,208936,ENSMUSG00000053399,ADAM metallopeptidase with thrombospondin type 1 motif 18
Cbx7,52609,ENSMUSG00000053411,chromobox 7
Hunk,26559,ENSMUSG00000053414,hormonally upregulated Neu-associated kinase
Gm4792,215472,ENSMUSG00000053420,predicted gene 4792
Mapk14,26416,ENSMUSG00000053436,mitogen-activated protein kinase 14
Adamts19,240322,ENSMUSG00000053441,ADAM metallopeptidase with thrombospondin type 1 motif 19
Thoc7,66231,ENSMUSG00000053453,THO complex 7
Ggcx,56316,ENSMUSG00000053460,gamma-glutamyl carboxylase
Hhipl2,78772,ENSMUSG00000053461,hedgehog interacting protein-like 2
Hs6st3,50787,ENSMUSG00000053465,heparan sulfate 6-O-sulfotransferase 3
Tg,21819,ENSMUSG00000053469,thyroglobulin
Kdm3a,104263,ENSMUSG00000053470,lysine (K)-specific demethylase 3A
Tnfaip6,21930,ENSMUSG00000053475,tumor necrosis factor alpha induced protein 6
Tcf4,21413,ENSMUSG00000053477,transcription factor 4
Usp21,30941,ENSMUSG00000053483,ubiquitin specific peptidase 21
Nrd1,NA,NA,NA
Kcnip1,70357,ENSMUSG00000053519,Kv channel-interacting protein 1
Lgals7,16858,ENSMUSG00000053522,"lectin, galactose binding, soluble 7"
A530021J07Rik,330578,ENSMUSG00000053528,Riken cDNA A530021J07 gene
Cstf2t,83410,ENSMUSG00000053536,"cleavage stimulation factor, 3' pre-RNA subunit 2, tau"
6430503K07Rik,78068,ENSMUSG00000086509,RIKEN cDNA 6430503K07 gene
Shisa7,232813,ENSMUSG00000053550,shisa family member 7
Ebf4,228598,ENSMUSG00000053552,early B cell factor 4
3110082I17Rik,NA,NA,NA
Smagp,207818,ENSMUSG00000053559,small cell adhesion glycoprotein
Ier2,15936,ENSMUSG00000053560,immediate early response 2
Eif3k,73830,ENSMUSG00000053565,"eukaryotic translation initiation factor 3, subunit K"
4930563E22Rik,75304,ENSMUSG00000053574,RIKEN cDNA 4930563E22 gene
Tanc2,77097,ENSMUSG00000053580,"tetratricopeptide repeat, ankyrin repeat and coiled-coil containing 2"
Zfand2a,100494,ENSMUSG00000053581,"zinc finger, AN1-type domain 2A"
Fate1,77905,ENSMUSG00000053593,fetal and adult testis expressed 1
Zfp472,224691,ENSMUSG00000053600,zinc finger protein 472
Rpia,19895,ENSMUSG00000053604,ribose 5-phosphate isomerase A
Sh3pxd2a,14218,ENSMUSG00000053617,SH3 and PX domains 2A
Tll1,21892,ENSMUSG00000053626,tolloid-like
Dennd4a,102442,ENSMUSG00000053641,DENN domain containing 4A
Aldh7a1,110695,ENSMUSG00000053644,"aldehyde dehydrogenase family 7, member A1"
Plxnb1,235611,ENSMUSG00000053646,plexin B1
Gper1,76854,ENSMUSG00000053647,G protein-coupled estrogen receptor 1
Krt42,68239,ENSMUSG00000053654,keratin 42
BC048403,NA,NA,NA
Dpep2,319446,ENSMUSG00000053687,dipeptidase 2
Mast1,56527,ENSMUSG00000053693,microtubule associated serine/threonine kinase 1
Nebl,74103,ENSMUSG00000053702,nebulette
4732471J01Rik,654804,ENSMUSG00000053714,RIKEN cDNA 4732471J01 gene
Dusp7,235584,ENSMUSG00000053716,dual specificity phosphatase 7
Vmn2r43,381838,ENSMUSG00000053720,"vomeronasal 2, receptor 43"
Tmem39b,230770,ENSMUSG00000053730,transmembrane protein 39b
Ptrh1,329384,ENSMUSG00000053746,peptidyl-tRNA hydrolase 1 homolog
Sox14,20669,ENSMUSG00000053747,SRY (sex determining region Y)-box 14
Gm9920,100503794,ENSMUSG00000053749,predicted gene 9920
Chd8,67772,ENSMUSG00000053754,chromodomain helicase DNA binding protein 8
Oas1f,243262,ENSMUSG00000053765,2'-5' oligoadenylate synthetase 1F
Chchd3,66075,ENSMUSG00000053768,coiled-coil-helix-coiled-coil-helix domain containing 3
Lysmd1,217779,ENSMUSG00000053769,"LysM, putative peptidoglycan-binding, domain containing 1"
Ubxn7,224111,ENSMUSG00000053774,UBX domain protein 7
1700016K19Rik,NA,NA,NA
Exoc6,107371,ENSMUSG00000053799,exocyst complex component 6
Grwd1,101612,ENSMUSG00000053801,glutamate-rich WD repeat containing 1
Camk2d,108058,ENSMUSG00000053819,"calcium/calmodulin-dependent protein kinase II, delta"
Bcl2a1c,12046,ENSMUSG00000053820,B cell leukemia/lymphoma 2 related protein A1c
Ppfia2,327814,ENSMUSG00000053825,"protein tyrosine phosphatase, receptor type, f polypeptide (PTPRF), interacting protein (liprin), alpha 2"
H2-T24,15042,ENSMUSG00000053835,"histocompatibility 2, T region locus 24"
Nudcd3,209586,ENSMUSG00000053838,NudC domain containing 3
Txlna,109658,ENSMUSG00000053841,taxilin alpha
Lipg,16891,ENSMUSG00000053846,"lipase, endothelial"
Adgrg4,236798,ENSMUSG00000053852,adhesion G protein-coupled receptor G4
Slc51b,330962,ENSMUSG00000053862,"solute carrier family 51, beta subunit"
Fpgt,75540,ENSMUSG00000053870,fucose-1-phosphate guanylyltransferase
Srcap,100043597,ENSMUSG00000053877,Snf2-related CREBBP activator protein
Sh2d4a,72281,ENSMUSG00000053886,SH2 domain containing 4A
Slc39a8,67547,ENSMUSG00000053897,"solute carrier family 39 (metal ion transporter), member 8"
Ech1,51798,ENSMUSG00000053898,"enoyl coenzyme A hydratase 1, peroxisomal"
Mat2a,232087,ENSMUSG00000053907,methionine adenosyltransferase 2A
Kdm4d,244694,ENSMUSG00000053914,lysine (K)-specific demethylase 4D
Nanp,67311,ENSMUSG00000053916,N-acetylneuraminic acid phosphatase
Cyhr1,NA,NA,NA
Shisa6,380702,ENSMUSG00000053930,shisa family member 6
Cnn3,71994,ENSMUSG00000053931,"calponin 3, acidic"
Adnp2,240442,ENSMUSG00000053950,ADNP homeobox 2
Stum,381310,ENSMUSG00000053963,mechanosensory transduction mediator
Lgals4,16855,ENSMUSG00000053964,"lectin, galactose binding, soluble 4"
Pde5a,242202,ENSMUSG00000053965,"phosphodiesterase 5A, cGMP-specific"
Cd8a,12525,ENSMUSG00000053977,CD8 subunit alpha
Zfp14,243906,ENSMUSG00000053985,zinc finger protein 14
Tusc1,69136,ENSMUSG00000054000,tumor suppressor candidate 1
Tdrd9,74691,ENSMUSG00000054003,tudor domain containing 9
Ndst1,15531,ENSMUSG00000054008,N-deacetylase/N-sulfotransferase (heparan glucosaminyl) 1
Tmem179,104885,ENSMUSG00000054013,transmembrane protein 179
Sirt5,68346,ENSMUSG00000054021,sirtuin 5
Nt5dc3,103466,ENSMUSG00000054027,5'-nucleotidase domain containing 3
Tceal5,331532,ENSMUSG00000054034,transcription elongation factor A (SII)-like 5
Olfr279,NA,NA,NA
Klk13,626834,ENSMUSG00000054046,kallikrein related-peptidase 13
Ercc6,319955,ENSMUSG00000054051,"excision repair cross-complementing rodent repair deficiency, complementation group 6"
Rdh19,216453,ENSMUSG00000054052,retinol dehydrogenase 19
A930004D18Rik,77940,ENSMUSG00000054057,RIKEN cDNA A930004D18 gene
Pkp3,56460,ENSMUSG00000054065,plakophilin 3
Iigp1,60440,ENSMUSG00000054072,interferon inducible GTPase 1
Skida1,72668,ENSMUSG00000054074,SKI/DACH domain containing 1
Utp18,217109,ENSMUSG00000054079,UTP18 small subunit processome component
Capn12,60594,ENSMUSG00000054083,calpain 12
1810037I17Rik,NA,NA,NA
Slc25a40,319653,ENSMUSG00000054099,"solute carrier family 25, member 40"
Try4,22074,ENSMUSG00000054106,trypsin 4
Skp2,27401,ENSMUSG00000054115,S-phase kinase-associated protein 2
H2-T18,15033,NA,"histocompatibility 2, T region locus 18"
Umodl1,52020,ENSMUSG00000054134,uromodulin-like 1
Adm2,223780,ENSMUSG00000054136,adrenomedullin 2
Vmn1r236,171235,ENSMUSG00000054142,vomeronasal 1 receptor 236
Krt15,16665,ENSMUSG00000054146,keratin 15
Syne3,212073,ENSMUSG00000054150,"spectrin repeat containing, nuclear envelope family member 3"
Nkx2-4,228731,ENSMUSG00000054160,NK2 homeobox 4
Fam83e,73813,ENSMUSG00000054161,"family with sequence similarity 83, member E"
Spock3,72902,ENSMUSG00000054162,"sparc/osteonectin, cwcv and kazal-like domains proteoglycan 3"
Ceacam10,26366,ENSMUSG00000054169,CEA cell adhesion molecule 10
Klf1,16596,ENSMUSG00000054191,Kruppel-like transcription factor 1 (erythroid)
Cthrc1,68588,ENSMUSG00000054196,collagen triple helix repeat containing 1
Gon4l,76022,ENSMUSG00000054199,gon-4 like
Ffar4,107221,ENSMUSG00000054200,free fatty acid receptor 4
Ifi205,226695,ENSMUSG00000054203,interferon activated gene 205
Alkal2,100294583,ENSMUSG00000054204,ALK and LTK ligand 2
Gzmm,16904,ENSMUSG00000054206,granzyme M (lymphocyte met-ase 1)
Tprkb,69786,ENSMUSG00000054226,Tp53rk binding protein
Olfr481,NA,NA,NA
Fra10ac1,70567,ENSMUSG00000054237,FRA10A associated CGG repeat 1
Fgfr3,14184,ENSMUSG00000054252,fibroblast growth factor receptor 3
Msi1,17690,ENSMUSG00000054256,musashi RNA-binding protein 1
Lifr,16880,ENSMUSG00000054263,LIF receptor alpha
Serpinb9d,20726,ENSMUSG00000054266,"serine (or cysteine) peptidase inhibitor, clade B, member 9d"
Arfgap3,66251,ENSMUSG00000054277,ARF GTPase activating protein 3
Prr14l,215476,ENSMUSG00000054280,proline rich 14-like
P2ry10b,213438,ENSMUSG00000054293,"purinergic receptor P2Y, G-protein coupled 10B"
Eapp,66266,ENSMUSG00000054302,E2F-associated phosphoprotein
Cpsf3,54451,ENSMUSG00000054309,cleavage and polyadenylation specificity factor 3
Mrps21,66292,ENSMUSG00000054312,mitochondrial ribosomal protein S21
Lrrc36,270091,ENSMUSG00000054320,leucine rich repeat containing 36
Taf4b,72504,ENSMUSG00000054321,TATA-box binding protein associated factor 4b
