Term,NES,NOM p-val,FDR q-val,Lead_genes
Myc Targets V2,1.2463625853936122,0.14516129032258066,0.2814070351758794,HSPE1;DUSP2;PUS1;DCTPP1;UNG;NOP56;NOP16;WDR74;LAS1L;PPAN;FARSA;RRP9;NPM1;MCM5;BYSL;GRWD1;CBX3;NOLC1;PES1;MAP3K6;MRTO4;CDK4
Wnt-beta Catenin Signaling,-1.1677351025122835,0.19047619047619047,0.35449598341539257,WNT6;HEY2;ADAM17;GNAI1;NOTCH1;FZD1;PTCH1;RBPJ;SKP2;CUL1
Estrogen Response Early,-1.1596624610354778,0.125,0.3502202643171806,RET;ESRP2;OPN3;FOXC1;CD44;MYB;SEMA3B;FRK;XBP1;FOS;NADSYN1;KLK10;SOX3;SLC16A1;CELSR1;SCNN1A;EGR3;RHOBTB3;CBFA2T3;TGM2;SLC26A2;MYBL1;ELF1;DEPTOR;WFS1;IL6ST;RBBP8;SNX24;NPY1R;SFN;FASN;MPPED2;ABHD2;LRIG1;RETREG1;PDZK1;JAK2;CISH;PDLIM3;ELOVL5;BCL2;AR;SLC1A4;PTGES;OLFML3;TIPARP;GFRA1;SLC19A2;MYOF;RPS6KA2;CYP26B1;MUC1;RASGRP1;NRIP1;KLF4;DLC1;SYBU;CHPT1;AMFR;PODXL;SIAH2;MINDY1
Hedgehog Signaling,-1.1536918322538918,0.2558139534883721,0.3484813354973337,NKX6-1;CELSR1;HEY2;AMOT;ADGRG1;PML;NRP1;CDK6;NF1;PTCH1;VEGFA
Spermatogenesis,-1.1504623816769997,0.2564102564102564,0.3350220264317181,IL13RA2;CDK1;CFTR;CCNB2;MLF1;NPY5R;GPR182;HSPA1L;TLE4;TTK;IDE;PAPOLB;SIRT1;RFC4;SLC12A2;NOS1;ACRBP;DDX25;SNAP91;DMC1;GRM8;ZC3H14;LPIN1;AURKA;PSMG1;TEKT2;DDX4;SLC2A5;MAST2;ACE;PIAS2
KRAS Signaling Dn,-1.103746391552829,0.225,0.41818753933291375,PTGFR;SHOX2;TGM1;RSAD2;PDCD1;TSHB;INSL5;MX1;HTR1D;KCNE2;IRS4;NGB;TCF7L1;NR4A2;SLC38A3;TENT5C;IGFBP2;NOS1;BMPR1B;ADRA2C;ATP4A;SELENOP;COL2A1;GPRC5C;WNT16;CYP39A1;CD80;SLC29A3;SKIL;EGF;NUDT11;GTF3C5;TFAP2B;CDKAL1
Apical Junction,-1.0741780922520519,0.28125,0.4766720064076892,CDH3;CDH1;MPZL2;TRAF1;TNFRSF11B;ITGA10;MMP2;PTPRC;CD99;VWF;CD86;LAMC2;DSC3;CD274;JUP;PTEN;MPP5;ICAM2;ADAMTS5;CDK8;VCAM1;CADM2;RAC2;FLNC;GNAI1;LAYN;MPZL1;SLIT2;PTK2;PARD6G;ARHGEF6;CRAT;NEGR1;SHROOM2;TJP1;PIK3R3;PECAM1;ICAM1;CNN2;CLDN5;NECTIN3
Protein Secretion,-1.0601993484835952,0.3888888888888889,0.4981804252058993,LAMP2;CAV2;TSPAN8;ATP7A;VAMP3;COPB1;VAMP7;STAM;ABCA1;BET1;USO1;DNM1L;RPS6KA3;SNAP23;TSG101;CLTC;ADAM10;EGFR;MON2;TPD52;RAB14;ZW10;SGMS1;YIPF6;ATP6V1H;ARFGEF1;OCRL;CTSC;SCAMP1;CLN5;TOM1L1;ARFIP1;AP2B1;VPS4B;GNAS;AP1G1;ARCN1;TMX1;GBF1;ARFGEF2;MAPK1;VAMP4;PAM;SEC31A;VPS45;CLCN3;STX7;DOP1A;AP3S1;GALC
PI3K/AKT/mTOR  Signaling,-1.0599795765211004,0.3076923076923077,0.47824889867841414,CDK1;IL2RG;GNA14;FGF17;PTEN;PPP2R1B;HSP90B1;CDKN1A;MYD88;STAT2;SFN;RPS6KA3;PIK3R3;CAB39;UBE2D3;GSK3B;DAPP1;GRK2;CLTC;MAP3K7;PDK1;EGFR;NGF;THEM4;RIPK1;MAPK9;NCK1;TNFRSF1A;YWHAB;NOD1;RPTOR;ADCY2;CAB39L;RAC1;TSC2;PRKAA2;LCK;VAV3;MAPK8;EIF4E
Androgen Response,-1.059081262139359,0.39473684210526316,0.46229074889867844,STEAP4;TNFAIP8;IDI1;MAK;BMPR1B;SLC38A2;SLC26A2;SELENOP;INPP4B;GUCY1A1;SPCS3;PDLIM5;RPS6KA3;PMEPA1;ZMIZ1;ARID5B;ABHD2;MAF;B2M;DNAJB9;XRCC5;AKAP12;ELOVL5;CDK6;TPD52;GNAI3;CENPN;ITGAV
