category,subcategory,ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count
Genetic Information Processing,Translation,mmu03008,Ribosome biogenesis in eukaryotes,46/932,67/5072,0.6865671641791045,3.736339760425341,10.696950160866482,1.3723240969036233e-19,4.679625170441355e-17,4.030299189853799e-17,102216272/52530/68272/30877/55989/67134/110816/217109/14113/72515/104444/213895/67973/245474/68147/237107/208366/216987/67619/217995/19384/230737/73674/98956/66181/69237/97112/21453/27993/73736/225348/213773/16418/14791/105372/54364/227522/74778/103573/100019/67459/13001/224092/53319/72554/230082,46
Genetic Information Processing,Translation,mmu03010,Ribosome,63/932,164/5072,0.38414634146341464,2.0905474719983252,6.735484068580877,7.163024397962314e-10,7.075852258200686e-8,6.094035437684802e-8,67941/65111/27395/66973/66230/102060/56282/78294/64655/68436/56284/69956/67671/66475/75398/27397/94066/66448/18100/68836/66077/67681/60441/66121/66489/50529/353242/218506/27398/64657/67308/66483/99045/74600/16898/67270/66223/27393/19921/68735/94061/94062/67840/67945/19981/68611/107733/19941/66845/66047/66419/66407/67212/66242/24030/78523/68565/19982/67115/19946/59054/56280/64659,63
Human Diseases,Neurodegenerative disease,mmu05020,Prion disease,73/932,202/5072,0.3613861386138614,1.9666850805252198,6.651978102478976,7.964747780067504e-10,7.075852258200686e-8,6.094035437684802e-8,21926/66997/67951/20304/14828/16175/13665/19175/26443/22123/67089/19179/230075/16193/66142/70247/26444/66413/13058/66414/227197/66445/17463/21762/12028/15481/23996/20867/22272/26445/19184/67680/23997/67530/59029/12858/26441/16176/66218/11739/19166/67273/67003/57296/19177/19173/13057/72900/17992/19172/12866/12862/110323/70316/19167/66152/17993/22273/67264/68194/56436/66377/19094/19058/19057/68197/12913/13001/226519/26427/68198/12859/68202,73
Human Diseases,Neurodegenerative disease,mmu05012,Parkinson disease,74/932,206/5072,0.3592233009708738,1.9549147881161715,6.638451211280291,8.300119950968547e-10,7.075852258200686e-8,6.094035437684802e-8,66997/67951/14977/14828/213053/13665/19175/26443/22123/67089/19179/230075/214922/66142/70247/26444/18174/12048/66413/78294/66414/12313/227197/66445/17463/21762/12028/68015/23996/22272/22201/26445/19184/67680/23997/67530/59029/12858/26441/66218/11739/19166/67273/67003/57296/19177/19173/18024/72900/30791/17992/19172/12866/22166/12862/110323/70316/19167/66152/17993/22273/67264/68194/56436/66377/22433/68197/226641/110877/68198/17161/170731/12859/68202,74
Genetic Information Processing,"Folding, sorting and degradation",mmu03050,Proteasome,26/932,44/5072,0.5909090909090909,3.215762777994538,7.003361705709744,1.886158596740182e-9,1.2863601629768043e-7,1.107869996822128e-7,66997/19175/26443/22123/67089/19179/70247/26444/66413/17463/21762/621823/23996/26445/19184/23997/59029/26441/19188/19166/57296/19177/19173/19172/19167/56436,26
Metabolism,Energy metabolism,mmu00190,Oxidative phosphorylation,41/932,91/5072,0.45054945054945056,2.4519171815309155,6.630692086243255,3.2532508590263933e-9,1.8489309048800003e-7,1.5923806836287082e-7,11966/230075/67895/11964/66142/11973/66414/227197/66445/11972/66335/22272/67680/108664/67530/12856/73834/12858/66218/67273/67003/72900/17992/12866/12862/110323/70316/66152/11975/17993/22273/226139/67264/68194/66377/68197/66290/68198/70383/12859/68202,41
Genetic Information Processing,"Folding, sorting and degradation",mmu04141,Protein processing in endoplasmic reticulum,54/932,148/5072,0.36486486486486486,1.985616517805359,5.7734365810162895,9.62854476170133e-8,4.690476805343077e-6,4.039645095510784e-6,71853/103963/12317/14828/14827/13665/19089/67838/12304/16430/18453/69608/20832/107513/70361/22027/12028/15481/12282/66245/53421/66212/269523/56445/12033/15519/18786/20014/110379/67812/81910/19359/20338/15505/66256/66890/64209/18024/105245/67437/66059/66357/66105/13135/15516/22433/50907/72265/226641/20335/56424/69162/27054/66397,54
Human Diseases,Neurodegenerative disease,mmu05014,Amyotrophic lateral sclerosis,83/932,271/5072,0.3062730627306273,1.666756410053371,5.352301663765231,3.505637657238896e-7,1.4942780513980794e-5,1.2869380346969106e-5,53333/21926/66997/67951/14828/13665/19175/26443/22123/67089/19179/230075/66142/70247/26444/12048/66413/66414/227197/66445/17463/21762/12028/233908/23996/18412/22272/26445/19184/71805/269523/67680/23997/67530/59029/12858/26441/110379/66218/225027/53379/19166/67273/67003/57296/19177/19173/26397/72900/66679/18141/17992/19172/12866/12862/110323/70316/19167/66152/17993/433702/22273/11750/67264/68194/56436/66377/226977/22433/59015/19094/19058/19057/68197/226641/72124/15382/68198/69912/53319/12859/12362/68202,83
Human Diseases,Immune disease,mmu05323,Rheumatoid arthritis,28/932,62/5072,0.45161290322580644,2.457704554894088,5.478997263587274,9.916721690152662e-7,3.757335662602286e-5,3.235982867312974e-5,20296/20293/20302/21926/83430/20310/13039/20304/24088/16175/11966/12977/16193/11964/11973/11972/66335/108664/73834/16176/14254/14825/11975/14969/14960/66290/14961/330122,28
Metabolism,Global and overview maps,mmu01230,Biosynthesis of amino acids,26/932,58/5072,0.4482758620689655,2.4395441764096493,5.231201149802465,2.8778349966686665e-6,9.813417338640153e-5,8.4517469902164e-5,18746/107272/14718/11846/27053/14433/108037/108682/21991/12036/14719/67834/18641/11429/11674/11847/56421/56454/18655/21881/12974/13807/18648/19139/11428/15926,26
Human Diseases,Neurodegenerative disease,mmu05010,Alzheimer disease,80/932,286/5072,0.27972027972027974,1.5222545694648701,4.313536813558351,2.729376539272997e-5,8.461067271746291e-4,7.287043583322165e-4,16956/21926/66997/67951/14977/213053/16175/13665/19175/26443/22123/12977/67089/19179/230075/16193/214922/66142/70247/14433/26444/18174/66413/13058/11820/66414/67738/12313/227197/66445/17463/21762/23996/22272/26445/19184/67680/19225/23997/67530/59029/12858/26441/16176/66218/19165/11739/19166/67273/67003/57296/19177/19173/72900/30791/26396/17992/19172/12866/12862/110323/70316/19167/66152/17993/22273/67264/68194/234664/56436/66377/22433/19058/19057/68197/226641/13001/68198/12859/68202,80
Metabolism,Global and overview maps,mmu01200,Carbon metabolism,33/932,92/5072,0.358695652173913,1.9520432916588915,4.372104466858403,4.6228331117696086e-5,0.0013136550759278638,0.0011313775773541413,18746/107272/14718/14433/108037/235339/108682/17448/21991/13382/14719/110208/14194/67834/67680/18641/11429/11674/56451/56421/68133/14751/72141/93747/13885/18655/21881/12974/13807/18648/19139/11428/15926,33
Environmental Information Processing,Signaling molecules and interaction,mmu04061,Viral protein interaction with cytokine and cytokine receptor,22/932,53/5072,0.41509433962264153,2.258968337517208,4.371180454908556,7.154113128714339e-5,0.0018765789053012227,0.001616192358632632,20296/20308/20305/20303/20293/20302/57266/21926/20310/20304/20306/12977/16193/15945/16186/16153/20307/14825/21933/330122/50930/20299,22
Human Diseases,Neurodegenerative disease,mmu05016,Huntington disease,64/932,229/5072,0.2794759825327511,1.520925089491538,3.8272812038637287,1.8174281014407168e-4,0.0044267355899377464,0.003812499551142557,66997/67951/19175/26443/22123/67089/19179/230075/66142/20656/70247/26444/66413/66414/227197/66445/17463/21762/12028/23996/22272/26445/19184/67680/21817/23997/67530/59029/12858/26441/66218/11739/19166/67273/67003/57296/19177/19173/72900/17992/19172/12866/231329/12862/110323/70316/19167/66152/17993/22273/67264/68194/56436/69833/66377/226977/68197/12913/69920/26427/74325/68198/12859/68202,64
Metabolism,Carbohydrate metabolism,mmu00010,Glycolysis / Gluconeogenesis,18/932,45/5072,0.4,2.1768240343347642,3.7619925796623517,5.547635064809249e-4,0.011549074059761936,0.00994657096056052,18746/16828/14433/235339/21991/13382/18641/11674/56752/56421/14751/72141/66681/18655/13807/17330/18648/72157,18
Organismal Systems,Immune system,mmu04623,Cytosolic DNA-sensing pathway,22/932,60/5072,0.36666666666666664,1.9954220314735334,3.679865399973379,5.924911609424332e-4,0.011549074059761936,0.00994657096056052,20303/15951/15977/20304/16193/15945/54123/56489/58203/18036/67065/27041/16176/216799/54483/56532/66824/67486/69833/22040/72935/12362,22
Human Diseases,Neurodegenerative disease,mmu05022,Pathways of neurodegeneration - multiple diseases,86/932,340/5072,0.2529411764705882,1.3765210805352182,3.410051812884822,6.319224160012511e-4,0.011549074059761936,0.00994657096056052,53333/21926/66997/67951/14828/16175/13665/19175/26443/22123/12977/67089/19179/230075/16193/66142/70247/26444/12048/66413/13058/11820/78294/66414/67738/12313/227197/66445/17463/21762/12028/233908/68015/23996/18412/22272/22201/26445/19184/269523/67680/19225/23997/67530/59029/12858/26441/16176/66218/19165/11739/19166/67273/67003/57296/19177/19173/26397/72900/26396/17992/19172/12866/12862/110323/70316/19167/66152/17993/22273/67264/68194/56436/66377/226977/22433/19094/19058/19057/68197/226641/13001/68198/170731/12859/68202,86
Environmental Information Processing,Signaling molecules and interaction,mmu04060,Cytokine-cytokine receptor interaction,39/932,129/5072,0.3023255813953488,1.6452739794390656,3.522072516016913,6.434967951187003e-4,0.011549074059761936,0.00994657096056052,20296/20308/20305/20303/20293/20302/57266/66102/15977/21926/83430/16160/20310/18413/20304/16175/20306/16178/12977/16181/16193/21950/15945/16186/27279/50931/16176/16153/20307/14825/16190/14562/21933/245527/330122/16878/11482/50930/20299,39
Human Diseases,Endocrine and metabolic disease,mmu04932,Non-alcoholic fatty liver disease,39/932,129/5072,0.3023255813953488,1.6452739794390656,3.522072516016913,6.434967951187003e-4,0.011549074059761936,0.00994657096056052,21926/16175/13665/230075/16193/12702/66142/66414/227197/66445/12028/22272/67680/67530/12858/16176/66218/67273/67003/72900/17992/12866/12862/110323/70316/66152/17993/22273/67264/68194/21428/66377/22433/19094/22259/68197/68198/12859/68202,39
Metabolism,Nucleotide metabolism,mmu00230,Purine metabolism,27/932,83/5072,0.3253012048192771,1.7703087026216453,3.3570026917034403,0.0012917723710881533,0.022024718927053016,0.018968657449136568,23917/18103/11821/102216272/18102/22436/14450/108147/50773/237823/11564/18578/53893/14923/109674/66681/54369/66401/18605/56520/69692/16434/19139/231327/11534/72157/11637,27
Human Diseases,Cardiovascular disease,mmu05417,Lipid and atherosclerosis,46/932,165/5072,0.2787878787878788,1.5171803875666536,3.204280901615476,0.0015256047889913409,0.024544211050284523,0.02113855497153691,20296/20293/20302/12475/15977/21926/15510/16160/12491/20310/20304/24088/14828/13665/11307/15525/16193/54123/20656/108078/12048/13058/56489/12313/22027/22329/12028/15481/15519/11303/16176/216799/14825/13057/26397/18024/66824/15516/22433/19094/19058/21933/19057/226641/330122/12362,46
Genetic Information Processing,"Folding, sorting and degradation",mmu03060,Protein export,12/932,27/5072,0.4444444444444444,2.418693371483071,3.506666199842719,0.0015834974871151305,0.024544211050284523,0.02113855497153691,14828/66624/67604/53421/66320/66212/76687/66661/69019/66384/20335/66541,12
Human Diseases,Infectious disease: viral,mmu05164,Influenza A,37/932,127/5072,0.29133858267716534,1.585482072251698,3.1702017743096715,0.0018518063092330327,0.027455041367324528,0.023645490172815385,20296/20293/15977/21926/16160/20304/58185/16175/13665/16193/15945/12702/54123/56489/12028/18036/16176/246730/216799/11739/12567/17857/66679/26396/66824/16650/71586/103573/170743/14969/14960/21933/16646/20846/14961/53319/12362,37
Organismal Systems,Excretory system,mmu04966,Collecting duct acid secretion,9/932,18/5072,0.5,2.721030042918455,3.4702572981947557,0.0022735004144806494,0.03230265172241256,0.027820465598250056,11966/11964/11973/11972/66335/73834/20499/11975/66290,9
Metabolism,Global and overview maps,mmu01210,2-Oxocarboxylic acid metabolism,11/932,25/5072,0.44,2.39450643776824,3.316106473291729,0.0027288645768807794,0.03722171282865383,0.032056977555778424,14718/235339/108682/12036/13382/14719/67834/11429/12974/11428/15926,11
