category,subcategory,ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count
Human Diseases,Infectious disease: viral,mmu05171,Coronavirus disease,109/2145,171/5304,0.6374269005847953,1.5761828814460392,6.31062571861801,3.574178400057234e-10,1.2652591536202608e-7,8.38991350750277e-8,24088/12267/21926/11837/18035/16176/76846/20102/67891/12273/27207/20103/27050/18752/76808/18186/22121/15945/18751/67427/20091/14281/20044/67115/19934/246730/216799/26961/56040/56417/20846/27370/19989/67186/17174/170743/18036/15975/100038882/13058/20084/65019/20054/20296/20085/20115/20847/18707/26417/19951/67248/68652/19988/267019/12260/15976/16179/26416/19944/27367/12259/67281/19899/56489/16898/18033/246728/16193/18750/27176/26451/15977/225215/17858/21937/20116/14962/23960/26414/18708/66481/67097/20088/170744/16195/20104/22034/26420/71586/16476/17857/66480/228607/57808/54131/12262/16151/20055/12266/16160/26413/56480/319195/12362/11491/16391/19106/12268/270106,109
Cellular Processes,Transport and catabolism,mmu04142,Lysosome biogenesis,126/2145,218/5304,0.5779816513761468,1.4291909924937447,5.332002158158152,9.810709819415772e-8,1.7364956380365915e-5,1.1514675209103774e-5,13033/13030/13039/64138/12512/19025/12492/110006/53599/16783/15211/13032/50917/16889/19156/11605/13423/66049/19063/11966/71665/27060/12752/75612/12514/66848/27419/26889/18010/16784/14387/18173/11975/432486/16004/12091/110173/13034/26373/56722/15931/12751/233979/17939/54411/11433/27426/170743/77573/69596/108012/16792/94178/14628/66335/211286/235504/52120/17342/11964/65221/100561/231855/56433/214505/17113/76252/15586/228545/381201/320528/14420/171166/63959/353047/19141/11776/67963/71720/11886/68279/74325/15932/13036/18711/17775/20597/18174/11766/192654/11775/12757/74245/83429/75620/66508/170744/11883/260302/269338/114143/11767/108664/27029/56717/56692/64933/71732/11593/103199/16541/11782/104082/18145/66237/30930/72175/11771/11973/20615/21871/74105/71770/58911/11778/11774,126
Human Diseases,Infectious disease: bacterial,mmu05133,Pertussis,42/2145,59/5304,0.711864406779661,1.7602465331278891,4.838462247453699,1.5123784997216612e-6,1.7846066296715602e-4,1.1833698436418615e-4,21926/16362/16176/12475/14678/12314/12315/83430/14281/15900/16414/216799/16175/26417/12260/16179/26416/12631/12259/11848/14677/18033/16193/16402/16153/107607/26414/75600/22034/26420/16476/54131/12262/12266/16160/106759/16409/26413/12362/66824/12268/225471,42
Organismal Systems,Nervous system,mmu04724,Glutamatergic synapse,53/2145,82/5304,0.6463414634146342,1.5982261640798228,4.498353122985965,7.198778138422789e-6,5.311984738288329e-4,3.522368708410043e-4,14702/14678/14645/14700/14683/104111/18752/19055/18751/14681/243961/14799/72961/76257/26557/108071/14693/224997/14810/11513/19056/20511/14704/26417/14812/14688/108069/13385/14800/14677/210274/18750/242443/14809/18747/67760/19058/20512/18795/432530/20510/58234/53623/12286/210044/14708/140919/26556/14696/26413/14706/14816/108068,53
Organismal Systems,Immune system,mmu04640,Hematopoietic cell lineage,38/2145,54/5304,0.7037037037037037,1.74006734006734,4.503893534207931,7.5028033026671315e-6,5.311984738288329e-4,3.522368708410043e-4,12527/12977/12982/21926/16176/12475/12483/12505/16190/233274/16188/14961/16175/12986/54368/16193/16402/15001/12504/12493/14724/12509/16401/12491/12946/12494/12507/17311/14129/16197/16409/16177/16416/14998/16590/12489/16403/14999,38
Human Diseases,Cancer: overview,mmu05202,Transcriptional misregulation in cancer,77/2145,130/5304,0.5923076923076923,1.4646153846153847,4.419281835307698,9.34308572865428e-6,5.512420579906025e-4,3.655277399105096e-4,16000/15902/12045/17873/80859/15446/12475/12575/17132/21912/104156/16599/15182/21813/12047/17125/17342/12580/19696/13198/18792/17260/12444/12053/16909/11796/18033/16193/212980/15242/18514/21417/16480/17095/20375/56458/20185/12151/208266/20732/14009/16825/11864/12455/433759/22642/12028/53623/22059/17283/14254/64144/68938/268996/18647/12394/12046/21939/12606/56312/12044/16009/20683/20182/17187/14129/107951/58208/72949/21423/16409/22289/109115/12608/16001/15081/13207,77
Cellular Processes,Transport and catabolism,mmu04148,Efferocytosis,77/2145,131/5304,0.5877862595419847,1.453435114503817,4.329913364496664,1.3810212300564634e-5,6.31164836153122e-4,4.1852440815386924e-4,11303/13537/16889/171285/20393/26362/12642/140580/192187/20525/15251/19225/12894/13609/19353/70839/21825/12322/11502/17289/12323/19261/19345/19219/77573/235584/18442/16971/12317/26417/68365/12260/26416/228545/14456/12259/26395/319520/11487/16153/18019/18514/11689/21803/20501/271457/19217/20312/53313/19128/192654/105722/12491/12215/404545/16419/209018/13051/22259/269338/16410/12262/12928/71732/18613/11847/26413/12608/16416/16423/22174/12362/11491/19344/56632/50770/76295,77
Environmental Information Processing,Signaling molecules and interaction,mmu04082,Neuroactive ligand signaling,60/2145,97/5304,0.6185567010309279,1.5295220243673853,4.33686352330746,1.4263612116454736e-5,6.31164836153122e-4,4.1852440815386924e-4,14702/14678/18438/14700/14683/104111/70839/18752/18751/14681/15559/14799/72961/108071/14693/14810/18442/11513/74191/110886/20511/14704/14812/12669/14688/14402/108069/14800/14677/54393/14658/18750/232333/242443/14809/18747/14395/15466/243616/11539/14401/20512/18795/14397/432530/11438/20510/14406/15560/53623/210044/14708/228993/70155/14394/140919/14696/14706/14816/108068,60
Environmental Information Processing,Signaling molecules and interaction,mmu04080,Neuroactive ligand-receptor interaction,59/2145,97/5304,0.6082474226804123,1.5040299906279286,4.12808000501726,3.4684494745913686e-5,0.0012300747526221112,8.156606298980993e-4,12267/18438/12257/12273/13609/20604/15559/14799/381677/12424/70804/19219/108071/14810/18442/74191/110886/18439/14812/12669/14402/108069/14800/14815/54393/14658/242443/14809/11517/14395/15466/11539/23936/19217/14401/19218/14397/13611/11438/21833/109648/14406/15560/22354/53623/18217/14745/12801/70155/12802/14394/69071/11606/12266/13618/19204/14816/108068/20605,59
Organismal Systems,Nervous system,mmu04722,Neurotrophin signaling pathway,62/2145,103/5304,0.6019417475728155,1.4884377758164165,4.124621291297371,3.474787436785625e-5,0.0012300747526221112,8.156606298980993e-4,18035/16653/12314/19353/215449/22627/12315/12322/15461/14784/12323/14570/18036/19165/18212/18707/26417/12326/17179/20111/16179/26416/12540/26395/11848/11857/18033/19164/26401/26406/108960/109905/26414/11652/75600/18753/18708/18176/12028/110651/110157/22059/94275/22034/26420/26400/16476/12015/107746/14388/77480/12064/12043/12928/56484/26413/20416/271849/20399/16923/73914/18213,62
