category,subcategory,ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count
Organismal Systems,Development and regeneration,mmu04360,Axon guidance,47/965,115/5072,0.40869565217391307,2.1480874070736653,6.036184761282903,3.548912636998718e-8,9.264409203796915e-6,6.3402278730910294e-6,14678/14270/12322/20352/170758/26417/11350/140570/19878/20354/18479/237860/15461/18803/18708/18750/19055/20130/16728/235611/12323/19353/18021/19877/214230/14365/13641/13836/17973/214968/20779/243743/223881/19056/218397/18706/18019/14159/26456/16653/19354/140571/67938/69632/12168/224105/13639,47
Environmental Information Processing,Signal transduction,mmu04014,Ras signaling pathway,55/965,145/5072,0.3793103448275862,1.9936394497051992,5.883959247594314,5.4019878739340613e-8,9.264409203796915e-6,6.3402278730910294e-6,12978/18033/217944/14702/170758/14389/18751/26417/11350/23871/18805/14784/54354/14700/18479/19414/12314/15461/18803/18708/18750/20130/19732/19353/215449/214230/54153/23797/13836/19765/14812/21802/14388/22340/218397/18706/11845/66922/14708/12015/16653/19354/20662/18015/11651/18749/18747/17532/224105/58231/11652/14704/14810/320484/13639,55
Environmental Information Processing,Signaling molecules and interaction,mmu04082,Neuroactive ligand signaling,33/965,73/5072,0.4520547945205479,2.375981261977429,5.7395850003411635,2.4475676863110165e-7,2.5690122594858164e-5,1.758139431840838e-5,70839/74191/14678/14702/18751/20511/14700/18796/11555/20512/11542/14672/18750/18436/232333/14681/233571/14683/108069/11539/15466/14812/14809/14708/70155/14402/18749/18747/54393/72961/14704/14810/14799,33
Environmental Information Processing,Signal transduction,mmu04024,cAMP signaling pathway,47/965,122/5072,0.38524590163934425,2.0248364902743563,5.553669188459768,2.995932664123401e-7,2.5690122594858164e-5,1.758139431840838e-5,14678/18033/16476/18576/12322/170758/26417/109305/18805/19878/11555/18479/14281/12314/106952/18018/18708/328572/80911/20130/12323/19353/19218/14683/19877/215449/20604/56188/11539/23797/14812/22325/18706/66922/98660/11932/12015/19354/11651/11931/16890/18749/18747/54393/11652/14810/14799,47
Organismal Systems,Immune system,mmu04662,B cell receptor signaling pathway,31/965,68/5072,0.45588235294117646,2.396098750380981,5.617719554389138,4.507016631003478e-7,3.091813408868386e-5,2.115925702555317e-5,18033/16476/170758/18751/12520/26417/14784/26377/15985/14281/15461/16331/18018/18708/19055/19353/18021/23797/242248/20963/22325/19056/18706/18019/16653/19354/20662/11651/232801/17096/11652,31
Environmental Information Processing,Signal transduction,mmu04010,MAPK signaling pathway,67/965,206/5072,0.32524271844660196,1.709462246591881,5.03877491052167,1.701717591442012e-6,9.192374781846885e-5,6.290930110025643e-5,20111/12978/18033/21812/235584/16476/26416/68652/170758/18751/26417/14784/16478/18479/17260/67603/12367/16765/26406/14281/15461/16179/18018/193740/18750/19055/21803/20130/216965/17347/19353/18021/109689/26412/19043/216869/215449/26921/14673/23797/26404/13836/17762/21802/22340/19056/218397/66922/19042/16653/19354/20662/18015/11651/22059/18749/18747/338372/17532/26408/224105/58231/11652/381921/12298/23939/13639,67
Human Diseases,Cancer: overview,mmu05200,Pathways in cancer,101/965,348/5072,0.29022988505747127,1.525436245607766,4.92269372322521,1.8759948534381398e-6,9.192374781846885e-5,6.290930110025643e-5,15205/15979/12978/14678/18033/16194/21812/16476/12322/14702/170758/12428/12370/18751/26417/11350/11798/23871/11799/18805/14784/19878/54354/14700/18796/17127/12367/12566/14296/14281/13016/12314/56458/16974/11789/20182/15461/22346/18803/18708/328572/14672/18750/16480/67168/21416/21803/14870/16403/12323/381810/19353/13857/17979/19218/12576/14683/16973/19211/16197/16164/12122/19877/13618/12606/14673/14365/23797/27057/19765/242705/21802/18715/22340/269608/212398/18706/14708/13388/12015/16653/19354/17390/20662/11651/12986/13982/69632/22059/18749/18747/15182/14862/22031/13017/20683/58231/11652/14704/13555/13144,101
Environmental Information Processing,Signaling molecules and interaction,mmu04081,Hormone signaling,33/965,79/5072,0.4177215189873418,2.1955269889158524,5.190871258615541,2.2236072257379627e-6,9.533715980351515e-5,6.524531728152179e-5,14678/53945/51801/14702/17125/14676/68465/14700/18796/11555/72674/22354/18708/14672/14681/13857/14683/17129/20604/12166/14673/20502/12424/20779/18706/14708/13982/18749/18747/58807/14704/21833/20869,33
Cellular Processes,Cellular community - eukaryotes,mmu04540,Gap junction,26/965,58/5072,0.4482758620689655,2.356119349651599,5.034633429820518,5.651092800080442e-6,1.975492296736203e-4,1.3519557531753055e-4,14678/22142/18751/21872/26417/12534/14784/18796/73710/227613/15461/14672/18750/16439/22143/14683/22154/20779/16653/20662/22153/22145/18749/18747/104318/23939,26
Organismal Systems,Endocrine system,mmu04926,Relaxin signaling pathway,35/965,89/5072,0.39325842696629215,2.0669499912673923,4.922001417664559,5.759452760163858e-6,1.975492296736203e-4,1.3519557531753055e-4,14678/18033/21812/16476/26416/14702/26417/14676/14784/14700/18796/14281/15461/18708/18750/21803/14681/14683/109689/13618/216869/23797/20779/22340/18706/14708/12843/16653/17390/20662/11651/18749/18747/11652/14704,35
