category,subcategory,ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count
Organismal Systems,Nervous system,mmu04724,Glutamatergic synapse,32/381,113/7649,0.2831858407079646,5.685271641929715,11.487685052805388,2.098468151156391e-16,5.917680186261023e-14,4.550362517244386e-14,432530/18750/14812/224997/16519/26557/58234/19055/18751/18795/14682/14807/14708/19056/14811/26413/20510/108071/26562/11515/72961/242443/19058/210274/53623/14799/13385/14702/16438/14816/14810/108073,32
Environmental Information Processing,Signaling molecules and interaction,mmu04517,IgSF CAM signaling,49/381,292/7649,0.1678082191780822,3.3689371876460648,9.449820549681862,2.084849952430204e-14,2.9396384329265876e-12,2.2604162642138003e-12,20743/18750/16485/22145/192167/19876/13176/243743/245537/18213/109676/18186/23797/22154/268902/76965/110862/18751/12805/227613/22153/17756/386750/16490/56637/99167/241568/17968/18844/26413/22152/11735/380928/20273/111173/13821/75409/18607/12558/67703/259302/16492/272381/66713/50791/20742/20740/22151/19266,49
Organismal Systems,Nervous system,mmu04720,Long-term potentiation,21/381,65/7649,0.3230769230769231,6.486129618413083,10.169569029480101,2.0606596603542434e-12,1.937020080732989e-10,1.4894592632735936e-10,432530/18750/12322/14812/19055/18751/12313/18795/14682/12326/19056/14811/26413/108071/12323/19058/14799/12315/16438/14816/14810,21
Environmental Information Processing,Signaling molecules and interaction,mmu04082,Neuroactive ligand signaling,35/381,191/7649,0.18324607329842932,3.6788693298154485,8.583926539626246,1.0894916475647145e-11,7.680916115331238e-10,5.906191563113979e-10,432530/14401/18750/14812/14400/14402/12671/14395/110886/18751/242425/18795/14406/14682/14807/14708/14394/14811/12669/20510/108071/11539/11515/14397/72961/242443/14680/53623/14799/14702/14816/14810/108073/18440/15550,35
Human Diseases,Substance dependence,mmu05033,Nicotine addiction,15/381,39/7649,0.38461538461538464,7.721582879063194,9.63475113327719,1.8448676398682595e-10,1.0405053488856984e-8,8.000899659218137e-9,14401/14812/14400/14402/14395/110886/14406/14394/14811/14397/72961/242443/53623/14799/14810,15
Environmental Information Processing,Signal transduction,mmu04020,Calcium signaling pathway,37/381,247/7649,0.14979757085020243,3.007353331845665,7.3422087434076175,1.1699308877575594e-9,5.498675172460529e-8,4.2281712785624086e-8,67972/432530/18750/12322/14812/11941/227541/18213/12671/20541/19055/18751/12313/18795/14682/19229/12326/269717/19056/14811/13869/12669/108071/110891/11515/18125/242443/12323/19058/320707/14680/12290/12315/16438/14816/14810/18440,37
Organismal Systems,Environmental adaptation,mmu04713,Circadian entrainment,21/381,93/7649,0.22580645161290322,4.533316399966133,7.8488674885567,3.4476442630575233e-9,1.2228387955111192e-7,9.402941092769339e-8,432530/18750/12322/14812/16519/18751/12313/18795/14682/14708/14811/26413/11515/18125/12323/53623/14799/14702/12315/16438/14810,21
Organismal Systems,Nervous system,mmu04723,Retrograde endocannabinoid signaling,26/381,139/7649,0.18705035971223022,3.755244623199079,7.505447013998352,3.4690462284003387e-9,1.2228387955111192e-7,9.402941092769339e-8,432530/14401/18750/14400/16519/269060/14402/14395/110886/18751/18795/14406/14682/14708/14394/26413/108071/11515/14397/72961/53623/14799/14702/12801/16438/14816,26
Organismal Systems,Development and regeneration,mmu04360,Axon guidance,29/381,180/7649,0.16111111111111112,3.2344852726742492,6.945627493253538,1.514764671470459e-8,4.7462626372741046e-7,3.649608448221223e-7,13838/18750/12322/19876/13176/13839/243743/13844/18186/268902/19055/22067/56637/241568/18007/19056/18844/14365/26413/20356/13841/192198/18607/237860/12323/19058/259302/12168/65254,29
Organismal Systems,Nervous system,mmu04728,Dopaminergic synapse,24/381,130/7649,0.18461538461538463,3.7063597819503333,7.125348866919783,1.8502760663398256e-8,5.217778507078307e-7,4.0121775754316216e-7,18750/12322/14812/16519/23797/19055/18751/12313/18795/14682/14708/56637/19056/14811/16574/109689/269643/12323/14680/53623/14799/14702/12315/16438,24
Human Diseases,Substance dependence,mmu05032,Morphine addiction,19/381,88/7649,0.2159090909090909,4.334615843474111,7.20321693669034,4.2546363335862397e-8,1.0907340418830178e-6,8.387129997308761e-7,432530/14401/18750/14400/16519/14402/14395/110886/18751/242425/14406/14708/14394/11539/109689/11515/23984/14397/14702,19
Human Diseases,Substance dependence,mmu05031,Amphetamine addiction,16/381,67/7649,0.23880597014925373,4.79429623535864,7.141767610801624,1.1413734233803201e-7,2.682227544943752e-6,2.0624818001433855e-6,18750/12322/14812/19055/18751/12313/12326/19056/14811/242443/12323/19058/53623/14799/12315/14810,16
Organismal Systems,Endocrine system,mmu04921,Oxytocin signaling pathway,24/381,151/7649,0.15894039735099338,3.190905772540022,6.225416657354856,3.56302371820557e-7,7.1005090370823796e-6,5.4598912341880195e-6,432530/12293/18750/12322/227541/16519/19055/18751/12313/18795/14682/12326/19056/16520/26413/12298/207565/11515/12294/329251/12323/19058/12315/16438,24
Organismal Systems,Excretory system,mmu04961,Endocrine and other factor-regulated calcium reabsorption,13/381,48/7649,0.2708333333333333,5.437281277340332,7.060430459981194,3.722356303434898e-7,7.1005090370823796e-6,5.4598912341880195e-6,67972/18750/11941/20541/18751/18795/14682/71770/110891/11515/320707/67300/11772,13
Organismal Systems,Nervous system,mmu04725,Cholinergic synapse,20/381,110/7649,0.18181818181818182,3.6502028155571464,6.409845330301681,3.776866509086372e-7,7.1005090370823796e-6,5.4598912341880195e-6,432530/18750/12322/226922/16519/23797/12671/110862/18751/18795/14682/12326/14708/16520/26413/12669/11515/12323/14702/16438,20
