category,subcategory,ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count
Environmental Information Processing,Signal transduction,mmu04668,TNF signaling pathway,28/290,114/7649,0.24561403508771928,6.47828191167574,11.698191100952478,8.213105789467448e-16,2.1928992457878087e-13,1.5129405401650564e-13,16476/12702/12977/231991/16477/12608/14281/20296/16878/11911/15945/53859/14825/13650/26397/21929/16449/19697/14102/18035/16362/208647/26410/21926/16193/12051/20310/15894,28
Environmental Information Processing,Signal transduction,mmu04010,MAPK signaling pathway,39/290,294/7649,0.1326530612244898,3.498838845883181,8.673294888518203,3.924634338279352e-12,5.239386841602935e-10,3.614794785257298e-10,15370/16476/12977/12475/70686/23882/193740/15511/63953/19252/240672/17873/14281/16478/13198/11911/15507/13836/67603/20807/17869/18018/53859/16175/14254/26397/13537/13197/11601/19697/14102/21803/22339/15481/102626/26410/18034/21926/17164,39
Human Diseases,Cardiovascular disease,mmu05417,Lipid and atherosclerosis,29/290,193/7649,0.15025906735751296,3.9632124352331606,8.276601197058154,1.3698924435985998e-10,1.2192042748027537e-8,8.4116202677107e-9,16476/12475/20302/193740/15511/14281/20296/14828/13198/11911/18019/18018/12491/14825/26397/19697/14102/18035/24088/15481/18024/20848/21926/15519/17970/16193/16835/20310/15894,29
Human Diseases,Immune disease,mmu05323,Rheumatoid arthritis,17/290,79/7649,0.21518987341772153,5.6758184199039725,8.292524828372867,4.13682290168129e-9,2.761329286872261e-7,1.9051158099848047e-7,16476/12977/20302/14281/20296/16175/14825/14254/12524/21803/22339/24088/21926/27060/16193/20310/15894,17
Organismal Systems,Immune system,mmu04657,IL-17 signaling pathway,17/290,83/7649,0.20481927710843373,5.402285002077274,8.004746261728352,9.192809900966847e-9,4.908960487116296e-7,3.386824700356207e-7,16476/12608/14281/16478/20296/15945/20306/14282/14825/21929/19697/14283/18035/21926/15519/16193/20310,17
Human Diseases,Infectious disease: bacterial,mmu05134,Legionellosis,14/290,58/7649,0.2413793103448276,6.366587395957194,8.143783967977427,2.092992054140341e-8,9.162450139977951e-7,6.321422331938267e-7,12475/193740/15511/14825/12747/19697/18035/24088/15481/15499/18034/21926/16193/20310,14
Environmental Information Processing,Signaling molecules and interaction,mmu04060,Cytokine-cytokine receptor interaction,29/290,240/7649,0.12083333333333333,3.1870833333333337,6.833680839686763,2.4021404861365413e-8,9.162450139977951e-7,6.321422331938267e-7,12977/20302/27279/20303/23886/100532/20296/20308/16878/15945/20306/12156/16175/14825/16181/16190/18413/14102/21803/320100/56221/12982/18414/21926/240873/20305/16193/21950/20310,29
Organismal Systems,Development and regeneration,mmu04380,Osteoclast differentiation,20/290,126/7649,0.15873015873015872,4.186644772851669,7.159569883388951,4.403952391304888e-8,1.4698191105980065e-6,1.0140679848399414e-6,16476/12702/12977/16477/14728/14281/16478/18019/18018/53859/14282/16175/19697/21803/14283/18035/12703/18034/21926/17970,20
Human Diseases,Infectious disease: viral,mmu05166,Human T-cell leukemia virus 1 infection,27/290,227/7649,0.11894273127753303,3.137217074282242,6.488803547480838,1.047138952863516e-7,3.1065122268284307e-6,2.143266862586144e-6,22695/16476/13653/231991/13654/14281/11911/18019/20807/17869/18018/53859/20525/12445/17702/19697/21803/12579/14283/18035/74343/208647/18034/21926/16193/14972/15894,27
Organismal Systems,Immune system,mmu04620,Toll-like receptor signaling pathway,15/290,88/7649,0.17045454545454544,4.495885579937304,6.547454120909105,8.737545899500724e-7,2.3329247551666933e-5,1.6095479288553965e-5,16476/12475/20302/20303/14281/15945/12524/26397/19697/18035/27056/24088/26410/21926/16193,15
Environmental Information Processing,Signal transduction,mmu04064,NF-kappa B signaling pathway,16/290,101/7649,0.15841584158415842,4.178354387162854,6.3827906144191635,1.0480076119678511e-6,2.5438002945037842e-5,1.7550366707595594e-5,12475/23882/20303/18792/17873/53859/14825/21929/13197/19697/18035/18034/21926/20310/15894/240354,16
Human Diseases,Infectious disease: viral,mmu05169,Epstein-Barr virus infection,23/290,196/7649,0.11734693877551021,3.0951266713581984,5.89842820666098,1.2228133961471149e-6,2.7207598064273305e-5,1.877125827418817e-5,16476/23882/17873/15945/17869/53859/12445/26397/21929/15205/12125/13197/22352/19697/14102/18035/24088/20848/18034/21926/16193/14972/15894,23
Human Diseases,Cancer: overview,mmu05202,Transcriptional misregulation in cancer,21/290,171/7649,0.12280701754385964,3.23914095583787,5.878280359846575,1.7201857641174158e-6,3.532996915533462e-5,2.437510192069213e-5,12475/80859/23882/18792/18791/12608/17873/13198/67603/17355/17869/12394/14254/12606/12524/140780/13197/19697/17125/19696/16193,21
Organismal Systems,Environmental adaptation,mmu04710,Circadian rhythm,9/290,33/7649,0.2727272727272727,7.193416927899686,7.07762186866905,2.4721957203126225e-6,4.714830409453359e-5,3.252889105674503e-5,18030/20893/79362/18626/217166/13170/19079/241113/12952,9
Human Diseases,Infectious disease: viral,mmu05162,Measles,17/290,121/7649,0.14049586776859505,3.705699629524081,5.955195170489188,2.7017544882129443e-6,4.809122989019041e-5,3.3179441083316866e-5,16476/193740/15511/14281/12445/16175/21929/19697/14102/18035/24088/17698/15481/20848/16193/17857/170770,17
Human Diseases,Endocrine and metabolic disease,mmu04933,AGE-RAGE signaling pathway in diabetic complications,15/290,101/7649,0.1485148514851485,3.9172072379651754,5.85835332082675,5.2490653281446324e-6,8.759377766341355e-5,6.043331792271781e-5,16476/13653/18712/18787/20296/18018/16175/19697/21803/22339/20848/21926/18799/16193/15894,15
Environmental Information Processing,Signal transduction,mmu04390,Hippo signaling pathway,19/290,155/7649,0.12258064516129032,3.233170189098999,5.575635358923528,5.5792358506486e-6,8.76268218895986e-5,6.0456116028700006e-5,18787/15901/56289/17131/12156/17869/12445/16475/14362/216795/21803/17125/14367/14219/22421/14370/319710/209456/170770,19
Human Diseases,Infectious disease: viral,mmu05167,Kaposi sarcoma-associated herpesvirus infection,21/290,185/7649,0.11351351351351352,2.994016775396086,5.449948440159795,6.135002323836486e-6,9.100253447024121e-5,6.278511150125059e-5,22695/16476/14281/18019/17869/18018/14825/12524/11601/19697/14102/18035/22339/20848/22190/16193/14972/54720/20310/15894/17164,21
Human Diseases,Infectious disease: viral,mmu05161,Hepatitis B,18/290,146/7649,0.1232876712328767,3.251818611242324,5.453256127611587,9.11588920953941e-6,1.2810223257615907e-4,8.838119732240427e-5,16476/231991/13654/14281/11911/18019/17869/18018/26397/19697/14102/21803/18035/24088/208647/20848/21926/16193,18
Organismal Systems,Immune system,mmu04625,C-type lectin receptor signaling pathway,15/290,106/7649,0.14150943396226415,3.732433311646064,5.6233353958810435,9.63956552659349e-6,1.2868819978002308e-4,8.878547195546635e-5,16476/13654/18019/18018/53859/19697/18035/16362/18034/21926/16193/12051/12795/17164/240354,15
Environmental Information Processing,Signaling molecules and interaction,mmu04061,Viral protein interaction with cytokine and cytokine receptor,13/290,82/7649,0.15853658536585366,4.181539108494533,5.749708965099526,1.0854184658879973e-5,1.380032049486168e-4,9.521214613052608e-5,12977/20302/20303/20296/20308/15945/20306/14825/56221/21926/20305/16193/20310,13
Human Diseases,Endocrine and metabolic disease,mmu04936,Alcoholic liver disease,16/290,122/7649,0.13114754098360656,3.459129451667609,5.435179426150763,1.3133573549648453e-5,1.593938244434608e-4,0.00010997011345399423,12475/12267/12273/53859/14825/26397/19697/14102/18035/21926/101214/19079/16193/241113/20310/56752,16
Human Diseases,Cardiovascular disease,mmu05418,Fluid shear stress and atherosclerosis,17/290,137/7649,0.12408759124087591,3.2729171910395167,5.328802746366687,1.4875258437414783e-5,1.7268234794738028e-4,1.1913822547128546e-4,16476/15368/19252/16598/18791/14281/20296/16175/19697/22339/18024/18159/21926/15519/12562/17970/15894,17
NA,NA,mmu04156,Integrated stress response (ISR) signaling pathway,10/290,53/7649,0.18867924528301888,4.976577748861419,5.7665819992122644,2.4102118352160016e-5,2.6813606666778017e-4,1.8499432945736854e-4,11910/17872/14828/13198/11911/58801/74747/15519/69065/170770,10
Human Diseases,Cancer: specific types,mmu05224,Breast cancer,17/290,145/7649,0.11724137931034483,3.0923424494649225,5.049331588624631,3.148612366302362e-5,3.3312387234838195e-4,2.298311754818326e-4,16476/23882/17873/14281/13388/17869/54485/14362/15205/16449/13197/15213/216795/14367/22421/18034/14370,17
Cellular Processes,Cell growth and death,mmu04210,Apoptosis,16/290,131/7649,0.12213740458015267,3.221479336667544,5.090850015438011,3.243902876800723e-5,3.3312387234838195e-4,2.298311754818326e-4,16476/23882/17873/14281/17210/13198/11911/53859/12125/13197/19697/14102/58801/18035/21926/170770,16
Human Diseases,Immune disease,mmu05321,Inflammatory bowel disease,10/290,57/7649,0.17543859649122806,4.627344222625529,5.456468292345685,4.666864689306492e-5,4.48383241745694e-4,3.093517339069444e-4,16476/18018/16175/16190/19697/21803/24088/20848/21926/16193,10
Environmental Information Processing,Signal transduction,mmu04350,TGF-beta signaling pathway,14/290,107/7649,0.1308411214953271,3.451047373509507,5.068318132662199,4.702146355385555e-5,4.48383241745694e-4,3.093517339069444e-4,21825/15901/434215/15903/17131/12156/17869/68010/21815/18121/21803/12579/17125/21926,14
Cellular Processes,Cell growth and death,mmu04218,Cellular senescence,18/290,166/7649,0.10843373493975904,2.8600332363938517,4.809505360260721,5.3024371369451344e-5,4.881899019187417e-4,3.3681542612174175e-4,23882/18787/17873/12192/18019/17869/18018/12445/16175/12193/26397/13197/19697/21803/12579/16193/14972/17164,18
Human Diseases,Cancer: overview,mmu05205,Proteoglycans in cancer,20/290,198/7649,0.10101010101010101,2.664228491814699,4.709792822015612,5.683465966036653e-5,5.058284709772621e-4,3.4898475230049625e-4,21825/15200/18792/19303/18793/16402/17869/14362/14102/216795/21803/14367/22339/24088/17698/20848/22421/21926/14370/14388,20
Human Diseases,Infectious disease: parasitic,mmu05142,Chagas disease,13/290,98/7649,0.1326530612244898,3.498838845883181,4.9421120591013405,7.58686808699414e-5,6.534496062023986e-4,4.5083256883666367e-4,16476/20302/12062/18787/14281/20296/19697/14102/21803/18035/24088/21926/16193,13
Organismal Systems,Immune system,mmu04659,Th17 cell differentiation,13/290,99/7649,0.13131313131313133,3.4634970393591087,4.897333765510827,8.441958924037957e-5,7.043759477244171e-4,4.859680301666588e-4,16476/14281/18019/18018/12394/16190/19697/21803/18035/20848/15519/16193/16364,13
Human Diseases,Endocrine and metabolic disease,mmu04931,Insulin resistance,13/290,107/7649,0.12149532710280374,3.2045439896873993,4.5585941740431135,1.8839638852181662e-4,0.0015242980525856074,0.0010516544813817515,12702/231991/12491/20525/19697/18035/74343/208647/20848/21926/19079/16193/241113,13
Human Diseases,Cancer: overview,mmu05203,Viral carcinogenesis,19/290,204/7649,0.09313725490196079,2.4565753887762,4.185807360696246,2.546801460856177e-4,0.0019999882060252917,0.001379845992723935,16476/231991/13654/19303/11911/20807/12445/19697/58801/12579/18035/208647/20848/18034/665596/19696/319156/14972/17164,19
Environmental Information Processing,Signal transduction,mmu04151,PI3K-Akt signaling pathway,26/290,335/7649,0.07761194029850746,2.047081832218219,3.890353690641794,3.8249862427679486e-4,0.0028355853288627884,0.0019563470630829414,15370/12977/21825/231991/17210/16402/11911/13836/17869/12445/14254/16190/83490/12125/18413/11601/19697/74343/22339/24088/208647/74747/18414/15519/16193/16404,26
