category,subcategory,ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count
Environmental Information Processing,Signaling molecules and interaction,mmu04517,IgSF CAM signaling,61/671,292/7649,0.2089041095890411,2.381382316313823,7.463192729307468,6.253419721020366e-11,1.982334051563456e-8,1.2309363029797985e-8,19303/20743/18750/67951/16485/22145/192167/19876/13176/16402/243743/245537/18213/109676/18186/23797/22154/22330/268902/76965/110862/52118/17886/18751/12805/227613/12524/22153/17756/386750/16490/56637/99167/241568/17968/21873/18844/26413/22152/11735/74144/380928/20273/17698/111173/13821/75409/18607/12558/67703/259302/16492/272381/66713/50791/20742/20740/22151/18858/15894/19266,61
Human Diseases,Cardiovascular disease,mmu05417,Lipid and atherosclerosis,46/671,193/7649,0.23834196891191708,2.7169563639452368,7.491256711591573,1.6867093987087576e-10,2.588846871851122e-8,1.607552266432541e-8,16476/12475/20302/193740/15511/18750/12322/14281/20296/14828/13198/11911/18019/18018/12491/23797/19055/14825/12313/225164/18795/26397/22359/56637/19697/14102/19056/26413/18035/26398/24088/15481/18024/20848/21926/18607/15519/12323/19058/17970/16193/16835/12315/16438/20310/15894,46
Environmental Information Processing,Signal transduction,mmu04010,MAPK signaling pathway,60/671,294/7649,0.20408163265306123,2.3264089540436146,7.191665658685728,2.450012812477402e-10,2.588846871851122e-8,1.607552266432541e-8,15370/16476/12977/12475/70686/23882/193740/15511/63953/19252/240672/12293/18750/17873/14281/16478/13198/11911/15507/13836/67603/20807/17869/18018/53859/23797/16175/19055/14254/18751/26397/19419/13537/13197/225028/11601/19697/14102/19056/21803/13869/26413/26398/22339/12298/109689/12294/18099/15481/102626/26410/18015/18034/21926/19058/12064/12290/21808/17164/19418,60
Organismal Systems,Nervous system,mmu04724,Glutamatergic synapse,32/671,113/7649,0.2831858407079646,3.22814976985875,7.399167750021798,1.1431598995477059e-9,9.059542203915569e-8,5.625550031984764e-8,432530/18750/14812/224997/16519/26557/58234/19055/18751/18795/14682/14807/14708/19056/14811/26413/20510/108071/26562/11515/72961/242443/19058/210274/53623/14799/13385/14702/16438/14816/14810/108073,32
Environmental Information Processing,Signal transduction,mmu04668,TNF signaling pathway,32/671,114/7649,0.2807017543859649,3.199832666614375,7.337872500082325,1.4597317449771972e-9,9.25469926315543e-8,5.746733396015492e-8,16476/12702/12977/231991/16477/12608/14281/20296/16878/11911/15945/53859/23797/14825/13650/26397/21929/16449/19697/14102/26413/18035/26398/16362/20312/208647/26410/21926/16193/12051/20310/15894,32
Human Diseases,Substance dependence,mmu05031,Amphetamine addiction,23/671,67/7649,0.34328358208955223,3.913228195831572,7.426594867524876,4.404474711740983e-9,2.3270308060364858e-7,1.444976791395726e-7,16476/231991/11838/18750/12322/14812/14281/11911/14282/19055/18751/12313/12326/19056/14811/208647/242443/12323/19058/53623/14799/12315/14810,23
Organismal Systems,Nervous system,mmu04720,Long-term potentiation,22/671,65/7649,0.3384615384615385,3.8582597730138715,7.1759421750633585,1.2933490705043831e-8,5.857023647855563e-7,3.6369364839747317e-7,432530/18750/12322/14812/11911/19055/18751/12313/18795/14682/12326/19056/14811/26413/108071/12323/19058/14799/12315/16438/14816/14810,22
Human Diseases,Substance dependence,mmu05033,Nicotine addiction,15/671,39/7649,0.38461538461538464,4.3843861056975815,6.570366503101646,4.090788161242881e-7,1.6209748088924917e-5,1.0065491923058143e-5,14401/14812/14400/14402/14395/110886/14406/14394/14811/14397/72961/242443/53623/14799/14810,15
Environmental Information Processing,Signal transduction,mmu04020,Calcium signaling pathway,45/671,247/7649,0.18218623481781376,2.076814471119907,5.334387208482047,1.4352096622549346e-6,5.055127365942381e-5,3.138996571247635e-5,67972/12062/432530/18750/12322/14812/11941/227541/18019/18213/18018/12671/20541/19055/14254/18751/12313/18795/14682/19229/12326/269717/19056/14811/13869/12669/108071/110891/22339/11515/320404/18125/242443/12323/19058/320707/19204/14680/18799/12290/12315/16438/14816/14810/18440,45
Environmental Information Processing,Signaling molecules and interaction,mmu04082,Neuroactive ligand signaling,37/671,191/7649,0.193717277486911,2.208261483602656,5.243679542423642,2.8476553218222597e-6,8.019203937073412e-5,4.9795488501833914e-5,432530/14401/18750/14812/14400/14402/12671/14395/110886/18751/242425/18795/14406/14682/14807/14708/14394/14811/12669/20510/108071/11539/11551/11515/14397/18442/72961/242443/14680/53623/14799/14702/14816/14810/108073/18440/15550,37
