category,subcategory,ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count
Organismal Systems,Nervous system,mmu04725,Cholinergic synapse,35/831,110/7649,0.3181818181818182,2.9287277103161578,7.113057904096297,1.8874906086212004e-9,5.7289634032039446e-8,4.198215690595035e-8,18750/110862/16519/12322/16520/16536/14708/18795/23797/18751/224129/12288/226922/14702/12669/14682/12323/16438/12671/12912/16522/26413/30955/12287/432530/18752/18709/18749/12286/14677/14706/14672/12326/16653/18710,35
Human Diseases,Substance dependence,mmu05031,Amphetamine addiction,26/831,67/7649,0.3880597014925373,3.5719237746286616,7.38158385012285,2.027951647151839e-9,5.7289634032039446e-8,4.198215690595035e-8,14812/18750/14811/12322/19055/18751/14810/224129/12288/14799/12323/19056/242443/12912/53623/12313/19058/18752/18749/14800/12315/19049/214084/12326/11909/12314,26
Human Diseases,Substance dependence,mmu05033,Nicotine addiction,19/831,39/7649,0.48717948717948717,4.484279058286279,7.615507652726158,3.2948030792328623e-9,8.591832645076464e-8,6.296141916590733e-8,14812/14400/14811/14402/14397/14394/110886/14395/14810/14799/14406/14407/14401/72961/242443/53623/12287/12286/14800,19
Human Diseases,Substance dependence,mmu05032,Morphine addiction,30/831,88/7649,0.3409090909090909,3.1379225467673115,7.041896498584105,4.426817240898034e-9,1.0719221747603097e-7,7.855104277082228e-8,14400/18750/16519/14402/14708/242425/14397/14394/110886/14395/18751/224129/14702/14406/14407/14401/11539/16522/109689/18573/12287/432530/18752/18749/218461/23984/12286/110355/14677/14706,30
Environmental Information Processing,Signal transduction,mmu04020,Calcium signaling pathway,58/831,247/7649,0.23481781376518218,2.161397662442694,6.477401789398245,6.413567656178934e-9,1.4494662902964391e-7,1.0621768188478796e-7,14812/20541/12290/67972/18750/14811/18213/12322/108071/11941/20191/227541/18125/18795/19229/19055/18751/14810/12288/12669/110891/14682/15562/12323/14680/19056/228550/16438/269717/18595/242443/12671/12313/19058/14816/18573/12287/432530/18752/13869/18749/239556/12286/12315/107589/21390/14672/18440/13492/12326/381290/11938/320707/20866/215999/14165/116873/12314,58
Organismal Systems,Nervous system,mmu04727,GABAergic synapse,29/831,86/7649,0.3372093023255814,3.103867573391543,6.849620786690662,1.0659452155487275e-8,2.2584714254438666e-7,1.655020203088814e-7,14400/18750/14402/14708/242425/14397/14394/110886/14395/18751/224129/12288/14702/14406/57138/14407/14401/16522/18195/12287/432530/18752/14411/18749/12286/14677/268566/14706/105727,29
Environmental Information Processing,Signal transduction,mmu04070,Phosphatidylinositol signaling system,30/831,94/7649,0.3191489361702128,2.93762961825025,6.598776360871477,2.527710049526665e-8,5.040551216409056e-7,3.693743477946087e-7,18750/380921/110197/104015/18795/18751/74596/217480/19211/228550/16438/104418/108083/12313/18752/18709/227333/101490/242291/12315/27399/54384/225326/224020/269180/18717/110911/20975/18710/12314,30
Organismal Systems,Excretory system,mmu04961,Endocrine and other factor-regulated calcium reabsorption,20/831,48/7649,0.4166666666666667,3.8352386682711592,6.878929030044653,3.6236520754196913e-8,6.824544742040418e-7,5.001063683035364e-7,20541/67972/18750/11941/18795/18751/71770/110891/14682/11772/103967/18752/18749/12307/16591/11931/381290/320707/13429/67300,20
Organismal Systems,Endocrine system,mmu04925,Aldosterone synthesis and secretion,30/831,97/7649,0.30927835051546393,2.8467750939744687,6.390205703226044,5.641682087699293e-8,1.0065948567000317e-6,7.37638212020517e-7,67972/18750/269060/12322/11941/18754/227541/18795/18751/224129/12288/14682/12323/223604/16438/12912/11606/12313/432530/18752/18749/239556/12315/14672/11931/12326/381290/320707/11909/12314,30
Organismal Systems,Circulatory system,mmu04261,Adrenergic signaling in cardiomyocytes,39/831,153/7649,0.2549019607843137,2.3462636558835324,5.872283324683413,2.1408075150604582e-7,3.6286687380274765e-6,2.65910828186457e-6,20541/67972/12293/18750/12322/11941/20191/18795/23797/224129/12288/12296/110891/14682/12323/12912/11606/26413/30955/12298/12313/269643/12295/235542/432530/18749/26931/12315/14677/12294/11931/381290/11938/320707/11909/51792/81905/140723/12314,39
Human Diseases,Neurodegenerative disease,mmu05017,Spinocerebellar ataxia,36/831,139/7649,0.2589928057553957,2.3839181362491235,5.748357707738217,4.1256351980823544e-7,6.659953962618658e-6,4.88045066038815e-6,14812/18750/20743/14811/80913/18795/23797/20238/18751/14810/14799/14169/14682/56543/16438/74143/13131/242443/26414/53623/14816/18752/18709/56717/12286/14800/12421/80912/225326/26419/16504/11938/29869/22359/215999/18710,36
Organismal Systems,Endocrine system,mmu04929,GnRH secretion,21/831,62/7649,0.3387096774193548,3.1176778851752647,5.844759655947305,1.0592586905703687e-6,1.632221345924341e-5,1.196100722366541e-5,18750/16519/15165/242425/18795/23797/18751/12288/14682/16438/22066/16522/26413/109689/18752/18709/239556/14672/22063/16653/18710,21
Environmental Information Processing,Signal transduction,mmu04012,ErbB signaling pathway,25/831,84/7649,0.2976190476190476,2.739456191622257,5.59621801757318,1.6058336674717457e-6,2.3668591881431383e-5,1.7344473479328697e-5,18750/12322/18481/56637/23797/18751/13712/12323/109880/26398/214230/26414/26413/18752/18183/18709/13869/56717/26419/72508/14083/18479/16653/18710/11352,25
Organismal Systems,Nervous system,mmu04730,Long-term depression,20/831,60/7649,0.3333333333333333,3.0681909346169274,5.614614359313878,2.5418637122526554e-6,3.590382493556876e-5,2.6310519126825732e-5,18750/18125/18795/18751/14799/14682/16438/109880/53623/26413/14816/16001/18752/12286/14800/14677/14672/51792/54195/16653,20
Organismal Systems,Nervous system,mmu04726,Serotonergic synapse,31/831,120/7649,0.25833333333333336,2.3778479743281187,5.310913519333798,2.7820030017579128e-6,3.77239607038373e-5,2.7644324564836526e-5,14400/18750/16508/16519/14402/14708/15550/18795/18751/224129/12288/14702/14682/15562/16438/109880/14401/16522/26413/19225/12287/18752/18749/12286/14677/14706/214084/11820/22063/16653/15551,31
Environmental Information Processing,Signal transduction,mmu04024,cAMP signaling pathway,46/831,214/7649,0.21495327102803738,1.978553032603439,5.068701552456783,3.482580236342521e-6,4.540748846615825e-5,3.3274855699467e-5,14812/67972/14811/12322/12064/11941/20191/242425/15550/23797/14810/224129/12288/12669/14799/15562/12323/109880/11539/242443/26414/12912/53623/26413/12313/432530/18709/18749/23984/14800/12315/14677/19049/26419/13492/11931/12326/381290/11516/243270/11938/320707/18479/15551/18710/12314,46
Organismal Systems,Nervous system,mmu04721,Synaptic vesicle cycle,23/831,77/7649,0.2987012987012987,2.749417850500883,5.386163922999411,3.903400891787482e-6,4.9009366752442826e-05,3.591433179188483e-5,382018/71770/20979/20510/72961/11772/56216/18195/12890/103967/12287/11975/14411/12286/11966/76252/20910/214084/13429/67300/22318/73834/116837,23
Organismal Systems,Sensory system,mmu04740,Olfactory transduction,15/831,38/7649,0.39473684210526316,3.633384001520046,5.681082331365645,4.2641087791707595e-6,5.162617414781741e-5,3.783194255204133e-5,20541/12322/14708/110891/12323/14680/109689/12313/18573/18749/110355/12315/238384/52589/12314,15
Organismal Systems,Sensory system,mmu04742,Taste transduction,18/831,54/7649,0.3333333333333333,3.0681909346169274,5.324386505625661,8.056776374094393e-6,9.418093761441377e-5,6.901630578171605e-5,110876/242425/14397/15550/14394/11418/18795/110886/14395/12288/20269/12671/14816/18573/18749/12286/15551/20276,18
Environmental Information Processing,Signal transduction,mmu04371,Apelin signaling pathway,32/831,133/7649,0.24060150375939848,2.214634058069361,4.933144562151437,9.814787647219231e-6,1.1090710041357732e-4,8.127332928925399e-5,20541/20191/18754/14708/18125/18795/23797/224129/17261/14702/110891/14682/16438/17258/26413/30955/12313/432530/17260/208727/18749/56717/12315/14677/108079/14706/107589/225326/12326/72508/16653/12314,32
Organismal Systems,Endocrine system,mmu04911,Insulin secretion,23/831,82/7649,0.2804878048780488,2.5817704205922927,5.027296064365264,1.2507155962810011e-5,1.367718023029869e-4,1.0022712418414815e-4,18750/16531/12322/20191/26875/18795/18751/224129/12288/14682/12323/12671/12912/432530/18752/18749/12424/14672/11931/11516/11909/116838/22318,23
Human Diseases,Cancer: specific types,mmu05214,Glioma,21/831,73/7649,0.2876712328767123,2.647890806587211,4.938736220884388,1.944747922293613e-5,2.0602173301797962e-4,1.5097385186226735e-4,18750/12322/227541/23797/18751/12323/19211/109880/18595/26413/12313/16001/18752/18709/56717/12315/19645/12326/16653/18710/12314,21
Organismal Systems,Endocrine system,mmu04912,GnRH signaling pathway,23/831,85/7649,0.27058823529411763,2.490649111630211,4.824530779457617,2.3756122160682148e-5,2.4404016401428027e-4,1.7883396586669816e-4,18750/12322/18795/19229/18751/224129/12288/13712/14682/12323/16438/26398/26414/26413/12313/432530/18749/12315/14672/26419/16653/12314/26399,23
Environmental Information Processing,Signal transduction,mmu04022,cGMP-PKG signaling pathway,36/831,164/7649,0.21951219512195122,2.0205159813330984,4.612026403614122,2.4845973905740996e-5,2.477289751190058e-4,1.8153714680355654e-4,20541/67972/16531/11941/18754/18795/23797/19055/224129/12288/17261/110891/14682/19056/16438/11539/12912/17258/26413/30955/12313/19058/432530/17260/11553/12315/14677/107589/14672/11931/381290/11938/320707/11909/54195/12314,36
Organismal Systems,Endocrine system,mmu04924,Renin secretion,20/831,71/7649,0.28169014084507044,2.592837409535432,4.707271784841011,4.271218754789379e-5,4.1369804510674266e-4,3.031601883098627e-4,16531/18795/19055/224129/12288/14682/19056/16438/11539/12912/11606/12313/19058/18573/18749/12315/14677/11516/54195/12314,20
Organismal Systems,Digestive system,mmu04970,Salivary secretion,22/831,83/7649,0.26506024096385544,2.439766285358039,4.6040902736651095,5.024586646750847e-5,4.731485759023714e-4,3.467258621734503e-4,67972/18750/16531/11941/18125/18795/18751/224129/14682/16438/12671/12313/432530/18752/18749/12315/11931/381290/320707/54195/22318/12314,22
Environmental Information Processing,Signal transduction,mmu04014,Ras signaling pathway,44/831,225/7649,0.19555555555555557,1.8000053483085974,4.252174913372518,6.6891873136793e-5,6.128741890100764e-4,4.4911755505784215e-4,14812/18750/14811/12064/19419/333050/14708/18481/240057/23797/18751/14810/14702/13712/18595/214230/26414/26413/18015/12313/16001/225870/19344/18752/217944/237625/18709/16706/18749/19417/16590/12315/228850/19731/14706/26419/16151/19415/14165/18479/16653/18710/12314/11352,44
Cellular Processes,Cellular community - eukaryotes,mmu04540,Gap junction,22/831,85/7649,0.25882352941176473,2.3823600198202026,4.474049869872166,7.432700788463997e-5,6.630751492866566e-4,4.8590509309626135e-4,18750/108071/18795/18751/224129/14682/22145/16438/18595/26413/227613/14816/432530/18752/22154/18749/22153/14677/14672/22152/54195/16653,22
Human Diseases,Cancer: overview,mmu05231,Choline metabolism in cancer,24/831,98/7649,0.24489795918367346,2.2541810948206,4.362314832670497,9.254763798543647e-5,8.044525455657169e-4,5.895072217156008e-4,18750/380921/110197/23797/18751/217480/104418/18595/26414/26413/83767/18607/236899/18752/18709/227333/56717/242259/26419/18777/72508/18717/16653/18710,24
Human Diseases,Neurodegenerative disease,mmu05022,Pathways of neurodegeneration - multiple diseases,73/831,438/7649,0.16666666666666666,1.5340954673084637,4.0188718017225025,9.798781800028847e-5,8.304467575524448e-4,6.085559223175812e-4,14812/18750/20743/14811/12322/108071/12064/20191/18125/18795/105000/56637/19055/20238/18751/14810/12288/12669/14799/14682/14365/22145/12323/19056/16438/109880/13385/14763/26414/12671/57265/53623/26413/12313/19058/19225/18039/227613/14816/12287/18752/12995/12569/18040/22154/170731/67790/56717/14800/22153/12315/12421/103199/225326/26419/17274/11783/11938/29869/22195/22152/269881/226641/18951/11820/215999/16574/15194/16653/56228/56444/12314/26399,73
Human Diseases,Substance dependence,mmu05030,Cocaine addiction,15/831,48/7649,0.3125,2.8764290012033693,4.552640338058857,1.0609665378259452e-4,8.772381861536473e-4,6.428449369112275e-4,14812/14811/12064/14810/224129/13385/242443/12912/12569/18749/14800/14677/19049/214084/11909,15
Organismal Systems,Digestive system,mmu04971,Gastric acid secretion,19/831,71/7649,0.2676056338028169,2.4631955390586597,4.324144470417056,1.4074827843733466e-4,0.0011360396759584868,8.324960829877439e-4,18750/12322/18795/18751/224129/14682/12323/16438/12671/12313/432530/18752/72258/18749/12315/14677/107589/11931/12314,19
Organismal Systems,Excretory system,mmu04960,Aldosterone-regulated sodium reabsorption,12/831,35/7649,0.34285714285714286,3.1558535327488397,4.462649628498522,1.9430929717120871e-4,0.001531880273047436,0.0011225702357993944,18750/110784/83814/18751/26413/18607/18752/18709/11931/16653/20276/18710,12
Organismal Systems,Digestive system,mmu04972,Pancreatic secretion,23/831,98/7649,0.23469387755102042,2.1602568825364084,4.035625978814961,2.544606302912095e-4,0.0019605034924709093,0.0014366676734144845,67972/18750/16531/11941/20191/18795/18751/224129/14682/16438/12671/432530/18752/237625/80718/12424/17274/11931/381290/11938/320707/19340/22063,23
Organismal Systems,Endocrine system,mmu04935,"Growth hormone synthesis, secretion and action",26/831,117/7649,0.2222222222222222,2.0454606230779513,3.9782439243395467,2.6453539688649344e-4,0.001992833323211584,0.0014603591500634491,18750/18795/56637/23797/18751/224129/12288/14682/16438/26398/26414/12912/26413/432530/18752/18709/18749/56717/14677/14672/26419/11909/14083/16653/18710/26399,26
Cellular Processes,Transport and catabolism,mmu04144,Endocytosis,45/831,251/7649,0.17928286852589642,1.6502222158298216,3.656684190134139,4.429524422427269e-4,0.003264366911310531,0.0023921459123405855,330319/234353/243621/347722/83814/216439/245666/57440/71770/74998/72685/11842/230597/18595/69091/216963/66713/11772/109689/140500/268451/73728/16001/18762/20404/19344/103967/67771/72543/74117/78618/242894/218038/110355/54189/22042/17274/76709/13429/67300/213990/18717/69780/16574/234852,45
Human Diseases,Endocrine and metabolic disease,mmu04930,Type II diabetes mellitus,13/831,46/7649,0.2826086956521739,2.6012923141317423,3.802795688155587,8.931581580025604e-4,0.006442140756656765,0.004720835952712302,12290/18754/12288/26414/26413/18762/12287/18709/56717/12286/26419/15275/18710,13
Human Diseases,Infectious disease: viral,mmu05163,Human cytomegalovirus infection,39/831,220/7649,0.17727272727272728,1.6317197243190023,3.3190710669532852,0.0013007365596958648,0.009186451952852046,0.006731882194917196,18750/14708/18795/19229/56637/23797/19055/18751/224129/14702/13712/14682/20312/19056/16438/18595/12912/26413/12313/19058/19225/432530/18752/18709/18749/56717/12315/14677/19645/14706/14672/16151/11909/72508/14083/16653/18710/12314/26399,39
Environmental Information Processing,Signal transduction,mmu04010,MAPK signaling pathway,49/831,294/7649,0.16666666666666666,1.5340954673084637,3.2602219873075264,0.0013667174128571794,0.00945545312160375,0.006929007721467118,12290/12293/18750/12064/19419/23797/19055/18751/12288/12296/13712/19056/109880/26398/18595/26414/26413/109689/12298/18015/19058/16001/12295/12287/18752/60597/17260/13869/21808/18749/239556/19417/16590/216965/12286/12294/26419/18099/30957/16151/11909/269881/81905/19279/140723/14165/18479/16653/26399,49
Organismal Systems,Endocrine system,mmu04916,Melanogenesis,21/831,97/7649,0.21649484536082475,1.9927425657821283,3.4350848819623048,0.0014260087896828524,0.00966833959404974,0.007085012091897963,18750/12322/18795/56637/18751/224129/14682/14365/12323/12912/57265/26413/12313/432530/18752/18749/16590/12315/14677/16653/12314,21
Organismal Systems,Endocrine system,mmu04927,Cortisol synthesis and secretion,16/831,66/7649,0.24242424242424243,2.231411588812311,3.5075238217939493,0.0014892508043100245,0.009899137699237223,0.007254142204688664,18795/16492/224129/12288/18514/14682/320024/16438/12912/11606/432530/18749/218461/239556/14672/11909,16
Environmental Information Processing,Signal transduction,mmu04015,Rap1 signaling pathway,36/831,206/7649,0.17475728155339806,1.6085661210613018,3.09110192257239,0.0025308345807258854,0.016499094670501445,0.012090626741929332,14812/18750/14811/70549/238130/18795/23797/51791/18751/14810/224129/14682/217692/109880/18595/26413/74206/12313/16001/18762/432530/18752/217944/18709/50791/16590/12315/14677/12801/13800/107746/14165/16653/18710/12314/26399,36
Organismal Systems,Aging,mmu04211,Longevity regulating pathway,19/831,89/7649,0.21348314606741572,1.9650211603726389,3.19681051498087,0.0027930695969514896,0.01786510553521802,0.013091646968829229,23797/224129/72993/207565/12912/16001/432530/18709/18749/56717/12421/108079/16591/74370/12326/11909/72508/16653/18710,19
Cellular Processes,Cell growth and death,mmu04114,Oocyte meiosis,23/831,116/7649,0.19827586206896552,1.8250446076600688,3.125851874458698,0.002945692953024636,0.018492405760654657,0.0135513360022186,12322/19055/224129/12323/19056/16438/26413/12313/19058/16001/432530/21402/17222/18749/54401/26931/12315/231207/11835/22628/22631/51792/12314,23
Human Diseases,Neurodegenerative disease,mmu05010,Alzheimer disease,55/831,351/7649,0.15669515669515668,1.4423119778113762,2.9615991858790576,0.00300164715748314,0.01850106157066881,0.013557679027100884,14812/14811/108071/18125/18795/56637/23797/19055/14810/12288/227059/12669/14682/14365/22145/19056/16438/109880/26414/12671/57265/26413/12313/19058/19225/227613/12995/12569/18709/22154/56717/22153/12315/12421/20168/225326/26419/11783/68585/23821/16151/11938/29869/15925/328133/22152/16956/226641/11820/215999/16574/16653/18710/12314/11487,55
Organismal Systems,Sensory system,mmu04750,Inflammatory mediator regulation of TRP channels,21/831,107/7649,0.19626168224299065,1.8065049428118358,2.9329294154303303,0.004965899105381172,0.03006142494150388,0.02202917648251798,18750/12322/18754/11418/18795/18751/224129/14682/12323/16438/26414/12313/432530/18752/18709/18749/12315/26419/18710/12314/26399,21
Human Diseases,Infectious disease: viral,mmu05170,Human immunodeficiency virus 1 infection,34/831,202/7649,0.16831683168316833,1.549284531341221,2.7620296076870217,0.006028238834640042,0.035852157279701306,0.026272656786242844,18750/14708/18481/19229/23797/19055/18751/14702/14682/19056/16438/214230/26414/26413/12313/19058/18752/21402/18709/56717/12315/14677/14706/14672/26419/16151/72508/14083/75717/18479/16653/18710/12314/26399,34
Environmental Information Processing,Signal transduction,mmu04072,Phospholipase D signaling pathway,26/831,144/7649,0.18055555555555555,1.6619367562508356,2.7994218514209463,0.00614953021409648,0.03592668913281308,0.026327274135518986,18750/380921/108071/110197/18795/19229/23797/224129/217480/104418/108073/18595/11606/26413/30955/14816/103967/432530/18709/227333/56717/16590/13429/18717/16653/18710,26
Organismal Systems,Immune system,mmu04660,T cell receptor signaling pathway,22/831,116/7649,0.1896551724137931,1.7456948421096312,2.825218901306913,0.006252727607185757,0.03592668913281308,0.026327274135518986,19419/18481/56637/23797/19055/19056/214230/26414/26413/18607/19058/269643/235542/18709/16189/26931/26419/16151/51792/18479/16653/18710,22
Metabolism,Carbohydrate metabolism,mmu00562,Inositol phosphate metabolism,16/831,76/7649,0.21052631578947367,1.937804800810691,2.8683439172794456,0.006709628777005587,0.03790940259008157,0.027780217392514364,104015/18795/19211/228550/108083/30955/101490/27399/54384/103199/225326/224020/17330/269180/18717/20975,16
Organismal Systems,Endocrine system,mmu04928,"Parathyroid hormone synthesis, secretion and action",21/831,110/7649,0.19090909090909092,1.7572366261896948,2.7926533851203397,0.006899772788721296,0.03791077664494185,0.027781224307425176,18750/18795/18751/224129/17261/14682/16438/109880/12912/17258/26413/109689/432530/18752/17391/17260/18749/14677/16591/14672/11909,21
Environmental Information Processing,Signal transduction,mmu04071,Sphingolipid signaling pathway,23/831,124/7649,0.18548387096774194,1.707299794262645,2.7720883985308697,0.006933534371641283,0.03791077664494185,0.027781224307425176,18750/18754/18795/23797/18751/241447/14682/19211/11539/26414/26413/18607/269643/18762/235542/18752/18709/26931/14677/26419/51792/16653/18710,23
Genetic Information Processing,"Folding, sorting and degradation",mmu04120,Ubiquitin mediated proteolysis,26/831,147/7649,0.17687074829931973,1.6280196795926554,2.684042223220451,0.008078379996664017,0.04306695576030516,0.031559700541630244,83814/246710/50754/140630/73998/235439/22215/68729/15204/66799/53323/100763/117146/21402/17222/12211/59026/26554/76980/242521/26374/22195/93765/75717/17237/56228,26
Environmental Information Processing,Signal transduction,mmu04370,VEGF signaling pathway,13/831,58/7649,0.22413793103448276,2.063093904311382,2.8371485926110322,0.008130634715809824,0.04306695576030516,0.031559700541630244,18750/23797/19055/18751/19056/26413/19058/19225/18752/18709/14083/16653/18710,13
Environmental Information Processing,Signaling molecules and interaction,mmu04514,Cell adhesion molecule (CAM) interaction,27/831,155/7649,0.17419354838709677,1.6033771980901363,2.649377548928027,0.008628719663333752,0.04500209178261757,0.03297777879427961,192167/386750/76965/245446/171171/75409/192198/18191/12558/12805/245537/19266/66797/241568/54725/18007/18189/20340/17968/320840/216856/94332/13052/171486/16728/272381/17967,27
Organismal Systems,Endocrine system,mmu04915,Estrogen signaling pathway,23/831,127/7649,0.18110236220472442,1.6669698778627402,2.645984948943751,0.009273433100500952,0.047631724561663986,0.03490478806568142,16519/242425/18795/23797/14229/224129/17977/14682/16438/12912/16522/26413/12313/14816/432530/18709/18749/12315/14677/11909/16653/18710/12314,23
