category,subcategory,ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count
Organismal Systems,Nervous system,mmu04724,Glutamatergic synapse,36/1174,113/7649,0.3185840707964602,2.075681054107431,4.905015657617878,7.34790610740708e-6,2.244451320080708e-4,1.5188016451673966e-4,210274/58234/243961/432530/14809/18750/11515/224129/14810/224997/14811/14812/14708/26562/13385/26557/18751/12286/110355/72961/108071/14805/16519/12288/26556/16438/14799/211429/19055/67760/18749/18752/14682/26413/14816/14807,36
Human Diseases,Substance dependence,mmu05031,Amphetamine addiction,25/1174,67/7649,0.373134328358209,2.4310941035876836,5.009585639869122,8.629713849953707e-6,2.416319877987038e-4,1.6351036768333342e-4,231991/16476/11838/18750/224129/14810/12322/14811/14812/11911/14281/18751/12323/12315/12326/19049/12288/14282/14799/93759/19055/18749/12313/18752/20907,25
Organismal Systems,Endocrine system,mmu04925,Aldosterone synthesis and secretion,32/1174,97/7649,0.32989690721649484,2.1493879414812342,4.850758068452676,1.0465503066581665e-5,2.704930023362646e-4,1.8304037752078057e-4,15370/231991/432530/269060/18750/11515/224129/12322/227541/11911/18754/16835/14672/18751/11941/239556/67972/12323/12315/12326/11606/12288/16438/11928/18749/12313/18752/75292/14682/20778/320707/101540,32
Environmental Information Processing,Signal transduction,mmu04014,Ras signaling pathway,59/1174,225/7649,0.26222222222222225,1.7084648873745978,4.592812437731992,1.3392248724010112e-5,3.214139693762427e-4,2.1749817476587858e-4,12977/18750/16706/14810/18709/11601/14811/14812/14708/237625/14184/19696/13836/214230/333050/19731/11352/18751/240057/23871/22339/56289/12315/19419/20418/18212/16542/14254/23797/19730/211429/18015/14182/16001/11651/13638/12675/18481/18749/240168/26414/18595/12313/56636/11350/21844/18752/19247/15234/19417/26413/66922/12064/217944/26395/13712/226525/14174/225870,59
Environmental Information Processing,Signal transduction,mmu04015,Rap1 signaling pathway,55/1174,206/7649,0.2669902912621359,1.7395304411107986,4.581458509386212,1.4948855011846581e-5,3.348543522653634e-4,2.2659317070588503e-4,21825/15901/74206/12977/432530/18750/11515/224129/14810/70549/18709/11601/14811/14812/238130/107746/14184/13836/26397/18751/22339/18762/217692/12315/16542/20779/14254/23797/19730/14182/16001/11651/13638/58220/240168/109880/51791/18595/12313/56636/21844/18752/75292/14682/15234/18441/12387/26413/101540/217944/26395/26399/14174/76089/14062,55
Cellular Processes,Cell growth and death,mmu04210,Apoptosis,39/1174,131/7649,0.29770992366412213,1.9396790511983564,4.619044367787549,1.8669582334864944e-5,3.7395007037923224e-4,2.5304891980549546e-4,23882/16476/18709/11911/13197/22145/14281/69601/22146/17210/21933/58801/20740/22143/12123/22142/11545/18607/23797/12984/16438/53859/21926/13032/11651/13198/12675/14102/26414/12125/13039/19766/26413/11797/12044/17873/26395/26408/13804,39
Human Diseases,Cancer: specific types,mmu05224,Breast cancer,42/1174,145/7649,0.2896551724137931,1.887199671033308,4.592477764536483,1.8920092846568296e-5,3.7395007037923224e-4,2.5304891980549546e-4,23882/16476/18709/57265/54485/14367/16449/15213/13197/13388/14281/17869/23805/20418/14296/15205/18034/23797/17977/56637/14365/14182/16001/22421/11651/22411/14366/216795/93687/14362/56717/109880/13557/56636/14369/19211/12387/26413/17873/13389/26395/14174,42
Human Diseases,Cardiovascular disease,mmu05418,Fluid shear stress and atherosclerosis,39/1174,137/7649,0.2846715328467153,1.854729603700618,4.298325910268322,5.701605535806172e-5,0.0010642997000171522,7.20202804522885e-4,20296/15368/16175/16476/15519/18709/12562/15894/13614/14733/14281/22339/16598/18762/12315/16542/19252/18791/20779/23797/16176/20293/18613/21926/20339/11651/12675/26414/12313/13039/50868/17969/12168/12387/18024/12390/11898/26399/26408,39
Organismal Systems,Endocrine system,mmu04929,GnRH secretion,22/1174,62/7649,0.3548387096774194,2.311892070121449,4.41618248907782,7.248014621767639e-5,0.0012817541646915405,8.673524422724711e-4,18750/18709/242425/15166/109689/14672/18751/239556/140492/16522/16519/12288/15165/23797/16438/11651/18752/22067/14682/26413/20750/26395,22
Environmental Information Processing,Signal transduction,mmu04012,ErbB signaling pathway,27/1174,84/7649,0.32142857142857145,2.0942139206619617,4.293638872285519,8.410268792005263e-5,0.0013801713355131495,9.339505277908531e-4,16476/18750/12322/18709/15200/214230/11352/18751/17869/12323/20418/20779/23797/56637/18183/11651/18481/26414/56717/109880/11350/18752/17973/17974/26413/26395/13712,27
Organismal Systems,Environmental adaptation,mmu04713,Circadian entrainment,29/1174,93/7649,0.3118279569892473,2.0316627282885458,4.262077495949561,8.626070846957184e-5,0.0013801713355131495,9.339505277908531e-4,432530/18750/11515/224129/14810/12322/14811/14812/14708/18125/14281/18751/239556/12323/12315/19416/16522/16519/70729/12288/18626/16438/14799/18749/12313/18752/20191/14682/26413,29
Cellular Processes,Cellular community - eukaryotes,mmu04540,Gap junction,27/1174,85/7649,0.3176470588235294,2.069576109830644,4.2221484445448345,1.0555911239497368e-4,0.0015420809462917894,0.0010435134223027148,22154/432530/18750/11515/224129/227613/22151/67951/73710/22152/14672/22153/22145/18751/22146/108071/22143/20779/22142/16438/18749/18595/18752/14682/26413/26395/14816,27
Organismal Systems,Endocrine system,mmu04912,GnRH signaling pathway,27/1174,85/7649,0.3176470588235294,2.069576109830644,4.2221484445448345,1.0555911239497368e-4,0.0015420809462917894,0.0010435134223027148,16476/432530/18750/11515/224129/12322/11911/15200/14672/26397/18751/13653/12323/12315/12288/20779/19229/16438/211429/18749/26414/12313/14682/26413/26395/26399/13712,27
Human Diseases,Cancer: specific types,mmu05214,Glioma,24/1174,73/7649,0.3287671232876712,2.1420270238734216,4.174514073748935,1.3865157729752307e-4,0.0018885888445931262,0.0012779924512284315,23882/18750/12322/18709/227541/13197/18751/12323/12315/20418/12326/23797/16001/11651/56717/109880/18595/12313/13557/18752/19211/26413/17873/26395,24
Organismal Systems,Excretory system,mmu04961,Endocrine and other factor-regulated calcium reabsorption,18/1174,48/7649,0.375,2.443249574105622,4.270854658003626,1.4446620861430614e-4,0.0018885888445931262,0.0012779924512284315,18750/11515/20541/110891/18751/11941/67972/11772/11771/71770/13429/12062/11928/18749/18752/14682/22337/320707,18
Human Diseases,Cancer: specific types,mmu05225,Hepatocellular carcinoma,44/1174,167/7649,0.2634730538922156,1.7166144712279021,3.9867872378483034,1.4614080345065858e-4,0.0018885888445931262,0.0012779924512284315,23882/15368/18750/18709/57265/14367/13197/18751/17869/239985/23805/20418/14296/23797/83797/56637/93760/14365/16001/22421/11651/21808/22411/14366/216795/93687/14362/56717/109880/13557/18752/14369/68094/50868/19211/15234/20588/12387/26413/18024/17873/26395/13712/20586,44
Environmental Information Processing,Signal transduction,mmu04350,TGF-beta signaling pathway,31/1174,107/7649,0.2897196261682243,1.8876196086548105,3.9369836781687684,2.2656747548956133e-4,0.0028195063616478742,0.0019079366357015693,21825/15901/207596/17131/15903/17869/68010/15904/434215/21781/15902/218441/21815/12156/18121/19877/16323/21926/11479/14313/21808/244058/20185/18007/20481/12168/68799/13732/26413/17129/51792,31
Environmental Information Processing,Signal transduction,mmu04070,Phosphatidylinositol signaling system,28/1174,94/7649,0.2978723404255319,1.9407372503534015,3.9075373265832787,2.7046908914838655e-4,0.0032456290697806386,0.002196290347971861,380921/18750/110197/18709/227333/104418/228550/104015/18751/18717/110911/217837/12315/27399/108083/16438/227399/12313/18752/19211/84095/20975/320127/18719/320404/269180/224020/212111,28
Organismal Systems,Circulatory system,mmu04261,Adrenergic signaling in cardiomyocytes,40/1174,153/7649,0.26143790849673204,1.7033548229058801,3.7419113807926587,3.4296802115813425e-4,0.003973698452039072,0.0026889688773196734,231991/432530/18750/11515/224129/20541/12322/11911/110891/81905/269643/11941/67972/12323/11550/140723/20266/12315/30955/12295/12293/11606/12288/23797/11928/11651/18749/12296/326618/12313/20191/12297/14682/11938/12300/26413/320707/399548/58200/51792,40
Organismal Systems,Nervous system,mmu04728,Dopaminergic synapse,35/1174,130/7649,0.2692307692307692,1.7541278993578824,3.692536045723615,4.3728789755300513e-4,0.004795438086255534,0.0032450332914511137,231991/18750/224129/12322/14811/14812/14708/11911/109689/14281/18751/269643/12286/12323/12315/19049/16522/16519/12288/14680/23797/16438/14799/19055/56637/11651/12287/18749/26414/12313/18752/14682/16574/606496/51792,35
Organismal Systems,Immune system,mmu04625,C-type lectin receptor signaling pathway,30/1174,106/7649,0.2830188679245283,1.8439619427212242,3.7255624154187648,4.424362520057189e-4,0.004795438086255534,0.0032450332914511137,13654/16476/13655/16706/18709/12795/240354/16362/12315/18034/20779/23797/16176/12051/16438/53859/19055/21926/11651/12675/12042/26414/74256/12313/19247/19225/69632/18018/26413/66922,30
Human Diseases,Substance dependence,mmu05032,Morphine addiction,26/1174,88/7649,0.29545454545454547,1.9249845129317023,3.7159878055859896,5.082013966402617e-4,0.005336114664722748,0.003610904660338702,432530/18750/11515/224129/242425/14708/109689/11539/18751/12286/110355/14402/14397/16522/23984/16519/218461/14400/18573/12287/110886/18749/26385/18752/18574/14401,26
Organismal Systems,Circulatory system,mmu04270,Vascular smooth muscle contraction,35/1174,132/7649,0.26515151515151514,1.727550203913066,3.590176161952154,5.948809014702665e-4,0.00605696917860635,0.00409870094792911,432530/11535/18750/11515/224129/329251/18754/237625/13614/14672/18751/11550/12315/16531/11606/12288/16438/19877/211429/19222/17886/17540/18749/54409/109880/12313/16801/18752/69632/14682/213498/26413/18755/26395/13615,35
Metabolism,Glycan biosynthesis and metabolism,mmu00604,Glycosphingolipid biosynthesis - ganglio series,8/1174,15/7649,0.5333333333333333,3.4748438387279954,4.08512597692466,7.044994750889154e-4,0.006962112459702223,0.004711203920099249,20444/20449/26938/50935/14421/15212/225742/20442,8
Cellular Processes,Cellular community - eukaryotes,mmu04510,Focal adhesion,48/1174,200/7649,0.24,1.563679727427598,3.439430421440439,7.792428170230655e-4,0.007480731043421429,0.005062148826375404,21825/16476/18750/70549/18709/329251/107746/16403/214230/18751/18717/286940/232906/22339/20418/16542/20779/14254/16400/19303/18607/23797/19877/56637/21923/16001/11651/18481/26414/109880/18595/19699/18752/19211/15234/19417/13730/12387/26413/18719/14360/11797/12390/20750/26395/13712/21960/16419,48
Cellular Processes,Cellular community - eukaryotes,mmu04550,Signaling pathways regulating pluripotency of stem cells,34/1174,130/7649,0.26153846153846155,1.7040099593762286,3.4471369561563887,9.216621169862604e-4,0.008602179758538431,0.005821023896755329,16600/15901/15903/18709/57265/14367/14184/17869/15904/23805/15902/18423/19712/23797/56637/16323/11479/14365/14182/16001/22421/11651/22411/14366/216795/14362/14369/12168/12387/16880/26413/75590/17129/26395,34
Organismal Systems,Endocrine system,mmu04916,Melanogenesis,27/1174,97/7649,0.27835051546391754,1.8135460756247916,3.433405770126047,0.0011064755005484816,0.010047993734710535,0.00679939425657104,432530/18750/11515/224129/12322/57265/14367/13614/18751/12323/12315/56637/14365/22421/22411/14366/216795/18749/14362/12313/18752/14369/14682/12387/26413/13618/26395,27
Organismal Systems,Immune system,mmu04620,Toll-like receptor signaling pathway,25/1174,88/7649,0.2840909090909091,1.8509466470497138,3.418551683226399,0.0012129329331027423,0.010724880671645301,0.007257438048481783,20303/20302/16476/18709/15945/24088/26397/14281/22031/12475/54473/23797/16176/21926/11651/12524/12675/26410/26414/27056/19766/26413/20750/26395/26399,25
Human Diseases,Infectious disease: viral,mmu05163,Human cytomegalovirus infection,51/1174,220/7649,0.2318181818181818,1.5103724639925662,3.2705553085217223,0.0012508436233405063,0.010740041140126695,0.007267697012115808,20296/20303/231991/20302/432530/18750/11515/224129/18709/14708/11911/14672/18751/17869/22339/12315/20312/20779/19229/19303/23797/16176/20293/16438/19877/19055/56637/12010/21926/11651/12675/18749/14102/56717/18595/12313/13557/16801/18752/19225/69632/14682/19766/18018/12768/12387/213498/26413/26395/26399/13712,51
Human Diseases,Cancer: overview,mmu05231,Choline metabolism in cancer,27/1174,98/7649,0.2755102040816326,1.795040503424538,3.37278112540099,0.0013090427628825757,0.010740041140126695,0.007267697012115808,16476/380921/18750/110197/18709/227333/104418/14281/18751/18717/20520/18607/23797/19730/211429/83767/11651/26414/56717/18595/56517/18752/26413/320127/18719/26395/242259,27
Environmental Information Processing,Signaling molecules and interaction,mmu04519,Cadherin signaling,82/1174,390/7649,0.21025641025641026,1.3698903594985365,3.192677263164908,0.001310540734360698,0.010740041140126695,0.007267697012115808,56332/75599/53883/57265/12562/14367/269788/243548/26397/232906/14402/14397/76884/20266/23805/353237/18016/93708/16542/22628/19049/93888/19229/76709/14400/54216/19877/12552/83767/12941/56637/97064/68703/14365/14182/16001/22421/192164/22411/21679/110886/14366/12675/12558/216795/93687/93700/14362/26414/215654/18595/270120/67451/50884/16475/11994/219228/23836/14369/329165/216965/65970/353234/12387/17921/26413/381921/66922/93701/231646/269629/399548/17913/93891/93890/93716/26395/93710/209760/93880/208846/14401,82
Human Diseases,Cancer: specific types,mmu05211,Renal cell carcinoma,21/1174,70/7649,0.3,1.9545996592844972,3.416272013717144,0.001376824114518956,0.011014592916151648,0.007453483928222921,16476/18709/107746/214230/23871/22339/23797/20525/112405/11651/21808/11863/18481/112407/109880/11864/112406/19247/15234/26413/26395,21
Environmental Information Processing,Signal transduction,mmu04371,Apelin signaling pathway,34/1174,133/7649,0.2556390977443609,1.6655736445030804,3.2969825825598873,0.0014138117717024219,0.011047459425395667,0.007475724423200076,432530/11515/224129/20541/208727/17261/14708/18754/110891/16449/18125/13653/16598/12315/18787/12326/18791/30955/14219/23797/16438/108097/11651/18749/56717/241113/30878/12313/20191/14682/26413/66922/20750/26395,34
Organismal Systems,Endocrine system,mmu04919,Thyroid hormone signaling pathway,31/1174,119/7649,0.2605042016806723,1.6972714128240736,3.264118781677874,0.0016289041943982022,0.012059829711217428,0.008160787022628336,18750/18709/18751/17869/54720/26896/20779/21833/18607/23797/17977/20525/56637/11928/11651/18749/13371/56717/20185/72472/18752/20502/59024/18641/11938/17978/12387/26413/216154/26395/20182,31
Human Diseases,Neurodegenerative disease,mmu05022,Pathways of neurodegeneration - multiple diseases,90/1174,438/7649,0.2054794520547945,1.3387668899208884,3.109054723367528,0.0016336940587052837,0.012059829711217428,0.008160787022628336,12977/16175/20743/22154/269881/18750/227613/14810/22151/67951/12322/73710/57265/14811/14812/20238/11911/22152/14367/22153/13385/18125/26397/22145/12569/18751/12669/14828/22146/12323/108071/12315/23805/14296/22143/12288/12671/22142/16176/237782/233871/16438/14799/22241/19055/56637/21926/14365/380684/22421/12287/22411/22190/13198/14366/13191/21353/216795/93687/14102/14362/105000/26414/56717/109880/11820/12313/21938/18951/18752/14369/19225/20191/226641/14682/20907/17762/16574/11938/170731/12387/26413/15194/12064/26395/14816/26399/26408/14763/68943,90
Human Diseases,Cancer: overview,mmu05206,MicroRNAs in cancer,41/1174,170/7649,0.2411764705882353,1.5713448241306744,3.207665648397956,0.0016552568955065165,0.012059829711217428,0.008160787022628336,21825/15368/18750/18712/18709/208727/18754/108655/18792/14184/192119/13435/18751/17869/22339/56289/17210/21859/23805/14086/19877/93759/21923/14365/21808/13638/12125/56717/18595/13557/11350/18752/19225/19211/12168/74370/26413/26395/24136/21960/387217,41
Metabolism,Glycan biosynthesis and metabolism,mmu00534,Glycosaminoglycan biosynthesis - heparan sulfate / heparin,10/1174,24/7649,0.4166666666666667,2.7147217490062467,3.5823453825256912,0.0017418931959333871,0.012059829711217428,0.008160787022628336,15531/54616/50787/83398/117592/56219/54710/14043/233781/72727,10
Environmental Information Processing,Signal transduction,mmu04390,Hippo signaling pathway,38/1174,155/7649,0.24516129032258063,1.5973072484475463,3.198857481738446,0.0017587251662192084,0.012059829711217428,0.008160787022628336,15901/17131/57265/14367/13385/269643/17869/56289/18762/241324/23859/23805/71228/18787/15902/18016/22628/53310/12156/14219/56637/97064/14365/22421/21808/22411/21679/58220/209456/14366/216795/14362/16475/14369/12168/12387/11797/51792,38
Human Diseases,Endocrine and metabolic disease,mmu04934,Cushing syndrome,38/1174,155/7649,0.24516129032258063,1.5973072484475463,3.198857481738446,0.0017587251662192084,0.012059829711217428,0.008160787022628336,15370/231991/432530/11515/224129/12322/57265/11911/14367/16835/14672/239556/12323/19416/23805/11606/12288/218461/16438/56637/14365/22421/22411/14366/11863/216795/18749/14362/109880/13557/14369/14682/16492/20778/12387/26413/17283/26395,38
Environmental Information Processing,Signal transduction,mmu04024,cAMP signaling pathway,49/1174,214/7649,0.22897196261682243,1.4918284003884794,3.107192108339958,0.002034606578443677,0.013435270973735175,0.009091536749144105,231991/16476/432530/11515/224129/14810/12322/18709/242425/14811/14812/15166/13614/11539/14281/12669/11941/67972/12323/12315/20682/12326/19049/23984/12288/15562/23797/20606/19877/14799/11928/11651/18749/26414/109880/12313/21844/15550/20191/11938/18018/26413/66922/12064/320707/26395/15565/13615/14062,49
Organismal Systems,Immune system,mmu04062,Chemokine signaling pathway,42/1174,177/7649,0.23728813559322035,1.5460110299425402,3.1293757961912125,0.002039282201370518,0.013435270973735175,0.009091536749144105,20296/20303/20302/432530/11515/224129/20306/18709/14708/15945/13051/109689/18751/110355/18762/20312/20418/14825/30955/20779/19229/19303/23797/20293/19877/20310/56637/11651/66102/12675/56221/18749/109880/26385/21844/14682/17969/12768/26413/14191/606496/26395,42
Organismal Systems,Endocrine system,mmu04911,Insulin secretion,23/1174,82/7649,0.2804878048780488,1.8274712261603026,3.207643258827938,0.0022495572778655683,0.014535600872362135,0.009836120891072123,231991/432530/18750/11515/224129/12322/11911/12424/14672/18751/12323/16531/140492/12288/12671/20525/11928/18749/18752/20191/14682/20907/26875,23
Organismal Systems,Aging,mmu04213,Longevity regulating pathway - multiple species,18/1174,59/7649,0.3050847457627119,1.9877284670689808,3.2428793425366127,0.002404678705560757,0.015244755567328573,0.010316000007966704,193740/15511/432530/11515/224129/18709/15481/23797/93759/16001/108097/11651/18749/56717/12955/241113/67605/74370,18
Organismal Systems,Sensory system,mmu04740,Olfactory transduction,13/1174,38/7649,0.34210526315789475,2.2289294360261813,3.233597689625021,0.0031184463734854457,0.01940366632390944,0.013130300519938722,20541/12322/14708/110891/109689/110355/12323/12315/14680/18573/18749/12313/18574,13
Environmental Information Processing,Signal transduction,mmu04310,Wnt signaling pathway,40/1174,171/7649,0.23391812865497075,1.5240543152315769,2.951003522867411,0.003382166671771763,0.020661963667551134,0.013981779925410543,16476/18750/53883/12322/57265/14367/243548/68339/18751/17869/68010/12323/23805/14296/407821/20379/93759/19055/56637/14365/13016/22421/22411/14366/20671/216795/18749/93687/14362/26414/22402/18752/14369/18018/12387/21885/21886/12301/13017/208846,40
Human Diseases,Drug resistance: antineoplastic,mmu01521,EGFR tyrosine kinase inhibitor resistance,22/1174,80/7649,0.275,1.791716354344123,3.0309827085382417,0.0036247567690077497,0.021748540614046498,0.014717057558377331,18750/18709/14184/18751/22339/20418/16542/20779/23797/56637/18015/16001/11651/12125/56717/109880/18595/18752/19211/15234/26413/26395,22
Organismal Systems,Endocrine system,mmu04928,"Parathyroid hormone synthesis, secretion and action",28/1174,110/7649,0.2545454545454545,1.6584481957565431,2.9617553703872628,0.003827474204077671,0.022561953202984163,0.015267487129838908,231991/432530/18750/11515/224129/17261/11911/15200/109689/14672/14281/18751/13653/17391/75607/23948/16438/14182/18749/109880/16801/18752/14682/22337/213498/26413/26395/20182,28
Human Diseases,Substance dependence,mmu05033,Nicotine addiction,13/1174,39/7649,0.3333333333333333,2.171777399204997,3.123727882185666,0.004033108645483809,0.023364215601423446,0.015810371459609854,14810/14811/14812/12286/72961/14402/14397/14400/14799/12287/110886/11444/14401,13
Organismal Systems,Development and regeneration,mmu04380,Osteoclast differentiation,31/1174,126/7649,0.24603174603174602,1.6029785565560692,2.905893618137809,0.004220651542256878,0.023587098656860143,0.015961194579830175,12702/16477/12977/16175/16476/18709/14281/19261/12326/18034/23797/16176/14728/16438/53859/14282/19055/19016/21926/11651/21808/12675/26414/74256/17969/11938/18018/26413/14360/26395/26399,31
Organismal Systems,Immune system,mmu04660,T cell receptor signaling pathway,29/1174,116/7649,0.25,1.628833049403748,2.9058184126513007,0.0043443116077568076,0.023587098656860143,0.015961194579830175,16476/18709/240354/214230/14281/269643/18566/19419/18607/23797/53859/19055/56637/21926/11651/12675/26410/18481/12042/26414/19247/17973/17974/18018/26413/14360/19264/26395/51792,29
Organismal Systems,Nervous system,mmu04727,GABAergic synapse,23/1174,86/7649,0.26744186046511625,1.7424725644784278,2.948293313946949,0.004352381299777765,0.023587098656860143,0.015961194579830175,432530/18750/11515/224129/242425/14708/57138/18751/12286/14402/14397/16522/18195/12288/20779/14400/12287/110886/67760/18749/227120/18752/14401,23
Human Diseases,Cancer: specific types,mmu05210,Colorectal cancer,23/1174,86/7649,0.26744186046511625,1.7424725644784278,2.948293313946949,0.004352381299777765,0.023587098656860143,0.015961194579830175,23882/16476/18709/13197/14281/17869/23805/58801/23797/13176/19730/56637/11651/21808/26414/12125/56717/109880/72993/12387/26413/17873/26395,23
Environmental Information Processing,Signal transduction,mmu04064,NF-kappa B signaling pathway,26/1174,101/7649,0.25742574257425743,1.6772142290890077,2.9171510498815967,0.004434331653647305,0.023649768819452292,0.016003602960531632,23882/20303/240354/15894/18792/111173/13197/22031/18751/14825/12475/18034/11545/16176/53859/20310/21926/12675/12042/74256/19225/19766/11797/12044/17873/17000,26
Organismal Systems,Endocrine system,mmu04915,Estrogen signaling pathway,31/1174,127/7649,0.2440944881889764,1.59035667815799,2.856523347171891,0.004785546340332669,0.025124118286746513,0.017001283051181853,193740/231991/15511/16476/15519/432530/11515/224129/18709/242425/11911/14229/15200/15481/14281/12315/20418/16522/16519/20779/23797/16438/17977/11651/18749/12313/14682/17978/26413/26395/14816,31
Organismal Systems,Endocrine system,mmu04935,"Growth hormone synthesis, secretion and action",29/1174,117/7649,0.24786324786324787,1.614911399408844,2.8538978291296804,0.004952181605544535,0.025598969530199443,0.017322610960285336,12702/16477/231991/432530/18750/11515/224129/18709/11911/14672/26397/14281/18751/20418/12288/23797/20606/16438/56637/11651/20607/18749/26414/56717/18752/14682/26413/26395/26399,29
