category,subcategory,ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count
Environmental Information Processing,Signal transduction,mmu04010,MAPK signaling pathway,42/369,294/7649,0.14285714285714285,2.9612853271389854,7.720484208730012,1.3505285671640956e-10,3.8355011307460316e-8,2.7721375852315645e-8,15511/193740/19252/12475/240672/15507/12977/11601/13836/18018/63953/23882/26397/16476/21809/17869/67603/13537/16175/15481/70686/17873/16478/21926/14573/53859/26401/21803/26410/18021/14102/16542/16176/11911/13197/20807/240168/22341/22339/12675/13198/15370,42
Human Diseases,Cardiovascular disease,mmu05417,Lipid and atherosclerosis,32/369,193/7649,0.16580310880829016,3.4369321931561285,7.719525090859418,5.570983269787904e-10,5.802062377079663e-8,4.1934846683859675e-8,15511/193740/12475/20296/18018/26397/16476/15510/14825/15481/15519/14828/21926/16835/20302/18021/14102/16193/16176/11911/20848/12491/54131/21933/12675/20293/13198/18024/19016/24088/16173/18019,32
Environmental Information Processing,Signal transduction,mmu04668,TNF signaling pathway,24/369,114/7649,0.21052631578947367,4.363999429467979,8.146820431021958,6.128939130717954e-10,5.802062377079663e-8,4.1934846683859675e-8,16477/20296/12977/26397/16476/13614/14825/16449/21926/53859/26410/14102/16193/16176/11911/12608/21929/16362/22341/12675/20293/217344/19766/12702,24
Human Diseases,Endocrine and metabolic disease,mmu04933,AGE-RAGE signaling pathway in diabetic complications,21/369,101/7649,0.2079207920792079,4.30998953553892,7.538636362487098,9.440654510061106e-9,6.702864702143385e-7,4.84454639332083e-7,20296/18018/16476/13614/21824/21809/18787/16175/21926/12443/21803/18712/16193/16176/20848/18799/22341/22339/12825/20293/13653,21
Environmental Information Processing,Signaling molecules and interaction,mmu04060,Cytokine-cytokine receptor interaction,32/369,240/7649,0.13333333333333333,2.76386630532972,6.250473534111657,1.2889526362499453e-7,7.321250973899689e-6,5.291489769868197e-6,20296/12977/20303/12156/20306/16190/23886/21809/16175/18413/14825/20308/16181/11482/12774/21926/21803/100532/240873/20302/14102/16193/16176/27279/56221/12768/21933/20293/18414/12778/320100/16173,32
Human Diseases,Infectious disease: parasitic,mmu05144,Malaria,13/369,50/7649,0.26,5.389539295392954,7.010470306871948,4.33138501561607e-7,2.0501889073916067e-5,1.4817896106054978e-5,20296/21825/21809/21926/21803/16193/16176/18613/12491/20293/24088/16173/21826,13
Human Diseases,Immune disease,mmu05323,Rheumatoid arthritis,16/369,79/7649,0.20253164556962025,4.19827793214641,6.432847270351838,8.251268668429374e-7,3.3476575740484885e-5,2.4195449478853054e-5,20296/12977/16476/21809/16175/14825/21926/21803/20302/16193/16176/22339/20293/14961/24088/16173,16
Environmental Information Processing,Signaling molecules and interaction,mmu04061,Viral protein interaction with cytokine and cytokine receptor,16/369,82/7649,0.1951219512195122,4.044682398043492,6.240343394394555,1.3980795976726846e-6,4.96318257173803e-5,3.58717791508123e-5,20296/12977/20303/20306/14825/20308/12774/21926/20302/16193/56221/12768/21933/20293/12778/16173,16
Human Diseases,Cancer: overview,mmu05202,Transcriptional misregulation in cancer,24/369,171/7649,0.14035087719298245,2.909332952978653,5.684711458626562,2.0254964363644475e-6,5.669987536553712e-5,4.0980265738620234e-5,12475/18792/23882/80859/18109/17869/67603/18791/15902/17873/13876/20474/16193/13197/12608/12606/140780/20375/13198/19016/16009/18612/16599/15081,24
Organismal Systems,Development and regeneration,mmu04380,Osteoclast differentiation,20/369,126/7649,0.15873015873015872,3.2903170301544287,5.835885696786484,2.139065664476351e-6,5.669987536553712e-5,4.0980265738620234e-5,16477/12977/18018/16476/16175/16478/21926/53859/21803/16176/100201/20375/12675/20847/12703/19016/14728/21682/18019/12702,20
