category,subcategory,ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count
Environmental Information Processing,Signaling molecules and interaction,mmu04517,IgSF CAM signaling,56/483,292/7649,0.1917808219178082,3.037125272979948,9.214417532935139,2.0995320069150145e-14,5.73172237887799e-12,4.132763003085345e-12,18213/243743/20743/75409/18751/16485/18750/214230/20273/110862/386750/380928/245446/23797/13176/17756/19876/238205/76965/268902/192167/16536/99167/109676/22253/259302/227613/12558/56637/18844/243911/11735/245537/22145/108100/18607/13821/216963/12805/76709/20564/18186/111173/20740/241568/22154/26413/22153/20742/216856/67771/22151/18481/76089/26414/331461,56
Organismal Systems,Nervous system,mmu04724,Glutamatergic synapse,29/483,113/7649,0.25663716814159293,4.064218838747504,8.519177327577259,3.74544637207549e-11,5.1125342978830434e-9,3.6863077451479822e-9,14812/432530/18751/14811/18750/16519/11515/14708/210274/26556/26557/108071/224997/58234/19055/16438/14799/14682/224129/20510/12288/14816/26562/72961/13385/14810/26413/243961/18795,29
Organismal Systems,Nervous system,mmu04720,Long-term potentiation,21/483,65/7649,0.3230769230769231,5.116387959866221,8.652326880519096,1.8762721796452322e-10,1.3724523387755858e-8,9.895839111279529e-9,14812/432530/12322/18751/14811/18750/108071/19055/16438/14799/12326/14682/12323/12288/14816/12313/12315/14810/26413/109880/18795,21
Environmental Information Processing,Signal transduction,mmu04020,Calcium signaling pathway,44/483,247/7649,0.17813765182186234,2.821066043034006,7.552813060359848,2.010919177693166e-10,1.3724523387755858e-8,9.895839111279529e-9,14812/18213/67972/432530/12322/20541/18751/14811/18595/18750/227541/12290/12671/11515/108071/269717/12669/18440/19055/18212/18125/16438/20191/12326/14682/19229/12323/11941/15562/12288/110891/14816/14680/12313/13869/320707/12315/228550/14810/14672/18573/14184/12287/18795,44
Organismal Systems,Environmental adaptation,mmu04713,Circadian entrainment,25/483,93/7649,0.26881720430107525,4.257107237471893,8.204207960061355,2.956054792559387e-10,1.6140059167374253e-8,1.1637520972812746e-8,14812/432530/12322/18751/14811/18750/16519/11515/14708/18125/19416/16438/20191/14799/70729/14682/224129/16522/12323/12288/12313/12315/14810/26413/18795,25
Organismal Systems,Nervous system,mmu04723,Retrograde endocannabinoid signaling,30/483,139/7649,0.2158273381294964,3.417936458286787,7.468638145380169,1.666899581758961e-9,7.584393097003273e-8,5.468600382261855e-8,432530/18751/18750/16519/11515/14400/14397/14708/108071/14402/269060/14401/110886/16438/14799/19225/14682/224129/14395/16522/12288/14816/72961/12801/14407/26413/12287/14394/26414/18795,30
Human Diseases,Substance dependence,mmu05032,Morphine addiction,23/483,88/7649,0.26136363636363635,4.139069264069264,7.688855847470399,2.8143445963137422e-9,1.0975943925623595e-7,7.91402164677699e-8,432530/18751/18750/16519/11515/14400/14397/14708/14402/23984/14401/110886/109689/224129/11539/14395/16522/242425/14407/18573/12287/26385/14394,23
Organismal Systems,Endocrine system,mmu04925,Aldosterone synthesis and secretion,24/483,97/7649,0.24742268041237114,3.918294166613306,7.5091891956914125,4.202505328499231e-9,1.4341049433503626e-7,1.0340374953017846e-7,67972/432530/12322/18751/18750/227541/11515/18754/269060/11606/16438/12326/14682/224129/12323/11941/12288/18227/12313/320707/11931/12315/14672/18795,24
Organismal Systems,Development and regeneration,mmu04360,Axon guidance,34/483,180/7649,0.18888888888888888,2.9913273521969175,7.0187017010519615,5.380665423722938e-9,1.632135178529291e-7,1.1768238996914498e-7,12322/13838/243743/192198/18750/214230/13176/19876/237860/20349/13844/268902/19055/13840/22067/22253/259302/56637/18844/12323/18607/18762/20564/18007/18186/241568/26413/13839/18481/13638/13837/12168/14365/69632,34
Environmental Information Processing,Signaling molecules and interaction,mmu04082,Neuroactive ligand signaling,35/483,191/7649,0.18324607329842932,2.9019652477426208,6.910622575244806,7.301627760389365e-9,1.9933443785862968e-7,1.4372677802029593e-7,14812/432530/18751/14811/18750/12671/11515/14400/14397/14708/108071/14402/12669/18440/14401/110886/14799/14682/224129/11539/20510/14395/242425/15562/14816/14680/11553/70155/72961/14810/14407/14672/14394/17202/18795,35
Organismal Systems,Nervous system,mmu04725,Cholinergic synapse,25/483,110/7649,0.22727272727272727,3.5991906644080554,7.128312202760066,1.2977648788144769e-8,3.220816471966838e-7,2.3223160989311696e-7,432530/12322/18751/16520/18750/16519/12671/11515/110862/14708/23797/12669/16536/16438/12326/226922/14682/224129/16522/12323/12288/26413/14672/12287/18795,25
Human Diseases,Substance dependence,mmu05033,Nicotine addiction,14/483,39/7649,0.358974358974359,5.684875510962467,7.614600680278798,4.636287192747548e-8,1.054755336350067e-6,7.605137763542031e-7,14812/14811/14400/14397/14402/14401/110886/14799/14395/72961/14810/14407/12287/14394,14
Organismal Systems,Endocrine system,mmu04921,Oxytocin signaling pathway,29/483,151/7649,0.19205298013245034,3.041435289923629,6.577494244972724,5.051919107555566e-8,1.0609030125866688e-6,7.64946455961855e-7,432530/12322/18751/16520/18750/227541/16519/11515/12293/19735/108097/19055/329251/16438/20191/12326/19225/14682/224129/12296/16522/207565/12323/12288/12313/12315/26413/12295/18795,29
Environmental Information Processing,Signal transduction,mmu04070,Phosphatidylinositol signaling system,22/483,94/7649,0.23404255319148937,3.706400599092551,6.85405959876635,5.5805972239058e-8,1.088216458661631e-6,7.846403615566803e-7,18751/18750/380921/110911/227333/108083/104015/16438/110197/104418/20975/69718/12313/84095/27399/74596/12315/228550/19211/217480/101490/18795,22
Organismal Systems,Nervous system,mmu04728,Dopaminergic synapse,26/483,130/7649,0.2,3.1672877846790892,6.470194260065052,1.0778576273133541e-7,1.9617008817103044e-6,1.4144517635620858e-6,14812/12322/18751/14811/18750/16519/14708/23797/19049/19055/109689/16438/269643/14799/56637/14682/224129/16522/12323/12288/14680/12313/12315/12287/26414/18795,26
Organismal Systems,Nervous system,mmu04727,GABAergic synapse,20/483,86/7649,0.23255813953488372,3.6828927728826617,6.495530017517933,2.5242545013825134e-7,4.307009242983913e-6,3.1054973142008556e-6,432530/18751/18750/11515/14400/14397/14708/14402/14401/110886/224129/14395/16522/18195/242425/12288/57138/14407/12287/14394,20
Organismal Systems,Sensory system,mmu04740,Olfactory transduction,12/483,38/7649,0.3157894736842105,5.000980712651193,6.418691432547506,2.0940595450203454e-6,3.2099332508207056e-5,2.3144689335009525e-5,12322/20541/14708/19735/109689/12323/110891/14680/12313/12315/18573/238384,12
Environmental Information Processing,Signaling molecules and interaction,mmu04519,Cadherin signaling,49/483,390/7649,0.12564102564102564,1.9897064288368635,5.208460797741752,2.11643950603563e-6,3.2099332508207056e-5,2.3144689335009525e-5,18595/243548/14400/14397/53883/270120/18530/19049/14402/353237/232906/14401/75599/215654/110886/54216/93710/93893/18016/12558/329165/56637/14395/19229/57265/76884/279653/192164/50884/93687/66922/16001/76709/269788/12552/93708/93874/14407/83767/22628/26413/12565/216965/14394/93891/67771/14365/93875/26414,49
