category,subcategory,ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count
Environmental Information Processing,Signal transduction,mmu04668,TNF signaling pathway,42/883,114/7649,0.3684210526315789,3.1914525838946175,8.51591210601201,1.343213293340639e-12,4.4594681338909215e-10,2.9833474199460513e-10,12702/20296/14281/15894/15945/231991/16477/12977/12051/20293/21937/217344/16362/16193/21929/20339/26397/53859/14102/16878/19697/19766/11911/20310/14825/16449/26410/67457/16176/21938/11796/208647/18033/22029/21926/13614/20311/12608/12675/330122/16476/74568,42
Environmental Information Processing,Signal transduction,mmu04064,NF-kappa B signaling pathway,34/883,101/7649,0.33663366336633666,2.916093874393102,7.0024468047022275,3.0060215519780465e-9,4.989995776283557e-7,3.338266039301936e-7,23882/12475/17873/15894/20303/18792/21937/17000/16177/117149/13197/12047/18034/21929/53859/19697/12044/19766/20310/14825/245527/217069/16176/12042/11796/16803/18033/22029/21926/17874/12675/330122/18751/12045,34
Human Diseases,Cardiovascular disease,mmu05417,Lipid and atherosclerosis,49/883,193/7649,0.2538860103626943,2.199291158849659,6.0959111952493314,4.892838016646184e-8,5.414740738421778e-6,3.6224169175871756e-6,193740/15511/20296/12475/14281/15894/20302/18018/20293/21937/20848/12491/14828/18019/117149/13198/16193/18024/20339/26397/14102/18750/19697/75600/11911/20344/20310/18021/14825/18795/54123/12322/22035/16176/22433/216799/24088/225164/16803/18033/17970/21926/16438/17874/12675/330122/15510/18797/16476,49
Environmental Information Processing,Signaling molecules and interaction,mmu04517,IgSF CAM signaling,65/883,292/7649,0.2226027397260274,1.9282993841046245,5.8427513538000015,8.172025228095434e-8,6.78278093931921e-6,4.537624534547729e-6,16402/15894/17698/18213/67951/386750/13449/76965/29875/16490/67703/22330/11867/21873/12524/192167/245537/16414/434782/19303/268902/18750/245446/75409/12550/20562/18858/16492/17968/12523/22350/18186/241568/53321/109676/243499/74144/210801/243911/243743/22145/17886/18208/13176/239857/18844/259302/331461/20743/50791/269116/22253/20563/58998/11735/20273/16536/19876/54725/22153/380928/52118/18751/68507/21872,65
Environmental Information Processing,Signaling molecules and interaction,mmu04060,Cytokine-cytokine receptor interaction,56/883,240/7649,0.23333333333333334,2.021253303133258,5.806943391660208,1.264549096010807e-7,8.39660599751176e-6,5.617260194911164e-6,18414/23886/20296/27279/56708/15945/20308/20302/12977/20305/16190/20303/20293/100532/21937/60505/17000/20306/16177/16181/16193/21803/12983/16156/14102/16878/12156/66102/12774/18413/16175/110075/107527/16170/12768/12984/16172/16195/21813/20310/14825/326623/245527/21949/22035/16176/56221/21938/218624/20292/18053/14560/21926/20311/12778/330122,56
Human Diseases,Endocrine and metabolic disease,mmu04933,AGE-RAGE signaling pathway in diabetic complications,31/883,101/7649,0.3069306930693069,2.658791473711357,6.0621242048678265,1.678067297695236e-7,9.28530571391364e-6,6.211792979187628e-6,20296/15894/18018/12443/18712/18787/20293/20848/16193/20339/21803/18750/19697/13653/18799/16175/17127/21813/18795/21824/16176/18033/14268/21926/13614/18754/20850/12826/18797/16476/18751,31
Environmental Information Processing,Signaling molecules and interaction,mmu04519,Cadherin signaling,79/883,390/7649,0.20256410256410257,1.754714406016784,5.526686625739263,2.3534329735866457e-7,1.1161996389010948e-5,7.467283570327552e-6,22352/71602/56332/16475/14400/59079/16691/219257/97064/109620/29806/109052/21414/22330/11867/21676/26397/21679/216795/16668/434782/75723/19697/12550/219228/54216/270120/338367/14395/21415/93708/211712/22419/93880/232157/93893/14397/93887/72821/14367/93891/12562/22295/12552/16669/93882/12565/246177/93884/12385/93885/320873/93876/93878/93713/53883/13346/22323/93723/93711/93716/14404/22601/18033/65970/14366/64010/75599/279653/19229/329165/93875/12675/12560/215654/243548/17913/14368/21872,79
Environmental Information Processing,Signaling molecules and interaction,mmu04514,Cell adhesion molecule (CAM) interaction,40/883,155/7649,0.25806451612903225,2.2354875242026817,5.613525033385623,5.32881581919747e-7,2.0334858523535953e-5,1.3603852721832867e-5,15894/20969/386750/76965/60533/12524/192167/20339/245537/15015/16414/245446/75409/12550/14972/12737/18613/20344/17968/241568/53321/12562/192198/20971/18566/320840/12738/50723/19264/18007/269116/58998/104099/18191/18189/12560/54725/18417/14961/52118,40
Environmental Information Processing,Signal transduction,mmu04010,MAPK signaling pathway,63/883,294/7649,0.21428571428571427,1.8562530334897265,5.408449070614847,5.512461647946493e-7,2.0334858523535953e-5,1.3603852721832867e-5,23882/193740/15511/15507/12475/17873/14281/15370/18018/12977/11601/14173/21937/13836/102626/16177/13197/13198/18034/12293/21803/26397/53859/13636/15234/14102/17164/18750/17869/19697/13869/16175/70686/11911/12290/21813/12288/18021/14573/16478/18783/14183/63953/26410/16176/109689/18053/16590/18033/13537/12064/21926/18015/17874/12289/19252/12296/12675/240672/26401/60597/16476/18751,63
Human Diseases,Cancer: overview,mmu05202,Transcriptional misregulation in cancer,42/883,171/7649,0.24561403508771928,2.127635055929745,5.387188702010101,1.1666442841025421e-6,3.87325902322044e-5,2.5911783573224887e-5,23882/80859/12475/17873/12394/18792/17355/17349/13197/13198/14011/12047/20471/12524/20474/16193/140780/20375/18791/17869/19697/12044/12606/20732/19696/21813/12575/11908/235320/545192/11796/53623/18053/14009/18033/20683/22029/15081/12608/18647/17125/12045,42
Environmental Information Processing,Signaling molecules and interaction,mmu04061,Viral protein interaction with cytokine and cytokine receptor,25/883,82/7649,0.3048780487804878,2.6410104135016437,5.3969039750564916,3.0066149722792132e-6,9.074510643606353e-5,6.0707728148412835e-5,20296/15945/20308/20302/12977/20305/20303/20293/21937/17000/20306/16193/12774/12768/16195/20310/14825/22035/56221/21938/20292/21926/20311/12778/330122,25
Cellular Processes,Cell growth and death,mmu04210,Apoptosis,34/883,131/7649,0.2595419847328244,2.2482861168984982,5.205793325745547,3.2969392764247454e-6,9.121531998108462e-5,6.1022297133826434e-5,23882/17873/14281/12125/21937/58801/13197/13198/12047/235587/12983/53859/14102/17210/64138/19697/12044/13032/19766/12984/11911/13039/16905/22145/22035/11796/18033/19249/22029/21926/16438/12675/16476/12045,34
Human Diseases,Infectious disease: parasitic,mmu05146,Amoebiasis,27/883,94/7649,0.2872340425531915,2.4881689597841015,5.244296394453388,4.353075715381183e-6,1.1117085673127328e-4,7.437238671622912e-5,15507/12475/16177/22330/16193/21803/16414/226421/18750/19697/432530/14675/20708/20310/14825/18795/16176/24088/18033/226519/14268/21926/18126/12826/330122/18797/18751,27
Human Diseases,Infectious disease: parasitic,mmu05144,Malaria,18/883,50/7649,0.36,3.1185050962627403,5.429059329165378,5.491428731075014e-6,1.3022530990835035e-4,8.711965881630285e-5,21825/20296/15894/20293/20969/12491/16193/20339/21803/16414/15234/21826/18613/20344/16176/24088/21926/17874,18
Human Diseases,Infectious disease: viral,mmu05166,Human T-cell leukemia virus 1 infection,49/883,227/7649,0.21585903083700442,1.8698819103875954,4.806191243582104,8.298531173903118e-6,1.8367415664905567e-4,1.2287649668024967e-4,22695/14281/15894/231991/18018/12443/13654/21937/17000/18019/16177/18034/16193/23872/21803/15015/53859/16414/20375/17869/19697/13653/12579/14972/432530/17127/11911/21813/18021/18186/12575/12445/17701/208647/18033/21926/104110/74343/21894/224129/382056/20850/12675/70549/11515/14961/26401/20525/16476,49
Organismal Systems,Environmental adaptation,mmu04713,Circadian entrainment,26/883,93/7649,0.27956989247311825,2.4217781512195713,4.983283906406589,1.1199626010943132e-5,2.3239223972706998e-4,1.5546849265190795e-4,14281/18626/18750/75600/432530/19092/12288/18795/70729/66066/14812/12322/20191/14811/53623/104110/16519/14708/16438/234889/224129/12289/11515/18797/18751/16521,26
Organismal Systems,Immune system,mmu04621,NOD-like receptor signaling pathway,37/883,158/7649,0.23417721518987342,2.0285634416617686,4.719304758981671,1.62074538294864e-5,0.00031652203949349915,2.11750635171618e-4,20296/20293/59079/14469/15944/55932/229898/229900/16193/21929/19697/18439/54396/12363/22051/14468/19766/20310/14825/18795/16391/54123/56338/16176/11796/216799/18033/21926/15951/16438/17874/12675/330122/19200/18797/16476/107607,37
