category,subcategory,ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count
Environmental Information Processing,Signal transduction,mmu04668,TNF signaling pathway,42/591,114/7649,0.3684210526315789,4.768278564431382,11.729531078264017,7.48416847534658e-19,2.364997238209519e-16,1.6307609204176235e-16,12702/20296/14281/15894/15945/231991/16477/12977/12051/20293/21937/217344/16362/16193/21929/20339/26397/53859/14102/16878/19697/19766/11911/20310/14825/16449/26410/67457/16176/21938/11796/208647/18033/22029/21926/13614/20311/12608/12675/330122/16476/74568,42
Environmental Information Processing,Signal transduction,mmu04064,NF-kappa B signaling pathway,33/591,101/7649,0.32673267326732675,4.228727948937026,9.451550243045423,2.493224211417132e-13,3.939294254039069e-11,2.7163021671755074e-11,23882/12475/17873/15894/20303/18792/21937/17000/16177/117149/13197/12047/18034/21929/53859/19697/12044/19766/20310/14825/245527/217069/16176/12042/11796/16803/18033/22029/21926/17874/12675/330122/12045,33
Environmental Information Processing,Signaling molecules and interaction,mmu04060,Cytokine-cytokine receptor interaction,53/591,240/7649,0.22083333333333333,2.858128877608573,8.463081231084278,1.0286673343358912e-12,1.0835295921671386e-10,7.471373270439632e-11,18414/23886/20296/27279/56708/15945/20308/20302/12977/20305/16190/20303/20293/100532/21937/60505/17000/20306/16177/16181/16193/21803/12983/16156/14102/16878/12156/66102/12774/18413/16175/107527/12768/12984/16172/16195/21813/20310/14825/326623/245527/21949/22035/16176/56221/21938/218624/20292/18053/21926/20311/12778/330122,53
Human Diseases,Cardiovascular disease,mmu05417,Lipid and atherosclerosis,44/591,193/7649,0.22797927461139897,2.9506150110026916,7.941894615284213,3.113848070314543e-11,2.459939975548489e-9,1.6962277646187118e-9,193740/15511/20296/12475/14281/15894/20302/18018/20293/21937/20848/12491/14828/18019/117149/13198/16193/18024/20339/26397/14102/19697/75600/11911/20344/20310/18021/14825/54123/22035/16176/22433/216799/24088/16803/18033/17970/21926/17874/12675/330122/15510/18797/16476,44
Environmental Information Processing,Signaling molecules and interaction,mmu04061,Viral protein interaction with cytokine and cytokine receptor,25/591,82/7649,0.3048780487804878,3.9458751186496634,7.760438196628995,1.0925275541857942e-9,6.90477414245422e-8,4.761120078241252e-8,20296/15945/20308/20302/12977/20305/20303/20293/21937/17000/20306/16193/12774/12768/16195/20310/14825/22035/56221/21938/20292/21926/20311/12778/330122,25
Cellular Processes,Cell growth and death,mmu04210,Apoptosis,32/591,131/7649,0.24427480916030533,3.1615194843776235,7.2205535782965,2.685900675504071e-9,1.4145743557654773e-7,9.754060347883206e-8,23882/17873/14281/12125/21937/58801/13197/13198/12047/235587/12983/53859/14102/17210/64138/19697/12044/13032/19766/12984/11911/13039/16905/22035/11796/18033/19249/22029/21926/12675/16476/12045,32
Human Diseases,Cancer: overview,mmu05202,Transcriptional misregulation in cancer,37/591,171/7649,0.21637426900584794,2.8004175695866853,6.889781042794517,5.66002859468881e-9,2.331872518494459e-7,1.607920091033821e-7,23882/80859/12475/17873/12394/18792/17355/17349/13197/13198/14011/12047/20471/12524/20474/16193/140780/20375/18791/17869/19697/12044/12606/20732/19696/21813/12575/11908/11796/18053/18033/20683/22029/15081/12608/17125/12045,37
Human Diseases,Endocrine and metabolic disease,mmu04933,AGE-RAGE signaling pathway in diabetic complications,27/591,101/7649,0.26732673267326734,3.4598683218575665,7.200844853765685,5.903474730365719e-9,2.331872518494459e-7,1.607920091033821e-7,20296/15894/18018/12443/18712/18787/20293/20848/16193/20339/21803/19697/13653/18799/16175/17127/21813/21824/16176/18033/14268/21926/13614/20850/12826/18797/16476,27
Organismal Systems,Immune system,mmu04621,NOD-like receptor signaling pathway,35/591,158/7649,0.22151898734177214,2.8670029343100087,6.861680600436275,7.73937908440101e-9,2.7173819896341326e-7,1.8737444099076134e-7,20296/20293/59079/14469/15944/55932/229898/229900/16193/21929/19697/18439/54396/12363/22051/14468/19766/20310/14825/16391/54123/56338/16176/11796/216799/18033/21926/15951/17874/12675/330122/19200/18797/16476/107607,35
Human Diseases,Infectious disease: parasitic,mmu05144,Malaria,18/591,50/7649,0.36,4.659289340101522,7.511564201055043,1.2929918295317778e-8,3.939817402940014e-7,2.716662899428991e-7,21825/20296/15894/20293/20969/12491/16193/20339/21803/16414/15234/21826/18613/20344/16176/24088/21926/17874,18
