category,subcategory,ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count
Human Diseases,Cancer: specific types,mmu05224,Breast cancer,41/930,145/7649,0.2827586206896552,2.325613644790508,5.995392875643283,1.0604484827070236e-7,3.2391880926323633e-6,2.374592774674101e-6,17873/216795/15213/17869/16476/12443/23882/14367/54485/13388/22411/21414/18034/22421/13197/12571/14281/15205/16449/14257/18128/14369/14362/12006/16450/14370/18129/21415/22419/14366/58988/13543/212398/15214/14371/56636/13649/14172/18131/12005/14368,41
Environmental Information Processing,Signal transduction,mmu04151,PI3K-Akt signaling pathway,74/930,335/7649,0.2208955223880597,1.81680629112502,5.687574428588181,1.257146149490714e-7,3.520009218573999e-6,2.5804578857967286e-6,12977/15370/21825/11601/231991/16190/13836/17869/83490/12443/17210/22339/16193/19697/208647/18413/12125/18414/21923/13685/12445/16402/20750/12826/12571/24088/74747/53978/16400/12675/11911/74343/14254/14268/14257/16404/16542/15234/13636/18033/12827/14062/16403/81877/18591/12824/226519/58988/21826/17863/22371/66066/14573/19713/14707/16194/14186/18188/21827/18590/56636/13649/15519/73699/14172/320207/20181/16775/65086/18053/21898/67168/16777/16399,74
Cellular Processes,Cell growth and death,mmu04210,Apoptosis,38/930,131/7649,0.2900763358778626,2.385799885085775,5.951796881201068,1.500076350147515e-7,3.618854942336028e-6,2.652919976524532e-6,17873/13198/53859/16476/16905/170770/23882/17210/14102/12983/21926/12984/19697/12125/12047/13197/18035/12044/14281/12675/11911/13039/19766/22035/13368/21933/13032/21937/58801/18033/11796/12045/64138/235587/13163/11797/13666/12368,38
Environmental Information Processing,Signaling molecules and interaction,mmu04518,Integrin signaling,42/930,152/7649,0.27631578947368424,2.2726230899830226,5.895775398278486,1.507856225973345e-7,3.618854942336028e-6,2.652919976524532e-6,21825/15894/12443/19303/286940/22339/21803/21923/12445/22330/218952/16402/20750/12826/16400/99571/14254/14268/14257/16404/16542/15234/21894/12827/16403/81877/16414/18591/12824/226519/21826/22371/192176/242022/21827/18590/110829/13649/16775/108101/16777/16399,42
Human Diseases,Endocrine and metabolic disease,mmu04936,Alcoholic liver disease,36/930,122/7649,0.29508196721311475,2.426969857218403,5.910807966996535,1.9928775458430248e-7,4.464045702688375e-6,3.27251470685802e-6,12475/16176/12273/12267/53859/12443/14102/14825/21414/21926/16193/19697/20310/26397/18035/241113/12675/117149/19766/16172/21937/18033/14245/12260/21415/17874/19079/93759/22034/101214/54131/21898/56752/329065/56458/12262,36
Organismal Systems,Immune system,mmu04620,Toll-like receptor signaling pathway,29/930,88/7649,0.32954545454545453,2.710422776148582,6.0036903044850085,2.32739896633587e-7,4.887537829305327e-6,3.5829694613328525e-6,12475/16176/15945/20302/20303/12524/16476/21926/16193/19697/26397/18035/20750/24088/14281/27056/26410/12675/16391/117149/21897/19766/18033/17874/22034/54131/54123/21898/21899,29
Organismal Systems,Immune system,mmu04621,NOD-like receptor signaling pathway,42/930,158/7649,0.26582278481012656,2.186320947325439,5.605623656635671,4.814085203799444e-7,9.514897814568313e-6,6.975207044514365e-6,20296/16176/16476/22051/14825/20293/56338/21926/16193/19697/20310/15944/18035/21929/59079/14469/12675/16391/192656/229900/54396/12363/19766/14468/18439/18033/11796/229898/17874/15951/55932/18797/22034/23960/15519/54131/54123/11797/21898/216799/56532/107607,42
Environmental Information Processing,Signaling molecules and interaction,mmu04061,Viral protein interaction with cytokine and cytokine receptor,27/930,82/7649,0.32926829268292684,2.708143194335169,5.785387161951061,6.174817909161431e-7,1.0943325982281133e-5,8.022363032123386e-6,20308/20296/12977/15945/20302/20306/20303/20305/12774/14825/20293/17000/21926/16193/12778/20310/20292/12768/22035/21933/56221/21937/16195/12772/16194/21938/20301,27
Human Diseases,Cancer: specific types,mmu05221,Acute myeloid leukemia,24/930,68/7649,0.35294117647058826,2.902846299810247,5.863514608124501,6.188190287599449e-7,1.0943325982281133e-5,8.022363032123386e-6,12475/18712/17869/12394/12443/12606/21414/19401/19697/12047/13685/20848/12044/20375/12675/18033/21415/12045/58988/67603/20850/16480/20851/19015,24
Human Diseases,Cancer: overview,mmu05203,Viral carcinogenesis,49/930,204/7649,0.24019607843137256,1.975548176259751,5.2540541856360505,1.4745544450009625e-6,2.477251467601617e-5,1.8160302112117118e-5,231991/13654/16476/12443/19303/12774/17000/14972/12579/18034/19697/208647/20807/12445/15015/20848/18035/17164/19696/12571/16391/11911/19664/58801/14964/18033/68024/20259/105782/16195/665622/17096/20850/20851/319184/319157/56233/54131/54123/110557/665596/100041230/319158/433759/319161/18970/319183/319182/319188,49
Human Diseases,Endocrine and metabolic disease,mmu04933,AGE-RAGE signaling pathway in diabetic complications,30/930,101/7649,0.297029702970297,2.4429894602363458,5.430889837651186,1.7740702435272867e-6,2.8385123896436588e-5,2.0808643457914045e-5,20296/15894/16176/18018/13614/13653/16175/18712/18787/16476/12443/22339/20293/21803/21926/16193/19697/20339/20848/12826/18799/14268/21813/18033/12827/21809/20850/20851/18797/56458,30
Cellular Processes,Cellular community - eukaryotes,mmu04510,Focal adhesion,48/930,200/7649,0.24,1.9739354838709677,5.192294212518985,1.9350519610280063e-6,2.9553520859336825e-5,2.1665175066055192e-5,13730/21825/16476/12443/19303/286940/22339/21923/12445/22330/16402/20750/12826/16400/228785/14254/14268/14257/16404/22323/16542/12389/15234/21894/12827/70584/11796/16403/81877/18591/12824/22324/226519/21826/22371/192176/67268/12927/19877/21827/18590/12390/13649/232807/11797/16775/16777/16399,48
Human Diseases,Infectious disease: viral,mmu05169,Epstein-Barr virus infection,47/930,196/7649,0.23979591836734693,1.9722569673030501,5.1298732247130685,2.5389036218736584e-6,3.7090070302154315e-5,2.7190089131278542e-5,15894/15945/17873/17869/53859/16476/12443/23882/22352/14102/14972/21926/18034/16193/19697/12125/26397/12505/13197/12445/15015/20848/18035/21929/12571/24088/15205/19698/60406/12675/16391/19664/12495/19766/14964/18033/17874/17096/18037/22034/23960/54131/54123/110557/12902/433759/21354,47
Human Diseases,Infectious disease: parasitic,mmu05142,Chagas disease,29/930,98/7649,0.29591836734693877,2.43384902348036,5.314682452943457,2.8632374390245656e-6,4.0085324146343915e-5,2.9385857926831073e-5,20296/16176/20302/12062/18787/16476/14102/20293/21803/21926/16193/19697/18035/24088/14281/12675/21937/21813/18033/12260/21809/14675/17874/18797/22034/73699/21898/21899/12262,29
Human Diseases,Infectious disease: viral,mmu05166,Human T-cell leukemia virus 1 infection,52/930,227/7649,0.2290748898678414,1.8840793898915256,5.0304497272064665,3.227992733927195e-6,4.33842223439815e-5,3.1804223146903735e-5,18019/22695/15894/231991/18018/13654/13653/17869/20525/53859/16476/12443/14283/17000/21803/14972/12579/21926/18034/16193/19697/208647/20807/12445/15015/23871/18035/20375/17702/14281/19698/12675/11911/26401/74343/23872/16177/21937/14964/21813/18033/21894/21809/16414/26406/16169/20850/18021/20851/110557/21423/18970,52
Human Diseases,Infectious disease: parasitic,mmu05145,Toxoplasmosis,30/930,104/7649,0.28846153846153844,2.372518610421836,5.2428614721964815,3.468275015227315e-6,4.369838899843181e-5,3.203453328832407e-5,193740/15511/12774/21803/21926/19697/12703/26397/15944/20848/18035/16145/24088/12675/54396/21937/18033/16835/21809/11796/16403/17874/226519/22034/320207/329581/11797/16775/21898/16777,30
Organismal Systems,Immune system,mmu04659,Th17 cell differentiation,29/930,99/7649,0.29292929292929293,2.4092646899098513,5.250489391935598,3.5888592193094707e-6,4.369838899843181e-5,3.203453328832407e-5,18019/16176/18018/16190/12394/16476/21803/60505/19401/16193/19697/20848/18035/14281/12675/16177/16364/21813/18033/16195/18037/20850/19883/18021/16194/20851/57765/15519/20181,29
Human Diseases,Immune disease,mmu05323,Rheumatoid arthritis,25/930,79/7649,0.31645569620253167,2.6027630325302846,5.327187909350061,3.641532416535984e-6,4.369838899843181e-5,3.203453328832407e-5,20296/12977/15894/16176/16175/20302/12524/16476/14825/22339/20293/21803/21926/16193/20310/16156/24088/14281/14254/13039/27060/21809/16414/21898/74915,25
Organismal Systems,Development and regeneration,mmu04380,Osteoclast differentiation,34/930,126/7649,0.2698412698412698,2.2193719064686803,5.1343919631931,4.120848170065802e-6,4.774499948765895e-5,3.5001033458998104e-5,12702/18019/12977/16477/16176/18018/16175/14282/53859/16476/16478/14283/21803/21926/18034/19697/12703/18035/20375/14281/14131/19698/12675/16391/14728/16177/21682/21937/21813/18033/22177/22034/16822/17970,34
Human Diseases,Cancer: specific types,mmu05217,Basal cell carcinoma,21/930,62/7649,0.3387096774193548,2.7857960457856397,5.2523753330792315,6.590708810742545e-6,7.38159386803165e-5,5.411318813030722e-5,17873/216795/23882/14367/22411/21414/22421/13197/12156/14369/14362/12006/14370/21415/22419/14366/13543/19206/14371/12005/14368,21
Human Diseases,Infectious disease: bacterial,mmu05134,Legionellosis,20/930,58/7649,0.3448275862068966,2.8361142009640345,5.221884768398902,8.011558442001365e-6,8.683495601653092e-5,6.36572045985847e-5,193740/15511/12475/16176/14825/21926/18034/16193/19697/20310/12747/18035/24088/18033/15510/12750/17874/16414/15499/21898,20
Organismal Systems,Immune system,mmu04657,IL-17 signaling pathway,25/930,83/7649,0.30120481927710846,2.477328669516777,5.034381201116142,9.748778655627388e-6,1.0236217588408757e-4,7.503994096765819e-5,20296/16176/15945/20306/14282/16476/16478/14283/14825/20293/21926/16193/19697/20310/12608/20292/18035/21929/14281/12675/16172/332110/18033/22034/15519,25
Human Diseases,Infectious disease: viral,mmu05167,Kaposi sarcoma-associated herpesvirus infection,43/930,185/7649,0.23243243243243245,1.9116942749200814,4.669951495751784,1.5628775468171956e-5,1.591293502213872e-4,1.1665497478635526e-4,18019/22695/15894/11601/18018/17869/12524/16476/12443/14102/12774/14825/22339/14972/21414/16193/19697/20310/15015/20848/18035/17164/12571/12768/14281/12675/16391/21937/14964/18033/16195/21415/18591/17096/54720/66066/18021/14707/15162/54131/54123/110557/320207,43
Human Diseases,Cancer: specific types,mmu05222,Small cell lung cancer,26/930,92/7649,0.2826086956521739,2.3243805516596536,4.754393138758256,2.2958772870937733e-5,2.207375196450803e-4,1.618188583864311e-4,17873/17869/12443/23882/12579/19697/13197/18035/12826/12571/16400/12675/14268/18033/12827/11796/16403/226519/22034/20181/329581/11797/16775/16777/22642/16399,26
Cellular Processes,Cellular community - eukaryotes,mmu04550,Signaling pathways regulating pluripotency of stem cells,33/930,130/7649,0.25384615384615383,2.0878163771712157,4.653827911506323,2.2993491629695868e-5,2.207375196450803e-4,1.618188583864311e-4,16600/15901/216795/17869/14367/22411/21414/22421/19712/20848/15902/17125/16878/15903/76073/14369/14362/12006/14370/16195/22419/14366/71950/13543/26380/75590/14186/13395/14371/17129/12005/21423/14368,33
Environmental Information Processing,Signal transduction,mmu04310,Wnt signaling pathway,40/930,171/7649,0.23391812865497075,1.9239137269697542,4.5456902381660855,2.6304657408037456e-5,2.455101358083496e-4,1.799792348970984e-4,18019/18018/216795/17869/16476/12443/14283/14367/22411/21414/22421/328949/12445/26564/68010/20379/93960/14369/22402/14362/12006/21887/14370/21415/22419/14366/13017/21886/13543/12614/18021/212398/93759/494504/18797/14371/93840/12005/19015/14368,40
Environmental Information Processing,Signal transduction,mmu04630,JAK-STAT signaling pathway,34/930,137/7649,0.24817518248175183,2.041174162153677,4.57476689185694,2.8905558056928795e-5,0.00026045046295057633,1.9093173035850518e-4,12702/16190/18712/17869/12443/17210/60505/12983/16193/12984/18413/12982/18414/12703/12445/20848/16156/16878/16391/56708/12700/16195/19255/18591/14580/16164/16169/20850/12804/16194/20851/18590/15170/13649,34
Environmental Information Processing,Signal transduction,mmu04392,Hippo signaling pathway - multiple species,12/930,27/7649,0.4444444444444444,3.6554360812425326,5.142169111245932,2.9455707119410415e-5,0.00026045046295057633,1.9093173035850518e-4,16475/56289/97064/21679/22601/319710/29806/64010/232157/21676/21678/101543,12
Human Diseases,Infectious disease: viral,mmu05163,Human cytomegalovirus infection,48/930,220/7649,0.21818181818181817,1.7944868035190615,4.448319189676609,3.0341204851030185e-5,2.614011494857985e-4,1.9162866221703273e-4,20296/18019/231991/16176/18018/20302/20303/17869/12443/19303/14102/12774/22339/20293/14972/21926/16193/19697/208647/13685/15015/20848/18035/12571/12768/12675/11911/14674/19766/16177/21937/14964/18033/16801/58988/19217/66066/18021/12927/14707/16194/19877/18797/13649/54131/110557/19219/21354,48
Human Diseases,Infectious disease: bacterial,mmu05133,Pertussis,22/930,73/7649,0.3013698630136986,2.478686109883635,4.722593159859685,3.272209072135124e-5,2.748655620593504e-4,2.0149919023147868e-4,12475/16176/16175/16476/16362/21926/16193/19697/16402/14281/15900/117149/18033/12260/17874/16414/22034/54131/21898/216799/107607/12262,22
Human Diseases,Infectious disease: parasitic,mmu05146,Amoebiasis,26/930,94/7649,0.2765957446808511,2.2749256463051934,4.626948261741821,3.463868841172084e-5,2.838682757643464e-4,2.0809892396258479e-4,12475/16176/15507/14825/21803/21926/16193/19697/20310/22330/12826/24088/14268/226421/16177/18033/12827/21809/14675/16414/226519/18797/20708/16775/21898/16777,26
Human Diseases,Infectious disease: bacterial,mmu05135,Yersinia infection,33/930,133/7649,0.24812030075187969,2.040722774678632,4.504334003837715,3.793228413992953e-5,3.0345827311943624e-4,2.224600122492108e-4,20296/18019/16176/18018/16476/19303/20293/21926/16193/19697/26397/11867/11845/18035/16402/14281/14131/12675/14268/18033/16801/17874/434782/22324/18021/12927/19877/22034/16822/54131/21898/216799/54353,33
Human Diseases,Cancer: specific types,mmu05226,Gastric cancer,35/930,145/7649,0.2413793103448276,1.985279940674824,4.456155351184247,4.155105339820589e-5,3.24677998646446e-4,2.3801582607540218e-4,17873/216795/17869/14388/12443/23882/14367/21803/22411/21414/12579/22421/13197/15234/14369/14362/21813/12006/21809/14370/21415/12385/22419/14366/58988/13543/16480/212398/14371/56636/13649/14172/20181/12005/14368,35
Human Diseases,Cancer: overview,mmu05235,PD-L1 expression and PD-1 checkpoint pathway in cancer,24/930,85/7649,0.2823529411764706,2.3222770398481973,4.560571332832841,4.776021865291337e-5,3.647143969858839e-4,2.6736581733927584e-4,18019/18018/16476/19697/26397/20848/18035/24088/14281/18566/12675/117149/18033/381319/17874/26406/58988/18037/60533/18021/22034/15170/13649/21898,24
Environmental Information Processing,Signal transduction,mmu04350,TGF-beta signaling pathway,28/930,107/7649,0.2616822429906542,2.1522661039091546,4.465442532666116,5.2659436433356684e-5,3.9319045870239656e-4,2.882411257404787e-4,21825/17131/15901/434215/17869/21803/12579/21926/21815/18121/15902/17125/12156/15903/68010/14313/21813/21809/58988/12667/218441/19877/17130/73699/224109/12163/17129/433759,28
Human Diseases,Cardiovascular disease,mmu05418,Fluid shear stress and atherosclerosis,33/930,137/7649,0.24087591240875914,1.9811396279726867,4.310983934766316,7.146829320553078e-5,5.220292721099639e-4,3.82690631809936e-4,20296/15368/15894/16176/13614/16175/19252/16476/18791/16598/22339/20293/18613/21926/19697/20339/12562/14281/12675/20969/13039/18024/16542/12389/16177/21937/18033/18591/18590/17970/12390/15519/16399,33
Human Diseases,Infectious disease: viral,mmu05162,Measles,30/930,121/7649,0.24793388429752067,2.039189549453479,4.286578130721404,8.576269930483844e-5,6.131120631154407e-4,4.494618507801163e-4,193740/15511/16176/16175/16476/12443/170770/17698/14102/16193/19697/12445/20848/18035/21929/12571/24088/14281/12675/16391/18033/17874/20850/20851/22034/23960/54131/17858/54123/21898,30
Environmental Information Processing,Signaling molecules and interaction,mmu04512,ECM-receptor interaction,24/930,88/7649,0.2727272727272727,2.243108504398827,4.363388151371163,8.781082835545488e-5,6.146757984881842e-4,4.506081981398343e-4,21825/12505/21923/12491/16402/20750/12826/16400/14268/20969/16404/12827/16403/81877/12824/226519/21826/22371/242022/21827/16775/16777/15530/16399,24
Organismal Systems,Immune system,mmu04658,Th1 and Th2 cell differentiation,23/930,83/7649,0.27710843373493976,2.2791423759554346,4.359009923748012,9.387795954494512e-5,6.437345797367665e-4,4.7191068815289277e-4,18019/18018/16190/16476/54485/13388/19697/18035/14281/103806/12675/19664/16449/18128/18033/16450/18129/18037/20850/18021/20851/57765/18131,23
Human Diseases,Infectious disease: bacterial,mmu05132,Salmonella infection,50/930,243/7649,0.205761316872428,1.6923315190937653,4.080266033844099,1.0354542999525236e-4,6.958252895680958e-4,5.100974867134538e-4,12475/16176/17869/12306/16476/67951/21414/21926/16193/19697/72318/26397/170625/11867/11845/27205/18035/24088/14281/12675/192656/117149/12363/19766/22035/80837/226421/21933/21937/235406/18033/19264/234686/11796/21415/17874/434782/192176/67268/17920/74734/22034/18704/15519/11797/21898/216799/21899/56532/107607,50
Human Diseases,Infectious disease: viral,mmu05164,Influenza A,33/930,144/7649,0.22916666666666666,1.884834229390681,3.987777382860087,1.9863963060608847e-4,0.001308684625169524,9.593740673235233e-4,12702/20296/15894/16176/15945/16175/81489/14102/20293/21926/16193/19697/12445/18035/12571/12675/16391/22035/21933/58185/21937/217069/18033/17874/269966/54188/23960/54131/17858/54123/56488/21898/216799,33
Human Diseases,Cancer: overview,mmu05206,MicroRNAs in cancer,37/930,170/7649,0.21764705882352942,1.790088551549652,3.875623283303595,2.550388900982218e-4,0.001647943597557741,0.0012080789530968402,15368/21825/18712/17869/12443/22352/17210/18792/56289/22339/12125/12703/12505/21923/20848/20677/16402/12571/74747/21859/13078/20724/384783/18128/13636/18033/70584/18129/81877/18591/93759/19877/18590/13649/18131/212980/433759,37
Human Diseases,Infectious disease: viral,mmu05161,Hepatitis B,33/930,146/7649,0.22602739726027396,1.8590145824127264,3.898724833697114,2.610736834029349e-4,0.001655108634403512,0.0012133315177018226,18019/231991/18018/13654/17869/16476/14102/21803/21926/16193/19697/208647/26397/20848/18035/24088/14281/12675/11911/26401/117149/21813/18033/21809/17874/20850/18021/20851/22034/54131/54123/21898/15530,33
Human Diseases,Immune disease,mmu05321,Inflammatory bowel disease,17/930,57/7649,0.2982456140350877,2.4529900018864366,4.096236729281659,2.9104703658317226e-4,0.0018109593387397385,0.0013275829738881543,16176/18018/16175/16190/16476/21803/60505/21926/16193/19697/20848/24088/18033/21809/19883/57765/21898,17
Cellular Processes,Cell growth and death,mmu04218,Cellular senescence,36/930,166/7649,0.21686746987951808,1.7836766420520795,3.7976607612849684,3.310446175299953e-4,0.0020223816634559713,0.0014825730239620843,18019/18018/16175/17873/18787/17869/12443/23882/12192/12193/21803/14972/12579/16193/19697/26397/13685/13197/12445/15015/23871/17164/12571/14964/15257/21813/18033/21809/16009/18021/93759/19367/15574/110557/17865/56458,36
Environmental Information Processing,Signal transduction,mmu04330,Notch signaling pathway,18/930,63/7649,0.2857142857142857,2.349923195084485,4.00254302095713,3.515904453201313e-4,0.002109542671920788,0.0015464692519720064,15213/54485/13388/15205/103806/19664/16449/18128/21887/16450/18129/13017/21886/13543/74198/15214/18131/433759,18
NA,NA,mmu04156,Integrated stress response (ISR) signaling pathway,16/930,53/7649,0.3018867924528302,2.4829377155609658,4.030245120746871,3.7433820643512864e-4,0.0022066252168807584,0.001617638786811082,17872/14828/13198/69065/170770/11910/74747/11911/21933/58801/228775/15510/108954/56636/15519/13666,16
Organismal Systems,Endocrine system,mmu04920,Adipocytokine signaling pathway,19/930,69/7649,0.2753623188405797,2.2647810503350474,3.9261635431551567,4.084673520215003e-4,0.0023662936255038638,0.0017346889359896747,12702/20525/21926/19697/12491/20848/18035/241113/12675/384783/21937/18033/19079/18037/21938/20181/16370/94180/18976,19
Cellular Processes,Transport and catabolism,mmu04148,Efferocytosis,34/930,160/7649,0.2125,1.7477553763440858,3.556073376508147,7.07034364033264e-4,0.004026500785002995,0.0029517580942691126,18019/21825/70686/18018/18263/240672/20525/13537/18442/13609/21803/18613/12608/12491/17164/226421/70417/12260/11303/19217/228787/18021/11863/12927/93759/16889/20698/15170/12642/20181/19219/19015/192187/12262,34
Human Diseases,Infectious disease: parasitic,mmu05140,Leishmaniasis,18/930,68/7649,0.2647058823529412,2.177134724857685,3.6272749173813663,9.588068056931353e-4,0.0053693181118815575,0.003936154254950766,16176/16175/16476/21803/21926/19697/18035/24088/14281/14131/18033/21809/17874/16414/22034/17970/15170/21898,18
Human Diseases,Cancer: specific types,mmu05220,Chronic myeloid leukemia,19/930,76/7649,0.25,2.0561827956989247,3.4425083316726615,0.0014767451766053983,0.008134202939990391,0.005963043508639573,17873/17869/12394/12443/23882/21803/19697/13197/18035/12571/12675/21813/18033/21809/13017/20850/20851/14013/433759,19
Environmental Information Processing,Signal transduction,mmu04015,Rap1 signaling pathway,40/930,206/7649,0.1941747572815534,1.5970351811253785,3.2316373384550827,0.0016188511425615072,0.008773128772591393,0.0064314289874260215,12977/21825/11601/15901/13836/58220/22339/26397/53978/14254/14257/244668/22323/16542/223864/15234/54519/106952/13636/101540/21894/14062/16414/18591/22324/75292/12927/14186/18797/18590/16822/56636/13649/14172/65086/18053/11540/64143/18441/16399,40
Organismal Systems,Immune system,mmu04625,C-type lectin receptor signaling pathway,24/930,106/7649,0.22641509433962265,1.8622032866707243,3.3254746852208674,0.0016885387680048924,0.009005540096026093,0.006601805709492813,18019/16176/18018/13654/12795/12051/53859/16476/16362/21926/18034/16193/19697/240354/18035/17164/19698/12675/16391/56644/18033/14127/18021/216799,24
Human Diseases,Endocrine and metabolic disease,mmu04931,Insulin resistance,24/930,107/7649,0.22429906542056074,1.8447995176364185,3.2738997396793157,0.0019326062732385933,0.010146182934502614,0.007437991248977481,12702/231991/20525/21926/16193/19697/208647/12491/20848/18035/14584/241113/74343/384783/21937/228775/18033/228966/19079/58988/19246/53412/170826/56458,24
Organismal Systems,Immune system,mmu04640,Hematopoietic cell lineage,20/930,86/7649,0.23255813953488372,1.9127281820455113,3.166698593063619,0.00285389828938159,0.01452893674594264,0.010650912276160959,12475/12977/16176/16175/16190/21926/16193/12982/12505/12491/16402/16156/16400/16177/16403/12527/16194/12902/12507/16399,20
Human Diseases,Cancer: specific types,mmu05210,Colorectal cancer,20/930,86/7649,0.23255813953488372,1.9127281820455113,3.166698593063619,0.00285389828938159,0.01452893674594264,0.010650912276160959,17873/17869/16476/12443/170770/23882/21803/21414/12125/13197/14281/58801/21813/12006/21809/21415/58988/13649/12005/64143,20
