Category,ID,Term,Genes,adj_pval
Reactome,R-HSA-109582,Hemostasis,"DGKG, ECM1, CD84, DOCK4, DGKD, DAGLA, DOCK3, DGKB, DOCK9, SERPINE1, PLEK, ARRB1, PLAT, SLC7A10, CLU, SLC8A1, PIK3CG, SLC8A2, KIF5C, PLAU, TIMP3, KIF1B, TIMP1, KIF21B, CD36, SLC16A3, PRKCG, SRGN, PRKCH, FCER1G, ANXA2, PRKCB, PDPK1, PRKCE, ANXA5, PLAUR, PRKCA, ATP1B1, DGKZ, ADRA2B, TUBA4A, APBB1IP, DOK2, IRF1, KCNMA1, ORAI2, PECAM1, ITGA6, TAGLN2, ITGA5, CD47, S100A9, MGLL, CD44, VCL, DGKH, CD63, SDC4, PDE1A, ITPR1, SLC3A2, PRKCZ, LRP8, RASGRP1, THBS1, TTR, GNG2, EPCAM, GNG7, PDPN, MAPK1, P2RY12, CD74, ANGPT2, CBX5, TGFB1, HSPA5, PCDH7, FN1, TNFRSF10B, ATP2B3, ATP2B1, SELE, VEGFA, P2RX6, EHD3, PDE10A, GNAQ, MAFF, CD9, MAFK, CALM1",3.91006826890579e-10
Reactome,R-HSA-372790,Signaling By GPCR,"DGKG, CHRM3, CHRM1, DGKD, DGKB, GPR68, HTR4, CXCL16, RGS3, RGS1, AKT3, C3AR1, ADORA1, PRKCG, PRKCH, PRKCB, PRKCE, PRKCA, DGKZ, ADCY9, DGKH, PDE1A, C5AR1, ITPR1, GPR84, KALRN, RASGRP1, HCAR2, ABR, PPP3R1, GRK6, NLRP3, CCR1, PRPF38B, HTR1A, CXCL10, NBEA, GPR183, GNAQ, PPP1R1B, CALM1, DAGLA, PDE3B, ADM, ARRB1, CXCL1, TRH, CXCL2, PIK3CG, CX3CL1, GRM1, PPP3CA, PPP3CB, GRM5, BDKRB2, PDE4B, CCR5, EDN1, GPR37, PLEKHG2, PDPK1, ARHGEF17, WNT9A, RHOC, ADRA2B, ARHGEF9, ITGA5, PLCB1, MGLL, HBEGF, PTGER4, CAMK2B, ROCK1, RGS14, PLPPR4, RGS16, PTAFR, CAMK2A, PRKX, ADCY1, CAMKK1, ADCY5, GNG2, GPNMB, CCL7, P2RY2, GNG7, CCL4, CCL3, S1PR1, CCL2, MAPK1, S1PR3, S1PR2, P2RY12, P2RY13, WNT7A, GPR4, APLN, PDE10A, CAMK4, F2RL1, ACKR3",1.0825117018860712e-09
Reactome,R-HSA-388396,GPCR Downstream Signaling,"DGKG, CHRM3, CHRM1, DGKD, DAGLA, DGKB, GPR68, PDE3B, ADM, ARRB1, CXCL1, TRH, HTR4, CXCL2, PIK3CG, CX3CL1, GRM1, CXCL16, PPP3CA, PPP3CB, GRM5, RGS3, RGS1, AKT3, C3AR1, ADORA1, BDKRB2, PDE4B, CCR5, PRKCG, EDN1, PRKCH, GPR37, PLEKHG2, PRKCB, PDPK1, PRKCE, ARHGEF17, PRKCA, RHOC, DGKZ, ADRA2B, ARHGEF9, ADCY9, ITGA5, PLCB1, MGLL, HBEGF, DGKH, PTGER4, CAMK2B, ROCK1, RGS14, PDE1A, RGS16, PTAFR, C5AR1, CAMK2A, ITPR1, PRKX, ADCY1, GPR84, KALRN, RASGRP1, CAMKK1, ADCY5, HCAR2, ABR, PPP3R1, GNG2, GPNMB, P2RY2, GNG7, CCL4, GRK6, NLRP3, MAPK1, S1PR3, S1PR2, P2RY12, CCR1, P2RY13, PRPF38B, GPR4, APLN, CXCL10, PDE10A, NBEA, GPR183, CAMK4, GNAQ, PPP1R1B, F2RL1, ACKR3, CALM1",1.4895431727255718e-09
Reactome,R-HSA-449147,Signaling By Interleukins,"CD86, CDKN1A, IL1RN, CSF1, CLSTN1, CXCL1, TNF, CXCL2, ICAM1, CCND1, MYC, MAP3K8, TIMP1, CD36, CCR5, MEF2A, MAP2K3, IL11, HSP90AA1, ANXA2, CISH, IL1R1, PRKCA, IL16, LIFR, FOS, TNFRSF1B, OSMR, DUSP6, TNFRSF1A, IL17RA, IL1A, MAPKAPK3, IRF4, IL1B, RAPGEF1, S100A9, CEBPD, PTAFR, CSF2RB, PTGS2, USP18, SOCS3, SOCS1, CCL4, TIFA, UBC, CCL3, S1PR1, HMOX1, CCL2, MAPK1, PTK2B, MCL1, CCR1, HSPA8, JUN, TGFB1, STAT3, FN1, LIF, MSN, PTPN12, NFKB2, VEGFA, NFKBIA, MAPK10, CXCL10, IL6, TEC, GDNF, CLCF1, LCN2, VIM, PTPN2",5.8805844075474885e-09
Reactome,R-HSA-6785807,Interleukin-4 And Interleukin-13 Signaling,"CDKN1A, CEBPD, PTGS2, TNF, ICAM1, SOCS3, SOCS1, CCND1, MYC, S1PR1, HMOX1, CCL2, CD36, TIMP1, MCL1, HSPA8, HSP90AA1, TGFB1, STAT3, FN1, LIF, FOS, TNFRSF1B, VEGFA, IL1A, IL6, IRF4, IL1B, LCN2, VIM",1.3618073200676988e-08
Reactome,R-HSA-76002,"Platelet Activation, Signaling And Aggregation","DGKG, ECM1, DGKD, DAGLA, DGKB, SERPINE1, PLEK, ARRB1, CLU, PIK3CG, TIMP3, CD36, TIMP1, PRKCG, SRGN, PRKCH, FCER1G, PRKCB, PDPK1, PRKCE, ANXA5, PRKCA, DGKZ, ADRA2B, TUBA4A, APBB1IP, PECAM1, TAGLN2, MGLL, VCL, DGKH, CD63, ITPR1, PRKCZ, RASGRP1, THBS1, GNG2, TTR, GNG7, PDPN, MAPK1, P2RY12, TGFB1, HSPA5, PCDH7, FN1, VEGFA, GNAQ, CD9, CALM1",2.0518340516647625e-08
Reactome,R-HSA-442755,Activation Of NMDA Receptors And Postsynaptic Events,"CAMK2B, GRIA1, MPP2, PDPK1, CAMK2A, PRKCA, PRKX, ADCY1, PRKAB1, PPM1E, GRIN2B, PRKAG3, CAMKK1, GRIN2A, GRIN3A, NBEA, LRRC7, ERBB4, GPRIN1, CAMK4, MAPK1, APBA1, CALM1, GRIA3",3.062639629485783e-08
Reactome,R-HSA-111885,Opioid Signaling,"PRKCG, CAMK2B, PDE1A, CAMK2A, ITPR1, PRKCA, PRKX, ADCY1, CAMKK1, ADCY5, PPP3CA, PPP3CB, PPP3R1, ADCY9, GNG2, NBEA, GNG7, CAMK4, GNAQ, PPP1R1B, PDE4B, MAPK1, PLCB1, CALM1",1.396077624473676e-06
Reactome,R-HSA-112043,PLC Beta Mediated Events,"CAMK2B, PRKCG, PDE1A, CAMK2A, ITPR1, PRKX, PRKCA, ADCY1, CAMKK1, ADCY5, ADCY9, NBEA, CAMK4, GNAQ, MAPK1, CALM1, PLCB1",1.5557435649140714e-06
Reactome,R-HSA-9012999,RHO GTPase Cycle,"CYFIP2, NCKAP1, DOCK4, DOCK3, DOCK9, SOWAHC, WIPF3, SH3RF1, RND1, AKAP12, ARHGAP44, EFHD2, HSP90AA1, PLEKHG2, TPM4, SWAP70, ARHGEF17, RRAS2, RHOH, RHOC, ARHGEF9, CDC42EP3, RHOJ, CDC42EP2, RAPGEF1, CDC42EP1, ELMO2, RHOV, EPHA2, ROCK1, ARHGEF28, AMIGO2, ARHGAP17, IQGAP1, SLC1A5, KALRN, UACA, ABR, PARD6B, SLITRK3, ABL2, PLXNA1, SLITRK5, PTK2B, STOM, WASF1, PRPF38B, EGR2, JAG1, HOMER2, USP9X, MCAM, PCDH7, ARHGAP29, SEMA4F, MYO9B, ARHGAP28, CDC42BPA, ARHGAP26, HSPE1, MYO9A, ARHGAP25, CCDC88A, ARHGAP32, ABI2, VIM, TJP2",1.5557435649140714e-06
