Category,ID,Term,Genes,adj_pval
BP,GO:1903829,Positive Regulation Of Protein Localization,"AKT1, FYN",0.0228804009570526
BP,GO:0070555,Response To Interleukin-1,"IL1R1, HIF1A",0.0228804009570526
BP,GO:1902531,Regulation Of Intracellular Signal Transduction,"NFKBIA, AKT1, VEGFA",0.0235608708812841
BP,GO:0010594,Regulation Of Endothelial Cell Migration,"AKT1, VEGFA",0.024099511581951
BP,GO:0033138,Positive Regulation Of Peptidyl-Serine Phosphorylation,"AKT1, VEGFA",0.0244446772433375
BP,GO:0050730,Regulation Of Peptidyl-Tyrosine Phosphorylation,"FYN, VEGFA",0.0247899686922204
BP,GO:0043406,Positive Regulation Of MAP Kinase Activity,"VEGFA, FGFR1",0.0251353715543039
BP,GO:0033135,Regulation Of Peptidyl-Serine Phosphorylation,"AKT1, VEGFA",0.0260236047758684
BP,GO:0006357,Regulation Of Transcription By RNA Polymerase II,"NFKBIA, CCND1, STAT1, IKBKG, HIF1A, NFKB2, VEGFA",0.0262070871872753
BP,GO:0050852,T Cell Receptor Signaling Pathway,"FYN, IKBKG",0.0262940487709407
BP,GO:0051246,Regulation Of Protein Metabolic Process,"NFKBIA, AKT1",0.0262940487709407
BP,GO:0001819,Positive Regulation Of Cytokine Production,"IL1R1, IL6ST, HIF1A",0.0262940487709407
BP,GO:0000165,MAPK Cascade,"MAPK1, FGFR1",0.0262940487709407
BP,GO:0007185,Transmembrane Receptor Protein Tyrosine Phosphatase Signaling Pathway,PTPRD,0.0262940487709407
BP,GO:1900449,Regulation Of Glutamate Receptor Signaling Pathway,FYN,0.0262940487709407
BP,GO:1901725,Regulation Of Histone Deacetylase Activity,VEGFA,0.0262940487709407
BP,GO:0046885,Regulation Of Hormone Biosynthetic Process,HIF1A,0.0262940487709407
BP,GO:0036324,Vascular Endothelial Growth Factor Receptor-2 Signaling Pathway,VEGFA,0.0262940487709407
BP,GO:0048845,Venous Blood Vessel Morphogenesis,VEGFA,0.0262940487709407
BP,GO:0010746,Regulation Of Long-Chain Fatty Acid Import Across Plasma Membrane,AKT1,0.0262940487709407
BP,GO:0120040,Regulation Of Macrophage Proliferation,MAPK1,0.0262940487709407
BP,GO:0060753,Regulation Of Mast Cell Chemotaxis,VEGFA,0.0262940487709407
BP,GO:0070106,Interleukin-27-Mediated Signaling Pathway,STAT1,0.0262940487709407
BP,GO:0032364,Intracellular Oxygen Homeostasis,HIF1A,0.0262940487709407
BP,GO:0010749,Regulation Of Nitric Oxide Mediated Signal Transduction,VEGFA,0.0262940487709407
BP,GO:0090259,Regulation Of Retinal Ganglion Cell Axon Guidance,VEGFA,0.0262940487709407
BP,GO:0072161,Mesenchymal Cell Differentiation Involved In Kidney Development,STAT1,0.0262940487709407
BP,GO:0070417,Cellular Response To Cold,NFKBIA,0.0262940487709407
BP,GO:2000556,Positive Regulation Of T-helper 1 Cell Cytokine Production,IL1R1,0.0262940487709407
BP,GO:2000554,Regulation Of T-helper 1 Cell Cytokine Production,IL1R1,0.0262940487709407
BP,GO:0033674,Positive Regulation Of Kinase Activity,"CDKN1A, FGFR1",0.027336031723687
BP,GO:1904018,Positive Regulation Of Vasculature Development,"HIF1A, VEGFA",0.027336031723687
BP,GO:0097193,Intrinsic Apoptotic Signaling Pathway,"CDKN1A, MCL1",0.0276698253499375
BP,GO:2000045,Regulation Of G1/S Transition Of Mitotic Cell Cycle,"CDKN1A, AKT1",0.0280037168149881
BP,GO:0034612,Response To Tumor Necrosis Factor,"NFKBIA, AKT1",0.0282167156107117
BP,GO:0044772,Mitotic Cell Cycle Phase Transition,"CDKN1A, CCND1",0.0282167156107117
BP,GO:0032352,Positive Regulation Of Hormone Metabolic Process,HIF1A,0.0282167156107117
BP,GO:2000544,Regulation Of Endothelial Cell Chemotaxis To Fibroblast Growth Factor,FGFR1,0.0282167156107117
