ID,logFC
Asic2,-1.4416883506369087
Eepd1,1.436463806568543
Osmr,1.4115146450544287
Slc37a2,1.410143020758828
Plk3,1.4100224980594345
Utp14b,1.4061380698617174
Meox1,1.401060950879435
Rab6b,-1.3954996099866
Creld2,1.3938629254564592
Dlgap3,-1.3906006009586591
Cd93,1.3862850319133466
Akt3,-1.3839512412788189
Ccbe1,-1.3789159432465885
Cracdl,-1.3736149929852657
Nos1ap,-1.3683312024486447
Lmcd1,1.3671093749578214
Tram2,1.3635326741156522
Cdh5,1.3604865488521087
Nckap1,-1.358996688716891
Pawr,1.348483645444909
H2-k1,1.339269507442305
Irf8,1.3387433551445789
Eif4ebp1,1.3383173895099805
Ptprc,1.3244659318264305
Ptx3,1.3196079309930229
Btg1,1.3181143138358609
Brinp2,-1.311559814368602
Cdh2,-1.304553666169794
Tpbg,1.3016145657622145
Klf2,1.2964574562737554
Slitrk3,-1.292737645118866
Fam155a,-1.2846284965992294
Rel,1.283165062167121
Zbtb18,-1.2806456605909855
Trip6,1.2786416547303856
Rab3c,-1.2765494375578643
Gabrb1,-1.2721553158555647
Amigo1,-1.266269532041613
Fblim1,1.256012773635366
Pgbd5,-1.2542361290622266
Zc3h12c,1.2529513143997209
Gdpgp1,-1.2289951131620755
Nog,1.2214301891941008
Ppm1e,-1.2190722386285466
Stc1,1.2105707890739124
Adam22,-1.2073712199109563
Tent5a,1.1873028697679373
Bambi,1.1841813767757368
Hspb8,1.1822255970884987
Vasn,1.1788983914124316
Bach1,1.1784233409877312
Dennd3,1.176380782215349
Tppp3,1.174407450272687
Bhlhe41,1.1716116371578291
Galntl6,-1.1703332471706285
Lcp1,1.16950458629431
Jdp2,1.1687482823647273
Gpr158,-1.168416563193998
Cd53,1.1658317460717758
Ccnf,-1.1628437689473243
Scn2a,-1.162694908546544
Rapgef5,-1.1618226251741357
S1pr1,1.150027084528629
Palld,1.145113144826093
Cabp7,-1.1430753058263252
Lmo7,-1.1376944620316811
Rest,1.1376768377160904
Pwwp2a,-1.1347350758940475
Stk40,1.131974897822012
Dock4,-1.1313442903722315
Smpd3,-1.1300864457166913
Sorcs3,-1.1273375791324745
Cdc42ep3,1.1262417679436083
Rtn4rl1,-1.1242257555922384
Gas1,1.1228015267322042
9330102e08rik,-1.1207466865557654
Ildr2,-1.1119792119487537
Ksr2,-1.1103324072528462
Hivep2,-1.1064439784478075
Gmpr,-1.1031367417594589
Dcc,-1.1021861861901538
Kcnq5,-1.101401039549662
Ctsl,1.1009922149175198
Paqr9,-1.0926057345471616
Mrtfb,-1.0901972883901925
Elf4,1.0895974694108006
Rnf157,-1.0860046718241587
Vcl,1.0853411660330137
Kcnd2,-1.079139724390674
Slc25a25,1.0789478269137944
Kcnj3,-1.073247550491727
Kcnma1,-1.0724536664895812
Agt,-1.0706297373897975
Plppr4,-1.0669942200140898
Cln5,1.0660447157378752
Gpr26,-1.0590927053588668
Pxn,1.056374756092401
Mdga1,-1.04234743181091
Msn,1.0348637820159772
Tanc2,-1.0315466721003457
Camk1d,-1.031534629246455
Snhg12,1.0307230287961624
Lgi1,-1.030658266261901
Tmem178b,-1.0291056510024446
Arfgef3,-1.021601253165649
Hey1,1.0088666312343015
Mcam,0.9907640854731944
Plat,0.9813093190755168
Btbd9,-0.9782835215507872
Sipa1l3,-0.9756047798656624
Ptprj,-0.9755341627585484
Pgm2l1,-0.974724717329324
St8sia1,-0.9738381927434168
Dok6,-0.9720040851660802
D430041d05rik,-0.961715157089281
Tmem132b,-0.9597296865157242
Epha7,-0.9587952418631106
Irf2bp2,0.9542459550362712
Lifr,-0.9504884495545508
Dnaja4,0.9480834654563712
Ogfrl1,-0.9452387594430984
Lrfn3,-0.9403882284534698
Srxn1,0.939661850745625
Klhl23,-0.9382074714891292
Tjp2,0.937272622640164
Slc7a4,-0.9372416151011864
Scpep1,0.935018966682106
Slc20a1,0.9334214609841032
Nbea,-0.9313011274855318
Atrn,-0.9272194656477896
Itpkb,0.9261656706591376
Tbc1d24,-0.9232121416105912
Slitrk1,-0.9221399873696228
Denn2b,0.9205543838322588
Pdlim7,0.9191309377218992
Adgrl1,-0.916886721446468
Klf10,0.913460378107573
Arid1b,-0.9119175409292868
Thsd7a,-0.908889837673046
Grid1,-0.9087873855328612
Amigo2,-0.9036148125734816
Stat3,0.8985326224421971
Fat3,-0.8968389009275389
Unc13a,-0.8958317946618966
St3gal2,-0.894623489002437
Camta2,-0.8917321901210634
Ssh2,-0.8910051132517604
Dock9,-0.8839533237384174
Tnrc6b,-0.8795537330453383
Igip,-0.8753669481606492
Orai2,-0.8690314060558091
Ndst1,-0.8683982509764121
Foxp1,-0.8676872246913586
Iqsec2,-0.8672877598913468
Marveld2,0.8632238829779068
Kcna4,-0.8568844197057031
Nt5dc3,-0.8543855964192746
Fem1a,-0.8531954882247131
Pomgnt2,-0.8460179786107555
Scn3a,-0.8432421044945775
Ppp1r16b,-0.8412013672199915
Klhl2,-0.8386703074928429
Cyth4,0.8361317944102727
Large1,-0.8319538489082529
Myo9b,0.8271491378222589
Clk1,0.8253101488095492
Rnf130,-0.8198021270331456
Pacsin1,-0.8164958036408972
Med14,-0.8148587936486088
Zfas1,0.8130194318703822
Clstn1,-0.8115781229141025
Prrc2b,-0.8094778504678586
Pten,-0.803028197601173
Trim2,-0.7952717210343628
Srf,0.7815520017852734
Wdfy3,-0.778809571731613
Fam131a,-0.7739140604457532
Eaf1,0.7692057615132134
Sorl1,-0.7647421514823192
Zhx1,-0.758387712504644
Purg,-0.7525668012371464
Ptpro,-0.7502191246930661
Lrrc4,-0.7485543466762096
Cdc40,-0.7480423864842957
Adgrb3,-0.7428529813622061
Kcnd3,-0.742417389925965
Pecam1,0.7374838653490974
Mecp2,-0.733850485765184
Lap3,0.7189675951988619
Abi2,-0.7042547015318155
Ppm1h,-0.703554120421679
Atxn1,-0.6964652174103255
Ubash3b,-0.6953137263315639
Slc3a2,0.6945731663337008
Mib1,-0.6883001612017114
Lrrn1,-0.6804599038771123
Tubb4b,-0.6794878927835369
Elovl5,0.6737635320386198
Rrbp1,0.6679437727619728
Gm16165,-0.6622922277783992
Marchf6,-0.6610944973734657
Dnal1,-0.6598052486805015
Pacs2,-0.6584642626132494
Ccnd3,0.6564163104407473
Clic1,0.6507575143284207
Taok1,-0.6503994952667536
Itpr1,-0.6480548837778425
Sbf1,-0.6471835294048836
Norad,-0.6464311269850036
Gas5,0.6409964307951949
Rin1,-0.6394088444057392
Nrp1,-0.6361094489353335
Rasl11b,-0.6291144037486783
