Category,ID,Term,Genes,adj_pval
MF,GO:0000977,RNA Polymerase II Transcription Regulatory Region Sequence-Specific DNA Binding,"NR4A1, JUN, EGR2, JUND, NFIL3, IRF1, MAFF, BHLHE40, KLF9, FOSB, FOS, JUNB",1.0748443353043384e-06
MF,GO:0003690,Double-Stranded DNA Binding,"NR4A1, JUN, EGR2, JUND, MAFF, BHLHE40, FOSB, FOS, JUNB",3.266804556402215e-06
MF,GO:0001228,"DNA-binding Transcription Activator Activity, RNA Polymerase II-specific","NR4A1, JUN, EGR2, IRF1, MAFF, FOS",0.00010456335530993253
MF,GO:0001067,Transcription Regulatory Region Nucleic Acid Binding,"JUN, EGR2, JUND, IRF1, FOS",0.00015260786541824412
MF,GO:0061629,RNA Polymerase II-specific DNA-binding Transcription Factor Binding,"JUN, EGR2, BHLHE40, HSPB1, FOS",0.00015260786541824412
MF,GO:0003677,DNA Binding,"CSRNP1, NR4A1, JUN, EGR2, IRF1, MAFF, FOSB, JUNB",0.0001670312545335582
MF,GO:0140297,DNA-binding Transcription Factor Binding,"JUN, EGR2, BHLHE40, HSPB1, FOS",0.0003444874625308565
MF,GO:0000976,Transcription Cis-Regulatory Region Binding,"JUN, EGR2, JUND, NFIL3, IRF1, FOS",0.000345706674631985
MF,GO:0070412,R-SMAD Binding,"JUN, FOS",0.0018585497308997
MF,GO:0008009,Chemokine Activity,"CXCL10, CXCL1",0.0101862566157692
MF,GO:0042379,Chemokine Receptor Binding,"CXCL10, CXCL1",0.0112106595339051
MF,GO:0005096,GTPase Activator Activity,"ERRFI1, JUN, RGS16",0.0157152657579588
MF,GO:0001227,"DNA-binding Transcription Repressor Activity, RNA Polymerase II-specific","JUN, NFIL3, BHLHE40",0.0219179461172249
MF,GO:0030292,Protein Tyrosine Kinase Inhibitor Activity,SOCS3,0.0328564454448374
MF,GO:0019887,Protein Kinase Regulator Activity,"SOCS3, CXCL10",0.0328564454448374
MF,GO:1904680,Peptide Transmembrane Transporter Activity,SLC15A3,0.0328564454448374
MF,GO:0033300,Dehydroascorbic Acid Transmembrane Transporter Activity,SLC2A1,0.0328564454448374
MF,GO:0005031,Tumor Necrosis Factor Receptor Activity,FAS,0.034260178652392
MF,GO:0035259,Nuclear Glucocorticoid Receptor Binding,NR4A1,0.034260178652392
MF,GO:0035497,cAMP Response Element Binding,JUN,0.0369100310681501
MF,GO:0005035,Death Receptor Activity,FAS,0.0432451376294279
MF,GO:0061665,SUMO Ligase Activity,EGR2,0.0490711537401529
CC,GO:0005634,Nucleus,"CSRNP1, JUN, EGR2, JUND, HSPB1, FOS, NR4A1, TUBB6, NFIL3, IRF1, MAFF, BHLHE40, KLF9, FOSB, JUNB, IER3",0.0080007055104313
CC,GO:0043231,Intracellular Membrane-Bounded Organelle,"CSRNP1, JUN, EGR2, JUND, HSPB1, FOS, NR4A1, TUBB6, NFIL3, IRF1, MAFF, BHLHE40, KLF9, FOSB, SLC15A3, JUNB, IER3",0.0080007055104313
CC,GO:0042383,Sarcolemma,"SLC2A1, ANK3",0.0440451510441212
