"probe_id","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"15211",1.07,1.07,48.6446215165924,1.90259866547218e-06,0.00397939579652786,5.5984820523024
"34873",1.07333333333333,1.07333333333333,48.5035579584439,1.92365664892009e-06,0.00397939579652786,5.5930228158824
"43963",1.07333333333333,1.07333333333333,47.6563501840876,2.05651925213351e-06,0.00397939579652786,5.55948536317248
"24488",0.869,0.869,46.6977201916616,2.22115747180036e-06,0.00397939579652786,5.51992711909555
"9342",1.08,1.08,45.8807318939398,2.37481031018982e-06,0.00397939579652786,5.48479443489692
"15346",1.08,1.08,45.8807318939398,2.37481031018982e-06,0.00397939579652786,5.48479443489692
"38743",1.67333333333333,1.67333333333333,45.8345569351089,2.38388953916429e-06,0.00397939579652786,5.48276839053652
"32745",1.07,1.07,45.4559103023293,2.46002058277714e-06,0.00397939579652786,5.46598725600891
"20614",1.05,1.05,45.3305736829272,2.48589573487844e-06,0.00397939579652786,5.46036618613977
"31480",1.08,1.08,43.8432409882666,2.82087850796632e-06,0.00397939579652786,5.39104299547968
"12377",1.08333333333333,1.08333333333333,43.7678992858114,2.83932189937437e-06,0.00397939579652786,5.38739841717416
"14139",1.08333333333333,1.08333333333333,43.7678992858114,2.83932189937437e-06,0.00397939579652786,5.38739841717416
"25030",1.08333333333333,1.08333333333333,43.7678992858114,2.83932189937437e-06,0.00397939579652786,5.38739841717416
"23742",1.07666666666667,1.07666666666667,43.4985583671295,2.90651403987765e-06,0.00397939579652786,5.37426058434499
"6686",1.07,1.07,43.43728505319,2.92207937753931e-06,0.00397939579652786,5.37124789025223
"38379",1.07,1.07,43.43728505319,2.92207937753931e-06,0.00397939579652786,5.37124789025223
"16550",1.07333333333333,1.07333333333333,43.3638879077885,2.94086341129798e-06,0.00397939579652786,5.36762732246109
"43767",1.07333333333333,1.07333333333333,43.3638879077885,2.94086341129798e-06,0.00397939579652786,5.36762732246109
"17714",1.07666666666667,1.07666666666667,42.8880689864292,3.06640945148356e-06,0.00397939579652786,5.34384093063523
"21225",1.07666666666667,1.07666666666667,42.8880689864292,3.06640945148356e-06,0.00397939579652786,5.34384093063523
"25889",1.07666666666667,1.07666666666667,42.8880689864292,3.06640945148356e-06,0.00397939579652786,5.34384093063523
"37675",1.06666666666667,1.06666666666667,42.4897277884129,3.17675884162037e-06,0.00397939579652786,5.32349984058109
"15246",1.08666666666667,1.08666666666667,41.5827880654256,3.44734127395712e-06,0.00397939579652786,5.27567911381322
"20953",1.08666666666667,1.08666666666667,41.5827880654256,3.44734127395712e-06,0.00397939579652786,5.27567911381322
"25476",1.08333333333333,1.08333333333333,41.4552335008078,3.48769813987155e-06,0.00397939579652786,5.26878035277062
"29833",1.65333333333333,1.65333333333333,41.3808523566815,3.51150711232327e-06,0.00397939579652786,5.26473730660926
"7840",1.07666666666667,1.07666666666667,41.200124371572,3.57021825033066e-06,0.00397939579652786,5.25485132675619
