"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"ILMN_2962273",-0.3788541175,1.18942709125,-5.24131240219775,0.000417434516894791,0.0975760724831432,0.404912224155296
"ILMN_2790241",-0.3753144,1.187657125,-5.24087851849322,0.000417689534698438,0.0975760724831432,0.404353522215012
"ILMN_1224768",-0.77642113,1.388210485,-5.22780174166259,0.000425454401275578,0.0984946103565633,0.38749978200539
"ILMN_1255644",0.3080771825,0.84596147125,5.20354621908207,0.000440269807645773,0.101014403991727,0.356161251829986
"ILMN_2480682",-0.4132496225,1.20662488875,-5.17078160258309,0.000461166711750027,0.1046417307408,0.313669370080611
"ILMN_2799667",-0.327296225,1.1636481375,-5.16612215913645,0.000464223734461269,0.1046417307408,0.3076117329032
"ILMN_2797973",-0.2330576925,1.11652882875,-5.11285449210986,0.000500756800583059,0.11085981158927,0.238096334052705
"ILMN_3047987",-0.3346396875,1.16731988125,-5.09839820953372,0.000511194242042773,0.11085981158927,0.219147066580667
"ILMN_2647873",0.262725015,0.868637445,5.09811815969541,0.000511398723280607,0.11085981158927,0.218779625835182
"ILMN_2773789",-0.266216875,1.1331083875,-5.09409070872352,0.000514349111194142,0.11085981158927,0.213493909950674
"ILMN_2860480",-0.4863790075,1.24318957125,-5.08977246159763,0.000517532779641543,0.11085981158927,0.207823473753602
"ILMN_1230893",0.2785012525,0.86074938375,5.08734036709884,0.000519335143923972,0.11085981158927,0.204628408487209
"ILMN_3140516",0.2692155125,0.86539214375,5.07239759765985,0.000530557337331435,0.11085981158927,0.184975819033232
"ILMN_2786567",0.3031475,0.8484262625,5.06965338174721,0.000532646336905081,0.11085981158927,0.181362514900095
"ILMN_1260456",-0.39299051,1.196495295,-5.0672248929613,0.000534502335068027,0.11085981158927,0.178163857500732
"ILMN_2608052",-0.5659024,1.282951175,-5.05973485884087,0.000540270390443341,0.11085981158927,0.168292110250733
"ILMN_2727847",0.3107730375,0.84461349375,5.0479801307264,0.000549457370088201,0.11085981158927,0.152780288942096
"ILMN_1248415",-0.3144534225,1.15722661375,-5.04614193346595,0.000550909072503018,0.11085981158927,0.150352431177454
"ILMN_2805697",-0.242300825,1.1211503625,-5.04309065640702,0.000553327861822461,0.11085981158927,0.146321088765525
"ILMN_3154419",-0.49142425,1.24571205,-5.0421414930874,0.000554082591417889,0.11085981158927,0.145066732292826
"ILMN_1231264",-0.438851025,1.2194255375,-5.03908454312997,0.000556520827139968,0.11085981158927,0.141025810313334
"ILMN_2932164",0.26358773,0.86820611,5.02808344136941,0.000565390765695665,0.111204817197195,0.126470501151081
"ILMN_1254307",-0.63440005,1.317200025,-5.02622034707171,0.000566907851221251,0.111204817197195,0.124003442618951
"ILMN_2667369",-0.27109345,1.135546725,-4.99764821921264,0.000590727128914774,0.114999356300931,0.0860950067268771
"ILMN_2734142",-0.3429999925,1.17150005375,-4.98998685249491,0.000597294443403361,0.115398728435426,0.0759065762590874
"ILMN_2612774",-0.3028764725,1.15143818875,-4.98482851068792,0.000601760112477999,0.115398728435426,0.0690411585218156
"ILMN_2677921",-0.6059223125,1.30296119375,-4.97089219557599,0.000614004463998515,0.116874612676814,0.050470210839987
"ILMN_2898878",-0.373358145,1.1866791025,-4.96317152549359,0.000620902195255764,0.116989571811933,0.0401677638829243
"ILMN_2597710",-0.8250610425,1.41253057875,-4.96005083669808,0.000623713715150985,0.116989571811933,0.0360006493409237
"ILMN_2689274",0.2787042775,0.86064781125,4.93718553251404,0.000644733447131614,0.119208911640238,0.00541773661672185
"ILMN_3008399",0.38889132,0.80555435,4.93336525898545,0.000648318559801982,0.119208911640238,0.000299375304884997
"ILMN_1221838",-0.419352225,1.2096760625,-4.92964313780469,0.00065183205396779,0.119208911640238,-0.00468986354722389
"ILMN_2624145",-0.43207025,1.2160352,-4.92067030498524,0.000660385855014302,0.119208911640238,-0.0167269663945886
"ILMN_1225077",0.280525075,0.8597374875,4.90743340092428,0.000673224227700365,0.119208911640238,-0.0345092593100578
"ILMN_2453086",0.264637205,0.8676814225,4.90571323737767,0.000674912075486099,0.119208911640238,-0.0368222853153783
"ILMN_2800358",0.25508696,0.87245652,4.90363388096792,0.000676958404091156,0.119208911640238,-0.0396189707857815
"ILMN_2760979",-0.27956234,1.139781155,-4.89867498750948,0.000681865324890935,0.119208911640238,-0.0462915212048172
"ILMN_2758720",-0.236252625,1.1181262875,-4.89862658343761,0.000681913408437367,0.119208911640238,-0.0463566729107532
"ILMN_2641124",0.3226996025,0.83865017375,4.89860381828625,0.00068193602409289,0.119208911640238,-0.0463873148594338
"ILMN_2673233",-1.1087443125,1.55437214375,-4.89053041142835,0.000690007150642672,0.119804822635573,-0.0572596725592849
"ILMN_1258977",-0.296844955,1.1484224725,-4.87684952039231,0.000703917972693754,0.120739780755828,-0.0757087408511392
"ILMN_2678373",0.2994694075,0.85026524625,4.87600235712687,0.000704789162679464,0.120739780755828,-0.0768522053079526
"ILMN_1245354",-0.4282456125,1.21412284375,-4.86182527862487,0.000719540416453184,0.122450530341705,-0.0960058173088774
"ILMN_1225146",0.4063377,0.796831125,4.83577508249901,0.000747511700831509,0.126373738001759,-0.131288820041752
"ILMN_2647048",-0.2181376075,1.10906874625,-4.82789768493741,0.000756196806546426,0.127006466260284,-0.141980698081172
"ILMN_2673926",-0.391394215,1.1956970675,-4.81414325843751,0.00077162071030946,0.128755437615728,-0.16067445198606
"ILMN_2592554",0.240193835,0.8799030175,4.80319712071518,0.000784135238860417,0.129999504729007,-0.175574200159837
"ILMN_3052870",0.2400825775,0.87995871125,4.79090726797991,0.000798444474785204,0.131421110834965,-0.192327015248787
"ILMN_2661299",-0.762419775,1.3812098875,-4.78709575633363,0.000802938646577013,0.131421110834965,-0.197527805110602
"ILMN_1255255",-0.35748503,1.17874251,-4.77544265101146,0.000816846987212673,0.132059108626993,-0.213443547724665
"ILMN_1215951",0.36133422,0.819332915,4.7752203693367,0.000817114771050778,0.132059108626993,-0.213747360319349
"ILMN_2764250",0.262959335,0.8685203325,4.76598317308451,0.00082832605028004,0.133034340712789,-0.226380007871798
"ILMN_2952275",-0.600992125,1.3004960875,-4.76124363873019,0.000834142030472218,0.133136321472327,-0.232867277421063
"ILMN_2757008",0.3185833875,0.84070816875,4.75211159348577,0.00084547125647299,0.134111573318435,-0.24537744176609
"ILMN_1226133",0.22839361,0.885803295,4.73650160760111,0.000865218538542593,0.136401968005699,-0.266794199506998
"ILMN_2707941",-0.4775736175,1.23878686625,-4.72603963528772,0.000878728110392429,0.137687050321672,-0.28117074279368
"ILMN_2666018",-0.763632175,1.3818160375,-4.72191065226742,0.00088412158111739,0.137692559211961,-0.286849707080673
"ILMN_1233836",-0.3139161925,1.15695805375,-4.71551629235254,0.000892543917786485,0.138166873827466,-0.295650067913376
"ILMN_3160292",0.5552311525,0.72238449875,4.68633410655144,0.000932081059419416,0.140333684361041,-0.335899182052534
"ILMN_2959291",-0.6241376025,1.31206884875,-4.68191682083903,0.000938226519356392,0.140333684361041,-0.342004018814833
"ILMN_2620545",-0.646563825,1.3232819125,-4.67512377172137,0.000947761558588651,0.140333684361041,-0.351398571844554
"ILMN_2908056",-0.4273241,1.2136621,-4.67286356017502,0.000950956930750577,0.140333684361041,-0.354526067072555
"ILMN_2603450",-0.4981151575,1.24905754625,-4.66989418344556,0.000955172329431642,0.140333684361041,-0.358636136770498
"ILMN_2627205",0.2939793575,0.85301034625,4.66859797543054,0.000957018691480367,0.140333684361041,-0.360430745268935
"ILMN_1214715",-0.583297725,1.2916488375,-4.66629961088112,0.000960301907734657,0.140333684361041,-0.363613531978714
"ILMN_2879745",0.2546398525,0.87268004875,4.66571382608855,0.000961140618235216,0.140333684361041,-0.364424869932047
"ILMN_1234558",-0.26571759,1.13285883,-4.66152899367244,0.000967155079285457,0.140333684361041,-0.370222705481407
"ILMN_2946901",-0.23729025,1.11864515,-4.66151132965179,0.00096718055085529,0.140333684361041,-0.370247184087103
"ILMN_2709470",-0.2969893875,1.14849473125,-4.66021485964475,0.000969052015620981,0.140333684361041,-0.372043959308843
"ILMN_2519677",0.4320757375,0.78396216875,4.64415480183569,0.0009925571794497,0.140333684361041,-0.394324669359358
"ILMN_2599514",0.3829622175,0.80851892125,4.64403453379019,0.000992735473564773,0.140333684361041,-0.394491682856948
"ILMN_2898958",0.3820557325,0.80897214125,4.6431350226179,0.000994070055832573,0.140333684361041,-0.395740889487478
"ILMN_2466164",-0.462401565,1.2312007925,-4.64063204412846,0.000997793721693069,0.140333684361041,-0.399217634967697
"ILMN_2592059",0.2946384275,0.85268082125,4.63991200620935,0.000998867665132145,0.140333684361041,-0.400217990864478
"ILMN_2842605",0.31438248,0.84280877,4.63759119154165,0.00100233756314588,0.140333684361041,-0.403442905849605
"ILMN_2944366",-0.4949085675,1.24745429125,-4.63088815577351,0.00101243163281763,0.140333684361041,-0.412762189705176
"ILMN_2947526",-0.219416615,1.1097082925,-4.62800566782393,0.00101680556806429,0.140333684361041,-0.41677201962384
"ILMN_1237695",-1.3950464,1.697523225,-4.62776908826048,0.00101716544963792,0.140333684361041,-0.417101186504666
"ILMN_2922334",0.334154375,0.8329227625,4.62510707200413,0.00102122422755632,0.140333684361041,-0.420805641689803
"ILMN_2803004",-0.23782725,1.1189136,-4.61853512137588,0.00103131845316776,0.140441705641093,-0.429956162988242
"ILMN_3163539",0.239324905,0.8803376125,4.61748519596362,0.0010329409022908,0.140441705641093,-0.431418697676192
"ILMN_2639291",-0.31187698,1.155938435,-4.6110116644024,0.00104300462345917,0.140588096896137,-0.44044027432031
"ILMN_3001914",-0.7868791625,1.39343951875,-4.60401161104241,0.00105400435656446,0.140588096896137,-0.450203392026677
"ILMN_1233455",-0.2963800425,1.14819010375,-4.60343462451687,0.00105491650937548,0.140588096896137,-0.451008487124231
"ILMN_2902979",-1.4129530325,1.70647653375,-4.6028121141185,0.0010559015722051,0.140588096896137,-0.451877165212195
"ILMN_1255697",-0.3485428175,1.17427136625,-4.59121402539454,0.00107443447352668,0.142047056673341,-0.468073308741931
"ILMN_1250531",-0.4883297875,1.24416485625,-4.58905975467294,0.0010779147780403,0.142047056673341,-0.471084075600047
"ILMN_3121891",-0.7777844,1.388892225,-4.58047043574437,0.00109191079221317,0.142582367357917,-0.483095923287451
"ILMN_2711562",-0.227283875,1.1136419375,-4.57976176430939,0.00109307414754678,0.142582367357917,-0.484087515457047
"ILMN_1234774",-0.371931575,1.1859657375,-4.5699629920991,0.00110929561411787,0.14262222657159,-0.497806669602205
"ILMN_2769234",-1.12777885,1.563889425,-4.56833359167856,0.00111201774726575,0.14262222657159,-0.500089502360952
"ILMN_1225995",0.26774763,0.8661261925,4.5673417243465,0.00111367827200272,0.14262222657159,-0.501479347605541
"ILMN_2950422",-0.5350075925,1.26750380375,-4.56620751870442,0.00111558032225122,0.14262222657159,-0.503068840725297
"ILMN_2487482",0.298699125,0.8506504875,4.55085447467074,0.00114166974017972,0.143881797170269,-0.524605554694145
"ILMN_3154640",-0.38575665,1.192878275,-4.54872912049798,0.00114533214825967,0.143881797170269,-0.527589965733443
"ILMN_2599686",-0.562564375,1.2812821625,-4.54494876807496,0.0011518773404008,0.143881797170269,-0.53290014065341
"ILMN_2749937",0.3432740925,0.82836295875,4.54299026423397,0.00115528385824485,0.143881797170269,-0.535652124344342
"ILMN_2660803",-0.2190589425,1.10952950375,-4.54052572560567,0.00115958576641881,0.143881797170269,-0.539116050674326
"ILMN_3150811",-0.53465766,1.267328795,-4.53504796316374,0.00116920840900914,0.143881797170269,-0.546818634153056
"ILMN_1226069",-0.197415,1.09870745,-4.53478382122718,0.00116967455954879,0.143881797170269,-0.547190182381518
"ILMN_3143266",-0.351199525,1.1755996625,-4.53447153673189,0.00117022592553941,0.143881797170269,-0.54762946373676
"ILMN_3079919",-0.3899505625,1.19497531875,-4.52312919021194,0.00119044019151778,0.145670198102059,-0.563595178352289
"ILMN_1256281",-0.2717342075,1.13586709625,-4.51367464781892,0.00120757351934184,0.14674942484234,-0.576919585862824
"ILMN_2519676",0.3863913575,0.80680439375,4.51104439833485,0.00121238643882612,0.14674942484234,-0.580629013977235
"ILMN_2848548",-0.2636761675,1.13183806625,-4.50883662586989,0.00121644202513614,0.14674942484234,-0.583743492392676
"ILMN_1223317",-0.69888025,1.34944015,-4.50576803469337,0.00122210284921434,0.14674942484234,-0.58807363210436
"ILMN_2960467",-0.305181725,1.1525908375,-4.49913054530432,0.00123444338109794,0.14754182122825,-0.597445130194271
"ILMN_2820314",0.2330541875,0.88347295625,4.48777771664642,0.00125585851796866,0.148856915313243,-0.613490786557018
"ILMN_1235962",0.2181447825,0.89092764125,4.48315540793611,0.0012646903939955,0.148856915313243,-0.620029758352085
"ILMN_1253682",-0.3535951875,1.17679755625,-4.48150035927044,0.00126786872005163,0.148856915313243,-0.622371921105112
"ILMN_2627713",0.2762150975,0.86189241375,4.47862226949933,0.00127341596594727,0.148856915313243,-0.626445940023278
"ILMN_3150366",0.28987344,0.8550632675,4.47711412611742,0.00127633305336556,0.148856915313243,-0.62858129475944
"ILMN_3114759",-0.246663525,1.1233317375,-4.47488761012037,0.00128065260943573,0.148856915313243,-0.631734452591917
"ILMN_2932359",-0.2157911775,1.10789561125,-4.47029959866797,0.0012896026032296,0.148856915313243,-0.63823444745869
"ILMN_2644606",-0.2384594,1.119229675,-4.46918412354893,0.00129178861792635,0.148856915313243,-0.639815292958937
"ILMN_3162771",-0.255605175,1.1278025625,-4.46008970160626,0.00130975854607408,0.149267530309622,-0.652711343916353
"ILMN_3095005",0.23377297,0.8831135075,4.45820747981639,0.00131351071297166,0.149267530309622,-0.655382031629141
"ILMN_2825574",0.2972971775,0.85135141875,4.45483975769967,0.00132025268718914,0.149267530309622,-0.660161920990365
"ILMN_1247491",-0.380456875,1.1902284625,-4.45482643109759,0.00132027943906976,0.149267530309622,-0.660180839383186
"ILMN_1221311",0.2527513475,0.87362440875,4.4497517053859,0.00133050840449135,0.149267530309622,-0.667386976336494
"ILMN_2773464",0.2308986575,0.88455064625,4.44520149564377,0.00133975164112643,0.149267530309622,-0.673851816872685
"ILMN_2776431",-0.365702875,1.1828515125,-4.44391709515176,0.00134237306924617,0.149267530309622,-0.675677267311499
"ILMN_2826671",0.3885721925,0.80571393875,4.43620749424005,0.00135822297523323,0.149267530309622,-0.686640077932807
"ILMN_2606162",-0.28630354,1.143151705,-4.43466174567029,0.00136142465628968,0.149267530309622,-0.68883923087995
"ILMN_1239565",0.220249855,0.889875075,4.43405868432587,0.00136267593679786,0.149267530309622,-0.689697316501164
"ILMN_2727490",-0.2803874075,1.14019369625,-4.42962261173014,0.00137191783965539,0.149267530309622,-0.696011118204457
"ILMN_1214094",0.201073385,0.8994633675,4.42900681044024,0.00137320601747425,0.149267530309622,-0.696887828846831
"ILMN_2534259",0.2891365525,0.85543177375,4.42622093735506,0.00137904976227163,0.149267530309622,-0.700854809063065
"ILMN_2776603",-1.578722635,1.7893612325,-4.42527709493689,0.00138103557707599,0.149267530309622,-0.702199087348649
