comparison,SYMBOL,ENTREZID,ENSEMBL,GENENAME,logFC,AveExpr,t,P.Value,adj.P.Val,B,direction,significant
NEIL2KO_6h_ipsilateral_vs_contralateral,Maff,17133,ENSMUSG00000042622,"v-maf musculoaponeurotic fibrosarcoma oncogene family, protein F (avian)",4.901331951923919,8.153295108491982,32.10589273325995,1.936770970068789e-10,4.179449971682953e-6,13.392686625885723,Up,TRUE
NEIL2KO_6h_ipsilateral_vs_contralateral,Hspa1a,193740,ENSMUSG00000091971,heat shock protein 1A,4.819747922533315,10.942388602498248,29.76652033607341,3.752592567167634e-10,4.179449971682953e-6,12.978060982675256,Up,TRUE
NEIL2KO_6h_ipsilateral_vs_contralateral,Hspa1b,15511,ENSMUSG00000090877,heat shock protein 1B,4.846442982655271,11.283308291573753,27.635200430233173,7.178564950803431e-10,5.330084475971547e-6,12.54545278113746,Up,TRUE
NEIL2KO_6h_ipsilateral_vs_contralateral,Cd14,12475,ENSMUSG00000051439,CD14 antigen,4.789101720934104,7.532805583144611,26.683460748458224,9.744942357853329e-10,5.426714775529573e-6,12.332894813114304,Up,TRUE
NEIL2KO_6h_ipsilateral_vs_contralateral,Ccl9,20308,ENSMUSG00000019122,C-C motif chemokine ligand 9,4.529641783422957,7.670969260052749,25.353153310491933,1.5215732195138718e-9,6.778608692934299e-6,12.013290124655384,Up,TRUE
NEIL2KO_6h_ipsilateral_vs_contralateral,Gem,14579,ENSMUSG00000028214,GTP binding protein overexpressed in skeletal muscle,4.328242759206937,8.449857587701388,24.230647160434277,2.2565552174799274e-9,8.37746124489423e-6,11.72124025919403,Up,TRUE
NEIL2KO_6h_ipsilateral_vs_contralateral,Socs3,12702,ENSMUSG00000053113,suppressor of cytokine signaling 3,4.359259321918958,8.153548637847528,23.083573588771657,3.439601349263569e-9,1.0439643789455449e-5,11.39944052109146,Up,TRUE
NEIL2KO_6h_ipsilateral_vs_contralateral,Klf4,16600,ENSMUSG00000003032,Kruppel-like transcription factor 4 (gut),4.595824215784671,8.545143251294107,22.85549737341621,3.749367017537311e-9,1.0439643789455449e-5,11.33243816146506,Up,TRUE
NEIL2KO_6h_ipsilateral_vs_contralateral,Ccl2,20296,ENSMUSG00000035385,C-C motif chemokine ligand 2,6.3466858761163225,5.520966533434882,22.21484261718173,4.798704934080483e-9,1.1876794711849196e-5,11.138558743806492,Up,TRUE
NEIL2KO_6h_ipsilateral_vs_contralateral,Nfatc2,18019,ENSMUSG00000027544,"nuclear factor of activated T cells, cytoplasmic, calcineurin dependent 2",2.539236614565141,9.982707341807394,21.805465607708904,5.638733693201915e-9,1.2560279301607265e-5,11.01012212877309,Up,TRUE
NEIL2KO_6h_ipsilateral_vs_contralateral,Csf1,12977,ENSMUSG00000014599,colony stimulating factor 1 (macrophage),2.9791170497004025,9.754897455286594,21.309838640011485,6.8821056107232954e-9,1.2896278865368268e-5,10.849659060058944,Up,TRUE
NEIL2KO_6h_ipsilateral_vs_contralateral,Emp1,13730,ENSMUSG00000030208,epithelial membrane protein 1,3.65481574082942,9.588718019321853,21.28659189010455,6.947490297841491e-9,1.2896278865368268e-5,10.841995451172686,Up,TRUE
NEIL2KO_6h_ipsilateral_vs_contralateral,Hmox1,15368,ENSMUSG00000005413,heme oxygenase 1,2.91455018187479,9.031951918175809,20.758216082620393,8.636808639178146e-9,1.4798839418284093e-5,10.664385494147897,Up,TRUE
NEIL2KO_6h_ipsilateral_vs_contralateral,Csrnp1,215418,ENSMUSG00000032515,cysteine-serine-rich nuclear protein 1,3.0396054654367557,8.625621427984669,20.283864346273877,1.054897656229637e-8,1.6784175208939402e-5,10.499170685267572,Up,TRUE
NEIL2KO_6h_ipsilateral_vs_contralateral,Nr4a1,15370,ENSMUSG00000023034,"nuclear receptor subfamily 4, group A, member 1",3.399706873916692,10.552988455498923,19.993802480313725,1.1947877834089244e-8,1.774259858362253e-5,10.395347505286566,Up,TRUE
NEIL2KO_6h_ipsilateral_vs_contralateral,Grin2b,14812,ENSMUSG00000030209,"glutamate receptor, ionotropic, NMDA2B (epsilon 2)",-2.1060211984874773,12.49980910803215,-18.98592359755573,1.8674290210183234e-8,2.599811340198947e-5,10.017155498064973,Down,TRUE
NEIL2KO_6h_ipsilateral_vs_contralateral,Plek,56193,ENSMUSG00000020120,pleckstrin,2.616700691098635,9.12846952376056,18.380810677533514,2.468779164826372e-8,3.234826817441614e-5,9.776271451636216,Up,TRUE
NEIL2KO_6h_ipsilateral_vs_contralateral,Nfkbiz,80859,ENSMUSG00000035356,"nuclear factor of kappa light polypeptide gene enhancer in B cells inhibitor, zeta",3.615959287526099,8.366250306622645,18.043876196275104,2.8950133024357846e-8,3.4027146817245954e-5,9.637357053476173,Up,TRUE
NEIL2KO_6h_ipsilateral_vs_contralateral,Arrdc3,105171,ENSMUSG00000074794,arrestin domain containing 3,2.0003809004977224,10.726880487587188,18.038513268310055,2.902427786880687e-8,3.4027146817245954e-5,9.635117417773461,Up,TRUE
NEIL2KO_6h_ipsilateral_vs_contralateral,Amotl2,56332,ENSMUSG00000032531,angiomotin-like 2,2.4570054091403044,9.832894288568454,17.872121215391214,3.143290116780283e-8,3.50083936756404e-5,9.565177520573709,Up,TRUE
