gene_symbol,group,log2FC,padj,direction
Gab1,Acc3_brainstem_GLP_1,-0.4276889975595983,1.3896357967012684e-07,DOWN
Hspa1b,Acc3_brainstem_GLP_1,-1.3358794505357152,1.887188338308157e-07,DOWN
Ddit4,Acc3_brainstem_GLP_1,0.6689391346587851,3.5244726347117815e-07,UP
Trib2,Acc3_brainstem_GLP_1,-0.3426028178415749,4.40531426174184e-07,DOWN
Dlc1,Acc3_brainstem_GLP_1,-0.2729444301223726,4.537199733388384e-07,DOWN
Dip2a,Acc3_brainstem_GLP_1,-0.2951603646650403,7.160675484209079e-07,DOWN
Mxd4,Acc3_brainstem_GLP_1,0.3166912550637242,7.245014053416167e-07,UP
Mt1,Acc3_brainstem_GLP_1,0.5203826027621455,7.974379113642013e-07,UP
Bmp2k,Acc3_brainstem_GLP_1,-0.3645314085832632,8.524534217755096e-07,DOWN
Usp31,Acc3_brainstem_GLP_1,-0.3271674842036888,1.2300227960230098e-06,DOWN
Pla2g3,Acc3_brainstem_GLP_1,0.7912921670285753,1.6514128447307787e-06,UP
Slc16a1,Acc3_brainstem_GLP_1,-0.304425327365476,1.6514128447307787e-06,DOWN
Dclre1b,Acc3_brainstem_GLP_1,0.464844271264584,1.6994815695487212e-06,UP
Angptl4,Acc3_brainstem_GLP_1,0.8889478326289029,1.8869992485246936e-06,UP
Sgk3,Acc3_brainstem_GLP_1,0.5694055114719483,1.929789847482484e-06,UP
Zfp36l2,Acc3_brainstem_GLP_1,-0.4061476196334423,2.3631498150114136e-06,DOWN
Tjp1,Acc3_brainstem_GLP_1,-0.2643146102563419,2.3631498150114136e-06,DOWN
Klf3,Acc3_brainstem_GLP_1,-0.3500818595032802,2.3713295994986817e-06,DOWN
Sult1a1,Acc3_brainstem_GLP_1,0.6266703146433322,3.0669390564935034e-06,UP
Tgfa,Acc3_brainstem_GLP_1,-0.3282583837029239,4.744543324798596e-06,DOWN
Slc35a5,Acc3_brainstem_GLP_1,-0.2522406189234862,4.744543324798596e-06,DOWN
Kat2b,Acc3_brainstem_GLP_1,-0.2964307070250123,9.672379379331752e-06,DOWN
Slc2a1,Acc3_brainstem_GLP_1,0.3857101820883283,1.077394622852162e-05,UP
Mbnl1,Acc3_brainstem_GLP_1,-0.2967308671333805,1.133425578397698e-05,DOWN
Rps8,Acc3_brainstem_GLP_1,0.2640532331029825,1.133425578397698e-05,UP
Mtmr10,Acc3_brainstem_GLP_1,-0.2796825544920319,1.3861376526316956e-05,DOWN
Efcab14,Acc3_brainstem_GLP_1,-0.3324941848800843,1.4167610380962437e-05,DOWN
Fmo2,Acc3_brainstem_GLP_1,0.7364897508428091,1.4563705863375152e-05,UP
Lrrc8b,Acc3_brainstem_GLP_1,-0.3992841856653334,1.4563705863375152e-05,DOWN
Lsm7,Acc3_brainstem_GLP_1,0.3006475906936259,1.4563705863375152e-05,UP
Adam10,Acc3_brainstem_GLP_1,-0.2962313450078674,1.663258416473109e-05,DOWN
Ednrb,Acc3_brainstem_GLP_1,-0.3935754291567052,1.970084313773904e-05,DOWN
Rab10,Acc3_brainstem_GLP_1,-0.2397106949199084,2.0920664749607468e-05,DOWN
Kdm6a,Acc3_brainstem_GLP_1,-0.3298738729805374,2.2340030826249623e-05,DOWN
Nrros,Acc3_brainstem_GLP_1,0.5280475885256788,2.262122470972745e-05,UP
Cpd,Acc3_brainstem_GLP_1,-0.4054974016376595,2.262122470972745e-05,DOWN
Qk,Acc3_brainstem_GLP_1,-0.364021338987605,2.3747368673037125e-05,DOWN
Itgav,Acc3_brainstem_GLP_1,-0.433223885359909,2.483392238418401e-05,DOWN
Mbnl2,Acc3_brainstem_GLP_1,-0.3225950596161899,2.483392238418401e-05,DOWN
Fam126a,Acc3_brainstem_GLP_1,-0.3036501864244103,2.579415226799393e-05,DOWN
Hspa5,Acc3_brainstem_GLP_1,-0.2380121882304768,3.119958001674611e-05,DOWN
Scd1,Acc3_brainstem_GLP_1,-0.22625938702865,3.3340980510806726e-05,DOWN
Sema6d,Acc3_brainstem_GLP_1,-0.3034608369092498,3.488258032491662e-05,DOWN
Nt5c3,Acc3_brainstem_GLP_1,0.2844702109067771,4.35165493286624e-05,UP
Gpm6b,Acc3_brainstem_GLP_1,-0.2837074357058073,4.557796306422264e-05,DOWN
Ttc9c,Acc3_brainstem_GLP_1,-0.2465749737012121,4.736068991756195e-05,DOWN
Chdh,Acc3_brainstem_GLP_1,-0.5012541760677138,5.147103905724013e-05,DOWN
Arl4d,Acc3_brainstem_GLP_1,0.9036669213248087,5.147818370108421e-05,UP
Map3k6,Acc3_brainstem_GLP_1,0.6695045793615323,5.147818370108421e-05,UP
Slain1,Acc3_brainstem_GLP_1,-0.3078648550473875,5.147818370108421e-05,DOWN
Mob3b,Acc3_brainstem_GLP_1,-0.3948561329794233,6.846252211564241e-05,DOWN
Fgd6,Acc3_brainstem_GLP_1,-0.3585964500708587,7.309488980658002e-05,DOWN
Inafm1,Acc3_brainstem_GLP_1,0.2140249485403121,7.309488980658002e-05,UP
Net1,Acc3_brainstem_GLP_1,0.6545036068616664,8.103196765966213e-05,UP
Rp9,Acc3_brainstem_GLP_1,0.2910181531803932,8.534026410111119e-05,UP
Stab1,Acc3_brainstem_GLP_1,0.3514705342196529,9.274273293872386e-05,UP
Rapgef3,Acc3_brainstem_GLP_1,0.2443704049466886,9.274273293872386e-05,UP
Trim36,Acc3_brainstem_GLP_1,-0.4770987113308251,9.557895792875036e-05,DOWN
Sox2,Acc3_brainstem_GLP_1,-0.4915509192474169,9.990348061487224e-05,DOWN
Pik3r1,Acc3_brainstem_GLP_1,-0.2159979665154926,9.990348061487224e-05,DOWN
Mertk,Acc3_brainstem_GLP_1,0.3076838022897877,0.0001002214260823,UP
Midn,Acc3_brainstem_GLP_1,-0.2008544544991927,0.0001046899507476,DOWN
Tceal3,Acc3_brainstem_GLP_1,0.2328837065884214,0.0001049647978371,UP
Edil3,Acc3_brainstem_GLP_1,-0.4419022006844547,0.0001053954046404,DOWN
Wwp1,Acc3_brainstem_GLP_1,-0.313775203793295,0.0001053954046404,DOWN
Cpeb2,Acc3_brainstem_GLP_1,-0.303406822175,0.0001053954046404,DOWN
Tmem41b,Acc3_brainstem_GLP_1,-0.2000776428354962,0.0001105038210648,DOWN
Arfrp1,Acc3_brainstem_GLP_1,0.2131298182480588,0.0001310268804673,UP
Rtn4,Acc3_brainstem_GLP_1,-0.2732702205145952,0.0001374521160637,DOWN
Rps15,Acc3_brainstem_GLP_1,0.2709944480121201,0.0001375230055395,UP
Atp13a3,Acc3_brainstem_GLP_1,-0.3563999883985796,0.0001421806055701,DOWN
Rps11,Acc3_brainstem_GLP_1,0.2303079711201722,0.0001457047505949,UP
Rps21,Acc3_brainstem_GLP_1,0.3073875335714501,0.0001460367385156,UP
Zfp804a,Acc3_brainstem_GLP_1,-0.3638042745354727,0.0001506024142373,DOWN
Sema6c,Acc3_brainstem_GLP_1,0.2744057779892015,0.0001506024142373,UP
Wnk1,Acc3_brainstem_GLP_1,-0.2190985018871129,0.0001540060804121,DOWN
Plekhf1,Acc3_brainstem_GLP_1,0.5258417507016953,0.0001652435298019,UP
Gatad2b,Acc3_brainstem_GLP_1,-0.2088927515112289,0.0001652435298019,DOWN
Rsrp1,Acc3_brainstem_GLP_1,0.2376086851858756,0.0001676389776871,UP
Matk,Acc3_brainstem_GLP_1,0.2712908808933019,0.0001676873774458,UP
Inka2,Acc3_brainstem_GLP_1,-0.4179775089322493,0.0001677059160756,DOWN
Rpl13,Acc3_brainstem_GLP_1,0.2310625544713161,0.0001705913413441,UP
Eps15,Acc3_brainstem_GLP_1,-0.2581106392578055,0.00017074606875,DOWN
Rnf141,Acc3_brainstem_GLP_1,-0.2771539467966397,0.0001709199048581,DOWN
Etl4,Acc3_brainstem_GLP_1,-0.3886949958053339,0.0001709862328487,DOWN
Ucp3,Acc3_brainstem_GLP_1,0.4433952007767529,0.0001766928151509,UP
Gm19439,Acc3_brainstem_GLP_1,0.5823573323365744,0.000178240238653,UP
Rpl17,Acc3_brainstem_GLP_1,0.2376712163440669,0.0001949716455824,UP
Enho,Acc3_brainstem_GLP_1,0.2737015814699858,0.0002109983807522,UP
Il1rap,Acc3_brainstem_GLP_1,-0.358267457243232,0.0002122437634756,DOWN
Hr,Acc3_brainstem_GLP_1,0.3649682446776662,0.000212865023186,UP
Nudt16l1,Acc3_brainstem_GLP_1,0.2406444508368754,0.0002157073100938,UP
Zbtb11,Acc3_brainstem_GLP_1,-0.2785721800456488,0.0002181539739046,DOWN
Secisbp2l,Acc3_brainstem_GLP_1,-0.3293154287674736,0.0002205717775239,DOWN
Mib1,Acc3_brainstem_GLP_1,-0.3003875035990067,0.0002205717775239,DOWN
Dgcr6,Acc3_brainstem_GLP_1,0.2554268023367332,0.0002205717775239,UP
Mpnd,Acc3_brainstem_GLP_1,0.2304351455776098,0.0002205717775239,UP
Fmnl2,Acc3_brainstem_GLP_1,-0.2251956449192928,0.0002205717775239,DOWN
Gm1673,Acc3_brainstem_GLP_1,0.274489858519316,0.0002225237111511,UP
Kcnk13,Acc3_brainstem_GLP_1,-0.3747903384267569,0.0002378727541847,DOWN
Enpp6,Acc3_brainstem_GLP_1,-0.412854886306473,0.0002417290564375,DOWN
Gdf1,Acc3_brainstem_GLP_1,0.7797513836555605,0.0002513645810677,UP
Rex1bd,Acc3_brainstem_GLP_1,0.2831488593505739,0.0002711654611786,UP
Ccdc107,Acc3_brainstem_GLP_1,0.277256081029995,0.000272230612507,UP
Mtmr4,Acc3_brainstem_GLP_1,-0.2344418403726796,0.0002739738394924,DOWN
Tnfaip6,Acc3_brainstem_GLP_1,-0.4341853291222276,0.0002771315718243,DOWN
Rpl24,Acc3_brainstem_GLP_1,0.2493141093861304,0.0002876553720831,UP
Rab30,Acc3_brainstem_GLP_1,-0.3160739483195907,0.0002892436137694,DOWN
Rnf13,Acc3_brainstem_GLP_1,-0.2801020120310032,0.0002892436137694,DOWN
Ilkap,Acc3_brainstem_GLP_1,0.2290376699461342,0.0002894213006358,UP
Ugt8a,Acc3_brainstem_GLP_1,-0.4121413097254192,0.0002988470057919,DOWN
Washc4,Acc3_brainstem_GLP_1,-0.2410925978423033,0.0003009803364129,DOWN
Zdhhc5,Acc3_brainstem_GLP_1,-0.2114314765951661,0.0003056019378516,DOWN
Tomm40l,Acc3_brainstem_GLP_1,0.210904489683414,0.0003087819072502,UP
Nr3c1,Acc3_brainstem_GLP_1,-0.3170746841445853,0.0003117091955385,DOWN
Caskin2,Acc3_brainstem_GLP_1,-0.2116917687414188,0.0003117091955385,DOWN
Stub1,Acc3_brainstem_GLP_1,0.2052779119110948,0.0003117091955385,UP
Selenom,Acc3_brainstem_GLP_1,0.2211221758415832,0.000312408219738,UP
Rpl41,Acc3_brainstem_GLP_1,0.3026177974898505,0.0003393213248875,UP
Robo1,Acc3_brainstem_GLP_1,-0.5523150234844774,0.0003480267128904,DOWN
Slitrk4,Acc3_brainstem_GLP_1,-0.3545095808742949,0.0003591204635635,DOWN
Atf7,Acc3_brainstem_GLP_1,-0.2228675288674196,0.0003591204635635,DOWN
Slc24a2,Acc3_brainstem_GLP_1,-0.3700340306962696,0.00036029449875,DOWN
Itgb8,Acc3_brainstem_GLP_1,-0.5256157738998501,0.000367554130933,DOWN
Cobll1,Acc3_brainstem_GLP_1,-0.3476400510762198,0.0003688651899152,DOWN
Hspa1a,Acc3_brainstem_GLP_1,-0.6386552717409382,0.0003899035777103,DOWN
Mrpl11,Acc3_brainstem_GLP_1,0.2600671723613681,0.0003921317309992,UP
Usp8,Acc3_brainstem_GLP_1,-0.2140051598375836,0.0003921317309992,DOWN
Manea,Acc3_brainstem_GLP_1,-0.3013915434831283,0.0003965299294972,DOWN
Bmpr1a,Acc3_brainstem_GLP_1,-0.2771964643991305,0.0003965299294972,DOWN
Itch,Acc3_brainstem_GLP_1,-0.2746817137063954,0.0004091980376656,DOWN
Tulp4,Acc3_brainstem_GLP_1,-0.2119264485300448,0.000428128436725,DOWN
Dus2,Acc3_brainstem_GLP_1,0.2349110255417838,0.0004304795925177,UP
Gramd3,Acc3_brainstem_GLP_1,-0.3359522274665033,0.000430723441444,DOWN
Dock1,Acc3_brainstem_GLP_1,-0.290155423632968,0.000430723441444,DOWN
Pip4p2,Acc3_brainstem_GLP_1,-0.2444163897651736,0.0004439252591924,DOWN
Rpl8,Acc3_brainstem_GLP_1,0.2325103472744455,0.000445110368757,UP
Smox,Acc3_brainstem_GLP_1,0.2054646367490057,0.000445110368757,UP
Tsc22d2,Acc3_brainstem_GLP_1,-0.2303913673596147,0.0004532445054225,DOWN
Nenf,Acc3_brainstem_GLP_1,0.2717047594851207,0.0004552424503095,UP
Miip,Acc3_brainstem_GLP_1,0.3243638735247714,0.0004596389657797,UP
Insc,Acc3_brainstem_GLP_1,-0.383788699548851,0.0004815846655858,DOWN
Gm14827,Acc3_brainstem_GLP_1,0.3766413505725722,0.0004815846655858,UP
Tmem141,Acc3_brainstem_GLP_1,0.2759160338418563,0.0004815846655858,UP
Pik3r3,Acc3_brainstem_GLP_1,-0.274335088897879,0.0004815846655858,DOWN
Tmem240,Acc3_brainstem_GLP_1,0.2721866225944084,0.0004815846655858,UP
Gspt1,Acc3_brainstem_GLP_1,-0.2535031874079276,0.0004815846655858,DOWN
Edf1,Acc3_brainstem_GLP_1,0.2039563042700234,0.0004815846655858,UP
Usp25,Acc3_brainstem_GLP_1,-0.2600666551163215,0.0004837631104568,DOWN
Tsfm,Acc3_brainstem_GLP_1,0.2157834344621746,0.00048728327845,UP
Fam13c,Acc3_brainstem_GLP_1,-0.2724314578419448,0.0004901128428678,DOWN
Ring1,Acc3_brainstem_GLP_1,0.2194188097303416,0.0004901128428678,UP
Bex2,Acc3_brainstem_GLP_1,0.232947998074496,0.0004909122906509,UP
D8ertd738e,Acc3_brainstem_GLP_1,0.2813482586656628,0.0004947756978214,UP
Tceal6,Acc3_brainstem_GLP_1,0.231470111248199,0.0005014314295562,UP
Selenow,Acc3_brainstem_GLP_1,0.2235165119665049,0.0005039611344803,UP
Zeb2,Acc3_brainstem_GLP_1,-0.2833452776957559,0.0005067349221434,DOWN
Dip2b,Acc3_brainstem_GLP_1,-0.2290877543777906,0.0005067349221434,DOWN
Il1r1,Acc3_brainstem_GLP_1,0.5919826720850012,0.0005079564797871,UP
Pfdn5,Acc3_brainstem_GLP_1,0.2528424863840618,0.00050923398862,UP
Epg5,Acc3_brainstem_GLP_1,-0.2518886222332204,0.0005182340488785,DOWN
Sox9,Acc3_brainstem_GLP_1,-0.3956755111248931,0.0005217948856285,DOWN
Kif1b,Acc3_brainstem_GLP_1,-0.3005443431261412,0.0005217948856285,DOWN
Lamp2,Acc3_brainstem_GLP_1,-0.2636677504495923,0.0005522270392267,DOWN
Lzts2,Acc3_brainstem_GLP_1,0.2224971309687175,0.0005649392556808,UP
Alkbh7,Acc3_brainstem_GLP_1,0.2512347035789183,0.0005714570303078,UP
Phlpp1,Acc3_brainstem_GLP_1,-0.3064101666040295,0.0005801943991727,DOWN
Gm10076,Acc3_brainstem_GLP_1,0.3279490224338973,0.0005805974237295,UP
Mt2,Acc3_brainstem_GLP_1,0.5033943387031521,0.0005822985320762,UP
Nipa1,Acc3_brainstem_GLP_1,-0.352108175676422,0.0005857760135905,DOWN
Tmem165,Acc3_brainstem_GLP_1,-0.2103755820222231,0.000587576876366,DOWN
Nufip2,Acc3_brainstem_GLP_1,-0.3529337205300376,0.0005911914226076,DOWN
Dalrd3,Acc3_brainstem_GLP_1,0.2103164607572155,0.0005980872243877,UP
Rhoq,Acc3_brainstem_GLP_1,-0.2507277677311292,0.0005991034972318,DOWN
Ccp110,Acc3_brainstem_GLP_1,-0.2240116243966386,0.0006180739691013,DOWN
Bmpr2,Acc3_brainstem_GLP_1,-0.2750576901656816,0.0006324958968808,DOWN
Resp18,Acc3_brainstem_GLP_1,0.2037644208890487,0.0006328965685486,UP
Gm21986,Acc3_brainstem_GLP_1,-0.6025101211398797,0.0006344169658007,DOWN
Hs3st1,Acc3_brainstem_GLP_1,-0.3112090428685121,0.000635378114488,DOWN
Kcna1,Acc3_brainstem_GLP_1,-0.5507930320190821,0.0006404313851288,DOWN
Acer2,Acc3_brainstem_GLP_1,0.4734220986971995,0.0006404313851288,UP
Lime1,Acc3_brainstem_GLP_1,0.3365128306413649,0.0006449621522444,UP
Gpatch4,Acc3_brainstem_GLP_1,0.3295212020519795,0.0006449791840134,UP
Kat6a,Acc3_brainstem_GLP_1,-0.2750281694798737,0.0006449791840134,DOWN
Plekho2,Acc3_brainstem_GLP_1,-0.2957813813089262,0.0006590372461056,DOWN
Znhit1,Acc3_brainstem_GLP_1,0.2277888632112709,0.0006629184327917,UP
Pdzd8,Acc3_brainstem_GLP_1,-0.3381243490391236,0.0006709982814502,DOWN
Mex3c,Acc3_brainstem_GLP_1,-0.315761149255372,0.0006709982814502,DOWN
Pold4,Acc3_brainstem_GLP_1,0.2342939835934661,0.0006799636608723,UP
Etv5,Acc3_brainstem_GLP_1,-0.2416148802931453,0.0006857452546385,DOWN
Tmem191c,Acc3_brainstem_GLP_1,0.2766670777083333,0.0007002622023369,UP
Tpp2,Acc3_brainstem_GLP_1,-0.2910531676831877,0.0007085677377012,DOWN
Nme1,Acc3_brainstem_GLP_1,0.204800873112453,0.0007223753994969,UP
Cltc,Acc3_brainstem_GLP_1,-0.297538479259828,0.0007267557183894,DOWN
Foxn3,Acc3_brainstem_GLP_1,-0.2114382265000303,0.0007312407068709,DOWN
Hecw2,Acc3_brainstem_GLP_1,-0.2929564271714732,0.0007330894051208,DOWN
Bach1,Acc3_brainstem_GLP_1,-0.2503912795921547,0.0007330894051208,DOWN
Cacnb4,Acc3_brainstem_GLP_1,-0.241938961508303,0.0007330894051208,DOWN
Ypel2,Acc3_brainstem_GLP_1,-0.2866408852465987,0.0007373869481539,DOWN
Rpl37,Acc3_brainstem_GLP_1,0.2595679965058501,0.0007379384190693,UP
Sel1l,Acc3_brainstem_GLP_1,-0.2320820728844748,0.0007617855378065,DOWN
Paxx,Acc3_brainstem_GLP_1,0.2513541287846462,0.0007672282694207,UP
Zbtb16,Acc3_brainstem_GLP_1,0.3419544661652199,0.0007672578054908,UP
Tomm6,Acc3_brainstem_GLP_1,0.2721981046962063,0.0007990776019716,UP
Nsrp1,Acc3_brainstem_GLP_1,0.2273083865160496,0.0007990776019716,UP
Snrpd1,Acc3_brainstem_GLP_1,0.2423461862293501,0.0008448664327361,UP
Megf10,Acc3_brainstem_GLP_1,-0.3791297129641479,0.0008529826669849,DOWN
Spg20,Acc3_brainstem_GLP_1,-0.2384207218450108,0.0008534855599235,DOWN
Gimap6,Acc3_brainstem_GLP_1,0.4456462511095602,0.000866094187959,UP
Cmtm3,Acc3_brainstem_GLP_1,0.3401370993949447,0.000866094187959,UP
Kptn,Acc3_brainstem_GLP_1,0.2614345453888569,0.000884221060578,UP
Frmd4b,Acc3_brainstem_GLP_1,-0.2599385866911436,0.0008896434751063,DOWN
Myo1e,Acc3_brainstem_GLP_1,-0.2885487032484879,0.0009370002244403,DOWN
Tmcc3,Acc3_brainstem_GLP_1,-0.2333842792686919,0.0009398226506324,DOWN
Fuom,Acc3_brainstem_GLP_1,0.2208833586615358,0.0009524997515191,UP
Ttll7,Acc3_brainstem_GLP_1,-0.290815540191369,0.0009647836482173,DOWN
Fau,Acc3_brainstem_GLP_1,0.2555412601421222,0.000965676435527,UP
Mef2a,Acc3_brainstem_GLP_1,-0.2023582057733281,0.000965676435527,DOWN
Pdpr,Acc3_brainstem_GLP_1,-0.4038682444857815,0.0010071903879647,DOWN
Chka,Acc3_brainstem_GLP_1,0.2187837039099126,0.0010071903879647,UP
Rhobtb3,Acc3_brainstem_GLP_1,-0.2644958097325234,0.001009346624797,DOWN
Coa3,Acc3_brainstem_GLP_1,0.2320626027137093,0.001009346624797,UP
Lipe,Acc3_brainstem_GLP_1,0.214762095491232,0.001009346624797,UP
Arhgap5,Acc3_brainstem_GLP_1,-0.4256907193189176,0.0010363941459754,DOWN
Rpl19,Acc3_brainstem_GLP_1,0.2012921076358005,0.0010489397344283,UP
Grasp,Acc3_brainstem_GLP_1,0.3117514546863998,0.0010516827665106,UP
Ppp1r14b,Acc3_brainstem_GLP_1,0.2563482413708507,0.0010516827665106,UP
Nt5c,Acc3_brainstem_GLP_1,0.2534791417859268,0.0010536936130877,UP
Irf2bpl,Acc3_brainstem_GLP_1,-0.2355043869310737,0.0010608445219318,DOWN
Cebpd,Acc3_brainstem_GLP_1,0.6218691611549924,0.0010664686263441,UP
Skil,Acc3_brainstem_GLP_1,-0.2497313278494896,0.0010668100227351,DOWN
Cops9,Acc3_brainstem_GLP_1,0.2908979488789682,0.0011551885566558,UP
Prrg1,Acc3_brainstem_GLP_1,-0.581763634440852,0.0011597900958505,DOWN
Dennd1b,Acc3_brainstem_GLP_1,-0.2858997963204875,0.0011597900958505,DOWN
Fem1c,Acc3_brainstem_GLP_1,-0.2571982286709725,0.0011597900958505,DOWN
Tfrc,Acc3_brainstem_GLP_1,-0.2160098766756738,0.0011746064700188,DOWN
Rgcc,Acc3_brainstem_GLP_1,0.4253834421442228,0.0011954337159704,UP
Zfp800,Acc3_brainstem_GLP_1,-0.4300129283270854,0.0011964514295516,DOWN
Ptp4a1,Acc3_brainstem_GLP_1,-0.2197844286216731,0.001223686257154,DOWN
Paqr5,Acc3_brainstem_GLP_1,0.4628942770924136,0.0012472372786591,UP
Wdr44,Acc3_brainstem_GLP_1,-0.4029832121884887,0.0012759757660037,DOWN
Nat9,Acc3_brainstem_GLP_1,0.2446230399051555,0.0012759757660037,UP
Hras,Acc3_brainstem_GLP_1,0.2116905265928662,0.0012759757660037,UP
Mrps12,Acc3_brainstem_GLP_1,0.2243185653214977,0.0012785205617902,UP
Abl2,Acc3_brainstem_GLP_1,-0.2157277298355272,0.0012899160153061,DOWN
Slmap,Acc3_brainstem_GLP_1,-0.2564396675347883,0.0012920103840252,DOWN
Apc,Acc3_brainstem_GLP_1,-0.2295529262622946,0.0013227535597382,DOWN
Larp4,Acc3_brainstem_GLP_1,-0.2776086570009652,0.0013325659497449,DOWN
Gpam,Acc3_brainstem_GLP_1,-0.2766592525198448,0.0013503866739434,DOWN
Bhlhe41,Acc3_brainstem_GLP_1,-0.2236306826615766,0.0013503866739434,DOWN
Rps24,Acc3_brainstem_GLP_1,0.2229691320342927,0.0013503866739434,UP
Prrx1,Acc3_brainstem_GLP_1,-0.4137493625676516,0.001355686914282,DOWN
Cdc42ep2,Acc3_brainstem_GLP_1,-0.2743500694499613,0.0013641431152137,DOWN
Sash1,Acc3_brainstem_GLP_1,-0.3303497112874761,0.0013820338886897,DOWN
