group,accession,region,treatment,gse,kind,symbol,symbol_key,log2FC,padj,direction
Acc3_brainstem_GLP_1,3,brainstem,GLP_1,GSE244607,gene_name,Ednrb,EDNRB,-0.3935754291567052,1.970084313773904e-05,DOWN
Acc3_brainstem_GLP_1,3,brainstem,GLP_1,GSE244607,gene_name,Rab10,RAB10,-0.2397106949199084,2.0920664749607468e-05,DOWN
Acc3_brainstem_GLP_1,3,brainstem,GLP_1,GSE244607,gene_name,Kdm6a,KDM6A,-0.3298738729805374,2.2340030826249623e-05,DOWN
Acc3_brainstem_GLP_1,3,brainstem,GLP_1,GSE244607,gene_name,Nrros,NRROS,0.5280475885256788,2.262122470972745e-05,UP
Acc3_brainstem_GLP_1,3,brainstem,GLP_1,GSE244607,gene_name,Cpd,CPD,-0.4054974016376595,2.262122470972745e-05,DOWN
Acc3_brainstem_GLP_1,3,brainstem,GLP_1,GSE244607,gene_name,Sort1,SORT1,-0.2967056409213763,2.338282066368173e-05,DOWN
Acc3_brainstem_GLP_1,3,brainstem,GLP_1,GSE244607,gene_name,Qk,QK,-0.364021338987605,2.3747368673037125e-05,DOWN
Acc3_brainstem_GLP_1,3,brainstem,GLP_1,GSE244607,gene_name,Fnbp1,FNBP1,-0.2371903426924021,2.399416790994288e-05,DOWN
Acc3_brainstem_GLP_1,3,brainstem,GLP_1,GSE244607,gene_name,Itgav,ITGAV,-0.433223885359909,2.483392238418401e-05,DOWN
Acc3_brainstem_GLP_1,3,brainstem,GLP_1,GSE244607,gene_name,Mbnl2,MBNL2,-0.3225950596161899,2.483392238418401e-05,DOWN
Acc3_brainstem_GLP_1,3,brainstem,GLP_1,GSE244607,gene_name,Fam126a,FAM126A,-0.3036501864244103,2.579415226799393e-05,DOWN
Acc3_brainstem_GLP_1,3,brainstem,GLP_1,GSE244607,gene_name,Hspa5,HSPA5,-0.2380121882304768,3.119958001674611e-05,DOWN
Acc3_brainstem_GLP_1,3,brainstem,GLP_1,GSE244607,gene_name,Scd1,SCD1,-0.22625938702865,3.3340980510806726e-05,DOWN
Acc3_brainstem_GLP_1,3,brainstem,GLP_1,GSE244607,gene_name,Sema6d,SEMA6D,-0.3034608369092498,3.488258032491662e-05,DOWN
Acc3_brainstem_GLP_1,3,brainstem,GLP_1,GSE244607,gene_name,Mcrip1,MCRIP1,0.2133467557608826,3.739905536477034e-05,UP
Acc3_brainstem_GLP_1,3,brainstem,GLP_1,GSE244607,gene_name,Nt5c3,NT5C3,0.2844702109067771,4.35165493286624e-05,UP
Acc3_brainstem_GLP_1,3,brainstem,GLP_1,GSE244607,gene_name,Serinc5,SERINC5,-0.3484914923974667,4.513780822883492e-05,DOWN
Acc3_brainstem_GLP_1,3,brainstem,GLP_1,GSE244607,gene_name,Gpm6b,GPM6B,-0.2837074357058073,4.557796306422264e-05,DOWN
Acc3_brainstem_GLP_1,3,brainstem,GLP_1,GSE244607,gene_name,Ttc9c,TTC9C,-0.2465749737012121,4.736068991756195e-05,DOWN
Acc3_brainstem_GLP_1,3,brainstem,GLP_1,GSE244607,gene_name,Chdh,CHDH,-0.5012541760677138,5.147103905724013e-05,DOWN
Acc3_brainstem_GLP_1,3,brainstem,GLP_1,GSE244607,gene_name,Arl4d,ARL4D,0.9036669213248087,5.147818370108421e-05,UP
Acc3_brainstem_GLP_1,3,brainstem,GLP_1,GSE244607,gene_name,Map3k6,MAP3K6,0.6695045793615323,5.147818370108421e-05,UP
