gene_symbol,mean_log2FC
0610009b22rik,0.05198454689478901
0610009e02rik,-0.4459230961511414
0610010f05rik,-0.31047820149031735
0610010k14rik,0.2857742089164869
0610012g03rik,0.40602980269613553
0610042g04rik,0.7591736369955379
1110004f10rik,-0.2151138343027455
1110008p14rik,0.36838835210832255
1110018n20rik,0.2594129640219367
1110025m09rik,0.16834669433497904
1110038b12rik,1.044195406728905
1110038f14rik,0.3990360058455617
1110059e24rik,-0.2368201511332567
1110059g10rik,0.01673262308854806
1110065p20rik,0.536598241463478
1190007i07rik,0.48332819142575456
1500002f19rik,0.8719796947916278
1500009c09rik,0.36322819992929245
1500009l16rik,-0.2480267100321391
1500011b03rik,0.2526701666889097
1500026h17rik,0.5954133472848542
1600012h06rik,-0.4363770044859341
1600020e01rik,0.2504297098288366
1700001l19rik,0.3067400852181085
1700003e16rik,0.2965630119109812
1700008j07rik,0.4849111033086496
1700008o03rik,0.6131178227399369
1700012d14rik,-0.5257421113287061
1700017b05rik,-0.301696353338472
1700020a23rik,1.6984516545298451
1700024g13rik,2.000880364949134
1700028k03rik,-0.4209234792332064
1700029j07rik,-0.3047427220829574
1700037c18rik,0.6928985529346888
1700047m11rik,-0.2937856361551798
1700049j03rik,2.3790196680736804
1700066m21rik,-0.4370030955341434
1700071m16rik,-0.4960724594428011
1700086o06rik,0.469468797972459
1700094d03rik,-0.4857276960185546
1700102p08rik,-0.720351734826683
1700112j16rik,0.4713160866225047
1700123o20rik,0.847044401666667
1810009a15rik,0.672383757763654
1810013l24rik,-0.12175590668049752
1810014b01rik,0.4655901899047312
1810026b05rik,-0.6787104310272803
1810030o07rik,-0.2026902551948518
1810037i17rik,0.4001171961223376
1810044d09rik,1.2462454412068884
1810058i24rik,0.4818741941606293
2010001a14rik,0.4550003060962092
2010315b03rik,-0.2440190942696373
2010320m18rik,0.3281884510621289
2210016f16rik,0.2414515122712075
2210016l21rik,0.28116164769122703
2210408f21rik,0.2678358497296338
2210408i21rik,-0.3321140633977646
2210416o15rik,1.0225369383121206
2210418o10rik,-1.6087555984481503
2300009a05rik,-0.07135752931899708
2310009b15rik,0.9308086201191303
2310011j03rik,0.26999338623715013
2310015a10rik,0.3030636652376838
2310022b05rik,-0.21826412158857034
2310033p09rik,0.2266386835018503
2310039h08rik,0.8383272054034354
2310040g24rik,1.1449456365532973
2310057m21rik,0.2583385453270431
2310075k07rik,0.8643122303700559
2410002f23rik,0.27559585792508856
2410006h16rik,0.13383510140338709
2510002d24rik,-0.2261215913369809
2510009e07rik,-0.2354199101675299
2510017j16rik,-0.61811648389012
2510022d24rik,0.5008984435501065
2600006k01rik,0.6768055496212356
2610001j05rik,0.09448368366534558
2610002m06rik,-0.2674462931566282
2610005l07rik,0.3632636216737223
2610008e11rik,-0.11812043046744108
2610035d17rik,0.3167274244560491
2610037d02rik,-0.5356593707029444
2610044o15rik8,-0.00933984913620825
2610301b20rik,-0.11358698527193847
2610306m01rik,0.4355852090475194
2610507b11rik,-0.2449725982785391
2700046g09rik,0.4594192393321765
2700049a03rik,-0.3409560872083905
2700081o15rik,0.3260091909
2810001g20rik,0.46095060078120453
2810004n23rik,0.4001499237389555
2810025m15rik,0.3106204403279899
2810029c07rik,0.3208884360421426
2810032g03rik,-0.2916494827588208
2810049e08rik,0.8414226501294318
2810410l24rik,0.7222222119387033
2810459m11rik,-0.3159921299042471
2900005j15rik,0.4712585701326902
2900009j06rik,0.8343639901412203
2900026a02rik,-0.2392921773894726
2900052l18rik,0.4751606658887382
2900060b14rik,1.5396025929258783
2900060l22rik,0.3244011585712217
2900064f13rik,-1.199546568815919
2900089d17rik,0.5219649501078587
2900092d14rik,0.425443176824003
2900093k20rik,0.7534103001408312
3000002c10rik,0.3938732231319858
3010026o09rik,0.25740722265
3110009e18rik,0.5638340623051875
3110039m20rik,0.4362169993088844
3110040n11rik,0.5954921500178428
3110070m22rik,0.8657080836361734
3110082i17rik,0.41316186260821663
3300002a11rik,2.64516175614298
3830406c13rik,-0.026639310034258595
3830408c21rik,0.3451980647207576
4632415l05rik,-0.2292474396287734
4732440d04rik,-0.4958227911355518
4732491k20rik,-0.6570609158618992
4831440e17rik,-0.4395664092973799
4833412k13rik,-0.5612565104557925
4833413g10rik,-0.2976552861716776
4833420g17rik,0.49659502125
4833438c02rik,0.6718092667548375
4833439f03rik,0.5069688265106645
4833439l19rik,0.07065661511234264
4921524j17rik,-0.3658980417172597
4930404h24rik,1.3407009433721535
4930404n11rik,-0.9395403754796088
4930405h06rik,3.895882294751636
4930413g21rik,0.6258999263641885
4930445k14rik,0.4074568348284324
4930447c04rik,-0.13477460883161785
4930451g09rik,0.3291082604432097
4930453n24rik,-0.2527331611504595
4930473a02rik,-1.9788348448129844
4930503l19rik,-0.07246136294022759
4930506c21rik,-0.4047433834006594
4930522l14rik,-0.006942721760932691
4930526i15rik,0.4002776178087439
4930570g19rik,-0.3629079149318963
4930579g18rik,-0.3026042735814199
4930579g24rik,0.6134475409183928
4930579k19rik,1.0302300450932602
4930598n05rik,-1.0036392510720709
4931406c07rik,0.2372882308499631
4931408d14rik,1.373501192667053
4931422a03rik,1.5559320946594142
4931428f04rik,-0.2690595163584233
4931440f15rik,-0.27123862515
4932438a13rik,0.2480480672458898
4933404o12rik,-0.2315428441466844
