gene_symbol,n_groups,predominant_direction,n_up,n_down,mean_log2FC,groups
Fkbp5,12,UP,12,0,0.8321640859125016,Acc3_accumbens_GLP_1;Acc3_brainstem_GLP_1;Acc3_brainstem_GLP_1_MK_801;Acc3_hypothalamus_GLP_1_MK_801;Acc5_nts_IP118_PY115;Acc5_pvn_IP118_PY115;Acc6_mbh_AC3174;Acc6_mbh_COMBO;Acc8_frontalcortex_ST_A_Ex;Acc8_frontalcortex_ST_A_Ex_KD;Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
Plin4,9,UP,9,0,1.382484292676555,Acc10_hippocampus_Ex4_Pre_TBI;Acc3_accumbens_GLP_1;Acc3_brainstem_GLP_1;Acc3_brainstem_GLP_1_MK_801;Acc3_hypothalamus_GLP_1_MK_801;Acc8_frontalcortex_ST_A_Ex;Acc8_frontalcortex_ST_A_Ex_KD;Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
Hif3a,9,UP,9,0,0.8990094968985244,Acc3_accumbens_GLP_1;Acc3_brainstem_GLP_1;Acc3_brainstem_GLP_1_MK_801;Acc3_hypothalamus_GLP_1_MK_801;Acc3_hypothalamus_conjugate_2;Acc5_arc_IP118_PY115;Acc5_nts_IP118_PY115;Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
Rbm3,9,UP,6,3,0.22063723052664702,Acc10_hippocampus_Ex4_Po_t_TBI;Acc10_hippocampus_Ex4_Pre_TBI;Acc10_hippocampus_Exendin4;Acc3_brainstem_GLP_1;Acc3_brainstem_GLP_1_MK_801;Acc3_hypothalamus_GLP_1_MK_801;Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD;Acc8_hypothalamus_LT_A_Ex
Mpp5,9,DOWN,1,8,-0.24174175293387823,Acc10_hippocampus_Ex4_Po_t_TBI;Acc10_hippocampus_Ex4_Pre_TBI;Acc11_hippocampus_Ex4;Acc11_hippocampus_Ex4_mTBI;Acc3_brainstem_GLP_1;Acc3_brainstem_GLP_1_MK_801;Acc3_hypothalamus_GLP_1_MK_801;Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
Xdh,8,UP,8,0,0.7290676352468002,Acc10_hippocampus_Ex4_Pre_TBI;Acc3_accumbens_GLP_1;Acc3_brainstem_GLP_1;Acc3_brainstem_GLP_1_MK_801;Acc3_hypothalamus_GLP_1;Acc3_hypothalamus_GLP_1_MK_801;Acc8_frontalcortex_ST_A_Ex;Acc8_hippocampus_ST_A_Ex
Cdkn1a,8,UP,5,3,0.5787234060592998,Acc10_hippocampus_Ex4_Po_t_TBI;Acc10_hippocampus_Ex4_Pre_TBI;Acc10_hippocampus_Exendin4;Acc3_accumbens_GLP_1;Acc3_brainstem_GLP_1;Acc5_arc_IP118_PY115;Acc5_nts_IP118_PY115;Acc5_pvn_IP118_PY115
Vstm2a,8,DOWN,1,7,-0.24037867666883211,Acc10_hippocampus_Ex4_Po_t_TBI;Acc10_hippocampus_Ex4_Pre_TBI;Acc11_hippocampus_Ex4_mTBI;Acc3_brainstem_GLP_1;Acc3_brainstem_GLP_1_MK_801;Acc3_hypothalamus_GLP_1_MK_801;Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
Ednrb,8,DOWN,0,8,-0.4194065269906772,Acc10_hippocampus_Ex4_Po_t_TBI;Acc10_hippocampus_Ex4_Pre_TBI;Acc11_hippocampus_Ex4_mTBI;Acc3_brainstem_GLP_1;Acc3_hypothalamus_GLP_1_MK_801;Acc8_frontalcortex_ST_A_Ex;Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
Cd53,7,UP,6,1,4.339430567899964,Acc11_hippocampus_Ex4;Acc11_hippocampus_Ex4_mTBI;Acc3_hypothalamus_GLP_1_MK_801;Acc6_mbh_AC3174;Acc6_mbh_AC710222;Acc6_mbh_COMBO;Acc8_hypothalamus_LT_A_Ex
Msantd2,7,UP,4,3,2.15899109320343,Acc3_brainstem_GLP_1;Acc3_brainstem_GLP_1_MK_801;Acc3_hypothalamus_GLP_1_MK_801;Acc3_hypothalamus_conjugate_2;Acc6_mbh_AC3174;Acc6_mbh_AC710222;Acc6_mbh_COMBO
Mertk,7,UP,7,0,1.4320253568647223,Acc3_brainstem_GLP_1;Acc3_brainstem_GLP_1_MK_801;Acc3_hypothalamus_GLP_1_MK_801;Acc5_arc_IP118_PY115;Acc5_nts_IP118_PY115;Acc5_pvn_IP118_PY115;Acc6_mbh_AC710222
Map3k6,7,UP,7,0,0.7261603478665091,Acc3_accumbens_GLP_1;Acc3_brainstem_GLP_1;Acc3_hypothalamus_GLP_1_MK_801;Acc3_hypothalamus_conjugate_2;Acc5_nts_IP118_PY115;Acc5_pvn_IP118_PY115;Acc8_hippocampus_ST_A_Ex
Zbtb16,7,UP,6,1,0.575160418772313,Acc3_accumbens_GLP_1;Acc3_brainstem_GLP_1;Acc3_brainstem_GLP_1_MK_801;Acc3_hypothalamus_GLP_1_MK_801;Acc5_arc_IP118_PY115;Acc5_pvn_IP118_PY115;Acc8_hypothalamus_LT_A_Ex
Dbp,7,UP,6,1,0.446249133362194,Acc10_hippocampus_Ex4_Po_t_TBI;Acc10_hippocampus_Ex4_Pre_TBI;Acc10_hippocampus_Exendin4;Acc3_hypothalamus_GLP_1_MK_801;Acc5_pvn_IP118_PY115;Acc8_frontalcortex_ST_A_Ex_KD;Acc8_hippocampus_ST_A_Ex_KD
Ank3,7,UP,4,3,0.10870759888609946,Acc10_hippocampus_Ex4_Po_t_TBI;Acc10_hippocampus_Ex4_Pre_TBI;Acc11_hippocampus_Ex4_mTBI;Acc3_brainstem_GLP_1;Acc3_brainstem_GLP_1_MK_801;Acc3_hypothalamus_GLP_1_MK_801;Acc3_hypothalamus_conjugate_2
Epm2aip1,7,DOWN,3,4,0.014227236039885707,Acc11_hippocampus_Ex4;Acc11_hippocampus_Ex4_mTBI;Acc3_brainstem_GLP_1;Acc3_brainstem_GLP_1_MK_801;Acc3_hypothalamus_GLP_1_MK_801;Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
Tjp1,7,DOWN,3,4,0.006414158953627165,Acc11_hippocampus_Ex4;Acc11_hippocampus_Ex4_mTBI;Acc3_brainstem_GLP_1;Acc3_brainstem_GLP_1_MK_801;Acc8_frontalcortex_ST_A_Ex;Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
Fam126b,7,DOWN,1,6,-0.26106169618338804,Acc10_hippocampus_Ex4_Po_t_TBI;Acc10_hippocampus_Ex4_Pre_TBI;Acc11_hippocampus_Ex4_mTBI;Acc3_brainstem_GLP_1;Acc3_brainstem_GLP_1_MK_801;Acc3_hypothalamus_GLP_1_MK_801;Acc8_hippocampus_ST_A_Ex
Homer1,7,DOWN,1,6,-0.26661801437016086,Acc10_hippocampus_Ex4_Pre_TBI;Acc10_hippocampus_Exendin4;Acc3_brainstem_GLP_1_MK_801;Acc8_frontalcortex_ST_A_Ex;Acc8_frontalcortex_ST_A_Ex_KD;Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
Papola,7,DOWN,0,7,-0.27570750351867407,Acc10_hippocampus_Ex4_Po_t_TBI;Acc10_hippocampus_Ex4_Pre_TBI;Acc11_hippocampus_Ex4_mTBI;Acc3_hypothalamus_GLP_1_MK_801;Acc8_frontalcortex_ST_A_Ex;Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
Gramd3,7,DOWN,1,6,-0.27950197714469616,Acc3_brainstem_GLP_1;Acc3_hypothalamus_GLP_1_MK_801;Acc8_frontalcortex_ST_A_Ex;Acc8_frontalcortex_ST_A_Ex_KD;Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD;Acc8_hypothalamus_LT_A_Ex
Stam,7,DOWN,0,7,-0.2904601662458357,Acc10_hippocampus_Ex4_Po_t_TBI;Acc10_hippocampus_Ex4_Pre_TBI;Acc11_hippocampus_Ex4_mTBI;Acc3_brainstem_GLP_1;Acc3_hypothalamus_GLP_1_MK_801;Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
Nr4a3,7,DOWN,1,6,-0.31427333719612977,Acc10_hippocampus_Ex4_Po_t_TBI;Acc10_hippocampus_Ex4_Pre_TBI;Acc3_hypothalamus_GLP_1_MK_801;Acc5_nts_IP118_PY115;Acc8_frontalcortex_ST_A_Ex;Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
Tmem47,7,DOWN,1,6,-0.35276876999047396,Acc10_hippocampus_Ex4_Po_t_TBI;Acc10_hippocampus_Ex4_Pre_TBI;Acc3_brainstem_GLP_1_MK_801;Acc3_hypothalamus_GLP_1_MK_801;Acc8_frontalcortex_ST_A_Ex;Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
Hspa1a,7,DOWN,0,7,-0.5921610393802871,Acc10_hippocampus_Ex4_Po_t_TBI;Acc10_hippocampus_Ex4_Pre_TBI;Acc3_brainstem_GLP_1;Acc3_brainstem_GLP_1_MK_801;Acc3_hypothalamus_GLP_1_MK_801;Acc3_hypothalamus_conjugate_2;Acc8_hypothalamus_LT_A_Ex
Ccdc9b,6,UP,5,1,5.41883090451594,Acc3_hypothalamus_GLP_1_MK_801;Acc6_mbh_AC3174;Acc6_mbh_AC710222;Acc6_mbh_COMBO;Acc8_hippocampus_ST_A_Ex;Acc8_hypothalamus_LT_A_Ex
Slc4a7,6,UP,3,3,3.835920433509731,Acc3_hypothalamus_GLP_1_MK_801;Acc6_mbh_AC3174;Acc6_mbh_AC710222;Acc6_mbh_COMBO;Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
Zfp52,6,UP,3,3,2.8228837863579987,Acc3_hypothalamus_GLP_1_MK_801;Acc6_mbh_AC710222;Acc6_mbh_COMBO;Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD;Acc8_hypothalamus_LT_A_Ex
Zfp771,6,UP,3,3,2.369315981277101,Acc11_hippocampus_Ex4;Acc6_mbh_AC3174;Acc6_mbh_AC710222;Acc6_mbh_COMBO;Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
Sgpp1,6,DOWN,2,4,1.2913478839027517,Acc3_brainstem_GLP_1;Acc3_hypothalamus_GLP_1_MK_801;Acc6_mbh_AC3174;Acc6_mbh_COMBO;Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
Bmpr2,6,DOWN,2,4,1.1258402324758798,Acc3_brainstem_GLP_1;Acc3_brainstem_GLP_1_MK_801;Acc3_hypothalamus_GLP_1_MK_801;Acc6_mbh_COMBO;Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
Ubqln1,6,UP,3,3,1.0876337411172523,Acc10_hippocampus_Ex4_Po_t_TBI;Acc10_hippocampus_Ex4_Pre_TBI;Acc11_hippocampus_Ex4_mTBI;Acc6_mbh_AC3174;Acc6_mbh_AC710222;Acc6_mbh_COMBO
Cnksr2,6,UP,6,0,0.9116621671888496,Acc11_hippocampus_Ex4;Acc11_hippocampus_Ex4_mTBI;Acc3_brainstem_GLP_1_MK_801;Acc5_pvn_IP118_PY115;Acc6_mbh_AC3174;Acc6_mbh_COMBO
Arl4d,6,UP,6,0,0.8873665220961525,Acc3_accumbens_GLP_1;Acc3_brainstem_GLP_1;Acc5_arc_IP118_PY115;Acc5_pvn_IP118_PY115;Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
Arrdc2,6,UP,6,0,0.761320643051867,Acc3_accumbens_GLP_1;Acc3_brainstem_GLP_1;Acc3_hypothalamus_GLP_1_MK_801;Acc5_nts_IP118_PY115;Acc8_frontalcortex_ST_A_Ex;Acc8_hippocampus_ST_A_Ex
Rap1b,6,UP,3,3,0.47188637943502715,Acc3_hypothalamus_GLP_1_MK_801;Acc6_mbh_AC3174;Acc6_mbh_COMBO;Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD;Acc8_hypothalamus_LT_A_Ex
Rps27,6,UP,5,1,0.3786904023866659,Acc3_brainstem_GLP_1;Acc3_brainstem_GLP_1_MK_801;Acc3_hypothalamus_GLP_1_MK_801;Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD;Acc8_hypothalamus_LT_A_Ex
Klf15,6,UP,6,0,0.3696180465096692,Acc3_brainstem_GLP_1;Acc5_arc_IP118_PY115;Acc5_nts_IP118_PY115;Acc8_frontalcortex_ST_A_Ex_KD;Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
Rps9,6,UP,5,1,0.3308949533586159,Acc11_hippocampus_Ex4;Acc11_hippocampus_Ex4_mTBI;Acc3_brainstem_GLP_1;Acc3_brainstem_GLP_1_MK_801;Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
Hspe1,6,UP,3,3,0.1625700930493162,Acc11_hippocampus_Ex4_mTBI;Acc3_hypothalamus_GLP_1_MK_801;Acc3_hypothalamus_conjugate_2;Acc8_frontalcortex_LT_A_Ex;Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
Pom121,6,UP,4,2,0.12565974746847675,Acc11_hippocampus_Ex4;Acc11_hippocampus_Ex4_mTBI;Acc3_brainstem_GLP_1_MK_801;Acc3_hypothalamus_GLP_1_MK_801;Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
Kif1b,6,DOWN,2,4,0.10646437545027192,Acc10_hippocampus_Ex4_Po_t_TBI;Acc10_hippocampus_Ex4_Pre_TBI;Acc10_hippocampus_Exendin4;Acc3_brainstem_GLP_1;Acc3_brainstem_GLP_1_MK_801;Acc6_mbh_AC3174
Aldh6a1,6,UP,3,3,0.06102844081679932,Acc11_hippocampus_Ex4;Acc11_hippocampus_Ex4_mTBI;Acc3_brainstem_GLP_1;Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD;Acc8_hypothalamus_LT_A_Ex
Fosb,6,DOWN,2,4,0.050899112753497226,Acc10_hippocampus_Ex4_Po_t_TBI;Acc10_hippocampus_Ex4_Pre_TBI;Acc10_hippocampus_Exendin4;Acc3_brainstem_GLP_1;Acc5_pvn_IP118_PY115;Acc8_hippocampus_ST_A_Ex
Srp54a,6,DOWN,2,4,0.032925538254476444,Acc10_hippocampus_Ex4_Po_t_TBI;Acc10_hippocampus_Ex4_Pre_TBI;Acc11_hippocampus_Ex4_mTBI;Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD;Acc8_hypothalamus_LT_A_Ex
Kcna1,6,DOWN,2,4,0.009762214648350684,Acc10_hippocampus_Ex4_Po_t_TBI;Acc10_hippocampus_Ex4_Pre_TBI;Acc3_brainstem_GLP_1;Acc3_brainstem_GLP_1_MK_801;Acc3_hypothalamus_conjugate_2;Acc8_hippocampus_ST_A_Ex
Mtmr1,6,UP,3,3,-0.006136419933536271,Acc11_hippocampus_Ex4;Acc11_hippocampus_Ex4_mTBI;Acc3_hypothalamus_GLP_1_MK_801;Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD;Acc8_hypothalamus_LT_A_Ex
Klhl11,6,UP,3,3,-0.018669383833397984,Acc3_brainstem_GLP_1;Acc3_brainstem_GLP_1_MK_801;Acc3_hypothalamus_GLP_1_MK_801;Acc3_hypothalamus_conjugate_2;Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
Srsf10,6,DOWN,2,4,-0.036216348320290866,Acc3_hypothalamus_GLP_1_MK_801;Acc6_dvc_COMBO;Acc8_frontalcortex_ST_A_Ex;Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD;Acc8_hypothalamus_LT_A_Ex
Eif4g2,6,DOWN,2,4,-0.0617806099733843,Acc10_hippocampus_Ex4_Po_t_TBI;Acc11_hippocampus_Ex4;Acc11_hippocampus_Ex4_mTBI;Acc3_hypothalamus_GLP_1_MK_801;Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
Bmpr1a,6,DOWN,2,4,-0.07891107384509836,Acc11_hippocampus_Ex4;Acc11_hippocampus_Ex4_mTBI;Acc3_brainstem_GLP_1;Acc3_hypothalamus_GLP_1_MK_801;Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
Atp2b2,6,DOWN,2,4,-0.10445343691150322,Acc10_hippocampus_Ex4_Po_t_TBI;Acc10_hippocampus_Ex4_Pre_TBI;Acc3_brainstem_GLP_1;Acc3_brainstem_GLP_1_MK_801;Acc3_hypothalamus_GLP_1_MK_801;Acc8_hippocampus_ST_A_Ex
Ivns1abp,6,DOWN,1,5,-0.16389913603324022,Acc10_hippocampus_Ex4_Po_t_TBI;Acc10_hippocampus_Ex4_Pre_TBI;Acc3_hypothalamus_GLP_1_MK_801;Acc5_arc_IP118_PY115;Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
Gsk3b,6,DOWN,1,5,-0.17432550847486883,Acc10_hippocampus_Ex4_Po_t_TBI;Acc10_hippocampus_Ex4_Pre_TBI;Acc3_brainstem_GLP_1;Acc3_brainstem_GLP_1_MK_801;Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
Kcnd2,6,DOWN,1,5,-0.19021955437536708,Acc10_hippocampus_Ex4_Po_t_TBI;Acc10_hippocampus_Ex4_Pre_TBI;Acc3_brainstem_GLP_1;Acc3_brainstem_GLP_1_MK_801;Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
Sobp,6,DOWN,1,5,-0.21191203273501177,Acc10_hippocampus_Ex4_Po_t_TBI;Acc10_hippocampus_Ex4_Pre_TBI;Acc11_hippocampus_Ex4;Acc3_brainstem_GLP_1_MK_801;Acc8_hippocampus_ST_A_Ex;Acc8_hypothalamus_LT_A_Ex
Kbtbd7,6,DOWN,1,5,-0.2273273932253418,Acc11_hippocampus_Ex4_mTBI;Acc3_brainstem_GLP_1;Acc3_brainstem_GLP_1_MK_801;Acc3_hypothalamus_GLP_1_MK_801;Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
Dusp4,6,DOWN,1,5,-0.25197297611341835,Acc10_hippocampus_Ex4_Po_t_TBI;Acc10_hippocampus_Exendin4;Acc3_brainstem_GLP_1;Acc3_brainstem_GLP_1_MK_801;Acc8_frontalcortex_ST_A_Ex;Acc8_hippocampus_ST_A_Ex
Fos,6,DOWN,1,5,-0.2606512323917716,Acc10_hippocampus_Ex4_Po_t_TBI;Acc10_hippocampus_Ex4_Pre_TBI;Acc10_hippocampus_Exendin4;Acc3_brainstem_GLP_1;Acc5_nts_IP118_PY115;Acc8_hippocampus_ST_A_Ex
Chm,6,DOWN,1,5,-0.2708778081062225,Acc11_hippocampus_Ex4_mTBI;Acc3_brainstem_GLP_1;Acc3_brainstem_GLP_1_MK_801;Acc3_hypothalamus_GLP_1_MK_801;Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
Mef2a,6,DOWN,0,6,-0.27619739403248095,Acc10_hippocampus_Ex4_Po_t_TBI;Acc10_hippocampus_Ex4_Pre_TBI;Acc11_hippocampus_Ex4_mTBI;Acc3_brainstem_GLP_1;Acc3_hypothalamus_GLP_1_MK_801;Acc8_hippocampus_ST_A_Ex
Sox2,6,DOWN,1,5,-0.2816881826447384,Acc11_hippocampus_Ex4;Acc11_hippocampus_Ex4_mTBI;Acc3_brainstem_GLP_1;Acc3_hypothalamus_GLP_1_MK_801;Acc5_arc_IP118_PY115;Acc5_pvn_IP118_PY115
Edil3,6,DOWN,1,5,-0.28710764975856423,Acc11_hippocampus_Ex4_mTBI;Acc3_brainstem_GLP_1;Acc3_brainstem_GLP_1_MK_801;Acc3_hypothalamus_GLP_1_MK_801;Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
Spred1,6,DOWN,1,5,-0.2945003044912384,Acc3_brainstem_GLP_1;Acc3_brainstem_GLP_1_MK_801;Acc3_hypothalamus_GLP_1_MK_801;Acc8_frontalcortex_ST_A_Ex;Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
Atf2,6,DOWN,0,6,-0.30383379660137777,Acc10_hippocampus_Ex4_Po_t_TBI;Acc10_hippocampus_Ex4_Pre_TBI;Acc11_hippocampus_Ex4_mTBI;Acc3_hypothalamus_GLP_1_MK_801;Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
Cacnb4,6,DOWN,0,6,-0.3223760436019577,Acc10_hippocampus_Ex4_Po_t_TBI;Acc10_hippocampus_Ex4_Pre_TBI;Acc11_hippocampus_Ex4_mTBI;Acc3_brainstem_GLP_1;Acc3_hypothalamus_GLP_1_MK_801;Acc8_hippocampus_ST_A_Ex
Ube3a,6,DOWN,0,6,-0.3264348010205303,Acc10_hippocampus_Ex4_Po_t_TBI;Acc10_hippocampus_Ex4_Pre_TBI;Acc11_hippocampus_Ex4_mTBI;Acc3_brainstem_GLP_1;Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
Trim59,6,DOWN,1,5,-0.37470443003424436,Acc3_accumbens_GLP_1;Acc3_brainstem_GLP_1;Acc3_hypothalamus_GLP_1_MK_801;Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD;Acc8_hypothalamus_LT_A_Ex
Cav1,6,DOWN,0,6,-0.39912774532831624,Acc3_brainstem_GLP_1_MK_801;Acc3_hypothalamus_GLP_1_MK_801;Acc8_frontalcortex_ST_A_Ex;Acc8_frontalcortex_YA_Ex;Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
Echdc2,5,UP,5,0,6.957791662312391,Acc6_mbh_AC3174;Acc6_mbh_AC710222;Acc6_mbh_COMBO;Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
Atp11c,5,UP,3,2,6.318114249621972,Acc3_brainstem_GLP_1;Acc3_hypothalamus_GLP_1_MK_801;Acc6_mbh_AC3174;Acc6_mbh_AC710222;Acc6_mbh_COMBO
Acvr1c,5,UP,3,2,4.227609112788498,Acc3_brainstem_GLP_1;Acc6_mbh_AC3174;Acc6_mbh_AC710222;Acc6_mbh_COMBO;Acc8_hippocampus_ST_A_Ex
Tmem160,5,UP,5,0,1.8584464804758938,Acc6_mbh_AC3174;Acc6_mbh_AC710222;Acc6_mbh_COMBO;Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
Fance,5,UP,5,0,1.3291741776512873,Acc6_mbh_AC3174;Acc6_mbh_AC710222;Acc6_mbh_COMBO;Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
Zfyve9,5,UP,3,2,1.087397502196747,Acc3_brainstem_GLP_1;Acc6_mbh_AC3174;Acc6_mbh_AC710222;Acc6_mbh_COMBO;Acc8_hippocampus_ST_A_Ex
Glrx5,5,UP,5,0,1.082822738851617,Acc3_brainstem_GLP_1;Acc6_mbh_AC3174;Acc6_mbh_COMBO;Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
Hras,5,UP,5,0,0.8743098337772472,Acc3_brainstem_GLP_1;Acc6_mbh_AC3174;Acc6_mbh_COMBO;Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
Mt2,5,UP,5,0,0.8279362157476047,Acc3_brainstem_GLP_1;Acc3_hypothalamus_GLP_1_MK_801;Acc5_nts_IP118_PY115;Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
Chka,5,UP,3,2,0.785675477954391,Acc3_brainstem_GLP_1;Acc6_mbh_AC3174;Acc6_mbh_COMBO;Acc8_frontalcortex_ST_A_Ex;Acc8_frontalcortex_ST_A_Ex_KD
Sult1a1,5,UP,5,0,0.6084876025848638,Acc3_accumbens_GLP_1;Acc3_brainstem_GLP_1;Acc3_hypothalamus_GLP_1_MK_801;Acc5_nts_IP118_PY115;Acc8_hippocampus_ST_A_Ex
Tmem65,5,DOWN,2,3,0.591861986366949,Acc3_hypothalamus_GLP_1_MK_801;Acc6_mbh_AC3174;Acc6_mbh_COMBO;Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
Slmap,5,UP,3,2,0.573920644555446,Acc11_hippocampus_Ex4;Acc3_brainstem_GLP_1;Acc6_mbh_AC3174;Acc6_mbh_COMBO;Acc8_hippocampus_ST_A_Ex
Lnpep,5,UP,3,2,0.5567165307632145,Acc3_brainstem_GLP_1;Acc3_brainstem_GLP_1_MK_801;Acc3_hypothalamus_GLP_1_MK_801;Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
Mxd4,5,UP,4,1,0.5406631255339737,Acc3_brainstem_GLP_1;Acc5_nts_IP118_PY115;Acc6_mbh_AC3174;Acc6_mbh_COMBO;Acc8_hypothalamus_LT_A_Ex
Bex1,5,UP,5,0,0.5193204048492062,Acc3_brainstem_GLP_1;Acc3_hypothalamus_GLP_1_MK_801;Acc8_frontalcortex_ST_A_Ex;Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
Tmem256,5,UP,4,1,0.48643468213460056,Acc3_brainstem_GLP_1;Acc3_brainstem_GLP_1_MK_801;Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD;Acc8_hypothalamus_LT_A_Ex
Ndufa5,5,UP,4,1,0.47458190588964017,Acc11_hippocampus_Ex4_mTBI;Acc3_brainstem_GLP_1;Acc3_brainstem_GLP_1_MK_801;Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
Atp5mpl,5,UP,4,1,0.4566785283428053,Acc3_brainstem_GLP_1;Acc3_brainstem_GLP_1_MK_801;Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD;Acc8_hypothalamus_LT_A_Ex
Ndufb9,5,UP,4,1,0.45054409959322506,Acc11_hippocampus_Ex4;Acc11_hippocampus_Ex4_mTBI;Acc3_brainstem_GLP_1_MK_801;Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
Polr2k,5,UP,4,1,0.3895330177600022,Acc3_brainstem_GLP_1;Acc3_brainstem_GLP_1_MK_801;Acc3_hypothalamus_GLP_1_MK_801;Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
Nadk2,5,DOWN,2,3,0.3894611577743605,Acc3_hypothalamus_GLP_1_MK_801;Acc6_dvc_AC3174;Acc6_dvc_COMBO;Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
Kcna5,5,UP,4,1,0.3608701594312326,Acc3_brainstem_GLP_1;Acc3_hypothalamus_GLP_1_MK_801;Acc5_pvn_IP118_PY115;Acc8_hippocampus_ST_A_Ex;Acc8_hypothalamus_LT_A_Ex
Glul,5,UP,5,0,0.36007420199527995,Acc11_hippocampus_Ex4;Acc11_hippocampus_Ex4_mTBI;Acc3_hypothalamus_GLP_1_MK_801;Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
