gene_symbol,n_groups,predominant_direction,n_up,n_down,mean_log2FC,groups
Snap23,3,DOWN,1,2,-0.14682108140702543,Acc3_hypothalamus_GLP_1_MK_801;Acc8_hippocampus_ST_A_Ex;Acc8_hypothalamus_LT_A_Ex
Pdk4,3,DOWN,1,2,-0.14918884350146053,Acc3_brainstem_GLP_1;Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
Snx14,3,DOWN,1,2,-0.15026811946598784,Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD;Acc8_hypothalamus_LT_A_Ex
6530402f18rik,3,DOWN,1,2,-0.15336591891207807,Acc3_brainstem_GLP_1;Acc3_brainstem_GLP_1_MK_801;Acc8_hippocampus_ST_A_Ex
Gkap1,3,DOWN,1,2,-0.1534901256,Acc10_hippocampus_Ex4_Po_t_TBI;Acc10_hippocampus_Ex4_Pre_TBI;Acc11_hippocampus_Ex4
Smg1,3,DOWN,1,2,-0.1536925437592085,Acc11_hippocampus_Ex4_mTBI;Acc3_hypothalamus_GLP_1_MK_801;Acc8_frontalcortex_ST_A_Ex
Mme,3,DOWN,1,2,-0.15761554598047156,Acc3_brainstem_GLP_1_MK_801;Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
Impad1,3,DOWN,1,2,-0.15809989054268755,Acc3_brainstem_GLP_1;Acc3_brainstem_GLP_1_MK_801;Acc3_hypothalamus_GLP_1_MK_801
Ddx6,3,DOWN,1,2,-0.16138231897060532,Acc10_hippocampus_Ex4_Po_t_TBI;Acc10_hippocampus_Ex4_Pre_TBI;Acc8_hippocampus_ST_A_Ex_KD
Gm38553,3,DOWN,1,2,-0.1636659982752707,Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD;Acc8_hypothalamus_LT_A_Ex
Fzd3,3,DOWN,1,2,-0.16396340021764372,Acc3_brainstem_GLP_1_MK_801;Acc3_hypothalamus_GLP_1_MK_801;Acc8_hippocampus_ST_A_Ex
Trim36,3,DOWN,1,2,-0.16509889802069047,Acc3_brainstem_GLP_1;Acc3_hypothalamus_GLP_1_MK_801;Acc8_hypothalamus_LT_A_Ex
Nedd1,3,DOWN,1,2,-0.16563388331392007,Acc3_hypothalamus_GLP_1_MK_801;Acc8_hippocampus_ST_A_Ex_KD;Acc8_hypothalamus_LT_A_Ex
Ascc3,3,DOWN,1,2,-0.16600792569276782,Acc3_brainstem_GLP_1_MK_801;Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
Dock8,3,DOWN,1,2,-0.1680457403493033,Acc3_brainstem_GLP_1_MK_801;Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
Mdga1,3,DOWN,1,2,-0.1695735878555528,Acc3_hypothalamus_GLP_1_MK_801;Acc8_hippocampus_ST_A_Ex;Acc8_hypothalamus_LT_A_Ex
St3gal1,3,DOWN,1,2,-0.1721764259950651,Acc5_pvn_IP118_PY115;Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
Parp14,3,DOWN,1,2,-0.17331621177954337,Acc10_hippocampus_Ex4_Pre_TBI;Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
Bicra,3,DOWN,1,2,-0.17661080488643613,Acc3_hypothalamus_GLP_1_MK_801;Acc8_hippocampus_ST_A_Ex;Acc8_hypothalamus_LT_A_Ex
Slc16a7,3,DOWN,1,2,-0.17791550219818275,Acc3_brainstem_GLP_1;Acc3_brainstem_GLP_1_MK_801;Acc3_hypothalamus_GLP_1_MK_801
G2e3,3,DOWN,1,2,-0.17911754995084359,Acc3_hypothalamus_GLP_1_MK_801;Acc8_hippocampus_ST_A_Ex;Acc8_hypothalamus_LT_A_Ex
Rps6ka6,3,DOWN,1,2,-0.18004865591579525,Acc3_brainstem_GLP_1_MK_801;Acc3_hypothalamus_GLP_1_MK_801;Acc8_hippocampus_ST_A_Ex
Gm36995,3,DOWN,1,2,-0.18032913321438915,Acc3_brainstem_GLP_1;Acc3_brainstem_GLP_1_MK_801;Acc3_hypothalamus_conjugate_2
Mid2,3,DOWN,1,2,-0.18102451767827618,Acc3_brainstem_GLP_1_MK_801;Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
Phf20l1,3,DOWN,1,2,-0.18225876161552926,Acc3_hypothalamus_GLP_1_MK_801;Acc8_hippocampus_ST_A_Ex;Acc8_hypothalamus_LT_A_Ex
Eef2,3,DOWN,1,2,-0.18295149933851937,Acc11_hippocampus_Ex4_mTBI;Acc3_hypothalamus_GLP_1_MK_801;Acc8_hypothalamus_LT_A_Ex
Srsf7,3,DOWN,1,2,-0.18459911116236172,Acc3_hypothalamus_GLP_1_MK_801;Acc8_frontalcortex_ST_A_Ex_KD;Acc8_hypothalamus_LT_A_Ex
Diaph2,3,DOWN,1,2,-0.1896116567065772,Acc3_brainstem_GLP_1_MK_801;Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
Xpr1,3,DOWN,1,2,-0.19111467280706917,Acc3_brainstem_GLP_1_MK_801;Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
Pcdhgc4,3,DOWN,1,2,-0.19298008474385794,Acc3_brainstem_GLP_1;Acc3_brainstem_GLP_1_MK_801;Acc8_hypothalamus_LT_A_Ex
Zfhx3,3,DOWN,1,2,-0.19496680188482052,Acc3_brainstem_GLP_1_MK_801;Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
Tril,3,DOWN,1,2,-0.19560920466551202,Acc3_brainstem_GLP_1_MK_801;Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
Ranbp6,3,DOWN,1,2,-0.19740644233154417,Acc3_brainstem_GLP_1_MK_801;Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
Glrx,3,UP,2,1,-0.20039043737563703,Acc6_mbh_AC3174;Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
Tmtc3,3,DOWN,1,2,-0.20252018020759674,Acc3_brainstem_GLP_1_MK_801;Acc3_hypothalamus_GLP_1_MK_801;Acc8_hippocampus_ST_A_Ex
Ccng1,3,DOWN,1,2,-0.20707232595481442,Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD;Acc8_hypothalamus_LT_A_Ex
Gbp9,3,DOWN,1,2,-0.20915250143486827,Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD;Acc8_hypothalamus_LT_A_Ex
Kitl,3,DOWN,1,2,-0.21221031092089734,Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD;Acc8_hypothalamus_LT_A_Ex
Mfsd14a,3,DOWN,0,3,-0.21292645344458225,Acc3_brainstem_GLP_1;Acc3_hypothalamus_GLP_1_MK_801;Acc8_hippocampus_ST_A_Ex_KD
Zfp934,3,DOWN,1,2,-0.21570051079818045,Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD;Acc8_hypothalamus_LT_A_Ex
Tbck,3,DOWN,1,2,-0.2177896097376589,Acc3_brainstem_GLP_1_MK_801;Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
Tmc4,3,DOWN,1,2,-0.22027335417103266,Acc3_brainstem_GLP_1;Acc3_hypothalamus_conjugate_2;Acc8_frontalcortex_ST_A_Ex
Zc3h11a,3,DOWN,1,2,-0.22075819438195524,Acc3_brainstem_GLP_1;Acc3_brainstem_GLP_1_MK_801;Acc3_hypothalamus_GLP_1_MK_801
Fmnl2,3,DOWN,0,3,-0.22301748230544596,Acc3_brainstem_GLP_1;Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
Atp6v1a,3,DOWN,0,3,-0.22399185322981865,Acc10_hippocampus_Ex4_Po_t_TBI;Acc3_brainstem_GLP_1;Acc3_hypothalamus_GLP_1_MK_801
Mff,3,DOWN,0,3,-0.22446283727441027,Acc3_hypothalamus_GLP_1_MK_801;Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
Gatad2b,3,DOWN,0,3,-0.22476192110374296,Acc10_hippocampus_Ex4_Po_t_TBI;Acc10_hippocampus_Ex4_Pre_TBI;Acc3_brainstem_GLP_1
Ddhd1,3,DOWN,0,3,-0.22551997096371876,Acc8_frontalcortex_ST_A_Ex;Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
Hnrnph1,3,DOWN,0,3,-0.2261286813154414,Acc10_hippocampus_Ex4_Po_t_TBI;Acc10_hippocampus_Ex4_Pre_TBI;Acc3_hypothalamus_GLP_1_MK_801
Pnkd,3,DOWN,1,2,-0.22675770250638097,Acc3_hypothalamus_GLP_1_MK_801;Acc6_mbh_AC710222;Acc8_hypothalamus_LT_A_Ex
Gpr27,3,DOWN,0,3,-0.22760310829949879,Acc10_hippocampus_Ex4_Pre_TBI;Acc11_hippocampus_Ex4_mTBI;Acc3_hypothalamus_conjugate_2
Il6st,3,DOWN,0,3,-0.2278391411894988,Acc3_brainstem_GLP_1;Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
Atf7,3,DOWN,0,3,-0.22921510927108502,Acc3_brainstem_GLP_1;Acc3_hypothalamus_GLP_1_MK_801;Acc8_hippocampus_ST_A_Ex
Dnajc3,3,DOWN,0,3,-0.2297553448314471,Acc10_hippocampus_Ex4_Pre_TBI;Acc3_brainstem_GLP_1;Acc8_hippocampus_ST_A_Ex
Tm9sf2,3,DOWN,0,3,-0.2300687711996778,Acc3_brainstem_GLP_1;Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
Fxr1,3,DOWN,0,3,-0.23089505321104353,Acc3_hypothalamus_GLP_1_MK_801;Acc3_hypothalamus_conjugate_2;Acc8_hippocampus_ST_A_Ex
Trim9,3,DOWN,0,3,-0.23111241081057113,Acc10_hippocampus_Ex4_Po_t_TBI;Acc8_frontalcortex_ST_A_Ex;Acc8_hippocampus_ST_A_Ex
Dstn,3,DOWN,0,3,-0.23165269175003592,Acc3_hypothalamus_GLP_1_MK_801;Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
Spry3,3,DOWN,1,2,-0.2328789974837704,Acc3_brainstem_GLP_1_MK_801;Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
Polr3f,3,DOWN,0,3,-0.23367017267639834,Acc3_hypothalamus_GLP_1_MK_801;Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
Ogt,3,DOWN,0,3,-0.23412879908011827,Acc3_hypothalamus_GLP_1_MK_801;Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
Rgs4,3,DOWN,0,3,-0.23420148578333336,Acc10_hippocampus_Ex4_Po_t_TBI;Acc10_hippocampus_Ex4_Pre_TBI;Acc10_hippocampus_Exendin4
Ube2b,3,DOWN,0,3,-0.23440162257387107,Acc3_hypothalamus_GLP_1_MK_801;Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
Ssr3,3,DOWN,0,3,-0.23583805384722112,Acc3_hypothalamus_GLP_1_MK_801;Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
Leprotl1,3,DOWN,0,3,-0.23671660242550097,Acc3_hypothalamus_GLP_1_MK_801;Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
Ostm1,3,DOWN,0,3,-0.238478065352604,Acc3_hypothalamus_GLP_1_MK_801;Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
Ythdf2,3,DOWN,0,3,-0.23867011774220415,Acc10_hippocampus_Ex4_Po_t_TBI;Acc11_hippocampus_Ex4_mTBI;Acc8_hippocampus_ST_A_Ex
Pja2,3,DOWN,0,3,-0.2398102643700044,Acc10_hippocampus_Ex4_Pre_TBI;Acc3_brainstem_GLP_1;Acc8_hippocampus_ST_A_Ex
Zbtb18,3,DOWN,1,2,-0.23992423087354406,Acc11_hippocampus_Ex4;Acc11_hippocampus_Ex4_mTBI;Acc3_hypothalamus_GLP_1_MK_801
Vps41,3,DOWN,0,3,-0.24008092900813582,Acc10_hippocampus_Ex4_Pre_TBI;Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
Tnfrsf25,3,DOWN,0,3,-0.24014667061666664,Acc10_hippocampus_Ex4_Po_t_TBI;Acc10_hippocampus_Ex4_Pre_TBI;Acc10_hippocampus_Exendin4
Shprh,3,DOWN,0,3,-0.24043012385766382,Acc3_brainstem_GLP_1;Acc3_hypothalamus_GLP_1_MK_801;Acc8_hippocampus_ST_A_Ex
Slc44a2,3,DOWN,0,3,-0.24153702902490917,Acc11_hippocampus_Ex4_mTBI;Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
Map7d2,3,DOWN,0,3,-0.2424653025,Acc10_hippocampus_Ex4_Po_t_TBI;Acc10_hippocampus_Ex4_Pre_TBI;Acc11_hippocampus_Ex4_mTBI
Parp8,3,DOWN,0,3,-0.24403803345797168,Acc8_frontalcortex_ST_A_Ex;Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
Phtf1os,3,DOWN,1,2,-0.2448950300023863,Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD;Acc8_hypothalamus_LT_A_Ex
Adal,3,DOWN,0,3,-0.2457266831166709,Acc3_hypothalamus_GLP_1_MK_801;Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
Crk,3,DOWN,0,3,-0.24628917387519708,Acc3_brainstem_GLP_1;Acc3_hypothalamus_GLP_1_MK_801;Acc8_hippocampus_ST_A_Ex
Zfp931,3,DOWN,1,2,-0.24703292444863498,Acc3_hypothalamus_GLP_1_MK_801;Acc8_hippocampus_ST_A_Ex_KD;Acc8_hypothalamus_LT_A_Ex
Rufy2,3,DOWN,0,3,-0.24723212808279463,Acc10_hippocampus_Ex4_Po_t_TBI;Acc10_hippocampus_Ex4_Pre_TBI;Acc3_hypothalamus_GLP_1_MK_801
Man1a2,3,DOWN,0,3,-0.24786328687052575,Acc3_brainstem_GLP_1;Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
Vwa5a,3,DOWN,0,3,-0.248305501750707,Acc3_brainstem_GLP_1;Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
Pnpla8,3,DOWN,0,3,-0.24848127193928182,Acc10_hippocampus_Ex4_Po_t_TBI;Acc10_hippocampus_Ex4_Pre_TBI;Acc8_hippocampus_ST_A_Ex
Wnk1,3,DOWN,0,3,-0.24898246554570433,Acc10_hippocampus_Ex4_Po_t_TBI;Acc10_hippocampus_Ex4_Pre_TBI;Acc3_brainstem_GLP_1
Tnfrsf19,3,DOWN,0,3,-0.24904773185815213,Acc3_brainstem_GLP_1;Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
Atp6v0a2,3,DOWN,0,3,-0.24923026118453429,Acc10_hippocampus_Ex4_Po_t_TBI;Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
Bag3,3,DOWN,0,3,-0.2500240541117404,Acc10_hippocampus_Ex4_Po_t_TBI;Acc10_hippocampus_Ex4_Pre_TBI;Acc8_hippocampus_ST_A_Ex
Zfp68,3,DOWN,0,3,-0.25018523900948136,Acc3_hypothalamus_GLP_1_MK_801;Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
Zfp426,3,DOWN,0,3,-0.2506414779221296,Acc8_frontalcortex_ST_A_Ex_KD;Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
Drd2,3,DOWN,1,2,-0.2507903656123905,Acc3_hypothalamus_GLP_1_MK_801;Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
Cnih1,3,DOWN,0,3,-0.2514191058946436,Acc3_hypothalamus_GLP_1_MK_801;Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
Klhl24,3,DOWN,0,3,-0.2520312553694051,Acc10_hippocampus_Ex4_Pre_TBI;Acc3_hypothalamus_GLP_1_MK_801;Acc8_hippocampus_ST_A_Ex
Ifi203,3,DOWN,1,2,-0.2520366656526862,Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD;Acc8_hypothalamus_LT_A_Ex
Zfp266,3,DOWN,0,3,-0.2528871906912349,Acc3_brainstem_GLP_1;Acc3_hypothalamus_GLP_1_MK_801;Acc8_hippocampus_ST_A_Ex
Kif2a,3,DOWN,0,3,-0.2543438963601659,Acc3_brainstem_GLP_1;Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
Zscan26,3,DOWN,0,3,-0.2582783210260547,Acc3_hypothalamus_GLP_1_MK_801;Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
Msl2,3,DOWN,0,3,-0.25855117226465657,Acc3_brainstem_GLP_1;Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
Smurf2,3,DOWN,0,3,-0.25967891350343403,Acc3_brainstem_GLP_1;Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
Vps35,3,DOWN,0,3,-0.2601100030202115,Acc3_hypothalamus_GLP_1_MK_801;Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
Tapt1,3,DOWN,0,3,-0.2601106163792034,Acc3_hypothalamus_GLP_1_MK_801;Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
Zfp248,3,DOWN,0,3,-0.2605756990149281,Acc3_hypothalamus_GLP_1_MK_801;Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
Asf1a,3,DOWN,0,3,-0.2606066924591525,Acc10_hippocampus_Ex4_Po_t_TBI;Acc10_hippocampus_Ex4_Pre_TBI;Acc3_brainstem_GLP_1
Phf10,3,DOWN,0,3,-0.2608871914055746,Acc3_hypothalamus_GLP_1_MK_801;Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
Ddx3y,3,DOWN,0,3,-0.2616016886714887,Acc3_brainstem_GLP_1;Acc3_hypothalamus_GLP_1_MK_801;Acc8_hippocampus_ST_A_Ex
Sfpq,3,DOWN,0,3,-0.26277319281860806,Acc3_hypothalamus_GLP_1_MK_801;Acc3_hypothalamus_conjugate_2;Acc8_frontalcortex_ST_A_Ex_KD
Tmem184c,3,DOWN,0,3,-0.2632633778544429,Acc3_brainstem_GLP_1;Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
Cnr1,3,DOWN,0,3,-0.2635761639691314,Acc10_hippocampus_Ex4_Pre_TBI;Acc11_hippocampus_Ex4_mTBI;Acc8_hippocampus_ST_A_Ex
Dnm1l,3,DOWN,0,3,-0.2646399830528139,Acc3_hypothalamus_GLP_1_MK_801;Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
Svip,3,DOWN,0,3,-0.2647104038666001,Acc3_hypothalamus_GLP_1_MK_801;Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
Ranbp9,3,DOWN,0,3,-0.2649304149412391,Acc3_hypothalamus_GLP_1_MK_801;Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
Usp31,3,DOWN,0,3,-0.26592382496402023,Acc3_brainstem_GLP_1;Acc3_hypothalamus_GLP_1_MK_801;Acc8_hippocampus_ST_A_Ex
Abcd2,3,DOWN,0,3,-0.266561400464197,Acc3_brainstem_GLP_1;Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
2610002m06rik,3,DOWN,0,3,-0.2674462931566282,Acc3_hypothalamus_GLP_1_MK_801;Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
Etnk1,3,DOWN,0,3,-0.2675391503637096,Acc3_hypothalamus_GLP_1_MK_801;Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
Retreg1,3,DOWN,0,3,-0.26766288901322444,Acc3_hypothalamus_GLP_1_MK_801;Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
Eif5,3,DOWN,0,3,-0.2680343330014798,Acc10_hippocampus_Ex4_Po_t_TBI;Acc3_hypothalamus_GLP_1_MK_801;Acc8_hippocampus_ST_A_Ex
Gabrb3,3,DOWN,0,3,-0.26819178035045216,Acc3_brainstem_GLP_1;Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
Armc1,3,DOWN,0,3,-0.2697396813171655,Acc3_hypothalamus_GLP_1_MK_801;Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
Hdgfl3,3,DOWN,0,3,-0.2701059136621299,Acc3_hypothalamus_GLP_1_MK_801;Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
Prps2,3,DOWN,0,3,-0.2711038729175858,Acc3_brainstem_GLP_1;Acc3_hypothalamus_GLP_1_MK_801;Acc8_hippocampus_ST_A_Ex
A230070e04rik,3,DOWN,0,3,-0.27218332180078114,Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD;Acc8_hypothalamus_LT_A_Ex
Jak2,3,DOWN,0,3,-0.2728834145985996,Acc8_frontalcortex_ST_A_Ex;Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
Idi1,3,DOWN,1,2,-0.27354793876465394,Acc3_hypothalamus_GLP_1_MK_801;Acc8_hippocampus_ST_A_Ex_KD;Acc8_hypothalamus_LT_A_Ex
Btbd7,3,DOWN,0,3,-0.273737269482017,Acc3_hypothalamus_GLP_1_MK_801;Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
Heatr5a,3,DOWN,0,3,-0.2752571948333384,Acc3_brainstem_GLP_1;Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
Fundc2,3,DOWN,0,3,-0.27575577815008395,Acc3_hypothalamus_GLP_1_MK_801;Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
Pex13,3,DOWN,0,3,-0.27576382517820813,Acc3_hypothalamus_GLP_1_MK_801;Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
Ap3m1,3,DOWN,0,3,-0.2759508489138396,Acc3_hypothalamus_GLP_1_MK_801;Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
Derl2,3,DOWN,0,3,-0.2767686197058073,Acc3_hypothalamus_GLP_1_MK_801;Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
Zfr,3,DOWN,0,3,-0.2769696294699886,Acc3_brainstem_GLP_1;Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
Mef2c,3,DOWN,0,3,-0.2769728780793887,Acc10_hippocampus_Ex4_Po_t_TBI;Acc3_brainstem_GLP_1;Acc8_hippocampus_ST_A_Ex
Vamp7,3,DOWN,0,3,-0.27736744771471056,Acc3_brainstem_GLP_1;Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
Fem1c,3,DOWN,0,3,-0.2788579235262068,Acc3_brainstem_GLP_1;Acc3_hypothalamus_GLP_1_MK_801;Acc8_hippocampus_ST_A_Ex
Zfp706,3,DOWN,0,3,-0.27906905651754416,Acc3_hypothalamus_GLP_1_MK_801;Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
Snx6,3,DOWN,0,3,-0.27949043370359955,Acc3_hypothalamus_GLP_1_MK_801;Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
Gm9567,3,DOWN,1,2,-0.2795588258063537,Acc8_frontalcortex_ST_A_Ex;Acc8_frontalcortex_ST_A_Ex_KD;Acc8_hippocampus_ST_A_Ex_KD
Foxo1,3,DOWN,1,2,-0.27958960155643237,Acc3_brainstem_GLP_1_MK_801;Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
Ephx2,3,DOWN,0,3,-0.27965689008597344,Acc8_frontalcortex_ST_A_Ex_KD;Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
Zfp148,3,DOWN,0,3,-0.2797022983009474,Acc3_brainstem_GLP_1;Acc3_hypothalamus_GLP_1_MK_801;Acc8_hippocampus_ST_A_Ex
Sacm1l,3,DOWN,0,3,-0.2798683735230686,Acc3_brainstem_GLP_1;Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
Npy1r,3,DOWN,0,3,-0.27998590930898193,Acc3_hypothalamus_GLP_1_MK_801;Acc3_hypothalamus_conjugate_2;Acc8_hippocampus_ST_A_Ex
Slc19a3,3,DOWN,1,2,-0.2813680659522386,Acc3_brainstem_GLP_1;Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
Spcs3,3,DOWN,0,3,-0.28177760213490244,Acc3_hypothalamus_GLP_1_MK_801;Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
Hspd1,3,DOWN,0,3,-0.2818580722000003,Acc10_hippocampus_Ex4_Po_t_TBI;Acc10_hippocampus_Ex4_Pre_TBI;Acc11_hippocampus_Ex4_mTBI
Itfg1,3,DOWN,0,3,-0.2819995958756258,Acc3_hypothalamus_GLP_1_MK_801;Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
Nxt2,3,DOWN,0,3,-0.28362519204130643,Acc3_hypothalamus_GLP_1_MK_801;Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
Mfsd8,3,DOWN,0,3,-0.2842821767884773,Acc3_hypothalamus_GLP_1_MK_801;Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
Fbxo11,3,DOWN,0,3,-0.2843382976012921,Acc3_brainstem_GLP_1;Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
Rfx7,3,DOWN,0,3,-0.28506728169710877,Acc3_hypothalamus_GLP_1_MK_801;Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
Khdrbs1,3,DOWN,0,3,-0.28664563895,Acc10_hippocampus_Ex4_Po_t_TBI;Acc10_hippocampus_Ex4_Pre_TBI;Acc11_hippocampus_Ex4_mTBI
Slc25a36,3,DOWN,0,3,-0.2879212041782508,Acc3_hypothalamus_GLP_1_MK_801;Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
Prkx,3,DOWN,0,3,-0.28868942895198424,Acc3_hypothalamus_GLP_1_MK_801;Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
Prdm2,3,DOWN,0,3,-0.28909941979383585,Acc8_frontalcortex_ST_A_Ex;Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
