Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes,Database
GO_Biological_Process_2023,Mitochondrial Respiratory Chain Complex I Assembly (GO:0032981),15/53,7.142260787979396e-09,1.5409427650065547e-06,0,0,8.492188428181063,159.28998652696689,NDUFB9;NDUFA8;NDUFA13;NDUFB8;NDUFB6;NDUFA5;NDUFA3;NDUFB3;NDUFA2;NDUFB2;NDUFA1;NDUFB1;NDUFAF8;NDUFS5;NDUFAF2,GO_Biological_Process_2023
GO_Biological_Process_2023,Proton Motive Force-Driven Mitochondrial ATP Synthesis (GO:0042776),15/53,7.142260787979396e-09,1.5409427650065547e-06,0,0,8.492188428181063,159.28998652696689,NDUFB9;NDUFA8;NDUFA13;NDUFB8;NDUFB6;NDUFA5;NDUFA12;NDUFA3;NDUFB3;NDUFA2;NDUFB2;NDUFA1;NDUFB1;NDUFS6;NDUFS5,GO_Biological_Process_2023
GO_Biological_Process_2023,Oxidative Phosphorylation (GO:0006119),16/63,1.2611207014789492e-08,2.511570381637692e-06,0,0,7.328573145810795,133.29707160562543,NDUFB9;NDUFA8;NDUFA13;NDUFB8;NDUFB6;UQCRB;NDUFA5;NDUFA12;NDUFA3;NDUFB3;NDUFA2;NDUFB2;NDUFA1;NDUFB1;NDUFS6;NDUFS5,GO_Biological_Process_2023
GO_Biological_Process_2023,"Mitochondrial Electron Transport, NADH To Ubiquinone (GO:0006120)",12/34,1.4230073416959912e-08,2.6315471483220865e-06,0,0,11.704877799365988,211.48265833841117,NDUFB9;NDUFA8;NDUFB8;NDUFB6;NDUFA5;NDUFS6;NDUFA3;NDUFS5;NDUFB3;NDUFA2;NDUFB2;NDUFB1,GO_Biological_Process_2023
GO_Biological_Process_2023,Proton Motive Force-Driven ATP Synthesis (GO:0015986),15/60,4.5239211740411295e-08,7.80828794639499e-06,0,0,7.168547780285929,121.2294736166941,NDUFB9;NDUFA8;NDUFA13;NDUFB8;NDUFB6;NDUFA5;NDUFA12;NDUFA3;NDUFB3;NDUFA2;NDUFB2;NDUFA1;NDUFB1;NDUFS6;NDUFS5,GO_Biological_Process_2023
GO_Biological_Process_2023,Energy Derivation By Oxidation Of Organic Compounds (GO:0015980),12/43,2.735796750123286e-07,4.426861116293242e-05,0,0,8.302768605537212,125.46872367328416,COX8A;COX7B;NR4A3;UQCRB;UQCRQ;COX4I1;UQCR11;UQCR10;COX5B;COX6A1;COX7C;MT3,GO_Biological_Process_2023
GO_Biological_Process_2023,Gene Expression (GO:0010467),33/296,1.6272028866619606e-06,0.0002478134278569303,0,0,2.722871510924988,36.29219602085815,RPL30;RPL11;MRPL14;RPL8;RPS15;MRPL41;RBM3;RPS19;PABPN1;RPL36AL;RPS18;RPL36;RPL35;RPLP2;RPL38;RPL37;RPL41;RPS9;RPL21;MRPL27;MRPS21;RPL35A;RPL23A;MRPS18C;SETX;MRPL52;RPS28;RPS27;RPS29;RPL37A;FAU;RPS21;RPS23,GO_Biological_Process_2023
GO_Biological_Process_2023,"Mitochondrial Electron Transport, Cytochrome C To Oxygen (GO:0006123)",7/16,2.944093245101995e-06,0.0004234587450871703,0,0,16.60825254784986,211.5178828191059,COX8A;COX7B;COX4I1;COX5B;COX6A1;COX6A2;COX7C,GO_Biological_Process_2023
GO_Biological_Process_2023,7-Methylguanosine Cap Hypermethylation (GO:0036261),5/7,3.572815579587199e-06,0.0004625009767775629,0,0,53.28404017857143,668.296775947773,SNRPD2;SNRPG;SNRPE;SNRPD3;SNRPF,GO_Biological_Process_2023
GO_Biological_Process_2023,RNA Capping (GO:0036260),5/7,3.572815579587199e-06,0.0004625009767775629,0,0,53.28404017857143,668.296775947773,SNRPD2;SNRPG;SNRPE;SNRPD3;SNRPF,GO_Biological_Process_2023
GO_Biological_Process_2023,protein-RNA Complex Assembly (GO:0022618),20/150,1.3647867363917238e-05,0.0016825870764372,0,0,3.31249454291452,37.10632300372577,SRPK3;PTGES3;RPL11;RPL23A;LSM4;RPS15;SETX;MRPL20;RPS28;RPS27;RPS19;SNRPD2;SNRPG;EIF3G;RPL38;SNRPE;SNRPD3;SNRPF;SRSF5;SRSF10,GO_Biological_Process_2023
GO_Biological_Process_2023,"Mitochondrial Electron Transport, Ubiquinol To Cytochrome C (GO:0006122)",5/12,0.00011149472473299469,0.0125504279275531,0,0,15.22002551020408,138.52556870349605,UQCC3;UQCRB;UQCRQ;UQCR11;UQCR10,GO_Biological_Process_2023
GO_Biological_Process_2023,Protein Insertion Into Mitochondrial Inner Membrane (GO:0045039),5/12,0.00011149472473299469,0.0125504279275531,0,0,15.22002551020408,138.52556870349605,TIMM8B;NDUFA13;TIMM13;ROMO1;TIMM10,GO_Biological_Process_2023
GO_Biological_Process_2023,Protein Insertion Into Mitochondrial Membrane (GO:0051204),7/28,0.00018961132425172853,0.0204543216036552,0,0,7.113348247576435,60.96519473724816,TIMM8B;NDUFA13;TIMM13;TOMM7;ROMO1;TIMM10;PRICKLE4,GO_Biological_Process_2023
GO_Biological_Process_2023,Negative Regulation Of Cell Communication (GO:0010648),6/22,0.00032952419983986144,0.034125526135416,0,0,7.995670391061452,64.1081718991067,BRAP;GLRA1;OPRM1;VHL;FGF23;SOCS5,GO_Biological_Process_2023
GO_Biological_Process_2023,Inner Mitochondrial Membrane Organization (GO:0007007),7/34,0.0006805972820005019,0.0677717831961269,0,0,5.530864197530864,40.33404723048197,TIMM8B;NDUFA13;UQCC3;TIMM13;ROMO1;MICOS13;TIMM10,GO_Biological_Process_2023
GO_Biological_Process_2023,Spliceosomal snRNP Assembly (GO:0000387),7/37,0.0011581879032572,0.1110573511678898,0,0,4.976994780014914,33.64895727761627,SNRPD2;SNRPG;SNRPE;SNRPD3;SNRPF;SRSF10;LSM4,GO_Biological_Process_2023
GO_Biological_Process_2023,Protein Targeting To Mitochondrion (GO:0006626),9/59,0.0012168486514781,0.1125150413813211,0,0,3.843968609865471,25.798760093924724,TIMM8B;FIS1;NDUFA13;TIMM13;TOMM7;PMPCB;ROMO1;TIMM10;PRICKLE4,GO_Biological_Process_2023
GO_Biological_Process_2023,Negative Regulation Of Signaling (GO:0023057),6/28,0.0013206752651276,0.1179044228074318,0,0,5.8132046724225495,38.53929208663063,BRAP;AP1AR;VHL;OPRM1;FGF23;SOCS5,GO_Biological_Process_2023
GO_Biological_Process_2023,Ribosome Assembly (GO:0042255),8/50,0.0016427482789952,0.1417691764772922,0,0,4.0648429584599794,26.061271788460925,RPS15;MRPL20;RPS28;DDX3X;RPS27;RPS19;RPL11;RPL23A,GO_Biological_Process_2023
GO_Biological_Process_2023,Spliceosomal Complex Assembly (GO:0000245),9/62,0.0017422925076116,0.1455095258776329,0,0,3.62581436669769,23.03317974490176,SETX;SRPK3;SNRPD2;SNRPG;SNRPE;SNRPD3;SNRPF;SRSF5;SRSF10,GO_Biological_Process_2023
GO_Biological_Process_2023,U2-type Prespliceosome Assembly (GO:1903241),5/23,0.0031346396838757,0.2515268104342397,0,0,5.915488591269841,34.10421762688212,SNRPD2;SNRPG;SNRPE;SNRPD3;SNRPF,GO_Biological_Process_2023
GO_Biological_Process_2023,Carboxylic Acid Metabolic Process (GO:0019752),6/33,0.0032060195999729,0.2515268104342397,0,0,4.7354438237119805,27.19435215950925,LIPT2;SLC23A2;GLUD1;PTGIS;SLC2A1;ST3GAL1,GO_Biological_Process_2023
GO_Biological_Process_2023,Regulation Of Epidermis Development (GO:0045682),3/8,0.0043036461408394,0.318346853103813,0,0,12.757683741648108,69.50759489043587,MAFF;NME2;SGPP1,GO_Biological_Process_2023
GO_Biological_Process_2023,Cyclooxygenase Pathway (GO:0019371),3/8,0.0043036461408394,0.318346853103813,0,0,12.757683741648108,69.50759489043587,PTGIS;PTGES3;PTGS2,GO_Biological_Process_2023
GO_Biological_Process_2023,Mitochondrial Translation (GO:0032543),11/98,0.0045859366511577,0.3298052774957585,0,0,2.700916957251711,14.543792047623722,MRPL41;MRPS28;MRPL52;MRPL20;MRPL2;MRPS26;MRPL27;MRPS21;MRPL14;MRPL54;MRPS18C,GO_Biological_Process_2023
GO_Biological_Process_2023,Positive Regulation Of RNA Splicing (GO:0033120),6/36,0.0050285475509652,0.3518624218769984,0,0,4.261229050279329,22.553083540846387,RBM3;SETX;HABP4;CIRBP;SLC38A2;HSPA1A,GO_Biological_Process_2023
GO_Biological_Process_2023,Regulation Of Intrinsic Apoptotic Signaling Pathway (GO:2001242),7/48,0.0053975953592366,0.3677466943437786,0,0,3.639602771866645,19.00528404494709,FIS1;NDUFA13;URI1;DDX3X;PLEKHF1;UBQLN1;STYXL1,GO_Biological_Process_2023
GO_Biological_Process_2023,Ribosomal Small Subunit Assembly (GO:0000028),4/17,0.0060842639823226,0.3938039862558323,0,0,6.546951376382815,33.40287010067162,RPS15;RPS28;RPS27;RPS19,GO_Biological_Process_2023
GO_Biological_Process_2023,Regulation Of Aerobic Respiration (GO:1903715),4/17,0.0060842639823226,0.3938039862558323,0,0,6.546951376382815,33.40287010067162,UQCC2;CBFA2T3;COX7A1;MACROH2A1,GO_Biological_Process_2023
GO_Biological_Process_2023,I-kappaB Phosphorylation (GO:0007252),3/9,0.006240581963803,0.394069919616737,0,0,10.630846325167038,53.96942445643728,TLR7;TLR4;TLR3,GO_Biological_Process_2023
GO_Biological_Process_2023,Regulation Of Extrinsic Apoptotic Signaling Pathway In Absence Of Ligand (GO:2001239),5/27,0.0064811119040078,0.3995142552256287,0,0,4.83893060064935,24.38270929812497,EYA1;HTRA2;INHBA;HSPA1B;HSPA1A,GO_Biological_Process_2023
GO_Biological_Process_2023,Mitochondrial Gene Expression (GO:0140053),11/103,0.0066714819999855,0.4016852766968018,0,0,2.553456277479238,12.79259445017601,MRPL41;MRPS28;MRPL52;MRPL20;MRPL2;MRPS26;MRPL27;MRPS21;MRPL14;MRPL54;MRPS18C,GO_Biological_Process_2023
GO_Biological_Process_2023,Negative Regulation Of Amyloid Fibril Formation (GO:1905907),3/11,0.0114586106446062,0.6742350672474025,0,0,7.972299554565701,35.62831680876636,PFDN1;PFDN2;PFDN6,GO_Biological_Process_2023
GO_Biological_Process_2023,Chaperone-Mediated Protein Complex Assembly (GO:0051131),4/21,0.0132649094343164,0.7411741050374161,0,0,5.005442979867532,21.63669359920311,MKKS;PTGES3;PFDN6;HSPA1A,GO_Biological_Process_2023
GO_Biological_Process_2023,Positive Regulation Of Interferon-Alpha Production (GO:0032727),4/21,0.0132649094343164,0.7411741050374161,0,0,5.005442979867532,21.63669359920311,DDX3X;TLR7;TLR4;TLR3,GO_Biological_Process_2023
GO_Biological_Process_2023,Establishment Of Protein Localization To Mitochondrion (GO:0072655),6/44,0.0134550725904822,0.7411741050374161,0,0,3.3627168479858867,14.48792624061536,TIMM8B;FIS1;TIMM13;TOMM7;ROMO1;TIMM10,GO_Biological_Process_2023
GO_Biological_Process_2023,Negative Regulation Of Supramolecular Fiber Organization (GO:1902904),8/71,0.0142683208427602,0.7695975554563798,0,0,2.70690911676354,11.503588284080577,PLEKHH2;STMN1;PFDN1;PFDN2;APOE;CYRIB;PFDN6;SHANK1,GO_Biological_Process_2023
GO_Biological_Process_2023,Positive Regulation Of Ruffle Assembly (GO:1900029),3/12,0.0147732565078577,0.7805706346702782,0,0,7.086117297698589,29.86753603930694,P2RY12;EPS8L2;HRAS,GO_Biological_Process_2023
GO_Biological_Process_2023,Positive Regulation Of RNA Metabolic Process (GO:0051254),5/33,0.0152656825291788,0.7813808053991503,0,0,3.8008211096938775,15.89559618091246,SETX;HABP4;HRAS;SLC38A2;HSPA1A,GO_Biological_Process_2023
GO_Biological_Process_2023,Mitochondrial Cytochrome C Oxidase Assembly (GO:0033617),4/22,0.0156467957700845,0.7813808053991503,0,0,4.727115074941162,19.652929521817047,PET100;COX17;COX14;PET117,GO_Biological_Process_2023
GO_Biological_Process_2023,Cellular Response To Oxidative Stress (GO:0034599),11/117,0.0165367559432064,0.7813808053991503,0,0,2.214574941700233,9.084562318672695,SETX;PRDX5;CCS;HTRA2;MAPK1;ROMO1;FOS;MT3;FOXO1;HSPA1B;HSPA1A,GO_Biological_Process_2023
GO_Biological_Process_2023,Negative Regulation Of Tumor Necrosis Factor Production (GO:0032720),6/47,0.0182781272658539,0.7813808053991503,0,0,3.1161738656492712,12.471084134335705,POMC;NFKBIL1;CIDEA;IRAK3;TLR4;VSIR,GO_Biological_Process_2023
GO_Biological_Process_2023,Regulation Of Epinephrine Secretion (GO:0014060),2/5,0.01851124090199,0.7813808053991503,0,0,14.160919540229886,56.493248342538976,CARTPT;ADRA2C,GO_Biological_Process_2023
GO_Biological_Process_2023,L-ascorbic Acid Metabolic Process (GO:0019852),2/5,0.01851124090199,0.7813808053991503,0,0,14.160919540229886,56.493248342538976,SLC23A2;SLC2A1,GO_Biological_Process_2023
GO_Biological_Process_2023,Cellular Heat Acclimation (GO:0070370),2/5,0.01851124090199,0.7813808053991503,0,0,14.160919540229886,56.493248342538976,HSPA1B;HSPA1A,GO_Biological_Process_2023
GO_Biological_Process_2023,Cellular Response To Cold (GO:0070417),2/5,0.01851124090199,0.7813808053991503,0,0,14.160919540229886,56.493248342538976,NFKBIA;FOXO1,GO_Biological_Process_2023
GO_Biological_Process_2023,Response To cGMP (GO:0070305),2/5,0.01851124090199,0.7813808053991503,0,0,14.160919540229886,56.493248342538976,PDE3A;TLR7,GO_Biological_Process_2023
GO_Biological_Process_2023,Heat Acclimation (GO:0010286),2/5,0.01851124090199,0.7813808053991503,0,0,14.160919540229886,56.493248342538976,HSPA1B;HSPA1A,GO_Biological_Process_2023
GO_Biological_Process_2023,Positive Regulation Of Autophagy Of Mitochondrion In Response To Mitochondrial Depolarization (GO:1904925),2/5,0.01851124090199,0.7813808053991503,0,0,14.160919540229886,56.493248342538976,HUWE1;TOMM7,GO_Biological_Process_2023
GO_Biological_Process_2023,Regulation Of Response To Stress (GO:0080134),3/13,0.0185721338519279,0.7813808053991503,0,0,6.3771714922049,25.419998655467992,OPRM1;MACROH2A1;SLC38A2,GO_Biological_Process_2023
GO_Biological_Process_2023,Cellular Response To Chemical Stress (GO:0062197),9/89,0.0187120934471793,0.7813808053991503,0,0,2.398696748878924,9.543419518086075,SETX;PRDX5;CCS;DDX3X;HTRA2;MT3;FOXO1;HSPA1B;HSPA1A,GO_Biological_Process_2023
GO_Biological_Process_2023,Regulation Of Ruffle Assembly (GO:1900027),4/24,0.0211741867338443,0.8701582453003669,0,0,4.253957636566332,16.39888947577121,P2RY12;UXT;EPS8L2;HRAS,GO_Biological_Process_2023
GO_Biological_Process_2023,Negative Regulation Of Tumor Necrosis Factor Superfamily Cytokine Production (GO:1903556),6/49,0.0220801087721023,0.8764669311902754,0,0,2.970923736520722,11.328364329524756,POMC;NFKBIL1;CIDEA;IRAK3;TLR4;VSIR,GO_Biological_Process_2023
GO_Biological_Process_2023,Sensory Perception Of Sound (GO:0007605),9/92,0.0227333027333689,0.8764669311902754,0,0,2.311632178939975,8.74704128745587,TIMM8B;NDUFB9;MYH7B;MKKS;EYA1;TIMM13;CACNA1D;EPS8L2;TIMM10,GO_Biological_Process_2023
GO_Biological_Process_2023,Prostanoid Biosynthetic Process (GO:0046457),3/14,0.0228600053313176,0.8764669311902754,0,0,5.7971249240737,21.903661956675972,PTGIS;PTGES3;PTGS2,GO_Biological_Process_2023
GO_Biological_Process_2023,Regulation Of Cell Motility (GO:2000145),11/123,0.023110748611186,0.8764669311902754,0,0,2.095274879614767,7.893858979795813,BEX4;HACE1;TNC;FLNA;FYN;PHPT1;CYRIB;SGK1;TMSB10;FGF23;FGF22,GO_Biological_Process_2023
GO_Biological_Process_2023,Cellular Response To Steroid Hormone Stimulus (GO:0071383),4/25,0.0243322786391871,0.8764669311902754,0,0,4.051175877262834,15.053972960541456,URI1;MAPK1;HSPA1B;HSPA1A,GO_Biological_Process_2023
GO_Biological_Process_2023,SA Node Cell Action Potential (GO:0086015),2/6,0.0269443388994842,0.8764669311902754,0,0,10.620133481646274,38.38097191019597,CACNA1D;KCNA5,GO_Biological_Process_2023
GO_Biological_Process_2023,Adult Feeding Behavior (GO:0008343),2/6,0.0269443388994842,0.8764669311902754,0,0,10.620133481646274,38.38097191019597,NPY;CARTPT,GO_Biological_Process_2023
GO_Biological_Process_2023,Regulation Of Nucleotide-Binding Oligomerization Domain Containing 2 Signaling Pathway (GO:0070432),2/6,0.0269443388994842,0.8764669311902754,0,0,10.620133481646274,38.38097191019597,HSPA1B;HSPA1A,GO_Biological_Process_2023
GO_Biological_Process_2023,Calcitonin Family Receptor Signaling Pathway (GO:0097646),2/6,0.0269443388994842,0.8764669311902754,0,0,10.620133481646274,38.38097191019597,CALCR;CALCRL,GO_Biological_Process_2023
GO_Biological_Process_2023,Regulation Of Prostaglandin Biosynthetic Process (GO:0031392),2/6,0.0269443388994842,0.8764669311902754,0,0,10.620133481646274,38.38097191019597,PLA2G3;PTGS2,GO_Biological_Process_2023
GO_Biological_Process_2023,Hemostasis (GO:0007599),2/6,0.0269443388994842,0.8764669311902754,0,0,10.620133481646274,38.38097191019597,P2RY12;FLI1,GO_Biological_Process_2023
GO_Biological_Process_2023,Phospholipase C-activating Dopamine Receptor Signaling Pathway (GO:0060158),2/6,0.0269443388994842,0.8764669311902754,0,0,10.620133481646274,38.38097191019597,GNA14;DRD2,GO_Biological_Process_2023
GO_Biological_Process_2023,Positive Regulation Of Mitophagy (GO:1901526),2/6,0.0269443388994842,0.8764669311902754,0,0,10.620133481646274,38.38097191019597,GDF1;SLC25A4,GO_Biological_Process_2023
GO_Biological_Process_2023,Positive Regulation Of Mitophagy In Response To Mitochondrial Depolarization (GO:0098779),2/6,0.0269443388994842,0.8764669311902754,0,0,10.620133481646274,38.38097191019597,HUWE1;TOMM7,GO_Biological_Process_2023
GO_Biological_Process_2023,Positive Regulation Of Unsaturated Fatty Acid Biosynthetic Process (GO:2001280),2/6,0.0269443388994842,0.8764669311902754,0,0,10.620133481646274,38.38097191019597,PLA2G3;PTGS2,GO_Biological_Process_2023
GO_Biological_Process_2023,Regulation Of Atrial Cardiac Muscle Cell Membrane Repolarization (GO:0060372),2/6,0.0269443388994842,0.8764669311902754,0,0,10.620133481646274,38.38097191019597,FLNA;KCNA5,GO_Biological_Process_2023
GO_Biological_Process_2023,Regulation Of Amyloid Fibril Formation (GO:1905906),3/15,0.0276377541105175,0.8764669311902754,0,0,5.3137527839643655,19.0687873165428,PFDN1;PFDN2;PFDN6,GO_Biological_Process_2023
GO_Biological_Process_2023,Regulation Of Interferon-Alpha Production (GO:0032647),4/26,0.0277598641782937,0.8764669311902754,0,0,3.8668288233505614,13.859348802285243,DDX3X;TLR7;TLR4;TLR3,GO_Biological_Process_2023
GO_Biological_Process_2023,Respiratory Chain Complex IV Assembly (GO:0008535),4/26,0.0277598641782937,0.8764669311902754,0,0,3.8668288233505614,13.859348802285243,PET100;COX17;COX14;PET117,GO_Biological_Process_2023
GO_Biological_Process_2023,Response To Reactive Oxygen Species (GO:0000302),7/66,0.0285800184198423,0.8914899721562878,0,0,2.526826678800288,8.98298877133103,PRDX5;MAPK1;FYN;ROMO1;FOS;APOE;MT3,GO_Biological_Process_2023
GO_Biological_Process_2023,Negative Regulation Of Protein Secretion (GO:0050709),5/39,0.029725533808688,0.9161834170320644,0,0,3.1291032037815127,11.001141078862403,RSAD2;APOE;OPRM1;DRD2;FOXO1,GO_Biological_Process_2023
GO_Biological_Process_2023,Mitochondrial Transport (GO:0006839),6/53,0.0312052049975863,0.9471080548363948,0,0,2.7175086176155947,9.42206536257267,TIMM8B;FIS1;TIMM13;TOMM7;TIMM10;SLC25A4,GO_Biological_Process_2023
GO_Biological_Process_2023,Chaperone Cofactor-Dependent Protein Refolding (GO:0051085),4/27,0.0314605224858748,0.9471080548363948,0,0,3.6985119480393593,12.793233357992962,PTGES3;HSPE1;HSPA1B;HSPA1A,GO_Biological_Process_2023
GO_Biological_Process_2023,Protein Localization To Endoplasmic Reticulum (GO:0070972),3/16,0.0329028335089825,0.9481331937644788,0,0,4.904745588487237,16.745765221732366,VAPA;DDRGK1;KDELR2,GO_Biological_Process_2023
GO_Biological_Process_2023,Positive Regulation Of Proteasomal Ubiquitin-Dependent Protein Catabolic Process (GO:0032436),8/83,0.0332140571308164,0.9481331937644788,0,0,2.2723702874206797,7.736925645361336,DDRGK1;PLK1;UBQLN1;RNF19B;CBFA2T3;HSPA1B;SOCS5;HSPA1A,GO_Biological_Process_2023
GO_Biological_Process_2023,Negative Regulation Of Actin Filament Bundle Assembly (GO:0032232),4/28,0.0354367904868292,0.9481331937644788,0,0,3.544221479004088,11.837716465870988,STMN1;F11R;CGNL1;SHANK1,GO_Biological_Process_2023
GO_Biological_Process_2023,Negative Regulation Of mRNA Catabolic Process (GO:1902373),5/41,0.0359721490612479,0.9481331937644788,0,0,2.954954117063492,9.825252807669733,TAF15;FUS;CIRBP;TENT5A;HNRNPAB,GO_Biological_Process_2023
GO_Biological_Process_2023,ATP Synthesis Coupled Electron Transport (GO:0042773),2/7,0.0366090459494798,0.9481331937644788,0,0,8.495661846496107,28.09906098339329,NDUFB6;NDUFA12,GO_Biological_Process_2023
GO_Biological_Process_2023,Regulation Of Mitophagy (GO:1901524),2/7,0.0366090459494798,0.9481331937644788,0,0,8.495661846496107,28.09906098339329,GDF1;SLC25A4,GO_Biological_Process_2023
GO_Biological_Process_2023,"Blood Coagulation, Intrinsic Pathway (GO:0007597)",2/7,0.0366090459494798,0.9481331937644788,0,0,8.495661846496107,28.09906098339329,F12;FLNA,GO_Biological_Process_2023
GO_Biological_Process_2023,Cellular Response To Leptin Stimulus (GO:0044320),2/7,0.0366090459494798,0.9481331937644788,0,0,8.495661846496107,28.09906098339329,NR4A3;MT3,GO_Biological_Process_2023
GO_Biological_Process_2023,Negative Regulation Of Appetite (GO:0032099),2/7,0.0366090459494798,0.9481331937644788,0,0,8.495661846496107,28.09906098339329,MKKS;CARTPT,GO_Biological_Process_2023
GO_Biological_Process_2023,Positive Regulation Of Microtubule Nucleation (GO:0090063),2/7,0.0366090459494798,0.9481331937644788,0,0,8.495661846496107,28.09906098339329,HSPA1B;HSPA1A,GO_Biological_Process_2023
GO_Biological_Process_2023,Positive Regulation Of Vascular Associated Smooth Muscle Cell Migration (GO:1904754),2/7,0.0366090459494798,0.9481331937644788,0,0,8.495661846496107,28.09906098339329,DOCK5;NR4A3,GO_Biological_Process_2023
GO_Biological_Process_2023,"Post-Translational Protein Targeting To Membrane, Translocation (GO:0031204)",2/7,0.0366090459494798,0.9481331937644788,0,0,8.495661846496107,28.09906098339329,SEC61G;SEC61B,GO_Biological_Process_2023
