gene_symbol,n_groups,predominant_direction,n_up,n_down,mean_log2FC,groups
Rpl36a,2,UP,2,0,1.0847299840868811,Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
Cops9,2,UP,2,0,1.0813662493373921,Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
Snhg6,2,UP,2,0,1.0812184673541094,Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
Loc118567394,2,UP,2,0,1.075249757590384,Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
Socs5,2,UP,2,0,1.0743954883483635,Acc6_mbh_AC3174;Acc6_mbh_COMBO
Arrdc2,2,UP,2,0,1.0726616906700928,Acc3_brainstem_GLP_1;Acc5_nts_IP118_PY115
Gm19835,2,UP,2,0,1.0640766727926163,Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
Nrap,2,UP,2,0,1.0597477777445876,Acc8_frontalcortex_ST_A_Ex_KD;Acc8_hippocampus_ST_A_Ex
Rpl35a,2,UP,2,0,1.0486355583501519,Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
Pfdn6,2,UP,2,0,1.0468039693120024,Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
1110038b12rik,2,UP,2,0,1.044195406728905,Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
Cox6a2,2,UP,2,0,1.0301707330268002,Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
Gm14393,2,UP,1,1,0.07972568291416116,Acc8_frontalcortex_ST_A_Ex_KD;Acc8_hippocampus_ST_A_Ex
Fos,2,UP,1,1,0.06471815673136805,Acc5_nts_IP118_PY115;Acc8_hippocampus_ST_A_Ex
Nr4a3,2,UP,1,1,-0.12350285758898616,Acc5_nts_IP118_PY115;Acc8_frontalcortex_ST_A_Ex
Eif3j2,2,DOWN,0,2,-1.02144787736046,Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
Gm31550,2,DOWN,0,2,-1.0239728589476633,Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
Mkks,2,DOWN,0,2,-1.0473009929,Acc10_hippocampus_Ex4_Po_t_TBI;Acc10_hippocampus_Ex4_Pre_TBI
Gm14279,2,DOWN,0,2,-1.1746529542856374,Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
Aldoart1,2,DOWN,0,2,-1.1776957247359072,Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
Atp6v0c-ps2,2,DOWN,0,2,-1.2449398121912765,Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
Gm11478,2,DOWN,0,2,-1.2463570900042882,Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
Gm51666,2,DOWN,0,2,-1.2704590931288235,Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
Egr1,2,DOWN,0,2,-1.3052745647462287,Acc8_frontalcortex_ST_A_Ex;Acc8_hippocampus_ST_A_Ex
Gm52528,2,DOWN,0,2,-1.344490239626686,Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
Ifi44,2,DOWN,0,2,-1.3535886765212135,Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
Loc118567821,2,DOWN,0,2,-1.3715934773158078,Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
Gm9199,2,DOWN,0,2,-1.3999954235063472,Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
Bnip3l-ps,2,DOWN,0,2,-1.4404906281902297,Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
Rps15a-ps6,2,DOWN,0,2,-1.4410144139994765,Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
Gm30181,2,DOWN,0,2,-1.4566029989663865,Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
Gm12669,2,DOWN,0,2,-1.4586515359954333,Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
Gm12174,2,DOWN,0,2,-1.4664068506910715,Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
Gm20056,2,DOWN,0,2,-1.5167678896930428,Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
Loc118568563,2,DOWN,0,2,-1.5200517076851794,Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
Gm15455,2,DOWN,0,2,-1.5207953535249321,Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
Gm46830,2,DOWN,0,2,-1.5233365866798159,Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
Gm12816,2,DOWN,0,2,-1.5272046391470346,Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
Gm4199,2,DOWN,0,2,-1.5622407415278832,Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
Gm10157,2,DOWN,0,2,-1.565191412822603,Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
Tex47,2,DOWN,0,2,-1.5674094233102722,Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
9130002k18rik,2,DOWN,0,2,-1.5693887119567014,Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
Cysltr2,2,DOWN,0,2,-1.5789526674270689,Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
Gm6625,2,DOWN,0,2,-1.6075781156949458,Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
Gm13363,2,DOWN,0,2,-1.6829916960060014,Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
Gm10224,2,DOWN,0,2,-1.6900102072189913,Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
Gm52229,2,DOWN,0,2,-1.7131827414392675,Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
Gm35857,2,DOWN,0,2,-1.7282890443579508,Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
Gm5415,2,DOWN,0,2,-1.753471262093592,Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
Gm30970,2,DOWN,0,2,-1.7566161151157114,Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
Rybp-ps,2,DOWN,0,2,-1.806894484014274,Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
Gm6158,2,DOWN,0,2,-1.838051115314896,Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
Gm12657,2,DOWN,0,2,-1.8881068555115212,Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
Gm3227,2,DOWN,0,2,-1.897305312256933,Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
Gm29808,2,DOWN,0,2,-1.9085212410499808,Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
Ndufab1-ps,2,DOWN,0,2,-1.9494030659935744,Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
Cox7c-ps1,2,DOWN,0,2,-1.9924527069964284,Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
Gm7206,2,DOWN,0,2,-1.9954845198234539,Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
Gm36661,2,DOWN,0,2,-2.0080624182353466,Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
Gm6402,2,DOWN,0,2,-2.0223597726368214,Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
Gm32771,2,DOWN,0,2,-2.0865999161261835,Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
Loc118568718,2,DOWN,0,2,-2.209226794156844,Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
Styxl1,2,UP,1,1,-2.314146292898871,Acc6_dvc_AC710222;Acc8_hippocampus_ST_A_Ex
Loc118568241,2,DOWN,0,2,-2.479965741895466,Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
Kdelr2,2,DOWN,0,2,-2.5687587103637064,Acc6_mbh_AC710222;Acc6_mbh_COMBO
Gm51910,2,DOWN,0,2,-2.6466788520444062,Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
Gm9839,2,DOWN,0,2,-2.8870025189195454,Acc8_hippocampus_ST_A_Ex;Acc8_hippocampus_ST_A_Ex_KD
Islr2,2,UP,1,1,-4.497556458438283,Acc5_nts_IP118_PY115;Acc6_mbh_AC710222
Serpina9,2,DOWN,0,2,-7.411018216398652,Acc6_dvc_AC710222;Acc6_dvc_COMBO
Itpr3,2,DOWN,0,2,-8.930728033138454,Acc6_dvc_AC3174;Acc6_dvc_AC710222
Slc5a11,2,DOWN,0,2,-43.280780310697885,Acc6_dvc_AC3174;Acc6_dvc_COMBO
