Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes,Database
GO_Biological_Process_2023,Adenylate Cyclase-Modulating G Protein-Coupled Receptor Signaling Pathway (GO:0007188),32/163,0.9154506969047886,0.9999957193088368,0,0,0.7786678527170383,0.0687865603893247,CHRM2;ADCYAP1R1;RAMP2;CALCRL;GNAI3;CACNA1D;MCHR1;GNAI1;ADCY5;ADGRE1;GNA13;GNA14;CALCR;GRK5;CNR1;GNA12;PRKACB;P2RY12;GABBR2;NPY1R;HTR1B;GPR4;GPR3;MC3R;ADCY9;GNAL;ADGRB2;GNAQ;ADGRL1;ADGRL4;RAMP1;ADGRL3,GO_Biological_Process_2023
GO_Biological_Process_2023,SCF-dependent Proteasomal Ubiquitin-Dependent Protein Catabolic Process (GO:0031146),7/43,0.9158395402787338,0.9999957193088368,0,0,0.62045009099818,0.0545463138398671,CUL5;FBXW7;FBXO2;CUL2;CUL1;FBXL16;FBXO31,GO_Biological_Process_2023
GO_Biological_Process_2023,Positive Regulation Of T Cell Activation (GO:0050870),20/107,0.91747882848028,0.9999957193088368,0,0,0.7330762919235265,0.0631367634428579,CD86;XBP1;PBRM1;SMARCC2;TFRC;PHF10;ACTL6B;DOCK8;THY1;TYK2;CYRIB;SMARCA2;ARID1B;HSPD1;ZMIZ1;ABL2;LGALS9;ARID2;IL6ST;JAK2,GO_Biological_Process_2023
GO_Biological_Process_2023,Amino Acid Catabolic Process (GO:0009063),6/38,0.9183651867807998,0.9999957193088368,0,0,0.5983230107075372,0.0509532836317265,MCCC2;ALDH6A1;DBT;MCCC1;ETFB;PRODH,GO_Biological_Process_2023
GO_Biological_Process_2023,Cilium Organization (GO:0044782),46/228,0.9191891647596296,0.9999957193088368,0,0,0.8053341957640073,0.0678601493142991,ARF4;NOTCH1;C2CD3;TRAF3IP1;ARL3;FBF1;CEP164;CCP110;PLA2G3;NEDD9;ASAP1;FNBP1L;CCDC28B;TTBK2;RRP7A;CFAP298;KIF3B;KIF3A;DZIP1L;CFAP47;FLNA;POC1B;TOGARAM1;TEKT4;KIFAP3;PIBF1;CFAP20;RAB8A;RAB8B;MKKS;SEPTIN2;CCDC57;GBF1;CEP131;SCLT1;RFX3;FUZ;IFT20;AHI1;TTLL3;RP2;B9D1;B9D2;CCDC66;DZIP1;CCNO,GO_Biological_Process_2023
GO_Biological_Process_2023,Negative Regulation Of Cytokine Production (GO:0001818),35/178,0.922235365100632,0.9999957193088368,0,0,0.7800733276018447,0.0631506890527687,ABCD2;CUEDC2;PPP1R11;TRAF3IP1;CUL3;GPATCH3;HMGB1;HDAC9;VSIR;RPS6KA5;C1QBP;BANF1;LGALS9;PIBF1;N4BP1;SRGN;GBP7;ANXA4;CIDEA;LAPTM5;IRAK3;INHBA;TWSG1;ITCH;RNF125;TYROBP;RGCC;SELENOS;EZR;TRIB2;ZFPM1;TLR4;TNFRSF21;LGR4;ASB1,GO_Biological_Process_2023
GO_Biological_Process_2023,Positive Regulation Of Cytokine Production Involved In Immune Response (GO:0002720),5/33,0.92233610966026,0.9999957193088368,0,0,0.5698617608252369,0.0460708032947025,SLC7A5;TRAF6;KIT;LAPTM5;IRF5,GO_Biological_Process_2023
GO_Biological_Process_2023,Fatty Acid Metabolic Process (GO:0006631),23/122,0.922996319217404,0.9999957193088368,0,0,0.7407322274578911,0.0593548973370633,ACBD5;XBP1;ABCD2;MECR;PNPLA8;ACOT11;MSMO1;ACSL4;ACSL3;CROT;ALKBH7;ACADSB;HSD17B10;ACACA;GPAM;FASN;NDUFAB1;NUDT19;PNPLA3;LPIN1;PPARGC1A;CRAT;LPIN2,GO_Biological_Process_2023
GO_Biological_Process_2023,Apoptotic Nuclear Changes (GO:0030262),2/16,0.9231607204434455,0.9999957193088368,0,0,0.4560220563996524,0.0364598441306766,ACVR1C;CDK5RAP3,GO_Biological_Process_2023
GO_Biological_Process_2023,Cellular Response To Nitrogen Compound (GO:1901699),2/16,0.9231607204434455,0.9999957193088368,0,0,0.4560220563996524,0.0364598441306766,NSMCE3;EPG5,GO_Biological_Process_2023
GO_Biological_Process_2023,Intraciliary Anterograde Transport (GO:0035720),2/16,0.9231607204434455,0.9999957193088368,0,0,0.4560220563996524,0.0364598441306766,IFT20;TRAF3IP1,GO_Biological_Process_2023
GO_Biological_Process_2023,Lymphocyte Mediated Immunity (GO:0002449),2/16,0.9231607204434455,0.9999957193088368,0,0,0.4560220563996524,0.0364598441306766,CR1L;GNL1,GO_Biological_Process_2023
GO_Biological_Process_2023,Male Meiosis I (GO:0007141),2/16,0.9231607204434455,0.9999957193088368,0,0,0.4560220563996524,0.0364598441306766,FOXJ3;MYBL1,GO_Biological_Process_2023
GO_Biological_Process_2023,Negative Regulation Of RNA Biosynthetic Process (GO:1902679),2/16,0.9231607204434455,0.9999957193088368,0,0,0.4560220563996524,0.0364598441306766,TASOR;RESF1,GO_Biological_Process_2023
GO_Biological_Process_2023,Negative Regulation Of Cytokine Production Involved In Immune Response (GO:0002719),2/16,0.9231607204434455,0.9999957193088368,0,0,0.4560220563996524,0.0364598441306766,CUEDC2;IRAK3,GO_Biological_Process_2023
GO_Biological_Process_2023,Negative Regulation Of Natural Killer Cell Mediated Cytotoxicity (GO:0045953),2/16,0.9231607204434455,0.9999957193088368,0,0,0.4560220563996524,0.0364598441306766,SERPINB9;LGALS9,GO_Biological_Process_2023
GO_Biological_Process_2023,Positive Regulation Of Autophagosome Assembly (GO:2000786),2/16,0.9231607204434455,0.9999957193088368,0,0,0.4560220563996524,0.0364598441306766,SH3GLB1;RALB,GO_Biological_Process_2023
GO_Biological_Process_2023,Prostanoid Metabolic Process (GO:0006692),2/16,0.9231607204434455,0.9999957193088368,0,0,0.4560220563996524,0.0364598441306766,PTGR1;PTGR2,GO_Biological_Process_2023
GO_Biological_Process_2023,Protein Targeting To Peroxisome (GO:0006625),2/16,0.9231607204434455,0.9999957193088368,0,0,0.4560220563996524,0.0364598441306766,ZFAND6;RAB8B,GO_Biological_Process_2023
GO_Biological_Process_2023,Regulation Of Interleukin-1 Production (GO:0032652),2/16,0.9231607204434455,0.9999957193088368,0,0,0.4560220563996524,0.0364598441306766,HMGB1;TLR4,GO_Biological_Process_2023
GO_Biological_Process_2023,Regulation Of Natural Killer Cell Activation (GO:0032814),2/16,0.9231607204434455,0.9999957193088368,0,0,0.4560220563996524,0.0364598441306766,TYROBP;PIBF1,GO_Biological_Process_2023
GO_Biological_Process_2023,Regulation Of Response To Cytokine Stimulus (GO:0060759),2/16,0.9231607204434455,0.9999957193088368,0,0,0.4560220563996524,0.0364598441306766,SH2B3;TLE5,GO_Biological_Process_2023
GO_Biological_Process_2023,Reverse Cholesterol Transport (GO:0043691),2/16,0.9231607204434455,0.9999957193088368,0,0,0.4560220563996524,0.0364598441306766,ABCA5;APOE,GO_Biological_Process_2023
GO_Biological_Process_2023,Stabilization Of Membrane Potential (GO:0030322),2/16,0.9231607204434455,0.9999957193088368,0,0,0.4560220563996524,0.0364598441306766,KCNK9;KCNK13,GO_Biological_Process_2023
GO_Biological_Process_2023,Sulfation (GO:0051923),2/16,0.9231607204434455,0.9999957193088368,0,0,0.4560220563996524,0.0364598441306766,SULT1A1;SULT4A1,GO_Biological_Process_2023
GO_Biological_Process_2023,"Synaptic Transmission, Cholinergic (GO:0007271)",2/16,0.9231607204434455,0.9999957193088368,0,0,0.4560220563996524,0.0364598441306766,CHRNA7;APOE,GO_Biological_Process_2023
GO_Biological_Process_2023,Chordate Embryonic Development (GO:0043009),10/59,0.923605242006171,0.9999957193088368,0,0,0.6510542859715855,0.0517396264917509,ARNT2;MBNL1;FUT8;PTCH1;XYLT1;FUZ;PROX1;TGFBR1;SULF2;VEGFA,GO_Biological_Process_2023
GO_Biological_Process_2023,Cellular Response To Low-Density Lipoprotein Particle Stimulus (GO:0071404),3/22,0.92387217192438,0.9999957193088368,0,0,0.5039644852795018,0.0399046936168901,CDH13;CD68;TLR4,GO_Biological_Process_2023
GO_Biological_Process_2023,Glucose Transmembrane Transport (GO:1904659),3/22,0.92387217192438,0.9999957193088368,0,0,0.5039644852795018,0.0399046936168901,RAB4B;SLC2A1;SLC5A3,GO_Biological_Process_2023
GO_Biological_Process_2023,Negative Regulation Of Myeloid Cell Differentiation (GO:0045638),3/22,0.92387217192438,0.9999957193088368,0,0,0.5039644852795018,0.0399046936168901,MAFB;ZBTB16;ZFP36L1,GO_Biological_Process_2023
GO_Biological_Process_2023,Placenta Development (GO:0001890),3/22,0.92387217192438,0.9999957193088368,0,0,0.5039644852795018,0.0399046936168901,ITGB8;PTK2;SOD1,GO_Biological_Process_2023
GO_Biological_Process_2023,Positive Regulation Of Viral Life Cycle (GO:1903902),3/22,0.92387217192438,0.9999957193088368,0,0,0.5039644852795018,0.0399046936168901,FMR1;HMGB1;LGALS9,GO_Biological_Process_2023
GO_Biological_Process_2023,Regulation Of Dopamine Secretion (GO:0014059),3/22,0.92387217192438,0.9999957193088368,0,0,0.5039644852795018,0.0399046936168901,SYT4;SYT17;SNCA,GO_Biological_Process_2023
GO_Biological_Process_2023,Regulation Of Mononuclear Cell Migration (GO:0071675),3/22,0.92387217192438,0.9999957193088368,0,0,0.5039644852795018,0.0399046936168901,AKIRIN1;MAPK1;PTK2,GO_Biological_Process_2023
GO_Biological_Process_2023,Regulation Of Regulatory T Cell Differentiation (GO:0045589),3/22,0.92387217192438,0.9999957193088368,0,0,0.5039644852795018,0.0399046936168901,BCL6;FOXO3;VSIR,GO_Biological_Process_2023
GO_Biological_Process_2023,Lipid Transport (GO:0006869),20/108,0.9249207962298616,0.9999957193088368,0,0,0.724698022550202,0.0565606303684927,OSBPL8;LYPLA1;TMEM41B;ABCA5;CHKA;PITPNB;ARID4A;TRIAP1;PITPNC1;SLCO1C1;FABP3;SLC25A17;FABP5;VAPA;NPC2;TTPA;FABP7;TNFAIP8L3;APOE;MFSD2A,GO_Biological_Process_2023
GO_Biological_Process_2023,Cellular Response To UV (GO:0034644),14/79,0.9250402629912362,0.9999957193088368,0,0,0.6869659467766723,0.0535270228485135,CDKN1A;MME;NSMCE3;GDF1;TRIAP1;SIRT1;ERCC1;NEDD4;DHX36;EP300;RPL26;N4BP1;COPS9;CUL4B,GO_Biological_Process_2023
GO_Biological_Process_2023,Interferon-Mediated Signaling Pathway (GO:0140888),8/49,0.9252097580702348,0.9999957193088368,0,0,0.6225377943760534,0.0483928519939522,HDAC4;OAS2;TRAF3;STAT1;TYK2;JAK2;TANK;JAK1,GO_Biological_Process_2023
GO_Biological_Process_2023,Negative Regulation Of DNA Metabolic Process (GO:0051053),8/49,0.9252097580702348,0.9999957193088368,0,0,0.6225377943760534,0.0483928519939522,TSPYL2;CDKN1A;BMPR2;DACH1;XRCC5;ERCC1;RPS3;RAD17,GO_Biological_Process_2023
GO_Biological_Process_2023,Negative Regulation Of T Cell Activation (GO:0050868),8/49,0.9252097580702348,0.9999957193088368,0,0,0.6225377943760534,0.0483928519939522,CD86;RIPOR2;SDC4;GLMN;LAPTM5;VSIR;TNFRSF21;PAG1,GO_Biological_Process_2023
GO_Biological_Process_2023,Sodium Ion Transport (GO:0006814),16/89,0.9269516586872008,0.9999957193088368,0,0,0.6989903997187069,0.0530211219501046,SLC24A2;SLC23A2;SLC6A17;SLC6A11;SLC4A4;NALCN;SLC8A2;SLC9B2;SLC4A8;ASIC4;SLC9A5;SGK1;FGF13;SCN1B;HCN2;SCN1A,GO_Biological_Process_2023
GO_Biological_Process_2023,Determination Of Bilateral Symmetry (GO:0009855),4/28,0.9283530148910848,0.9999957193088368,0,0,0.5318992654774397,0.0395431012143572,LEFTY1;MKKS;NOTCH1;KIF3B,GO_Biological_Process_2023
GO_Biological_Process_2023,Positive Regulation Of Defense Response To Virus By Host (GO:0002230),4/28,0.9283530148910848,0.9999957193088368,0,0,0.5318992654774397,0.0395431012143572,HSP90AA1;DTX3L;STAT1;PQBP1,GO_Biological_Process_2023
GO_Biological_Process_2023,Positive Regulation Of Fibroblast Proliferation (GO:0048146),4/28,0.9283530148910848,0.9999957193088368,0,0,0.5318992654774397,0.0395431012143572,CDKN1A;NDUFS4;S100A6;BMI1,GO_Biological_Process_2023
GO_Biological_Process_2023,Nucleosome Organization (GO:0034728),13/75,0.9324752315939252,0.9999957193088368,0,0,0.6687545782576847,0.0467544309208203,LIN54;SMARCC2;RSF1;SPTY2D1;MACROH2A1;CHAF1A;CHRAC1;H2BC21;POLE3;DNAJC9;SOX9;ARID2;ASF1A,GO_Biological_Process_2023
GO_Biological_Process_2023,Phosphatidylcholine Metabolic Process (GO:0046470),9/55,0.9334854003585984,0.9999957193088368,0,0,0.6241550968213372,0.0429605677282994,SLC44A5;PCYT1A;CHKA;SLC44A2;PNPLA8;LPCAT2;PLA2G3;CHPT1;MFSD2A,GO_Biological_Process_2023
GO_Biological_Process_2023,DNA Damage Checkpoint Signaling (GO:0000077),5/34,0.9340275444234588,0.9999957193088368,0,0,0.5501751643070153,0.0375490975540647,DTX3L;DONSON;RAD17;NBN;CLOCK,GO_Biological_Process_2023
GO_Biological_Process_2023,Negative Regulation Of JNK Cascade (GO:0046329),5/34,0.9340275444234588,0.9999957193088368,0,0,0.5501751643070153,0.0375490975540647,ITCH;PINK1;GPS2;DUSP16;HIPK3,GO_Biological_Process_2023
GO_Biological_Process_2023,Negative Regulation Of Cell Cycle Process (GO:0010948),5/34,0.9340275444234588,0.9999957193088368,0,0,0.5501751643070153,0.0375490975540647,ZFYVE19;CHMP2A;CCP110;BAZ1B;AURKAIP1,GO_Biological_Process_2023
GO_Biological_Process_2023,Regulation Of Interleukin-17 Production (GO:0032660),5/34,0.9340275444234588,0.9999957193088368,0,0,0.5501751643070153,0.0375490975540647,SLC7A5;TYK2;JAK2;TLR4;VSIR,GO_Biological_Process_2023
GO_Biological_Process_2023,Response To Estrogen (GO:0043627),5/34,0.9340275444234588,0.9999957193088368,0,0,0.5501751643070153,0.0375490975540647,CAV1;EP300;TRIM25;SERPINB9;SOX9,GO_Biological_Process_2023
GO_Biological_Process_2023,Sister Chromatid Segregation (GO:0000819),5/34,0.9340275444234588,0.9999957193088368,0,0,0.5501751643070153,0.0375490975540647,RB1;TOP2B;NCAPG2;PLK1;SMC1A,GO_Biological_Process_2023
GO_Biological_Process_2023,L-serine Metabolic Process (GO:0006563),1/10,0.9344327522532072,0.9999957193088368,0,0,0.3547259507829978,0.024055958821543,SDSL,GO_Biological_Process_2023
GO_Biological_Process_2023,Acidic Amino Acid Transport (GO:0015800),1/10,0.9344327522532072,0.9999957193088368,0,0,0.3547259507829978,0.024055958821543,GJA1,GO_Biological_Process_2023
GO_Biological_Process_2023,Aromatic Amino Acid Family Catabolic Process (GO:0009074),1/10,0.9344327522532072,0.9999957193088368,0,0,0.3547259507829978,0.024055958821543,QDPR,GO_Biological_Process_2023
GO_Biological_Process_2023,Cell Proliferation In Forebrain (GO:0021846),1/10,0.9344327522532072,0.9999957193088368,0,0,0.3547259507829978,0.024055958821543,WNT7A,GO_Biological_Process_2023
GO_Biological_Process_2023,Cellular Response To UV-A (GO:0071492),1/10,0.9344327522532072,0.9999957193088368,0,0,0.3547259507829978,0.024055958821543,MME,GO_Biological_Process_2023
GO_Biological_Process_2023,Cellular Response To Cholesterol (GO:0071397),1/10,0.9344327522532072,0.9999957193088368,0,0,0.3547259507829978,0.024055958821543,PTCH1,GO_Biological_Process_2023
GO_Biological_Process_2023,Endosomal Vesicle Fusion (GO:0034058),1/10,0.9344327522532072,0.9999957193088368,0,0,0.3547259507829978,0.024055958821543,VPS41,GO_Biological_Process_2023
GO_Biological_Process_2023,Epithelial Cell Apoptotic Process (GO:1904019),1/10,0.9344327522532072,0.9999957193088368,0,0,0.3547259507829978,0.024055958821543,BMPR2,GO_Biological_Process_2023
GO_Biological_Process_2023,Monocyte Differentiation (GO:0030224),1/10,0.9344327522532072,0.9999957193088368,0,0,0.3547259507829978,0.024055958821543,VEGFA,GO_Biological_Process_2023
GO_Biological_Process_2023,Negative Regulation Of Homotypic Cell-Cell Adhesion (GO:0034111),1/10,0.9344327522532072,0.9999957193088368,0,0,0.3547259507829978,0.024055958821543,SH2B3,GO_Biological_Process_2023
GO_Biological_Process_2023,Negative Regulation Of Lipopolysaccharide-Mediated Signaling Pathway (GO:0031665),1/10,0.9344327522532072,0.9999957193088368,0,0,0.3547259507829978,0.024055958821543,NFKBIL1,GO_Biological_Process_2023
GO_Biological_Process_2023,Negative Regulation Of Natural Killer Cell Mediated Immunity (GO:0002716),1/10,0.9344327522532072,0.9999957193088368,0,0,0.3547259507829978,0.024055958821543,LGALS9,GO_Biological_Process_2023
GO_Biological_Process_2023,Negative Regulation Of Programmed Necrotic Cell Death (GO:0062099),1/10,0.9344327522532072,0.9999957193088368,0,0,0.3547259507829978,0.024055958821543,SLC25A4,GO_Biological_Process_2023
GO_Biological_Process_2023,"Nuclear-Transcribed mRNA Catabolic Process, Exonucleolytic, 3'-5' (GO:0034427)",1/10,0.9344327522532072,0.9999957193088368,0,0,0.3547259507829978,0.024055958821543,EXOSC4,GO_Biological_Process_2023
GO_Biological_Process_2023,Oxygen Transport (GO:0015671),1/10,0.9344327522532072,0.9999957193088368,0,0,0.3547259507829978,0.024055958821543,IPCEF1,GO_Biological_Process_2023
GO_Biological_Process_2023,Phosphate Ion Transmembrane Transport (GO:0035435),1/10,0.9344327522532072,0.9999957193088368,0,0,0.3547259507829978,0.024055958821543,XPR1,GO_Biological_Process_2023
GO_Biological_Process_2023,Positive Regulation Of Bone Resorption (GO:0045780),1/10,0.9344327522532072,0.9999957193088368,0,0,0.3547259507829978,0.024055958821543,TMEM64,GO_Biological_Process_2023
GO_Biological_Process_2023,Positive Regulation Of Interleukin-13 Production (GO:0032736),1/10,0.9344327522532072,0.9999957193088368,0,0,0.3547259507829978,0.024055958821543,LGALS9,GO_Biological_Process_2023
GO_Biological_Process_2023,Positive Regulation Of Toll-Like Receptor 4 Signaling Pathway (GO:0034145),1/10,0.9344327522532072,0.9999957193088368,0,0,0.3547259507829978,0.024055958821543,TIRAP,GO_Biological_Process_2023
GO_Biological_Process_2023,Positive Regulation Of Voltage-Gated Potassium Channel Activity (GO:1903818),1/10,0.9344327522532072,0.9999957193088368,0,0,0.3547259507829978,0.024055958821543,NOS1AP,GO_Biological_Process_2023
GO_Biological_Process_2023,Protein Localization To Condensed Chromosome (GO:1903083),1/10,0.9344327522532072,0.9999957193088368,0,0,0.3547259507829978,0.024055958821543,IK,GO_Biological_Process_2023
GO_Biological_Process_2023,Regulation Of Chromatin Binding (GO:0035561),1/10,0.9344327522532072,0.9999957193088368,0,0,0.3547259507829978,0.024055958821543,DTX3L,GO_Biological_Process_2023
GO_Biological_Process_2023,Regulation Of Coagulation (GO:0050818),1/10,0.9344327522532072,0.9999957193088368,0,0,0.3547259507829978,0.024055958821543,EPHB2,GO_Biological_Process_2023
GO_Biological_Process_2023,Regulation Of Low-Density Lipoprotein Particle Clearance (GO:0010988),1/10,0.9344327522532072,0.9999957193088368,0,0,0.3547259507829978,0.024055958821543,CNPY2,GO_Biological_Process_2023
GO_Biological_Process_2023,Regulation Of Mitotic Sister Chromatid Separation (GO:0010965),1/10,0.9344327522532072,0.9999957193088368,0,0,0.3547259507829978,0.024055958821543,INCENP,GO_Biological_Process_2023
GO_Biological_Process_2023,"Regulation Of Phagocytosis, Engulfment (GO:0060099)",1/10,0.9344327522532072,0.9999957193088368,0,0,0.3547259507829978,0.024055958821543,UXT,GO_Biological_Process_2023
GO_Biological_Process_2023,Response To Corticosteroid (GO:0031960),1/10,0.9344327522532072,0.9999957193088368,0,0,0.3547259507829978,0.024055958821543,CALCR,GO_Biological_Process_2023
GO_Biological_Process_2023,Signal Release (GO:0023061),1/10,0.9344327522532072,0.9999957193088368,0,0,0.3547259507829978,0.024055958821543,KPNA4,GO_Biological_Process_2023
GO_Biological_Process_2023,snRNA Transcription By RNA Polymerase II (GO:0042795),1/10,0.9344327522532072,0.9999957193088368,0,0,0.3547259507829978,0.024055958821543,SNAPC5,GO_Biological_Process_2023
GO_Biological_Process_2023,Surfactant Homeostasis (GO:0043129),1/10,0.9344327522532072,0.9999957193088368,0,0,0.3547259507829978,0.024055958821543,VEGFA,GO_Biological_Process_2023
GO_Biological_Process_2023,Thyroid Hormone Generation (GO:0006590),1/10,0.9344327522532072,0.9999957193088368,0,0,0.3547259507829978,0.024055958821543,DIO2,GO_Biological_Process_2023
GO_Biological_Process_2023,Cell Chemotaxis (GO:0060326),8/50,0.9348481415814563,0.9999957193088368,0,0,0.607675458337084,0.0409398116553006,SEMA5A;DOCK4;EGR3;KIT;RAB13;TNFRSF25;CORO1B;VEGFA,GO_Biological_Process_2023
GO_Biological_Process_2023,Determination Of Left/Right Symmetry (GO:0007368),7/45,0.9369190915077608,0.9999957193088368,0,0,0.5877174561771923,0.0382946990737242,LEFTY1;MKKS;NOTCH1;KIF3B;RFX3;MEGF8;CCDC40,GO_Biological_Process_2023
GO_Biological_Process_2023,Zymogen Activation (GO:0031638),7/45,0.9369190915077608,0.9999957193088368,0,0,0.5877174561771923,0.0382946990737242,CYFIP2;THBD;GRIN2A;BAD;F12;CYCS;VSIR,GO_Biological_Process_2023
GO_Biological_Process_2023,Protein Homooligomerization (GO:0051260),24/129,0.9371547934154922,0.9999957193088368,0,0,0.7286346530182146,0.0472933504758425,GBP5;TRIM72;POLQ;PDCD6IP;FUS;ATL2;SLC1A2;CBY1;AQP4;NOL3;ELAVL1;HSD17B10;GLS;GOLGA2;ALAD;SPAST;GLRA3;PEG10;PXDN;CHMP2A;ME1;AQP11;TNPO1;ALDOA,GO_Biological_Process_2023
GO_Biological_Process_2023,Adaptive Immune Response Based On Somatic Recombination Of Immune Receptors Built From Immunoglobulin Superfamily Domains (GO:0002460),3/23,0.9373485278680732,0.9999957193088368,0,0,0.4787347880822493,0.0309741908001949,CR1L;GNL1;TLR4,GO_Biological_Process_2023
GO_Biological_Process_2023,Positive Regulation Of Epithelial Cell Apoptotic Process (GO:1904037),3/23,0.9373485278680732,0.9999957193088368,0,0,0.4787347880822493,0.0309741908001949,RGCC;CARM1;PLCG1,GO_Biological_Process_2023
GO_Biological_Process_2023,Regulation Of T Cell Migration (GO:2000404),3/23,0.9373485278680732,0.9999957193088368,0,0,0.4787347880822493,0.0309741908001949,RIPOR2;DOCK8;ABL2,GO_Biological_Process_2023
GO_Biological_Process_2023,DNA Biosynthetic Process (GO:0071897),2/17,0.9384454031327312,0.9999957193088368,0,0,0.4255926159009859,0.0270381539259644,RRM2B;SIRT1,GO_Biological_Process_2023
GO_Biological_Process_2023,Detection Of Visible Light (GO:0009584),2/17,0.9384454031327312,0.9999957193088368,0,0,0.4255926159009859,0.0270381539259644,GNAQ;REEP6,GO_Biological_Process_2023
GO_Biological_Process_2023,Facultative Heterochromatin Formation (GO:0140718),2/17,0.9384454031327312,0.9999957193088368,0,0,0.4255926159009859,0.0270381539259644,SIRT1;SIRT2,GO_Biological_Process_2023
GO_Biological_Process_2023,Mesenchyme Development (GO:0060485),2/17,0.9384454031327312,0.9999957193088368,0,0,0.4255926159009859,0.0270381539259644,BMPR2;TGFBR1,GO_Biological_Process_2023
GO_Biological_Process_2023,Peroxisomal Membrane Transport (GO:0015919),2/17,0.9384454031327312,0.9999957193088368,0,0,0.4255926159009859,0.0270381539259644,ABCD2;RAB8B,GO_Biological_Process_2023
GO_Biological_Process_2023,Positive Regulation Of Cell Adhesion Mediated By Integrin (GO:0033630),2/17,0.9384454031327312,0.9999957193088368,0,0,0.4255926159009859,0.0270381539259644,P2RY12;RAC3,GO_Biological_Process_2023
GO_Biological_Process_2023,Regulation Of DNA-templated DNA Replication (GO:0090329),2/17,0.9384454031327312,0.9999957193088368,0,0,0.4255926159009859,0.0270381539259644,METTL4;NBN,GO_Biological_Process_2023
GO_Biological_Process_2023,Regulation Of Leukocyte Chemotaxis (GO:0002688),2/17,0.9384454031327312,0.9999957193088368,0,0,0.4255926159009859,0.0270381539259644,CAMK1D;MTUS1,GO_Biological_Process_2023
GO_Biological_Process_2023,Regulation Of Mitotic Cell Cycle Spindle Assembly Checkpoint (GO:0090266),2/17,0.9384454031327312,0.9999957193088368,0,0,0.4255926159009859,0.0270381539259644,INCENP;MAD1L1,GO_Biological_Process_2023
GO_Biological_Process_2023,Response To Acidic pH (GO:0010447),2/17,0.9384454031327312,0.9999957193088368,0,0,0.4255926159009859,0.0270381539259644,CHP1;GPR4,GO_Biological_Process_2023
GO_Biological_Process_2023,Response To Interferon-Alpha (GO:0035455),2/17,0.9384454031327312,0.9999957193088368,0,0,0.4255926159009859,0.0270381539259644,RO60;EIF2AK2,GO_Biological_Process_2023
GO_Biological_Process_2023,Antigen Receptor-Mediated Signaling Pathway (GO:0050851),25/134,0.9385076479377026,0.9999957193088368,0,0,0.731102155112397,0.0463988674070007,KHDRBS1;DENND1B;IGHM;STOML2;THY1;SPPL3;PRAM1;IKBKB;INPP5D;ORC3;PDE4B;FYN;PLCG1;MEF2C;PLEKHA1;PRKCB;PDE4D;RC3H1;LIME1;RC3H2;NCOR2;WNK1;TRAF6;UBE2N;TNFRSF21,GO_Biological_Process_2023
GO_Biological_Process_2023,Negative Regulation Of Cell-Cell Adhesion (GO:0022408),6/40,0.9399113882403578,0.9999957193088368,0,0,0.563053438885527,0.034892239173346,NOTCH1;RGCC;WNK1;NOTCH4;PTK2;VEGFA,GO_Biological_Process_2023
GO_Biological_Process_2023,Heterotypic Cell-Cell Adhesion (GO:0034113),4/29,0.9400239610579052,0.9999957193088368,0,0,0.5105897166841553,0.0315799298394113,JUP;CTNNA3;ITGAV;DSG2,GO_Biological_Process_2023
GO_Biological_Process_2023,Regulation Of Muscle Contraction (GO:0006937),4/29,0.9400239610579052,0.9999957193088368,0,0,0.5105897166841553,0.0315799298394113,CHRM2;KCNA1;CAV1;MYL9,GO_Biological_Process_2023
GO_Biological_Process_2023,Sarcomere Organization (GO:0045214),4/29,0.9400239610579052,0.9999957193088368,0,0,0.5105897166841553,0.0315799298394113,FHOD3;CSRP1;CAPN3;CASQ1,GO_Biological_Process_2023
GO_Biological_Process_2023,Positive Regulation Of Interleukin-8 Production (GO:0032757),10/61,0.9407941750290972,0.9999957193088368,0,0,0.6254403421381161,0.0381711828272814,CNTN1;TLR7;HMGB1;PARK7;LGALS9;TLR4;TIRAP;TLR3;HSPA1B;HSPA1A,GO_Biological_Process_2023
GO_Biological_Process_2023,Lymphocyte Differentiation (GO:0030098),16/91,0.9409647380191148,0.9999957193088368,0,0,0.6802608878602988,0.0413936117515528,HDAC4;TOP2B;GPS2;PIK3R3;IKZF1;PIK3R1;HDAC9;LFNG;LYL1;KLF6;NFIL3;KIT;RABL3;DNAJB9;SLC25A5;ZBTB7A,GO_Biological_Process_2023
GO_Biological_Process_2023,Regulated Exocytosis (GO:0045055),8/51,0.9433809454416042,0.9999957193088368,0,0,0.5935043937417877,0.0345924665523772,RAB10;RIMS1;PPP3CB;RAB3A;VAMP7;RAB11FIP2;SNCA;SYT17,GO_Biological_Process_2023
GO_Biological_Process_2023,Endoderm Formation (GO:0001706),5/35,0.9441162353141694,0.9999957193088368,0,0,0.531801007556675,0.0305817433093626,DUSP4;LAMB3;COL7A1;ITGAV;INHBA,GO_Biological_Process_2023
GO_Biological_Process_2023,Macrophage Activation (GO:0042116),5/35,0.9441162353141694,0.9999957193088368,0,0,0.531801007556675,0.0305817433093626,C1QA;CD93;JAK2;TLR4;SNCA,GO_Biological_Process_2023
