gene_symbol,n_groups_hibi,predominant_direction_hibi,mean_log2FC_hibi,n_groups_glp1r,predominant_direction_glp1r,mean_log2FC_glp1r,direction_concordant
Nudt4,3,DOWN,-0.4245329244072398,5,DOWN,-0.0015658186234898,True
Mllt3,3,DOWN,-0.7428365202023569,5,DOWN,-0.3110496642716241,True
Rabgap1l,3,DOWN,-1.1671237620767203,5,DOWN,-0.2606559073236038,True
Gnai1,3,DOWN,-2.32979844821672,5,DOWN,0.1190597083925826,True
Grm3,3,DOWN,-2.876041372706484,5,DOWN,-0.1204500287160159,True
Lims1,3,DOWN,-0.0645003513902057,4,DOWN,-0.3908792143135985,True
Mtus1,3,UP,-0.1163162405343494,4,UP,0.0147188725918676,True
Rpl23,3,UP,-0.193691003982475,4,UP,0.5018808084094128,True
Tsc22d3,3,UP,-0.2284056528639705,4,UP,0.4396612779915781,True
6430548m08rik,3,DOWN,-0.5454773006276555,4,DOWN,0.0650144037599262,True
Cgnl1,3,UP,-0.5527056529459484,4,UP,7.375259987283477,True
Tmem106b,3,DOWN,-0.580794891655818,4,DOWN,-0.3714807424838622,True
Negr1,3,DOWN,-0.5825093918296763,4,DOWN,-0.2514959481647039,True
Slc9a6,3,DOWN,-0.5960011366846292,4,DOWN,-0.3055129791722207,True
Snx13,3,DOWN,-0.6047645932542011,4,DOWN,-0.1524961361380738,True
Tnks2,3,DOWN,-0.7834533284778554,4,DOWN,-0.2214384365506114,True
Ncam2,3,DOWN,-0.7871694037699223,4,DOWN,-0.1601098245522856,True
Kras,3,DOWN,-0.8201725858540589,4,DOWN,0.2860562099281055,True
Ulk2,3,DOWN,-1.2769282780956648,4,DOWN,-0.1863758925244281,True
Ccnd2,3,DOWN,-1.6057458940638585,4,DOWN,-0.3183696038606974,True
Fut9,3,DOWN,-2.218782870783355,4,DOWN,-0.31754034874191,True
Sema6d,3,DOWN,-2.3099376464334083,4,DOWN,-0.3475683597912011,True
Fgf12,3,DOWN,-2.516636226688268,4,DOWN,-0.2636519998216591,True
Smim3,3,UP,1.7235168994465109,3,UP,0.507347934150656,True
Irgm1,3,UP,1.672546186538,3,UP,0.1540551994025486,True
Galnt15,3,UP,1.1688098228665824,3,UP,0.64212425114829,True
Flna,3,UP,1.1472857608717273,3,UP,6.665944374236166,True
Fbxo32,3,UP,0.9441462765197728,3,UP,2.6873520190717968,True
Adam9,3,UP,0.8344119119887203,3,UP,0.2677417914017869,True
Gm1673,3,UP,0.8177405169774629,3,UP,0.3767925163196264,True
Trnau1ap,3,UP,0.7665071617206397,3,UP,0.3801566371487762,True
Zc3h7a,3,UP,0.7338306862262253,3,UP,0.3192708707427719,True
Lrrc45,3,UP,0.6991157848589916,3,UP,0.3492841625630929,True
Rnf19b,3,UP,0.1987409651410361,3,UP,3.0475875173473903,True
Hes6,3,UP,0.155431192428969,3,UP,0.4216338808492038,True
Slc38a2,3,UP,0.0778718395846794,3,UP,0.2399457928498471,True
Iffo2,3,UP,0.0240680110445036,3,UP,0.0949463001616178,True
Las1l,3,UP,0.0097037328404646,3,UP,0.110895088622394,True
Samd8,3,DOWN,-0.02205320537838,3,DOWN,-0.2970352304540991,True
Ankrd10,3,UP,-0.103478167582472,3,UP,0.1889086495545362,True
Adam10,3,DOWN,-0.1923357860165106,3,DOWN,-0.299471686041034,True
Smim13,3,DOWN,-0.4636182807615897,3,DOWN,-0.3825782519750767,True
Rsrp1,3,UP,-0.50396787884011,3,UP,0.243194606191897,True
Lmtk2,3,DOWN,-0.5051954145231031,3,DOWN,-0.0868916197672445,True
Ap3m1,3,DOWN,-0.5211297718434743,3,DOWN,-0.2759508489138396,True
Ptp4a2,3,DOWN,-0.521404544496821,3,DOWN,-0.0108605243543702,True
Slc25a46,3,DOWN,-0.5369514792711106,3,DOWN,-0.3762444553402119,True
Ankib1,3,DOWN,-0.5406361816509836,3,DOWN,-0.1174350621409952,True
Eef2,3,DOWN,-0.5508310003154545,3,DOWN,-0.1829514993385193,True
Ireb2,3,DOWN,-0.581766212310626,3,DOWN,-0.3252533393238763,True
Plppr5,3,DOWN,-0.610899198507798,3,DOWN,-0.3095172052876401,True
Nebl,3,DOWN,-0.6355089100267884,3,DOWN,-0.3112544548435092,True
Elavl4,3,DOWN,-0.6575218119957581,3,DOWN,-0.3033967803339555,True
Tuba1b,3,DOWN,-0.66841350667044,3,DOWN,-0.3229628671039961,True
Stxbp6,3,DOWN,-0.725028000246183,3,DOWN,-0.3786797857627708,True
Tbck,3,DOWN,-0.7379888642364781,3,DOWN,-0.2177896097376589,True
Mef2c,3,DOWN,-0.7383058945006268,3,DOWN,-0.2769728780793887,True
Zfp706,3,DOWN,-0.8396252168701865,3,DOWN,-0.2790690565175441,True
Pcdhga11,3,DOWN,-0.84531003904253,3,DOWN,-0.0956555881561409,True
Dpy19l3,3,DOWN,-0.8500801051143337,3,DOWN,-0.116092680227503,True
Zfp780b,3,DOWN,-0.9080553703149944,3,DOWN,-0.3137599134788323,True
Ndst4,3,DOWN,-0.9136369543714752,3,DOWN,-0.1245092078927967,True
Stag2,3,DOWN,-0.92666902944964,3,DOWN,-0.3112407694441533,True
Zfp933,3,DOWN,-0.9798533371157208,3,DOWN,-0.3246591790117228,True
Cnot6l,3,DOWN,-0.9938627378743954,3,DOWN,-0.3693519320060863,True
Etnk1,3,DOWN,-1.0479535965294475,3,DOWN,-0.2675391503637096,True
Cd164,3,DOWN,-1.08541744640828,3,DOWN,-0.4826517253611037,True
Sppl3,3,DOWN,-1.0977023201038174,3,DOWN,-0.2944112107890583,True
Ppp2r3a,3,DOWN,-1.2023427915105849,3,DOWN,-0.094050520990431,True
Klf3,3,DOWN,-1.2044086026918823,3,DOWN,-0.3156709775329005,True
Nrip1,3,DOWN,-1.221308521811937,3,DOWN,-0.0983641609694795,True
Foxo1,3,DOWN,-1.240709660064505,3,DOWN,-0.2795896015564323,True
Zfp60,3,DOWN,-1.2614027792839204,3,DOWN,-0.319946274228533,True
Rmnd5a,3,DOWN,-1.311209250596514,3,DOWN,-0.1005067560115032,True
Igfbp2,3,UP,-1.318956408227128,3,UP,9.92064945876658,True
St18,3,DOWN,-1.3439974410630953,3,DOWN,-0.3511463315563927,True
Cygb,3,UP,-1.6253104662402194,3,UP,0.0822081456778349,True
Pkia,3,DOWN,-1.7806733137910733,3,DOWN,-0.4071765365303036,True
Stox2,3,DOWN,-1.9088691294604017,3,DOWN,-0.0698088507296453,True
Ptprz1,3,DOWN,-2.041469363585098,3,DOWN,-0.0557485199836495,True
Doc2b,3,DOWN,-2.077924161224807,3,DOWN,-0.383604152065486,True
Ccni,3,DOWN,-2.102756181870236,3,DOWN,-0.4187156384002972,True
Rgs4,3,DOWN,-2.1051774520223674,3,DOWN,-0.2342014857833333,True
Islr2,3,DOWN,-2.1904837705469684,3,DOWN,-3.0995057102277688,True
A830018l16rik,3,DOWN,-2.246169576951685,3,DOWN,-0.1128316595783458,True
Auts2,3,DOWN,-2.3536650696893413,3,DOWN,-0.1378599905090289,True
Ptprt,3,DOWN,-3.286386165769716,3,DOWN,-0.04901331624539,True
Hapln1,3,DOWN,-3.9459465071392192,3,DOWN,-0.379097810540716,True
Fosl1,3,UP,3.2704328010954504,2,UP,0.6657723636189593,True
Car13,3,UP,3.089902386636052,2,UP,0.6853243778132314,True
Fmn1,3,UP,2.4517949278947344,2,UP,0.0113805648768472,True
Trim72,3,UP,2.4401457072889543,2,UP,0.8927411696917913,True
Tirap,3,UP,1.4517004007246184,2,UP,2.2856633187018254,True
Helq,3,UP,1.344602709893038,2,UP,0.2640823422747392,True
Dusp9,3,UP,1.3010440148820253,2,UP,1.6115727397823645,True
Slc23a2,3,UP,1.2341601529220918,2,UP,0.6911897622750001,True
Clk4,3,UP,0.9423127127908264,2,UP,-0.0315407348317539,True
Nfkbib,3,UP,0.893619410452955,2,UP,0.3113669005837528,True
Tyrobp,3,UP,0.8874484503295051,2,UP,0.5813568977447935,True
Ankrd34b,3,UP,0.8851882065887619,2,UP,0.0087960672393805,True
Pld3,3,UP,0.8801669087707132,2,UP,-0.0446362689128368,True
Meis3,3,UP,0.8448805849988323,2,UP,0.264397798194207,True
Slc15a4,3,UP,0.8424803903987305,2,UP,0.0159901122887877,True
Nab2,3,UP,0.8285318626327253,2,UP,0.3359848894593672,True
Sipa1l2,3,UP,0.8170984855168317,2,UP,0.0773617170958244,True
Ucp2,3,UP,0.7992792542447399,2,UP,0.3938962102215165,True
Tmem126a,3,UP,0.7929362377199182,2,UP,-0.0462059715863231,True
Ezr,3,UP,0.7853161363004141,2,UP,0.342212825661036,True
Vps29,3,UP,0.7674655001984864,2,UP,0.4863991932,True
Apbb2,3,UP,0.7349052292242079,2,UP,-0.0047666458067165,True
Ddx21,3,UP,0.7243804612007088,2,UP,0.34871175685,True
Med7,3,UP,0.7007864392592928,2,UP,-0.0063507467424797,True
Fam214b,3,UP,0.7005457835451416,2,UP,0.3415224911195504,True
Eif6,3,UP,0.6929725298350702,2,UP,0.375226815897637,True
Axin2,3,UP,0.6811545753913754,2,UP,0.2335327333499406,True
Clcn2,3,UP,0.6598751413801752,2,UP,0.4206997890375978,True
Zcchc7,3,UP,0.6384286101050236,2,UP,0.0428402981696614,True
Uspl1,3,UP,0.628461833455713,2,UP,0.0062877156665863,True
Pcyt2,3,UP,0.5693292849481703,2,UP,0.2956554973986444,True
Pfkl,3,UP,0.5482338796133083,2,UP,0.2924544465066025,True
Gnl2,3,UP,0.498567431616544,2,UP,0.3968876853749999,True
Lrrfip1,3,UP,0.4943551529146874,2,UP,0.3130211763243434,True
Coq3,3,UP,0.49416276581536,2,UP,0.2217549882038625,True
Tcof1,3,UP,0.4918406150267433,2,UP,0.27063537995,True
Arglu1,3,UP,0.4276914477630105,2,UP,-0.0935544263548659,True
C1qc,3,UP,0.4151708001392435,2,UP,0.427581934831971,True
Lyar,3,UP,0.3665847145206041,2,UP,0.4392838549977204,True
Brcc3,3,UP,0.2162174603557965,2,UP,-0.0298550222993856,True
Leng8,3,UP,0.1753942975553789,2,UP,0.3047232569180031,True
Srp19,3,UP,0.17510403053378,2,UP,0.2796316940607426,True
Apaf1,3,DOWN,0.1217412863031759,2,DOWN,-0.4663795343090813,True
Ralb,3,UP,0.1134946794086902,2,UP,0.2804147138094599,True
Rps2,3,UP,0.1097260969846991,2,UP,0.3755954387977288,True
Akap8l,3,UP,0.0984377584541312,2,UP,0.2199489635810264,True
Laptm4b,3,UP,0.0873056469036754,2,UP,0.0709504675798312,True
Yes1,3,UP,-0.0156983365985322,2,UP,0.0031019217403896,True
Prox1,3,DOWN,-0.0656065793082008,2,DOWN,-0.5580278811010813,True
Cdkn2aip,3,UP,-0.1222829999870341,2,UP,0.0198269029854612,True
Dlgap4,3,DOWN,-0.1536627565231983,2,DOWN,-0.2976765998259372,True
Snx30,3,DOWN,-0.4619355410391179,2,DOWN,-0.266241282125,True
Foxn3,3,DOWN,-0.4928691239063658,2,DOWN,-0.2184691634562894,True
St8sia5,3,DOWN,-0.5088468394797978,2,DOWN,-0.2969053551090393,True
Bag4,3,DOWN,-0.5219766584652685,2,DOWN,-0.3482739411391852,True
Ube2ql1,3,DOWN,-0.5390527615316566,2,DOWN,-0.2939595656238333,True
Prkacb,3,DOWN,-0.5512211233273346,2,DOWN,-0.2365612918463202,True
Dcakd,3,DOWN,-0.5620427578988024,2,DOWN,-0.2962819628503783,True
Cbarp,3,DOWN,-0.5864329101823932,2,DOWN,-0.2526263958381676,True
Git1,3,DOWN,-0.5870966316192737,2,DOWN,-0.3592192558279371,True
Rgs17,3,DOWN,-0.5894244802905829,2,DOWN,-0.4363132914878801,True
Slc2a13,3,DOWN,-0.592848415658907,2,DOWN,-0.3382460908689152,True
Add1,3,DOWN,-0.643429528582807,2,DOWN,-0.3067612424249999,True
Rtn4,3,DOWN,-0.6891168732743758,2,DOWN,-0.2384768827139565,True
Lpin1,3,UP,-0.7066015740584576,2,UP,0.0443385912765003,True
Rap2a,3,DOWN,-0.7521336505674618,2,DOWN,-0.2228503608127167,True
Hmg20a,3,DOWN,-0.8353221995332399,2,DOWN,-0.2297052689745488,True
Evi5,3,DOWN,-0.8994151292593572,2,DOWN,-0.3252680011358579,True
Ski,3,DOWN,-0.9516569511735024,2,DOWN,-0.3793819471204445,True
Kctd4,3,DOWN,-1.0060253101649943,2,DOWN,-0.3942425468321223,True
Il1rapl1,3,DOWN,-1.0696950137059444,2,DOWN,-0.3926595395182815,True
Tuba1a,3,DOWN,-1.2259505588869046,2,DOWN,-0.2665168190194377,True
9930021j03rik,3,DOWN,-1.2650174008055668,2,DOWN,-0.2840290863926765,True
Igfbp3,3,UP,-1.438462675496539,2,UP,0.5128574927710746,True
Mal2,3,DOWN,-2.1338134901386807,2,DOWN,-0.3582702152176185,True
Htr2c,3,DOWN,-2.345233034433408,2,DOWN,-0.3147142131609258,True
Xdh,2,UP,8.534695589908745,8,UP,0.7290676352468002,True
Ubqln1,2,UP,-0.2097353486164094,6,UP,1.0876337411172523,True
Ivns1abp,2,DOWN,-1.4890553123947663,6,DOWN,-0.1638991360332402,True
Edil3,2,DOWN,-2.9179730308332847,6,DOWN,-0.2871076497585642,True
Ndufa5,2,UP,0.5636219528461222,5,UP,0.4745819058896401,True
Lrp1,2,UP,0.2580801382506806,5,UP,0.1547963136268957,True
Tmem160,2,UP,0.0626209537721911,5,UP,1.8584464804758936,True
Pdzd8,2,DOWN,-0.346364836470876,5,DOWN,-0.0423870210171846,True
Matr3,2,DOWN,-0.5006841546696565,5,DOWN,-0.3579032703955682,True
Klhl9,2,DOWN,-0.6230360308108271,5,DOWN,-0.2850028993612898,True
Tle4,2,DOWN,-0.7844835931517574,5,DOWN,-0.2965258476519307,True
Zmiz1,2,DOWN,-1.045318839054018,5,DOWN,-0.089306055820998,True
Qk,2,DOWN,-1.180664077172004,5,DOWN,-0.4646585615216658,True
Rnf11,2,DOWN,-1.2450522589430983,5,DOWN,0.293305825421883,True
Tmem65,2,DOWN,-1.3805096877466323,5,DOWN,0.591861986366949,True
Cnot6,2,DOWN,-1.421359474846582,5,DOWN,-0.1895650018936709,True
Kctd12,2,DOWN,-1.489875340502156,5,DOWN,-0.2114450751063209,True
Aqp4,2,DOWN,-2.177314557032344,5,DOWN,-0.3169237495161019,True
Rexo5,2,UP,1.5457181074003028,4,UP,4.672922506173903,True
Lonrf3,2,UP,1.2108146742509054,4,UP,0.114026563160696,True
Apmap,2,UP,0.9357670626648064,4,UP,1.630541890946446,True
Zfp469,2,UP,0.8709029031467828,4,UP,0.0764041470164618,True
Coq7,2,UP,0.8492275368022076,4,UP,0.2869666284559342,True
Mrpl54,2,UP,0.7059381432484253,4,UP,0.4827447200256201,True
Ppip5k2,2,UP,0.5179025708577303,4,UP,0.1757618812520179,True
Srsf5,2,UP,0.4667961940747807,4,UP,0.3482968674368057,True
Notch1,2,UP,0.3880240947317492,4,UP,0.0346765940213301,True
Heatr5b,2,UP,0.2390607348437257,4,UP,0.1713056514075341,True
Mta3,2,UP,0.2031190236605393,4,UP,0.0199821671149894,True
Hprt,2,UP,0.0862642510578658,4,UP,0.1331414285301536,True
Mrpl52,2,UP,-0.0111095100036733,4,UP,0.5739440253905024,True
Gdap1l1,2,UP,-0.0123244843130819,4,UP,0.1058824333218241,True
Use1,2,UP,-0.1096187709989979,4,UP,0.1471092521147508,True
Rpl35a,2,UP,-0.2083993454493918,4,UP,0.5220264374899852,True
Rps19,2,UP,-0.2238041988095214,4,UP,0.3468480672360966,True
Rpl14,2,UP,-0.2553442258042302,4,UP,0.2248480225727736,True
Csde1,2,DOWN,-0.5002999325283888,4,DOWN,-0.3592863291180225,True
Neto2,2,DOWN,-0.595600095962868,4,DOWN,-0.4798706862788407,True
Rnf13,2,DOWN,-0.6010912511192606,4,DOWN,-0.1640325767576293,True
Gm20300,2,DOWN,-0.6205639218125896,4,DOWN,-0.2293829854240586,True
Zc3h13,2,DOWN,-0.6865294421749181,4,DOWN,-0.1820634613373941,True
Rfx4,2,DOWN,-0.732350340988619,4,DOWN,-0.3889834697992395,True
Spin1,2,DOWN,-0.7349584411979415,4,DOWN,-0.2635532462648794,True
Ep300,2,DOWN,-0.7800653700081378,4,DOWN,-0.1069378270211256,True
Herpud2,2,DOWN,-0.8130844401319646,4,DOWN,-0.1430189532193017,True
Rb1cc1,2,DOWN,-0.8929697434521694,4,DOWN,-0.1417345102166409,True
Rhoq,2,DOWN,-0.9810986072260908,4,DOWN,-0.3239824239248813,True
Lpcat2,2,DOWN,-1.0871742983370156,4,DOWN,-0.2611352792366914,True
Dpy19l1,2,DOWN,-1.1913792195283932,4,DOWN,-0.2497910711663845,True
Ube2e3,2,DOWN,-1.1989013121343275,4,DOWN,-0.005794710224528,True
Cbfb,2,DOWN,-1.2128898929082663,4,DOWN,-0.3018131613387216,True
Nr3c1,2,DOWN,-1.2660562740118428,4,DOWN,-0.3137229359224004,True
Agps,2,DOWN,-1.3281354117007225,4,DOWN,-0.2085324423520201,True
Dnm3,2,DOWN,-1.5472521267968002,4,DOWN,-0.1365244802763942,True
Tnfaip8l3,2,DOWN,-1.6587409721007749,4,DOWN,-0.3778717562,True
Ston2,2,DOWN,-1.6982474100622404,4,DOWN,-0.1945165453409461,True
Rock2,2,DOWN,-1.7558208455888948,4,DOWN,-0.1634041574305709,True
Arhgap5,2,DOWN,-1.9158837312230173,4,DOWN,-0.2717580877382289,True
Soga3,2,UP,-2.082129893819238,4,UP,0.1685325792455809,True
Gpm6b,2,DOWN,-2.784543327653541,4,DOWN,-0.3144801952825384,True
Ncan,2,DOWN,-2.9686499369406425,4,DOWN,-0.1277563104984565,True
Agmo,2,DOWN,-3.003338856454472,4,DOWN,-0.3386383871061815,True
Glrb,2,DOWN,-3.175396328962377,4,DOWN,-0.3453243728216492,True
Emilin2,2,UP,5.598365789804932,3,UP,0.4002144827078867,True
Plekhh2,2,UP,3.019124648371831,3,UP,6.232323288775153,True
Nrap,2,UP,2.378553193569484,3,UP,1.0201611379936428,True
Dgki,2,UP,2.2766812955226743,3,UP,0.4570763023989144,True
Klhdc7a,2,UP,2.02205870229752,3,UP,0.0396715715537239,True
Glrx,2,UP,1.8687152880033489,3,UP,-0.200390437375637,True
Fnip2,2,UP,1.5443623432349245,3,UP,4.443245754245111,True
Amdhd2,2,UP,1.3766827290073025,3,UP,0.3355760567428027,True
Avpi1,2,UP,1.3649161181137992,3,UP,0.2442175981429166,True
Tnip2,2,UP,0.9453374623223512,3,UP,0.3744527647583571,True
Cox7b,2,UP,0.93151375250462,3,UP,0.3610901939695686,True
Bax,2,UP,0.9146367214024904,3,UP,0.3565963120038755,True
Llph,2,UP,0.9090119421450972,3,UP,0.5107377238051677,True
Gale,2,UP,0.8774259865127902,3,UP,0.2890984667503282,True
Ppp1r3g,2,UP,0.776182286064341,3,UP,0.1911248947133696,True
Cemip2,2,UP,0.7205838828910309,3,UP,0.2745471170575003,True
Zscan25,2,UP,0.7199817125512586,3,UP,0.2196637283123827,True
Fosl2,2,UP,0.7009618432518376,3,UP,0.7370593710031859,True
Vti1b,2,UP,0.690654660577589,3,UP,0.2663866125527395,True
Aurkaip1,2,UP,0.6735137054446185,3,UP,0.1936749740808432,True
Gng5,2,UP,0.5991987023099279,3,UP,0.1383951739714337,True
Ndufs4,2,UP,0.5124650154761865,3,UP,0.3958322423259141,True
Lamb3,2,UP,0.4320169183333335,3,UP,0.314400460610346,True
Znhit6,2,UP,0.4230948057317845,3,UP,0.2787231592261862,True
Eif3g,2,UP,0.3327986821402743,3,UP,0.4192006618370876,True
Hcls1,2,UP,0.2388124891712381,3,UP,0.4713959815649121,True
Gar1,2,UP,0.2083387730958441,3,UP,0.3967321324295442,True
Ndufa4,2,UP,0.1650804454904263,3,UP,0.1896906619747888,True
Rbm8a,2,UP,0.1582444281902555,3,UP,0.1566711945281474,True
Snrpa1,2,UP,0.1372577102795521,3,UP,0.1287934512246199,True
D8ertd738e,2,UP,0.0773611714239651,3,UP,0.5637533584145805,True
Pdap1,2,UP,0.0535863555185056,3,UP,0.6187424691603085,True
Rpl13,2,UP,-0.0596740706941165,3,UP,0.3156045906203208,True
Cfdp1,2,UP,-0.1030931010991099,3,UP,0.2809823582066112,True
Dbi,2,UP,-0.2124515030313607,3,UP,0.6066511242712919,True
Luc7l2,2,UP,-0.2799986041452473,3,UP,0.0654634715898881,True
Atp2a2,2,DOWN,-0.365803768612337,3,DOWN,-0.0825515169258916,True
Pqbp1,2,UP,-0.421039180568683,3,UP,0.239947313971815,True
Gmfb,2,DOWN,-0.445630502481564,3,DOWN,-0.4465261421476032,True
Ago2,2,DOWN,-0.4505308874637395,3,DOWN,-0.0993517442278054,True
Gpbp1,2,DOWN,-0.4574585526504684,3,DOWN,-0.3185773945160965,True
Cltc,2,DOWN,-0.4638715081178519,3,DOWN,-0.1335518503306371,True
Dpp8,2,DOWN,-0.4732990416530604,3,DOWN,-0.0526262397264569,True
Phlpp1,2,DOWN,-0.4768875418282707,3,DOWN,-0.118005465635533,True
Cep170,2,DOWN,-0.4834862622808233,3,DOWN,-0.0659701070959483,True
Micu3,2,DOWN,-0.4883299338147271,3,DOWN,-0.3081263600930453,True
Usp31,2,DOWN,-0.490583650197796,3,DOWN,-0.2659238249640202,True
Mtpn,2,DOWN,-0.49100024127467,3,DOWN,-0.3167667868747143,True
Mmp16,2,DOWN,-0.4987271929640208,3,DOWN,0.0027907357736214,True
Exoc5,2,DOWN,-0.5029969354255917,3,DOWN,-0.3611948557904502,True
Rc3h2,2,DOWN,-0.5103425727011954,3,DOWN,-0.3936247376412725,True
Klhl36,2,UP,-0.5209932726161728,3,UP,0.0322948063201195,True
Prepl,2,DOWN,-0.5254638805498066,3,DOWN,-0.0916533887850906,True
Clec16a,2,DOWN,-0.5261801407700215,3,DOWN,-0.0997853096010098,True
Mosmo,2,DOWN,-0.536175801120061,3,DOWN,-0.3255082208997497,True
Itfg1,2,DOWN,-0.541578075549694,3,DOWN,-0.2819995958756258,True
Jazf1,2,DOWN,-0.5432135314346729,3,DOWN,-0.0905674396302773,True
Cnot7,2,DOWN,-0.5528566118042717,3,DOWN,-0.1434368955786953,True
Cpne3,2,DOWN,-0.5554658811673443,3,DOWN,-0.4653556925256926,True
Zfp770,2,DOWN,-0.5587545862773862,3,DOWN,-0.290787527460351,True
Dmxl1,2,DOWN,-0.5803405777909463,3,DOWN,-0.0528861216940776,True
Pds5b,2,DOWN,-0.5804550918153204,3,DOWN,-0.096955430860479,True
Cul5,2,DOWN,-0.5831847580279836,3,DOWN,-0.1392901640289262,True
Sik3,2,DOWN,-0.5855758613021642,3,DOWN,-0.1132051130841422,True
Pcdh8,2,DOWN,-0.6169558012744467,3,DOWN,-0.3475408155011207,True
Fsd1l,2,DOWN,-0.6341934421653717,3,DOWN,-0.4278911112813,True
Zfp91,2,DOWN,-0.701196902176043,3,DOWN,-0.3069702329992029,True
Mzt1,2,DOWN,-0.7133350592473464,3,DOWN,-0.4042092928275576,True
Nek7,2,DOWN,-0.7344005371666787,3,DOWN,-0.1213892539443104,True
Mier1,2,DOWN,-0.7391778647381448,3,DOWN,-0.3326516821521193,True
Msl2,2,DOWN,-0.7484422945836955,3,DOWN,-0.2585511722646565,True
Shprh,2,DOWN,-0.7560790750144184,3,DOWN,-0.2404301238576638,True
Prps2,2,DOWN,-0.7749579785191818,3,DOWN,-0.2711038729175858,True
Rap2c,2,DOWN,-0.808905399172861,3,DOWN,-0.4364549487120679,True
Ythdf2,2,DOWN,-0.8478567323322581,3,DOWN,-0.2386701177422041,True
Pbrm1,2,DOWN,-0.8626042469429653,3,DOWN,-0.0801228918820939,True
6530402f18rik,2,DOWN,-0.8698289009155324,3,DOWN,-0.153365918912078,True
Pnpla8,2,DOWN,-0.9248263480112158,3,DOWN,-0.2484812719392818,True
Kpna4,2,DOWN,-0.9465003544585762,3,DOWN,-0.3971434653661336,True
Tmem74,2,DOWN,-0.9713377186232705,3,DOWN,-0.35576232648315,True
Brd4,2,DOWN,-1.0728666081636935,3,DOWN,-0.0968570767162045,True
Itgbl1,2,DOWN,-1.0752072176421397,3,DOWN,-0.4226322258974344,True
Ralgps2,2,DOWN,-1.0893313959861608,3,DOWN,-0.3187634844924634,True
Fam120c,2,DOWN,-1.12817078234898,3,DOWN,-0.0583683638240311,True
Dip2b,2,DOWN,-1.132571683670612,3,DOWN,-0.0675279815143691,True
Btbd1,2,DOWN,-1.2724669015819257,3,DOWN,0.4914689783564487,True
Xiap,2,DOWN,-1.293347998099393,3,DOWN,-0.3539697092128073,True
Smarca2,2,DOWN,-1.3136614648381957,3,DOWN,-0.0674574794309826,True
Tgfbr1,2,DOWN,-1.3466786063009415,3,DOWN,-0.3696067956918627,True
Egr4,2,DOWN,-1.3569072888989506,3,DOWN,0.3746379637435593,True
Wnk1,2,DOWN,-1.4072865080461414,3,DOWN,-0.2489824655457043,True
Ccng2,2,DOWN,-1.4835174740509909,3,DOWN,-0.0957639859375512,True
Jmy,2,DOWN,-1.6080938817075814,3,DOWN,-0.0819551212648023,True
Dennd6a,2,DOWN,-1.6297339743588015,3,DOWN,-0.3151563849032726,True
Tmpo,2,DOWN,-1.8140790135824845,3,DOWN,-0.3246545008078572,True
Tril,2,DOWN,-1.8879604413895208,3,DOWN,-0.195609204665512,True
Zfhx3,2,DOWN,-2.1847488637887227,3,DOWN,-0.1949668018848205,True
Nr2f2,2,DOWN,-2.213676673002904,3,DOWN,-0.3265021144321104,True
Cmtm4,2,DOWN,-2.2932518122436982,3,DOWN,-0.905111955042882,True
Heca,2,DOWN,-2.383027053339025,3,DOWN,-0.3334367464048184,True
Gatad2b,2,DOWN,-2.639573547377647,3,DOWN,-0.2247619211037429,True
Map7d2,2,DOWN,-2.7247481549324983,3,DOWN,-0.2424653025,True
Kctd12b,2,DOWN,-3.231662482924885,3,DOWN,-0.5013859814799261,True
Ccdc92,2,DOWN,-3.291892109109664,3,DOWN,-0.0802132767133328,True
Ai593442,2,DOWN,-3.2969562467721665,3,DOWN,-0.3198004027998173,True
Syt4,2,DOWN,-3.670492504085833,3,DOWN,-0.3682862995683559,True
Luzp2,2,DOWN,-3.853879656030244,3,DOWN,-0.3355245182186016,True
Slco1c1,2,DOWN,-5.861249203439237,3,DOWN,-0.3117757396056939,True
Slc4a4,2,DOWN,-6.411720732352745,3,DOWN,-0.040005149701217,True
Cxcl14,2,UP,4.852136805680796,2,UP,0.2559756703189628,True
Lrg1,2,UP,4.287119529248812,2,UP,0.8039221580428471,True
Fabp5,2,UP,3.454464237323793,2,UP,0.4616808010550865,True
Kcnh2,2,UP,3.4481700073964108,2,UP,0.0032397763491275,True
Adssl1,2,UP,3.030155646995021,2,UP,0.4151149800742323,True
Fabp3,2,UP,2.6477306271494507,2,UP,0.7123256204245647,True
Tmem120b,2,UP,2.6277777203899264,2,UP,0.073939984316614,True
Slc35d3,2,UP,2.463904002541068,2,UP,9.871345149524483,True
Irak3,2,UP,2.276103199307582,2,UP,0.9966535276868312,True
Adamts10,2,UP,2.245303005290228,2,UP,0.2636513646850377,True
Cox6a2,2,UP,2.02962713790956,2,UP,1.0301707330268002,True
Pkm,2,UP,1.8343065284976403,2,UP,0.3630350672490721,True
Aprt,2,UP,1.803984011875995,2,UP,0.2258249968206025,True
Ccdc142,2,UP,1.7903880228810465,2,UP,0.45380531768696,True
Sgk1,2,UP,1.7783923240836066,2,UP,0.7119864606149694,True
Gbp5,2,UP,1.7210052259021158,2,UP,0.4841147207893827,True
Bola2,2,UP,1.7022260192646508,2,UP,0.8939615059487496,True
Uap1l1,2,UP,1.6816915875188063,2,UP,0.3523400082201492,True
Cndp2,2,UP,1.6785654178892453,2,UP,0.3037674032046956,True
