gene_symbol,n_groups_hibi,predominant_direction_hibi,mean_log2FC_hibi,n_groups_glp1r,predominant_direction_glp1r,mean_log2FC_glp1r,direction_concordant
Creb3l1,2,UP,1.589087428262025,2,UP,5.446852282270479,True
1110008p14rik,2,UP,1.551581064468729,2,UP,0.3683883521083225,True
Nln,2,UP,1.5162879557984923,2,UP,0.2112110115633707,True
Arfgef2,2,UP,1.5010502035781277,2,UP,0.0332488860114212,True
Sqstm1,2,UP,1.493590128766438,2,UP,0.2255133800146217,True
Apoe,2,UP,1.4934181741159915,2,UP,0.7315283544454516,True
Afg3l2,2,UP,1.4179230486825718,2,UP,0.2637359316330545,True
Entpd7,2,UP,1.3520879668020591,2,UP,-0.0160512801497269,True
Stab1,2,UP,1.328905198789098,2,UP,0.3109735408042261,True
Mthfsd,2,UP,1.3268573768206438,2,UP,0.2668434773880744,True
Hook2,2,UP,1.3257220722719922,2,UP,0.262556580694635,True
Fgf2,2,UP,1.311364777602836,2,UP,0.0429216620416333,True
Hebp1,2,UP,1.2866391207612733,2,UP,0.6281551515482909,True
Psmb6,2,UP,1.265444920354792,2,UP,0.3889028595811244,True
Nectin4,2,UP,1.1829599987654764,2,UP,0.5137288212595253,True
Tpi1,2,UP,1.1652917980882025,2,UP,0.2235926310991264,True
Galk1,2,UP,1.1644072133112118,2,UP,0.5086093251994432,True
6430571l13rik,2,UP,1.16075121741688,2,UP,0.4813414632666425,True
E430025e21rik,2,UP,1.0964217041931996,2,UP,0.2810052743,True
Anxa4,2,UP,1.075052108972992,2,UP,3.5595402216389007,True
Npm3,2,UP,1.074952830634193,2,UP,0.5869019044087622,True
Col11a2,2,UP,1.06860445102676,2,UP,0.5289472078734461,True
Aldoa,2,UP,1.0247833084446514,2,UP,0.277168900456721,True
Coro1c,2,UP,0.9956241445378238,2,UP,0.2186584251392493,True
Ap1g2,2,UP,0.9781138224914732,2,UP,0.0103450161729811,True
Dnajc15,2,UP,0.9761215438533164,2,UP,0.3797915718701099,True
Mrpl46,2,UP,0.965635658839726,2,UP,0.3575136547604005,True
Col16a1,2,UP,0.9569358667577804,2,UP,0.5516892310635432,True
Gpatch3,2,UP,0.9431719750052916,2,UP,0.4050009358207845,True
Klhl21,2,UP,0.9424302935051124,2,UP,0.2535462209600395,True
Ralgds,2,UP,0.8946107710541982,2,UP,0.6531228835260114,True
Morf4l2,2,UP,0.8531034686763226,2,UP,0.0084994767183962,True
Kcnf1,2,UP,0.8482133901426973,2,UP,0.1238270511845356,True
Pde3a,2,UP,0.8430441530287496,2,UP,10.27189104156934,True
Fbxo46,2,UP,0.833154496335982,2,UP,-0.0636023823489436,True
Pgd,2,UP,0.8243719259016733,2,UP,0.2863707617099195,True
Thumpd1,2,UP,0.8021185528739423,2,UP,0.2492826804185401,True
Galk2,2,UP,0.7993830586853732,2,UP,0.269386920383291,True
Rps6kb2,2,UP,0.794267766965721,2,UP,0.3197774797973677,True
Afg3l1,2,UP,0.7925961347459011,2,UP,0.2446637240197221,True
Prmt5,2,UP,0.7891211778752705,2,UP,-0.0416592802436243,True
Gtpbp3,2,UP,0.7811759988305051,2,UP,0.2494252638091801,True
Kti12,2,UP,0.777594065118921,2,UP,0.36286531725,True
Prdx1,2,UP,0.776140703381709,2,UP,0.0781985562135002,True
Chrd,2,UP,0.7606627432464474,2,UP,0.272252573114714,True
Polr2i,2,UP,0.7418860640186506,2,UP,0.3432733187075598,True
Nop56,2,UP,0.735567537755349,2,UP,0.3313207492507355,True
Nob1,2,UP,0.7285085785417388,2,UP,0.2550683473068555,True
Cep76,2,UP,0.7165855019395382,2,UP,-0.0077076287537442,True
Cwc27,2,UP,0.711823888478061,2,UP,0.2902723490791618,True
Cdr2l,2,UP,0.695265738404335,2,UP,1.0798072525001432,True
Actn4,2,UP,0.662833277113468,2,UP,-0.0003250779664694,True
Ssr4,2,UP,0.6297143557311814,2,UP,0.4422397690163069,True
Ptpn1,2,UP,0.6155997310264576,2,UP,0.4523081184249999,True
Rbm12b2,2,UP,0.5803037162569282,2,UP,-0.0545612990594606,True
Txn1,2,UP,0.5727027331544188,2,UP,0.4686471468851906,True
Lrp4,2,UP,0.5625020067657607,2,UP,0.0076495854905948,True
Ssr2,2,UP,0.5538182289296922,2,UP,0.2204179043048688,True
Dnajc16,2,UP,0.5446431649405135,2,UP,0.345694759575,True
Npc2,2,UP,0.4569050215961731,2,UP,0.39338437045,True
Atp5a1,2,UP,0.4340285232697155,2,UP,0.7318680354,True
Rrp7a,2,UP,0.3977509229528684,2,UP,-0.0188730233794333,True
Dnajc11,2,UP,0.3810098238946198,2,UP,-0.0069864792335479,True
Ranbp1,2,UP,0.3569704637720337,2,UP,0.3033140065364251,True
Pin1,2,UP,0.3383889265911538,2,UP,0.5671553675223087,True
Denr,2,UP,0.2986546447068012,2,UP,0.270045966072073,True
Banf1,2,UP,0.2929046950938277,2,UP,0.5091768534801422,True
Man2b2,2,UP,0.2691862438275756,2,UP,-0.0180742975770503,True
Hypk,2,UP,0.2229129278648071,2,UP,0.9035968820909732,True
Igsf8,2,UP,0.2051133807008042,2,UP,0.2537700175648374,True
Snrpd3,2,UP,0.1822512281442923,2,UP,0.730781408302348,True
Sh3bp5,2,UP,0.1560309484991529,2,UP,0.2664796918054498,True
2310039h08rik,2,UP,0.147747825059897,2,UP,0.8383272054034354,True
Naa10,2,UP,0.1244840912331277,2,UP,0.4616468957766189,True
Pisd-ps1,2,UP,0.1077708730803628,2,UP,1.423255730217936,True
Usp10,2,UP,0.0867255961072853,2,UP,0.2981633318,True
Krtcap2,2,UP,0.0683784991851914,2,UP,0.3569940117518635,True
Pikfyve,2,UP,0.0678885707017799,2,UP,-0.0055969679497415,True
Fibp,2,UP,0.0146013449970728,2,UP,0.2243882174507459,True
Tbc1d8,2,UP,0.0082230991534136,2,UP,0.320436850275,True
Ly6c1,2,UP,-0.0001835245917646,2,UP,0.3581784871782659,True
Pnpla7,2,UP,-0.014511109319282,2,UP,-4.149952381456442,True
Lipe,2,UP,-0.018234627103071,2,UP,0.2159519682820583,True
Anp32b,2,UP,-0.0220527149583462,2,UP,0.0083446618532223,True
Cltb,2,UP,-0.0563554067433241,2,UP,0.4380993849235726,True
C1qa,2,UP,-0.0683914069715291,2,UP,0.5492690565974458,True
Nol7,2,UP,-0.0712401589727013,2,UP,0.3507684761820004,True
Sod1,2,UP,-0.0741043736020209,2,UP,0.5253534031404078,True
0610012g03rik,2,UP,-0.0793147514590535,2,UP,0.4060298026961355,True
Necap2,2,UP,-0.0889209711257598,2,UP,0.2617399198383626,True
Ppox,2,UP,-0.0945346146301748,2,UP,0.362102559191806,True
Med13,2,UP,-0.1129570521883086,2,UP,-0.0175250539820749,True
Gimap6,2,UP,-0.1245591461282858,2,UP,0.5225014859222261,True
Nostrin,2,UP,-0.1549742479166665,2,UP,0.4907674727435663,True
Rpl18,2,UP,-0.1711711541085888,2,UP,0.3831999576552937,True
Emd,2,UP,-0.1877718400595678,2,UP,0.3394524314895066,True
Hnrnph3,2,UP,-0.2326771936021007,2,UP,0.4997543849478496,True
4833420g17rik,2,UP,-0.255213720742512,2,UP,0.49659502125,True
Dnajc19,2,UP,-0.2564356328055709,2,UP,0.3344625153497949,True
Ptpra,2,UP,-0.2609655680914858,2,UP,0.6482932987000001,True
Ncf1,2,UP,-0.2613820349769212,2,UP,0.4315661868003572,True
Aktip,2,UP,-0.2892004283322813,2,UP,0.3620907672,True
Wdr26,2,DOWN,-0.3682791211918284,2,DOWN,-0.2391914913145248,True
Dpysl2,2,DOWN,-0.3755908929497128,2,DOWN,-0.2993026696862456,True
Ttc14,2,DOWN,-0.4092802236950576,2,DOWN,-0.3883373261757976,True
Rab14,2,DOWN,-0.4276739602640506,2,DOWN,-0.2742035070538668,True
Mapk8ip3,2,DOWN,-0.4301851801423266,2,DOWN,-0.2349357172328501,True
Fmnl3,2,UP,-0.4578581033127344,2,UP,9.294806237303955,True
Slc30a9,2,DOWN,-0.4593649830771609,2,DOWN,-0.2417837498908429,True
Smim14,2,DOWN,-0.4728530084401052,2,DOWN,-0.2170255622764629,True
Cnnm1,2,DOWN,-0.474367098902567,2,DOWN,-0.2575271285342206,True
Zfp638,2,DOWN,-0.4839272768321443,2,DOWN,-0.3563339798487041,True
Susd4,2,DOWN,-0.4921602829762097,2,DOWN,-0.20835110115,True
Pak2,2,DOWN,-0.4954691985178218,2,DOWN,-0.2529304412386459,True
Sstr2,2,DOWN,-0.5006700990798558,2,DOWN,-0.3895680518269562,True
Ripor2,2,DOWN,-0.5028671913751568,2,DOWN,-0.2447779111162129,True
Bpnt2,2,DOWN,-0.5078470240487647,2,DOWN,-0.2975470062225269,True
Scamp1,2,DOWN,-0.5162254810745246,2,DOWN,-0.2648209260597549,True
Ldah,2,DOWN,-0.536650691731344,2,DOWN,-0.2601910566575655,True
Xpo6,2,DOWN,-0.5488265514667565,2,DOWN,-0.2345321507470412,True
Spef1,2,DOWN,-0.5495472560760604,2,DOWN,-0.289970322514108,True
Sh3glb1,2,DOWN,-0.5512909406195117,2,DOWN,-0.2474193419968163,True
Rab9b,2,DOWN,-0.5737298163996796,2,DOWN,-0.3434843798221557,True
Ube3b,2,DOWN,-0.5928536932037796,2,DOWN,-0.3091647406334591,True
Mylip,2,UP,-0.6359799265400872,2,UP,0.2253131400706142,True
Gm6548,2,DOWN,-0.6434879661325346,2,DOWN,-0.8084415409543966,True
Sox10,2,DOWN,-0.6567901999049441,2,DOWN,-0.5179573168736734,True
Spg20,2,DOWN,-0.6810002628649923,2,DOWN,-0.2458849327730206,True
B3galt1,2,DOWN,-0.6921640670216469,2,DOWN,-0.3763981094415071,True
Gtf2a1,2,DOWN,-0.694083240532477,2,DOWN,-0.3427699851374356,True
Kbtbd8,2,DOWN,-0.6963215398817726,2,DOWN,-0.4233211023991778,True
Fundc1,2,DOWN,-0.707300339248205,2,DOWN,-0.3175952217770956,True
Cul3,2,DOWN,-0.7333999339810715,2,DOWN,-0.3079148625420849,True
Phf12,2,UP,-0.733804079299503,2,UP,0.2394462306699569,True
Tbc1d32,2,DOWN,-0.7439723530838158,2,DOWN,-0.2250704422188598,True
Megf11,2,DOWN,-0.7506865865911578,2,DOWN,-0.2447593574267402,True
Pcdha5,2,DOWN,-0.7562048717078871,2,DOWN,-0.2388096641659174,True
Ipo11,2,DOWN,-0.8094491918239621,2,DOWN,-0.2472046466898683,True
Zfp65,2,DOWN,-0.8116276649799996,2,DOWN,-0.3098105522216281,True
Sh2b3,2,DOWN,-0.818599529534348,2,DOWN,-0.2700410169236136,True
Gdi2,2,DOWN,-0.821562870152126,2,DOWN,-0.2677791538336623,True
Pik3r1,2,DOWN,-0.8367203071903103,2,DOWN,-0.2345046931077463,True
Pdik1l,2,DOWN,-0.8421136927694874,2,DOWN,-0.2375498008712649,True
Rnpepl1,2,DOWN,-0.8911711279624898,2,DOWN,-0.2516195211401468,True
Slc18a2,2,DOWN,-0.8982952499858166,2,DOWN,-0.5518282514434518,True
Wasl,2,DOWN,-0.9504341451364674,2,DOWN,-0.3259065045801511,True
Galnt1,2,DOWN,-0.9554730641103744,2,DOWN,-0.3075346833613438,True
Pcdhb3,2,DOWN,-0.980307348853612,2,DOWN,-0.4582792861457565,True
Prex1,2,DOWN,-1.0031251990481451,2,DOWN,-0.2838437170213685,True
Irf2,2,DOWN,-1.0230342697774557,2,DOWN,-0.2171067153485623,True
Ikzf1,2,DOWN,-1.0258223433387492,2,DOWN,-0.4164843533643354,True
Wac,2,DOWN,-1.1619313543904175,2,DOWN,-0.2661440487539496,True
Ezh2,2,DOWN,-1.2154840948792849,2,DOWN,-0.299594948125,True
Ulk1,2,DOWN,-1.2586082161848875,2,DOWN,-0.3087649316453812,True
Mmd,2,DOWN,-1.2666031790728507,2,DOWN,-0.3844765818086931,True
Dennd5a,2,DOWN,-1.3209830873782713,2,DOWN,-0.2686319189090081,True
Cdk19,2,DOWN,-1.3320469481774837,2,DOWN,-0.2370161995281861,True
Usp1,2,DOWN,-1.3513580507303105,2,DOWN,-0.2515247469152452,True
Anln,2,DOWN,-1.3552710210430647,2,DOWN,-0.3316043407721546,True
Lyl1,2,DOWN,-1.3819627742066618,2,DOWN,-0.3140910965669899,True
Akirin2,2,DOWN,-1.3891732124786489,2,DOWN,-0.2211890155131982,True
Tab2,2,DOWN,-1.4130956287159069,2,DOWN,-0.3393418349793204,True
Ap1s2,2,DOWN,-1.474476623145141,2,DOWN,-0.4236380608415765,True
Fam117b,2,DOWN,-1.5210114196502795,2,DOWN,-0.3203688786176144,True
Fam63b,2,DOWN,-1.6116962946988398,2,DOWN,-0.246769878425,True
Tm6sf1,2,DOWN,-1.6646209695454952,2,DOWN,-0.2531385931385184,True
Casc4,2,UP,-1.7505462906075424,2,UP,0.5802808233000001,True
Plekhf1,2,UP,-1.790360487285409,2,UP,0.515928452131349,True
Eif4ebp2,2,DOWN,-1.8568316257498765,2,DOWN,-0.2832446629098157,True
Shisa4,2,UP,-1.9307264061162528,2,UP,0.280993970200652,True
Zeb1,2,DOWN,-1.980643334731152,2,DOWN,-0.2572231363336514,True
Dner,2,DOWN,-2.016381490445505,2,DOWN,-0.2224618108758317,True
Thrsp,2,UP,-2.4664399657360714,2,UP,0.2866059147680851,True
Capn3,2,DOWN,-2.590711040998399,2,DOWN,-0.3293882286127915,True
Frat2,2,UP,-2.6719133413561345,2,UP,0.5519393361522604,True
Mex3b,2,UP,-2.756621943141718,2,UP,0.3381060735811364,True
Atp1b2,2,DOWN,-2.806893089048235,2,DOWN,-0.2807024206114408,True
Shroom2,2,DOWN,-3.3286468617284126,2,DOWN,-0.2884175544053494,True
Nedd4,2,DOWN,-3.615964517775269,2,DOWN,-0.2381025040574695,True
Csdc2,2,DOWN,-3.9852651118665015,2,DOWN,-0.2673086169165243,True
Baalc,2,DOWN,-5.540198754338746,2,DOWN,-0.2846314335938005,True
Gpr17,2,DOWN,-5.674325888362845,2,DOWN,-0.3197474030863405,True
Fhl1,2,DOWN,-6.334838436209614,2,DOWN,-0.255222391430686,True
Fos,10,UP,4.293266958185272,6,DOWN,-0.2606512323917716,False
Nfil3,10,UP,1.9096139872446307,4,DOWN,-0.3790279650971892,False
Egr2,10,UP,1.5719507505655412,4,DOWN,-0.4164034682680435,False
Bhlhe40,10,UP,1.8253943801674448,2,DOWN,-0.3619633577640176,False
Ank3,9,DOWN,-1.048348282807397,7,UP,0.1087075988860994,False
Fosb,9,UP,2.409347068038948,6,DOWN,0.0508991127534972,False
Hspb1,9,UP,3.486836932432569,2,DOWN,-0.378845253675,False
Sat1,9,UP,1.0560813773761824,2,DOWN,-0.3037240140033859,False
Nrxn3,9,DOWN,-1.6464053210228573,2,UP,-0.4495848000237099,False
Ntrk3,9,DOWN,-1.82934414659028,2,UP,0.1517559325749999,False
Fkbp5,8,DOWN,-0.9439901352233298,12,UP,0.8321640859125016,False
Hspa1a,8,UP,3.596164777243988,7,DOWN,-0.5921610393802871,False
Plekho2,8,UP,1.8305261051430912,5,DOWN,-0.3220528202255565,False
Hspa5,8,UP,1.511748174704812,5,DOWN,-0.2850520245902049,False
Adgrl4,8,UP,0.9078213368130642,4,DOWN,-0.2103305709088064,False
Plxna4,8,DOWN,-1.36581318433187,4,UP,1.1083829627399555,False
Celsr2,8,DOWN,-1.4249746708035396,4,UP,0.1481712462165493,False
Nes,8,UP,1.2191757486111194,3,DOWN,1.499506543544575,False
Insig1,8,UP,0.8815958047089056,3,DOWN,-0.1144959673344862,False
Celf2,8,DOWN,-0.8718444824112823,3,UP,0.2648777114576525,False
Ppp1r9b,8,DOWN,-0.8953502110532304,3,UP,0.0716264683831769,False
Bsn,8,DOWN,-1.5056662803114362,3,UP,0.1562668847251933,False
Grin2b,8,DOWN,-2.611010626757993,3,UP,0.3200517111756277,False
Srgn,8,UP,2.2549036786506647,2,DOWN,-0.3476036176065535,False
Egr1,8,UP,2.1544016012231637,2,DOWN,-1.3052745647462287,False
Phlda1,8,UP,1.863984095261126,2,DOWN,-0.212515329469785,False
Vim,8,UP,1.8273956203640744,2,DOWN,-0.431086208854707,False
Dusp16,8,UP,1.5357082727180993,2,DOWN,-0.2986317731426697,False
Tlr13,8,UP,1.2929359592576566,2,DOWN,-0.4734483291975075,False
Myo5a,8,DOWN,-0.3097745957072872,2,UP,0.0592102505168973,False
Herc2,8,DOWN,-1.007255270018634,2,UP,0.3050759562357589,False
Epha5,8,DOWN,-1.1628002149555543,2,UP,0.006379942409383,False
Agap2,8,DOWN,-1.2641153203556077,2,UP,-0.0403490044252282,False
Ddn,8,DOWN,-1.7592249989759066,2,UP,-0.0417966112536283,False
Dlg2,8,DOWN,-2.058869225288359,2,UP,-0.026105835210922,False
Cnksr2,7,DOWN,-1.5740590893784066,6,UP,0.9116621671888496,False
Ank2,7,DOWN,-0.970559666797338,5,UP,0.16114596242194,False
Sult1a1,7,DOWN,-1.687698578033524,5,UP,0.6084876025848638,False
Bmp2k,7,UP,0.6610212052842025,4,DOWN,-0.3576152639956049,False
Tug1,7,DOWN,-0.4650421540820376,4,UP,-0.0462249017644779,False
Map1b,7,DOWN,-1.436112712876998,4,UP,-0.1370937983184138,False
Atp2b3,7,DOWN,-1.7237137046756943,4,UP,0.1511351532240129,False
Bag3,7,UP,1.842604284704333,3,DOWN,-0.2500240541117404,False
Pdk4,7,UP,1.50293765642664,3,DOWN,-0.1491888435014605,False
Ptgs2,7,DOWN,1.4037938810504609,3,UP,0.9744049674284164,False
Pde4b,7,UP,1.1490770609805965,3,DOWN,-0.1022683475796055,False
Dnajb1,7,UP,1.041081979842628,3,DOWN,-0.3048768625123455,False
Idi1,7,UP,0.9459515241000712,3,DOWN,-0.2735479387646539,False
Zfp36l2,7,UP,0.7192642384070707,3,DOWN,-0.3687926425952104,False
Serpinh1,7,UP,0.6836234772575346,3,DOWN,-0.3661136907717866,False
Gab1,7,UP,0.4597524787923248,3,DOWN,-0.4917396221858954,False
Fbxw7,7,DOWN,-0.7522927522763874,3,UP,0.1255773278159749,False
Fry,7,DOWN,-1.129806204236356,3,UP,0.1034948743821111,False
Robo1,7,DOWN,-1.5709067680086548,3,UP,0.0648409069568626,False
Wipf3,7,DOWN,-2.1839816076177354,3,UP,0.1728318959935108,False
Tnfaip6,7,UP,3.85168196723189,2,DOWN,-0.3897951334686171,False
Edn1,7,UP,2.2679955932255567,2,DOWN,-0.2993984631499999,False
Rnf125,7,UP,1.7318398557926855,2,DOWN,-0.4201891341989784,False
Nfatc1,7,UP,1.441839539650289,2,DOWN,-0.3634671652542158,False
Hsph1,7,UP,1.0965820103190755,2,DOWN,-0.3064289448948404,False
Pfkfb3,7,UP,0.8583007083364139,2,DOWN,-0.2464448060260472,False
Hsp90aa1,7,UP,0.4390943427838262,2,DOWN,-0.2277192258190346,False
Plxna1,7,DOWN,-0.4432058400195861,2,UP,0.0306057237140008,False
Usp9x,7,DOWN,-0.4830140652707176,2,UP,0.0296676869906836,False
Tmem86a,7,DOWN,-0.5488680080535259,2,UP,0.463107691041882,False
Secisbp2l,7,DOWN,-0.6737032310120797,2,UP,-0.0513636687187218,False
Nucks1,7,DOWN,-0.6913371754610044,2,UP,-0.0177503284629237,False
Madd,7,DOWN,-0.6937005820514704,2,UP,0.0183304993254414,False
Ppp3ca,7,DOWN,-0.9076849568762254,2,UP,0.6650778428813539,False
Stxbp5,7,DOWN,-0.9190933946268796,2,UP,0.007616514205734,False
Nr2c2,7,DOWN,-1.0729195561632032,2,UP,0.274954868628613,False
Pcdh17,7,DOWN,-1.236690081991372,2,UP,0.0952142414365024,False
Prkcb,7,DOWN,-1.2371471481123264,2,UP,0.8143052022063538,False
Tmcc2,7,DOWN,-1.3213465569589036,2,UP,-0.0006222308301054,False
Psd3,7,DOWN,-1.3591514546468788,2,UP,0.0639281100669515,False
Camk2b,7,DOWN,-1.4807416781989675,2,UP,0.069152624064198,False
Tenm1,7,DOWN,-1.4979919837076994,2,UP,0.1078192155165563,False
Mgat3,7,DOWN,-1.526810583360007,2,UP,0.26699598575,False
Epha4,7,DOWN,-1.589272741469063,2,UP,0.0241919081995067,False
Myt1l,7,DOWN,-1.6263067492465766,2,UP,0.0311479775173922,False
Jph4,7,DOWN,-1.7129517278374051,2,UP,-0.095584192577675,False
St6galnac5,7,DOWN,-1.8099667966269544,2,UP,0.047564551447683,False
Grm5,7,DOWN,-1.833543925426267,2,UP,0.0682157066005629,False
Cdkl5,7,DOWN,-1.844859627098249,2,UP,0.5755573503164362,False
Nlgn1,7,DOWN,-1.9588227612396265,2,UP,0.0238171118839407,False
Slc24a2,7,DOWN,-2.03173996247876,2,UP,0.0157905708174661,False
Htra1,7,DOWN,-2.153675081058004,2,UP,0.0362406269545711,False
Astn1,7,DOWN,-2.2609233087755656,2,UP,-0.0064164629226299,False
Cd93,6,UP,1.3862850319133466,5,DOWN,-0.4753764474273933,False
Bach1,6,UP,1.1784233409877312,5,DOWN,-0.2941615002927751,False
Lnpep,6,DOWN,-0.3237403132393956,5,UP,0.5567165307632145,False
Hspa1b,6,UP,5.084183956813199,4,DOWN,-1.2932181819469686,False
Zhx1,6,DOWN,-0.758387712504644,4,UP,0.04830808205008,False
Sorl1,6,DOWN,-0.7647421514823192,4,UP,0.1753712329762953,False
Prrc2b,6,DOWN,-0.8094778504678586,4,UP,0.1722572785045326,False
Sipa1l3,6,DOWN,-0.9756047798656624,4,UP,-0.3541040247665047,False
Cracdl,6,DOWN,-1.3736149929852657,4,UP,0.2416160482470661,False
Snap91,6,DOWN,-1.6415492687382116,4,UP,0.041762495835418,False
Map1a,6,DOWN,-1.9211361724632945,4,UP,0.1934065998351786,False
Creld2,6,UP,1.3938629254564592,3,DOWN,-0.3315957497287904,False
Klf2,6,UP,1.2964574562737554,3,DOWN,-0.0763729211707328,False
S1pr1,6,UP,1.150027084528629,3,DOWN,-0.3108567396167711,False
Klf10,6,UP,0.913460378107573,3,DOWN,-0.371053712791159,False
Prkx,6,UP,0.4817391978783172,3,DOWN,-0.2886894289519842,False
Msmo1,6,UP,0.4134197365576097,3,DOWN,-0.3385162077228301,False
Zfp703,6,UP,0.4029085071387654,3,DOWN,-0.1102282633542188,False
Sox9,6,UP,0.3030445986373388,3,DOWN,-0.366646907440699,False
Mapk1,6,DOWN,-0.4981543865020959,3,UP,1.1180066982974668,False
Lifr,6,DOWN,-0.9504884495545508,3,UP,0.1658889690613668,False
Tmem178b,6,DOWN,-1.0291056510024446,3,UP,0.1150270954617872,False
Gmpr,6,DOWN,-1.1031367417594589,3,UP,0.2855553936660124,False
Ksr2,6,DOWN,-1.1103324072528462,3,UP,0.1007393202611588,False
Myo5b,6,DOWN,-1.4472599185015025,3,UP,0.5178419398394515,False
Apba1,6,DOWN,-1.4965175650455322,3,UP,0.110686139130527,False
Lrrn2,6,DOWN,-1.6879429693493313,3,UP,0.4251886622721149,False
Ppp2r2c,6,DOWN,-1.950085886550736,3,UP,0.2752792560990876,False
Cck,6,DOWN,-2.096491969214705,3,UP,0.3057318668624032,False
Nrxn1,6,DOWN,-2.2160235389026166,3,UP,0.1313087433798193,False
Apln,6,UP,2.23246399387869,2,DOWN,-0.563260489002948,False
Cd86,6,UP,1.9234872758659496,2,DOWN,-0.5048130897636812,False
Mcam,6,UP,0.9907640854731944,2,DOWN,-0.2981442379482157,False
Eaf1,6,UP,0.7692057615132134,2,DOWN,-0.3011591167881454,False
Elovl5,6,UP,0.6737635320386198,2,DOWN,-0.2197129996027529,False
Vegfa,6,UP,0.62261703631614,2,DOWN,-0.2128985320070028,False
Rap2b,6,DOWN,0.2594360328412217,2,UP,0.2754783553286518,False
Atf6,6,DOWN,0.0342671984609178,2,UP,-0.00080966204533,False
Eng,6,UP,0.0337957555366662,2,DOWN,-0.548489459895924,False
Uhrf1bp1l,6,DOWN,-0.3508001101169228,2,UP,-0.0079717486859931,False
Crim1,6,DOWN,-0.5058530169612883,2,UP,-0.0294464122956465,False
Fam107a,6,DOWN,-0.5218323764185663,2,UP,0.4296380269825871,False
Rapgef1,6,DOWN,-0.5618502566221051,2,UP,0.0042086683728401,False
Ap2b1,6,DOWN,-0.594654875441913,2,UP,-0.0088672226739612,False
Clcn4,6,DOWN,-0.6010017661619216,2,UP,0.414599425425,False
Neo1,6,DOWN,-0.6078531291016667,2,UP,0.0222066772115036,False
Lrrn1,6,DOWN,-0.6804599038771123,2,UP,-0.032031699017197,False
Fam131a,6,DOWN,-0.7739140604457532,2,UP,0.3192232432451501,False
Wdfy3,6,DOWN,-0.778809571731613,2,UP,0.1159659850050657,False
Pacsin1,6,DOWN,-0.8164958036408972,2,UP,-0.1184979238815179,False
Large1,6,DOWN,-0.8319538489082529,2,UP,0.0093132271882175,False
Ppp1r16b,6,DOWN,-0.8412013672199915,2,UP,0.2307479611113146,False
Ssh2,6,DOWN,-0.8910051132517604,2,UP,0.7329360826352694,False
Grid1,6,DOWN,-0.9087873855328612,2,UP,-0.0382625396422298,False
Thsd7a,6,DOWN,-0.908889837673046,2,UP,-0.0097629220216974,False
Adgrl1,6,DOWN,-0.916886721446468,2,UP,-0.1116811221556191,False
Slitrk1,6,DOWN,-0.9221399873696228,2,UP,-0.0273473207121483,False
Atrn,6,DOWN,-0.9272194656477896,2,UP,0.0117905460216602,False
Nbea,6,DOWN,-0.9313011274855318,2,UP,0.0205197891677996,False
Tmem132b,6,DOWN,-0.9597296865157242,2,UP,0.000467476785161,False
Arfgef3,6,DOWN,-1.021601253165649,2,UP,0.638109863589499,False
Agt,6,DOWN,-1.0706297373897975,2,UP,-0.0277482307697688,False
Kcnj3,6,DOWN,-1.073247550491727,2,UP,0.0584232989076081,False
Mrtfb,6,DOWN,-1.0901972883901925,2,UP,-0.045166214653364,False
Dock4,6,DOWN,-1.1313442903722315,2,UP,0.0591203334603765,False
Pcdhgc5,6,DOWN,-1.48761006563455,2,UP,0.0667713705797227,False
Fbxo41,6,DOWN,-1.4991391550657225,2,UP,-0.0758771378773306,False
Galnt17,6,DOWN,-1.5430153862680551,2,UP,-0.0011902358217468,False
Slc6a17,6,DOWN,-1.6885099943385835,2,UP,-0.0503826749226193,False
Sez6l,6,DOWN,-1.7246385962270037,2,UP,-0.0068976317488212,False
Chd5,6,DOWN,-1.7586633031065415,2,UP,-0.0485208774624278,False
Shank2,6,DOWN,-1.759045191177002,2,UP,-0.0370595425933866,False
Cyfip2,5,DOWN,-0.7129362965656416,5,UP,0.1302015606287699,False
Soga1,5,DOWN,-1.1641656519504533,5,UP,0.1242593009843197,False
Btaf1,5,UP,1.0870176451057936,4,DOWN,-0.3694025963256246,False
Wwtr1,5,UP,0.95781760772552,4,DOWN,-0.3503941551540906,False
Ptpn12,5,UP,0.6412913673386746,4,DOWN,-0.2504890146696596,False
Rock1,5,UP,-0.0298931044710871,4,DOWN,-0.1564810623872492,False
Pcdhac2,5,DOWN,-0.7495925690175479,4,UP,0.1027652067153666,False
Adcy5,5,DOWN,-0.7865025466693826,4,UP,-0.0076767807299314,False
Atp8a2,5,DOWN,-1.1340697389557512,4,UP,0.2575363608099581,False
Arnt2,5,DOWN,-1.1687803347329928,4,UP,0.2449169223913324,False
Adcy9,5,DOWN,-1.2063656673639798,4,UP,0.2013398322594298,False
Shank1,5,DOWN,-2.342250028841669,4,UP,-0.1920307365015998,False
Abtb2,5,UP,1.6968448789383133,3,DOWN,-0.0919832826328693,False
Sh3pxd2b,5,UP,1.4117358849679955,3,DOWN,-0.3476970545623603,False
Tpm4,5,UP,0.9172155807902962,3,DOWN,-0.0476372470076027,False
Hspd1,5,UP,0.8934041956521913,3,DOWN,-0.2818580722000003,False
Srsf7,5,UP,0.4777812501314382,3,DOWN,-0.1845991111623617,False
Itga6,5,UP,0.0416531817429522,3,DOWN,-0.2914071414050737,False
