ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count
R-MMU-112316,Neuronal System,140/1767,311/8093,0.45016077170418006,2.061772000793395,10.091308148105082,1.296889171555097e-20,1.7417221573984954e-17,1.5371549549168836e-17,Grin2b/Gabrb1/Prkca/Nlgn1/Kcnd2/Grin2a/Kcnma1/Kcnj3/Ntrk3/Hcn1/Slitrk3/Camk2a/Lrfn2/Grm5/Slitrk1/Gabrb3/Dlgap1/Dlg2/Homer2/Dlgap2/Gng7/Gabbr2/Gabra4/Apba1/Slitrk4/Kcnab2/Homer1/Kcnab1/Gabra1/Plcb1/Kcnb2/Kcna4/Lrfn3/Gabra5/Gabra2/Shank1/Dlgap3/Prkcb/Grin1/Adcy5/Slitrk5/Shank3/Kcnq5/Gng2/Cacnb2/Nrxn3/Ap2b1/Gria1/Gabrg2/Kcna2/Camk2b/Kcnd3/Dlg3/Gabrg3/Kcnk9/Kcnv1/Syt1/Gnal/Nlgn3/Ptprd/Camkk2/Slc1a1/Dlg4/Gabrb2/Slc17a7/Grin3a/Kcnh3/Creb1/Kcnj6/Ap2a2/Nsf/Lrrtm2/Cacnb4/Calm1/Dnajc5/Akap5/Epb41l1/Nefl/Ppfibp1/Grm1/Kcnq4/Lrrc7/Cacnb1/Cask/Ppfia2/Nrxn1/Arhgef9/Cacna1b/Kcns2/Syn2/Adcy1/Prkcg/Kcnh7/Kcna1/Kcnj5/Lrrtm1/Camkk1/Kcnk10/Glrb/Gng11/Prkacb/Nlgn2/Myo6/Syn1/Cacna1a/Ppfia4/Gng5/Panx2/Gnai1/Kcnc1/Plcb3/Grik5/Kcnk3/Cacna2d3/Rtn3/Tspoap1/Gng4/Stxbp1/Epb41l3/Slc18a2/Grin2c/Prkar1b/Slc38a1/Kcnc3/Dlgap4/Chrna5/Lin7c/Ncald/Kcnk1/Kcnh2/Il1rapl2/Htr3a/Glra2/Epb41l2/Panx1/Lrrc4b/Lin7b/Vamp2/Rims1/Kcnk13,140
R-MMU-6794362,Protein-protein interactions at synapses,43/1767,62/8093,0.6935483870967742,3.176506562973511,9.09185772216972,1.2638921974360923e-15,8.48703610578336e-13,7.490224285858105e-13,Grin2b/Nlgn1/Grin2a/Ntrk3/Slitrk3/Lrfn2/Grm5/Slitrk1/Dlgap1/Dlg2/Homer2/Dlgap2/Slitrk4/Homer1/Lrfn3/Shank1/Dlgap3/Grin1/Slitrk5/Shank3/Nrxn3/Gria1/Dlg3/Nlgn3/Ptprd/Dlg4/Lrrtm2/Epb41l1/Ppfibp1/Grm1/Cask/Ppfia2/Nrxn1/Lrrtm1/Nlgn2/Ppfia4/Rtn3/Epb41l3/Grin2c/Dlgap4/Il1rapl2/Epb41l2/Lrrc4b,43
R-MMU-6794361,Neurexins and neuroligins,24/1767,30/8093,0.8,3.6640633842671195,7.725711191320654,1.7960058561335707e-11,8.040119549291285e-9,7.095798575461056e-9,Nlgn1/Grm5/Dlgap1/Dlg2/Homer2/Dlgap2/Homer1/Shank1/Dlgap3/Shank3/Nrxn3/Dlg3/Nlgn3/Dlg4/Lrrtm2/Epb41l1/Grm1/Cask/Nrxn1/Lrrtm1/Nlgn2/Epb41l3/Dlgap4/Epb41l2,24
R-MMU-112315,Transmission across Chemical Synapses,83/1767,194/8093,0.42783505154639173,1.959518433596462,7.149073277523627,3.055588772949171e-11,1.0259139305176843e-8,9.054191995633598e-9,Grin2b/Gabrb1/Prkca/Grin2a/Kcnj3/Camk2a/Gabrb3/Dlg2/Gng7/Gabbr2/Gabra4/Apba1/Gabra1/Plcb1/Gabra5/Gabra2/Prkcb/Grin1/Adcy5/Gng2/Cacnb2/Ap2b1/Gria1/Gabrg2/Camk2b/Dlg3/Gabrg3/Syt1/Gnal/Camkk2/Slc1a1/Dlg4/Gabrb2/Slc17a7/Grin3a/Creb1/Kcnj6/Ap2a2/Nsf/Cacnb4/Calm1/Dnajc5/Akap5/Epb41l1/Nefl/Lrrc7/Cacnb1/Cask/Ppfia2/Arhgef9/Cacna1b/Syn2/Adcy1/Prkcg/Kcnj5/Camkk1/Glrb/Gng11/Prkacb/Myo6/Syn1/Cacna1a/Ppfia4/Gng5/Gnai1/Plcb3/Grik5/Cacna2d3/Tspoap1/Gng4/Stxbp1/Slc18a2/Grin2c/Prkar1b/Slc38a1/Chrna5/Lin7c/Ncald/Htr3a/Glra2/Lin7b/Vamp2/Rims1,83
R-MMU-109582,Hemostasis,162/1767,473/8093,0.34249471458773784,1.568652928782435,6.73568832161007,1.0385499236783269e-10,2.789545094999986e-8,2.4619099243406235e-8,Maff/Plek/Angpt2/Mafk/Slc8a1/Atp2b1/Prkca/Dgkh/Plaur/Kif26a/Tagln2/Anxa2/Cd74/Srgn/Dagla/Plau/Rasgrp1/Plat/Atp2b2/Pdpn/Tubb6/Vegfa/Tgfb1/Prkce/Pecam1/Timp1/Gng7/P2ry12/Dok2/Nos1/Sele/Dock4/Dgkg/Pcdh7/Cd44/Cd47/Cd36/Prkcb/Vcl/Prkch/Itga5/Ehd3/Gng2/Slc8a2/Kifap3/Gnaq/Dgkb/Tuba4a/Cd63/Itga3/Timp3/Sh2b2/Fgg/Gna13/Fn1/Itpr1/Adra2b/Dgkz/Kif3c/Cav1/Rapgef3/Slc7a8/Hgf/Apbb1ip/Slc16a3/Mapk1/Pik3cg/Arrb1/Calm1/Pdpk1/P2rx7/Tln1/Tubb4b/Gna14/Pde1a/F2r/Slc3a2/Itga6/Epcam/H3f3b/Cyrib/Itgb2/Pdgfb/Jam2/Prkcg/Vav1/Kif1c/Ptgir/Fcer1g/Glg1/Lyn/Pik3r2/Mfn2/Cd9/Vwf/Rab27b/Flna/Gng11/Dgkd/Tgfb2/Kif21b/Prkacb/Ptpn1/Adra2c/Kif26b/Kif18a/Abhd6/Ehd2/Cxadr/Bcar1/Pde10a/Tubb4a/Sirpa/Gata2/Ppp2r5c/Gng5/Cd84/Gnai1/Pdgfa/Clu/Cbx5/Anxa5/Gng4/Serpinf2/Lcp2/Tbxa2r/Gna11/P2rx6/Ak3/Prkar1b/Adra2a/Sparc/Atp1b1/Kif1b/Ptpn6/Atp2b4/Ppp2r1b/Ywhaz/Atp2a2/Atp2b3/Pik3r5/Procr/Phf21a/Ecm1/Tubb3/Ppp2r1a/Ola1/Ptk2/Selp/Fermt3/App/Hdac1/P2ry1/Cd244a/Rcor1/Trpc7/Esam/Kras/Kif3a/Pik3r3/Itga2b/Lrp8,162
R-MMU-112314,Neurotransmitter receptors and postsynaptic signal transmission,59/1767,131/8093,0.45038167938931295,2.0627837754938936,6.481135407130788,2.149347671525783e-9,4.810956538098545e-7,4.2459043476105816e-7,Grin2b/Gabrb1/Prkca/Grin2a/Kcnj3/Camk2a/Gabrb3/Dlg2/Gng7/Gabbr2/Gabra4/Gabra1/Plcb1/Gabra5/Gabra2/Prkcb/Grin1/Adcy5/Gng2/Ap2b1/Gria1/Gabrg2/Camk2b/Dlg3/Gabrg3/Gnal/Camkk2/Dlg4/Gabrb2/Grin3a/Creb1/Kcnj6/Ap2a2/Nsf/Calm1/Akap5/Epb41l1/Nefl/Lrrc7/Arhgef9/Adcy1/Prkcg/Kcnj5/Camkk1/Glrb/Gng11/Prkacb/Myo6/Gng5/Gnai1/Plcb3/Grik5/Gng4/Grin2c/Prkar1b/Chrna5/Ncald/Htr3a/Glra2,59
R-MMU-76002,"Platelet activation, signaling and aggregation",87/1767,230/8093,0.3782608695652174,1.7324647523436922,5.955772890727302,1.6735363281129276e-8,3.2107989837938025e-6,2.8336870758724163e-6,Plek/Prkca/Dgkh/Tagln2/Srgn/Dagla/Rasgrp1/Pdpn/Vegfa/Tgfb1/Prkce/Pecam1/Timp1/Gng7/P2ry12/Dgkg/Pcdh7/Cd36/Prkcb/Vcl/Prkch/Gng2/Gnaq/Dgkb/Tuba4a/Cd63/Timp3/Fgg/Gna13/Fn1/Itpr1/Adra2b/Dgkz/Rapgef3/Hgf/Apbb1ip/Mapk1/Pik3cg/Arrb1/Calm1/Pdpk1/Tln1/Gna14/F2r/Cyrib/Pdgfb/Prkcg/Vav1/Fcer1g/Lyn/Pik3r2/Cd9/Vwf/Rab27b/Flna/Gng11/Dgkd/Tgfb2/Ptpn1/Adra2c/Abhd6/Bcar1/Gng5/Gnai1/Pdgfa/Clu/Anxa5/Gng4/Serpinf2/Lcp2/Tbxa2r/Gna11/Adra2a/Sparc/Ptpn6/Ywhaz/Pik3r5/Ecm1/Ola1/Ptk2/Selp/Fermt3/App/P2ry1/Trpc7/Pik3r3/Itga2b,87
R-MMU-168898,Toll-like Receptor Cascades,59/1767,142/8093,0.4154929577464789,1.9029906661246483,5.737176022264403,8.021514346211915e-8,1.2447250927788979e-5,1.0985307477125359e-5,Cd14/Cd180/Jun/Nfkb2/Rela/Map2k3/Cd36/Nfkbia/Mapkapk2/Tlr2/Fos/Irf5/Map3k8/Fgg/Ripk2/Tirap/Ctsl/Tlr1/Ripk1/Tifa/Lgmn/Map2k4/Mapk10/Creb1/Mapk1/Nfkb1/Birc3/Nlrc5/Itgb2/Dnm3/Mapkapk3/Dusp6/Skp1/Tnip2/Peli1/Gsdme/Traf6/Slc15a4/Pik3c3/Mapk8/Usp14/Ppp2r1b/Irf3/Ikbkg/Irf7/Atf2/Dnm1/Usp18/Birc2/Ppp2r1a/Ube2n/Tlr4/Atf1/Tlr6/App/Irak2/Ripk3/Map2k6/Nod1,59
R-MMU-9675108,Nervous system development,89/1767,244/8093,0.36475409836065575,1.6706026700808077,5.621272577924942,8.341419087870499e-8,1.2447250927788979e-5,1.0985307477125359e-5,Grin2b/Epha2/Prkca/Sptbn2/Plxna4/Gab1/Msn/Epha4/Tubb6/Kalrn/Epha7/Dok6/Dok2/Rhoc/Nrp1/Pak3/Arpc1b/Gsk3b/Grin1/Rnd1/Shank3/Itga5/Efnb1/Ap2b1/Col4a1/Sema3e/Plxna1/Tuba4a/Arhgap35/Robo1/Pdlim7/Vasp/Slit2/Dab1/Irs2/Creb1/Ephb2/Git1/Actr2/Ap2a2/Efna1/Mapk1/Sptan1/Slit3/Tln1/Col4a2/Ptprc/Tubb4b/Sptbn1/Sh3gl2/Dpysl3/Dnm3/Arpc5/Dpysl5/Col2a1/Actr3/Tyrobp/Csnk2a1/Cdk5r1/Arhgef28/Lyn/Pik3r2/Gdnf/Adgrg6/Prkacb/Ret/Tubb4a/Dscaml1/Arhgef7/Nrtn/Ephb4/Dscam/Plxna2/Egfr/Hsp90aa1/Efnb3/Arpc2/Vldlr/Dnm1/Cltc/Tubb3/Ptk2/Ncam1/Enah/Pip5k1c/Efnb2/Kras/Pik3r3/Itga2b,89
R-MMU-422475,Axon guidance,88/1767,243/8093,0.36213991769547327,1.6586295155118649,5.509232686641122,1.4365819870159366e-7,1.929329608562403e-5,1.702727702505205e-5,Grin2b/Epha2/Prkca/Sptbn2/Plxna4/Gab1/Msn/Epha4/Tubb6/Kalrn/Epha7/Dok6/Dok2/Rhoc/Nrp1/Pak3/Arpc1b/Gsk3b/Grin1/Rnd1/Shank3/Itga5/Efnb1/Ap2b1/Col4a1/Sema3e/Plxna1/Tuba4a/Arhgap35/Robo1/Pdlim7/Vasp/Slit2/Dab1/Irs2/Creb1/Ephb2/Git1/Actr2/Ap2a2/Efna1/Mapk1/Sptan1/Slit3/Tln1/Col4a2/Ptprc/Tubb4b/Sptbn1/Sh3gl2/Dpysl3/Dnm3/Arpc5/Dpysl5/Col2a1/Actr3/Tyrobp/Csnk2a1/Cdk5r1/Arhgef28/Lyn/Pik3r2/Gdnf/Prkacb/Ret/Tubb4a/Dscaml1/Arhgef7/Nrtn/Ephb4/Dscam/Plxna2/Egfr/Hsp90aa1/Efnb3/Arpc2/Vldlr/Dnm1/Cltc/Tubb3/Ptk2/Ncam1/Enah/Pip5k1c/Efnb2/Kras/Pik3r3/Itga2b,88
