Category,ID,Term,Genes,adj_pval
BP,GO:0042542,Response To Hydrogen Peroxide,"ADAM9, FYN",0.0129697177705707
BP,GO:0010631,Epithelial Cell Migration,"ROCK1, NOS3",0.0129697177705707
BP,GO:0030336,Negative Regulation Of Cell Migration,"CLDN5, LRP1, ENG",0.0129701958404768
BP,GO:0061041,Regulation Of Wound Healing,"OCLN, CAV1",0.0134204140664426
BP,GO:0018209,Peptidyl-Serine Modification,"ROCK1, ROCK2, MAPK1",0.0135427554373797
BP,GO:0007266,Rho Protein Signal Transduction,"ROCK1, ROCK2",0.0161714209158772
BP,GO:0050871,Positive Regulation Of B Cell Activation,"MMP14, TFRC",0.0161714209158772
BP,GO:0046942,Carboxylic Acid Transport,"SLC7A5, SLC16A1",0.0167192336023591
BP,GO:0018212,Peptidyl-Tyrosine Modification,"KDR, FYN",0.0172045221826579
BP,GO:0002690,Positive Regulation Of Leukocyte Chemotaxis,"MAPK1, VEGFA",0.0172045221826579
BP,GO:0043069,Negative Regulation Of Programmed Cell Death,"TJP1, TFRC, KDR, VEGFA",0.0190247171486455
BP,GO:0030003,Intracellular Monoatomic Cation Homeostasis,"CDH5, TFRC, CAV1",0.0192156281176154
BP,GO:0051240,Positive Regulation Of Multicellular Organismal Process,"LRP1, ROCK1, CAV1, VEGFA",0.0199442729486281
BP,GO:0000281,Mitotic Cytokinesis,"ROCK1, ROCK2",0.0201343834472782
BP,GO:0060393,Regulation Of Pathway-Restricted SMAD Protein Phosphorylation,"LRP1, ENG",0.0214023129299497
BP,GO:0071702,Organic Substance Transport,"CAV1, AQP4, FYN",0.0221148615866129
BP,GO:0010038,Response To Metal Ion,"CAV1, HIF1A",0.0233159122310733
BP,GO:0060070,Canonical Wnt Signaling Pathway,"CAV1, NID1",0.0239362400941805
BP,GO:0030100,Regulation Of Endocytosis,"LRP1, ROCK1",0.0245616270880485
BP,GO:0018108,Peptidyl-Tyrosine Phosphorylation,"KDR, FYN",0.0251919795488054
