ID,logFC
Nudt3,0.7508684639882085
Prkar2b,0.7275056053633606
Rpl36a,0.7007042472117779
Map1lc3a,0.6993584093063528
Mt3,0.6782644636334654
Pet100,0.6756073452839183
Anapc13,0.6649630602444567
Ptma,0.6626774918926519
Pnrc1,0.5979877944169825
Uqcr11,0.5953404411214878
Tceal6,0.587280132314459
Rpl38,0.5797322876285457
Romo1,0.5787574629944361
Mrpl52,0.5739440253905024
Atp5k,0.5655571315309207
Rnd2,0.5653069397799648
Tceal3,0.5626950159026683
Cops9,0.5545527606747084
Net1,0.5539977532884914
Ddit4,0.5515981604102876
Nptx2,0.5483559578609287
Stmn1,0.5483031007205437
Edf1,0.539773771261111
Ndufa3,0.5377678961892403
Cox5b,0.5363795553143917
Mrps21,0.531925197387767
Rps28,0.5281140134526059
Rpl35a,0.5220264374899852
Nrros,0.5215856964019265
Csrnp1,0.5036942196772236
Rpl23,0.5018808084094128
Slirp,0.4924803767589019
Gpatch4,0.4878665430738526
H1f0,0.486240391129366
Mrpl54,0.4827447200256201
Gpd1,0.4718629907312625
Hkdc1,0.4705760430612286
Rpl36,0.4701159880193159
Emx1,0.4686151114011053
Mrps18c,0.463568994765113
Mt1,0.4629350106326768
Mea1,0.4614655503024988
Rps15,0.4595048966702102
Nfkbil1,0.4550600112514207
Spsb1,0.4524437583596369
Grasp,0.4501059879464815
Cox20,0.4425217259616513
Rpl21,0.4415907466403913
Ndufa2,0.4402258348695449
Tsc22d3,0.4396612779915781
Myl6,0.4393844519555878
Uqcc2,0.4369150535306779
Setx,0.4337510750057682
Rps3,0.4333197425316519
Ift20,0.4321901629488253
Slc2a1,0.4315996375923225
Bex2,0.4282926555276507
Uqcrq,0.4229475371498642
Rps26,0.4214467907018105
Dst,0.4182043365897236
Atp5e,0.4154362872926428
Hnrnpdl,0.4098876973117021
Mrps34,0.4059327598691142
Ndufa13,0.4040178158901766
Rpl28,0.3933721650725509
Pafah1b3,0.3930116509616767
Rpl36al,0.3908551355409849
Ppp1ccb,0.3836966662616605
Tbcc,0.3820454217794418
Ndufs5,0.381327662278524
Mpc2,0.3792847245163616
Morn2,0.378241982231615
Ndufaf5,0.3774801016838536
Rpl37a,0.3770456240789577
Rin2,0.3753561749087434
Socs5,0.370937123632746
Dazap1,0.3685857467082736
Rhou,0.3657175784093952
Camsap2,0.3653515478063787
Snrpe,0.3619782347900747
Rps16,0.3582060035851859
Pcbd2,0.3554946862405177
Atpif1,0.3523058308867545
Srsf5,0.3482968674368057
Rrp1,0.3480364616649086
Rps19,0.3468480672360966
Klf13,0.3464443787730777
Eef1b2,0.3458511308385382
Fau,0.3442050351255065
Emg1,0.3390610094175332
Smdt1,0.3339538986696205
Chmp2a,0.3333766090535547
Polr1c,0.3270821531404324
Cox14,0.3218701429289195
Sec61b,0.3140404176832817
Pik3ip1,0.3135670208349308
Hcfc1,0.3107238386900491
Sun2,0.3100594817021793
Tomm22,0.3093615451673134
Tchp,0.3083772786574976
Rps24,0.3040732634427401
Hipk2,0.3011992831549741
Zscan2,0.2999733753176651
Znhit1,0.2949067839271304
Rpl27a,0.2948510116132048
Nat14,0.2945512756139215
Sugp1,0.291238256263176
Syt12,0.2882399042124615
Coq7,0.2869666284559342
Kras,0.2860562099281055
Rps6,0.285620836773637
Rpl17,0.284807928353184
Cfap20,0.2827121592262342
Chchd6,0.2822491377295202
Rab13,0.2810593079925992
Prodh,0.2761311395979575
Sumf2,0.2735110825554527
Zcchc3,0.2710204301315086
Prpf31,0.2705449053979023
A330074k22rik,0.2658895771362476
Uqcrh,0.2657934660742221
R3hdm4,0.2639863416171867
Hint2,0.2619602672604986
Gclm,0.2616888604180652
Atp8a2,0.2575363608099581
Scnm1,0.2554302401070776
Grcc10,0.2478300681373149
Usp2,0.245090602069967
Arnt2,0.2449169223913324
Cracdl,0.2416160482470661
Mindy2,0.2410888453048656
Rpl34,0.239045637521413
Stub1,0.2345728250307895
Akap1,0.2338646577919055
Kcnj6,0.2322889853815884
Mrpl13,0.2249732780840073
Rpl14,0.2248480225727736
Trip12,0.2226260203527849
Grk2,0.2218388901318557
Arid2,0.2206246263024127
Zxda,0.217151330213526
Rpl13a,0.2097932625916402
Zbtb22,0.2094106485454748
Nhp2,0.2067089243420745
Adcy9,0.2013398322594298
Ino80b,0.1957451592428444
Map1a,0.1934065998351786
Hivep3,0.1929519100309022
Il1r1,0.1899734862103059
Snrnp35,0.1857000902919044
Hddc2,0.1821861362361677
Kif5a,0.1811282332466489
Arfgap1,0.1790091896615871
Mast4,0.1783001361920096
Nr1d1,0.1774266849178645
Ppip5k2,0.1757618812520179
Sorl1,0.1753712329762953
Pdlim7,0.1741931902499753
Wdr6,0.1731421489501052
Prrc2b,0.1722572785045326
Gtf2f1,0.1717466931501313
Heatr5b,0.1713056514075341
Soga3,0.1685325792455809
Rps27a,0.1675068760597326
Atp5h,0.1590964948055281
Commd1,0.1580070935769861
Hr,0.1579400255917933
Prr5,0.1533385031217653
Atp2b3,0.1511351532240129
Celsr2,0.1481712462165493
Use1,0.1471092521147508
Pop5,0.1440191824167714
Zswim9,0.1388750909163723
Itsn1,0.1348225677715418
2410006h16rik,0.133835101403387
Hprt,0.1331414285301536
Frat1,0.1329310800096102
Iqsec1,0.1297029436441194
Ubald1,0.1229129145131945
Otud6b,0.122064491514788
Sytl2,0.1219952620781803
Rps14,0.1199491108858151
Lonrf3,0.114026563160696
Gdap1l1,0.1058824333218241
Slc9a7,0.1052715954111595
Pcdhac2,0.1027652067153666
Kat6a,0.0994522586485465
Rbfox3,0.0923909067431862
Kdm1b,0.0871146755288647
Tspan17,0.0846785629662794
Klf12,0.0828973533713353
Ube2n,0.0774106530300966
Zfp469,0.0764041470164618
Abhd17c,0.0745680943783089
Sst,0.0701927682027341
6430548m08rik,0.0650144037599262
Pcdhgb2,0.0636622849733623
