Category,ID,Term,Genes,adj_pval
BP,GO:0043116,Negative Regulation Of Vascular Permeability,"CLDN5, VEGFA",0.0008797919549209146
BP,GO:1902991,Regulation Of Amyloid Precursor Protein Catabolic Process,"ROCK1, ROCK2",0.0008797919549209146
BP,GO:0045216,Cell-Cell Junction Organization,"TJP1, CLDN5, OCLN",0.0009005035635238531
BP,GO:0048522,Positive Regulation Of Cellular Process,"TJP1, CLDN5, CAV1, KDR, ADAM10, VEGFA",0.0009005035635238531
BP,GO:0072657,Protein Localization To Membrane,"ROCK1, ROCK2, CAV1, F11R",0.0009817953827440267
BP,GO:0007043,Cell-Cell Junction Assembly,"TJP1, CLDN5, CLDN12",0.0009817953827440267
BP,GO:0035296,Regulation Of Tube Diameter,"ROCK1, ROCK2",0.0009817953827440267
BP,GO:0003018,Vascular Process In Circulatory System,"ROCK1, ROCK2",0.0009817953827440267
BP,GO:0110020,Regulation Of Actomyosin Structure Organization,"ROCK1, ROCK2",0.0009817953827440267
BP,GO:0007179,Transforming Growth Factor Beta Receptor Signaling Pathway,"CLDN5, ADAM9, ENG",0.0010013601805451
BP,GO:0001938,Positive Regulation Of Endothelial Cell Proliferation,"KDR, HIF1A, VEGFA",0.0011993971709137
BP,GO:2000181,Negative Regulation Of Blood Vessel Morphogenesis,"CLDN5, ROCK1, ROCK2",0.0011993971709137
BP,GO:2001028,Positive Regulation Of Endothelial Cell Chemotaxis,"KDR, VEGFA",0.0012639284045199
BP,GO:0006939,Smooth Muscle Contraction,"ROCK1, ROCK2",0.0012639284045199
BP,GO:0038084,Vascular Endothelial Growth Factor Signaling Pathway,"KDR, VEGFA",0.0012639284045199
BP,GO:1901522,Positive Regulation Of Transcription From RNA Polymerase II Promoter Involved In Cellular Response To Chemical Stimulus,"HIF1A, VEGFA",0.0012639284045199
BP,GO:1903672,Positive Regulation Of Sprouting Angiogenesis,"TJP1, VEGFA",0.0014178305136781
BP,GO:0150105,Protein Localization To Cell-Cell Junction,"TJP1, F11R",0.0014178305136781
BP,GO:1900221,Regulation Of Amyloid-Beta Clearance,"LRP1, ROCK1",0.0014178305136781
BP,GO:0016525,Negative Regulation Of Angiogenesis,"CLDN5, ROCK1, ROCK2",0.001532434104043
BP,GO:0051100,Negative Regulation Of Binding,"NFKBIA, ROCK1, CAV1",0.001532434104043
BP,GO:0090050,Positive Regulation Of Cell Migration Involved In Sprouting Angiogenesis,"KDR, VEGFA",0.0015492959887793
BP,GO:0014742,Positive Regulation Of Muscle Hypertrophy,"ROCK1, ROCK2",0.0015492959887793
BP,GO:0050927,Positive Regulation Of Positive Chemotaxis,"KDR, VEGFA",0.0015492959887793
BP,GO:0010594,Regulation Of Endothelial Cell Migration,"ROCK2, KDR, VEGFA",0.0015842725410105
BP,GO:0016310,Phosphorylation,"ROCK1, ROCK2, MAPK1, ADAM10, FYN",0.0015885301566619
BP,GO:0033138,Positive Regulation Of Peptidyl-Serine Phosphorylation,"TFRC, CAV1, VEGFA",0.0016105946588649
BP,GO:2000114,Regulation Of Establishment Of Cell Polarity,"ROCK1, ROCK2",0.0016244130571369
BP,GO:0035909,Aorta Morphogenesis,"LRP1, ENG",0.0016244130571369
BP,GO:0002042,Cell Migration Involved In Sprouting Angiogenesis,"KDR, VEGFA",0.0016244130571369
BP,GO:0010613,Positive Regulation Of Cardiac Muscle Hypertrophy,"ROCK1, ROCK2",0.0016244130571369
BP,GO:0036003,Positive Regulation Of Transcription From RNA Polymerase II Promoter In Response To Stress,"HIF1A, VEGFA",0.0016244130571369
BP,GO:0050901,Leukocyte Tethering Or Rolling,"ROCK1, JAM2",0.0016244130571369
BP,GO:0051099,Positive Regulation Of Binding,"CLDN5, LRP1, CAV1",0.0016244130571369
BP,GO:0033135,Regulation Of Peptidyl-Serine Phosphorylation,"TFRC, CAV1, VEGFA",0.0017185152946114
BP,GO:0045604,Regulation Of Epidermal Cell Differentiation,"ROCK1, ROCK2",0.0017598087075698
BP,GO:0032878,Regulation Of Establishment Or Maintenance Of Cell Polarity,"ROCK1, ROCK2",0.0017598087075698
BP,GO:2000047,Regulation Of Cell-Cell Adhesion Mediated By Cadherin,"TJP1, VEGFA",0.0017598087075698
BP,GO:0071560,Cellular Response To Transforming Growth Factor Beta Stimulus,"CLDN5, ADAM9, ENG",0.001829675875316
BP,GO:0050779,RNA Destabilization,"ROCK1, ROCK2",0.0018924867044505
BP,GO:0016338,Calcium-Independent Cell-Cell Adhesion Via Plasma Membrane Cell-Adhesion Molecules,"CLDN5, CLDN12",0.0018924867044505
BP,GO:0030866,Cortical Actin Cytoskeleton Organization,"ROCK1, ROCK2",0.0018924867044505
BP,GO:0061756,Leukocyte Adhesion To Vascular Endothelial Cell,"ROCK1, JAM2",0.0018924867044505
BP,GO:0033043,Regulation Of Organelle Organization,"TJP1, MAPK1, F11R",0.00198769138987
BP,GO:0032515,Negative Regulation Of Phosphoprotein Phosphatase Activity,"ROCK1, ROCK2",0.0020704113405432
BP,GO:1904018,Positive Regulation Of Vasculature Development,"KDR, HIF1A, VEGFA",0.002198478220141
BP,GO:0051043,Regulation Of Membrane Protein Ectodomain Proteolysis,"ROCK1, ADAM9",0.0022375253897547
BP,GO:0070168,Negative Regulation Of Biomineral Tissue Development,"ROCK1, ROCK2",0.0022375253897547
BP,GO:0043066,Negative Regulation Of Apoptotic Process,"TJP1, TFRC, CAV1, KDR, VEGFA",0.002277336256179
BP,GO:0008284,Positive Regulation Of Cell Population Proliferation,"TJP1, CLDN5, KDR, ADAM10, VEGFA",0.0022829372862275
BP,GO:0034612,Response To Tumor Necrosis Factor,"NFKBIA, ADAM10, ADAM9",0.0023703468464053
BP,GO:0043534,Blood Vessel Endothelial Cell Migration,"KDR, VEGFA",0.0023745089015336
BP,GO:0030879,Mammary Gland Development,"CAV1, VEGFA",0.0023745089015336
BP,GO:0051093,Negative Regulation Of Developmental Process,"TFRC, ROCK1, ROCK2",0.0023852930055363
BP,GO:0060840,Artery Development,"VEGFA, ENG",0.0025459023735263
BP,GO:0010611,Regulation Of Cardiac Muscle Hypertrophy,"ROCK1, ROCK2",0.0025459023735263
