gene_symbol,n_groups_hibi,predominant_direction_hibi,mean_log2FC_hibi,n_groups_glp,predominant_direction_glp,mean_log2FC_glp,concordant,recur
Filip1l,2,UP,1.040516264429296,2,DOWN,-0.4639932433466222,False,4
Fbxo33,2,UP,1.0016776994361294,2,DOWN,-0.2658306091965446,False,4
Sox18,2,UP,0.985850564050391,2,DOWN,-0.4722204958182122,False,4
Cdyl,2,UP,0.9585989091810778,2,DOWN,-0.256026734302333,False,4
Atad2,2,UP,0.9363911601382888,2,DOWN,-4.889353103933988,False,4
Plekha1,2,UP,0.8810645000042794,2,DOWN,-0.3311158953999999,False,4
Traf6,2,UP,0.8585356868750338,2,DOWN,-0.283191122693795,False,4
Hsp90b1,2,UP,0.8511470863434571,2,DOWN,-0.3126484232619638,False,4
Lrch3,2,UP,0.8288882637966257,2,DOWN,-0.2722641073192025,False,4
Trim62,2,UP,0.8120968408545153,2,DOWN,-0.2773854768628653,False,4
Katna1,2,UP,0.7948568383787014,2,DOWN,-0.3330020007756071,False,4
Tmem214,2,UP,0.7451342938783179,2,DOWN,-0.2057568035897806,False,4
Impact,2,UP,0.7337392855597673,2,DOWN,-0.2917138629867523,False,4
Bend4,2,UP,0.655901076052845,2,DOWN,-1.4875205065738124,False,4
Ankrd50,2,UP,0.6220344109106204,2,DOWN,-0.2362841566093403,False,4
Ppp2r1b,2,UP,0.5991618264479763,2,DOWN,-0.3635492862232073,False,4
Arntl,2,UP,0.5884419132234653,2,DOWN,-0.4429382079506664,False,4
Rcor1,2,UP,0.5337896434129323,2,DOWN,-0.3505478655931536,False,4
Sec24a,2,UP,0.4852557535418116,2,DOWN,-0.3223680417218876,False,4
Pa2g4,2,UP,0.4341973048165112,2,DOWN,-0.294766608775,False,4
Rbm39,2,UP,0.4235183095050094,2,DOWN,-0.29749299855,False,4
Slc36a4,2,UP,0.2644468012581115,2,DOWN,-0.2113337979004786,False,4
Paip1,2,UP,0.2083780029384191,2,DOWN,-0.2693495661742889,False,4
Nfic,2,UP,0.1995401303523963,2,DOWN,-0.2970463490006608,False,4
St13,2,UP,0.1993513049728034,2,DOWN,-0.2415862293617688,False,4
Hdac9,2,UP,0.1732918867069061,2,DOWN,-0.3124116601431911,False,4
Mcts1,2,UP,0.1024641194981476,2,DOWN,-0.3447073657752832,False,4
Shkbp1,2,UP,0.0990317316515129,2,DOWN,-0.3478990584369541,False,4
Dbpht2,2,UP,0.0866789878795977,2,DOWN,-0.3319399120513597,False,4
U2surp,2,UP,0.0714474345148685,2,DOWN,-0.2457773579577289,False,4
Bclaf1,2,UP,0.0013019546083693,2,DOWN,-0.2577584939173007,False,4
Pxk,2,UP,-0.015968243016384,2,DOWN,-0.2326932214823183,False,4
Atad1,2,UP,-0.0240585101195258,2,DOWN,-0.2491113303016607,False,4
Serinc1,2,UP,-0.1094025774172296,2,DOWN,-0.2856934753646962,False,4
Rnf6,2,UP,-0.1115636968042021,2,DOWN,-0.6932934042387866,False,4
Mlf2,2,DOWN,-0.2727236543114179,2,UP,0.2131052265553145,False,4
Ensa,2,DOWN,-0.348135390714348,2,UP,0.2131100804644255,False,4
Chsy1,2,UP,-0.3894792764281698,2,DOWN,-0.2827977283238492,False,4
Dnajc14,2,DOWN,-0.3935881085605199,2,UP,0.3374761448910182,False,4
Smarcc2,2,DOWN,-0.3968286326216237,2,UP,0.0138994753408115,False,4
Rexo1,2,DOWN,-0.4281816101416944,2,UP,-0.0719106966971433,False,4
Dctn1,2,DOWN,-0.4336656912180184,2,UP,-0.0404206312560212,False,4
Bin1,2,DOWN,-0.4343870507034295,2,UP,0.2636054939026872,False,4
Efna3,2,DOWN,-0.4380369058944842,2,UP,0.2658589868384955,False,4
Zkscan1,2,DOWN,-0.4527582486727661,2,UP,-0.0645172155123744,False,4
Mrfap1,2,DOWN,-0.4630414748221695,2,UP,0.3121133485308806,False,4
Cmip,2,DOWN,-0.4665494505118674,2,UP,0.2469026371840754,False,4
Tnks,2,DOWN,-0.4672701176067937,2,UP,0.0307986343274933,False,4
Fyn,2,DOWN,-0.467438106724205,2,UP,2.260464333866312,False,4
Atp5d,2,DOWN,-0.4782625470117234,2,UP,0.3209512332684309,False,4
Eny2,2,DOWN,-0.4830362882775691,2,UP,-0.0502387436431311,False,4
Rabep1,2,DOWN,-0.4856932502197093,2,UP,-0.0272067879229488,False,4
Rai1,2,DOWN,-0.4864351931310802,2,UP,-0.1170705536307303,False,4
Zmiz2,2,DOWN,-0.4869099972436563,2,UP,-0.0370155768119254,False,4
Lgi2,2,DOWN,-0.4995763366524688,2,UP,6.013491260940841,False,4
Hk1,2,DOWN,-0.5138825747407232,2,UP,-0.0169259994242937,False,4
Pum1,2,DOWN,-0.5179110082156759,2,UP,-0.0268810125686196,False,4
Myl12b,2,DOWN,-0.5363417361495671,2,UP,0.4100012300068966,False,4
Fbxo31,2,DOWN,-0.5580751788516425,2,UP,-0.0166464912432294,False,4
Tmem38a,2,DOWN,-0.56505722978223,2,UP,0.2299302745111752,False,4
Nsmce3,2,DOWN,-0.5672791902197689,2,UP,0.4802226803754125,False,4
1110059g10rik,2,DOWN,-0.5800695196734676,2,UP,0.016732623088548,False,4
Smim10l2a,2,DOWN,-0.5849480919564254,2,UP,0.2787430511237928,False,4
Sv2c,2,DOWN,-0.5875200779399217,2,UP,0.1284598713130827,False,4
Map2k6,2,DOWN,-0.5879985496293623,2,UP,0.3544316380262547,False,4
Tmtc1,2,DOWN,-0.5892236392039498,2,UP,0.0123743563692358,False,4
Kifc2,2,DOWN,-0.6030907855833076,2,UP,0.2509189108728907,False,4
Myrip,2,DOWN,-0.6160679364185446,2,UP,0.3767236721782961,False,4
Tmem50a,2,DOWN,-0.6369219951906346,2,UP,0.3165472848828282,False,4
Dcp2,2,DOWN,-0.6515181520173328,2,UP,0.0370814309642261,False,4
Serf2,2,DOWN,-0.6520428913662897,2,UP,0.4682070385103509,False,4
Blvrb,2,DOWN,-0.6775083448275808,2,UP,0.4388589079508036,False,4
Otud7a,2,DOWN,-0.6807006294825833,2,UP,0.0409929860201957,False,4
Rnf5,2,DOWN,-0.6914698035323227,2,UP,0.3305348443169983,False,4
Scoc,2,DOWN,-0.6941159239311923,2,UP,-0.1123731136529141,False,4
Kifap3,2,DOWN,-0.7005050302489249,2,UP,0.0515717377067616,False,4
Hcfc1r1,2,DOWN,-0.7007443770643196,2,UP,0.3095456063428935,False,4
Acot11,2,DOWN,-0.7188836746733243,2,UP,-0.0239071056784693,False,4
Sema6b,2,DOWN,-0.7420906851458691,2,UP,-0.0525813333535293,False,4
Usp29,2,DOWN,-0.7489028547305141,2,UP,0.0246846699876573,False,4
Nalcn,2,DOWN,-0.7506286353990053,2,UP,0.0354521386380854,False,4
Hdgf,2,DOWN,-0.7641964024492062,2,UP,0.2247399773738961,False,4
Brk1,2,DOWN,-0.7822923344865783,2,UP,0.3957063260024991,False,4
Nme3,2,DOWN,-0.7901718667485205,2,UP,0.6075313163686773,False,4
Dnajc9,2,DOWN,-0.8050977042748033,2,UP,0.448896398621544,False,4
Pcdhga9,2,DOWN,-0.8338689808780879,2,UP,0.0883237067694358,False,4
Paip2,2,DOWN,-0.8993364662181204,2,UP,0.5851969987250001,False,4
Mllt1,2,DOWN,-0.9133566006681696,2,UP,0.8153592561727075,False,4
Trim8,2,DOWN,-0.9336479225625888,2,UP,0.591802502885215,False,4
Slco1a4,2,DOWN,-0.9376122739046336,2,UP,-0.0612586016651299,False,4
Eef2k,2,DOWN,-0.978750960882086,2,UP,0.310740090859361,False,4
Lfng,2,DOWN,-1.0067156206997012,2,UP,-0.1501419832964335,False,4
Gopc,2,DOWN,-1.0111625194083125,2,UP,0.424946841825,False,4
Oaz2,2,DOWN,-1.0235146304192675,2,UP,0.4440618098980878,False,4
Hmgb1,2,DOWN,-1.0298813373918765,2,UP,0.2832461821772779,False,4
4833439l19rik,2,DOWN,-1.0304218186373162,2,UP,0.0706566151123426,False,4
Sart1,2,DOWN,-1.043946975050304,2,UP,0.4409994784588428,False,4
Polr3gl,2,DOWN,-1.054182074745802,2,UP,0.2225358160898336,False,4
Rab3a,2,DOWN,-1.0601629709013367,2,UP,-0.1012522406150449,False,4
Limd2,2,DOWN,-1.0839340162468427,2,UP,0.3155749497984587,False,4
Adnp,2,DOWN,-1.0970799586171132,2,UP,0.1249514992120577,False,4
Grb2,2,DOWN,-1.1038244549382743,2,UP,0.6543567803519524,False,4
Pabpn1,2,DOWN,-1.1066838298402462,2,UP,0.8593008546547318,False,4
Rps20,2,DOWN,-1.1120206005925508,2,UP,0.2478124738747883,False,4
Cbx1,2,DOWN,-1.1151475210243744,2,UP,0.2362304632394808,False,4
Mgat4a,2,DOWN,-1.1182210276848292,2,UP,-0.0217841319031088,False,4
H2-ke6,2,DOWN,-1.1490921569569892,2,UP,0.2576541518201161,False,4
Fn3krp,2,DOWN,-1.1563769460307896,2,UP,0.3098444752469167,False,4
Stk24,2,DOWN,-1.1563983212477271,2,UP,-0.0430264652985491,False,4
A830036e02rik,2,DOWN,-1.1634831535922388,2,UP,0.3691736571955124,False,4
B3galt5,2,DOWN,-1.18969844944161,2,UP,0.2454737552613612,False,4
Dnttip1,2,DOWN,-1.2166341437825383,2,UP,0.4702681162147164,False,4
Pbx2,2,DOWN,-1.2175634184536832,2,UP,0.2556986871558553,False,4
Dynll2,2,DOWN,-1.2266020312181545,2,UP,0.5787799819697637,False,4
Srrd,2,DOWN,-1.276890960757021,2,UP,0.2590769078321486,False,4
Rasgrf2,2,DOWN,-1.3129201165780424,2,UP,0.2394897968987815,False,4
Nsmce4a,2,DOWN,-1.3476653455704266,2,UP,3.0593483060661826,False,4
Scn1b,2,DOWN,-1.3528885576494551,2,UP,0.3468429345035511,False,4
Khk,2,DOWN,-1.3609056122992045,2,UP,0.5379439803743911,False,4
Apc,2,DOWN,-1.4529865193418896,2,UP,0.0564761849785935,False,4
Ptp4a3,2,DOWN,-1.4989847620872871,2,UP,0.3337019699314589,False,4
Rac3,2,DOWN,-1.6865853332017124,2,UP,0.7030465838497401,False,4
Lefty1,2,DOWN,-1.7078962096869938,2,UP,0.5028889992137064,False,4
Pkig,2,DOWN,-1.7271532398926532,2,UP,0.3807456872249994,False,4
Cst3,2,DOWN,-1.7859155725608056,2,UP,0.2636672767037558,False,4
Crebrf,2,UP,-1.9095374439663928,2,DOWN,-0.3088257297377474,False,4
Gpr162,2,DOWN,-1.9255350486167804,2,UP,-0.0859537408072976,False,4
Cib2,2,DOWN,-1.9893819791148388,2,UP,0.2363785668282012,False,4
F11r,2,DOWN,-2.0490958108014627,2,UP,9.888863559913142,False,4
Scd1,2,UP,-2.057760715756844,2,DOWN,-0.2249102101609582,False,4
Kif1a,2,DOWN,-2.0989779594839417,2,UP,0.2638368605524498,False,4
Hlf,2,UP,-2.183223037713,2,DOWN,-0.3658038121919056,False,4
Klk8,2,DOWN,-2.261415049148142,2,UP,0.3787468140202809,False,4
Hdac11,2,DOWN,-2.400635609659854,2,UP,-0.0180381733733505,False,4
Ppp1r1a,2,DOWN,-2.451856217705348,2,UP,0.4500110648467895,False,4
Lrfn1,2,DOWN,-2.523360021907716,2,UP,-0.0612129053945735,False,4
Podxl2,2,DOWN,-2.6504030028271384,2,UP,0.2697709057417968,False,4
Ttc9b,2,DOWN,-2.652268252300175,2,UP,0.2887073858009457,False,4
Paqr8,2,DOWN,-2.6828009378001334,2,UP,-0.0036026098977605,False,4
Map6,2,DOWN,-2.7217825877256137,2,UP,-0.099930420736365,False,4
Ly6h,2,DOWN,-2.724812167800979,2,UP,0.3136187245280468,False,4
Fjx1,2,DOWN,-2.804132805724882,2,UP,-0.0986494836142472,False,4
Mfsd2a,2,DOWN,-2.8428209883417104,2,UP,0.5213546555047485,False,4
Ypel3,2,DOWN,-3.037031480053547,2,UP,0.4688117903866616,False,4
Syp,2,DOWN,-3.0774639581178738,2,UP,0.4520012416277548,False,4
Dzank1,2,DOWN,-3.110587056208955,2,UP,0.0427014692893089,False,4
Diras1,2,DOWN,-3.2184441756087008,2,UP,0.2458162619073067,False,4
Kcng2,2,DOWN,-3.2212968959652284,2,UP,0.489160166232269,False,4
Zfp652os,2,DOWN,-3.2380898167742176,2,UP,0.6388427299694295,False,4
Crtac1,2,DOWN,-3.244636971974392,2,UP,0.2382461067138821,False,4
Gng3,2,DOWN,-3.2940226892044717,2,UP,0.2536661812164202,False,4
Ptprf,2,DOWN,-3.3175330046214384,2,UP,-0.0464919907346706,False,4
Adam11,2,DOWN,-3.363920193297092,2,UP,0.2365540789342284,False,4
Stmn3,2,DOWN,-3.532443424099144,2,UP,0.3200132445181691,False,4
Tagln3,2,DOWN,-3.5575826503166126,2,UP,0.4700555222017921,False,4
Tmem151b,2,DOWN,-3.6036702054624494,2,UP,0.0021375172999804,False,4
Reep2,2,DOWN,-3.660627359991175,2,UP,0.2507906746742103,False,4
Lrba,2,DOWN,-3.704354463714828,2,UP,0.2166839058732974,False,4
Macrod1,2,DOWN,-3.7141691536672576,2,UP,0.507552044805721,False,4
Hs3st2,2,DOWN,-4.376030882724726,2,UP,1.2730620319304284,False,4
Fxyd1,2,DOWN,-4.399832715694609,2,UP,0.5300359875128102,False,4
Gck,2,DOWN,-4.514872901325845,2,UP,0.6422760635868274,False,4
Slc1a2,2,DOWN,-4.604603212461576,2,UP,0.0534918880945229,False,4
Plvap,2,DOWN,-4.979794320227911,2,UP,0.4235963036115716,False,4
Nsg2,2,DOWN,-5.3043954428050615,2,UP,0.3326301823905176,False,4
Slc2a1,11,UP,1.0108637569560892,4,UP,0.4315996375923225,True,15
Csrnp1,10,UP,2.216480369952862,4,UP,0.5036942196772236,True,14
Errfi1,9,UP,0.9385343365247976,5,UP,0.2979127358711027,True,14
Arl4d,8,UP,0.7511651317020848,6,UP,0.8873665220961525,True,14
Maff,11,UP,3.014391434783998,2,UP,0.2751432001076863,True,13
Fam168a,9,DOWN,-0.8058342564861257,4,DOWN,-0.1103527147529912,True,13
Mbnl2,8,DOWN,-0.4177025953810826,5,DOWN,-0.2102878565123246,True,13
Hspe1,7,UP,0.8851046008286959,6,UP,0.1625700930493162,True,13
Atp2b2,7,DOWN,-1.0135740654066634,6,DOWN,-0.1044534369115032,True,13
Cd53,6,UP,1.1658317460717758,7,UP,4.339430567899964,True,13
Epm2aip1,6,DOWN,-0.5782647120781995,7,DOWN,0.0142272360398857,True,13
Cdkn1a,5,UP,1.0886586825853062,8,UP,0.5787234060592998,True,13
Tnfrsf12a,10,UP,2.0905022875014527,2,UP,0.330707585808115,True,12
Uhmk1,8,DOWN,-1.2682129123356014,4,DOWN,-0.1495374747782695,True,12
Cpd,7,DOWN,0.0454989993244773,5,DOWN,-0.1938308068538058,True,12
Map2,7,DOWN,-1.7368663981457213,5,DOWN,-0.1484050932450862,True,12
Bmpr2,6,DOWN,-0.6122031144936865,6,DOWN,1.1258402324758798,True,12
Kcnd2,6,DOWN,-1.079139724390674,6,DOWN,-0.190219554375367,True,12
Mpp5,3,DOWN,-0.5350517175074995,9,DOWN,-0.2417417529338782,True,12
Ppp1r15a,9,UP,1.6775519128209138,2,UP,0.4823180140066998,True,11
Jund,9,UP,0.2827458138795132,2,UP,3.928290698391218,True,11
Cebpd,8,UP,1.448371220260949,3,UP,0.6920637034664955,True,11
Nf1,8,DOWN,-0.7279555222461834,3,DOWN,-0.0956370620385717,True,11
Nr1d1,7,UP,1.1460536292917447,4,UP,0.1774266849178645,True,11
Spsb1,7,UP,0.7439297030901086,4,UP,0.4524437583596369,True,11
Gnptab,7,DOWN,0.3710966270264325,4,DOWN,-0.150544788367785,True,11
Megf9,7,DOWN,-0.606229312390267,4,DOWN,-0.1304618051516689,True,11
Pum2,7,DOWN,-0.7671493271200625,4,DOWN,-0.3570070494510012,True,11
Ids,7,DOWN,-0.9709222705410142,4,DOWN,-0.417221372685513,True,11
Bdnf,7,DOWN,-1.707741646759286,4,DOWN,-0.3171472641229688,True,11
Pcdh19,7,DOWN,-2.2429886488333426,4,DOWN,-0.1996573848830367,True,11
Pcdh7,6,DOWN,-1.6613193068207397,5,DOWN,-0.1895890767542568,True,11
Kif1b,5,DOWN,-0.4983245424700467,6,DOWN,0.1064643754502719,True,11
Gsk3b,5,DOWN,-0.6077544412539961,6,DOWN,-0.1743255084748688,True,11
Mef2a,5,DOWN,-0.7874697853611303,6,DOWN,-0.2761973940324809,True,11
Kcna1,5,DOWN,-1.5219355955356604,6,DOWN,0.0097622146483506,True,11
Fam126b,4,DOWN,-0.9369317046724444,7,DOWN,-0.261061696183388,True,11
Homer1,4,DOWN,-1.4938692684858368,7,DOWN,-0.2666180143701608,True,11
Ednrb,3,DOWN,-0.6356760916376585,8,DOWN,-0.4194065269906772,True,11
Angptl4,8,UP,2.651483350076866,2,UP,0.6981907969231284,True,10
Klf6,8,UP,1.6697042253428729,2,UP,-0.0056446419446896,True,10
Cd68,8,UP,1.229506248266815,2,UP,0.50101479354983,True,10
Coq10b,8,UP,1.1368194502770086,2,UP,-0.067569052166559,True,10
Nfe2l2,8,UP,1.0727608337534025,2,UP,0.1177255475793288,True,10
Fcrls,8,UP,0.8129883392912838,2,UP,-0.0249377073608676,True,10
Btbd3,8,DOWN,-1.3342423610133247,2,DOWN,-0.3827620613901623,True,10
Rsad2,7,UP,2.9693006210378483,3,UP,0.1225931384639141,True,10
Gadd45g,7,UP,2.2191407731704085,3,UP,0.572181953637053,True,10
Mafk,7,UP,1.5504445260125153,3,UP,0.297511102677806,True,10
Btg2,7,UP,1.4590008087242088,3,UP,0.4416232772995648,True,10
Arrdc3,7,UP,1.429662745091952,3,UP,0.1265607612039201,True,10
Tiparp,7,UP,1.3001770830862862,3,UP,0.0500622900578866,True,10
Csrp1,7,UP,0.5620749152592538,3,UP,0.3294386010302136,True,10
Tob2,7,UP,0.4686375418932528,3,UP,0.131122574720043,True,10
Sel1l,7,DOWN,-0.03882675099663,3,DOWN,-0.0762405152017534,True,10
Wdr7,7,DOWN,-0.5746834772157623,3,DOWN,-0.0887626420897271,True,10
Purb,7,DOWN,-0.7719551733701138,3,DOWN,-0.3948358520511359,True,10
Cdk14,7,DOWN,-0.8187126235043847,3,DOWN,-0.0669723726327196,True,10
Synj1,7,DOWN,-0.8927803408341995,3,DOWN,-0.0530724712188055,True,10
Akap11,7,DOWN,-0.8996042269957768,3,DOWN,-0.0558576401786813,True,10
Man1a2,7,DOWN,-0.9003144292223306,3,DOWN,-0.2478632868705257,True,10
Ppm1l,7,DOWN,-0.9723189030549084,3,DOWN,-0.0677498418590415,True,10
Sgip1,7,DOWN,-1.0293304912842616,3,DOWN,-0.04118418081478,True,10
Fzd3,7,DOWN,-1.404651432793609,3,DOWN,-0.1639634002176437,True,10
Gabrb3,7,DOWN,-2.4452871826873874,3,DOWN,-0.2681917803504521,True,10
Pdlim7,6,UP,0.9191309377218992,4,UP,0.1741931902499753,True,10
Clk1,6,UP,0.8253101488095492,4,UP,0.0494265389788625,True,10
Creg2,6,DOWN,0.0661064760974015,4,DOWN,-0.1737133526711098,True,10
Marchf6,6,DOWN,-0.6610944973734657,4,DOWN,-0.1497808507484377,True,10
Mib1,6,DOWN,-0.6883001612017114,4,DOWN,-0.1655781375723698,True,10
Med14,6,DOWN,-0.8148587936486088,4,DOWN,-0.2304677721565396,True,10
Igip,6,DOWN,-0.8753669481606492,4,DOWN,-0.3120805638145958,True,10
Dok6,6,DOWN,-0.9720040851660802,4,DOWN,-0.1322205044104618,True,10
Pgm2l1,6,DOWN,-0.974724717329324,4,DOWN,-0.1571762768785319,True,10
Gpr22,6,DOWN,-1.575921114336923,4,DOWN,-0.3826021609880627,True,10
Mt2,5,UP,1.137848543798172,5,UP,0.8279362157476047,True,10
Clcn3,5,DOWN,-0.5208969168363631,5,DOWN,-0.0108291893975772,True,10
Lmbrd2,5,DOWN,-0.6382831485423793,5,DOWN,-0.2318872839463983,True,10
Inhba,5,DOWN,-1.0968092333934778,5,DOWN,-0.4656535736315835,True,10
Gabra2,5,DOWN,-1.802569930723139,5,DOWN,-0.3702533879417689,True,10
Cadm2,5,DOWN,-2.839258542597932,5,DOWN,-0.2776352216396206,True,10
Ube3a,4,DOWN,-0.614562719296651,6,DOWN,-0.3264348010205303,True,10
Sobp,4,DOWN,-1.7477229245897563,6,DOWN,-0.2119120327350117,True,10
Dbp,3,UP,1.0854541139853584,7,UP,0.446249133362194,True,10
Msantd2,3,UP,0.8336334275595408,7,UP,2.15899109320343,True,10
Mertk,3,UP,0.5492017815050616,7,UP,1.4320253568647223,True,10
Xdh,2,UP,8.534695589908745,8,UP,0.7290676352468002,True,10
Nfkb2,7,UP,1.5596681779860877,2,UP,0.6330114204093285,True,9
S100a6,7,UP,1.5278327770400328,2,UP,0.6707692156179954,True,9
Odc1,7,UP,1.4784352973241224,2,UP,2.739734226021773,True,9
Fbxo30,7,UP,1.316204179173852,2,UP,0.0878382464638773,True,9
Ccnl1,7,UP,1.1250377160627325,2,UP,0.0298280877458667,True,9
Spty2d1,7,UP,1.05529617779381,2,UP,-0.0174852756370362,True,9
Zfp36l1,7,UP,0.9884948397883192,2,UP,0.0168083948194252,True,9
Ppan,7,UP,0.9213167178487554,2,UP,0.3250286373527353,True,9
1110038b12rik,7,UP,0.6649586015370615,2,UP,1.044195406728905,True,9
Rgs7bp,7,DOWN,-0.8676101487369837,2,DOWN,-0.306053124052982,True,9
Vldlr,7,DOWN,-1.1750197063551169,2,DOWN,-0.2888593211950271,True,9
Dagla,7,DOWN,-1.3165089022608534,2,DOWN,-0.2464208955381344,True,9
Arhgef17,7,DOWN,-1.3359719916223634,2,DOWN,-0.276129137770909,True,9
Cdh11,7,DOWN,-1.4182658195064557,2,DOWN,-0.360103507517963,True,9
St8sia3,7,DOWN,-1.521675053500002,2,DOWN,-0.2644594218659657,True,9
Gabra4,7,DOWN,-1.5441876044610627,2,DOWN,-0.3094100077160839,True,9
Cacna2d1,7,DOWN,-1.7208982403705846,2,DOWN,-0.3445365799583398,True,9
Hpcal4,7,DOWN,-1.7438786200024587,2,DOWN,-0.2787846797776613,True,9
Wnt9a,6,UP,2.0078899610588645,3,UP,0.889173271416133,True,9
Pawr,6,UP,1.348483645444909,3,UP,10.876390514029806,True,9
Zc3h12c,6,UP,1.2529513143997209,3,UP,0.1232673006241307,True,9
Tppp3,6,UP,1.174407450272687,3,UP,0.5266624402634613,True,9
Snhg12,6,UP,1.0307230287961624,3,UP,0.5667821695773737,True,9
Srxn1,6,UP,0.939661850745625,3,UP,0.5282608569959961,True,9
Zfas1,6,UP,0.8130194318703822,3,UP,0.3846429594834266,True,9
Gas5,6,UP,0.6409964307951949,3,UP,0.6212226132561112,True,9
Fam107b,6,UP,0.4603112243426623,3,UP,0.5396169264924681,True,9
Reps2,6,DOWN,-0.1771564886845868,3,DOWN,-0.1225149980142797,True,9
Atp8a1,6,DOWN,-0.4698119911759806,3,DOWN,-0.1256337650735366,True,9
Ccdc88a,6,DOWN,-0.4759063739515648,3,DOWN,-0.3073007139710987,True,9
Opa1,6,DOWN,-0.6079794836016829,3,DOWN,-0.0925800735652379,True,9
Taok1,6,DOWN,-0.6503994952667536,3,DOWN,-0.1175432245928719,True,9
Ubash3b,6,DOWN,-0.6953137263315639,3,DOWN,-0.1292237233812672,True,9
Atxn1,6,DOWN,-0.6964652174103255,3,DOWN,-0.0585999734121381,True,9
Purg,6,DOWN,-0.7525668012371464,3,DOWN,-0.3223500406472046,True,9
Pten,6,DOWN,-0.803028197601173,3,DOWN,-0.4349346554232862,True,9
Camta2,6,DOWN,-0.8917321901210634,3,DOWN,-0.1259952655950658,True,9
Arid1b,6,DOWN,-0.9119175409292868,3,DOWN,-0.0595920335139283,True,9
Lrfn3,6,DOWN,-0.9403882284534698,3,DOWN,-0.125053516950618,True,9
Camk1d,6,DOWN,-1.031534629246455,3,DOWN,-0.0799319176214958,True,9
Mdga1,6,DOWN,-1.04234743181091,3,DOWN,-0.1695735878555528,True,9
Rnf157,6,DOWN,-1.0860046718241587,3,DOWN,-0.080276601476238,True,9
Gpr158,6,DOWN,-1.168416563193998,3,DOWN,-0.0929616724816423,True,9
Zbtb18,6,DOWN,-1.2806456605909855,3,DOWN,-0.239924230873544,True,9
Pde1a,6,DOWN,-1.496172434308713,3,DOWN,-0.3399278998333333,True,9
Gabrb2,6,DOWN,-1.528694913172803,3,DOWN,-0.1254436339521995,True,9
Dnajc6,6,DOWN,-1.5483692343817228,3,DOWN,-0.0576136836206598,True,9
Akap6,6,DOWN,-1.579508653344847,3,DOWN,-0.0258192553653281,True,9
Kcnc1,6,DOWN,-1.6649764351989071,3,DOWN,-0.1145434090646267,True,9
Grin2a,6,DOWN,-1.7431810008974171,3,DOWN,-0.0777890352209255,True,9
Cntn1,6,DOWN,-2.15606359465392,3,DOWN,-0.1248543815452416,True,9
Myo1e,5,UP,1.8007243762137637,4,UP,8.967952093662872,True,9
Sun2,5,UP,1.1843423531071575,4,UP,0.3100594817021793,True,9
2410006h16rik,5,UP,0.7371942892894575,4,UP,0.133835101403387,True,9
Dnajb9,5,UP,0.6987392378834627,4,UP,-0.0076011759136511,True,9
Ddit4,5,UP,0.5574691748915567,4,UP,0.5515981604102876,True,9
Mt1,5,UP,0.5058479138829557,4,UP,0.4629350106326768,True,9
Usp2,5,UP,0.4613448677712718,4,UP,0.245090602069967,True,9
Pdpk1,5,DOWN,-0.5662408013269541,4,DOWN,-0.1468596272299211,True,9
Slc39a10,5,DOWN,-0.6558721234678953,4,DOWN,-0.1823464767792782,True,9
Trhde,5,DOWN,-0.9273583556267658,4,DOWN,-0.1357148535741462,True,9
Tmem170b,5,DOWN,-0.9554930914132524,4,DOWN,-0.3248289303139983,True,9
Cdh12,5,DOWN,-1.135891037280275,4,DOWN,-0.1685586549719727,True,9
Slitrk4,5,DOWN,-1.1728483146203998,4,DOWN,-0.2184089826271133,True,9
Ttll7,5,DOWN,-1.4328955537063022,4,DOWN,-0.1431770597796786,True,9
Slc7a14,5,DOWN,-1.656404544794576,4,DOWN,-0.2562324379624451,True,9
Gria3,5,DOWN,-1.7837563797267235,4,DOWN,-0.3060376087108439,True,9
Snx5,4,UP,-0.0032856959391518,5,UP,0.0573165512359764,True,9
Lrrtm2,4,DOWN,-0.5480094450521724,5,DOWN,-0.3665663425336878,True,9
Lrrc8b,4,DOWN,-0.5496467542910564,5,DOWN,-0.2113349376045936,True,9
P2ry12,4,DOWN,-2.5650177321631507,5,DOWN,0.0131322797641002,True,9
Kbtbd7,3,DOWN,-0.5060365010367409,6,DOWN,-0.2273273932253418,True,9
Chm,3,DOWN,-0.5822229354460494,6,DOWN,-0.2708778081062225,True,9
Cacnb4,3,DOWN,-1.459516503771369,6,DOWN,-0.3223760436019577,True,9
Bdkrb2,6,UP,3.2335061189413827,2,UP,0.0990224933402399,True,8
Neat1,6,UP,2.9513142289069445,2,UP,0.327439113716894,True,8
Arc,6,UP,2.1830638666236326,2,UP,0.3113092827825481,True,8
Lmna,6,UP,1.639032849847906,2,UP,0.3528167878449434,True,8
Uaca,6,UP,1.4545643147507503,2,UP,3.682247056617264,True,8
Osmr,6,UP,1.4115146450544287,2,UP,0.1110693139451078,True,8
Eif4ebp1,6,UP,1.3383173895099805,2,UP,0.5853954954541503,True,8
Tent5a,6,UP,1.1873028697679373,2,UP,0.1080926098082545,True,8
Bhlhe41,6,UP,1.1716116371578291,2,UP,0.1659122878157739,True,8
Jdp2,6,UP,1.1687482823647273,2,UP,0.4282724539143718,True,8
Itpkb,6,UP,0.9261656706591376,2,UP,-0.0222342113978172,True,8
Ank,6,DOWN,-0.1081530385865721,2,DOWN,-0.2156474831818188,True,8
Smad1,6,UP,-0.304835453362573,2,UP,0.3343850430579526,True,8
