gene_symbol,n_groups_hibi,predominant_direction_hibi,mean_log2FC_hibi,n_groups_glp,predominant_direction_glp,mean_log2FC_glp,concordant,recur
Sst,3,DOWN,-3.97097064645711,4,UP,0.0701927682027341,False,7
Osbpl8,2,UP,1.5020497397034795,5,DOWN,-0.1939702145939348,False,7
Hif1a,2,UP,1.3746908458707692,5,DOWN,-0.1755350895193818,False,7
Swt1,2,UP,1.007601284578591,5,DOWN,-0.2144478735970814,False,7
Lamp2,2,UP,0.966234108278596,5,DOWN,-0.2159072164661281,False,7
Atl2,2,UP,0.6858905468628446,5,DOWN,-0.2092767932734395,False,7
Ptch1,2,UP,0.6192556847736768,5,DOWN,-0.1871974307231717,False,7
Cpeb2,2,UP,0.5555891556000435,5,DOWN,-0.2326661852044656,False,7
Ptges3,2,UP,-0.1233880364337974,5,DOWN,0.0392121313855307,False,7
Zfyve9,2,DOWN,-0.5376669340061291,5,UP,1.087397502196747,False,7
Shc3,2,DOWN,-0.6416696818056122,5,UP,0.2593218793468334,False,7
Glrx5,2,DOWN,-0.7750824754042455,5,UP,1.082822738851617,False,7
Foxk1,2,DOWN,-1.188504603042444,5,UP,0.1161220367404115,False,7
Hras,2,DOWN,-1.50915738074409,5,UP,0.8743098337772472,False,7
Acvr1c,2,DOWN,-1.5825951795014008,5,UP,4.227609112788498,False,7
Lhfpl3,2,UP,-1.907613803865876,5,DOWN,-0.2214347311805305,False,7
Trib2,2,UP,-2.730758434764024,5,DOWN,-0.3301118905388532,False,7
Wnk2,2,DOWN,-2.938456470760803,5,UP,0.1770309595652132,False,7
Evi2a,4,UP,1.8579108120930188,2,DOWN,-0.2709055011788936,False,6
Nedd9,4,UP,1.378030093891398,2,DOWN,-0.290518381200555,False,6
Trim25,4,UP,1.2098637948455295,2,DOWN,-0.3926360475763053,False,6
Zc3hav1,4,UP,1.1493652934434049,2,DOWN,-0.4619071862644024,False,6
Mafb,4,UP,0.8889225397413404,2,DOWN,-0.338001283635531,False,6
Dlc1,4,UP,0.8481771110727507,2,DOWN,-0.242773001447319,False,6
Zbtb11,4,UP,0.804456223296323,2,DOWN,-0.2605792983164141,False,6
Frmd6,4,UP,0.7572347927731655,2,DOWN,-0.2646610260290314,False,6
Ccnl2,4,UP,0.6295259410395571,2,DOWN,-0.2666072294731457,False,6
Xbp1,4,UP,0.6024769684440797,2,DOWN,-0.4834808489248815,False,6
Elk3,4,UP,0.5269520352060696,2,DOWN,-0.2721834263302564,False,6
Siah2,4,UP,0.1839613679439564,2,DOWN,-0.2552970554286959,False,6
Hexb,4,UP,0.1497263194953591,2,DOWN,-0.3005201665090716,False,6
Tex2,4,DOWN,-0.0168208743989103,2,UP,0.3304230165,False,6
Ankrd52,4,DOWN,-0.1188065035134164,2,UP,-0.0040475372354366,False,6
Smad5,4,UP,-0.2523629899903086,2,DOWN,-0.3868265495759307,False,6
Zc3h12b,4,DOWN,-0.4473534436794216,2,UP,0.032040445443865,False,6
Clasp1,4,DOWN,-0.4474044743143226,2,UP,0.0333707542550736,False,6
Zc3h4,4,DOWN,-0.5107311376659623,2,UP,-0.0279350465510924,False,6
Tubb2a,4,DOWN,-0.5109617503648707,2,UP,0.2353908060192346,False,6
Glg1,4,DOWN,-0.5143398400787746,2,UP,0.209395412628582,False,6
Kif3c,4,DOWN,-0.5601309349163097,2,UP,0.0059615004327296,False,6
D630045j12rik,4,DOWN,-0.5661245514240183,2,UP,-0.0221929717492126,False,6
Jup,4,UP,-0.5853794920633568,2,DOWN,-0.3429924112996815,False,6
Tnr,4,DOWN,-0.6123223866299656,2,UP,0.0483141583890495,False,6
Aff3,4,DOWN,-0.6245729539714806,2,UP,-0.0298246581047748,False,6
Pmepa1,4,UP,-0.6365108732566003,2,DOWN,-0.2758015793423923,False,6
Ubr3,4,DOWN,-0.6368731810311226,2,UP,-0.0054540501218403,False,6
Prr14l,4,DOWN,-0.6498524983418545,2,UP,-0.0412651027785781,False,6
Dscaml1,4,DOWN,-0.6537633259700804,2,UP,0.0672692141197966,False,6
Lrrc4c,4,DOWN,-0.6659899289338438,2,UP,-0.0168644667165914,False,6
Pitpnm2,4,DOWN,-0.6685458118612826,2,UP,0.3248958412814978,False,6
Pam,4,DOWN,-0.684148313935327,2,UP,0.4813135780749999,False,6
Arhgef12,4,DOWN,-0.700047153891446,2,UP,0.2271144013483116,False,6
Rab11fip2,4,DOWN,-0.720034599806533,2,UP,-0.0365548677369635,False,6
Pex5l,4,DOWN,-0.7701441514695451,2,UP,0.0449883905931116,False,6
Hdac4,4,DOWN,-0.8116493941357015,2,UP,-0.0308043193966742,False,6
Exoc8,4,DOWN,-0.8360371828850091,2,UP,-0.0444305354764838,False,6
Nipa1,4,DOWN,-0.8856032475751414,2,UP,-0.0743349159130546,False,6
Nptxr,4,DOWN,-0.8975065626417464,2,UP,-0.0212115255738579,False,6
Ism1,4,DOWN,-0.9371007147535582,2,UP,0.5566456018849085,False,6
Sertm1,4,DOWN,-0.9624674811859304,2,UP,0.0616444466182718,False,6
Ppp1r3c,4,UP,-0.9951835943905438,2,DOWN,-0.3775874779575315,False,6
Ptprs,4,DOWN,-1.1163701450348515,2,UP,0.34243172015,False,6
Sema5a,4,DOWN,-1.2422262605095835,2,UP,-0.0731017697177704,False,6
Apba2,4,DOWN,-1.3057347621985822,2,UP,-0.1043580553595568,False,6
Lrrc4b,4,DOWN,-1.7232782971552014,2,UP,-0.0442007864743707,False,6
Crym,4,DOWN,-1.7437918517784774,2,UP,0.4547183574599334,False,6
Zfp536,4,DOWN,-1.7811370243744704,2,UP,0.2688639429241173,False,6
Rprml,4,DOWN,-1.962364394900974,2,UP,0.6182950852923423,False,6
Fgfr3,4,DOWN,-2.0578164482258843,2,UP,-0.0505794368893916,False,6
Stxbp5l,4,DOWN,-2.069729616159039,2,UP,0.5999371284024745,False,6
Sez6,4,DOWN,-2.0932378248922108,2,UP,-0.0377674167311966,False,6
Tubb3,4,DOWN,-2.237115228060813,2,UP,-0.0333969428300636,False,6
Tenm2,4,DOWN,-2.5074588755853724,2,UP,0.3696110680525241,False,6
Dnm1,4,DOWN,-3.392756339689277,2,UP,-0.0070068401408521,False,6
Disp2,4,DOWN,-3.6259310583063846,2,UP,0.0211696211977503,False,6
Rps27l,3,UP,1.1828976398584654,3,DOWN,-0.0930046913715035,False,6
Arid5b,3,UP,1.066440823752831,3,DOWN,-0.0278215821068736,False,6
Snap23,3,UP,0.9308285025993384,3,DOWN,-0.1468210814070254,False,6
Pwwp3b,3,UP,0.8255179454155469,3,DOWN,-0.3929985529821024,False,6
St3gal1,3,UP,0.8147113601386516,3,DOWN,-0.1721764259950651,False,6
Il6st,3,UP,0.791445771511517,3,DOWN,-0.2278391411894988,False,6
Rflnb,3,UP,0.7498210805901978,3,DOWN,-0.46581319015001,False,6
Tmed5,3,UP,0.7244651647452484,3,DOWN,-0.5337559321800464,False,6
Nr2e1,3,UP,0.684989144304426,3,DOWN,-0.4501328565976558,False,6
Sh3bgrl,3,UP,0.6650615164925718,3,DOWN,-0.1102663565468172,False,6
8030462n17rik,3,UP,0.5937251633640089,3,DOWN,-0.329119377862974,False,6
Vwa5a,3,UP,0.5333419682747715,3,DOWN,-0.248305501750707,False,6
Ece1,3,UP,0.4341497028067088,3,DOWN,-0.299563248128846,False,6
Cse1l,3,UP,0.3556935847674558,3,DOWN,-0.32350279014863,False,6
Kpna1,3,UP,0.3437229550245774,3,DOWN,-0.330958330764253,False,6
Zscan26,3,UP,0.1931969093762695,3,DOWN,-0.2582783210260547,False,6
Cyp51,3,UP,-0.0980022637006926,3,DOWN,-0.0173802115775722,False,6
Cdk17,3,DOWN,-0.3807683512394503,3,UP,1.1830624433947987,False,6
Rasgrf1,3,DOWN,-0.4196028061179214,3,UP,0.0677832515132014,False,6
Prrc2a,3,DOWN,-0.4440173846961202,3,UP,0.0071362210683298,False,6
Dnajb5,3,DOWN,-0.4526370276293854,3,UP,0.1366673423294516,False,6
Adgrl3,3,DOWN,-0.5377551913037474,3,UP,0.1357992034639022,False,6
Ociad2,3,DOWN,-0.5517882016113891,3,UP,0.267570547358239,False,6
Mxi1,3,DOWN,-0.5552211894368559,3,UP,0.2925670242583469,False,6
Rgma,3,DOWN,-0.6270450487488693,3,UP,0.2120638634542993,False,6
Zfp513,3,DOWN,-0.7080766001449188,3,UP,0.3480026485089046,False,6
Ttbk1,3,DOWN,-0.8252946614882918,3,UP,0.0044882713869311,False,6
Hs6st3,3,DOWN,-0.8385618900312911,3,UP,0.0901173599332159,False,6
Tnik,3,DOWN,-0.9265041664000376,3,UP,0.3222521413659017,False,6
Epha6,3,DOWN,-0.961548374207613,3,UP,0.5257434051657196,False,6
Adra2c,3,DOWN,-0.9979038224474084,3,UP,5.6459037421378016,False,6
Pla2g3,3,DOWN,-1.0630176318853914,3,UP,0.5583400953607097,False,6
Mtch1,3,DOWN,-1.1586893348986202,3,UP,0.6762164223852016,False,6
Nanos1,3,DOWN,-1.3198682203714904,3,UP,1.4852740383206249,False,6
Thra,3,DOWN,-1.5972564999444636,3,UP,0.2756615017880875,False,6
Hpca,3,DOWN,-1.821599070967346,3,UP,0.4072173271257493,False,6
Rell2,3,DOWN,-1.9679598050965232,3,UP,0.0485887737096826,False,6
Nrxn2,3,DOWN,-2.81710018468997,3,UP,0.0158723724574939,False,6
Nrgn,3,DOWN,-3.0695383898766804,3,UP,0.4091733419991987,False,6
Nefm,3,DOWN,-3.6492482493933913,3,UP,0.08908736301499,False,6
Ptchd1,2,UP,2.9764514457456848,4,DOWN,-0.3279949089114845,False,6
Slc7a11,2,UP,2.0514550010265515,4,DOWN,-0.2554326932764169,False,6
Erbin,2,UP,1.2128733937003,4,DOWN,-0.3210460854662084,False,6
Mybl1,2,UP,1.1757961824881011,4,DOWN,-0.2389419235714944,False,6
Crem,2,UP,1.0542874789108103,4,DOWN,-0.377041299798125,False,6
Megf10,2,UP,0.7471800548813992,4,DOWN,-0.160690792745056,False,6
Ahsa2,2,UP,0.6868073763875022,4,DOWN,-0.2304825824111738,False,6
Gna13,2,UP,0.6712884879266434,4,DOWN,-0.2619666198234379,False,6
Asah1,2,UP,0.4564979409663683,4,DOWN,-0.1268194816701993,False,6
Fgd4,2,UP,0.295164830473568,4,DOWN,-0.1756769002386045,False,6
Zdhhc13,2,UP,0.1900374261506227,4,DOWN,-0.2596846171536098,False,6
Manea,2,UP,0.1732712178904519,4,DOWN,-0.2230802540075116,False,6
Senp7,2,UP,0.1160988326396854,4,DOWN,-0.2855505778571983,False,6
Kdm6a,2,UP,-0.1722451456792473,4,DOWN,-0.2487167533396418,False,6
Klhl28,2,UP,-0.1761090948292759,4,DOWN,-0.2321635110198955,False,6
Dek,2,UP,-0.2007646354815683,4,DOWN,-0.1026547641130407,False,6
Frmd4b,2,UP,-0.2751970471167528,4,DOWN,-0.1453928135155137,False,6
Rapgef2,2,DOWN,-0.3325875452081321,4,UP,0.0398452698665421,False,6
Hivep3,2,DOWN,-0.3684954365301331,4,UP,0.1929519100309022,False,6
Iqsec1,2,DOWN,-0.41661439182813,4,UP,0.1297029436441194,False,6
Kctd3,2,DOWN,-0.4174236291358024,4,UP,0.8437859274018078,False,6
Klf13,2,DOWN,-0.4381445832209554,4,UP,0.3464443787730777,False,6
Grk2,2,DOWN,-0.5287072034559701,4,UP,0.2218388901318557,False,6
Ankrd34a,2,DOWN,-0.5288387716397347,4,UP,-0.0624033727871869,False,6
Bet1,2,DOWN,-0.5651900781311325,4,UP,-0.0121304803890251,False,6
Ube2n,2,DOWN,-0.5975052348975921,4,UP,0.0774106530300966,False,6
R3hdm4,2,DOWN,-0.6539840042774867,4,UP,0.2639863416171867,False,6
Brwd3,2,DOWN,-0.7557599226728557,4,UP,8.122480546002343,False,6
Dst,2,DOWN,-0.81972955858458,4,UP,0.4182043365897236,False,6
Wdr6,2,DOWN,-0.8352945886336648,4,UP,0.1731421489501052,False,6
Anapc13,2,DOWN,-0.9065847425111908,4,UP,0.6649630602444567,False,6
Abhd17c,2,DOWN,-0.9100812316885591,4,UP,0.0745680943783089,False,6
Rab24,2,DOWN,-0.9634643818036936,4,UP,1.3203934698705773,False,6
Prkaca,2,DOWN,-0.9896964285119074,4,UP,0.9564396981855304,False,6
Grcc10,2,DOWN,-1.05007660651659,4,UP,0.2478300681373149,False,6
Pan3,2,DOWN,-1.098470111308814,4,UP,2.07233035922252,False,6
Rpl27a,2,DOWN,-1.1156031381846905,4,UP,0.2948510116132048,False,6
Hipk2,2,DOWN,-1.1668859759549497,4,UP,0.3011992831549741,False,6
Pnrc1,2,DOWN,-1.3472576950843196,4,UP,0.5979877944169825,False,6
Pafah1b3,2,DOWN,-1.663152740897258,4,UP,0.3930116509616767,False,6
Flrt1,2,DOWN,-2.052823684718143,4,UP,-0.0357576611647739,False,6
Mt3,2,DOWN,-2.1802030689529888,4,UP,0.6782644636334654,False,6
Frat1,2,DOWN,-2.2938484665628947,4,UP,0.1329310800096102,False,6
Bex2,2,DOWN,-2.8832187035586903,4,UP,0.4282926555276507,False,6
Kif5a,2,DOWN,-4.099667083126713,4,UP,0.1811282332466489,False,6
Gna14,3,UP,2.5937301364911285,2,DOWN,-0.6127112105691475,False,5
Thbd,3,UP,2.5089221835420195,2,DOWN,-0.3927014796808515,False,5
Pcgf5,3,UP,1.3595800060084358,2,DOWN,-0.3645777886430383,False,5
Pros1,3,UP,0.8941220090505579,2,DOWN,-0.3504187060706268,False,5
Kcnk13,3,UP,0.8699025895354059,2,DOWN,-0.3832568364235795,False,5
Lysmd3,3,UP,0.8663143658720456,2,DOWN,-0.4900140548509227,False,5
Tox3,3,UP,0.8010887919250932,2,DOWN,-0.4636167625018256,False,5
Rbpj,3,UP,0.7988030118425412,2,DOWN,-0.2463120939936744,False,5
Pttg1ip,3,UP,0.7794443999456154,2,DOWN,-0.2337623425163742,False,5
Nktr,3,UP,0.6932951662432232,2,DOWN,-0.284324197555469,False,5
Irf2bpl,3,UP,0.6728295314191656,2,DOWN,-0.2376416687405368,False,5
Cldn5,3,UP,0.6694844368457229,2,DOWN,-0.3348953075369641,False,5
Pigs,3,UP,0.6625201267384601,2,DOWN,-0.2065803799451809,False,5
Fam118a,3,UP,0.6358503853552614,2,DOWN,-0.236409962525,False,5
Cacybp,3,UP,0.6351264871265779,2,DOWN,-0.2917932731459642,False,5
Fermt2,3,UP,0.6283366282863856,2,DOWN,-0.2778793507002092,False,5
Nup98,3,UP,0.618413991943922,2,DOWN,-0.3229766440368406,False,5
Rasgrp3,3,UP,0.5832685224430573,2,DOWN,-0.2803645550643278,False,5
Prune2,3,UP,0.550218366189312,2,DOWN,-0.242417215241742,False,5
Il13ra1,3,UP,0.2458523155544215,2,DOWN,-0.4549157053107222,False,5
Smndc1,3,UP,0.1864350508283347,2,DOWN,-0.3123064888062746,False,5
Pde8b,3,DOWN,0.1542054619266214,2,UP,-0.0478562106596071,False,5
Bri3bp,3,DOWN,-0.017434395008862,2,UP,-0.0134150255542097,False,5
Chpf2,3,DOWN,-0.0294650057460864,2,UP,0.3092200786072576,False,5
Sulf2,3,DOWN,-0.0553305207528027,2,UP,0.3093873769855114,False,5
Lrrc8d,3,DOWN,-0.1533312316477915,2,UP,-0.0261441772178078,False,5
Tmem131,3,DOWN,-0.3351260000124501,2,UP,-0.0457592811874953,False,5
Usf1,3,DOWN,-0.3948054635960634,2,UP,0.3683618567527311,False,5
Supt6,3,DOWN,-0.441599836415443,2,UP,0.0419768979962331,False,5
Stard7,3,DOWN,-0.4436408206509323,2,UP,0.7402524679757629,False,5
Tax1bp3,3,DOWN,-0.4453648901968923,2,UP,0.4797134258848494,False,5
Cdk16,3,DOWN,-0.4760887055147489,2,UP,2.684821147972282,False,5
Extl1,3,DOWN,-0.4797726156514231,2,UP,-0.0386292999370361,False,5
Dnajc10,3,DOWN,-0.4909324793276119,2,UP,0.0229457800345485,False,5
Vps26b,3,DOWN,-0.5018348270557654,2,UP,0.696117836025,False,5
Nim1k,3,DOWN,-0.5609676059327467,2,UP,0.2503240905858734,False,5
Cenpb,3,DOWN,-0.5652910040402362,2,UP,0.3133641355341426,False,5
Mindy3,3,DOWN,-0.5736980600121088,2,UP,0.0056324837263287,False,5
Idh2,3,DOWN,-0.5855485587548539,2,UP,0.5364207617500001,False,5
Coro1a,3,DOWN,-0.6175545181996878,2,UP,0.2867161783564416,False,5
Dscam,3,DOWN,-0.6311846428646556,2,UP,0.2979228974329903,False,5
Adgrb2,3,DOWN,-0.6368811276250455,2,UP,-0.0845995533588336,False,5
Tmem243,3,DOWN,-0.6543737601643669,2,UP,0.0853673706967529,False,5
Megf8,3,DOWN,-0.6679853879253527,2,UP,0.2024514468467844,False,5
Kcnn2,3,DOWN,-0.6767563423515041,2,UP,0.3429031442324007,False,5
Arhgef3,3,DOWN,-0.6912786503654491,2,UP,0.5343143679852562,False,5
Cacng8,3,DOWN,-0.6923568586668374,2,UP,-0.2209131432359719,False,5
Dzip3,3,DOWN,-0.7086466205475167,2,UP,0.0150320662805142,False,5
Hmgcs2,3,DOWN,-0.7328674856509979,2,UP,0.1393526092364269,False,5
Cic,3,DOWN,-0.7545615817373119,2,UP,-0.0994531831137916,False,5
Pcdhga8,3,DOWN,-0.7608873970981627,2,UP,0.0227283170068127,False,5
Rxrb,3,DOWN,-0.7752250500916755,2,UP,0.2884879357731609,False,5
Traf3,3,DOWN,-0.79221058586264,2,UP,-0.0423104628655965,False,5
Cmtm6,3,DOWN,-0.8086946948798515,2,UP,0.0001582881541792,False,5
Grik3,3,DOWN,-0.8272563756513147,2,UP,0.2737884574075305,False,5
Basp1,3,DOWN,-0.8292482817272943,2,UP,0.3122520556914515,False,5
Osbp2,3,DOWN,-0.83358027179101,2,UP,0.2222127899625208,False,5
Mrtfa,3,DOWN,-0.8450725044712085,2,UP,0.0377169270789425,False,5
Tanc1,3,DOWN,-0.8549219585548075,2,UP,0.0053519266709982,False,5
Egfl7,3,DOWN,-0.8734881668870144,2,UP,0.4593081555288559,False,5
Map3k10,3,DOWN,-0.8807225404825774,2,UP,-0.1042858086573362,False,5
Rap1gds1,3,DOWN,-0.8973934071630832,2,UP,0.3705886392151747,False,5
Calm2,3,DOWN,-0.8984606273675183,2,UP,0.2472495010492082,False,5
Ptov1,3,DOWN,-0.9514932594660788,2,UP,2.7967685847493318,False,5
Prr12,3,DOWN,-0.9739184206299636,2,UP,0.2394168551944053,False,5
Pak1,3,DOWN,-0.984461129948928,2,UP,0.307126404775,False,5
Ldlrad4,3,DOWN,-1.0288760708346274,2,UP,0.2374777149500849,False,5
Atmin,3,DOWN,-1.049779256419015,2,UP,0.6377131003006937,False,5
Rnf220,3,DOWN,-1.0682900526807648,2,UP,0.2431074028753841,False,5
Hnrnpa0,3,DOWN,-1.1040041247563488,2,UP,0.2678446570236036,False,5
Gm9899,3,DOWN,-1.120849780039469,2,UP,0.272598746928652,False,5
Etv5,3,DOWN,-1.1262258850449134,2,UP,0.0527306265301983,False,5
Wfs1,3,DOWN,-1.1625196849473969,2,UP,-0.005767891072668,False,5
Sdk2,3,DOWN,-1.2061159955847174,2,UP,0.3485176811759207,False,5
Hnrnpul1,3,DOWN,-1.2135655181113585,2,UP,-0.0115153907578613,False,5
Eid1,3,DOWN,-1.4265896878530802,2,UP,-0.0856983042923969,False,5
Fabp7,3,DOWN,-1.4296526831031633,2,UP,0.0698965732157528,False,5
Ube2s,3,DOWN,-1.456896254267005,2,UP,0.297915315368885,False,5
Gsk3a,3,DOWN,-1.4723030743651984,2,UP,0.9609686340286724,False,5
Pink1,3,DOWN,-1.5138018521444805,2,UP,0.2612096618572159,False,5
Eef1a2,3,DOWN,-1.8175614823948465,2,UP,-0.0164455531098779,False,5
Ntrk2,3,DOWN,-1.8877871830146964,2,UP,0.3568160581972589,False,5
Zfpm1,3,DOWN,-1.8982167492667947,2,UP,-0.0665705240684613,False,5
Tmem179,3,DOWN,-2.115002203696093,2,UP,0.2194046601520435,False,5
Gfod1,3,DOWN,-2.147681071681717,2,UP,-0.0147084011244142,False,5
Meg3,3,DOWN,-2.235587583239586,2,UP,0.47114874661089,False,5
Ctxn1,3,DOWN,-2.346698206089225,2,UP,0.0432352885523167,False,5
Plcl1,3,DOWN,-2.3898396883476494,2,UP,0.0273748233920507,False,5
Apbb1,3,DOWN,-2.499101722987795,2,UP,0.2386121149745081,False,5
Fam13c,3,DOWN,-2.555185706535465,2,UP,0.0428092730211264,False,5
Panx2,3,DOWN,-2.5660337012251637,2,UP,-0.040252289168071,False,5
Actl6b,3,DOWN,-2.966551695657737,2,UP,0.244870353918246,False,5
Mycl,3,DOWN,-3.210047559884097,2,UP,0.3126673309510189,False,5
L1cam,3,DOWN,-3.380326396087358,2,UP,-0.6590642835183662,False,5
Tmem150c,3,DOWN,-3.497552083792563,2,UP,-0.0658866716859705,False,5
Tmem184c,2,UP,1.910053709669378,3,DOWN,-0.2632633778544429,False,5
Parp14,2,UP,1.536356180939081,3,DOWN,-0.1733162117795433,False,5
Gbp9,2,UP,1.52554472165099,3,DOWN,-0.2091525014348682,False,5
Trim34a,2,UP,1.1602468907176005,3,DOWN,-0.2917777025263816,False,5
Wee1,2,UP,1.11023697298998,3,DOWN,0.0256552969124389,False,5
Usp53,2,UP,1.0834314348916356,3,DOWN,-0.1227933321886056,False,5
Prag1,2,UP,1.081528314644605,3,DOWN,-0.3049820979125413,False,5
Atp6ap2,2,UP,1.019186797952491,3,DOWN,-0.3054488306187761,False,5
Calr,2,UP,1.003353141762542,3,DOWN,-0.6953027228370772,False,5
Stat1,2,UP,0.9381993829863592,3,DOWN,-0.3660040385827499,False,5
Notch2,2,UP,0.8880343946150239,3,DOWN,-2.7151431197714686,False,5
Adgre1,2,UP,0.8613573175920597,3,DOWN,-0.1442252937861044,False,5
Tlr7,2,UP,0.8325601962679321,3,DOWN,-0.1184883234088253,False,5
Mob1a,2,UP,0.7851341084970764,3,DOWN,-0.3617079920408828,False,5
Rnpep,2,UP,0.7521953435936128,3,DOWN,-0.0880578525446275,False,5
Zfyve16,2,UP,0.7402241581266864,3,DOWN,-0.311742668643157,False,5
Chordc1,2,UP,0.6185446789216339,3,DOWN,-0.3775952780392668,False,5
Trim36,2,UP,0.6149273627867284,3,DOWN,-0.1650988980206904,False,5
Hspa13,2,UP,0.4757207387798692,3,DOWN,-0.3032324150087077,False,5
Coa7,2,UP,0.3443873874400155,3,DOWN,-0.1434446590509892,False,5
Pitpnc1,2,UP,0.3066471123036094,3,DOWN,-0.2982537298135158,False,5
Dnm1l,2,UP,0.2302027258795826,3,DOWN,-0.2646399830528139,False,5
Smg1,2,UP,0.2171541152014258,3,DOWN,-0.1536925437592085,False,5
Vps35,2,UP,0.1403236171928489,3,DOWN,-0.2601100030202115,False,5
Tm9sf2,2,UP,0.1239840940596175,3,DOWN,-0.2300687711996778,False,5
Fli1,2,UP,0.0993863106196386,3,DOWN,-0.5027909981378961,False,5
Ogt,2,UP,0.0433389285825142,3,DOWN,-0.2341287990801182,False,5
Noct,2,UP,0.0082542164062464,3,DOWN,-0.0445815133710769,False,5
Bzw1,2,UP,-0.0074324697370637,3,DOWN,-0.0789062630037212,False,5
Fxr1,2,UP,-0.0520942497867761,3,DOWN,-0.2308950532110435,False,5
Aw549877,2,UP,-0.0602394737062029,3,DOWN,-0.4556977559304778,False,5
Capza1,2,UP,-0.1194000434980784,3,DOWN,-0.2990761765964694,False,5
Sypl,2,UP,-0.218678498298164,3,DOWN,-0.1169760879255334,False,5
Arl6ip6,2,UP,-0.2333491755101881,3,DOWN,-0.3275227880605112,False,5
Kif3b,2,DOWN,-0.3176493648324845,3,UP,0.6286985175370509,False,5
Ptprn2,2,DOWN,-0.3868940166372274,3,UP,0.1497557539127406,False,5
Snrnp200,2,DOWN,-0.4110060422567398,3,UP,0.2418284551465911,False,5
Wdr45b,2,DOWN,-0.4113284577259829,3,UP,0.0903841007499999,False,5
Wsb2,2,DOWN,-0.4667698541387012,3,UP,1.020851649194823,False,5
Tsn,2,DOWN,-0.5027945475796106,3,UP,0.2253451186018757,False,5
Cyrib,2,DOWN,-0.5175377055489445,3,UP,0.9662635266266644,False,5
Ccdc85b,2,DOWN,-0.6027224148425657,3,UP,0.3201777586022128,False,5
Cacna1i,2,DOWN,-0.6149563265186195,3,UP,0.0759622424775917,False,5
Hmox2,2,DOWN,-0.6222925600416815,3,UP,0.2746793626663254,False,5
Bad,2,DOWN,-0.6280270007484461,3,UP,0.255031064513786,False,5
Zfp322a,2,DOWN,-0.6722061517628788,3,UP,0.131309960607755,False,5
Tpst2,2,DOWN,-0.6797594653045484,3,UP,0.2920708477879107,False,5
Cacna1d,2,DOWN,-0.8187135405037562,3,UP,11.291666481571283,False,5
Smc3,2,DOWN,-0.8258661119373907,3,UP,0.2325711346082244,False,5
Ntpcr,2,DOWN,-0.8375496648900894,3,UP,0.270671548193944,False,5
Pold4,2,DOWN,-0.863725349513542,3,UP,0.3697860878196666,False,5
Gse1,2,DOWN,-0.8727505367323437,3,UP,0.0663113969261315,False,5
Bptf,2,DOWN,-0.8761128048920401,3,UP,0.2315867815176158,False,5
Hirip3,2,DOWN,-0.9051381193135162,3,UP,0.3222719606493243,False,5
Rplp1,2,DOWN,-0.9300983650931356,3,UP,0.2581637505411294,False,5
Pcdhga3,2,DOWN,-0.9601012530760342,3,UP,0.0570246887266715,False,5
Tbc1d5,2,DOWN,-0.9676403308022314,3,UP,0.1003496764379785,False,5
Tmsb10,2,DOWN,-0.9866988386737554,3,UP,0.6743259897740698,False,5
Nudt16l1,2,DOWN,-0.9979428783963876,3,UP,0.3318173082098594,False,5
Habp4,2,DOWN,-0.998827719541634,3,UP,2.109726741520138,False,5
Oard1,2,DOWN,-0.9996977299306762,3,UP,0.343049448521724,False,5
Snf8,2,DOWN,-1.0477117100394897,3,UP,0.2781701574529592,False,5
Slc7a5,2,DOWN,-1.0576694070996149,3,UP,0.1034542286025938,False,5
Rpl18a,2,DOWN,-1.086741406678718,3,UP,0.2786168777962572,False,5
Usf2,2,DOWN,-1.2193066631687035,3,UP,0.2363750602534321,False,5
Anp32a,2,DOWN,-1.2644069227251578,3,UP,0.3395295726147564,False,5
Snhg8,2,DOWN,-1.2898884207973995,3,UP,0.659691477462396,False,5
Cirbp,2,DOWN,-1.3352859982740342,3,UP,0.6717802780296953,False,5
Sorbs1,2,DOWN,-1.4575506056808512,3,UP,0.3213707211938591,False,5
Mpnd,2,DOWN,-1.5788594883065723,3,UP,0.3133286304504252,False,5
Ppm1b,2,DOWN,-1.7778703142606227,3,UP,0.8853418102943077,False,5
Matk,2,DOWN,-1.9480254638929344,3,UP,0.4053505017444452,False,5
Dixdc1,2,DOWN,-2.2855570451398464,3,UP,0.2660621480870741,False,5
Ypel2,2,UP,-2.5457207027652182,3,DOWN,-0.3069857806405198,False,5
Dtx1,2,DOWN,-2.986108939398452,3,UP,1.5165089899145352,False,5
Dock6,2,UP,2.347475880258064,2,DOWN,-1.4543129608942564,False,4
Fgd6,2,UP,2.176241341384026,2,DOWN,-0.3278440645197253,False,4
Rnf128,2,UP,1.6653657087419562,2,DOWN,-0.2210058501916185,False,4
Nr4a2,2,UP,1.5876082031056076,2,DOWN,-0.507812180564873,False,4
Soat1,2,UP,1.4420910782692549,2,DOWN,-0.3493943491530932,False,4
Fastkd2,2,UP,1.3852514733117012,2,DOWN,-0.328430791932489,False,4
Sdf2l1,2,UP,1.2063657273025974,2,DOWN,-0.2359620793187145,False,4
Cacul1,2,UP,1.2034917218197632,2,DOWN,-0.2783590900882386,False,4
Scd2,2,UP,1.1880831735383284,2,DOWN,-0.2388295327476661,False,4
Steap3,2,UP,1.1583320737029417,2,DOWN,-0.4066518833415432,False,4
